Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
661¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":83,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Program
1062¿AssignmentExpression¿=¿1127¿¿¿¿{"start":{"line":12,"column":6},"end":{"line":81,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿AssignmentExpression
1063¿MemberExpression¿¿1127¿¿¿¿{"start":{"line":12,"column":6},"end":{"line":81,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
1064¿Identifier¿¿1127¿messenger¿¿¿{"start":{"line":12,"column":6},"end":{"line":12,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1065¿Identifier¿¿1127¿name¿¿¿{"start":{"line":16,"column":2},"end":{"line":16,"column":6},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1066¿Identifier¿¿1127¿v58¿¿¿¿¿Identifier
1067¿ExpressionStatement¿¿1127¿¿¿¿{"start":{"line":12,"column":6},"end":{"line":81,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿ExpressionStatement
1068¿AssignmentExpression¿=¿1127¿¿¿¿{"start":{"line":12,"column":6},"end":{"line":81,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿AssignmentExpression
1069¿MemberExpression¿¿1127¿¿¿¿{"start":{"line":12,"column":6},"end":{"line":81,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
1070¿Identifier¿¿1127¿messenger¿¿¿{"start":{"line":12,"column":6},"end":{"line":12,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1071¿Identifier¿¿1127¿log¿¿¿{"start":{"line":19,"column":2},"end":{"line":19,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1072¿Identifier¿¿1127¿v60¿¿¿¿¿Identifier
1073¿ExpressionStatement¿¿1127¿¿¿¿{"start":{"line":12,"column":6},"end":{"line":81,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿ExpressionStatement
1074¿AssignmentExpression¿=¿1127¿¿¿¿{"start":{"line":12,"column":6},"end":{"line":81,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿AssignmentExpression
1075¿MemberExpression¿¿1127¿¿¿¿{"start":{"line":12,"column":6},"end":{"line":81,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
1076¿Identifier¿¿1127¿messenger¿¿¿{"start":{"line":12,"column":6},"end":{"line":12,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1077¿Identifier¿¿1127¿info¿¿¿{"start":{"line":23,"column":2},"end":{"line":23,"column":6},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1078¿Identifier¿¿1127¿v64¿¿¿¿¿Identifier
1079¿ExpressionStatement¿¿1127¿¿¿¿{"start":{"line":12,"column":6},"end":{"line":81,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿ExpressionStatement
1080¿AssignmentExpression¿=¿1127¿¿¿¿{"start":{"line":12,"column":6},"end":{"line":81,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿AssignmentExpression
1081¿MemberExpression¿¿1127¿¿¿¿{"start":{"line":12,"column":6},"end":{"line":81,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
1082¿Identifier¿¿1127¿messenger¿¿¿{"start":{"line":12,"column":6},"end":{"line":12,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1083¿Identifier¿¿1127¿note¿¿¿{"start":{"line":27,"column":2},"end":{"line":27,"column":6},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1084¿Identifier¿¿1127¿v66¿¿¿¿¿Identifier
1085¿ExpressionStatement¿¿1127¿¿¿¿{"start":{"line":12,"column":6},"end":{"line":81,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿ExpressionStatement
1086¿AssignmentExpression¿=¿1127¿¿¿¿{"start":{"line":12,"column":6},"end":{"line":81,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿AssignmentExpression
1087¿MemberExpression¿¿1127¿¿¿¿{"start":{"line":12,"column":6},"end":{"line":81,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
1088¿Identifier¿¿1127¿messenger¿¿¿{"start":{"line":12,"column":6},"end":{"line":12,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1089¿Identifier¿¿1127¿success¿¿¿{"start":{"line":32,"column":2},"end":{"line":32,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1090¿Identifier¿¿1127¿v70¿¿¿¿¿Identifier
1091¿ExpressionStatement¿¿1127¿¿¿¿{"start":{"line":12,"column":6},"end":{"line":81,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿ExpressionStatement
1092¿AssignmentExpression¿=¿1127¿¿¿¿{"start":{"line":12,"column":6},"end":{"line":81,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿AssignmentExpression
1093¿MemberExpression¿¿1127¿¿¿¿{"start":{"line":12,"column":6},"end":{"line":81,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
1094¿Identifier¿¿1127¿messenger¿¿¿{"start":{"line":12,"column":6},"end":{"line":12,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1095¿Identifier¿¿1127¿warning¿¿¿{"start":{"line":36,"column":2},"end":{"line":36,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1096¿Identifier¿¿1127¿v74¿¿¿¿¿Identifier
1097¿ExpressionStatement¿¿1127¿¿¿¿{"start":{"line":12,"column":6},"end":{"line":81,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿ExpressionStatement
1098¿AssignmentExpression¿=¿1127¿¿¿¿{"start":{"line":12,"column":6},"end":{"line":81,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿AssignmentExpression
1099¿MemberExpression¿¿1127¿¿¿¿{"start":{"line":12,"column":6},"end":{"line":81,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
1100¿Identifier¿¿1127¿messenger¿¿¿{"start":{"line":12,"column":6},"end":{"line":12,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1101¿Identifier¿¿1127¿error¿¿¿{"start":{"line":40,"column":2},"end":{"line":40,"column":7},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1102¿Identifier¿¿1127¿v78¿¿¿¿¿Identifier
1103¿ExpressionStatement¿¿1127¿¿¿¿{"start":{"line":12,"column":6},"end":{"line":81,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿ExpressionStatement
1104¿AssignmentExpression¿=¿1127¿¿¿¿{"start":{"line":12,"column":6},"end":{"line":81,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿AssignmentExpression
1105¿MemberExpression¿¿1127¿¿¿¿{"start":{"line":12,"column":6},"end":{"line":81,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
1106¿Identifier¿¿1127¿messenger¿¿¿{"start":{"line":12,"column":6},"end":{"line":12,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1107¿Identifier¿¿1127¿table¿¿¿{"start":{"line":44,"column":2},"end":{"line":44,"column":7},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1108¿Identifier¿¿1127¿v97¿¿¿¿¿Identifier
1109¿ExpressionStatement¿¿1127¿¿¿¿{"start":{"line":12,"column":6},"end":{"line":81,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿ExpressionStatement
1110¿AssignmentExpression¿=¿1127¿¿¿¿{"start":{"line":12,"column":6},"end":{"line":81,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿AssignmentExpression
1111¿MemberExpression¿¿1127¿¿¿¿{"start":{"line":12,"column":6},"end":{"line":81,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
1112¿Identifier¿¿1127¿messenger¿¿¿{"start":{"line":12,"column":6},"end":{"line":12,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1113¿Identifier¿¿1127¿line¿¿¿{"start":{"line":67,"column":2},"end":{"line":67,"column":6},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1114¿Identifier¿¿1127¿v106¿¿¿¿¿Identifier
1115¿ExpressionStatement¿¿1127¿¿¿¿{"start":{"line":12,"column":6},"end":{"line":81,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿ExpressionStatement
1116¿AssignmentExpression¿=¿1127¿¿¿¿{"start":{"line":12,"column":6},"end":{"line":81,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿AssignmentExpression
1117¿MemberExpression¿¿1127¿¿¿¿{"start":{"line":12,"column":6},"end":{"line":81,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
1118¿Identifier¿¿1127¿messenger¿¿¿{"start":{"line":12,"column":6},"end":{"line":12,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1119¿Identifier¿¿1127¿dir¿¿¿{"start":{"line":77,"column":2},"end":{"line":77,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1120¿Identifier¿¿1127¿v108¿¿¿¿¿Identifier
1121¿ExpressionStatement¿¿1127¿¿¿¿{"start":{"line":83,"column":0},"end":{"line":83,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿ExpressionStatement
1122¿AssignmentExpression¿=¿1127¿¿¿¿{"start":{"line":83,"column":0},"end":{"line":83,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿AssignmentExpression
1123¿MemberExpression¿¿1127¿¿¿¿{"start":{"line":83,"column":0},"end":{"line":83,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
1124¿Identifier¿¿1127¿module¿¿¿{"start":{"line":83,"column":0},"end":{"line":83,"column":6},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1125¿Identifier¿¿1127¿exports¿¿¿{"start":{"line":83,"column":7},"end":{"line":83,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1126¿Identifier¿¿1127¿messenger¿¿¿{"start":{"line":83,"column":17},"end":{"line":83,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
1127¿CFG_F_START¿¿1127¿__main__¿¿¿¿¿CFG_F_START
1128¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1129¿CFG_F_START¿¿1129¿687_anon¿¿¿¿¿CFG_F_START
1130¿CFG_F_END¿¿0¿687_anon¿¿¿¿¿CFG_F_END
1131¿CFG_F_START¿¿1131¿696_anon¿¿¿¿¿CFG_F_START
1132¿CFG_F_END¿¿0¿696_anon¿¿¿¿¿CFG_F_END
1133¿CFG_F_START¿¿1133¿705_anon¿¿¿¿¿CFG_F_START
1134¿CFG_F_END¿¿0¿705_anon¿¿¿¿¿CFG_F_END
1135¿CFG_F_START¿¿1135¿720_anon¿¿¿¿¿CFG_F_START
1136¿CFG_F_END¿¿0¿720_anon¿¿¿¿¿CFG_F_END
1137¿CFG_F_START¿¿1137¿746_anon¿¿¿¿¿CFG_F_START
1138¿CFG_F_END¿¿0¿746_anon¿¿¿¿¿CFG_F_END
1139¿CFG_F_START¿¿1139¿763_anon¿¿¿¿¿CFG_F_START
1140¿CFG_F_END¿¿0¿763_anon¿¿¿¿¿CFG_F_END
1141¿CFG_F_START¿¿1141¿789_anon¿¿¿¿¿CFG_F_START
1142¿CFG_F_END¿¿0¿789_anon¿¿¿¿¿CFG_F_END
1143¿CFG_F_START¿¿1143¿815_anon¿¿¿¿¿CFG_F_START
1144¿CFG_F_END¿¿0¿815_anon¿¿¿¿¿CFG_F_END
1145¿CFG_F_START¿¿1145¿841_anon¿¿¿¿¿CFG_F_START
1146¿CFG_F_END¿¿0¿841_anon¿¿¿¿¿CFG_F_END
1147¿CFG_IF_END¿¿0¿866¿¿¿¿¿CFG_IF_END
1148¿CFG_F_START¿¿1148¿898_anon¿¿¿¿¿CFG_F_START
1149¿CFG_F_END¿¿0¿898_anon¿¿¿¿¿CFG_F_END
1150¿CFG_F_START¿¿1150¿933_anon¿¿¿¿¿CFG_F_START
1151¿CFG_F_END¿¿0¿933_anon¿¿¿¿¿CFG_F_END
1152¿CFG_F_START¿¿1152¿942_anon¿¿¿¿¿CFG_F_START
1153¿CFG_F_END¿¿0¿942_anon¿¿¿¿¿CFG_F_END
1154¿CFG_IF_END¿¿0¿854¿¿¿¿¿CFG_IF_END
1155¿CFG_F_START¿¿1155¿990_anon¿¿¿¿¿CFG_F_START
1156¿CFG_F_END¿¿0¿990_anon¿¿¿¿¿CFG_F_END
1157¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1158¿CFG_IF_END¿¿0¿1000¿¿¿¿¿CFG_IF_END
1159¿CFG_F_START¿¿1159¿1040_anon¿¿¿¿¿CFG_F_START
1160¿CFG_F_END¿¿0¿1040_anon¿¿¿¿¿CFG_F_END
1161¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1162¿PDG_CALL¿¿1127¿1127.CALL->require-o156¿¿¿¿¿PDG_CALL
1163¿PDG_OBJECT¿¿0¿1127.chalk-o157¿¿¿¿¿PDG_OBJECT
1164¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1165¿PDG_CALL¿¿1127¿1127.CALL->require-o158¿¿¿¿¿PDG_CALL
1166¿PDG_OBJECT¿¿0¿1127.cl-o159¿¿¿¿¿PDG_OBJECT
1167¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1168¿PDG_CALL¿¿1127¿1127.CALL->require-o160¿¿¿¿¿PDG_CALL
1169¿PDG_OBJECT¿¿0¿1127.Table-o161¿¿¿¿¿PDG_OBJECT
1170¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1171¿PDG_CALL¿¿1127¿1127.CALL->require-o162¿¿¿¿¿PDG_CALL
1172¿PDG_OBJECT¿¿0¿1127.pkgInfo-o163¿¿¿¿¿PDG_OBJECT
1173¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1174¿PDG_OBJECT¿¿0¿1129.this-o164¿¿¿¿¿PDG_OBJECT
1175¿PDG_OBJECT¿¿0¿1127.v56-o165¿¿¿¿¿PDG_OBJECT
1176¿PDG_OBJECT¿¿0¿1131.this-o166¿¿¿¿¿PDG_OBJECT
1177¿PDG_OBJECT¿¿0¿1127.v58-o167¿¿¿¿¿PDG_OBJECT
1178¿PDG_OBJECT¿¿0¿1133.this-o168¿¿¿¿¿PDG_OBJECT
1179¿PDG_OBJECT¿¿0¿1133.undefined-o169¿¿¿¿¿PDG_OBJECT
1180¿PDG_OBJECT¿¿0¿1127.v60-o170¿¿¿¿¿PDG_OBJECT
1181¿PDG_OBJECT¿¿0¿1135.this-o171¿¿¿¿¿PDG_OBJECT
1182¿PDG_OBJECT¿¿0¿1135.undefined-o172¿¿¿¿¿PDG_OBJECT
1183¿PDG_OBJECT¿¿0¿1127.v64-o173¿¿¿¿¿PDG_OBJECT
1184¿PDG_OBJECT¿¿0¿1137.this-o174¿¿¿¿¿PDG_OBJECT
1185¿PDG_OBJECT¿¿0¿1137.msg-o175¿¿¿¿¿PDG_OBJECT
1186¿PDG_OBJECT¿¿0¿1137.undefined-o176¿¿¿¿¿PDG_OBJECT
1187¿PDG_OBJECT¿¿0¿1127.v66-o177¿¿¿¿¿PDG_OBJECT
1188¿PDG_OBJECT¿¿0¿1139.this-o178¿¿¿¿¿PDG_OBJECT
1189¿PDG_OBJECT¿¿0¿1139.undefined-o179¿¿¿¿¿PDG_OBJECT
1190¿PDG_OBJECT¿¿0¿1127.v70-o180¿¿¿¿¿PDG_OBJECT
1191¿PDG_OBJECT¿¿0¿1141.this-o181¿¿¿¿¿PDG_OBJECT
1192¿PDG_OBJECT¿¿0¿1141.undefined-o182¿¿¿¿¿PDG_OBJECT
1193¿PDG_OBJECT¿¿0¿1127.v74-o183¿¿¿¿¿PDG_OBJECT
1194¿PDG_OBJECT¿¿0¿1143.this-o184¿¿¿¿¿PDG_OBJECT
1195¿PDG_OBJECT¿¿0¿1143.undefined-o185¿¿¿¿¿PDG_OBJECT
1196¿PDG_OBJECT¿¿0¿1127.v78-o186¿¿¿¿¿PDG_OBJECT
1197¿PDG_OBJECT¿¿0¿1145.this-o187¿¿¿¿¿PDG_OBJECT
1198¿PDG_OBJECT¿¿0¿1145.data-o188¿¿¿¿¿PDG_OBJECT
1199¿PDG_OBJECT¿¿0¿1127.v97-o189¿¿¿¿¿PDG_OBJECT
1200¿PDG_OBJECT¿¿0¿1155.this-o190¿¿¿¿¿PDG_OBJECT
1201¿PDG_OBJECT¿¿0¿1155.color-o191¿¿¿¿¿PDG_OBJECT
1202¿PDG_OBJECT¿¿0¿1127.v106-o192¿¿¿¿¿PDG_OBJECT
1203¿PDG_OBJECT¿¿0¿1159.this-o193¿¿¿¿¿PDG_OBJECT
1204¿PDG_OBJECT¿¿0¿1159.data-o194¿¿¿¿¿PDG_OBJECT
1205¿PDG_OBJECT¿¿0¿1127.v108-o195¿¿¿¿¿PDG_OBJECT
1206¿PDG_OBJECT¿¿0¿1127.messenger-o196¿¿¿¿¿PDG_OBJECT
1207¿PDG_OBJECT¿¿0¿1127.messenger-o197¿¿¿¿¿PDG_OBJECT
1208¿PDG_OBJECT¿¿0¿1127.messenger.version-o198¿¿¿¿¿PDG_OBJECT
1209¿PDG_OBJECT¿¿0¿1127.messenger-o199¿¿¿¿¿PDG_OBJECT
1210¿PDG_OBJECT¿¿0¿1127.messenger.name-o200¿¿¿¿¿PDG_OBJECT
1211¿PDG_OBJECT¿¿0¿1127.messenger-o201¿¿¿¿¿PDG_OBJECT
1212¿PDG_OBJECT¿¿0¿1127.messenger.log-o202¿¿¿¿¿PDG_OBJECT
1213¿PDG_OBJECT¿¿0¿1127.messenger-o203¿¿¿¿¿PDG_OBJECT
1214¿PDG_OBJECT¿¿0¿1127.messenger.info-o204¿¿¿¿¿PDG_OBJECT
1215¿PDG_OBJECT¿¿0¿1127.messenger-o205¿¿¿¿¿PDG_OBJECT
1216¿PDG_OBJECT¿¿0¿1127.messenger.note-o206¿¿¿¿¿PDG_OBJECT
1217¿PDG_OBJECT¿¿0¿1127.messenger-o207¿¿¿¿¿PDG_OBJECT
1218¿PDG_OBJECT¿¿0¿1127.messenger.success-o208¿¿¿¿¿PDG_OBJECT
1219¿PDG_OBJECT¿¿0¿1127.messenger-o209¿¿¿¿¿PDG_OBJECT
1220¿PDG_OBJECT¿¿0¿1127.messenger.warning-o210¿¿¿¿¿PDG_OBJECT
1221¿PDG_OBJECT¿¿0¿1127.messenger-o211¿¿¿¿¿PDG_OBJECT
1222¿PDG_OBJECT¿¿0¿1127.messenger.error-o212¿¿¿¿¿PDG_OBJECT
1223¿PDG_OBJECT¿¿0¿1127.messenger-o213¿¿¿¿¿PDG_OBJECT
1224¿PDG_OBJECT¿¿0¿1127.messenger.table-o214¿¿¿¿¿PDG_OBJECT
1225¿PDG_OBJECT¿¿0¿1127.messenger-o215¿¿¿¿¿PDG_OBJECT
1226¿PDG_OBJECT¿¿0¿1127.messenger.line-o216¿¿¿¿¿PDG_OBJECT
1227¿PDG_OBJECT¿¿0¿1127.messenger-o217¿¿¿¿¿PDG_OBJECT
1228¿PDG_OBJECT¿¿0¿1127.messenger.dir-o218¿¿¿¿¿PDG_OBJECT
1229¿PDG_OBJECT¿¿0¿1127.module-o219¿¿¿¿¿PDG_OBJECT
1230¿PDG_OBJECT¿¿0¿1127.module.exports-o220¿¿¿¿¿PDG_OBJECT
1231¿PDG_OBJECT¿¿0¿1129.pkgInfo.version-o221¿¿¿¿¿PDG_OBJECT
1232¿PDG_RETURN¿¿0¿1129.RET_OBJ-o222¿¿¿¿¿PDG_RETURN
1233¿PDG_OBJECT¿¿0¿1131.pkgInfo.name-o223¿¿¿¿¿PDG_OBJECT
1234¿PDG_RETURN¿¿0¿1131.RET_OBJ-o224¿¿¿¿¿PDG_RETURN
1235¿PDG_CALL¿¿1133¿1133.CALL->console.log-o225¿¿¿¿¿PDG_CALL
1236¿PDG_OBJECT¿¿0¿1133.v59-o226¿¿¿¿¿PDG_OBJECT
1237¿PDG_RETURN¿¿0¿1133.RET_OBJ-o227¿¿¿¿¿PDG_RETURN
1238¿PDG_OBJECT¿¿0¿1135.chalk.cyan-o228¿¿¿¿¿PDG_OBJECT
1239¿PDG_CALL¿¿1135¿1135.CALL->v61.bold-o229¿¿¿¿¿PDG_CALL
1240¿PDG_OBJECT¿¿0¿1135.v62-o230¿¿¿¿¿PDG_OBJECT
1241¿PDG_CALL¿¿1135¿1135.CALL->console.log-o231¿¿¿¿¿PDG_CALL
1242¿PDG_OBJECT¿¿0¿1135.v63-o232¿¿¿¿¿PDG_OBJECT
1243¿PDG_RETURN¿¿0¿1135.RET_OBJ-o233¿¿¿¿¿PDG_RETURN
1244¿PDG_CALL¿¿1137¿1137.CALL->console.log-o234¿¿¿¿¿PDG_CALL
1245¿PDG_OBJECT¿¿0¿1137.v65-o235¿¿¿¿¿PDG_OBJECT
1246¿PDG_RETURN¿¿0¿1137.RET_OBJ-o236¿¿¿¿¿PDG_RETURN
1247¿PDG_OBJECT¿¿0¿1139.chalk.green-o237¿¿¿¿¿PDG_OBJECT
1248¿PDG_CALL¿¿1139¿1139.CALL->v67.bold-o238¿¿¿¿¿PDG_CALL
1249¿PDG_OBJECT¿¿0¿1139.v68-o239¿¿¿¿¿PDG_OBJECT
1250¿PDG_CALL¿¿1139¿1139.CALL->console.log-o240¿¿¿¿¿PDG_CALL
1251¿PDG_OBJECT¿¿0¿1139.v69-o241¿¿¿¿¿PDG_OBJECT
1252¿PDG_RETURN¿¿0¿1139.RET_OBJ-o242¿¿¿¿¿PDG_RETURN
1253¿PDG_OBJECT¿¿0¿1141.chalk.yellow-o243¿¿¿¿¿PDG_OBJECT
1254¿PDG_CALL¿¿1141¿1141.CALL->v71.bold-o244¿¿¿¿¿PDG_CALL
1255¿PDG_OBJECT¿¿0¿1141.v72-o245¿¿¿¿¿PDG_OBJECT
1256¿PDG_CALL¿¿1141¿1141.CALL->console.log-o246¿¿¿¿¿PDG_CALL
1257¿PDG_OBJECT¿¿0¿1141.v73-o247¿¿¿¿¿PDG_OBJECT
1258¿PDG_RETURN¿¿0¿1141.RET_OBJ-o248¿¿¿¿¿PDG_RETURN
1259¿PDG_OBJECT¿¿0¿1143.chalk.red-o249¿¿¿¿¿PDG_OBJECT
1260¿PDG_CALL¿¿1143¿1143.CALL->v75.bold-o250¿¿¿¿¿PDG_CALL
1261¿PDG_OBJECT¿¿0¿1143.v76-o251¿¿¿¿¿PDG_OBJECT
1262¿PDG_CALL¿¿1143¿1143.CALL->console.log-o252¿¿¿¿¿PDG_CALL
1263¿PDG_OBJECT¿¿0¿1143.v77-o253¿¿¿¿¿PDG_OBJECT
1264¿PDG_RETURN¿¿0¿1143.RET_OBJ-o254¿¿¿¿¿PDG_RETURN
1265¿PDG_OBJECT¿¿0¿1145.table-o255¿¿¿¿¿PDG_OBJECT
1266¿PDG_OBJECT¿¿0¿1145.head-o256¿¿¿¿¿PDG_OBJECT
1267¿PDG_OBJECT¿¿0¿1145.data.length-o257¿¿¿¿¿PDG_OBJECT
1268¿PDG_OBJECT¿¿0¿1145.v80-o258¿¿¿¿¿PDG_OBJECT
1269¿PDG_OBJECT¿¿0¿1145.data.0-o259¿¿¿¿¿PDG_OBJECT
1270¿PDG_CALL¿¿1145¿1145.CALL->Array.isArray-o260¿¿¿¿¿PDG_CALL
1271¿PDG_OBJECT¿¿0¿1145.v82-o261¿¿¿¿¿PDG_OBJECT
1272¿PDG_CALL¿¿1145¿1145.CALL->data.splice-o262¿¿¿¿¿PDG_CALL
1273¿PDG_OBJECT¿¿0¿1145.v83-o263¿¿¿¿¿PDG_OBJECT
1274¿PDG_CALL¿¿1145¿1145.CALL->Object.keys-o264¿¿¿¿¿PDG_CALL
1275¿PDG_OBJECT¿¿0¿1145.header-o265¿¿¿¿¿PDG_OBJECT
1276¿PDG_OBJECT¿¿0¿1148.this-o266¿¿¿¿¿PDG_OBJECT
1277¿PDG_OBJECT¿¿0¿1148.item-o267¿¿¿¿¿PDG_OBJECT
1278¿PDG_OBJECT¿¿0¿1145.v87-o268¿¿¿¿¿PDG_OBJECT
1279¿PDG_CALL¿¿1145¿1145.CALL->header.map-o269¿¿¿¿¿PDG_CALL
1280¿PDG_OBJECT¿¿0¿1145.header-o270¿¿¿¿¿PDG_OBJECT
1281¿PDG_OBJECT¿¿0¿1145.v88-o271¿¿¿¿¿PDG_OBJECT
