Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2036¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":292,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Program
3282¿Identifier¿¿3639¿v386¿¿¿¿¿Identifier
3283¿Literal¿string¿3639¿¿'string'¿¿{"start":{"line":234,"column":26},"end":{"line":234,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Literal
3284¿IfStatement¿¿3639¿¿¿¿{"start":{"line":234,"column":6},"end":{"line":236,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿IfStatement
3285¿Identifier¿¿3639¿v387¿¿¿¿¿Identifier
3286¿VariableDeclarator¿¿3639¿v388¿¿¿{"start":{"line":235,"column":35},"end":{"line":235,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
3287¿CallExpression¿¿3639¿¿¿¿{"start":{"line":235,"column":35},"end":{"line":235,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿CallExpression
3288¿MemberExpression¿¿3639¿¿¿¿{"start":{"line":235,"column":35},"end":{"line":235,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿MemberExpression
3289¿Identifier¿¿3639¿path¿¿¿{"start":{"line":235,"column":35},"end":{"line":235,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3290¿Identifier¿¿3639¿split¿¿¿{"start":{"line":235,"column":40},"end":{"line":235,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3291¿Literal¿string¿3639¿¿'.'¿¿{"start":{"line":235,"column":46},"end":{"line":235,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Literal
3292¿VariableDeclarator¿¿3639¿v389¿¿¿{"start":{"line":235,"column":15},"end":{"line":235,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
3293¿CallExpression¿¿3639¿¿¿¿{"start":{"line":235,"column":15},"end":{"line":235,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿CallExpression
3294¿MemberExpression¿¿3639¿¿¿¿{"start":{"line":235,"column":15},"end":{"line":235,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿MemberExpression
3295¿Identifier¿¿3639¿objectPath¿¿¿{"start":{"line":235,"column":15},"end":{"line":235,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3296¿Identifier¿¿3639¿get¿¿¿{"start":{"line":235,"column":26},"end":{"line":235,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3297¿Identifier¿¿3639¿obj¿¿¿{"start":{"line":235,"column":30},"end":{"line":235,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3298¿Identifier¿¿3639¿v388¿¿¿¿¿Identifier
3299¿Identifier¿¿3639¿defaultValue¿¿¿{"start":{"line":235,"column":52},"end":{"line":235,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3300¿ReturnStatement¿¿3639¿¿¿¿{"start":{"line":235,"column":8},"end":{"line":235,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿ReturnStatement
3301¿Identifier¿¿3639¿v389¿¿¿¿¿Identifier
3302¿BlockStatement¿¿3639¿¿¿¿{"start":{"line":234,"column":36},"end":{"line":236,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BlockStatement
3303¿VariableDeclarator¿¿3639¿v390¿¿¿{"start":{"line":238,"column":31},"end":{"line":238,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
3304¿MemberExpression¿computed¿3639¿¿¿¿{"start":{"line":238,"column":31},"end":{"line":238,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿MemberExpression
3305¿Identifier¿¿3639¿path¿¿¿{"start":{"line":238,"column":31},"end":{"line":238,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3306¿Literal¿number¿3639¿¿0¿¿{"start":{"line":238,"column":36},"end":{"line":238,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Literal
3307¿VariableDeclarator¿¿3639¿currentPath¿¿¿{"start":{"line":238,"column":10},"end":{"line":238,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
3308¿CallExpression¿¿3639¿¿¿¿{"start":{"line":238,"column":24},"end":{"line":238,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿CallExpression
3309¿Identifier¿¿3639¿getKey¿¿¿{"start":{"line":238,"column":24},"end":{"line":238,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3310¿Identifier¿¿3639¿v390¿¿¿¿¿Identifier
3311¿VariableDeclarator¿¿3639¿nextObj¿¿¿{"start":{"line":239,"column":10},"end":{"line":239,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
3312¿CallExpression¿¿3639¿¿¿¿{"start":{"line":239,"column":20},"end":{"line":239,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿CallExpression
3313¿Identifier¿¿3639¿getShallowProperty¿¿¿{"start":{"line":239,"column":20},"end":{"line":239,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3314¿Identifier¿¿3639¿obj¿¿¿{"start":{"line":239,"column":39},"end":{"line":239,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3315¿Identifier¿¿3639¿currentPath¿¿¿{"start":{"line":239,"column":44},"end":{"line":239,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3316¿VariableDeclarator¿¿3639¿v391¿¿¿{"start":{"line":240,"column":22},"end":{"line":240,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
3317¿UnaryExpression¿void¿3639¿¿¿¿{"start":{"line":240,"column":22},"end":{"line":240,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿UnaryExpression
3318¿Literal¿number¿3639¿¿0¿¿{"start":{"line":240,"column":27},"end":{"line":240,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Literal
3319¿VariableDeclarator¿¿3639¿v392¿¿¿{"start":{"line":240,"column":10},"end":{"line":240,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
3320¿BinaryExpression¿===¿3639¿¿¿¿{"start":{"line":240,"column":10},"end":{"line":240,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BinaryExpression
3321¿Identifier¿¿3639¿nextObj¿¿¿{"start":{"line":240,"column":10},"end":{"line":240,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3322¿Identifier¿¿3639¿v391¿¿¿¿¿Identifier
3323¿IfStatement¿¿3639¿¿¿¿{"start":{"line":240,"column":6},"end":{"line":242,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿IfStatement
3324¿Identifier¿¿3639¿v392¿¿¿¿¿Identifier
3325¿ReturnStatement¿¿3639¿¿¿¿{"start":{"line":241,"column":8},"end":{"line":241,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿ReturnStatement
3326¿Identifier¿¿3639¿defaultValue¿¿¿{"start":{"line":241,"column":15},"end":{"line":241,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3327¿BlockStatement¿¿3639¿¿¿¿{"start":{"line":240,"column":30},"end":{"line":242,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BlockStatement
3328¿VariableDeclarator¿¿3639¿v393¿¿¿{"start":{"line":244,"column":10},"end":{"line":244,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
3329¿MemberExpression¿¿3639¿¿¿¿{"start":{"line":244,"column":10},"end":{"line":244,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿MemberExpression
3330¿Identifier¿¿3639¿path¿¿¿{"start":{"line":244,"column":10},"end":{"line":244,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3331¿Identifier¿¿3639¿length¿¿¿{"start":{"line":244,"column":15},"end":{"line":244,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3332¿VariableDeclarator¿¿3639¿v394¿¿¿{"start":{"line":244,"column":10},"end":{"line":244,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
3333¿BinaryExpression¿===¿3639¿¿¿¿{"start":{"line":244,"column":10},"end":{"line":244,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BinaryExpression
3334¿Identifier¿¿3639¿v393¿¿¿¿¿Identifier
3335¿Literal¿number¿3639¿¿1¿¿{"start":{"line":244,"column":26},"end":{"line":244,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Literal
3336¿IfStatement¿¿3639¿¿¿¿{"start":{"line":244,"column":6},"end":{"line":246,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿IfStatement
3337¿Identifier¿¿3639¿v394¿¿¿¿¿Identifier
3338¿ReturnStatement¿¿3639¿¿¿¿{"start":{"line":245,"column":8},"end":{"line":245,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿ReturnStatement
3339¿Identifier¿¿3639¿nextObj¿¿¿{"start":{"line":245,"column":15},"end":{"line":245,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3340¿BlockStatement¿¿3639¿¿¿¿{"start":{"line":244,"column":29},"end":{"line":246,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BlockStatement
3341¿VariableDeclarator¿¿3639¿v395¿¿¿{"start":{"line":248,"column":28},"end":{"line":248,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
3342¿MemberExpression¿computed¿3639¿¿¿¿{"start":{"line":248,"column":28},"end":{"line":248,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿MemberExpression
3343¿Identifier¿¿3639¿obj¿¿¿{"start":{"line":248,"column":28},"end":{"line":248,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3344¿Identifier¿¿3639¿currentPath¿¿¿{"start":{"line":248,"column":32},"end":{"line":248,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3345¿VariableDeclarator¿¿3639¿v396¿¿¿{"start":{"line":248,"column":46},"end":{"line":248,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
3346¿CallExpression¿¿3639¿¿¿¿{"start":{"line":248,"column":46},"end":{"line":248,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿CallExpression
3347¿MemberExpression¿¿3639¿¿¿¿{"start":{"line":248,"column":46},"end":{"line":248,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿MemberExpression
3348¿Identifier¿¿3639¿path¿¿¿{"start":{"line":248,"column":46},"end":{"line":248,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3349¿Identifier¿¿3639¿slice¿¿¿{"start":{"line":248,"column":51},"end":{"line":248,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3350¿Literal¿number¿3639¿¿1¿¿{"start":{"line":248,"column":57},"end":{"line":248,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Literal
3351¿VariableDeclarator¿¿3639¿v397¿¿¿{"start":{"line":248,"column":13},"end":{"line":248,"column":74},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
3352¿CallExpression¿¿3639¿¿¿¿{"start":{"line":248,"column":13},"end":{"line":248,"column":74},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿CallExpression
3353¿MemberExpression¿¿3639¿¿¿¿{"start":{"line":248,"column":13},"end":{"line":248,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿MemberExpression
3354¿Identifier¿¿3639¿objectPath¿¿¿{"start":{"line":248,"column":13},"end":{"line":248,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3355¿Identifier¿¿3639¿get¿¿¿{"start":{"line":248,"column":24},"end":{"line":248,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3356¿Identifier¿¿3639¿v395¿¿¿¿¿Identifier
3357¿Identifier¿¿3639¿v396¿¿¿¿¿Identifier
3358¿Identifier¿¿3639¿defaultValue¿¿¿{"start":{"line":248,"column":61},"end":{"line":248,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3359¿ReturnStatement¿¿3639¿¿¿¿{"start":{"line":248,"column":6},"end":{"line":248,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿ReturnStatement
3360¿Identifier¿¿3639¿v397¿¿¿¿¿Identifier
3361¿BlockStatement¿¿3639¿¿¿¿{"start":{"line":224,"column":55},"end":{"line":249,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BlockStatement
3362¿ExpressionStatement¿¿3583¿¿¿¿{"start":{"line":224,"column":4},"end":{"line":249,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿ExpressionStatement
3363¿AssignmentExpression¿=¿3583¿¿¿¿{"start":{"line":224,"column":4},"end":{"line":249,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿AssignmentExpression
3364¿MemberExpression¿¿3583¿¿¿¿{"start":{"line":224,"column":4},"end":{"line":224,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿MemberExpression
3365¿Identifier¿¿3583¿objectPath¿¿¿{"start":{"line":224,"column":4},"end":{"line":224,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3366¿Identifier¿¿3583¿get¿¿¿{"start":{"line":224,"column":15},"end":{"line":224,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3367¿Identifier¿¿3583¿v398¿¿¿¿¿Identifier
3368¿VariableDeclarator¿¿3583¿del¿¿¿{"start":{"line":251,"column":4},"end":{"line":283,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
3369¿FunctionExpression¿¿3583¿anon¿¿¿{"start":{"line":251,"column":21},"end":{"line":283,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿FunctionExpression
3370¿Identifier¿¿0¿obj¿¿¿{"start":{"line":251,"column":34},"end":{"line":251,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3371¿Identifier¿¿0¿path¿¿¿{"start":{"line":251,"column":39},"end":{"line":251,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3372¿VariableDeclarator¿¿3647¿v399¿¿¿{"start":{"line":252,"column":10},"end":{"line":252,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
3373¿UnaryExpression¿typeof¿3647¿¿¿¿{"start":{"line":252,"column":10},"end":{"line":252,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿UnaryExpression
3374¿Identifier¿¿3647¿path¿¿¿{"start":{"line":252,"column":17},"end":{"line":252,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3375¿VariableDeclarator¿¿3647¿v400¿¿¿{"start":{"line":252,"column":10},"end":{"line":252,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
3376¿BinaryExpression¿===¿3647¿¿¿¿{"start":{"line":252,"column":10},"end":{"line":252,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BinaryExpression
3377¿Identifier¿¿3647¿v399¿¿¿¿¿Identifier
3378¿Literal¿string¿3647¿¿'number'¿¿{"start":{"line":252,"column":26},"end":{"line":252,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Literal
3379¿IfStatement¿¿3647¿¿¿¿{"start":{"line":252,"column":6},"end":{"line":254,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿IfStatement
3380¿Identifier¿¿3647¿v400¿¿¿¿¿Identifier
3381¿ExpressionStatement¿¿3647¿¿¿¿{"start":{"line":253,"column":8},"end":{"line":253,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿ExpressionStatement
3382¿AssignmentExpression¿=¿3647¿¿¿¿{"start":{"line":253,"column":8},"end":{"line":253,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿AssignmentExpression
3383¿Identifier¿¿3647¿path¿¿¿{"start":{"line":253,"column":8},"end":{"line":253,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3384¿ArrayExpression¿¿3647¿¿¿¿{"start":{"line":253,"column":15},"end":{"line":253,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿ArrayExpression
3385¿Identifier¿¿3647¿path¿¿¿{"start":{"line":253,"column":16},"end":{"line":253,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3386¿BlockStatement¿¿3647¿¿¿¿{"start":{"line":252,"column":36},"end":{"line":254,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BlockStatement
3387¿VariableDeclarator¿¿3647¿v401¿¿¿{"start":{"line":256,"column":10},"end":{"line":256,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
3388¿BinaryExpression¿==¿3647¿¿¿¿{"start":{"line":256,"column":10},"end":{"line":256,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BinaryExpression
3389¿Identifier¿¿3647¿obj¿¿¿{"start":{"line":256,"column":10},"end":{"line":256,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3390¿Literal¿object¿3647¿¿null¿¿{"start":{"line":256,"column":17},"end":{"line":256,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Literal
3391¿IfStatement¿¿3647¿¿¿¿{"start":{"line":256,"column":6},"end":{"line":258,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿IfStatement
3392¿Identifier¿¿3647¿v401¿¿¿¿¿Identifier
3393¿ReturnStatement¿¿3647¿¿¿¿{"start":{"line":257,"column":8},"end":{"line":257,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿ReturnStatement
3394¿Identifier¿¿3647¿obj¿¿¿{"start":{"line":257,"column":15},"end":{"line":257,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3395¿BlockStatement¿¿3647¿¿¿¿{"start":{"line":256,"column":23},"end":{"line":258,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BlockStatement
3396¿VariableDeclarator¿¿3647¿v402¿¿¿{"start":{"line":260,"column":10},"end":{"line":260,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
3397¿CallExpression¿¿3647¿¿¿¿{"start":{"line":260,"column":10},"end":{"line":260,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿CallExpression
3398¿Identifier¿¿3647¿isEmpty¿¿¿{"start":{"line":260,"column":10},"end":{"line":260,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3399¿Identifier¿¿3647¿path¿¿¿{"start":{"line":260,"column":18},"end":{"line":260,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3400¿IfStatement¿¿3647¿¿¿¿{"start":{"line":260,"column":6},"end":{"line":262,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿IfStatement
3401¿Identifier¿¿3647¿v402¿¿¿¿¿Identifier
3402¿ReturnStatement¿¿3647¿¿¿¿{"start":{"line":261,"column":8},"end":{"line":261,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿ReturnStatement
3403¿Identifier¿¿3647¿obj¿¿¿{"start":{"line":261,"column":15},"end":{"line":261,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3404¿BlockStatement¿¿3647¿¿¿¿{"start":{"line":260,"column":25},"end":{"line":262,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BlockStatement
3405¿VariableDeclarator¿¿3647¿v403¿¿¿{"start":{"line":263,"column":9},"end":{"line":263,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
3406¿UnaryExpression¿typeof¿3647¿¿¿¿{"start":{"line":263,"column":9},"end":{"line":263,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿UnaryExpression
3407¿Identifier¿¿3647¿path¿¿¿{"start":{"line":263,"column":16},"end":{"line":263,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3408¿VariableDeclarator¿¿3647¿v404¿¿¿{"start":{"line":263,"column":9},"end":{"line":263,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
3409¿BinaryExpression¿===¿3647¿¿¿¿{"start":{"line":263,"column":9},"end":{"line":263,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BinaryExpression
3410¿Identifier¿¿3647¿v403¿¿¿¿¿Identifier
3411¿Literal¿string¿3647¿¿'string'¿¿{"start":{"line":263,"column":25},"end":{"line":263,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Literal
3412¿IfStatement¿¿3647¿¿¿¿{"start":{"line":263,"column":6},"end":{"line":265,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿IfStatement
3413¿Identifier¿¿3647¿v404¿¿¿¿¿Identifier
3414¿VariableDeclarator¿¿3647¿v405¿¿¿{"start":{"line":264,"column":35},"end":{"line":264,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
3415¿CallExpression¿¿3647¿¿¿¿{"start":{"line":264,"column":35},"end":{"line":264,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿CallExpression
3416¿MemberExpression¿¿3647¿¿¿¿{"start":{"line":264,"column":35},"end":{"line":264,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿MemberExpression
3417¿Identifier¿¿3647¿path¿¿¿{"start":{"line":264,"column":35},"end":{"line":264,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3418¿Identifier¿¿3647¿split¿¿¿{"start":{"line":264,"column":40},"end":{"line":264,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3419¿Literal¿string¿3647¿¿'.'¿¿{"start":{"line":264,"column":46},"end":{"line":264,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Literal
3420¿VariableDeclarator¿¿3647¿v406¿¿¿{"start":{"line":264,"column":15},"end":{"line":264,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
3421¿CallExpression¿¿3647¿¿¿¿{"start":{"line":264,"column":15},"end":{"line":264,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿CallExpression
3422¿MemberExpression¿¿3647¿¿¿¿{"start":{"line":264,"column":15},"end":{"line":264,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿MemberExpression
3423¿Identifier¿¿3647¿objectPath¿¿¿{"start":{"line":264,"column":15},"end":{"line":264,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3424¿Identifier¿¿3647¿del¿¿¿{"start":{"line":264,"column":26},"end":{"line":264,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
3425¿Identifier¿¿3647¿obj¿¿¿{"start":{"line":264,"column":30},"end":{"line":264,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
