Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2491¿Program¿¿-1¿¿¿¿{"start":{"line":9,"column":0},"end":{"line":606,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Program
4109¿Identifier¿¿4449¿reference¿¿¿{"start":{"line":437,"column":34},"end":{"line":437,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4110¿VariableDeclarator¿¿4449¿v388¿¿¿{"start":{"line":437,"column":16},"end":{"line":437,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
4111¿UnaryExpression¿!¿4449¿¿¿¿{"start":{"line":437,"column":16},"end":{"line":437,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿UnaryExpression
4112¿Identifier¿¿4449¿v387¿¿¿¿¿Identifier
4113¿VariableDeclarator¿¿4449¿v389¿¿¿{"start":{"line":437,"column":15},"end":{"line":437,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
4114¿UnaryExpression¿!¿4449¿¿¿¿{"start":{"line":437,"column":15},"end":{"line":437,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿UnaryExpression
4115¿Identifier¿¿4449¿v388¿¿¿¿¿Identifier
4116¿ReturnStatement¿¿4449¿¿¿¿{"start":{"line":437,"column":8},"end":{"line":437,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ReturnStatement
4117¿Identifier¿¿4449¿v389¿¿¿¿¿Identifier
4118¿BlockStatement¿¿4449¿¿¿¿{"start":{"line":418,"column":27},"end":{"line":438,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿BlockStatement
4119¿VariableDeclarator¿¿4364¿Gedi¿¿¿{"start":{"line":443,"column":4},"end":{"line":443,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
4120¿FunctionExpression¿¿4364¿anon¿¿¿{"start":{"line":443,"column":4},"end":{"line":443,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿FunctionExpression
4121¿BlockStatement¿¿4457¿¿¿¿{"start":{"line":443,"column":20},"end":{"line":443,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿BlockStatement
4122¿VariableDeclarator¿¿4364¿v390¿¿¿{"start":{"line":447,"column":20},"end":{"line":447,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
4123¿MemberExpression¿¿4364¿¿¿¿{"start":{"line":447,"column":20},"end":{"line":447,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
4124¿Identifier¿¿4364¿paths¿¿¿{"start":{"line":447,"column":20},"end":{"line":447,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4125¿Identifier¿¿4364¿create¿¿¿{"start":{"line":447,"column":26},"end":{"line":447,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4126¿VariableDeclarator¿¿4364¿v391¿¿¿{"start":{"line":448,"column":21},"end":{"line":448,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
4127¿MemberExpression¿¿4364¿¿¿¿{"start":{"line":448,"column":21},"end":{"line":448,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
4128¿Identifier¿¿4364¿paths¿¿¿{"start":{"line":448,"column":21},"end":{"line":448,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4129¿Identifier¿¿4364¿resolve¿¿¿{"start":{"line":448,"column":27},"end":{"line":448,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4130¿VariableDeclarator¿¿4364¿v392¿¿¿{"start":{"line":449,"column":20},"end":{"line":449,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
4131¿MemberExpression¿¿4364¿¿¿¿{"start":{"line":449,"column":20},"end":{"line":449,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
4132¿Identifier¿¿4364¿paths¿¿¿{"start":{"line":449,"column":20},"end":{"line":449,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4133¿Identifier¿¿4364¿isRoot¿¿¿{"start":{"line":449,"column":26},"end":{"line":449,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4134¿VariableDeclarator¿¿4364¿v393¿¿¿{"start":{"line":450,"column":24},"end":{"line":450,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
4135¿MemberExpression¿¿4364¿¿¿¿{"start":{"line":450,"column":24},"end":{"line":450,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
4136¿Identifier¿¿4364¿paths¿¿¿{"start":{"line":450,"column":24},"end":{"line":450,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4137¿Identifier¿¿4364¿isAbsolute¿¿¿{"start":{"line":450,"column":30},"end":{"line":450,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4138¿VariableDeclarator¿¿4364¿v394¿¿¿{"start":{"line":451,"column":20},"end":{"line":451,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
4139¿MemberExpression¿¿4364¿¿¿¿{"start":{"line":451,"column":20},"end":{"line":451,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
4140¿Identifier¿¿4364¿paths¿¿¿{"start":{"line":451,"column":20},"end":{"line":451,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4141¿Identifier¿¿4364¿append¿¿¿{"start":{"line":451,"column":26},"end":{"line":451,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4142¿VariableDeclarator¿¿4364¿v395¿¿¿{"start":{"line":452,"column":21},"end":{"line":452,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
4143¿MemberExpression¿¿4364¿¿¿¿{"start":{"line":452,"column":21},"end":{"line":452,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
4144¿Identifier¿¿4364¿paths¿¿¿{"start":{"line":452,"column":21},"end":{"line":452,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4145¿Identifier¿¿4364¿toParts¿¿¿{"start":{"line":452,"column":27},"end":{"line":452,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4146¿VariableDeclarator¿¿4364¿v396¿¿¿{"start":{"line":446,"column":15},"end":{"line":453,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
4147¿ObjectExpression¿¿4364¿¿¿¿¿¿ObjectExpression
4148¿ExpressionStatement¿¿4364¿¿¿¿{"start":{"line":446,"column":15},"end":{"line":453,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ExpressionStatement
4149¿AssignmentExpression¿=¿4364¿¿¿¿{"start":{"line":446,"column":15},"end":{"line":453,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿AssignmentExpression
4150¿MemberExpression¿¿4364¿¿¿¿{"start":{"line":446,"column":15},"end":{"line":453,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
4151¿Identifier¿¿4364¿v396¿¿¿¿¿Identifier
4152¿Identifier¿¿4364¿create¿¿¿{"start":{"line":447,"column":12},"end":{"line":447,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4153¿Identifier¿¿4364¿v390¿¿¿¿¿Identifier
4154¿ExpressionStatement¿¿4364¿¿¿¿{"start":{"line":446,"column":15},"end":{"line":453,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ExpressionStatement
4155¿AssignmentExpression¿=¿4364¿¿¿¿{"start":{"line":446,"column":15},"end":{"line":453,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿AssignmentExpression
4156¿MemberExpression¿¿4364¿¿¿¿{"start":{"line":446,"column":15},"end":{"line":453,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
4157¿Identifier¿¿4364¿v396¿¿¿¿¿Identifier
4158¿Identifier¿¿4364¿resolve¿¿¿{"start":{"line":448,"column":12},"end":{"line":448,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4159¿Identifier¿¿4364¿v391¿¿¿¿¿Identifier
4160¿ExpressionStatement¿¿4364¿¿¿¿{"start":{"line":446,"column":15},"end":{"line":453,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ExpressionStatement
4161¿AssignmentExpression¿=¿4364¿¿¿¿{"start":{"line":446,"column":15},"end":{"line":453,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿AssignmentExpression
4162¿MemberExpression¿¿4364¿¿¿¿{"start":{"line":446,"column":15},"end":{"line":453,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
4163¿Identifier¿¿4364¿v396¿¿¿¿¿Identifier
4164¿Identifier¿¿4364¿isRoot¿¿¿{"start":{"line":449,"column":12},"end":{"line":449,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4165¿Identifier¿¿4364¿v392¿¿¿¿¿Identifier
4166¿ExpressionStatement¿¿4364¿¿¿¿{"start":{"line":446,"column":15},"end":{"line":453,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ExpressionStatement
4167¿AssignmentExpression¿=¿4364¿¿¿¿{"start":{"line":446,"column":15},"end":{"line":453,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿AssignmentExpression
4168¿MemberExpression¿¿4364¿¿¿¿{"start":{"line":446,"column":15},"end":{"line":453,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
4169¿Identifier¿¿4364¿v396¿¿¿¿¿Identifier
4170¿Identifier¿¿4364¿isAbsolute¿¿¿{"start":{"line":450,"column":12},"end":{"line":450,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4171¿Identifier¿¿4364¿v393¿¿¿¿¿Identifier
4172¿ExpressionStatement¿¿4364¿¿¿¿{"start":{"line":446,"column":15},"end":{"line":453,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ExpressionStatement
4173¿AssignmentExpression¿=¿4364¿¿¿¿{"start":{"line":446,"column":15},"end":{"line":453,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿AssignmentExpression
4174¿MemberExpression¿¿4364¿¿¿¿{"start":{"line":446,"column":15},"end":{"line":453,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
4175¿Identifier¿¿4364¿v396¿¿¿¿¿Identifier
4176¿Identifier¿¿4364¿append¿¿¿{"start":{"line":451,"column":12},"end":{"line":451,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4177¿Identifier¿¿4364¿v394¿¿¿¿¿Identifier
4178¿ExpressionStatement¿¿4364¿¿¿¿{"start":{"line":446,"column":15},"end":{"line":453,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ExpressionStatement
4179¿AssignmentExpression¿=¿4364¿¿¿¿{"start":{"line":446,"column":15},"end":{"line":453,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿AssignmentExpression
4180¿MemberExpression¿¿4364¿¿¿¿{"start":{"line":446,"column":15},"end":{"line":453,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
4181¿Identifier¿¿4364¿v396¿¿¿¿¿Identifier
4182¿Identifier¿¿4364¿toParts¿¿¿{"start":{"line":452,"column":12},"end":{"line":452,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4183¿Identifier¿¿4364¿v395¿¿¿¿¿Identifier
4184¿VariableDeclarator¿¿4364¿v397¿¿¿{"start":{"line":527,"column":15},"end":{"line":530,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
4185¿ObjectExpression¿¿4364¿¿¿¿¿¿ObjectExpression
4186¿ExpressionStatement¿¿4364¿¿¿¿{"start":{"line":527,"column":15},"end":{"line":530,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ExpressionStatement
4187¿AssignmentExpression¿=¿4364¿¿¿¿{"start":{"line":527,"column":15},"end":{"line":530,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿AssignmentExpression
4188¿MemberExpression¿¿4364¿¿¿¿{"start":{"line":527,"column":15},"end":{"line":530,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
4189¿Identifier¿¿4364¿v397¿¿¿¿¿Identifier
4190¿Identifier¿¿4364¿get¿¿¿{"start":{"line":528,"column":12},"end":{"line":528,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4191¿Identifier¿¿4364¿get¿¿¿{"start":{"line":528,"column":16},"end":{"line":528,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4192¿ExpressionStatement¿¿4364¿¿¿¿{"start":{"line":527,"column":15},"end":{"line":530,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ExpressionStatement
4193¿AssignmentExpression¿=¿4364¿¿¿¿{"start":{"line":527,"column":15},"end":{"line":530,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿AssignmentExpression
4194¿MemberExpression¿¿4364¿¿¿¿{"start":{"line":527,"column":15},"end":{"line":530,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
4195¿Identifier¿¿4364¿v397¿¿¿¿¿Identifier
4196¿Identifier¿¿4364¿set¿¿¿{"start":{"line":529,"column":12},"end":{"line":529,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4197¿Identifier¿¿4364¿set¿¿¿{"start":{"line":529,"column":16},"end":{"line":529,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4198¿VariableDeclarator¿¿4364¿v399¿¿¿{"start":{"line":532,"column":14},"end":{"line":534,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
4199¿FunctionExpression¿¿4364¿anon¿¿¿{"start":{"line":532,"column":14},"end":{"line":534,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿FunctionExpression
4200¿Identifier¿¿0¿model¿¿¿{"start":{"line":532,"column":24},"end":{"line":532,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4201¿VariableDeclarator¿¿4459¿v398¿¿¿{"start":{"line":533,"column":12},"end":{"line":533,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
4202¿CallExpression¿¿4459¿¿¿¿{"start":{"line":533,"column":12},"end":{"line":533,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿CallExpression
4203¿MemberExpression¿¿4459¿¿¿¿{"start":{"line":533,"column":12},"end":{"line":533,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
4204¿ThisExpression¿¿4459¿¿¿¿{"start":{"line":533,"column":12},"end":{"line":533,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ThisExpression
4205¿Identifier¿¿4459¿set¿¿¿{"start":{"line":533,"column":17},"end":{"line":533,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4206¿Identifier¿¿4459¿model¿¿¿{"start":{"line":533,"column":21},"end":{"line":533,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4207¿Literal¿boolean¿4459¿¿false¿¿{"start":{"line":533,"column":28},"end":{"line":533,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Literal
4208¿ExpressionStatement¿¿4459¿¿¿¿{"start":{"line":533,"column":12},"end":{"line":533,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ExpressionStatement
4209¿Identifier¿¿4459¿v398¿¿¿¿¿Identifier
4210¿BlockStatement¿¿4459¿¿¿¿{"start":{"line":532,"column":31},"end":{"line":534,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿BlockStatement
4211¿VariableDeclarator¿¿4364¿v400¿¿¿{"start":{"line":544,"column":14},"end":{"line":544,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
4212¿MemberExpression¿¿4364¿¿¿¿{"start":{"line":544,"column":14},"end":{"line":544,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
4213¿Identifier¿¿4364¿events¿¿¿{"start":{"line":544,"column":14},"end":{"line":544,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4214¿Identifier¿¿4364¿bind¿¿¿{"start":{"line":544,"column":21},"end":{"line":544,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4215¿VariableDeclarator¿¿4364¿v401¿¿¿{"start":{"line":554,"column":16},"end":{"line":554,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
4216¿MemberExpression¿¿4364¿¿¿¿{"start":{"line":554,"column":16},"end":{"line":554,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
4217¿Identifier¿¿4364¿events¿¿¿{"start":{"line":554,"column":16},"end":{"line":554,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4218¿Identifier¿¿4364¿debind¿¿¿{"start":{"line":554,"column":23},"end":{"line":554,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4219¿VariableDeclarator¿¿4364¿v402¿¿¿{"start":{"line":564,"column":17},"end":{"line":564,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
4220¿MemberExpression¿¿4364¿¿¿¿{"start":{"line":564,"column":17},"end":{"line":564,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
4221¿Identifier¿¿4364¿events¿¿¿{"start":{"line":564,"column":17},"end":{"line":564,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4222¿Identifier¿¿4364¿trigger¿¿¿{"start":{"line":564,"column":24},"end":{"line":564,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4223¿VariableDeclarator¿¿4364¿v406¿¿¿{"start":{"line":588,"column":29},"end":{"line":600,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
4224¿FunctionExpression¿¿4364¿anon¿¿¿{"start":{"line":588,"column":29},"end":{"line":600,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿FunctionExpression
4225¿VariableDeclarator¿¿4461¿getNumCallbacks¿¿¿{"start":{"line":589,"column":12},"end":{"line":597,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
4226¿FunctionExpression¿¿4461¿anon¿¿¿{"start":{"line":589,"column":12},"end":{"line":597,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿FunctionExpression
4227¿Identifier¿¿0¿reference¿¿¿{"start":{"line":589,"column":37},"end":{"line":589,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4228¿VariableDeclarator¿¿4463¿length¿¿¿{"start":{"line":590,"column":20},"end":{"line":590,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
4229¿MemberExpression¿¿4463¿¿¿¿{"start":{"line":590,"column":29},"end":{"line":590,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
4230¿Identifier¿¿4463¿reference¿¿¿{"start":{"line":590,"column":29},"end":{"line":590,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4231¿Identifier¿¿4463¿length¿¿¿{"start":{"line":590,"column":39},"end":{"line":590,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4232¿VariableDeclarator¿¿4463¿key¿¿¿{"start":{"line":591,"column":25},"end":{"line":591,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
4233¿ForInStatement¿¿4463¿¿¿¿{"start":{"line":591,"column":16},"end":{"line":595,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ForInStatement
4234¿Identifier¿¿4463¿key¿¿¿{"start":{"line":591,"column":25},"end":{"line":591,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4235¿Identifier¿¿4463¿reference¿¿¿{"start":{"line":591,"column":32},"end":{"line":591,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4236¿VariableDeclarator¿¿4463¿v403¿¿¿{"start":{"line":592,"column":23},"end":{"line":592,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
4237¿CallExpression¿¿4463¿¿¿¿{"start":{"line":592,"column":23},"end":{"line":592,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿CallExpression
4238¿Identifier¿¿4463¿isNaN¿¿¿{"start":{"line":592,"column":23},"end":{"line":592,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4239¿Identifier¿¿4463¿key¿¿¿{"start":{"line":592,"column":29},"end":{"line":592,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4240¿IfStatement¿¿4463¿¿¿¿{"start":{"line":592,"column":20},"end":{"line":594,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿IfStatement
4241¿Identifier¿¿4463¿v403¿¿¿¿¿Identifier
4242¿VariableDeclarator¿¿4463¿v404¿¿¿{"start":{"line":593,"column":50},"end":{"line":593,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
4243¿MemberExpression¿computed¿4463¿¿¿¿{"start":{"line":593,"column":50},"end":{"line":593,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
4244¿Identifier¿¿4463¿reference¿¿¿{"start":{"line":593,"column":50},"end":{"line":593,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4245¿Identifier¿¿4463¿key¿¿¿{"start":{"line":593,"column":60},"end":{"line":593,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4246¿ExpressionStatement¿¿4463¿¿¿¿{"start":{"line":593,"column":24},"end":{"line":593,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ExpressionStatement
4247¿AssignmentExpression¿+=¿4463¿¿¿¿{"start":{"line":593,"column":24},"end":{"line":593,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿AssignmentExpression
4248¿Identifier¿¿4463¿length¿¿¿{"start":{"line":593,"column":24},"end":{"line":593,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4249¿CallExpression¿¿4463¿¿¿¿{"start":{"line":593,"column":34},"end":{"line":593,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿CallExpression
4250¿Identifier¿¿4463¿getNumCallbacks¿¿¿{"start":{"line":593,"column":34},"end":{"line":593,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
4251¿Identifier¿¿4463¿v404¿¿¿¿¿Identifier
