Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
652¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":135,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Program
1056¿MemberExpression¿¿1144¿¿¿¿{"start":{"line":123,"column":88},"end":{"line":123,"column":99},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿MemberExpression
1057¿Identifier¿¿1144¿data¿¿¿{"start":{"line":123,"column":88},"end":{"line":123,"column":92},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1058¿Identifier¿¿1144¿length¿¿¿{"start":{"line":123,"column":93},"end":{"line":123,"column":99},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1059¿VariableDeclarator¿¿1144¿v77¿¿¿{"start":{"line":123,"column":26},"end":{"line":123,"column":101},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
1060¿ObjectExpression¿¿1144¿¿¿¿{"start":{"line":123,"column":26},"end":{"line":123,"column":101},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿ObjectExpression
1061¿Property¿¿1144¿¿¿¿{"start":{"line":123,"column":28},"end":{"line":123,"column":68},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Property
1062¿Literal¿string¿1144¿¿'Content-type'¿¿{"start":{"line":123,"column":28},"end":{"line":123,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Literal
1063¿Identifier¿¿1144¿v75¿¿¿¿¿Identifier
1064¿Property¿¿1144¿¿¿¿{"start":{"line":123,"column":70},"end":{"line":123,"column":99},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Property
1065¿Literal¿string¿1144¿¿'Content-length'¿¿{"start":{"line":123,"column":70},"end":{"line":123,"column":86},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Literal
1066¿Identifier¿¿1144¿v76¿¿¿¿¿Identifier
1067¿VariableDeclarator¿¿1144¿v78¿¿¿{"start":{"line":123,"column":8},"end":{"line":123,"column":108},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
1068¿CallExpression¿¿1144¿¿¿¿{"start":{"line":123,"column":8},"end":{"line":123,"column":108},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿CallExpression
1069¿Identifier¿¿1144¿respond¿¿¿{"start":{"line":123,"column":8},"end":{"line":123,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1070¿Identifier¿¿1144¿res¿¿¿{"start":{"line":123,"column":16},"end":{"line":123,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1071¿Literal¿number¿1144¿¿200¿¿{"start":{"line":123,"column":21},"end":{"line":123,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Literal
1072¿Identifier¿¿1144¿v77¿¿¿¿¿Identifier
1073¿Identifier¿¿1144¿data¿¿¿{"start":{"line":123,"column":103},"end":{"line":123,"column":107},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1074¿ExpressionStatement¿¿1144¿¿¿¿{"start":{"line":123,"column":8},"end":{"line":123,"column":109},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿ExpressionStatement
1075¿Identifier¿¿1144¿v78¿¿¿¿¿Identifier
1076¿BlockStatement¿¿1144¿¿¿¿{"start":{"line":122,"column":13},"end":{"line":124,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿BlockStatement
1077¿BlockStatement¿¿1144¿¿¿¿{"start":{"line":113,"column":36},"end":{"line":125,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿BlockStatement
1078¿VariableDeclarator¿¿1144¿v79¿¿¿{"start":{"line":126,"column":24},"end":{"line":126,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
1079¿ObjectExpression¿¿1144¿¿¿¿{"start":{"line":126,"column":24},"end":{"line":126,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿ObjectExpression
1080¿Property¿¿1144¿¿¿¿{"start":{"line":126,"column":26},"end":{"line":126,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Property
1081¿Literal¿string¿1144¿¿'Content-Length'¿¿{"start":{"line":126,"column":26},"end":{"line":126,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Literal
1082¿Literal¿number¿1144¿¿0¿¿{"start":{"line":126,"column":44},"end":{"line":126,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Literal
1083¿VariableDeclarator¿¿1144¿v80¿¿¿{"start":{"line":126,"column":6},"end":{"line":126,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
1084¿CallExpression¿¿1144¿¿¿¿{"start":{"line":126,"column":6},"end":{"line":126,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿CallExpression
1085¿Identifier¿¿1144¿respond¿¿¿{"start":{"line":126,"column":6},"end":{"line":126,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1086¿Identifier¿¿1144¿res¿¿¿{"start":{"line":126,"column":14},"end":{"line":126,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1087¿Literal¿number¿1144¿¿404¿¿{"start":{"line":126,"column":19},"end":{"line":126,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Literal
1088¿Identifier¿¿1144¿v79¿¿¿¿¿Identifier
1089¿ExpressionStatement¿¿1144¿¿¿¿{"start":{"line":126,"column":6},"end":{"line":126,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿ExpressionStatement
1090¿Identifier¿¿1144¿v80¿¿¿¿¿Identifier
1091¿BlockStatement¿¿1144¿¿¿¿{"start":{"line":125,"column":11},"end":{"line":127,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿BlockStatement
1092¿BlockStatement¿¿1144¿¿¿¿{"start":{"line":99,"column":55},"end":{"line":128,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿BlockStatement
1093¿VariableDeclarator¿¿1142¿v82¿¿¿{"start":{"line":99,"column":23},"end":{"line":128,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
1094¿CallExpression¿¿1142¿¿¿¿{"start":{"line":99,"column":23},"end":{"line":128,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿CallExpression
1095¿MemberExpression¿¿1142¿¿¿¿{"start":{"line":99,"column":23},"end":{"line":99,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿MemberExpression
1096¿Identifier¿¿1142¿http¿¿¿{"start":{"line":99,"column":23},"end":{"line":99,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1097¿Identifier¿¿1142¿createServer¿¿¿{"start":{"line":99,"column":28},"end":{"line":99,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1098¿Identifier¿¿1142¿v81¿¿¿¿¿Identifier
1099¿VariableDeclarator¿¿1142¿v83¿¿¿{"start":{"line":128,"column":12},"end":{"line":128,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
1100¿MemberExpression¿¿1142¿¿¿¿{"start":{"line":128,"column":12},"end":{"line":128,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿MemberExpression
1101¿Identifier¿¿1142¿options¿¿¿{"start":{"line":128,"column":12},"end":{"line":128,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1102¿Identifier¿¿1142¿port¿¿¿{"start":{"line":128,"column":20},"end":{"line":128,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1103¿VariableDeclarator¿¿1142¿serverHandle¿¿¿{"start":{"line":99,"column":8},"end":{"line":128,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
1104¿CallExpression¿¿1142¿¿¿¿{"start":{"line":99,"column":23},"end":{"line":128,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿CallExpression
1105¿MemberExpression¿¿1142¿¿¿¿{"start":{"line":99,"column":23},"end":{"line":128,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿MemberExpression
1106¿Identifier¿¿1142¿v82¿¿¿¿¿Identifier
1107¿Identifier¿¿1142¿listen¿¿¿{"start":{"line":128,"column":5},"end":{"line":128,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1108¿Identifier¿¿1142¿v83¿¿¿¿¿Identifier
1109¿VariableDeclarator¿¿1142¿v84¿¿¿{"start":{"line":130,"column":52},"end":{"line":130,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
1110¿MemberExpression¿¿1142¿¿¿¿{"start":{"line":130,"column":52},"end":{"line":130,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿MemberExpression
1111¿Identifier¿¿1142¿options¿¿¿{"start":{"line":130,"column":52},"end":{"line":130,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1112¿Identifier¿¿1142¿port¿¿¿{"start":{"line":130,"column":60},"end":{"line":130,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1113¿VariableDeclarator¿¿1142¿v85¿¿¿{"start":{"line":130,"column":14},"end":{"line":130,"column":66},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
1114¿TemplateLiteral¿¿1142¿¿¿¿{"start":{"line":130,"column":14},"end":{"line":130,"column":66},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿TemplateLiteral
1115¿Identifier¿¿1142¿v84¿¿¿¿¿Identifier
1116¿VariableDeclarator¿¿1142¿v86¿¿¿{"start":{"line":130,"column":2},"end":{"line":130,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
1117¿CallExpression¿¿1142¿¿¿¿{"start":{"line":130,"column":2},"end":{"line":130,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿CallExpression
1118¿MemberExpression¿¿1142¿¿¿¿{"start":{"line":130,"column":2},"end":{"line":130,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿MemberExpression
1119¿Identifier¿¿1142¿console¿¿¿{"start":{"line":130,"column":2},"end":{"line":130,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1120¿Identifier¿¿1142¿log¿¿¿{"start":{"line":130,"column":10},"end":{"line":130,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1121¿Identifier¿¿1142¿v85¿¿¿¿¿Identifier
1122¿ExpressionStatement¿¿1142¿¿¿¿{"start":{"line":130,"column":2},"end":{"line":130,"column":68},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿ExpressionStatement
1123¿Identifier¿¿1142¿v86¿¿¿¿¿Identifier
1124¿ReturnStatement¿¿1142¿¿¿¿{"start":{"line":132,"column":2},"end":{"line":132,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿ReturnStatement
1125¿Identifier¿¿1142¿serverHandle¿¿¿{"start":{"line":132,"column":9},"end":{"line":132,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1126¿BlockStatement¿¿1142¿¿¿¿{"start":{"line":96,"column":40},"end":{"line":133,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿BlockStatement
1127¿ExpressionStatement¿¿1133¿¿¿¿{"start":{"line":135,"column":0},"end":{"line":135,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿ExpressionStatement
1128¿AssignmentExpression¿=¿1133¿¿¿¿{"start":{"line":135,"column":0},"end":{"line":135,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿AssignmentExpression
1129¿MemberExpression¿¿1133¿¿¿¿{"start":{"line":135,"column":0},"end":{"line":135,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿MemberExpression
1130¿Identifier¿¿1133¿module¿¿¿{"start":{"line":135,"column":0},"end":{"line":135,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1131¿Identifier¿¿1133¿exports¿¿¿{"start":{"line":135,"column":7},"end":{"line":135,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1132¿Identifier¿¿1133¿createServer¿¿¿{"start":{"line":135,"column":17},"end":{"line":135,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
1133¿CFG_F_START¿¿1133¿__main__¿¿¿¿¿CFG_F_START
1134¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1135¿CFG_F_START¿¿1135¿816_anon¿¿¿¿¿CFG_F_START
1136¿CFG_F_END¿¿0¿816_anon¿¿¿¿¿CFG_F_END
1137¿CFG_IF_END¿¿0¿846¿¿¿¿¿CFG_IF_END
1138¿CFG_F_START¿¿1138¿866_anon¿¿¿¿¿CFG_F_START
1139¿CFG_F_END¿¿0¿866_anon¿¿¿¿¿CFG_F_END
1140¿CFG_F_START¿¿1140¿890_anon¿¿¿¿¿CFG_F_START
1141¿CFG_F_END¿¿0¿890_anon¿¿¿¿¿CFG_F_END
1142¿CFG_F_START¿¿1142¿907_anon¿¿¿¿¿CFG_F_START
1143¿CFG_F_END¿¿0¿907_anon¿¿¿¿¿CFG_F_END
1144¿CFG_F_START¿¿1144¿917_anon¿¿¿¿¿CFG_F_START
1145¿CFG_F_END¿¿0¿917_anon¿¿¿¿¿CFG_F_END
1146¿CFG_IF_END¿¿0¿928¿¿¿¿¿CFG_IF_END
1147¿CFG_IF_END¿¿0¿960¿¿¿¿¿CFG_IF_END
1148¿CFG_IF_END¿¿0¿1009¿¿¿¿¿CFG_IF_END
1149¿CFG_IF_END¿¿0¿1035¿¿¿¿¿CFG_IF_END
1150¿CFG_IF_END¿¿0¿1003¿¿¿¿¿CFG_IF_END
1151¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1152¿PDG_CALL¿¿1133¿1133.CALL->require-o147¿¿¿¿¿PDG_CALL
1153¿PDG_OBJECT¿¿0¿1133.http-o148¿¿¿¿¿PDG_OBJECT
1154¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1155¿PDG_CALL¿¿1133¿1133.CALL->require-o149¿¿¿¿¿PDG_CALL
1156¿PDG_OBJECT¿¿0¿1133.url-o150¿¿¿¿¿PDG_OBJECT
1157¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1158¿PDG_CALL¿¿1133¿1133.CALL->require-o151¿¿¿¿¿PDG_CALL
1159¿PDG_OBJECT¿¿0¿1133.fs-o152¿¿¿¿¿PDG_OBJECT
1160¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1161¿PDG_CALL¿¿1133¿1133.CALL->require-o153¿¿¿¿¿PDG_CALL
1162¿PDG_OBJECT¿¿0¿1133.path-o154¿¿¿¿¿PDG_OBJECT
1163¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1164¿PDG_OBJECT¿¿0¿1133.MIME_TYPE_MAP-o155¿¿¿¿¿PDG_OBJECT
1165¿PDG_OBJECT¿¿0¿1133.MIME_TYPE_MAP-o156¿¿¿¿¿PDG_OBJECT
1166¿PDG_OBJECT¿¿0¿1133.MIME_TYPE_MAP.'.css'-o157¿¿¿¿¿PDG_OBJECT
1167¿PDG_OBJECT¿¿0¿1133.MIME_TYPE_MAP-o158¿¿¿¿¿PDG_OBJECT
1168¿PDG_OBJECT¿¿0¿1133.MIME_TYPE_MAP.'.doc'-o159¿¿¿¿¿PDG_OBJECT
1169¿PDG_OBJECT¿¿0¿1133.MIME_TYPE_MAP-o160¿¿¿¿¿PDG_OBJECT
1170¿PDG_OBJECT¿¿0¿1133.MIME_TYPE_MAP.'.htm'-o161¿¿¿¿¿PDG_OBJECT
1171¿PDG_OBJECT¿¿0¿1133.MIME_TYPE_MAP-o162¿¿¿¿¿PDG_OBJECT
1172¿PDG_OBJECT¿¿0¿1133.MIME_TYPE_MAP.'.html'-o163¿¿¿¿¿PDG_OBJECT
1173¿PDG_OBJECT¿¿0¿1133.MIME_TYPE_MAP-o164¿¿¿¿¿PDG_OBJECT
1174¿PDG_OBJECT¿¿0¿1133.MIME_TYPE_MAP.'.ico'-o165¿¿¿¿¿PDG_OBJECT
1175¿PDG_OBJECT¿¿0¿1133.MIME_TYPE_MAP-o166¿¿¿¿¿PDG_OBJECT
1176¿PDG_OBJECT¿¿0¿1133.MIME_TYPE_MAP.'.jpg'-o167¿¿¿¿¿PDG_OBJECT
1177¿PDG_OBJECT¿¿0¿1133.MIME_TYPE_MAP-o168¿¿¿¿¿PDG_OBJECT
1178¿PDG_OBJECT¿¿0¿1133.MIME_TYPE_MAP.'.jpeg'-o169¿¿¿¿¿PDG_OBJECT
1179¿PDG_OBJECT¿¿0¿1133.MIME_TYPE_MAP-o170¿¿¿¿¿PDG_OBJECT
1180¿PDG_OBJECT¿¿0¿1133.MIME_TYPE_MAP.'.js'-o171¿¿¿¿¿PDG_OBJECT
1181¿PDG_OBJECT¿¿0¿1133.MIME_TYPE_MAP-o172¿¿¿¿¿PDG_OBJECT
1182¿PDG_OBJECT¿¿0¿1133.MIME_TYPE_MAP.'.json'-o173¿¿¿¿¿PDG_OBJECT
1183¿PDG_OBJECT¿¿0¿1133.MIME_TYPE_MAP-o174¿¿¿¿¿PDG_OBJECT
1184¿PDG_OBJECT¿¿0¿1133.MIME_TYPE_MAP.'.mp3'-o175¿¿¿¿¿PDG_OBJECT
1185¿PDG_OBJECT¿¿0¿1133.MIME_TYPE_MAP-o176¿¿¿¿¿PDG_OBJECT
1186¿PDG_OBJECT¿¿0¿1133.MIME_TYPE_MAP.'.png'-o177¿¿¿¿¿PDG_OBJECT
1187¿PDG_OBJECT¿¿0¿1133.MIME_TYPE_MAP-o178¿¿¿¿¿PDG_OBJECT
1188¿PDG_OBJECT¿¿0¿1133.MIME_TYPE_MAP.'.pdf'-o179¿¿¿¿¿PDG_OBJECT
1189¿PDG_OBJECT¿¿0¿1133.MIME_TYPE_MAP-o180¿¿¿¿¿PDG_OBJECT
1190¿PDG_OBJECT¿¿0¿1133.MIME_TYPE_MAP.'.svg'-o181¿¿¿¿¿PDG_OBJECT
1191¿PDG_OBJECT¿¿0¿1133.MIME_TYPE_MAP-o182¿¿¿¿¿PDG_OBJECT
1192¿PDG_OBJECT¿¿0¿1133.MIME_TYPE_MAP.'.swf'-o183¿¿¿¿¿PDG_OBJECT
1193¿PDG_OBJECT¿¿0¿1133.MIME_TYPE_MAP-o184¿¿¿¿¿PDG_OBJECT
1194¿PDG_OBJECT¿¿0¿1133.MIME_TYPE_MAP.'.tiff'-o185¿¿¿¿¿PDG_OBJECT
1195¿PDG_OBJECT¿¿0¿1133.MIME_TYPE_MAP-o186¿¿¿¿¿PDG_OBJECT
1196¿PDG_OBJECT¿¿0¿1133.MIME_TYPE_MAP.'.txt'-o187¿¿¿¿¿PDG_OBJECT
1197¿PDG_OBJECT¿¿0¿1133.MIME_TYPE_MAP-o188¿¿¿¿¿PDG_OBJECT
1198¿PDG_OBJECT¿¿0¿1133.MIME_TYPE_MAP.'.wav'-o189¿¿¿¿¿PDG_OBJECT
1199¿PDG_OBJECT¿¿0¿1133.MIME_TYPE_MAP-o190¿¿¿¿¿PDG_OBJECT
1200¿PDG_OBJECT¿¿0¿1133.MIME_TYPE_MAP.'.xml'-o191¿¿¿¿¿PDG_OBJECT
1201¿PDG_OBJECT¿¿0¿1133.DEFAULT_OPTIONS-o192¿¿¿¿¿PDG_OBJECT
1202¿PDG_OBJECT¿¿0¿1133.DEFAULT_OPTIONS-o193¿¿¿¿¿PDG_OBJECT
1203¿PDG_OBJECT¿¿0¿1133.DEFAULT_OPTIONS.defaultFile-o194¿¿¿¿¿PDG_OBJECT
1204¿PDG_OBJECT¿¿0¿1133.DEFAULT_OPTIONS-o195¿¿¿¿¿PDG_OBJECT
1205¿PDG_OBJECT¿¿0¿1133.DEFAULT_OPTIONS.port-o196¿¿¿¿¿PDG_OBJECT
1206¿PDG_OBJECT¿¿0¿1133.DEFAULT_OPTIONS-o197¿¿¿¿¿PDG_OBJECT
1207¿PDG_OBJECT¿¿0¿1133.DEFAULT_OPTIONS.staticPath-o198¿¿¿¿¿PDG_OBJECT
1208¿PDG_OBJECT¿¿0¿1133.UNKNOWN_METHOD_RESPONSE_HEADERS-o199¿¿¿¿¿PDG_OBJECT
1209¿PDG_OBJECT¿¿0¿1133.UNKNOWN_METHOD_RESPONSE_HEADERS-o200¿¿¿¿¿PDG_OBJECT
1210¿PDG_OBJECT¿¿0¿1133.UNKNOWN_METHOD_RESPONSE_HEADERS.Allow-o201¿¿¿¿¿PDG_OBJECT
1211¿PDG_OBJECT¿¿0¿1133.UNKNOWN_METHOD_RESPONSE_HEADERS-o202¿¿¿¿¿PDG_OBJECT
1212¿PDG_OBJECT¿¿0¿1133.UNKNOWN_METHOD_RESPONSE_HEADERS.'Content-Length'-o203¿¿¿¿¿PDG_OBJECT
1213¿PDG_OBJECT¿¿0¿1135.this-o204¿¿¿¿¿PDG_OBJECT
1214¿PDG_OBJECT¿¿0¿1135.res-o205¿¿¿¿¿PDG_OBJECT
1215¿PDG_OBJECT¿¿0¿1135.code-o206¿¿¿¿¿PDG_OBJECT
1216¿PDG_OBJECT¿¿0¿1135.headers-o207¿¿¿¿¿PDG_OBJECT
1217¿PDG_OBJECT¿¿0¿1135.data-o208¿¿¿¿¿PDG_OBJECT
1218¿PDG_OBJECT¿¿0¿1133.respond-o209¿¿¿¿¿PDG_OBJECT
1219¿PDG_OBJECT¿¿0¿1138.this-o210¿¿¿¿¿PDG_OBJECT
1220¿PDG_OBJECT¿¿0¿1138.url-o211¿¿¿¿¿PDG_OBJECT
1221¿PDG_OBJECT¿¿0¿1133.getMimeType-o212¿¿¿¿¿PDG_OBJECT
1222¿PDG_OBJECT¿¿0¿1140.this-o213¿¿¿¿¿PDG_OBJECT
1223¿PDG_OBJECT¿¿0¿1140.url-o214¿¿¿¿¿PDG_OBJECT
1224¿PDG_OBJECT¿¿0¿1133.getIsDirectory-o215¿¿¿¿¿PDG_OBJECT
1225¿PDG_OBJECT¿¿0¿1142.this-o216¿¿¿¿¿PDG_OBJECT
1226¿PDG_OBJECT¿¿0¿1142.customOptions-o217¿¿¿¿¿PDG_OBJECT
1227¿PDG_OBJECT¿¿0¿1133.createServer-o218¿¿¿¿¿PDG_OBJECT
1228¿PDG_OBJECT¿¿0¿1133.module-o219¿¿¿¿¿PDG_OBJECT
1229¿PDG_OBJECT¿¿0¿1133.module.exports-o220¿¿¿¿¿PDG_OBJECT
1230¿PDG_OBJECT¿¿0¿1135.http.STATUS_CODES-o221¿¿¿¿¿PDG_OBJECT
1231¿PDG_OBJECT¿¿0¿1135.v44.*-o222¿¿¿¿¿PDG_OBJECT
1232¿PDG_CALL¿¿1135¿1135.CALL->res.writeHead-o223¿¿¿¿¿PDG_CALL
1233¿PDG_OBJECT¿¿0¿1135.v46-o224¿¿¿¿¿PDG_OBJECT
1234¿PDG_OBJECT¿¿0¿1135.v48-o225¿¿¿¿¿PDG_OBJECT
1235¿PDG_CALL¿¿1135¿1135.CALL->res.write-o226¿¿¿¿¿PDG_CALL
1236¿PDG_OBJECT¿¿0¿1135.v49-o227¿¿¿¿¿PDG_OBJECT
1237¿TAINT_SINK¿¿0¿write¿¿¿¿¿TAINT_SINK
1238¿PDG_CALL¿¿1135¿1135.CALL->res.end-o228¿¿¿¿¿PDG_CALL
1239¿PDG_OBJECT¿¿0¿1135.v50-o229¿¿¿¿¿PDG_OBJECT
1240¿PDG_CALL¿¿1138¿1138.CALL->path.parse-o230¿¿¿¿¿PDG_CALL
1241¿PDG_OBJECT¿¿0¿1138.v51-o231¿¿¿¿¿PDG_OBJECT
1242¿PDG_OBJECT¿¿0¿1138.v51.ext-o232¿¿¿¿¿PDG_OBJECT
1243¿PDG_OBJECT¿¿0¿1138.MIME_TYPE_MAP.*-o233¿¿¿¿¿PDG_OBJECT
1244¿PDG_RETURN¿¿0¿1138.RET_OBJ-o234¿¿¿¿¿PDG_RETURN
1245¿PDG_CALL¿¿1140¿1140.CALL->fs.statSync-o235¿¿¿¿¿PDG_CALL
1246¿PDG_OBJECT¿¿0¿1140.v55-o236¿¿¿¿¿PDG_OBJECT
1247¿PDG_CALL¿¿1140¿1140.CALL->v55.isDirectory-o237¿¿¿¿¿PDG_CALL
1248¿PDG_OBJECT¿¿0¿1140.v56-o238¿¿¿¿¿PDG_OBJECT
1249¿PDG_RETURN¿¿0¿1140.RET_OBJ-o239¿¿¿¿¿PDG_RETURN
1250¿PDG_CALL¿¿1142¿1142.CALL->Object.assign-o240¿¿¿¿¿PDG_CALL
1251¿PDG_OBJECT¿¿0¿1142.options-o241¿¿¿¿¿PDG_OBJECT
1252¿PDG_OBJECT¿¿0¿1144.this-o242¿¿¿¿¿PDG_OBJECT
1253¿PDG_OBJECT¿¿0¿1144.req-o243¿¿¿¿¿PDG_OBJECT
