Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
6996¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":848,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Program
11343¿Identifier¿¿12471¿self¿¿¿{"start":{"line":713,"column":4},"end":{"line":713,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
11344¿Identifier¿¿12471¿repository¿¿¿{"start":{"line":713,"column":9},"end":{"line":713,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
11345¿VariableDeclarator¿¿12471¿v1267¿¿¿{"start":{"line":713,"column":56},"end":{"line":733,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
11346¿FunctionExpression¿¿12471¿anon¿¿¿{"start":{"line":713,"column":56},"end":{"line":733,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿FunctionExpression
11347¿Identifier¿¿0¿err¿¿¿{"start":{"line":713,"column":65},"end":{"line":713,"column":68},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
11348¿Identifier¿¿0¿tree_sha¿¿¿{"start":{"line":713,"column":70},"end":{"line":713,"column":78},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
11349¿IfStatement¿¿12474¿¿¿¿{"start":{"line":714,"column":6},"end":{"line":714,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿IfStatement
11350¿Identifier¿¿12474¿err¿¿¿{"start":{"line":714,"column":9},"end":{"line":714,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
11351¿VariableDeclarator¿¿12474¿v1247¿¿¿{"start":{"line":714,"column":21},"end":{"line":714,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
11352¿CallExpression¿¿12474¿¿¿¿{"start":{"line":714,"column":21},"end":{"line":714,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿CallExpression
11353¿Identifier¿¿12474¿callback¿¿¿{"start":{"line":714,"column":21},"end":{"line":714,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
11354¿Identifier¿¿12474¿err¿¿¿{"start":{"line":714,"column":30},"end":{"line":714,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
11355¿Identifier¿¿12474¿tree_sha¿¿¿{"start":{"line":714,"column":35},"end":{"line":714,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
11356¿ReturnStatement¿¿12474¿¿¿¿{"start":{"line":714,"column":14},"end":{"line":714,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ReturnStatement
11357¿Identifier¿¿12474¿v1247¿¿¿¿¿Identifier
11358¿BlockStatement¿¿12474¿¿¿¿¿¿BlockStatement
11359¿VariableDeclarator¿¿12474¿looking_for¿¿¿{"start":{"line":717,"column":10},"end":{"line":717,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
11360¿ArrayExpression¿¿12474¿¿¿¿{"start":{"line":717,"column":24},"end":{"line":717,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ArrayExpression
11361¿VariableDeclarator¿¿12474¿v1248¿¿¿{"start":{"line":719,"column":19},"end":{"line":719,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
11362¿MemberExpression¿¿12474¿¿¿¿{"start":{"line":719,"column":19},"end":{"line":719,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
11363¿Identifier¿¿12474¿self¿¿¿{"start":{"line":719,"column":19},"end":{"line":719,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
11364¿Identifier¿¿12474¿repository¿¿¿{"start":{"line":719,"column":24},"end":{"line":719,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
11365¿VariableDeclarator¿¿12474¿object¿¿¿{"start":{"line":719,"column":10},"end":{"line":719,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
11366¿CallExpression¿¿12474¿¿¿¿{"start":{"line":719,"column":19},"end":{"line":719,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿CallExpression
11367¿MemberExpression¿¿12474¿¿¿¿{"start":{"line":719,"column":19},"end":{"line":719,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
11368¿Identifier¿¿12474¿v1248¿¿¿¿¿Identifier
11369¿Identifier¿¿12474¿get_object_by_sha1¿¿¿{"start":{"line":719,"column":35},"end":{"line":719,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
11370¿Identifier¿¿12474¿tree_sha¿¿¿{"start":{"line":719,"column":54},"end":{"line":719,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
11371¿VariableDeclarator¿¿12474¿v1249¿¿¿{"start":{"line":721,"column":6},"end":{"line":721,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
11372¿MemberExpression¿¿12474¿¿¿¿{"start":{"line":721,"column":6},"end":{"line":721,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
11373¿Identifier¿¿12474¿object¿¿¿{"start":{"line":721,"column":6},"end":{"line":721,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
11374¿Identifier¿¿12474¿entries¿¿¿{"start":{"line":721,"column":13},"end":{"line":721,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
11375¿VariableDeclarator¿¿12474¿v1264¿¿¿{"start":{"line":721,"column":29},"end":{"line":729,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
11376¿FunctionExpression¿¿12474¿anon¿¿¿{"start":{"line":721,"column":29},"end":{"line":729,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿FunctionExpression
11377¿Identifier¿¿0¿entry¿¿¿{"start":{"line":721,"column":38},"end":{"line":721,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
11378¿VariableDeclarator¿¿12477¿v1250¿¿¿{"start":{"line":722,"column":25},"end":{"line":722,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
11379¿BinaryExpression¿==¿12477¿¿¿¿{"start":{"line":722,"column":25},"end":{"line":722,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BinaryExpression
11380¿Identifier¿¿12477¿path¿¿¿{"start":{"line":722,"column":25},"end":{"line":722,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
11381¿Literal¿string¿12477¿¿''¿¿{"start":{"line":722,"column":33},"end":{"line":722,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
11382¿VariableDeclarator¿¿12477¿v1251¿¿¿{"start":{"line":722,"column":39},"end":{"line":722,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
11383¿BinaryExpression¿==¿12477¿¿¿¿{"start":{"line":722,"column":39},"end":{"line":722,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BinaryExpression
11384¿Identifier¿¿12477¿path¿¿¿{"start":{"line":722,"column":39},"end":{"line":722,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
11385¿Literal¿string¿12477¿¿'.'¿¿{"start":{"line":722,"column":47},"end":{"line":722,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
11386¿VariableDeclarator¿¿12477¿v1252¿¿¿{"start":{"line":722,"column":25},"end":{"line":722,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
11387¿LogicalExpression¿||¿12477¿¿¿¿{"start":{"line":722,"column":25},"end":{"line":722,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿LogicalExpression
11388¿Identifier¿¿12477¿v1250¿¿¿¿¿Identifier
11389¿Identifier¿¿12477¿v1251¿¿¿¿¿Identifier
11390¿VariableDeclarator¿¿12477¿v1253¿¿¿{"start":{"line":722,"column":54},"end":{"line":722,"column":66},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
11391¿BinaryExpression¿==¿12477¿¿¿¿{"start":{"line":722,"column":54},"end":{"line":722,"column":66},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BinaryExpression
11392¿Identifier¿¿12477¿path¿¿¿{"start":{"line":722,"column":54},"end":{"line":722,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
11393¿Literal¿string¿12477¿¿'./'¿¿{"start":{"line":722,"column":62},"end":{"line":722,"column":66},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
11394¿VariableDeclarator¿¿12477¿v1254¿¿¿{"start":{"line":722,"column":25},"end":{"line":722,"column":66},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
11395¿LogicalExpression¿||¿12477¿¿¿¿{"start":{"line":722,"column":25},"end":{"line":722,"column":66},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿LogicalExpression
11396¿Identifier¿¿12477¿v1252¿¿¿¿¿Identifier
11397¿Identifier¿¿12477¿v1253¿¿¿¿¿Identifier
11398¿VariableDeclarator¿¿12477¿v1255¿¿¿{"start":{"line":722,"column":23},"end":{"line":722,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
11399¿UnaryExpression¿!¿12477¿¿¿¿{"start":{"line":722,"column":23},"end":{"line":722,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿UnaryExpression
11400¿Identifier¿¿12477¿v1254¿¿¿¿¿Identifier
11401¿VariableDeclarator¿¿12477¿v1256¿¿¿{"start":{"line":722,"column":15},"end":{"line":722,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
11402¿LogicalExpression¿&&¿12477¿¿¿¿{"start":{"line":722,"column":15},"end":{"line":722,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿LogicalExpression
11403¿Identifier¿¿12477¿path¿¿¿{"start":{"line":722,"column":15},"end":{"line":722,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
11404¿Identifier¿¿12477¿v1255¿¿¿¿¿Identifier
11405¿VariableDeclarator¿¿12477¿v1257¿¿¿{"start":{"line":722,"column":71},"end":{"line":722,"column":81},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
11406¿BinaryExpression¿+¿12477¿¿¿¿{"start":{"line":722,"column":71},"end":{"line":722,"column":81},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BinaryExpression
11407¿Identifier¿¿12477¿path¿¿¿{"start":{"line":722,"column":71},"end":{"line":722,"column":75},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
11408¿Literal¿string¿12477¿¿'/'¿¿{"start":{"line":722,"column":78},"end":{"line":722,"column":81},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
11409¿VariableDeclarator¿¿12477¿v1258¿¿¿{"start":{"line":722,"column":84},"end":{"line":722,"column":94},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
11410¿MemberExpression¿¿12477¿¿¿¿{"start":{"line":722,"column":84},"end":{"line":722,"column":94},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
11411¿Identifier¿¿12477¿entry¿¿¿{"start":{"line":722,"column":84},"end":{"line":722,"column":89},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
11412¿Identifier¿¿12477¿name¿¿¿{"start":{"line":722,"column":90},"end":{"line":722,"column":94},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
11413¿VariableDeclarator¿¿12477¿v1259¿¿¿{"start":{"line":722,"column":71},"end":{"line":722,"column":94},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
11414¿BinaryExpression¿+¿12477¿¿¿¿{"start":{"line":722,"column":71},"end":{"line":722,"column":94},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BinaryExpression
11415¿Identifier¿¿12477¿v1257¿¿¿¿¿Identifier
11416¿Identifier¿¿12477¿v1258¿¿¿¿¿Identifier
11417¿VariableDeclarator¿¿12477¿v1260¿¿¿{"start":{"line":722,"column":97},"end":{"line":722,"column":107},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
11418¿MemberExpression¿¿12477¿¿¿¿{"start":{"line":722,"column":97},"end":{"line":722,"column":107},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
11419¿Identifier¿¿12477¿entry¿¿¿{"start":{"line":722,"column":97},"end":{"line":722,"column":102},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
11420¿Identifier¿¿12477¿name¿¿¿{"start":{"line":722,"column":103},"end":{"line":722,"column":107},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
11421¿IfStatement¿¿12477¿¿¿¿{"start":{"line":722,"column":15},"end":{"line":722,"column":107},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿IfStatement
11422¿Identifier¿¿12477¿v1256¿¿¿¿¿Identifier
11423¿ExpressionStatement¿¿12477¿¿¿¿{"start":{"line":722,"column":15},"end":{"line":722,"column":107},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ExpressionStatement
11424¿AssignmentExpression¿=¿12477¿¿¿¿{"start":{"line":722,"column":15},"end":{"line":722,"column":107},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿AssignmentExpression
11425¿Identifier¿¿12477¿file¿¿¿{"start":{"line":722,"column":8},"end":{"line":722,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
11426¿Identifier¿¿12477¿v1259¿¿¿¿¿Identifier
11427¿BlockStatement¿¿12477¿¿¿¿¿¿BlockStatement
11428¿ExpressionStatement¿¿12477¿¿¿¿{"start":{"line":722,"column":15},"end":{"line":722,"column":107},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ExpressionStatement
11429¿AssignmentExpression¿=¿12477¿¿¿¿{"start":{"line":722,"column":15},"end":{"line":722,"column":107},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿AssignmentExpression
11430¿Identifier¿¿12477¿file¿¿¿{"start":{"line":722,"column":8},"end":{"line":722,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
11431¿Identifier¿¿12477¿v1260¿¿¿¿¿Identifier
11432¿BlockStatement¿¿12477¿¿¿¿¿¿BlockStatement
11433¿ExpressionStatement¿¿12477¿¿¿¿{"start":{"line":724,"column":8},"end":{"line":724,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ExpressionStatement
11434¿AssignmentExpression¿=¿12477¿¿¿¿{"start":{"line":724,"column":8},"end":{"line":724,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿AssignmentExpression
11435¿Identifier¿¿12477¿file¿¿¿{"start":{"line":724,"column":8},"end":{"line":724,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
11436¿CallExpression¿¿12477¿¿¿¿{"start":{"line":724,"column":15},"end":{"line":724,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿CallExpression
11437¿MemberExpression¿¿12477¿¿¿¿{"start":{"line":724,"column":15},"end":{"line":724,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
11438¿Identifier¿¿12477¿file¿¿¿{"start":{"line":724,"column":15},"end":{"line":724,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
11439¿Identifier¿¿12477¿replace¿¿¿{"start":{"line":724,"column":20},"end":{"line":724,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
11440¿Literal¿string¿12477¿¿'//'¿¿{"start":{"line":724,"column":28},"end":{"line":724,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
11441¿Literal¿string¿12477¿¿'/'¿¿{"start":{"line":724,"column":34},"end":{"line":724,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
11442¿VariableDeclarator¿¿12477¿v1261¿¿¿{"start":{"line":726,"column":11},"end":{"line":726,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
11443¿MemberExpression¿¿12477¿¿¿¿{"start":{"line":726,"column":11},"end":{"line":726,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
11444¿Identifier¿¿12477¿entry¿¿¿{"start":{"line":726,"column":11},"end":{"line":726,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
11445¿Identifier¿¿12477¿type¿¿¿{"start":{"line":726,"column":17},"end":{"line":726,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
11446¿VariableDeclarator¿¿12477¿v1262¿¿¿{"start":{"line":726,"column":11},"end":{"line":726,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
11447¿BinaryExpression¿==¿12477¿¿¿¿{"start":{"line":726,"column":11},"end":{"line":726,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BinaryExpression
11448¿Identifier¿¿12477¿v1261¿¿¿¿¿Identifier
11449¿Literal¿string¿12477¿¿'directory'¿¿{"start":{"line":726,"column":25},"end":{"line":726,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
11450¿IfStatement¿¿12477¿¿¿¿{"start":{"line":726,"column":8},"end":{"line":726,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿IfStatement
11451¿Identifier¿¿12477¿v1262¿¿¿¿¿Identifier
11452¿ExpressionStatement¿¿12477¿¿¿¿{"start":{"line":726,"column":38},"end":{"line":726,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ExpressionStatement
11453¿AssignmentExpression¿=¿12477¿¿¿¿{"start":{"line":726,"column":38},"end":{"line":726,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿AssignmentExpression
11454¿Identifier¿¿12477¿file¿¿¿{"start":{"line":726,"column":38},"end":{"line":726,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
11455¿BinaryExpression¿+¿12477¿¿¿¿{"start":{"line":726,"column":45},"end":{"line":726,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BinaryExpression
11456¿Identifier¿¿12477¿file¿¿¿{"start":{"line":726,"column":45},"end":{"line":726,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
11457¿Literal¿string¿12477¿¿'/'¿¿{"start":{"line":726,"column":52},"end":{"line":726,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
11458¿BlockStatement¿¿12477¿¿¿¿¿¿BlockStatement
11459¿VariableDeclarator¿¿12477¿v1263¿¿¿{"start":{"line":728,"column":8},"end":{"line":728,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
11460¿CallExpression¿¿12477¿¿¿¿{"start":{"line":728,"column":8},"end":{"line":728,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿CallExpression
11461¿MemberExpression¿¿12477¿¿¿¿{"start":{"line":728,"column":8},"end":{"line":728,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
11462¿Identifier¿¿12477¿looking_for¿¿¿{"start":{"line":728,"column":8},"end":{"line":728,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
11463¿Identifier¿¿12477¿push¿¿¿{"start":{"line":728,"column":20},"end":{"line":728,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
11464¿Identifier¿¿12477¿file¿¿¿{"start":{"line":728,"column":25},"end":{"line":728,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
11465¿ExpressionStatement¿¿12477¿¿¿¿{"start":{"line":728,"column":8},"end":{"line":728,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ExpressionStatement
11466¿Identifier¿¿12477¿v1263¿¿¿¿¿Identifier
11467¿BlockStatement¿¿12477¿¿¿¿{"start":{"line":721,"column":45},"end":{"line":729,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BlockStatement
11468¿VariableDeclarator¿¿12474¿v1265¿¿¿{"start":{"line":721,"column":6},"end":{"line":729,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
11469¿CallExpression¿¿12474¿¿¿¿{"start":{"line":721,"column":6},"end":{"line":729,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿CallExpression
11470¿MemberExpression¿¿12474¿¿¿¿{"start":{"line":721,"column":6},"end":{"line":721,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
11471¿Identifier¿¿12474¿v1249¿¿¿¿¿Identifier
11472¿Identifier¿¿12474¿forEach¿¿¿{"start":{"line":721,"column":21},"end":{"line":721,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
11473¿Identifier¿¿12474¿v1264¿¿¿¿¿Identifier
11474¿ExpressionStatement¿¿12474¿¿¿¿{"start":{"line":721,"column":6},"end":{"line":729,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ExpressionStatement
11475¿Identifier¿¿12474¿v1265¿¿¿¿¿Identifier
11476¿VariableDeclarator¿¿12474¿v1266¿¿¿{"start":{"line":732,"column":13},"end":{"line":732,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
11477¿CallExpression¿¿12474¿¿¿¿{"start":{"line":732,"column":13},"end":{"line":732,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿CallExpression
11478¿Identifier¿¿12474¿callback¿¿¿{"start":{"line":732,"column":13},"end":{"line":732,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
