Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
600¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":80,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Program
989¿BlockStatement¿¿1054¿¿¿¿{"start":{"line":70,"column":13},"end":{"line":74,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿BlockStatement
990¿BlockStatement¿¿1054¿¿¿¿{"start":{"line":12,"column":65},"end":{"line":75,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿BlockStatement
991¿VariableDeclarator¿¿1052¿v90¿¿¿{"start":{"line":12,"column":4},"end":{"line":75,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
992¿CallExpression¿¿1052¿¿¿¿{"start":{"line":12,"column":18},"end":{"line":75,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿CallExpression
993¿MemberExpression¿¿1052¿¿¿¿{"start":{"line":12,"column":18},"end":{"line":12,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿MemberExpression
994¿Identifier¿¿1052¿http¿¿¿{"start":{"line":12,"column":18},"end":{"line":12,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
995¿Identifier¿¿1052¿createServer¿¿¿{"start":{"line":12,"column":23},"end":{"line":12,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
996¿Identifier¿¿1052¿v89¿¿¿¿¿Identifier
997¿ExpressionStatement¿¿1052¿¿¿¿{"start":{"line":12,"column":4},"end":{"line":75,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿ExpressionStatement
998¿AssignmentExpression¿=¿1052¿¿¿¿{"start":{"line":12,"column":4},"end":{"line":75,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿AssignmentExpression
999¿MemberExpression¿¿1052¿¿¿¿{"start":{"line":12,"column":4},"end":{"line":12,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿MemberExpression
1000¿ThisExpression¿¿1052¿¿¿¿{"start":{"line":12,"column":4},"end":{"line":12,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿ThisExpression
1001¿Identifier¿¿1052¿server¿¿¿{"start":{"line":12,"column":9},"end":{"line":12,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
1002¿Identifier¿¿1052¿v90¿¿¿¿¿Identifier
1003¿VariableDeclarator¿¿1052¿v91¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
1004¿MemberExpression¿¿1052¿¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿MemberExpression
1005¿ThisExpression¿¿1052¿¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿ThisExpression
1006¿Identifier¿¿1052¿server¿¿¿{"start":{"line":77,"column":9},"end":{"line":77,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
1007¿VariableDeclarator¿¿1052¿v92¿¿¿{"start":{"line":77,"column":23},"end":{"line":77,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
1008¿MemberExpression¿¿1052¿¿¿¿{"start":{"line":77,"column":23},"end":{"line":77,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿MemberExpression
1009¿Identifier¿¿1052¿options¿¿¿{"start":{"line":77,"column":23},"end":{"line":77,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
1010¿Identifier¿¿1052¿port¿¿¿{"start":{"line":77,"column":31},"end":{"line":77,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
1011¿VariableDeclarator¿¿1052¿v93¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
1012¿CallExpression¿¿1052¿¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿CallExpression
1013¿MemberExpression¿¿1052¿¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿MemberExpression
1014¿Identifier¿¿1052¿v91¿¿¿¿¿Identifier
1015¿Identifier¿¿1052¿listen¿¿¿{"start":{"line":77,"column":16},"end":{"line":77,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
1016¿Identifier¿¿1052¿v92¿¿¿¿¿Identifier
1017¿ExpressionStatement¿¿1052¿¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿ExpressionStatement
1018¿Identifier¿¿1052¿v93¿¿¿¿¿Identifier
1019¿VariableDeclarator¿¿1052¿v94¿¿¿{"start":{"line":78,"column":45},"end":{"line":78,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
1020¿MemberExpression¿¿1052¿¿¿¿{"start":{"line":78,"column":45},"end":{"line":78,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿MemberExpression
1021¿Identifier¿¿1052¿options¿¿¿{"start":{"line":78,"column":45},"end":{"line":78,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
1022¿Identifier¿¿1052¿port¿¿¿{"start":{"line":78,"column":53},"end":{"line":78,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
1023¿VariableDeclarator¿¿1052¿v95¿¿¿{"start":{"line":78,"column":16},"end":{"line":78,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
1024¿BinaryExpression¿+¿1052¿¿¿¿{"start":{"line":78,"column":16},"end":{"line":78,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿BinaryExpression
1025¿Literal¿string¿1052¿¿'server started on port: '¿¿{"start":{"line":78,"column":16},"end":{"line":78,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Literal
1026¿Identifier¿¿1052¿v94¿¿¿¿¿Identifier
1027¿VariableDeclarator¿¿1052¿v96¿¿¿{"start":{"line":78,"column":4},"end":{"line":78,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
1028¿CallExpression¿¿1052¿¿¿¿{"start":{"line":78,"column":4},"end":{"line":78,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿CallExpression
1029¿MemberExpression¿¿1052¿¿¿¿{"start":{"line":78,"column":4},"end":{"line":78,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿MemberExpression
1030¿Identifier¿¿1052¿console¿¿¿{"start":{"line":78,"column":4},"end":{"line":78,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
1031¿Identifier¿¿1052¿log¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
1032¿Identifier¿¿1052¿v95¿¿¿¿¿Identifier
1033¿ExpressionStatement¿¿1052¿¿¿¿{"start":{"line":78,"column":4},"end":{"line":78,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿ExpressionStatement
1034¿Identifier¿¿1052¿v96¿¿¿¿¿Identifier
1035¿BlockStatement¿¿1052¿¿¿¿{"start":{"line":7,"column":28},"end":{"line":79,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿BlockStatement
1036¿VariableDeclarator¿¿1050¿v98¿¿¿{"start":{"line":6,"column":17},"end":{"line":80,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
1037¿ObjectExpression¿¿1050¿¿¿¿¿¿ObjectExpression
1038¿ExpressionStatement¿¿1050¿¿¿¿{"start":{"line":6,"column":17},"end":{"line":80,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿ExpressionStatement
1039¿AssignmentExpression¿=¿1050¿¿¿¿{"start":{"line":6,"column":17},"end":{"line":80,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿AssignmentExpression
1040¿MemberExpression¿¿1050¿¿¿¿{"start":{"line":6,"column":17},"end":{"line":80,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿MemberExpression
1041¿Identifier¿¿1050¿v98¿¿¿¿¿Identifier
1042¿Identifier¿¿1050¿start¿¿¿{"start":{"line":7,"column":2},"end":{"line":7,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
1043¿Identifier¿¿1050¿v97¿¿¿¿¿Identifier
1044¿ExpressionStatement¿¿1050¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":80,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿ExpressionStatement
1045¿AssignmentExpression¿=¿1050¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":80,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿AssignmentExpression
1046¿MemberExpression¿¿1050¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":6,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿MemberExpression
1047¿Identifier¿¿1050¿module¿¿¿{"start":{"line":6,"column":0},"end":{"line":6,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
1048¿Identifier¿¿1050¿exports¿¿¿{"start":{"line":6,"column":7},"end":{"line":6,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
1049¿Identifier¿¿1050¿v98¿¿¿¿¿Identifier
1050¿CFG_F_START¿¿1050¿__main__¿¿¿¿¿CFG_F_START
1051¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1052¿CFG_F_START¿¿1052¿619_anon¿¿¿¿¿CFG_F_START
1053¿CFG_F_END¿¿0¿619_anon¿¿¿¿¿CFG_F_END
1054¿CFG_F_START¿¿1054¿642_anon¿¿¿¿¿CFG_F_START
1055¿CFG_F_END¿¿0¿642_anon¿¿¿¿¿CFG_F_END
1056¿CFG_IF_END¿¿0¿682¿¿¿¿¿CFG_IF_END
1057¿CFG_IF_END¿¿0¿672¿¿¿¿¿CFG_IF_END
1058¿CFG_IF_END¿¿0¿743¿¿¿¿¿CFG_IF_END
1059¿CFG_IF_END¿¿0¿756¿¿¿¿¿CFG_IF_END
1060¿CFG_F_START¿¿1060¿778_anon¿¿¿¿¿CFG_F_START
1061¿CFG_F_END¿¿0¿778_anon¿¿¿¿¿CFG_F_END
1062¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1063¿CFG_IF_END¿¿0¿789¿¿¿¿¿CFG_IF_END
1064¿FOR_END¿¿0¿¿¿¿¿¿FOR_END
1065¿CFG_F_START¿¿1065¿922_anon¿¿¿¿¿CFG_F_START
1066¿CFG_F_END¿¿0¿922_anon¿¿¿¿¿CFG_F_END
1067¿CFG_F_START¿¿1067¿943_anon¿¿¿¿¿CFG_F_START
1068¿CFG_F_END¿¿0¿943_anon¿¿¿¿¿CFG_F_END
1069¿CFG_IF_END¿¿0¿771¿¿¿¿¿CFG_IF_END
1070¿CFG_IF_END¿¿0¿711¿¿¿¿¿CFG_IF_END
1071¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1072¿PDG_CALL¿¿1050¿1050.CALL->require-o121¿¿¿¿¿PDG_CALL
1073¿PDG_OBJECT¿¿0¿1050.http-o122¿¿¿¿¿PDG_OBJECT
1074¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1075¿PDG_CALL¿¿1050¿1050.CALL->require-o123¿¿¿¿¿PDG_CALL
1076¿PDG_OBJECT¿¿0¿1050.fs-o124¿¿¿¿¿PDG_OBJECT
1077¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1078¿PDG_CALL¿¿1050¿1050.CALL->process.cwd-o125¿¿¿¿¿PDG_CALL
1079¿PDG_OBJECT¿¿0¿1050.cwd-o126¿¿¿¿¿PDG_OBJECT
1080¿PDG_CALL¿¿1050¿1050.CALL->require-o127¿¿¿¿¿PDG_CALL
1081¿PDG_OBJECT¿¿0¿1050.mime-o128¿¿¿¿¿PDG_OBJECT
1082¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1083¿PDG_OBJECT¿¿0¿1052.this-o129¿¿¿¿¿PDG_OBJECT
1084¿PDG_OBJECT¿¿0¿1052.options-o130¿¿¿¿¿PDG_OBJECT
1085¿PDG_OBJECT¿¿0¿1050.v97-o131¿¿¿¿¿PDG_OBJECT
1086¿PDG_OBJECT¿¿0¿1050.v98-o132¿¿¿¿¿PDG_OBJECT
1087¿PDG_OBJECT¿¿0¿1050.v98-o133¿¿¿¿¿PDG_OBJECT
1088¿PDG_OBJECT¿¿0¿1050.v98.start-o134¿¿¿¿¿PDG_OBJECT
1089¿PDG_OBJECT¿¿0¿1050.module-o135¿¿¿¿¿PDG_OBJECT
1090¿PDG_OBJECT¿¿0¿1050.module.exports-o136¿¿¿¿¿PDG_OBJECT
1091¿PDG_OBJECT¿¿0¿1052.v50-o137¿¿¿¿¿PDG_OBJECT
1092¿PDG_OBJECT¿¿0¿1052.options.port-o138¿¿¿¿¿PDG_OBJECT
1093¿PDG_OBJECT¿¿0¿1052.options-o139¿¿¿¿¿PDG_OBJECT
1094¿PDG_OBJECT¿¿0¿1052.options.port-o140¿¿¿¿¿PDG_OBJECT
1095¿PDG_OBJECT¿¿0¿1054.this-o141¿¿¿¿¿PDG_OBJECT
1096¿PDG_OBJECT¿¿0¿1054.request-o142¿¿¿¿¿PDG_OBJECT
1097¿PDG_OBJECT¿¿0¿1054.response-o143¿¿¿¿¿PDG_OBJECT
1098¿PDG_OBJECT¿¿0¿1052.v89-o144¿¿¿¿¿PDG_OBJECT
1099¿PDG_CALL¿¿1052¿1052.CALL->http.createServer-o145¿¿¿¿¿PDG_CALL
1100¿PDG_OBJECT¿¿0¿1052.v90-o146¿¿¿¿¿PDG_OBJECT
1101¿PDG_OBJECT¿¿0¿1052.this-o147¿¿¿¿¿PDG_OBJECT
1102¿PDG_OBJECT¿¿0¿1052.this.server-o148¿¿¿¿¿PDG_OBJECT
1103¿PDG_CALL¿¿1052¿1052.CALL->v91.listen-o149¿¿¿¿¿PDG_CALL
1104¿PDG_OBJECT¿¿0¿1052.v93-o150¿¿¿¿¿PDG_OBJECT
1105¿PDG_OBJECT¿¿0¿1052.v95-o151¿¿¿¿¿PDG_OBJECT
1106¿PDG_CALL¿¿1052¿1052.CALL->console.log-o152¿¿¿¿¿PDG_CALL
1107¿PDG_OBJECT¿¿0¿1052.v96-o153¿¿¿¿¿PDG_OBJECT
1108¿PDG_OBJECT¿¿0¿1054.request.url-o154¿¿¿¿¿PDG_OBJECT
1109¿PDG_CALL¿¿1054¿1054.CALL->v52.match-o155¿¿¿¿¿PDG_CALL
1110¿PDG_OBJECT¿¿0¿1054.match-o156¿¿¿¿¿PDG_OBJECT
1111¿PDG_OBJECT¿¿0¿1054.match.1-o157¿¿¿¿¿PDG_OBJECT
1112¿PDG_OBJECT¿¿0¿1054.filePath-o158¿¿¿¿¿PDG_OBJECT
1113¿PDG_CALL¿¿1054¿1054.CALL->filePath.match-o159¿¿¿¿¿PDG_CALL
1114¿PDG_OBJECT¿¿0¿1054.v54-o160¿¿¿¿¿PDG_OBJECT
1115¿PDG_OBJECT¿¿0¿1054.request.method-o161¿¿¿¿¿PDG_OBJECT
1116¿PDG_OBJECT¿¿0¿1054.v57-o162¿¿¿¿¿PDG_OBJECT
1117¿PDG_OBJECT¿¿0¿1054.v59-o163¿¿¿¿¿PDG_OBJECT
1118¿PDG_OBJECT¿¿0¿1054.filePath-o164¿¿¿¿¿PDG_OBJECT
1119¿PDG_CALL¿¿1054¿1054.CALL->fs.existsSync-o165¿¿¿¿¿PDG_CALL
1120¿PDG_OBJECT¿¿0¿1054.v60-o166¿¿¿¿¿PDG_OBJECT
1121¿PDG_CALL¿¿1054¿1054.CALL->fs.statSync-o167¿¿¿¿¿PDG_CALL
1122¿PDG_OBJECT¿¿0¿1054.stat-o168¿¿¿¿¿PDG_OBJECT
1123¿PDG_OBJECT¿¿0¿1054.stat.size-o169¿¿¿¿¿PDG_OBJECT
1124¿PDG_OBJECT¿¿0¿1054.headers-o170¿¿¿¿¿PDG_OBJECT
1125¿PDG_OBJECT¿¿0¿1054.headers-o171¿¿¿¿¿PDG_OBJECT
1126¿PDG_OBJECT¿¿0¿1054.headers."Content-Type"-o172¿¿¿¿¿PDG_OBJECT
1127¿PDG_OBJECT¿¿0¿1054.headers-o173¿¿¿¿¿PDG_OBJECT
1128¿PDG_OBJECT¿¿0¿1054.headers."Content-Length"-o174¿¿¿¿¿PDG_OBJECT
1129¿PDG_CALL¿¿1054¿1054.CALL->mime.lookup-o175¿¿¿¿¿PDG_CALL
1130¿PDG_OBJECT¿¿0¿1054.contentType-o176¿¿¿¿¿PDG_OBJECT
1131¿PDG_OBJECT¿¿0¿1054.headers-o177¿¿¿¿¿PDG_OBJECT
1132¿PDG_OBJECT¿¿0¿1054.headers.'Content-Type'-o178¿¿¿¿¿PDG_OBJECT
1133¿PDG_OBJECT¿¿0¿1054.options.cors-o179¿¿¿¿¿PDG_OBJECT
1134¿PDG_OBJECT¿¿0¿1054.headers-o180¿¿¿¿¿PDG_OBJECT
1135¿PDG_OBJECT¿¿0¿1054.headers.'Access-Control-Allow-Origin'-o181¿¿¿¿¿PDG_OBJECT
1136¿PDG_CALL¿¿1054¿1054.CALL->filePath.match-o182¿¿¿¿¿PDG_CALL
1137¿PDG_OBJECT¿¿0¿1054.v63-o183¿¿¿¿¿PDG_OBJECT
1138¿PDG_OBJECT¿¿0¿1054._headers-o184¿¿¿¿¿PDG_OBJECT
1139¿PDG_OBJECT¿¿0¿1060.this-o185¿¿¿¿¿PDG_OBJECT
1140¿PDG_OBJECT¿¿0¿1060.err-o186¿¿¿¿¿PDG_OBJECT
1141¿PDG_OBJECT¿¿0¿1060.data-o187¿¿¿¿¿PDG_OBJECT
1142¿PDG_OBJECT¿¿0¿1054.v76-o188¿¿¿¿¿PDG_OBJECT
1143¿PDG_CALL¿¿1054¿1054.CALL->fs.readFile-o189¿¿¿¿¿PDG_CALL
1144¿PDG_OBJECT¿¿0¿1054.v77-o190¿¿¿¿¿PDG_OBJECT
1145¿TAINT_SINK¿¿0¿readFile¿¿¿¿¿TAINT_SINK
1146¿PDG_CALL¿¿1054¿1054.CALL->response.writeHead-o191¿¿¿¿¿PDG_CALL
1147¿PDG_OBJECT¿¿0¿1054.v78-o192¿¿¿¿¿PDG_OBJECT
1148¿PDG_CALL¿¿1054¿1054.CALL->fs.createReadStream-o193¿¿¿¿¿PDG_CALL
1149¿PDG_OBJECT¿¿0¿1054.readStream-o194¿¿¿¿¿PDG_OBJECT
1150¿TAINT_SINK¿¿0¿createReadStream¿¿¿¿¿TAINT_SINK
1151¿PDG_OBJECT¿¿0¿1065.this-o195¿¿¿¿¿PDG_OBJECT
1152¿PDG_OBJECT¿¿0¿1065.data-o196¿¿¿¿¿PDG_OBJECT
1153¿PDG_OBJECT¿¿0¿1054.v80-o197¿¿¿¿¿PDG_OBJECT
1154¿PDG_CALL¿¿1054¿1054.CALL->readStream.on-o198¿¿¿¿¿PDG_CALL
1155¿PDG_OBJECT¿¿0¿1054.v81-o199¿¿¿¿¿PDG_OBJECT
1156¿PDG_OBJECT¿¿0¿1067.this-o200¿¿¿¿¿PDG_OBJECT
1157¿PDG_OBJECT¿¿0¿1054.v83-o201¿¿¿¿¿PDG_OBJECT
1158¿PDG_CALL¿¿1054¿1054.CALL->readStream.on-o202¿¿¿¿¿PDG_CALL
1159¿PDG_OBJECT¿¿0¿1054.v84-o203¿¿¿¿¿PDG_OBJECT
1160¿PDG_OBJECT¿¿0¿1054.v85-o204¿¿¿¿¿PDG_OBJECT
1161¿PDG_CALL¿¿1054¿1054.CALL->response.writeHead-o205¿¿¿¿¿PDG_CALL
1162¿PDG_OBJECT¿¿0¿1054.v86-o206¿¿¿¿¿PDG_OBJECT
1163¿PDG_CALL¿¿1054¿1054.CALL->response.write-o207¿¿¿¿¿PDG_CALL
1164¿PDG_OBJECT¿¿0¿1054.v87-o208¿¿¿¿¿PDG_OBJECT
1165¿TAINT_SINK¿¿0¿write¿¿¿¿¿TAINT_SINK
1166¿PDG_CALL¿¿1054¿1054.CALL->response.end-o209¿¿¿¿¿PDG_CALL
1167¿PDG_OBJECT¿¿0¿1054.v88-o210¿¿¿¿¿PDG_OBJECT
1168¿PDG_CALL¿¿1060¿1060.CALL->data.match-o211¿¿¿¿¿PDG_CALL
1169¿PDG_OBJECT¿¿0¿1060.match-o212¿¿¿¿¿PDG_OBJECT
1170¿PDG_OBJECT¿¿0¿1060.match.1-o213¿¿¿¿¿PDG_OBJECT
1171¿PDG_CALL¿¿1060¿1060.CALL->JSON.parse-o214¿¿¿¿¿PDG_CALL
1172¿PDG_OBJECT¿¿0¿1060.meta-o215¿¿¿¿¿PDG_OBJECT
1173¿PDG_OBJECT¿¿0¿1060.meta.code-o216¿¿¿¿¿PDG_OBJECT
1174¿PDG_OBJECT¿¿0¿1060.statusCode-o217¿¿¿¿¿PDG_OBJECT
1175¿PDG_OBJECT¿¿0¿1060.meta.headers-o218¿¿¿¿¿PDG_OBJECT
1176¿PDG_OBJECT¿¿0¿1060.v67-o219¿¿¿¿¿PDG_OBJECT
1177¿PDG_OBJECT¿¿0¿1060.match.2-o220¿¿¿¿¿PDG_OBJECT
1178¿PDG_OBJECT¿¿0¿1060.v68-o221¿¿¿¿¿PDG_OBJECT
1179¿PDG_OBJECT¿¿0¿1060.v69-o222¿¿¿¿¿PDG_OBJECT
1180¿PDG_OBJECT¿¿0¿1060.v70-o223¿¿¿¿¿PDG_OBJECT
1181¿PDG_CALL¿¿1060¿1060.CALL->console.log-o224¿¿¿¿¿PDG_CALL
1182¿PDG_OBJECT¿¿0¿1060.v71-o225¿¿¿¿¿PDG_OBJECT
1183¿PDG_OBJECT¿¿0¿1060.name-o226¿¿¿¿¿PDG_OBJECT
1184¿PDG_OBJECT¿¿0¿1060.name-o227¿¿¿¿¿PDG_OBJECT
1185¿PDG_OBJECT¿¿0¿1060._headers.*-o228¿¿¿¿¿PDG_OBJECT
1186¿PDG_OBJECT¿¿0¿1060.headers-o229¿¿¿¿¿PDG_OBJECT
1187¿PDG_OBJECT¿¿0¿1060.headers.*-o230¿¿¿¿¿PDG_OBJECT
1188¿PDG_CALL¿¿1060¿1060.CALL->response.writeHead-o231¿¿¿¿¿PDG_CALL
1189¿PDG_OBJECT¿¿0¿1060.v73-o232¿¿¿¿¿PDG_OBJECT
1190¿PDG_CALL¿¿1060¿1060.CALL->response.write-o233¿¿¿¿¿PDG_CALL
1191¿PDG_OBJECT¿¿0¿1060.v74-o234¿¿¿¿¿PDG_OBJECT
1192¿TAINT_SINK¿¿0¿write¿¿¿¿¿TAINT_SINK
1193¿PDG_CALL¿¿1060¿1060.CALL->response.end-o235¿¿¿¿¿PDG_CALL
1194¿PDG_OBJECT¿¿0¿1060.v75-o236¿¿¿¿¿PDG_OBJECT
1195¿PDG_CALL¿¿1065¿1065.CALL->response.write-o237¿¿¿¿¿PDG_CALL
1196¿PDG_OBJECT¿¿0¿1065.v79-o238¿¿¿¿¿PDG_OBJECT
1197¿TAINT_SINK¿¿0¿write¿¿¿¿¿TAINT_SINK
1198¿PDG_CALL¿¿1067¿1067.CALL->response.end-o239¿¿¿¿¿PDG_CALL
1199¿PDG_OBJECT¿¿0¿1067.v82-o240¿¿¿¿¿PDG_OBJECT
