Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
905¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":132,"column":237},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Program
1337¿Identifier¿¿1581¿default¿¿¿{"start":{"line":100,"column":119},"end":{"line":100,"column":126},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1338¿Identifier¿¿1581¿schema¿¿¿{"start":{"line":100,"column":127},"end":{"line":100,"column":133},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1339¿Identifier¿¿1581¿options¿¿¿{"start":{"line":100,"column":135},"end":{"line":100,"column":142},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1340¿IfStatement¿¿1581¿¿¿¿{"start":{"line":100,"column":16},"end":{"line":100,"column":143},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿IfStatement
1341¿Identifier¿¿1581¿v123¿¿¿¿¿Identifier
1342¿ExpressionStatement¿¿1581¿¿¿¿{"start":{"line":100,"column":16},"end":{"line":100,"column":143},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿ExpressionStatement
1343¿AssignmentExpression¿=¿1581¿¿¿¿{"start":{"line":100,"column":16},"end":{"line":100,"column":143},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿AssignmentExpression
1344¿Identifier¿¿1581¿_schema¿¿¿{"start":{"line":100,"column":6},"end":{"line":100,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1345¿Identifier¿¿1581¿v125¿¿¿¿¿Identifier
1346¿BlockStatement¿¿1581¿¿¿¿¿¿BlockStatement
1347¿ExpressionStatement¿¿1581¿¿¿¿{"start":{"line":100,"column":16},"end":{"line":100,"column":143},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿ExpressionStatement
1348¿AssignmentExpression¿=¿1581¿¿¿¿{"start":{"line":100,"column":16},"end":{"line":100,"column":143},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿AssignmentExpression
1349¿Identifier¿¿1581¿_schema¿¿¿{"start":{"line":100,"column":6},"end":{"line":100,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1350¿Identifier¿¿1581¿v126¿¿¿¿¿Identifier
1351¿BlockStatement¿¿1581¿¿¿¿¿¿BlockStatement
1352¿BlockStatement¿¿1581¿¿¿¿{"start":{"line":99,"column":11},"end":{"line":101,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿BlockStatement
1353¿VariableDeclarator¿¿1581¿v127¿¿¿{"start":{"line":103,"column":21},"end":{"line":103,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1354¿MemberExpression¿¿1581¿¿¿¿{"start":{"line":103,"column":21},"end":{"line":103,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1355¿Identifier¿¿1581¿req¿¿¿{"start":{"line":103,"column":21},"end":{"line":103,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1356¿Identifier¿¿1581¿query¿¿¿{"start":{"line":103,"column":25},"end":{"line":103,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1357¿VariableDeclarator¿¿1581¿v135¿¿¿{"start":{"line":103,"column":32},"end":{"line":113,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1358¿FunctionExpression¿¿1581¿anon¿¿¿{"start":{"line":103,"column":32},"end":{"line":113,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿FunctionExpression
1359¿Identifier¿¿0¿err¿¿¿{"start":{"line":103,"column":42},"end":{"line":103,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1360¿IfStatement¿¿1586¿¿¿¿{"start":{"line":104,"column":6},"end":{"line":108,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿IfStatement
1361¿Identifier¿¿1586¿err¿¿¿{"start":{"line":104,"column":10},"end":{"line":104,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1362¿VariableDeclarator¿¿1586¿v128¿¿¿{"start":{"line":105,"column":23},"end":{"line":105,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1363¿ObjectExpression¿¿1586¿¿¿¿¿¿ObjectExpression
1364¿ExpressionStatement¿¿1586¿¿¿¿{"start":{"line":105,"column":23},"end":{"line":105,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿ExpressionStatement
1365¿AssignmentExpression¿=¿1586¿¿¿¿{"start":{"line":105,"column":23},"end":{"line":105,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿AssignmentExpression
1366¿MemberExpression¿¿1586¿¿¿¿{"start":{"line":105,"column":23},"end":{"line":105,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1367¿Identifier¿¿1586¿v128¿¿¿¿¿Identifier
1368¿Identifier¿¿1586¿error¿¿¿{"start":{"line":105,"column":25},"end":{"line":105,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1369¿Identifier¿¿1586¿err¿¿¿{"start":{"line":105,"column":32},"end":{"line":105,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1370¿ExpressionStatement¿¿1586¿¿¿¿{"start":{"line":105,"column":8},"end":{"line":105,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿ExpressionStatement
1371¿AssignmentExpression¿=¿1586¿¿¿¿{"start":{"line":105,"column":8},"end":{"line":105,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿AssignmentExpression
1372¿MemberExpression¿¿1586¿¿¿¿{"start":{"line":105,"column":8},"end":{"line":105,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1373¿Identifier¿¿1586¿req¿¿¿{"start":{"line":105,"column":8},"end":{"line":105,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1374¿Identifier¿¿1586¿querymen¿¿¿{"start":{"line":105,"column":12},"end":{"line":105,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1375¿Identifier¿¿1586¿v128¿¿¿¿¿Identifier
1376¿VariableDeclarator¿¿1586¿v129¿¿¿{"start":{"line":106,"column":8},"end":{"line":106,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1377¿CallExpression¿¿1586¿¿¿¿{"start":{"line":106,"column":8},"end":{"line":106,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿CallExpression
1378¿MemberExpression¿¿1586¿¿¿¿{"start":{"line":106,"column":8},"end":{"line":106,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1379¿Identifier¿¿1586¿res¿¿¿{"start":{"line":106,"column":8},"end":{"line":106,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1380¿Identifier¿¿1586¿status¿¿¿{"start":{"line":106,"column":12},"end":{"line":106,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1381¿Literal¿number¿1586¿¿400¿¿{"start":{"line":106,"column":19},"end":{"line":106,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Literal
1382¿ExpressionStatement¿¿1586¿¿¿¿{"start":{"line":106,"column":8},"end":{"line":106,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿ExpressionStatement
1383¿Identifier¿¿1586¿v129¿¿¿¿¿Identifier
1384¿VariableDeclarator¿¿1586¿v130¿¿¿{"start":{"line":107,"column":20},"end":{"line":107,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1385¿MemberExpression¿¿1586¿¿¿¿{"start":{"line":107,"column":20},"end":{"line":107,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1386¿Identifier¿¿1586¿err¿¿¿{"start":{"line":107,"column":20},"end":{"line":107,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1387¿Identifier¿¿1586¿message¿¿¿{"start":{"line":107,"column":24},"end":{"line":107,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1388¿VariableDeclarator¿¿1586¿v131¿¿¿{"start":{"line":107,"column":15},"end":{"line":107,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1389¿CallExpression¿¿1586¿¿¿¿{"start":{"line":107,"column":15},"end":{"line":107,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿CallExpression
1390¿Identifier¿¿1586¿next¿¿¿{"start":{"line":107,"column":15},"end":{"line":107,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1391¿Identifier¿¿1586¿v130¿¿¿¿¿Identifier
1392¿ReturnStatement¿¿1586¿¿¿¿{"start":{"line":107,"column":8},"end":{"line":107,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿ReturnStatement
1393¿Identifier¿¿1586¿v131¿¿¿¿¿Identifier
1394¿BlockStatement¿¿1586¿¿¿¿{"start":{"line":104,"column":15},"end":{"line":108,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿BlockStatement
1395¿VariableDeclarator¿¿1586¿v132¿¿¿{"start":{"line":110,"column":6},"end":{"line":110,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1396¿CallExpression¿¿1586¿¿¿¿{"start":{"line":110,"column":21},"end":{"line":110,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿CallExpression
1397¿MemberExpression¿¿1586¿¿¿¿{"start":{"line":110,"column":21},"end":{"line":110,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1398¿Identifier¿¿1586¿_schema¿¿¿{"start":{"line":110,"column":21},"end":{"line":110,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1399¿Identifier¿¿1586¿parse¿¿¿{"start":{"line":110,"column":29},"end":{"line":110,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1400¿ExpressionStatement¿¿1586¿¿¿¿{"start":{"line":110,"column":6},"end":{"line":110,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿ExpressionStatement
1401¿AssignmentExpression¿=¿1586¿¿¿¿{"start":{"line":110,"column":6},"end":{"line":110,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿AssignmentExpression
1402¿MemberExpression¿¿1586¿¿¿¿{"start":{"line":110,"column":6},"end":{"line":110,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1403¿Identifier¿¿1586¿req¿¿¿{"start":{"line":110,"column":6},"end":{"line":110,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1404¿Identifier¿¿1586¿querymen¿¿¿{"start":{"line":110,"column":10},"end":{"line":110,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1405¿Identifier¿¿1586¿v132¿¿¿¿¿Identifier
1406¿VariableDeclarator¿¿1586¿v133¿¿¿{"start":{"line":111,"column":6},"end":{"line":111,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1407¿MemberExpression¿¿1586¿¿¿¿{"start":{"line":111,"column":6},"end":{"line":111,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1408¿Identifier¿¿1586¿req¿¿¿{"start":{"line":111,"column":6},"end":{"line":111,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1409¿Identifier¿¿1586¿querymen¿¿¿{"start":{"line":111,"column":10},"end":{"line":111,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1410¿ExpressionStatement¿¿1586¿¿¿¿{"start":{"line":111,"column":6},"end":{"line":111,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿ExpressionStatement
1411¿AssignmentExpression¿=¿1586¿¿¿¿{"start":{"line":111,"column":6},"end":{"line":111,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿AssignmentExpression
1412¿MemberExpression¿¿1586¿¿¿¿{"start":{"line":111,"column":6},"end":{"line":111,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1413¿Identifier¿¿1586¿v133¿¿¿¿¿Identifier
1414¿Identifier¿¿1586¿schema¿¿¿{"start":{"line":111,"column":19},"end":{"line":111,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1415¿Identifier¿¿1586¿_schema¿¿¿{"start":{"line":111,"column":28},"end":{"line":111,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1416¿VariableDeclarator¿¿1586¿v134¿¿¿{"start":{"line":112,"column":6},"end":{"line":112,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1417¿CallExpression¿¿1586¿¿¿¿{"start":{"line":112,"column":6},"end":{"line":112,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿CallExpression
1418¿Identifier¿¿1586¿next¿¿¿{"start":{"line":112,"column":6},"end":{"line":112,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1419¿ExpressionStatement¿¿1586¿¿¿¿{"start":{"line":112,"column":6},"end":{"line":112,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿ExpressionStatement
1420¿Identifier¿¿1586¿v134¿¿¿¿¿Identifier
1421¿BlockStatement¿¿1586¿¿¿¿{"start":{"line":103,"column":47},"end":{"line":113,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿BlockStatement
1422¿VariableDeclarator¿¿1581¿v136¿¿¿{"start":{"line":103,"column":4},"end":{"line":113,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1423¿CallExpression¿¿1581¿¿¿¿{"start":{"line":103,"column":4},"end":{"line":113,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿CallExpression
1424¿MemberExpression¿¿1581¿¿¿¿{"start":{"line":103,"column":4},"end":{"line":103,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1425¿Identifier¿¿1581¿_schema¿¿¿{"start":{"line":103,"column":4},"end":{"line":103,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1426¿Identifier¿¿1581¿validate¿¿¿{"start":{"line":103,"column":12},"end":{"line":103,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1427¿Identifier¿¿1581¿v127¿¿¿¿¿Identifier
1428¿Identifier¿¿1581¿v135¿¿¿¿¿Identifier
1429¿ExpressionStatement¿¿1581¿¿¿¿{"start":{"line":103,"column":4},"end":{"line":113,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿ExpressionStatement
1430¿Identifier¿¿1581¿v136¿¿¿¿¿Identifier
1431¿BlockStatement¿¿1581¿¿¿¿{"start":{"line":93,"column":35},"end":{"line":114,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿BlockStatement
1432¿ReturnStatement¿¿1579¿¿¿¿{"start":{"line":93,"column":2},"end":{"line":114,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿ReturnStatement
1433¿Identifier¿¿1579¿v137¿¿¿¿¿Identifier
1434¿BlockStatement¿¿1579¿¿¿¿{"start":{"line":92,"column":37},"end":{"line":115,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿BlockStatement
1435¿VariableDeclarator¿exported¿1565¿errorHandler¿¿¿{"start":{"line":122,"column":0},"end":{"line":130,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1436¿FunctionExpression¿¿1565¿anon¿¿¿{"start":{"line":122,"column":0},"end":{"line":130,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿FunctionExpression
1437¿VariableDeclarator¿¿1589¿v147¿¿¿{"start":{"line":123,"column":9},"end":{"line":129,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1438¿FunctionExpression¿¿1589¿anon¿¿¿{"start":{"line":123,"column":9},"end":{"line":129,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿FunctionExpression
1439¿Identifier¿¿0¿err¿¿¿{"start":{"line":123,"column":19},"end":{"line":123,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1440¿Identifier¿¿0¿req¿¿¿{"start":{"line":123,"column":24},"end":{"line":123,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1441¿Identifier¿¿0¿res¿¿¿{"start":{"line":123,"column":29},"end":{"line":123,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1442¿Identifier¿¿0¿next¿¿¿{"start":{"line":123,"column":34},"end":{"line":123,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1443¿VariableDeclarator¿¿1591¿v138¿¿¿{"start":{"line":124,"column":8},"end":{"line":124,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1444¿MemberExpression¿¿1591¿¿¿¿{"start":{"line":124,"column":8},"end":{"line":124,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1445¿Identifier¿¿1591¿req¿¿¿{"start":{"line":124,"column":8},"end":{"line":124,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1446¿Identifier¿¿1591¿querymen¿¿¿{"start":{"line":124,"column":12},"end":{"line":124,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1447¿VariableDeclarator¿¿1591¿v139¿¿¿{"start":{"line":124,"column":24},"end":{"line":124,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1448¿MemberExpression¿¿1591¿¿¿¿{"start":{"line":124,"column":24},"end":{"line":124,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1449¿Identifier¿¿1591¿req¿¿¿{"start":{"line":124,"column":24},"end":{"line":124,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1450¿Identifier¿¿1591¿querymen¿¿¿{"start":{"line":124,"column":28},"end":{"line":124,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1451¿VariableDeclarator¿¿1591¿v140¿¿¿{"start":{"line":124,"column":24},"end":{"line":124,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1452¿MemberExpression¿¿1591¿¿¿¿{"start":{"line":124,"column":24},"end":{"line":124,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1453¿Identifier¿¿1591¿v139¿¿¿¿¿Identifier
1454¿Identifier¿¿1591¿error¿¿¿{"start":{"line":124,"column":37},"end":{"line":124,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1455¿VariableDeclarator¿¿1591¿v141¿¿¿{"start":{"line":124,"column":8},"end":{"line":124,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1456¿LogicalExpression¿&&¿1591¿¿¿¿{"start":{"line":124,"column":8},"end":{"line":124,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿LogicalExpression
1457¿Identifier¿¿1591¿v138¿¿¿¿¿Identifier
1458¿Identifier¿¿1591¿v140¿¿¿¿¿Identifier
1459¿IfStatement¿¿1591¿¿¿¿{"start":{"line":124,"column":4},"end":{"line":128,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿IfStatement
1460¿Identifier¿¿1591¿v141¿¿¿¿¿Identifier
1461¿VariableDeclarator¿¿1591¿v142¿¿¿{"start":{"line":125,"column":6},"end":{"line":125,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1462¿CallExpression¿¿1591¿¿¿¿{"start":{"line":125,"column":6},"end":{"line":125,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿CallExpression
1463¿MemberExpression¿¿1591¿¿¿¿{"start":{"line":125,"column":6},"end":{"line":125,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1464¿Identifier¿¿1591¿res¿¿¿{"start":{"line":125,"column":6},"end":{"line":125,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1465¿Identifier¿¿1591¿status¿¿¿{"start":{"line":125,"column":10},"end":{"line":125,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1466¿Literal¿number¿1591¿¿400¿¿{"start":{"line":125,"column":17},"end":{"line":125,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Literal
1467¿VariableDeclarator¿¿1591¿v143¿¿¿{"start":{"line":125,"column":27},"end":{"line":125,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1468¿MemberExpression¿¿1591¿¿¿¿{"start":{"line":125,"column":27},"end":{"line":125,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1469¿Identifier¿¿1591¿req¿¿¿{"start":{"line":125,"column":27},"end":{"line":125,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1470¿Identifier¿¿1591¿querymen¿¿¿{"start":{"line":125,"column":31},"end":{"line":125,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1471¿VariableDeclarator¿¿1591¿v144¿¿¿{"start":{"line":125,"column":27},"end":{"line":125,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1472¿MemberExpression¿¿1591¿¿¿¿{"start":{"line":125,"column":27},"end":{"line":125,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1473¿Identifier¿¿1591¿v143¿¿¿¿¿Identifier
1474¿Identifier¿¿1591¿error¿¿¿{"start":{"line":125,"column":40},"end":{"line":125,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1475¿VariableDeclarator¿¿1591¿v145¿¿¿{"start":{"line":125,"column":6},"end":{"line":125,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1476¿CallExpression¿¿1591¿¿¿¿{"start":{"line":125,"column":6},"end":{"line":125,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿CallExpression
1477¿MemberExpression¿¿1591¿¿¿¿{"start":{"line":125,"column":6},"end":{"line":125,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1478¿Identifier¿¿1591¿v142¿¿¿¿¿Identifier
1479¿Identifier¿¿1591¿json¿¿¿{"start":{"line":125,"column":22},"end":{"line":125,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1480¿Identifier¿¿1591¿v144¿¿¿¿¿Identifier
1481¿ExpressionStatement¿¿1591¿¿¿¿{"start":{"line":125,"column":6},"end":{"line":125,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿ExpressionStatement
1482¿Identifier¿¿1591¿v145¿¿¿¿¿Identifier
1483¿BlockStatement¿¿1591¿¿¿¿{"start":{"line":124,"column":44},"end":{"line":126,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿BlockStatement
1484¿VariableDeclarator¿¿1591¿v146¿¿¿{"start":{"line":127,"column":6},"end":{"line":127,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
