Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
983¿Program¿¿-1¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":139,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Program
1410¿Identifier¿¿1719¿res¿¿¿{"start":{"line":75,"column":23},"end":{"line":75,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1411¿ReturnStatement¿¿1719¿¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ReturnStatement
1412¿Identifier¿¿1719¿v139¿¿¿¿¿Identifier
1413¿BlockStatement¿¿1719¿¿¿¿{"start":{"line":74,"column":16},"end":{"line":76,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿BlockStatement
1414¿VariableDeclarator¿¿1719¿v140¿¿¿{"start":{"line":77,"column":6},"end":{"line":77,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1415¿CallExpression¿¿1719¿¿¿¿{"start":{"line":77,"column":6},"end":{"line":77,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1416¿MemberExpression¿¿1719¿¿¿¿{"start":{"line":77,"column":6},"end":{"line":77,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1417¿Identifier¿¿1719¿res¿¿¿{"start":{"line":77,"column":6},"end":{"line":77,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1418¿Identifier¿¿1719¿setHeader¿¿¿{"start":{"line":77,"column":10},"end":{"line":77,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1419¿Literal¿string¿1719¿¿'content-type'¿¿{"start":{"line":77,"column":20},"end":{"line":77,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Literal
1420¿Literal¿string¿1719¿¿'text/html'¿¿{"start":{"line":77,"column":36},"end":{"line":77,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Literal
1421¿ExpressionStatement¿¿1719¿¿¿¿{"start":{"line":77,"column":6},"end":{"line":77,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ExpressionStatement
1422¿Identifier¿¿1719¿v140¿¿¿¿¿Identifier
1423¿VariableDeclarator¿¿1719¿v141¿¿¿{"start":{"line":78,"column":6},"end":{"line":78,"column":119},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1424¿CallExpression¿¿1719¿¿¿¿{"start":{"line":78,"column":6},"end":{"line":78,"column":119},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1425¿MemberExpression¿¿1719¿¿¿¿{"start":{"line":78,"column":6},"end":{"line":78,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1426¿Identifier¿¿1719¿res¿¿¿{"start":{"line":78,"column":6},"end":{"line":78,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1427¿Identifier¿¿1719¿end¿¿¿{"start":{"line":78,"column":10},"end":{"line":78,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1428¿Literal¿string¿1719¿¿'<!doctype html><head><meta charset='utf-8'></head><body><script src='index.js'></script></body></html>'¿¿{"start":{"line":78,"column":14},"end":{"line":78,"column":118},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Literal
1429¿ExpressionStatement¿¿1719¿¿¿¿{"start":{"line":78,"column":6},"end":{"line":78,"column":120},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ExpressionStatement
1430¿Identifier¿¿1719¿v141¿¿¿¿¿Identifier
1431¿BlockStatement¿¿1719¿¿¿¿{"start":{"line":76,"column":11},"end":{"line":79,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿BlockStatement
1432¿BlockStatement¿¿1719¿¿¿¿{"start":{"line":73,"column":43},"end":{"line":80,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿BlockStatement
1433¿VariableDeclarator¿¿1717¿v143¿¿¿{"start":{"line":73,"column":2},"end":{"line":80,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1434¿CallExpression¿¿1717¿¿¿¿{"start":{"line":73,"column":2},"end":{"line":80,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1435¿MemberExpression¿¿1717¿¿¿¿{"start":{"line":73,"column":2},"end":{"line":73,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1436¿Identifier¿¿1717¿fs¿¿¿{"start":{"line":73,"column":2},"end":{"line":73,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1437¿Identifier¿¿1717¿exists¿¿¿{"start":{"line":73,"column":5},"end":{"line":73,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1438¿Literal¿string¿1717¿¿'index.html'¿¿{"start":{"line":73,"column":12},"end":{"line":73,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Literal
1439¿Identifier¿¿1717¿v142¿¿¿¿¿Identifier
1440¿ExpressionStatement¿¿1717¿¿¿¿{"start":{"line":73,"column":2},"end":{"line":80,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ExpressionStatement
1441¿Identifier¿¿1717¿v143¿¿¿¿¿Identifier
1442¿BlockStatement¿¿1717¿¿¿¿{"start":{"line":72,"column":25},"end":{"line":81,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿BlockStatement
1443¿VariableDeclarator¿¿1700¿watch¿¿¿{"start":{"line":83,"column":0},"end":{"line":111,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1444¿FunctionExpression¿¿1700¿anon¿¿¿{"start":{"line":83,"column":0},"end":{"line":111,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿FunctionExpression
1445¿Identifier¿¿0¿req¿¿¿{"start":{"line":83,"column":15},"end":{"line":83,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1446¿Identifier¿¿0¿res¿¿¿{"start":{"line":83,"column":20},"end":{"line":83,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1447¿VariableDeclarator¿¿1722¿v144¿¿¿{"start":{"line":84,"column":1},"end":{"line":84,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1448¿CallExpression¿¿1722¿¿¿¿{"start":{"line":84,"column":1},"end":{"line":84,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1449¿MemberExpression¿¿1722¿¿¿¿{"start":{"line":84,"column":1},"end":{"line":84,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1450¿Identifier¿¿1722¿req¿¿¿{"start":{"line":84,"column":1},"end":{"line":84,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1451¿Identifier¿¿1722¿setTimeout¿¿¿{"start":{"line":84,"column":5},"end":{"line":84,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1452¿Identifier¿¿1722¿Infinity¿¿¿{"start":{"line":84,"column":16},"end":{"line":84,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1453¿ExpressionStatement¿¿1722¿¿¿¿{"start":{"line":84,"column":1},"end":{"line":84,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ExpressionStatement
1454¿Identifier¿¿1722¿v144¿¿¿¿¿Identifier
1455¿VariableDeclarator¿¿1722¿v145¿¿¿{"start":{"line":86,"column":21},"end":{"line":90,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1456¿ObjectExpression¿¿1722¿¿¿¿{"start":{"line":86,"column":21},"end":{"line":90,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ObjectExpression
1457¿Property¿¿1722¿¿¿¿{"start":{"line":87,"column":4},"end":{"line":87,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Property
1458¿Literal¿string¿1722¿¿'Content-Type'¿¿{"start":{"line":87,"column":4},"end":{"line":87,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Literal
1459¿Literal¿string¿1722¿¿'text/event-stream'¿¿{"start":{"line":87,"column":20},"end":{"line":87,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Literal
1460¿Property¿¿1722¿¿¿¿{"start":{"line":88,"column":4},"end":{"line":88,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Property
1461¿Literal¿string¿1722¿¿'Cache-Control'¿¿{"start":{"line":88,"column":4},"end":{"line":88,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Literal
1462¿Literal¿string¿1722¿¿'no-cache'¿¿{"start":{"line":88,"column":21},"end":{"line":88,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Literal
1463¿Property¿¿1722¿¿¿¿{"start":{"line":89,"column":4},"end":{"line":89,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Property
1464¿Literal¿string¿1722¿¿'Connection'¿¿{"start":{"line":89,"column":4},"end":{"line":89,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Literal
1465¿Literal¿string¿1722¿¿'keep-alive'¿¿{"start":{"line":89,"column":18},"end":{"line":89,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Literal
1466¿VariableDeclarator¿¿1722¿v146¿¿¿{"start":{"line":86,"column":2},"end":{"line":90,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1467¿CallExpression¿¿1722¿¿¿¿{"start":{"line":86,"column":2},"end":{"line":90,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1468¿MemberExpression¿¿1722¿¿¿¿{"start":{"line":86,"column":2},"end":{"line":86,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1469¿Identifier¿¿1722¿res¿¿¿{"start":{"line":86,"column":2},"end":{"line":86,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1470¿Identifier¿¿1722¿writeHead¿¿¿{"start":{"line":86,"column":6},"end":{"line":86,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1471¿Literal¿number¿1722¿¿200¿¿{"start":{"line":86,"column":16},"end":{"line":86,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Literal
1472¿Identifier¿¿1722¿v145¿¿¿¿¿Identifier
1473¿ExpressionStatement¿¿1722¿¿¿¿{"start":{"line":86,"column":2},"end":{"line":90,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ExpressionStatement
1474¿Identifier¿¿1722¿v146¿¿¿¿¿Identifier
1475¿VariableDeclarator¿¿1722¿v147¿¿¿{"start":{"line":92,"column":2},"end":{"line":92,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1476¿CallExpression¿¿1722¿¿¿¿{"start":{"line":92,"column":2},"end":{"line":92,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1477¿MemberExpression¿¿1722¿¿¿¿{"start":{"line":92,"column":2},"end":{"line":92,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1478¿Identifier¿¿1722¿res¿¿¿{"start":{"line":92,"column":2},"end":{"line":92,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1479¿Identifier¿¿1722¿write¿¿¿{"start":{"line":92,"column":6},"end":{"line":92,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1480¿Literal¿string¿1722¿¿'\n'¿¿{"start":{"line":92,"column":12},"end":{"line":92,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Literal
1481¿ExpressionStatement¿¿1722¿¿¿¿{"start":{"line":92,"column":2},"end":{"line":92,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ExpressionStatement
1482¿Identifier¿¿1722¿v147¿¿¿¿¿Identifier
1483¿VariableDeclarator¿¿1722¿listener¿¿¿{"start":{"line":93,"column":6},"end":{"line":105,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1484¿FunctionExpression¿¿1722¿anon¿¿¿{"start":{"line":93,"column":17},"end":{"line":105,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿FunctionExpression
1485¿Identifier¿¿0¿filename¿¿¿{"start":{"line":93,"column":26},"end":{"line":93,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1486¿VariableDeclarator¿¿1724¿v148¿¿¿{"start":{"line":95,"column":8},"end":{"line":95,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1487¿MemberExpression¿computed¿1724¿¿¿¿{"start":{"line":95,"column":8},"end":{"line":95,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1488¿Identifier¿¿1724¿filename¿¿¿{"start":{"line":95,"column":8},"end":{"line":95,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1489¿Literal¿number¿1724¿¿0¿¿{"start":{"line":95,"column":17},"end":{"line":95,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Literal
1490¿VariableDeclarator¿¿1724¿v149¿¿¿{"start":{"line":95,"column":8},"end":{"line":95,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1491¿BinaryExpression¿==¿1724¿¿¿¿{"start":{"line":95,"column":8},"end":{"line":95,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿BinaryExpression
1492¿Identifier¿¿1724¿v148¿¿¿¿¿Identifier
1493¿Literal¿string¿1724¿¿'.'¿¿{"start":{"line":95,"column":23},"end":{"line":95,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Literal
1494¿IfStatement¿¿1724¿¿¿¿{"start":{"line":95,"column":4},"end":{"line":97,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿IfStatement
1495¿Identifier¿¿1724¿v149¿¿¿¿¿Identifier
1496¿ReturnStatement¿¿1724¿¿¿¿{"start":{"line":96,"column":6},"end":{"line":96,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ReturnStatement
1497¿BlockStatement¿¿1724¿¿¿¿{"start":{"line":95,"column":28},"end":{"line":97,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿BlockStatement
1498¿VariableDeclarator¿¿1724¿v150¿¿¿{"start":{"line":100,"column":8},"end":{"line":100,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1499¿CallExpression¿¿1724¿¿¿¿{"start":{"line":100,"column":8},"end":{"line":100,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1500¿MemberExpression¿¿1724¿¿¿¿{"start":{"line":100,"column":8},"end":{"line":100,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1501¿Identifier¿¿1724¿path¿¿¿{"start":{"line":100,"column":8},"end":{"line":100,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1502¿Identifier¿¿1724¿extname¿¿¿{"start":{"line":100,"column":13},"end":{"line":100,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1503¿Identifier¿¿1724¿filename¿¿¿{"start":{"line":100,"column":21},"end":{"line":100,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1504¿VariableDeclarator¿¿1724¿v151¿¿¿{"start":{"line":100,"column":8},"end":{"line":100,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1505¿BinaryExpression¿==¿1724¿¿¿¿{"start":{"line":100,"column":8},"end":{"line":100,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿BinaryExpression
1506¿Identifier¿¿1724¿v150¿¿¿¿¿Identifier
1507¿Literal¿string¿1724¿¿'.js'¿¿{"start":{"line":100,"column":34},"end":{"line":100,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Literal
1508¿IfStatement¿¿1724¿¿¿¿{"start":{"line":100,"column":4},"end":{"line":102,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿IfStatement
1509¿Identifier¿¿1724¿v151¿¿¿¿¿Identifier
1510¿ExpressionStatement¿¿1724¿¿¿¿{"start":{"line":101,"column":6},"end":{"line":101,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ExpressionStatement
1511¿AssignmentExpression¿=¿1724¿¿¿¿{"start":{"line":101,"column":6},"end":{"line":101,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿AssignmentExpression
1512¿Identifier¿¿1724¿filename¿¿¿{"start":{"line":101,"column":6},"end":{"line":101,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1513¿Literal¿string¿1724¿¿'index.js'¿¿{"start":{"line":101,"column":17},"end":{"line":101,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Literal
1514¿BlockStatement¿¿1724¿¿¿¿{"start":{"line":100,"column":41},"end":{"line":102,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿BlockStatement
1515¿VariableDeclarator¿¿1724¿v152¿¿¿{"start":{"line":104,"column":14},"end":{"line":104,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1516¿BinaryExpression¿+¿1724¿¿¿¿{"start":{"line":104,"column":14},"end":{"line":104,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿BinaryExpression
1517¿Literal¿string¿1724¿¿'data: '¿¿{"start":{"line":104,"column":14},"end":{"line":104,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Literal
1518¿Identifier¿¿1724¿filename¿¿¿{"start":{"line":104,"column":25},"end":{"line":104,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1519¿VariableDeclarator¿¿1724¿v153¿¿¿{"start":{"line":104,"column":14},"end":{"line":104,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1520¿BinaryExpression¿+¿1724¿¿¿¿{"start":{"line":104,"column":14},"end":{"line":104,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿BinaryExpression
1521¿Identifier¿¿1724¿v152¿¿¿¿¿Identifier
1522¿Literal¿string¿1724¿¿'\n\n'¿¿{"start":{"line":104,"column":36},"end":{"line":104,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Literal
1523¿VariableDeclarator¿¿1724¿v154¿¿¿{"start":{"line":104,"column":4},"end":{"line":104,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1524¿CallExpression¿¿1724¿¿¿¿{"start":{"line":104,"column":4},"end":{"line":104,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1525¿MemberExpression¿¿1724¿¿¿¿{"start":{"line":104,"column":4},"end":{"line":104,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1526¿Identifier¿¿1724¿res¿¿¿{"start":{"line":104,"column":4},"end":{"line":104,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1527¿Identifier¿¿1724¿write¿¿¿{"start":{"line":104,"column":8},"end":{"line":104,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1528¿Identifier¿¿1724¿v153¿¿¿¿¿Identifier
1529¿ExpressionStatement¿¿1724¿¿¿¿{"start":{"line":104,"column":4},"end":{"line":104,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ExpressionStatement
1530¿Identifier¿¿1724¿v154¿¿¿¿¿Identifier
1531¿BlockStatement¿¿1724¿¿¿¿{"start":{"line":93,"column":36},"end":{"line":105,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿BlockStatement
1532¿VariableDeclarator¿¿1722¿v155¿¿¿{"start":{"line":107,"column":2},"end":{"line":107,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1533¿CallExpression¿¿1722¿¿¿¿{"start":{"line":107,"column":2},"end":{"line":107,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1534¿MemberExpression¿¿1722¿¿¿¿{"start":{"line":107,"column":2},"end":{"line":107,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1535¿Identifier¿¿1722¿watcher¿¿¿{"start":{"line":107,"column":2},"end":{"line":107,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1536¿Identifier¿¿1722¿on¿¿¿{"start":{"line":107,"column":10},"end":{"line":107,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1537¿Literal¿string¿1722¿¿'change'¿¿{"start":{"line":107,"column":13},"end":{"line":107,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Literal
1538¿Identifier¿¿1722¿listener¿¿¿{"start":{"line":107,"column":23},"end":{"line":107,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1539¿ExpressionStatement¿¿1722¿¿¿¿{"start":{"line":107,"column":2},"end":{"line":107,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ExpressionStatement
1540¿Identifier¿¿1722¿v155¿¿¿¿¿Identifier
1541¿VariableDeclarator¿¿1722¿v157¿¿¿{"start":{"line":108,"column":18},"end":{"line":110,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1542¿FunctionExpression¿¿1722¿anon¿¿¿{"start":{"line":108,"column":18},"end":{"line":110,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿FunctionExpression
1543¿VariableDeclarator¿¿1728¿v156¿¿¿{"start":{"line":109,"column":4},"end":{"line":109,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1544¿CallExpression¿¿1728¿¿¿¿{"start":{"line":109,"column":4},"end":{"line":109,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1545¿MemberExpression¿¿1728¿¿¿¿{"start":{"line":109,"column":4},"end":{"line":109,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1546¿Identifier¿¿1728¿watcher¿¿¿{"start":{"line":109,"column":4},"end":{"line":109,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1547¿Identifier¿¿1728¿removeListener¿¿¿{"start":{"line":109,"column":12},"end":{"line":109,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1548¿Literal¿string¿1728¿¿'change'¿¿{"start":{"line":109,"column":27},"end":{"line":109,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Literal
1549¿Identifier¿¿1728¿listener¿¿¿{"start":{"line":109,"column":37},"end":{"line":109,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1550¿ExpressionStatement¿¿1728¿¿¿¿{"start":{"line":109,"column":4},"end":{"line":109,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ExpressionStatement
1551¿Identifier¿¿1728¿v156¿¿¿¿¿Identifier
1552¿BlockStatement¿¿1728¿¿¿¿{"start":{"line":108,"column":29},"end":{"line":110,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿BlockStatement
