Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
753¿Program¿¿-1¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":173,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Program
1179¿MemberExpression¿computed¿1313¿¿¿¿{"start":{"line":157,"column":4},"end":{"line":157,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿MemberExpression
1180¿Identifier¿¿1313¿ranges¿¿¿{"start":{"line":157,"column":4},"end":{"line":157,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1181¿Identifier¿¿1313¿v117¿¿¿¿¿Identifier
1182¿ExpressionStatement¿¿1313¿¿¿¿{"start":{"line":157,"column":4},"end":{"line":157,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿ExpressionStatement
1183¿AssignmentExpression¿=¿1313¿¿¿¿{"start":{"line":157,"column":4},"end":{"line":157,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿AssignmentExpression
1184¿MemberExpression¿computed¿1313¿¿¿¿{"start":{"line":157,"column":4},"end":{"line":157,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿MemberExpression
1185¿Identifier¿¿1313¿v118¿¿¿¿¿Identifier
1186¿Literal¿number¿1313¿¿1¿¿{"start":{"line":157,"column":30},"end":{"line":157,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Literal
1187¿Identifier¿¿1313¿Infinity¿¿¿{"start":{"line":157,"column":35},"end":{"line":157,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1188¿VariableDeclarator¿¿1313¿v124¿¿¿{"start":{"line":159,"column":21},"end":{"line":169,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿VariableDeclarator
1189¿ArrowFunctionExpression¿¿1313¿¿¿¿{"start":{"line":159,"column":21},"end":{"line":169,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿ArrowFunctionExpression
1190¿Identifier¿¿0¿line¿¿¿{"start":{"line":159,"column":21},"end":{"line":159,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1191¿VariableDeclarator¿¿1321¿row¿¿¿{"start":{"line":160,"column":12},"end":{"line":160,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿VariableDeclarator
1192¿ObjectExpression¿¿1321¿¿¿¿¿¿ObjectExpression
1193¿VariableDeclarator¿¿1321¿v122¿¿¿{"start":{"line":161,"column":21},"end":{"line":166,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿VariableDeclarator
1194¿ArrowFunctionExpression¿¿1321¿¿¿¿{"start":{"line":161,"column":21},"end":{"line":166,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿ArrowFunctionExpression
1195¿Identifier¿¿0¿r¿¿¿{"start":{"line":161,"column":22},"end":{"line":161,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1196¿Identifier¿¿0¿i¿¿¿{"start":{"line":161,"column":25},"end":{"line":161,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1197¿VariableDeclarator¿¿1323¿key¿¿¿{"start":{"line":162,"column":14},"end":{"line":162,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿VariableDeclarator
1198¿MemberExpression¿computed¿1323¿¿¿¿{"start":{"line":162,"column":20},"end":{"line":162,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿MemberExpression
1199¿Identifier¿¿1323¿headers¿¿¿{"start":{"line":162,"column":20},"end":{"line":162,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1200¿Identifier¿¿1323¿i¿¿¿{"start":{"line":162,"column":28},"end":{"line":162,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1201¿VariableDeclarator¿¿1323¿v119¿¿¿{"start":{"line":163,"column":37},"end":{"line":163,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿VariableDeclarator
1202¿MemberExpression¿computed¿1323¿¿¿¿{"start":{"line":163,"column":37},"end":{"line":163,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿MemberExpression
1203¿Identifier¿¿1323¿r¿¿¿{"start":{"line":163,"column":37},"end":{"line":163,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1204¿Literal¿number¿1323¿¿0¿¿{"start":{"line":163,"column":39},"end":{"line":163,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Literal
1205¿VariableDeclarator¿¿1323¿v120¿¿¿{"start":{"line":163,"column":43},"end":{"line":163,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿VariableDeclarator
1206¿MemberExpression¿computed¿1323¿¿¿¿{"start":{"line":163,"column":43},"end":{"line":163,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿MemberExpression
1207¿Identifier¿¿1323¿r¿¿¿{"start":{"line":163,"column":43},"end":{"line":163,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1208¿Literal¿number¿1323¿¿1¿¿{"start":{"line":163,"column":45},"end":{"line":163,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Literal
1209¿VariableDeclarator¿¿1323¿v121¿¿¿{"start":{"line":163,"column":22},"end":{"line":163,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿VariableDeclarator
1210¿CallExpression¿¿1323¿¿¿¿{"start":{"line":163,"column":22},"end":{"line":163,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿CallExpression
1211¿MemberExpression¿¿1323¿¿¿¿{"start":{"line":163,"column":22},"end":{"line":163,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿MemberExpression
1212¿Identifier¿¿1323¿line¿¿¿{"start":{"line":163,"column":22},"end":{"line":163,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1213¿Identifier¿¿1323¿substring¿¿¿{"start":{"line":163,"column":27},"end":{"line":163,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1214¿Identifier¿¿1323¿v119¿¿¿¿¿Identifier
1215¿Identifier¿¿1323¿v120¿¿¿¿¿Identifier
1216¿VariableDeclarator¿¿1323¿value¿¿¿{"start":{"line":163,"column":14},"end":{"line":163,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿VariableDeclarator
1217¿CallExpression¿¿1323¿¿¿¿{"start":{"line":163,"column":22},"end":{"line":163,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿CallExpression
1218¿MemberExpression¿¿1323¿¿¿¿{"start":{"line":163,"column":22},"end":{"line":163,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿MemberExpression
1219¿Identifier¿¿1323¿v121¿¿¿¿¿Identifier
1220¿Identifier¿¿1323¿trim¿¿¿{"start":{"line":163,"column":49},"end":{"line":163,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1221¿ExpressionStatement¿¿1323¿¿¿¿{"start":{"line":165,"column":8},"end":{"line":165,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿ExpressionStatement
1222¿AssignmentExpression¿=¿1323¿¿¿¿{"start":{"line":165,"column":8},"end":{"line":165,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿AssignmentExpression
1223¿MemberExpression¿computed¿1323¿¿¿¿{"start":{"line":165,"column":8},"end":{"line":165,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿MemberExpression
1224¿Identifier¿¿1323¿row¿¿¿{"start":{"line":165,"column":8},"end":{"line":165,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1225¿Identifier¿¿1323¿key¿¿¿{"start":{"line":165,"column":12},"end":{"line":165,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1226¿Identifier¿¿1323¿value¿¿¿{"start":{"line":165,"column":19},"end":{"line":165,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1227¿BlockStatement¿¿1323¿¿¿¿{"start":{"line":161,"column":31},"end":{"line":166,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿BlockStatement
1228¿VariableDeclarator¿¿1321¿v123¿¿¿{"start":{"line":161,"column":6},"end":{"line":166,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿VariableDeclarator
1229¿CallExpression¿¿1321¿¿¿¿{"start":{"line":161,"column":6},"end":{"line":166,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿CallExpression
1230¿MemberExpression¿¿1321¿¿¿¿{"start":{"line":161,"column":6},"end":{"line":161,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿MemberExpression
1231¿Identifier¿¿1321¿ranges¿¿¿{"start":{"line":161,"column":6},"end":{"line":161,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1232¿Identifier¿¿1321¿forEach¿¿¿{"start":{"line":161,"column":13},"end":{"line":161,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1233¿Identifier¿¿1321¿v122¿¿¿¿¿Identifier
1234¿ExpressionStatement¿¿1321¿¿¿¿{"start":{"line":161,"column":6},"end":{"line":166,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿ExpressionStatement
1235¿Identifier¿¿1321¿v123¿¿¿¿¿Identifier
1236¿ReturnStatement¿¿1321¿¿¿¿{"start":{"line":168,"column":6},"end":{"line":168,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿ReturnStatement
1237¿Identifier¿¿1321¿row¿¿¿{"start":{"line":168,"column":13},"end":{"line":168,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1238¿BlockStatement¿¿1321¿¿¿¿{"start":{"line":159,"column":29},"end":{"line":169,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿BlockStatement
1239¿VariableDeclarator¿¿1313¿v125¿¿¿{"start":{"line":159,"column":11},"end":{"line":169,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿VariableDeclarator
1240¿CallExpression¿¿1313¿¿¿¿{"start":{"line":159,"column":11},"end":{"line":169,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿CallExpression
1241¿MemberExpression¿¿1313¿¿¿¿{"start":{"line":159,"column":11},"end":{"line":159,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿MemberExpression
1242¿Identifier¿¿1313¿lines¿¿¿{"start":{"line":159,"column":11},"end":{"line":159,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1243¿Identifier¿¿1313¿map¿¿¿{"start":{"line":159,"column":17},"end":{"line":159,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1244¿Identifier¿¿1313¿v124¿¿¿¿¿Identifier
1245¿ReturnStatement¿¿1313¿¿¿¿{"start":{"line":159,"column":4},"end":{"line":169,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿ReturnStatement
1246¿Identifier¿¿1313¿v125¿¿¿¿¿Identifier
1247¿BlockStatement¿¿1313¿¿¿¿{"start":{"line":132,"column":20},"end":{"line":170,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿BlockStatement
1248¿VariableDeclarator¿¿1292¿utils¿¿¿{"start":{"line":14,"column":6},"end":{"line":171,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿VariableDeclarator
1249¿ObjectExpression¿¿1292¿¿¿¿¿¿ObjectExpression
1250¿ExpressionStatement¿¿1292¿¿¿¿{"start":{"line":14,"column":6},"end":{"line":171,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿ExpressionStatement
1251¿AssignmentExpression¿=¿1292¿¿¿¿{"start":{"line":14,"column":6},"end":{"line":171,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿AssignmentExpression
1252¿MemberExpression¿¿1292¿¿¿¿{"start":{"line":14,"column":6},"end":{"line":171,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿MemberExpression
1253¿Identifier¿¿1292¿utils¿¿¿{"start":{"line":14,"column":6},"end":{"line":14,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1254¿Identifier¿¿1292¿exec¿¿¿{"start":{"line":18,"column":2},"end":{"line":18,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1255¿Identifier¿¿1292¿v67¿¿¿¿¿Identifier
1256¿ExpressionStatement¿¿1292¿¿¿¿{"start":{"line":14,"column":6},"end":{"line":171,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿ExpressionStatement
1257¿AssignmentExpression¿=¿1292¿¿¿¿{"start":{"line":14,"column":6},"end":{"line":171,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿AssignmentExpression
1258¿MemberExpression¿¿1292¿¿¿¿{"start":{"line":14,"column":6},"end":{"line":171,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿MemberExpression
1259¿Identifier¿¿1292¿utils¿¿¿{"start":{"line":14,"column":6},"end":{"line":14,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1260¿Identifier¿¿1292¿spawn¿¿¿{"start":{"line":27,"column":2},"end":{"line":27,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1261¿Identifier¿¿1292¿v69¿¿¿¿¿Identifier
1262¿ExpressionStatement¿¿1292¿¿¿¿{"start":{"line":14,"column":6},"end":{"line":171,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿ExpressionStatement
1263¿AssignmentExpression¿=¿1292¿¿¿¿{"start":{"line":14,"column":6},"end":{"line":171,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿AssignmentExpression
1264¿MemberExpression¿¿1292¿¿¿¿{"start":{"line":14,"column":6},"end":{"line":171,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿MemberExpression
1265¿Identifier¿¿1292¿utils¿¿¿{"start":{"line":14,"column":6},"end":{"line":14,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1266¿Identifier¿¿1292¿stripLine¿¿¿{"start":{"line":37,"column":2},"end":{"line":37,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1267¿Identifier¿¿1292¿v76¿¿¿¿¿Identifier
1268¿ExpressionStatement¿¿1292¿¿¿¿{"start":{"line":14,"column":6},"end":{"line":171,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿ExpressionStatement
1269¿AssignmentExpression¿=¿1292¿¿¿¿{"start":{"line":14,"column":6},"end":{"line":171,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿AssignmentExpression
1270¿MemberExpression¿¿1292¿¿¿¿{"start":{"line":14,"column":6},"end":{"line":171,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿MemberExpression
1271¿Identifier¿¿1292¿utils¿¿¿{"start":{"line":14,"column":6},"end":{"line":14,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1272¿Identifier¿¿1292¿split¿¿¿{"start":{"line":57,"column":2},"end":{"line":57,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1273¿Identifier¿¿1292¿v84¿¿¿¿¿Identifier
1274¿ExpressionStatement¿¿1292¿¿¿¿{"start":{"line":14,"column":6},"end":{"line":171,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿ExpressionStatement
1275¿AssignmentExpression¿=¿1292¿¿¿¿{"start":{"line":14,"column":6},"end":{"line":171,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿AssignmentExpression
1276¿MemberExpression¿¿1292¿¿¿¿{"start":{"line":14,"column":6},"end":{"line":171,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿MemberExpression
1277¿Identifier¿¿1292¿utils¿¿¿{"start":{"line":14,"column":6},"end":{"line":14,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1278¿Identifier¿¿1292¿extractColumns¿¿¿{"start":{"line":92,"column":2},"end":{"line":92,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1279¿Identifier¿¿1292¿v96¿¿¿¿¿Identifier
1280¿ExpressionStatement¿¿1292¿¿¿¿{"start":{"line":14,"column":6},"end":{"line":171,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿ExpressionStatement
1281¿AssignmentExpression¿=¿1292¿¿¿¿{"start":{"line":14,"column":6},"end":{"line":171,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿AssignmentExpression
1282¿MemberExpression¿¿1292¿¿¿¿{"start":{"line":14,"column":6},"end":{"line":171,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿MemberExpression
1283¿Identifier¿¿1292¿utils¿¿¿{"start":{"line":14,"column":6},"end":{"line":14,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1284¿Identifier¿¿1292¿parseTable¿¿¿{"start":{"line":132,"column":2},"end":{"line":132,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1285¿Identifier¿¿1292¿v126¿¿¿¿¿Identifier
1286¿ExpressionStatement¿¿1292¿¿¿¿{"start":{"line":173,"column":0},"end":{"line":173,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿ExpressionStatement
1287¿AssignmentExpression¿=¿1292¿¿¿¿{"start":{"line":173,"column":0},"end":{"line":173,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿AssignmentExpression
1288¿MemberExpression¿¿1292¿¿¿¿{"start":{"line":173,"column":0},"end":{"line":173,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿MemberExpression
1289¿Identifier¿¿1292¿module¿¿¿{"start":{"line":173,"column":0},"end":{"line":173,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1290¿Identifier¿¿1292¿exports¿¿¿{"start":{"line":173,"column":7},"end":{"line":173,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1291¿Identifier¿¿1292¿utils¿¿¿{"start":{"line":173,"column":17},"end":{"line":173,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Identifier
1292¿CFG_F_START¿¿1292¿__main__¿¿¿¿¿CFG_F_START
1293¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1294¿CFG_F_START¿¿1294¿765_anon¿¿¿¿¿CFG_F_START
1295¿CFG_F_END¿¿0¿765_anon¿¿¿¿¿CFG_F_END
1296¿CFG_F_START¿¿1296¿792_anon¿¿¿¿¿CFG_F_START
1297¿CFG_F_END¿¿0¿792_anon¿¿¿¿¿CFG_F_END
1298¿CFG_F_START¿¿1298¿808_anon¿¿¿¿¿CFG_F_START
1299¿CFG_F_END¿¿0¿808_anon¿¿¿¿¿CFG_F_END
1300¿CFG_IF_END¿¿0¿833¿¿¿¿¿CFG_IF_END
1301¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
1302¿CFG_IF_END¿¿0¿860¿¿¿¿¿CFG_IF_END
1303¿CFG_F_START¿¿1303¿876_anon¿¿¿¿¿CFG_F_START
1304¿CFG_F_END¿¿0¿876_anon¿¿¿¿¿CFG_F_END
1305¿CFG_IF_END¿¿0¿898¿¿¿¿¿CFG_IF_END
1306¿CFG_F_START¿¿1306¿927_anon¿¿¿¿¿CFG_F_START
1307¿CFG_F_END¿¿0¿927_anon¿¿¿¿¿CFG_F_END
1308¿CFG_IF_END¿¿0¿942¿¿¿¿¿CFG_IF_END
1309¿CFG_F_START¿¿1309¿963_anon¿¿¿¿¿CFG_F_START
1310¿CFG_F_END¿¿0¿963_anon¿¿¿¿¿CFG_F_END
1311¿CFG_F_START¿¿1311¿975_anon¿¿¿¿¿CFG_F_START
1312¿CFG_F_END¿¿0¿975_anon¿¿¿¿¿CFG_F_END
1313¿CFG_F_START¿¿1313¿1023_anon¿¿¿¿¿CFG_F_START
1314¿CFG_F_END¿¿0¿1023_anon¿¿¿¿¿CFG_F_END
1315¿CFG_F_START¿¿1315¿1032_anon¿¿¿¿¿CFG_F_START
1316¿CFG_F_END¿¿0¿1032_anon¿¿¿¿¿CFG_F_END
1317¿CFG_IF_END¿¿0¿1075¿¿¿¿¿CFG_IF_END
1318¿CFG_F_START¿¿1318¿1085_anon¿¿¿¿¿CFG_F_START
1319¿CFG_F_END¿¿0¿1085_anon¿¿¿¿¿CFG_F_END
1320¿CFG_IF_END¿¿0¿1094¿¿¿¿¿CFG_IF_END
1321¿CFG_F_START¿¿1321¿1189_anon¿¿¿¿¿CFG_F_START
1322¿CFG_F_END¿¿0¿1189_anon¿¿¿¿¿CFG_F_END
1323¿CFG_F_START¿¿1323¿1194_anon¿¿¿¿¿CFG_F_START
1324¿CFG_F_END¿¿0¿1194_anon¿¿¿¿¿CFG_F_END
1325¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1326¿PDG_CALL¿¿1292¿1292.CALL->require-o178¿¿¿¿¿PDG_CALL
1327¿PDG_OBJECT¿¿0¿1292.cp-o179¿¿¿¿¿PDG_OBJECT
1328¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1329¿PDG_OBJECT¿¿0¿1292.UNIT_MB-o180¿¿¿¿¿PDG_OBJECT
1330¿PDG_OBJECT¿¿0¿1294.this-o181¿¿¿¿¿PDG_OBJECT
1331¿PDG_OBJECT¿¿0¿1294.cmd-o182¿¿¿¿¿PDG_OBJECT
1332¿PDG_OBJECT¿¿0¿1294.callback-o183¿¿¿¿¿PDG_OBJECT
1333¿PDG_OBJECT¿¿0¿1292.v67-o184¿¿¿¿¿PDG_OBJECT
1334¿PDG_OBJECT¿¿0¿1296.this-o185¿¿¿¿¿PDG_OBJECT
1335¿PDG_OBJECT¿¿0¿1296.cmd-o186¿¿¿¿¿PDG_OBJECT
1336¿PDG_OBJECT¿¿0¿1296.args-o187¿¿¿¿¿PDG_OBJECT
1337¿PDG_OBJECT¿¿0¿1296.options-o188¿¿¿¿¿PDG_OBJECT
1338¿PDG_OBJECT¿¿0¿1292.v69-o189¿¿¿¿¿PDG_OBJECT
1339¿PDG_OBJECT¿¿0¿1298.this-o190¿¿¿¿¿PDG_OBJECT
1340¿PDG_OBJECT¿¿0¿1298.text-o191¿¿¿¿¿PDG_OBJECT
1341¿PDG_OBJECT¿¿0¿1298.num-o192¿¿¿¿¿PDG_OBJECT
1342¿PDG_OBJECT¿¿0¿1292.v76-o193¿¿¿¿¿PDG_OBJECT
1343¿PDG_OBJECT¿¿0¿1303.this-o194¿¿¿¿¿PDG_OBJECT
1344¿PDG_OBJECT¿¿0¿1303.line-o195¿¿¿¿¿PDG_OBJECT
1345¿PDG_OBJECT¿¿0¿1303.max-o196¿¿¿¿¿PDG_OBJECT
1346¿PDG_OBJECT¿¿0¿1292.v84-o197¿¿¿¿¿PDG_OBJECT
1347¿PDG_OBJECT¿¿0¿1306.this-o198¿¿¿¿¿PDG_OBJECT
1348¿PDG_OBJECT¿¿0¿1306.text-o199¿¿¿¿¿PDG_OBJECT
1349¿PDG_OBJECT¿¿0¿1306.idxes-o200¿¿¿¿¿PDG_OBJECT
1350¿PDG_OBJECT¿¿0¿1306.max-o201¿¿¿¿¿PDG_OBJECT
1351¿PDG_OBJECT¿¿0¿1292.v96-o202¿¿¿¿¿PDG_OBJECT
1352¿PDG_OBJECT¿¿0¿1313.this-o203¿¿¿¿¿PDG_OBJECT
1353¿PDG_OBJECT¿¿0¿1313.data-o204¿¿¿¿¿PDG_OBJECT
1354¿PDG_OBJECT¿¿0¿1292.v126-o205¿¿¿¿¿PDG_OBJECT
1355¿PDG_OBJECT¿¿0¿1292.utils-o206¿¿¿¿¿PDG_OBJECT
1356¿PDG_OBJECT¿¿0¿1292.utils-o207¿¿¿¿¿PDG_OBJECT
1357¿PDG_OBJECT¿¿0¿1292.utils.exec-o208¿¿¿¿¿PDG_OBJECT
1358¿PDG_OBJECT¿¿0¿1292.utils-o209¿¿¿¿¿PDG_OBJECT
