Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
8590¿Program¿¿-1¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":1387,"column":4},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Program
14508¿Identifier¿¿15568¿v1841¿¿¿¿¿Identifier
14509¿BlockStatement¿¿15568¿¿¿¿{"start":{"line":1197,"column":46},"end":{"line":1197,"column":76},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BlockStatement
14510¿VariableDeclarator¿¿15329¿v1843¿¿¿{"start":{"line":1197,"column":6},"end":{"line":1197,"column":78},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
14511¿ObjectExpression¿¿15329¿¿¿¿{"start":{"line":1197,"column":6},"end":{"line":1197,"column":78},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ObjectExpression
14512¿Property¿¿15329¿¿¿¿{"start":{"line":1197,"column":8},"end":{"line":1197,"column":22},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Property
14513¿Identifier¿¿15329¿name¿¿¿{"start":{"line":1197,"column":8},"end":{"line":1197,"column":12},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14514¿Literal¿string¿15329¿¿'RegExp'¿¿{"start":{"line":1197,"column":14},"end":{"line":1197,"column":22},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Literal
14515¿Property¿¿15329¿¿¿¿{"start":{"line":1197,"column":27},"end":{"line":1197,"column":76},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Property
14516¿Identifier¿¿15329¿test¿¿¿{"start":{"line":1197,"column":27},"end":{"line":1197,"column":31},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14517¿Identifier¿¿15329¿v1842¿¿¿¿¿Identifier
14518¿VariableDeclarator¿¿15329¿v1846¿¿¿{"start":{"line":1198,"column":33},"end":{"line":1198,"column":78},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
14519¿FunctionExpression¿¿15329¿anon¿¿¿{"start":{"line":1198,"column":33},"end":{"line":1198,"column":78},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿FunctionExpression
14520¿Identifier¿¿0¿x¿¿¿{"start":{"line":1198,"column":43},"end":{"line":1198,"column":44},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14521¿VariableDeclarator¿¿15570¿v1844¿¿¿{"start":{"line":1198,"column":55},"end":{"line":1198,"column":63},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
14522¿UnaryExpression¿typeof¿15570¿¿¿¿{"start":{"line":1198,"column":55},"end":{"line":1198,"column":63},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿UnaryExpression
14523¿Identifier¿¿15570¿x¿¿¿{"start":{"line":1198,"column":62},"end":{"line":1198,"column":63},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14524¿VariableDeclarator¿¿15570¿v1845¿¿¿{"start":{"line":1198,"column":55},"end":{"line":1198,"column":76},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
14525¿BinaryExpression¿===¿15570¿¿¿¿{"start":{"line":1198,"column":55},"end":{"line":1198,"column":76},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BinaryExpression
14526¿Identifier¿¿15570¿v1844¿¿¿¿¿Identifier
14527¿Literal¿string¿15570¿¿'object'¿¿{"start":{"line":1198,"column":68},"end":{"line":1198,"column":76},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Literal
14528¿ReturnStatement¿¿15570¿¿¿¿{"start":{"line":1198,"column":48},"end":{"line":1198,"column":77},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ReturnStatement
14529¿Identifier¿¿15570¿v1845¿¿¿¿¿Identifier
14530¿BlockStatement¿¿15570¿¿¿¿{"start":{"line":1198,"column":46},"end":{"line":1198,"column":78},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BlockStatement
14531¿VariableDeclarator¿¿15329¿v1847¿¿¿{"start":{"line":1198,"column":6},"end":{"line":1198,"column":80},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
14532¿ObjectExpression¿¿15329¿¿¿¿{"start":{"line":1198,"column":6},"end":{"line":1198,"column":80},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ObjectExpression
14533¿Property¿¿15329¿¿¿¿{"start":{"line":1198,"column":8},"end":{"line":1198,"column":22},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Property
14534¿Identifier¿¿15329¿name¿¿¿{"start":{"line":1198,"column":8},"end":{"line":1198,"column":12},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14535¿Literal¿string¿15329¿¿'Object'¿¿{"start":{"line":1198,"column":14},"end":{"line":1198,"column":22},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Literal
14536¿Property¿¿15329¿¿¿¿{"start":{"line":1198,"column":27},"end":{"line":1198,"column":78},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Property
14537¿Identifier¿¿15329¿test¿¿¿{"start":{"line":1198,"column":27},"end":{"line":1198,"column":31},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14538¿Identifier¿¿15329¿v1846¿¿¿¿¿Identifier
14539¿VariableDeclarator¿¿15329¿v1849¿¿¿{"start":{"line":1199,"column":33},"end":{"line":1199,"column":67},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
14540¿FunctionExpression¿¿15329¿anon¿¿¿{"start":{"line":1199,"column":33},"end":{"line":1199,"column":67},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿FunctionExpression
14541¿Identifier¿¿0¿x¿¿¿{"start":{"line":1199,"column":43},"end":{"line":1199,"column":44},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14542¿VariableDeclarator¿¿15572¿v1848¿¿¿{"start":{"line":1199,"column":55},"end":{"line":1199,"column":65},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
14543¿BinaryExpression¿===¿15572¿¿¿¿{"start":{"line":1199,"column":55},"end":{"line":1199,"column":65},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BinaryExpression
14544¿Identifier¿¿15572¿x¿¿¿{"start":{"line":1199,"column":55},"end":{"line":1199,"column":56},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14545¿Literal¿object¿15572¿¿null¿¿{"start":{"line":1199,"column":61},"end":{"line":1199,"column":65},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Literal
14546¿ReturnStatement¿¿15572¿¿¿¿{"start":{"line":1199,"column":48},"end":{"line":1199,"column":66},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ReturnStatement
14547¿Identifier¿¿15572¿v1848¿¿¿¿¿Identifier
14548¿BlockStatement¿¿15572¿¿¿¿{"start":{"line":1199,"column":46},"end":{"line":1199,"column":67},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BlockStatement
14549¿VariableDeclarator¿¿15329¿v1850¿¿¿{"start":{"line":1199,"column":6},"end":{"line":1199,"column":69},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
14550¿ObjectExpression¿¿15329¿¿¿¿{"start":{"line":1199,"column":6},"end":{"line":1199,"column":69},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ObjectExpression
14551¿Property¿¿15329¿¿¿¿{"start":{"line":1199,"column":8},"end":{"line":1199,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Property
14552¿Identifier¿¿15329¿name¿¿¿{"start":{"line":1199,"column":8},"end":{"line":1199,"column":12},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14553¿Literal¿string¿15329¿¿'null'¿¿{"start":{"line":1199,"column":14},"end":{"line":1199,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Literal
14554¿Property¿¿15329¿¿¿¿{"start":{"line":1199,"column":27},"end":{"line":1199,"column":67},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Property
14555¿Identifier¿¿15329¿test¿¿¿{"start":{"line":1199,"column":27},"end":{"line":1199,"column":31},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14556¿Identifier¿¿15329¿v1849¿¿¿¿¿Identifier
14557¿VariableDeclarator¿¿15329¿v1852¿¿¿{"start":{"line":1200,"column":33},"end":{"line":1200,"column":72},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
14558¿FunctionExpression¿¿15329¿anon¿¿¿{"start":{"line":1200,"column":33},"end":{"line":1200,"column":72},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿FunctionExpression
14559¿Identifier¿¿0¿x¿¿¿{"start":{"line":1200,"column":43},"end":{"line":1200,"column":44},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14560¿VariableDeclarator¿¿15574¿v1851¿¿¿{"start":{"line":1200,"column":55},"end":{"line":1200,"column":70},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
14561¿BinaryExpression¿===¿15574¿¿¿¿{"start":{"line":1200,"column":55},"end":{"line":1200,"column":70},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BinaryExpression
14562¿Identifier¿¿15574¿x¿¿¿{"start":{"line":1200,"column":55},"end":{"line":1200,"column":56},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14563¿Identifier¿¿15574¿undefined¿¿¿{"start":{"line":1200,"column":61},"end":{"line":1200,"column":70},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14564¿ReturnStatement¿¿15574¿¿¿¿{"start":{"line":1200,"column":48},"end":{"line":1200,"column":71},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ReturnStatement
14565¿Identifier¿¿15574¿v1851¿¿¿¿¿Identifier
14566¿BlockStatement¿¿15574¿¿¿¿{"start":{"line":1200,"column":46},"end":{"line":1200,"column":72},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BlockStatement
14567¿VariableDeclarator¿¿15329¿v1853¿¿¿{"start":{"line":1200,"column":6},"end":{"line":1200,"column":74},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
14568¿ObjectExpression¿¿15329¿¿¿¿{"start":{"line":1200,"column":6},"end":{"line":1200,"column":74},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ObjectExpression
14569¿Property¿¿15329¿¿¿¿{"start":{"line":1200,"column":8},"end":{"line":1200,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Property
14570¿Identifier¿¿15329¿name¿¿¿{"start":{"line":1200,"column":8},"end":{"line":1200,"column":12},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14571¿Literal¿string¿15329¿¿'undefined'¿¿{"start":{"line":1200,"column":14},"end":{"line":1200,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Literal
14572¿Property¿¿15329¿¿¿¿{"start":{"line":1200,"column":27},"end":{"line":1200,"column":72},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Property
14573¿Identifier¿¿15329¿test¿¿¿{"start":{"line":1200,"column":27},"end":{"line":1200,"column":31},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14574¿Identifier¿¿15329¿v1852¿¿¿¿¿Identifier
14575¿VariableDeclarator¿¿15329¿types¿¿¿{"start":{"line":1190,"column":8},"end":{"line":1201,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
14576¿ArrayExpression¿¿15329¿¿¿¿{"start":{"line":1190,"column":16},"end":{"line":1201,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ArrayExpression
14577¿Identifier¿¿15329¿v1823¿¿¿¿¿Identifier
14578¿Identifier¿¿15329¿v1827¿¿¿¿¿Identifier
14579¿Identifier¿¿15329¿v1831¿¿¿¿¿Identifier
14580¿Identifier¿¿15329¿v1835¿¿¿¿¿Identifier
14581¿Identifier¿¿15329¿v1837¿¿¿¿¿Identifier
14582¿Identifier¿¿15329¿v1840¿¿¿¿¿Identifier
14583¿Identifier¿¿15329¿v1843¿¿¿¿¿Identifier
14584¿Identifier¿¿15329¿v1847¿¿¿¿¿Identifier
14585¿Identifier¿¿15329¿v1850¿¿¿¿¿Identifier
14586¿Identifier¿¿15329¿v1853¿¿¿¿¿Identifier
14587¿VariableDeclarator¿¿15329¿config¿¿¿{"start":{"line":1204,"column":8},"end":{"line":1204,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
14588¿ObjectExpression¿¿15329¿¿¿¿¿¿ObjectExpression
14589¿VariableDeclarator¿¿15329¿conversions¿¿¿{"start":{"line":1207,"column":8},"end":{"line":1207,"column":24},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
14590¿ArrayExpression¿¿15329¿¿¿¿{"start":{"line":1207,"column":22},"end":{"line":1207,"column":24},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ArrayExpression
14591¿VariableDeclarator¿¿15329¿ignore¿¿¿{"start":{"line":1210,"column":8},"end":{"line":1210,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
14592¿ArrayExpression¿¿15329¿¿¿¿{"start":{"line":1210,"column":17},"end":{"line":1210,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ArrayExpression
14593¿VariableDeclarator¿¿15329¿typed¿¿¿{"start":{"line":1215,"column":8},"end":{"line":1220,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
14594¿ObjectExpression¿¿15329¿¿¿¿¿¿ObjectExpression
14595¿ExpressionStatement¿¿15329¿¿¿¿{"start":{"line":1215,"column":8},"end":{"line":1220,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ExpressionStatement
14596¿AssignmentExpression¿=¿15329¿¿¿¿{"start":{"line":1215,"column":8},"end":{"line":1220,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿AssignmentExpression
14597¿MemberExpression¿¿15329¿¿¿¿{"start":{"line":1215,"column":8},"end":{"line":1220,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
14598¿Identifier¿¿15329¿typed¿¿¿{"start":{"line":1215,"column":8},"end":{"line":1215,"column":13},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14599¿Identifier¿¿15329¿config¿¿¿{"start":{"line":1216,"column":6},"end":{"line":1216,"column":12},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14600¿Identifier¿¿15329¿config¿¿¿{"start":{"line":1216,"column":14},"end":{"line":1216,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14601¿ExpressionStatement¿¿15329¿¿¿¿{"start":{"line":1215,"column":8},"end":{"line":1220,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ExpressionStatement
14602¿AssignmentExpression¿=¿15329¿¿¿¿{"start":{"line":1215,"column":8},"end":{"line":1220,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿AssignmentExpression
14603¿MemberExpression¿¿15329¿¿¿¿{"start":{"line":1215,"column":8},"end":{"line":1220,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
14604¿Identifier¿¿15329¿typed¿¿¿{"start":{"line":1215,"column":8},"end":{"line":1215,"column":13},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14605¿Identifier¿¿15329¿types¿¿¿{"start":{"line":1217,"column":6},"end":{"line":1217,"column":11},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14606¿Identifier¿¿15329¿types¿¿¿{"start":{"line":1217,"column":13},"end":{"line":1217,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14607¿ExpressionStatement¿¿15329¿¿¿¿{"start":{"line":1215,"column":8},"end":{"line":1220,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ExpressionStatement
14608¿AssignmentExpression¿=¿15329¿¿¿¿{"start":{"line":1215,"column":8},"end":{"line":1220,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿AssignmentExpression
14609¿MemberExpression¿¿15329¿¿¿¿{"start":{"line":1215,"column":8},"end":{"line":1220,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
14610¿Identifier¿¿15329¿typed¿¿¿{"start":{"line":1215,"column":8},"end":{"line":1215,"column":13},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14611¿Identifier¿¿15329¿conversions¿¿¿{"start":{"line":1218,"column":6},"end":{"line":1218,"column":17},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14612¿Identifier¿¿15329¿conversions¿¿¿{"start":{"line":1218,"column":19},"end":{"line":1218,"column":30},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14613¿ExpressionStatement¿¿15329¿¿¿¿{"start":{"line":1215,"column":8},"end":{"line":1220,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ExpressionStatement
14614¿AssignmentExpression¿=¿15329¿¿¿¿{"start":{"line":1215,"column":8},"end":{"line":1220,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿AssignmentExpression
14615¿MemberExpression¿¿15329¿¿¿¿{"start":{"line":1215,"column":8},"end":{"line":1220,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
14616¿Identifier¿¿15329¿typed¿¿¿{"start":{"line":1215,"column":8},"end":{"line":1215,"column":13},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14617¿Identifier¿¿15329¿ignore¿¿¿{"start":{"line":1219,"column":6},"end":{"line":1219,"column":12},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14618¿Identifier¿¿15329¿ignore¿¿¿{"start":{"line":1219,"column":14},"end":{"line":1219,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14619¿VariableDeclarator¿¿15329¿v1858¿¿¿{"start":{"line":1231,"column":16},"end":{"line":1241,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
14620¿FunctionExpression¿¿15329¿anon¿¿¿{"start":{"line":1231,"column":16},"end":{"line":1241,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿FunctionExpression
14621¿Identifier¿¿0¿signatures¿¿¿{"start":{"line":1231,"column":26},"end":{"line":1231,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14622¿VariableDeclarator¿¿15576¿fns¿¿¿{"start":{"line":1232,"column":12},"end":{"line":1232,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
14623¿ArrayExpression¿¿15576¿¿¿¿{"start":{"line":1232,"column":18},"end":{"line":1232,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ArrayExpression
14624¿VariableDeclarator¿¿15576¿signature¿¿¿{"start":{"line":1233,"column":17},"end":{"line":1233,"column":26},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
14625¿ForInStatement¿¿15576¿¿¿¿{"start":{"line":1233,"column":8},"end":{"line":1237,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ForInStatement
14626¿Identifier¿¿15576¿signature¿¿¿{"start":{"line":1233,"column":17},"end":{"line":1233,"column":26},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14627¿Identifier¿¿15576¿signatures¿¿¿{"start":{"line":1233,"column":30},"end":{"line":1233,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14628¿VariableDeclarator¿¿15576¿v1854¿¿¿{"start":{"line":1234,"column":14},"end":{"line":1234,"column":50},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
14629¿CallExpression¿¿15576¿¿¿¿{"start":{"line":1234,"column":14},"end":{"line":1234,"column":50},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿CallExpression
14630¿MemberExpression¿¿15576¿¿¿¿{"start":{"line":1234,"column":14},"end":{"line":1234,"column":39},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
14631¿Identifier¿¿15576¿signatures¿¿¿{"start":{"line":1234,"column":14},"end":{"line":1234,"column":24},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14632¿Identifier¿¿15576¿hasOwnProperty¿¿¿{"start":{"line":1234,"column":25},"end":{"line":1234,"column":39},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14633¿Identifier¿¿15576¿signature¿¿¿{"start":{"line":1234,"column":40},"end":{"line":1234,"column":49},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14634¿IfStatement¿¿15576¿¿¿¿{"start":{"line":1234,"column":10},"end":{"line":1236,"column":11},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿IfStatement
14635¿Identifier¿¿15576¿v1854¿¿¿¿¿Identifier
14636¿VariableDeclarator¿¿15576¿v1855¿¿¿{"start":{"line":1235,"column":21},"end":{"line":1235,"column":42},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
14637¿MemberExpression¿computed¿15576¿¿¿¿{"start":{"line":1235,"column":21},"end":{"line":1235,"column":42},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
14638¿Identifier¿¿15576¿signatures¿¿¿{"start":{"line":1235,"column":21},"end":{"line":1235,"column":31},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14639¿Identifier¿¿15576¿signature¿¿¿{"start":{"line":1235,"column":32},"end":{"line":1235,"column":41},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14640¿VariableDeclarator¿¿15576¿v1856¿¿¿{"start":{"line":1235,"column":12},"end":{"line":1235,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
14641¿CallExpression¿¿15576¿¿¿¿{"start":{"line":1235,"column":12},"end":{"line":1235,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿CallExpression
14642¿MemberExpression¿¿15576¿¿¿¿{"start":{"line":1235,"column":12},"end":{"line":1235,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
14643¿Identifier¿¿15576¿fns¿¿¿{"start":{"line":1235,"column":12},"end":{"line":1235,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14644¿Identifier¿¿15576¿push¿¿¿{"start":{"line":1235,"column":16},"end":{"line":1235,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14645¿Identifier¿¿15576¿v1855¿¿¿¿¿Identifier
14646¿ExpressionStatement¿¿15576¿¿¿¿{"start":{"line":1235,"column":12},"end":{"line":1235,"column":44},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ExpressionStatement
14647¿Identifier¿¿15576¿v1856¿¿¿¿¿Identifier
14648¿BlockStatement¿¿15576¿¿¿¿{"start":{"line":1234,"column":52},"end":{"line":1236,"column":11},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BlockStatement
14649¿BlockStatement¿¿15576¿¿¿¿{"start":{"line":1233,"column":42},"end":{"line":1237,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BlockStatement
14650¿VariableDeclarator¿¿15576¿name¿¿¿{"start":{"line":1238,"column":12},"end":{"line":1238,"column":31},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
14651¿CallExpression¿¿15576¿¿¿¿{"start":{"line":1238,"column":19},"end":{"line":1238,"column":31},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿CallExpression
14652¿Identifier¿¿15576¿getName¿¿¿{"start":{"line":1238,"column":19},"end":{"line":1238,"column":26},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14653¿Identifier¿¿15576¿fns¿¿¿{"start":{"line":1238,"column":27},"end":{"line":1238,"column":30},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
14654¿VariableDeclarator¿¿15576¿v1857¿¿¿{"start":{"line":1240,"column":15},"end":{"line":1240,"column":39},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
14655¿CallExpression¿¿15576¿¿¿¿{"start":{"line":1240,"column":15},"end":{"line":1240,"column":39},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿CallExpression
14656¿Identifier¿¿15576¿_typed¿¿¿{"start":{"line":1240,"column":15},"end":{"line":1240,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
