Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1006¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":123,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Program
1427¿ExpressionStatement¿¿1768¿¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1428¿AssignmentExpression¿=¿1768¿¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿AssignmentExpression
1429¿Identifier¿¿1768¿d¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1430¿CallExpression¿¿1768¿¿¿¿{"start":{"line":72,"column":12},"end":{"line":72,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿CallExpression
1431¿MemberExpression¿¿1768¿¿¿¿{"start":{"line":72,"column":12},"end":{"line":72,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1432¿Identifier¿¿1768¿d¿¿¿{"start":{"line":72,"column":12},"end":{"line":72,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1433¿Identifier¿¿1768¿split¿¿¿{"start":{"line":72,"column":14},"end":{"line":72,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1434¿Literal¿string¿1768¿¿'\n'¿¿{"start":{"line":72,"column":20},"end":{"line":72,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Literal
1435¿VariableDeclarator¿¿1768¿data¿¿¿{"start":{"line":73,"column":12},"end":{"line":73,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1436¿ArrayExpression¿¿1768¿¿¿¿{"start":{"line":73,"column":19},"end":{"line":73,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ArrayExpression
1437¿VariableDeclarator¿¿1768¿v147¿¿¿{"start":{"line":74,"column":22},"end":{"line":74,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1438¿MemberExpression¿computed¿1768¿¿¿¿{"start":{"line":74,"column":22},"end":{"line":74,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1439¿Identifier¿¿1768¿d¿¿¿{"start":{"line":74,"column":22},"end":{"line":74,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1440¿Literal¿number¿1768¿¿0¿¿{"start":{"line":74,"column":24},"end":{"line":74,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Literal
1441¿VariableDeclarator¿¿1768¿v148¿¿¿{"start":{"line":74,"column":22},"end":{"line":74,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1442¿CallExpression¿¿1768¿¿¿¿{"start":{"line":74,"column":22},"end":{"line":74,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿CallExpression
1443¿MemberExpression¿¿1768¿¿¿¿{"start":{"line":74,"column":22},"end":{"line":74,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1444¿Identifier¿¿1768¿v147¿¿¿¿¿Identifier
1445¿Identifier¿¿1768¿toLowerCase¿¿¿{"start":{"line":74,"column":27},"end":{"line":74,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1446¿VariableDeclarator¿¿1768¿headers¿¿¿{"start":{"line":74,"column":12},"end":{"line":74,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1447¿CallExpression¿¿1768¿¿¿¿{"start":{"line":74,"column":22},"end":{"line":74,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿CallExpression
1448¿MemberExpression¿¿1768¿¿¿¿{"start":{"line":74,"column":22},"end":{"line":74,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1449¿Identifier¿¿1768¿v148¿¿¿¿¿Identifier
1450¿Identifier¿¿1768¿split¿¿¿{"start":{"line":74,"column":41},"end":{"line":74,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1451¿Literal¿object¿1768¿¿/\s+/¿¿{"start":{"line":74,"column":47},"end":{"line":74,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Literal
1452¿VariableDeclarator¿¿1768¿v152¿¿¿{"start":{"line":75,"column":24},"end":{"line":80,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1453¿FunctionExpression¿¿1768¿anon¿¿¿{"start":{"line":75,"column":24},"end":{"line":80,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿FunctionExpression
1454¿Identifier¿¿0¿v¿¿¿{"start":{"line":75,"column":33},"end":{"line":75,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1455¿Identifier¿¿0¿k¿¿¿{"start":{"line":75,"column":36},"end":{"line":75,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1456¿VariableDeclarator¿¿1770¿v149¿¿¿{"start":{"line":77,"column":16},"end":{"line":77,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1457¿BinaryExpression¿===¿1770¿¿¿¿{"start":{"line":77,"column":16},"end":{"line":77,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿BinaryExpression
1458¿Identifier¿¿1770¿v¿¿¿{"start":{"line":77,"column":16},"end":{"line":77,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1459¿Literal¿string¿1770¿¿''¿¿{"start":{"line":77,"column":22},"end":{"line":77,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Literal
1460¿IfStatement¿¿1770¿¿¿¿{"start":{"line":77,"column":12},"end":{"line":79,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿IfStatement
1461¿Identifier¿¿1770¿v149¿¿¿¿¿Identifier
1462¿VariableDeclarator¿¿1770¿v150¿¿¿{"start":{"line":78,"column":23},"end":{"line":78,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1463¿MemberExpression¿computed¿1770¿¿¿¿{"start":{"line":78,"column":23},"end":{"line":78,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1464¿Identifier¿¿1770¿headers¿¿¿{"start":{"line":78,"column":23},"end":{"line":78,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1465¿Identifier¿¿1770¿k¿¿¿{"start":{"line":78,"column":31},"end":{"line":78,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1466¿VariableDeclarator¿¿1770¿v151¿¿¿{"start":{"line":78,"column":16},"end":{"line":78,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1467¿UnaryExpression¿delete¿1770¿¿¿¿{"start":{"line":78,"column":16},"end":{"line":78,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿UnaryExpression
1468¿Identifier¿¿1770¿v150¿¿¿¿¿Identifier
1469¿ExpressionStatement¿¿1770¿¿¿¿{"start":{"line":78,"column":16},"end":{"line":78,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1470¿Identifier¿¿1770¿v151¿¿¿¿¿Identifier
1471¿BlockStatement¿¿1770¿¿¿¿{"start":{"line":77,"column":26},"end":{"line":79,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿BlockStatement
1472¿BlockStatement¿¿1770¿¿¿¿{"start":{"line":75,"column":39},"end":{"line":80,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿BlockStatement
1473¿VariableDeclarator¿¿1768¿v153¿¿¿{"start":{"line":75,"column":8},"end":{"line":80,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1474¿CallExpression¿¿1768¿¿¿¿{"start":{"line":75,"column":8},"end":{"line":80,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿CallExpression
1475¿MemberExpression¿¿1768¿¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1476¿Identifier¿¿1768¿headers¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1477¿Identifier¿¿1768¿forEach¿¿¿{"start":{"line":75,"column":16},"end":{"line":75,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1478¿Identifier¿¿1768¿v152¿¿¿¿¿Identifier
1479¿ExpressionStatement¿¿1768¿¿¿¿{"start":{"line":75,"column":8},"end":{"line":80,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1480¿Identifier¿¿1768¿v153¿¿¿¿¿Identifier
1481¿VariableDeclarator¿¿1768¿v154¿¿¿{"start":{"line":81,"column":15},"end":{"line":81,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1482¿MemberExpression¿computed¿1768¿¿¿¿{"start":{"line":81,"column":15},"end":{"line":81,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1483¿Identifier¿¿1768¿d¿¿¿{"start":{"line":81,"column":15},"end":{"line":81,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1484¿Literal¿number¿1768¿¿0¿¿{"start":{"line":81,"column":17},"end":{"line":81,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Literal
1485¿VariableDeclarator¿¿1768¿v155¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1486¿UnaryExpression¿delete¿1768¿¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿UnaryExpression
1487¿Identifier¿¿1768¿v154¿¿¿¿¿Identifier
1488¿ExpressionStatement¿¿1768¿¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1489¿Identifier¿¿1768¿v155¿¿¿¿¿Identifier
1490¿VariableDeclarator¿¿1768¿v156¿¿¿{"start":{"line":82,"column":8},"end":{"line":82,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1491¿CallExpression¿¿1768¿¿¿¿{"start":{"line":82,"column":8},"end":{"line":82,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿CallExpression
1492¿MemberExpression¿¿1768¿¿¿¿{"start":{"line":82,"column":8},"end":{"line":82,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1493¿Identifier¿¿1768¿d¿¿¿{"start":{"line":82,"column":8},"end":{"line":82,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1494¿Identifier¿¿1768¿pop¿¿¿{"start":{"line":82,"column":10},"end":{"line":82,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1495¿ExpressionStatement¿¿1768¿¿¿¿{"start":{"line":82,"column":8},"end":{"line":82,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1496¿Identifier¿¿1768¿v156¿¿¿¿¿Identifier
1497¿VariableDeclarator¿¿1768¿v161¿¿¿{"start":{"line":83,"column":18},"end":{"line":90,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1498¿FunctionExpression¿¿1768¿anon¿¿¿{"start":{"line":83,"column":18},"end":{"line":90,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿FunctionExpression
1499¿Identifier¿¿0¿v¿¿¿{"start":{"line":83,"column":27},"end":{"line":83,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1500¿ExpressionStatement¿¿1773¿¿¿¿{"start":{"line":84,"column":12},"end":{"line":84,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1501¿AssignmentExpression¿=¿1773¿¿¿¿{"start":{"line":84,"column":12},"end":{"line":84,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿AssignmentExpression
1502¿Identifier¿¿1773¿v¿¿¿{"start":{"line":84,"column":12},"end":{"line":84,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1503¿CallExpression¿¿1773¿¿¿¿{"start":{"line":84,"column":16},"end":{"line":84,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿CallExpression
1504¿MemberExpression¿¿1773¿¿¿¿{"start":{"line":84,"column":16},"end":{"line":84,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1505¿Identifier¿¿1773¿v¿¿¿{"start":{"line":84,"column":16},"end":{"line":84,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1506¿Identifier¿¿1773¿split¿¿¿{"start":{"line":84,"column":18},"end":{"line":84,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1507¿Literal¿object¿1773¿¿/\s+/¿¿{"start":{"line":84,"column":24},"end":{"line":84,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Literal
1508¿VariableDeclarator¿¿1773¿k¿¿¿{"start":{"line":85,"column":16},"end":{"line":85,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1509¿ObjectExpression¿¿1773¿¿¿¿¿¿ObjectExpression
1510¿VariableDeclarator¿¿1773¿v158¿¿¿{"start":{"line":86,"column":22},"end":{"line":88,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1511¿FunctionExpression¿¿1773¿anon¿¿¿{"start":{"line":86,"column":22},"end":{"line":88,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿FunctionExpression
1512¿Identifier¿¿0¿s¿¿¿{"start":{"line":86,"column":31},"end":{"line":86,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1513¿Identifier¿¿0¿i¿¿¿{"start":{"line":86,"column":34},"end":{"line":86,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1514¿VariableDeclarator¿¿1775¿v157¿¿¿{"start":{"line":87,"column":18},"end":{"line":87,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1515¿MemberExpression¿computed¿1775¿¿¿¿{"start":{"line":87,"column":18},"end":{"line":87,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1516¿Identifier¿¿1775¿headers¿¿¿{"start":{"line":87,"column":18},"end":{"line":87,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1517¿Identifier¿¿1775¿i¿¿¿{"start":{"line":87,"column":26},"end":{"line":87,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1518¿ExpressionStatement¿¿1775¿¿¿¿{"start":{"line":87,"column":16},"end":{"line":87,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1519¿AssignmentExpression¿=¿1775¿¿¿¿{"start":{"line":87,"column":16},"end":{"line":87,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿AssignmentExpression
1520¿MemberExpression¿computed¿1775¿¿¿¿{"start":{"line":87,"column":16},"end":{"line":87,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1521¿Identifier¿¿1775¿k¿¿¿{"start":{"line":87,"column":16},"end":{"line":87,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1522¿Identifier¿¿1775¿v157¿¿¿¿¿Identifier
1523¿Identifier¿¿1775¿s¿¿¿{"start":{"line":87,"column":32},"end":{"line":87,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1524¿BlockStatement¿¿1775¿¿¿¿{"start":{"line":86,"column":37},"end":{"line":88,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿BlockStatement
1525¿VariableDeclarator¿¿1773¿v159¿¿¿{"start":{"line":86,"column":12},"end":{"line":88,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1526¿CallExpression¿¿1773¿¿¿¿{"start":{"line":86,"column":12},"end":{"line":88,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿CallExpression
1527¿MemberExpression¿¿1773¿¿¿¿{"start":{"line":86,"column":12},"end":{"line":86,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1528¿Identifier¿¿1773¿v¿¿¿{"start":{"line":86,"column":12},"end":{"line":86,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1529¿Identifier¿¿1773¿forEach¿¿¿{"start":{"line":86,"column":14},"end":{"line":86,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1530¿Identifier¿¿1773¿v158¿¿¿¿¿Identifier
1531¿ExpressionStatement¿¿1773¿¿¿¿{"start":{"line":86,"column":12},"end":{"line":88,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1532¿Identifier¿¿1773¿v159¿¿¿¿¿Identifier
1533¿VariableDeclarator¿¿1773¿v160¿¿¿{"start":{"line":89,"column":12},"end":{"line":89,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1534¿CallExpression¿¿1773¿¿¿¿{"start":{"line":89,"column":12},"end":{"line":89,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿CallExpression
1535¿MemberExpression¿¿1773¿¿¿¿{"start":{"line":89,"column":12},"end":{"line":89,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1536¿Identifier¿¿1773¿data¿¿¿{"start":{"line":89,"column":12},"end":{"line":89,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1537¿Identifier¿¿1773¿push¿¿¿{"start":{"line":89,"column":17},"end":{"line":89,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1538¿Identifier¿¿1773¿k¿¿¿{"start":{"line":89,"column":22},"end":{"line":89,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1539¿ExpressionStatement¿¿1773¿¿¿¿{"start":{"line":89,"column":12},"end":{"line":89,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1540¿Identifier¿¿1773¿v160¿¿¿¿¿Identifier
1541¿BlockStatement¿¿1773¿¿¿¿{"start":{"line":83,"column":30},"end":{"line":90,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿BlockStatement
1542¿VariableDeclarator¿¿1768¿v162¿¿¿{"start":{"line":83,"column":8},"end":{"line":90,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1543¿CallExpression¿¿1768¿¿¿¿{"start":{"line":83,"column":8},"end":{"line":90,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿CallExpression
1544¿MemberExpression¿¿1768¿¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1545¿Identifier¿¿1768¿d¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1546¿Identifier¿¿1768¿forEach¿¿¿{"start":{"line":83,"column":10},"end":{"line":83,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1547¿Identifier¿¿1768¿v161¿¿¿¿¿Identifier
1548¿ExpressionStatement¿¿1768¿¿¿¿{"start":{"line":83,"column":8},"end":{"line":90,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1549¿Identifier¿¿1768¿v162¿¿¿¿¿Identifier
1550¿VariableDeclarator¿¿1768¿v163¿¿¿{"start":{"line":91,"column":8},"end":{"line":91,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1551¿CallExpression¿¿1768¿¿¿¿{"start":{"line":91,"column":8},"end":{"line":91,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿CallExpression
1552¿Identifier¿¿1768¿fn¿¿¿{"start":{"line":91,"column":8},"end":{"line":91,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1553¿Identifier¿¿1768¿data¿¿¿{"start":{"line":91,"column":11},"end":{"line":91,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1554¿ExpressionStatement¿¿1768¿¿¿¿{"start":{"line":91,"column":8},"end":{"line":91,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1555¿Identifier¿¿1768¿v163¿¿¿¿¿Identifier
1556¿BlockStatement¿¿1768¿¿¿¿{"start":{"line":71,"column":52},"end":{"line":92,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿BlockStatement
1557¿VariableDeclarator¿¿1766¿v165¿¿¿{"start":{"line":71,"column":4},"end":{"line":92,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1558¿CallExpression¿¿1766¿¿¿¿{"start":{"line":71,"column":4},"end":{"line":92,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿CallExpression
1559¿MemberExpression¿¿1766¿¿¿¿{"start":{"line":71,"column":4},"end":{"line":71,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1560¿Identifier¿¿1766¿cp¿¿¿{"start":{"line":71,"column":4},"end":{"line":71,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1561¿Identifier¿¿1766¿exec¿¿¿{"start":{"line":71,"column":7},"end":{"line":71,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1562¿Identifier¿¿1766¿v146¿¿¿¿¿Identifier
1563¿Identifier¿¿1766¿v164¿¿¿¿¿Identifier
1564¿ExpressionStatement¿¿1766¿¿¿¿{"start":{"line":71,"column":4},"end":{"line":92,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1565¿Identifier¿¿1766¿v165¿¿¿¿¿Identifier
1566¿BlockStatement¿¿1766¿¿¿¿{"start":{"line":70,"column":57},"end":{"line":93,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿BlockStatement
1567¿ExpressionStatement¿¿1739¿¿¿¿{"start":{"line":70,"column":17},"end":{"line":93,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1568¿AssignmentExpression¿=¿1739¿¿¿¿{"start":{"line":70,"column":17},"end":{"line":93,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿AssignmentExpression
