Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
710¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":85,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Program
1130¿Identifier¿¿1259¿v124¿¿¿¿¿Identifier
1131¿VariableDeclarator¿¿1259¿v125¿¿¿{"start":{"line":71,"column":24},"end":{"line":71,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1132¿CallExpression¿¿1259¿¿¿¿{"start":{"line":71,"column":24},"end":{"line":71,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿CallExpression
1133¿MemberExpression¿¿1259¿¿¿¿{"start":{"line":71,"column":24},"end":{"line":71,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿MemberExpression
1134¿Identifier¿¿1259¿response¿¿¿{"start":{"line":71,"column":24},"end":{"line":71,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1135¿Identifier¿¿1259¿write¿¿¿{"start":{"line":71,"column":33},"end":{"line":71,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1136¿Literal¿string¿1259¿¿')'¿¿{"start":{"line":71,"column":39},"end":{"line":71,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Literal
1137¿ExpressionStatement¿¿1259¿¿¿¿{"start":{"line":71,"column":24},"end":{"line":71,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿ExpressionStatement
1138¿Identifier¿¿1259¿v125¿¿¿¿¿Identifier
1139¿BlockStatement¿¿1259¿¿¿¿{"start":{"line":70,"column":49},"end":{"line":72,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿BlockStatement
1140¿VariableDeclarator¿¿1259¿v126¿¿¿{"start":{"line":73,"column":20},"end":{"line":73,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1141¿CallExpression¿¿1259¿¿¿¿{"start":{"line":73,"column":20},"end":{"line":73,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿CallExpression
1142¿MemberExpression¿¿1259¿¿¿¿{"start":{"line":73,"column":20},"end":{"line":73,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿MemberExpression
1143¿Identifier¿¿1259¿response¿¿¿{"start":{"line":73,"column":20},"end":{"line":73,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1144¿Identifier¿¿1259¿end¿¿¿{"start":{"line":73,"column":29},"end":{"line":73,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1145¿ExpressionStatement¿¿1259¿¿¿¿{"start":{"line":73,"column":20},"end":{"line":73,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿ExpressionStatement
1146¿Identifier¿¿1259¿v126¿¿¿¿¿Identifier
1147¿BlockStatement¿¿1259¿¿¿¿{"start":{"line":55,"column":23},"end":{"line":74,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿BlockStatement
1148¿BlockStatement¿¿1259¿¿¿¿{"start":{"line":49,"column":64},"end":{"line":75,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿BlockStatement
1149¿VariableDeclarator¿¿1256¿v128¿¿¿{"start":{"line":49,"column":12},"end":{"line":75,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1150¿CallExpression¿¿1256¿¿¿¿{"start":{"line":49,"column":12},"end":{"line":75,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿CallExpression
1151¿MemberExpression¿¿1256¿¿¿¿{"start":{"line":49,"column":12},"end":{"line":49,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿MemberExpression
1152¿Identifier¿¿1256¿fs¿¿¿{"start":{"line":49,"column":12},"end":{"line":49,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1153¿Identifier¿¿1256¿readFile¿¿¿{"start":{"line":49,"column":15},"end":{"line":49,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1154¿Identifier¿¿1256¿realPath¿¿¿{"start":{"line":49,"column":24},"end":{"line":49,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1155¿Literal¿string¿1256¿¿'binary'¿¿{"start":{"line":49,"column":34},"end":{"line":49,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Literal
1156¿Identifier¿¿1256¿v127¿¿¿¿¿Identifier
1157¿ExpressionStatement¿¿1256¿¿¿¿{"start":{"line":49,"column":12},"end":{"line":75,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿ExpressionStatement
1158¿Identifier¿¿1256¿v128¿¿¿¿¿Identifier
1159¿BlockStatement¿¿1256¿¿¿¿{"start":{"line":39,"column":45},"end":{"line":76,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿BlockStatement
1160¿VariableDeclarator¿¿1252¿v130¿¿¿{"start":{"line":39,"column":8},"end":{"line":76,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1161¿CallExpression¿¿1252¿¿¿¿{"start":{"line":39,"column":8},"end":{"line":76,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿CallExpression
1162¿MemberExpression¿¿1252¿¿¿¿{"start":{"line":39,"column":8},"end":{"line":39,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿MemberExpression
1163¿Identifier¿¿1252¿fs¿¿¿{"start":{"line":39,"column":8},"end":{"line":39,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1164¿Identifier¿¿1252¿exists¿¿¿{"start":{"line":39,"column":11},"end":{"line":39,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1165¿Identifier¿¿1252¿realPath¿¿¿{"start":{"line":39,"column":18},"end":{"line":39,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1166¿Identifier¿¿1252¿v129¿¿¿¿¿Identifier
1167¿ExpressionStatement¿¿1252¿¿¿¿{"start":{"line":39,"column":8},"end":{"line":76,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿ExpressionStatement
1168¿Identifier¿¿1252¿v130¿¿¿¿¿Identifier
1169¿BlockStatement¿¿1252¿¿¿¿{"start":{"line":19,"column":57},"end":{"line":77,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿BlockStatement
1170¿VariableDeclarator¿¿1250¿v132¿¿¿{"start":{"line":19,"column":11},"end":{"line":77,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1171¿CallExpression¿¿1250¿¿¿¿{"start":{"line":19,"column":11},"end":{"line":77,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿CallExpression
1172¿MemberExpression¿¿1250¿¿¿¿{"start":{"line":19,"column":11},"end":{"line":19,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿MemberExpression
1173¿Identifier¿¿1250¿http¿¿¿{"start":{"line":19,"column":11},"end":{"line":19,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1174¿Identifier¿¿1250¿createServer¿¿¿{"start":{"line":19,"column":16},"end":{"line":19,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1175¿Identifier¿¿1250¿v131¿¿¿¿¿Identifier
1176¿ReturnStatement¿¿1250¿¿¿¿{"start":{"line":19,"column":4},"end":{"line":77,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿ReturnStatement
1177¿Identifier¿¿1250¿v132¿¿¿¿¿Identifier
1178¿BlockStatement¿¿1250¿¿¿¿{"start":{"line":15,"column":29},"end":{"line":78,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿BlockStatement
1179¿EmptyStatement¿¿1245¿¿¿¿{"start":{"line":78,"column":1},"end":{"line":78,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿EmptyStatement
1180¿VariableDeclarator¿¿1245¿v133¿¿¿{"start":{"line":80,"column":0},"end":{"line":80,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1181¿MemberExpression¿¿1245¿¿¿¿{"start":{"line":80,"column":0},"end":{"line":80,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿MemberExpression
1182¿Identifier¿¿1245¿module¿¿¿{"start":{"line":80,"column":0},"end":{"line":80,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1183¿Identifier¿¿1245¿exports¿¿¿{"start":{"line":80,"column":7},"end":{"line":80,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1184¿VariableDeclarator¿exported¿1245¿v144¿¿¿{"start":{"line":80,"column":0},"end":{"line":85,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1185¿FunctionExpression¿¿1245¿anon¿¿¿{"start":{"line":80,"column":23},"end":{"line":85,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿FunctionExpression
1186¿Identifier¿¿0¿config¿¿¿{"start":{"line":80,"column":32},"end":{"line":80,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1187¿VariableDeclarator¿¿1265¿v134¿¿¿{"start":{"line":81,"column":23},"end":{"line":81,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1188¿ObjectExpression¿¿1265¿¿¿¿{"start":{"line":81,"column":23},"end":{"line":81,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿ObjectExpression
1189¿ExpressionStatement¿¿1265¿¿¿¿{"start":{"line":81,"column":4},"end":{"line":81,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿ExpressionStatement
1190¿AssignmentExpression¿=¿1265¿¿¿¿{"start":{"line":81,"column":4},"end":{"line":81,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿AssignmentExpression
1191¿Identifier¿¿1265¿config¿¿¿{"start":{"line":81,"column":4},"end":{"line":81,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1192¿LogicalExpression¿||¿1265¿¿¿¿{"start":{"line":81,"column":13},"end":{"line":81,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿LogicalExpression
1193¿Identifier¿¿1265¿config¿¿¿{"start":{"line":81,"column":13},"end":{"line":81,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1194¿Identifier¿¿1265¿v134¿¿¿¿¿Identifier
1195¿VariableDeclarator¿¿1265¿v135¿¿¿{"start":{"line":82,"column":4},"end":{"line":82,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1196¿CallExpression¿¿1265¿¿¿¿{"start":{"line":82,"column":4},"end":{"line":82,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿CallExpression
1197¿Identifier¿¿1265¿createServer¿¿¿{"start":{"line":82,"column":4},"end":{"line":82,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1198¿Identifier¿¿1265¿config¿¿¿{"start":{"line":82,"column":17},"end":{"line":82,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1199¿VariableDeclarator¿¿1265¿v136¿¿¿{"start":{"line":82,"column":32},"end":{"line":82,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1200¿MemberExpression¿¿1265¿¿¿¿{"start":{"line":82,"column":32},"end":{"line":82,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿MemberExpression
1201¿Identifier¿¿1265¿config¿¿¿{"start":{"line":82,"column":32},"end":{"line":82,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1202¿Identifier¿¿1265¿port¿¿¿{"start":{"line":82,"column":39},"end":{"line":82,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1203¿VariableDeclarator¿¿1265¿v137¿¿¿{"start":{"line":82,"column":32},"end":{"line":82,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1204¿LogicalExpression¿||¿1265¿¿¿¿{"start":{"line":82,"column":32},"end":{"line":82,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿LogicalExpression
1205¿Identifier¿¿1265¿v136¿¿¿¿¿Identifier
1206¿Literal¿number¿1265¿¿4444¿¿{"start":{"line":82,"column":47},"end":{"line":82,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Literal
1207¿VariableDeclarator¿¿1265¿v142¿¿¿{"start":{"line":82,"column":53},"end":{"line":84,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1208¿FunctionExpression¿¿1265¿anon¿¿¿{"start":{"line":82,"column":53},"end":{"line":84,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿FunctionExpression
1209¿VariableDeclarator¿¿1267¿v138¿¿¿{"start":{"line":83,"column":56},"end":{"line":83,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1210¿MemberExpression¿¿1267¿¿¿¿{"start":{"line":83,"column":56},"end":{"line":83,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿MemberExpression
1211¿Identifier¿¿1267¿config¿¿¿{"start":{"line":83,"column":56},"end":{"line":83,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1212¿Identifier¿¿1267¿port¿¿¿{"start":{"line":83,"column":63},"end":{"line":83,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1213¿VariableDeclarator¿¿1267¿v139¿¿¿{"start":{"line":83,"column":56},"end":{"line":83,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1214¿LogicalExpression¿||¿1267¿¿¿¿{"start":{"line":83,"column":56},"end":{"line":83,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿LogicalExpression
1215¿Identifier¿¿1267¿v138¿¿¿¿¿Identifier
1216¿Literal¿number¿1267¿¿4444¿¿{"start":{"line":83,"column":71},"end":{"line":83,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Literal
1217¿VariableDeclarator¿¿1267¿v140¿¿¿{"start":{"line":83,"column":20},"end":{"line":83,"column":82},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1218¿TemplateLiteral¿¿1267¿¿¿¿{"start":{"line":83,"column":20},"end":{"line":83,"column":82},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿TemplateLiteral
1219¿Identifier¿¿1267¿v139¿¿¿¿¿Identifier
1220¿VariableDeclarator¿¿1267¿v141¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":83},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1221¿CallExpression¿¿1267¿¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":83},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿CallExpression
1222¿MemberExpression¿¿1267¿¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿MemberExpression
1223¿Identifier¿¿1267¿console¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1224¿Identifier¿¿1267¿log¿¿¿{"start":{"line":83,"column":16},"end":{"line":83,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1225¿Identifier¿¿1267¿v140¿¿¿¿¿Identifier
1226¿ExpressionStatement¿¿1267¿¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":84},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿ExpressionStatement
1227¿Identifier¿¿1267¿v141¿¿¿¿¿Identifier
1228¿BlockStatement¿¿1267¿¿¿¿{"start":{"line":82,"column":63},"end":{"line":84,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿BlockStatement
1229¿VariableDeclarator¿¿1265¿v143¿¿¿{"start":{"line":82,"column":4},"end":{"line":84,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
1230¿CallExpression¿¿1265¿¿¿¿{"start":{"line":82,"column":4},"end":{"line":84,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿CallExpression
1231¿MemberExpression¿¿1265¿¿¿¿{"start":{"line":82,"column":4},"end":{"line":82,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿MemberExpression
1232¿Identifier¿¿1265¿v135¿¿¿¿¿Identifier
1233¿Identifier¿¿1265¿listen¿¿¿{"start":{"line":82,"column":25},"end":{"line":82,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1234¿Identifier¿¿1265¿v137¿¿¿¿¿Identifier
1235¿Identifier¿¿1265¿v142¿¿¿¿¿Identifier
1236¿ExpressionStatement¿¿1265¿¿¿¿{"start":{"line":82,"column":4},"end":{"line":84,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿ExpressionStatement
1237¿Identifier¿¿1265¿v143¿¿¿¿¿Identifier
1238¿BlockStatement¿¿1265¿¿¿¿{"start":{"line":80,"column":39},"end":{"line":85,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿BlockStatement
1239¿ExpressionStatement¿¿1245¿¿¿¿{"start":{"line":80,"column":0},"end":{"line":85,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿ExpressionStatement
1240¿AssignmentExpression¿=¿1245¿¿¿¿{"start":{"line":80,"column":0},"end":{"line":85,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿AssignmentExpression
1241¿MemberExpression¿¿1245¿¿¿¿{"start":{"line":80,"column":0},"end":{"line":80,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿MemberExpression
1242¿Identifier¿¿1245¿v133¿¿¿¿¿Identifier
1243¿Identifier¿¿1245¿start¿¿¿{"start":{"line":80,"column":15},"end":{"line":80,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
1244¿Identifier¿¿1245¿v144¿¿¿¿¿Identifier
1245¿CFG_F_START¿¿1245¿__main__¿¿¿¿¿CFG_F_START
1246¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1247¿CFG_F_START¿¿1247¿732_anon¿¿¿¿¿CFG_F_START
1248¿CFG_F_END¿¿0¿732_anon¿¿¿¿¿CFG_F_END
1249¿CFG_IF_END¿¿0¿749¿¿¿¿¿CFG_IF_END
1250¿CFG_F_START¿¿1250¿761_anon¿¿¿¿¿CFG_F_START
1251¿CFG_F_END¿¿0¿761_anon¿¿¿¿¿CFG_F_END
1252¿CFG_F_START¿¿1252¿787_anon¿¿¿¿¿CFG_F_START
1253¿CFG_F_END¿¿0¿787_anon¿¿¿¿¿CFG_F_END
1254¿CFG_IF_END¿¿0¿831¿¿¿¿¿CFG_IF_END
1255¿CFG_IF_END¿¿0¿941¿¿¿¿¿CFG_IF_END
1256¿CFG_F_START¿¿1256¿954_anon¿¿¿¿¿CFG_F_START
1257¿CFG_F_END¿¿0¿954_anon¿¿¿¿¿CFG_F_END
1258¿CFG_IF_END¿¿0¿959¿¿¿¿¿CFG_IF_END
1259¿CFG_F_START¿¿1259¿1001_anon¿¿¿¿¿CFG_F_START
1260¿CFG_F_END¿¿0¿1001_anon¿¿¿¿¿CFG_F_END
1261¿CFG_IF_END¿¿0¿1066¿¿¿¿¿CFG_IF_END
1262¿CFG_IF_END¿¿0¿1097¿¿¿¿¿CFG_IF_END
1263¿CFG_IF_END¿¿0¿1129¿¿¿¿¿CFG_IF_END
1264¿CFG_IF_END¿¿0¿1004¿¿¿¿¿CFG_IF_END
1265¿CFG_F_START¿¿1265¿1185_anon¿¿¿¿¿CFG_F_START
1266¿CFG_F_END¿¿0¿1185_anon¿¿¿¿¿CFG_F_END
1267¿CFG_F_START¿¿1267¿1208_anon¿¿¿¿¿CFG_F_START
1268¿CFG_F_END¿¿0¿1208_anon¿¿¿¿¿CFG_F_END
1269¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1270¿PDG_CALL¿¿1245¿1245.CALL->require-o141¿¿¿¿¿PDG_CALL
1271¿PDG_OBJECT¿¿0¿1245.http-o142¿¿¿¿¿PDG_OBJECT
1272¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1273¿PDG_CALL¿¿1245¿1245.CALL->require-o143¿¿¿¿¿PDG_CALL
1274¿PDG_OBJECT¿¿0¿1245.url-o144¿¿¿¿¿PDG_OBJECT
1275¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1276¿PDG_CALL¿¿1245¿1245.CALL->require-o145¿¿¿¿¿PDG_CALL
1277¿PDG_OBJECT¿¿0¿1245.fs-o146¿¿¿¿¿PDG_OBJECT
1278¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1279¿PDG_CALL¿¿1245¿1245.CALL->require-o147¿¿¿¿¿PDG_CALL
1280¿PDG_OBJECT¿¿0¿1245.path-o148¿¿¿¿¿PDG_OBJECT
1281¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1282¿PDG_CALL¿¿1245¿1245.CALL->require-o149¿¿¿¿¿PDG_CALL
1283¿PDG_OBJECT¿¿0¿1245.mine-o150¿¿¿¿¿PDG_OBJECT
1284¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1285¿PDG_OBJECT¿¿0¿1247.this-o151¿¿¿¿¿PDG_OBJECT
1286¿PDG_OBJECT¿¿0¿1247.url-o152¿¿¿¿¿PDG_OBJECT
1287¿PDG_OBJECT¿¿0¿1247.paraName-o153¿¿¿¿¿PDG_OBJECT
1288¿PDG_OBJECT¿¿0¿1245.getPara-o154¿¿¿¿¿PDG_OBJECT
1289¿PDG_OBJECT¿¿0¿1250.this-o155¿¿¿¿¿PDG_OBJECT
1290¿PDG_OBJECT¿¿0¿1250.config-o156¿¿¿¿¿PDG_OBJECT
1291¿PDG_OBJECT¿¿0¿1245.createServer-o157¿¿¿¿¿PDG_OBJECT
1292¿PDG_OBJECT¿¿0¿1245.module-o158¿¿¿¿¿PDG_OBJECT
1293¿PDG_OBJECT¿¿0¿1245.module.exports-o159¿¿¿¿¿PDG_OBJECT
1294¿PDG_OBJECT¿¿0¿1265.this-o160¿¿¿¿¿PDG_OBJECT
1295¿PDG_OBJECT¿¿0¿1265.config-o161¿¿¿¿¿PDG_OBJECT
1296¿PDG_OBJECT¿¿0¿1245.v144-o162¿¿¿¿¿PDG_OBJECT
1297¿PDG_OBJECT¿¿0¿1245.v133-o163¿¿¿¿¿PDG_OBJECT
1298¿PDG_OBJECT¿¿0¿1245.v133.start-o164¿¿¿¿¿PDG_OBJECT
1299¿PDG_OBJECT¿¿0¿1247.v73-o165¿¿¿¿¿PDG_OBJECT
1300¿PDG_CALL¿¿1247¿1247.CALL->RegExp-o166¿¿¿¿¿PDG_CALL
1301¿PDG_OBJECT¿¿0¿1247.reg-o167¿¿¿¿¿PDG_OBJECT
1302¿PDG_CALL¿¿1247¿1247.CALL->url.match-o168¿¿¿¿¿PDG_CALL
1303¿PDG_OBJECT¿¿0¿1247.matches-o169¿¿¿¿¿PDG_OBJECT
1304¿PDG_OBJECT¿¿0¿1247.matches.1-o170¿¿¿¿¿PDG_OBJECT
1305¿PDG_RETURN¿¿0¿1247.RET_OBJ-o171¿¿¿¿¿PDG_RETURN
1306¿PDG_OBJECT¿¿0¿1250.v75-o172¿¿¿¿¿PDG_OBJECT
1307¿PDG_OBJECT¿¿0¿1250.config.assetPath-o173¿¿¿¿¿PDG_OBJECT
1308¿PDG_CALL¿¿1250¿1250.CALL->path.resolve-o174¿¿¿¿¿PDG_CALL
1309¿PDG_OBJECT¿¿0¿1250.v77-o175¿¿¿¿¿PDG_OBJECT
