Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1698¿Program¿¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":203,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Program
73¿VariableDeclarator¿¿v4¿¿¿¿¿VariableDeclarator
74¿TemplateLiteral¿¿¿¿¿{"start":{"line":24,"column":14},"end":{"line":24,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿TemplateLiteral
76¿VariableDeclarator¿¿v5¿¿¿¿¿VariableDeclarator
77¿CallExpression¿¿¿¿¿{"start":{"line":24,"column":2},"end":{"line":24,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿CallExpression
82¿ExpressionStatement¿¿¿¿¿{"start":{"line":24,"column":2},"end":{"line":24,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿ExpressionStatement
83¿Identifier¿¿v5¿¿¿¿¿Identifier
84¿VariableDeclarator¿¿v6¿¿¿¿¿VariableDeclarator
85¿ObjectExpression¿¿¿¿¿{"start":{"line":25,"column":44},"end":{"line":25,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿ObjectExpression
89¿ExpressionStatement¿¿¿¿¿{"start":{"line":25,"column":2},"end":{"line":25,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿ExpressionStatement
445¿PDG_OBJECT¿¿367.v6-o57¿¿¿¿¿PDG_OBJECT
90¿AssignmentExpression¿=¿¿¿¿{"start":{"line":25,"column":2},"end":{"line":25,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿AssignmentExpression
98¿VariableDeclarator¿¿v7¿¿¿¿¿VariableDeclarator
99¿MemberExpression¿¿¿¿¿{"start":{"line":27,"column":2},"end":{"line":27,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿MemberExpression
102¿VariableDeclarator¿¿v8¿¿¿¿¿VariableDeclarator
103¿CallExpression¿¿¿¿¿{"start":{"line":27,"column":2},"end":{"line":27,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿CallExpression
108¿ExpressionStatement¿¿¿¿¿{"start":{"line":27,"column":2},"end":{"line":27,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿ExpressionStatement
109¿Identifier¿¿v8¿¿¿¿¿Identifier
110¿VariableDeclarator¿¿v9¿¿¿¿¿VariableDeclarator
111¿MemberExpression¿¿¿¿¿{"start":{"line":28,"column":2},"end":{"line":28,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿MemberExpression
114¿VariableDeclarator¿¿v10¿¿¿¿¿VariableDeclarator
115¿CallExpression¿¿¿¿¿{"start":{"line":28,"column":2},"end":{"line":28,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿CallExpression
120¿ExpressionStatement¿¿¿¿¿{"start":{"line":28,"column":2},"end":{"line":28,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿ExpressionStatement
121¿Identifier¿¿v10¿¿¿¿¿Identifier
368¿CFG_F_END¿¿66_anon¿¿¿¿¿CFG_F_END
112¿Identifier¿¿proc¿¿¿{"start":{"line":28,"column":2},"end":{"line":28,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Identifier
113¿Identifier¿¿stderr¿¿¿{"start":{"line":28,"column":7},"end":{"line":28,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Identifier
100¿Identifier¿¿proc¿¿¿{"start":{"line":27,"column":2},"end":{"line":27,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Identifier
101¿Identifier¿¿stdout¿¿¿{"start":{"line":27,"column":7},"end":{"line":27,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Identifier
91¿Identifier¿¿logStream¿¿¿{"start":{"line":25,"column":2},"end":{"line":25,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Identifier
92¿CallExpression¿¿¿¿¿{"start":{"line":25,"column":14},"end":{"line":25,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿CallExpression
86¿Property¿¿¿¿¿{"start":{"line":25,"column":45},"end":{"line":25,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Property
87¿Identifier¿¿flags¿¿¿{"start":{"line":25,"column":45},"end":{"line":25,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Identifier
88¿Literal¿string¿¿'a'¿¿{"start":{"line":25,"column":52},"end":{"line":25,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Literal
75¿Identifier¿¿logPath¿¿¿{"start":{"line":24,"column":33},"end":{"line":24,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Identifier
70¿Identifier¿¿writePath¿¿¿{"start":{"line":23,"column":21},"end":{"line":23,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Identifier
71¿Identifier¿¿hostname¿¿¿{"start":{"line":23,"column":34},"end":{"line":23,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Identifier
72¿Identifier¿¿fileName¿¿¿{"start":{"line":23,"column":46},"end":{"line":23,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Identifier
67¿Identifier¿¿fileName¿¿¿{"start":{"line":22,"column":28},"end":{"line":22,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Identifier
122¿BlockStatement¿¿¿¿¿{"start":{"line":22,"column":38},"end":{"line":29,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿BlockStatement
135¿MemberExpression¿¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿MemberExpression
138¿Identifier¿¿v11¿¿¿¿¿Identifier
456¿PDG_OBJECT¿¿369.proc-o68¿¿¿¿¿PDG_OBJECT
458¿PDG_OBJECT¿¿369.proc-o69¿¿¿¿¿PDG_OBJECT
459¿PDG_OBJECT¿¿369.proc.title-o70¿¿¿¿¿PDG_OBJECT
136¿Identifier¿¿childProcess¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Identifier
137¿Identifier¿¿exec¿¿¿{"start":{"line":34,"column":19},"end":{"line":34,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Identifier
430¿PDG_OBJECT¿¿365.v37.startLive-o42¿¿¿¿¿PDG_OBJECT
153¿FunctionExpression¿¿anon¿¿¿{"start":{"line":39,"column":12},"end":{"line":46,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿FunctionExpression
371¿CFG_F_START¿¿153_anon¿¿¿¿¿CFG_F_START
198¿VariableDeclarator¿exported¿v26¿¿¿¿¿VariableDeclarator
415¿PDG_OBJECT¿¿371.this-o27¿¿¿¿¿PDG_OBJECT
416¿PDG_OBJECT¿¿371.callback-o28¿¿¿¿¿PDG_OBJECT
417¿PDG_OBJECT¿¿365.v22-o29¿¿¿¿¿PDG_OBJECT
464¿PDG_CALL¿¿371.CALL->console.log-o75¿¿¿¿¿PDG_CALL
466¿PDG_CALL¿¿371.CALL->treeKill-o77¿¿¿¿¿PDG_CALL
470¿PDG_CALL¿¿371.CALL->setTimeout-o81¿¿¿¿¿PDG_CALL
192¿Identifier¿¿setTimeout¿¿¿{"start":{"line":42,"column":4},"end":{"line":42,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Identifier
193¿Identifier¿¿v20¿¿¿¿¿Identifier
194¿Literal¿number¿¿2500¿¿{"start":{"line":44,"column":18},"end":{"line":44,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Literal
471¿PDG_OBJECT¿¿371.v21-o82¿¿¿¿¿PDG_OBJECT
177¿Identifier¿¿treeKill¿¿¿{"start":{"line":41,"column":4},"end":{"line":41,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Identifier
178¿Identifier¿¿v17¿¿¿¿¿Identifier
179¿Literal¿string¿¿'SIGINT'¿¿{"start":{"line":41,"column":23},"end":{"line":41,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Literal
467¿PDG_OBJECT¿¿371.v18-o78¿¿¿¿¿PDG_OBJECT
165¿MemberExpression¿¿¿¿¿{"start":{"line":40,"column":4},"end":{"line":40,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿MemberExpression
168¿Identifier¿¿v15¿¿¿¿¿Identifier
465¿PDG_OBJECT¿¿371.v16-o76¿¿¿¿¿PDG_OBJECT
166¿Identifier¿¿console¿¿¿{"start":{"line":40,"column":4},"end":{"line":40,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Identifier
167¿Identifier¿¿log¿¿¿{"start":{"line":40,"column":12},"end":{"line":40,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Identifier
432¿PDG_OBJECT¿¿365.v37.stopLive-o44¿¿¿¿¿PDG_OBJECT
199¿FunctionExpression¿¿anon¿¿¿{"start":{"line":47,"column":15},"end":{"line":56,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿FunctionExpression
375¿CFG_F_START¿¿199_anon¿¿¿¿¿CFG_F_START
257¿VariableDeclarator¿exported¿v32¿¿¿¿¿VariableDeclarator
418¿PDG_OBJECT¿¿375.this-o30¿¿¿¿¿PDG_OBJECT
419¿PDG_OBJECT¿¿375.file-o31¿¿¿¿¿PDG_OBJECT
420¿PDG_OBJECT¿¿365.v26-o32¿¿¿¿¿PDG_OBJECT
502¿PDG_CALL¿¿375.CALL->childProcess.spawn-o113¿¿¿¿¿PDG_CALL
507¿PDG_CALL¿¿375.CALL->writeLogs-o117¿¿¿¿¿PDG_CALL
252¿Identifier¿¿writeLogs¿¿¿{"start":{"line":55,"column":4},"end":{"line":55,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Identifier
253¿Literal¿string¿¿'record'¿¿{"start":{"line":55,"column":14},"end":{"line":55,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Literal
508¿PDG_OBJECT¿¿375.v25-o118¿¿¿¿¿PDG_OBJECT
239¿MemberExpression¿¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿MemberExpression
242¿Literal¿string¿¿'raspivid'¿¿{"start":{"line":49,"column":25},"end":{"line":49,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Literal
243¿Identifier¿¿v24¿¿¿¿¿Identifier
503¿PDG_OBJECT¿¿375.proc-o114¿¿¿¿¿PDG_OBJECT
505¿PDG_OBJECT¿¿375.proc-o115¿¿¿¿¿PDG_OBJECT
506¿PDG_OBJECT¿¿375.proc.title-o116¿¿¿¿¿PDG_OBJECT
240¿Identifier¿¿childProcess¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Identifier
241¿Identifier¿¿spawn¿¿¿{"start":{"line":49,"column":19},"end":{"line":49,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Identifier
434¿PDG_OBJECT¿¿365.v37.startRecord-o46¿¿¿¿¿PDG_OBJECT
474¿PDG_OBJECT¿¿375.v23-o85¿¿¿¿¿PDG_OBJECT
477¿PDG_OBJECT¿¿375.v24.1-o88¿¿¿¿¿PDG_OBJECT
475¿PDG_OBJECT¿¿375.v24-o86¿¿¿¿¿PDG_OBJECT
476¿PDG_OBJECT¿¿375.v24.0-o87¿¿¿¿¿PDG_OBJECT
478¿PDG_OBJECT¿¿375.v24.2-o89¿¿¿¿¿PDG_OBJECT
479¿PDG_OBJECT¿¿375.v24.3-o90¿¿¿¿¿PDG_OBJECT
480¿PDG_OBJECT¿¿375.v24.4-o91¿¿¿¿¿PDG_OBJECT
481¿PDG_OBJECT¿¿375.v24.5-o92¿¿¿¿¿PDG_OBJECT
482¿PDG_OBJECT¿¿375.v24.6-o93¿¿¿¿¿PDG_OBJECT
483¿PDG_OBJECT¿¿375.v24.7-o94¿¿¿¿¿PDG_OBJECT
484¿PDG_OBJECT¿¿375.v24.8-o95¿¿¿¿¿PDG_OBJECT
485¿PDG_OBJECT¿¿375.v24.9-o96¿¿¿¿¿PDG_OBJECT
486¿PDG_OBJECT¿¿375.v24.10-o97¿¿¿¿¿PDG_OBJECT
487¿PDG_OBJECT¿¿375.v24.11-o98¿¿¿¿¿PDG_OBJECT
488¿PDG_OBJECT¿¿375.v24.12-o99¿¿¿¿¿PDG_OBJECT
489¿PDG_OBJECT¿¿375.v24.13-o100¿¿¿¿¿PDG_OBJECT
490¿PDG_OBJECT¿¿375.v24.14-o101¿¿¿¿¿PDG_OBJECT
491¿PDG_OBJECT¿¿375.v24.15-o102¿¿¿¿¿PDG_OBJECT
492¿PDG_OBJECT¿¿375.v24.16-o103¿¿¿¿¿PDG_OBJECT
493¿PDG_OBJECT¿¿375.v24.17-o104¿¿¿¿¿PDG_OBJECT
494¿PDG_OBJECT¿¿375.v24.18-o105¿¿¿¿¿PDG_OBJECT
495¿PDG_OBJECT¿¿375.v24.19-o106¿¿¿¿¿PDG_OBJECT
496¿PDG_OBJECT¿¿375.v24.20-o107¿¿¿¿¿PDG_OBJECT
497¿PDG_OBJECT¿¿375.v24.21-o108¿¿¿¿¿PDG_OBJECT
498¿PDG_OBJECT¿¿375.v24.22-o109¿¿¿¿¿PDG_OBJECT
499¿PDG_OBJECT¿¿375.v24.23-o110¿¿¿¿¿PDG_OBJECT
500¿PDG_OBJECT¿¿375.v24.24-o111¿¿¿¿¿PDG_OBJECT
501¿PDG_OBJECT¿¿375.v24.25-o112¿¿¿¿¿PDG_OBJECT
504¿TAINT_SINK¿¿spawn¿¿¿¿¿TAINT_SINK
258¿FunctionExpression¿¿anon¿¿¿{"start":{"line":57,"column":14},"end":{"line":66,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿FunctionExpression
377¿CFG_F_START¿¿258_anon¿¿¿¿¿CFG_F_START
295¿VariableDeclarator¿exported¿v36¿¿¿¿¿VariableDeclarator
421¿PDG_OBJECT¿¿377.this-o33¿¿¿¿¿PDG_OBJECT
422¿PDG_OBJECT¿¿377.file-o34¿¿¿¿¿PDG_OBJECT
423¿PDG_OBJECT¿¿377.callback-o35¿¿¿¿¿PDG_OBJECT
424¿PDG_OBJECT¿¿365.v32-o36¿¿¿¿¿PDG_OBJECT
509¿PDG_CALL¿¿377.CALL->proc.kill-o119¿¿¿¿¿PDG_CALL
513¿PDG_CALL¿¿377.CALL->setTimeout-o123¿¿¿¿¿PDG_CALL
289¿Identifier¿¿setTimeout¿¿¿{"start":{"line":61,"column":4},"end":{"line":61,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Identifier
290¿Identifier¿¿v30¿¿¿¿¿Identifier
291¿Literal¿number¿¿2500¿¿{"start":{"line":64,"column":18},"end":{"line":64,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Literal
514¿PDG_OBJECT¿¿377.v31-o124¿¿¿¿¿PDG_OBJECT
263¿MemberExpression¿¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿MemberExpression
266¿Literal¿string¿¿'SIGINT'¿¿{"start":{"line":58,"column":14},"end":{"line":58,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Literal
510¿PDG_OBJECT¿¿377.v27-o120¿¿¿¿¿PDG_OBJECT
264¿Identifier¿¿proc¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Identifier
265¿Identifier¿¿kill¿¿¿{"start":{"line":58,"column":9},"end":{"line":58,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Identifier
436¿PDG_OBJECT¿¿365.v37.stopRecord-o48¿¿¿¿¿PDG_OBJECT
515¿PDG_CALL¿¿379.CALL->parent.encodeRecord-o125¿¿¿¿¿PDG_CALL
275¿MemberExpression¿¿¿¿¿{"start":{"line":62,"column":17},"end":{"line":62,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿MemberExpression
278¿Identifier¿¿file¿¿¿{"start":{"line":62,"column":37},"end":{"line":62,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Identifier
516¿PDG_OBJECT¿¿379.v28-o126¿¿¿¿¿PDG_OBJECT
276¿Identifier¿¿parent¿¿¿{"start":{"line":62,"column":17},"end":{"line":62,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Identifier
277¿Identifier¿¿encodeRecord¿¿¿{"start":{"line":62,"column":24},"end":{"line":62,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Identifier
296¿FunctionExpression¿¿anon¿¿¿{"start":{"line":67,"column":16},"end":{"line":72,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿FunctionExpression
381¿CFG_F_START¿¿296_anon¿¿¿¿¿CFG_F_START
327¿VariableDeclarator¿¿v37¿¿¿¿¿VariableDeclarator
425¿PDG_OBJECT¿¿381.this-o37¿¿¿¿¿PDG_OBJECT
426¿PDG_OBJECT¿¿381.file-o38¿¿¿¿¿PDG_OBJECT
427¿PDG_OBJECT¿¿365.v36-o39¿¿¿¿¿PDG_OBJECT
520¿PDG_CALL¿¿381.CALL->console.log-o130¿¿¿¿¿PDG_CALL
523¿PDG_CALL¿¿381.CALL->childProcess.exec-o133¿¿¿¿¿PDG_CALL
316¿MemberExpression¿¿¿¿¿{"start":{"line":69,"column":20},"end":{"line":69,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿MemberExpression
319¿Identifier¿¿v35¿¿¿¿¿Identifier
524¿PDG_OBJECT¿¿381.process-o134¿¿¿¿¿PDG_OBJECT
526¿PDG_OBJECT¿¿381.process-o135¿¿¿¿¿PDG_OBJECT
527¿PDG_OBJECT¿¿381.process.title-o136¿¿¿¿¿PDG_OBJECT
317¿Identifier¿¿childProcess¿¿¿{"start":{"line":69,"column":20},"end":{"line":69,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Identifier
318¿Identifier¿¿exec¿¿¿{"start":{"line":69,"column":33},"end":{"line":69,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Identifier
303¿MemberExpression¿¿¿¿¿{"start":{"line":68,"column":4},"end":{"line":68,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿MemberExpression
306¿Identifier¿¿v33¿¿¿¿¿Identifier
521¿PDG_OBJECT¿¿381.v34-o131¿¿¿¿¿PDG_OBJECT
304¿Identifier¿¿console¿¿¿{"start":{"line":68,"column":4},"end":{"line":68,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Identifier
305¿Identifier¿¿log¿¿¿{"start":{"line":68,"column":12},"end":{"line":68,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Identifier
438¿PDG_OBJECT¿¿365.v37.encodeRecord-o50¿¿¿¿¿PDG_OBJECT
519¿PDG_OBJECT¿¿381.v33-o129¿¿¿¿¿PDG_OBJECT
522¿PDG_OBJECT¿¿381.v35-o132¿¿¿¿¿PDG_OBJECT
525¿TAINT_SINK¿¿exec¿¿¿¿¿TAINT_SINK
328¿ObjectExpression¿¿¿¿¿¿¿ObjectExpression
329¿ExpressionStatement¿¿¿¿¿{"start":{"line":31,"column":17},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿ExpressionStatement
428¿PDG_OBJECT¿¿365.v37-o40¿¿¿¿¿PDG_OBJECT
429¿PDG_OBJECT¿¿365.v37-o41¿¿¿¿¿PDG_OBJECT
431¿PDG_OBJECT¿¿365.v37-o43¿¿¿¿¿PDG_OBJECT
433¿PDG_OBJECT¿¿365.v37-o45¿¿¿¿¿PDG_OBJECT
435¿PDG_OBJECT¿¿365.v37-o47¿¿¿¿¿PDG_OBJECT
437¿PDG_OBJECT¿¿365.v37-o49¿¿¿¿¿PDG_OBJECT
440¿PDG_OBJECT¿¿365.module.exports-o52¿¿¿¿¿PDG_OBJECT
330¿AssignmentExpression¿=¿¿¿¿{"start":{"line":31,"column":17},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿AssignmentExpression
335¿ExpressionStatement¿¿¿¿¿{"start":{"line":31,"column":17},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿ExpressionStatement
336¿AssignmentExpression¿=¿¿¿¿{"start":{"line":31,"column":17},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿AssignmentExpression
341¿ExpressionStatement¿¿¿¿¿{"start":{"line":31,"column":17},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿ExpressionStatement
342¿AssignmentExpression¿=¿¿¿¿{"start":{"line":31,"column":17},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿AssignmentExpression
347¿ExpressionStatement¿¿¿¿¿{"start":{"line":31,"column":17},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿ExpressionStatement
348¿AssignmentExpression¿=¿¿¿¿{"start":{"line":31,"column":17},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿AssignmentExpression
353¿ExpressionStatement¿¿¿¿¿{"start":{"line":31,"column":17},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿ExpressionStatement
354¿AssignmentExpression¿=¿¿¿¿{"start":{"line":31,"column":17},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿AssignmentExpression
359¿ExpressionStatement¿¿¿¿¿{"start":{"line":31,"column":0},"end":{"line":73,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿ExpressionStatement
360¿AssignmentExpression¿=¿¿¿¿{"start":{"line":31,"column":0},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿AssignmentExpression
366¿CFG_F_END¿¿__main__¿¿¿¿¿CFG_F_END
439¿PDG_OBJECT¿¿365.module-o51¿¿¿¿¿PDG_OBJECT
361¿MemberExpression¿¿¿¿¿{"start":{"line":31,"column":0},"end":{"line":31,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿MemberExpression
364¿Identifier¿¿v37¿¿¿¿¿Identifier
362¿Identifier¿¿module¿¿¿{"start":{"line":31,"column":0},"end":{"line":31,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Identifier
363¿Identifier¿¿exports¿¿¿{"start":{"line":31,"column":7},"end":{"line":31,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Identifier
355¿MemberExpression¿¿¿¿¿{"start":{"line":31,"column":17},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿MemberExpression
358¿Identifier¿¿v36¿¿¿¿¿Identifier
356¿Identifier¿¿v37¿¿¿¿¿Identifier
357¿Identifier¿¿encodeRecord¿¿¿{"start":{"line":67,"column":2},"end":{"line":67,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Identifier
349¿MemberExpression¿¿¿¿¿{"start":{"line":31,"column":17},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿MemberExpression
352¿Identifier¿¿v32¿¿¿¿¿Identifier
350¿Identifier¿¿v37¿¿¿¿¿Identifier
351¿Identifier¿¿stopRecord¿¿¿{"start":{"line":57,"column":2},"end":{"line":57,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Identifier
343¿MemberExpression¿¿¿¿¿{"start":{"line":31,"column":17},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿MemberExpression
346¿Identifier¿¿v26¿¿¿¿¿Identifier
344¿Identifier¿¿v37¿¿¿¿¿Identifier
345¿Identifier¿¿startRecord¿¿¿{"start":{"line":47,"column":2},"end":{"line":47,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Identifier
337¿MemberExpression¿¿¿¿¿{"start":{"line":31,"column":17},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿MemberExpression
340¿Identifier¿¿v22¿¿¿¿¿Identifier
338¿Identifier¿¿v37¿¿¿¿¿Identifier
339¿Identifier¿¿stopLive¿¿¿{"start":{"line":39,"column":2},"end":{"line":39,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Identifier
331¿MemberExpression¿¿¿¿¿{"start":{"line":31,"column":17},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿MemberExpression
334¿Identifier¿¿v13¿¿¿¿¿Identifier
332¿Identifier¿¿v37¿¿¿¿¿Identifier
333¿Identifier¿¿startLive¿¿¿{"start":{"line":32,"column":2},"end":{"line":32,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/pi_video_recording.js"}¿¿Identifier
298¿VariableDeclarator¿¿v33¿¿¿¿¿VariableDeclarator
