Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
622¿Program¿¿-1¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":104,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Program
1083¿BlockStatement¿¿1131¿¿¿¿{"start":{"line":72,"column":49},"end":{"line":97,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿BlockStatement
1084¿VariableDeclarator¿¿1118¿v119¿¿¿{"start":{"line":72,"column":4},"end":{"line":97,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
1085¿CallExpression¿¿1118¿¿¿¿{"start":{"line":72,"column":4},"end":{"line":97,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿CallExpression
1086¿Identifier¿¿1118¿exec¿¿¿{"start":{"line":72,"column":4},"end":{"line":72,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1087¿Identifier¿¿1118¿execCmd¿¿¿{"start":{"line":72,"column":9},"end":{"line":72,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1088¿Identifier¿¿1118¿v118¿¿¿¿¿Identifier
1089¿ExpressionStatement¿¿1118¿¿¿¿{"start":{"line":72,"column":4},"end":{"line":97,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿ExpressionStatement
1090¿Identifier¿¿1118¿v119¿¿¿¿¿Identifier
1091¿BlockStatement¿¿1118¿¿¿¿{"start":{"line":22,"column":49},"end":{"line":98,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿BlockStatement
1092¿IfStatement¿¿1116¿¿¿¿{"start":{"line":100,"column":2},"end":{"line":102,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿IfStatement
1093¿Identifier¿¿1116¿proto¿¿¿{"start":{"line":100,"column":6},"end":{"line":100,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1094¿ExpressionStatement¿¿1116¿¿¿¿{"start":{"line":101,"column":4},"end":{"line":101,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿ExpressionStatement
1095¿AssignmentExpression¿=¿1116¿¿¿¿{"start":{"line":101,"column":4},"end":{"line":101,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿AssignmentExpression
1096¿MemberExpression¿¿1116¿¿¿¿{"start":{"line":101,"column":4},"end":{"line":101,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿MemberExpression
1097¿Identifier¿¿1116¿proto¿¿¿{"start":{"line":101,"column":4},"end":{"line":101,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1098¿Identifier¿¿1116¿compare¿¿¿{"start":{"line":101,"column":10},"end":{"line":101,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1099¿Identifier¿¿1116¿compare¿¿¿{"start":{"line":101,"column":20},"end":{"line":101,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1100¿BlockStatement¿¿1116¿¿¿¿{"start":{"line":100,"column":13},"end":{"line":102,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿BlockStatement
1101¿ReturnStatement¿¿1116¿¿¿¿{"start":{"line":103,"column":2},"end":{"line":103,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿ReturnStatement
1102¿Identifier¿¿1116¿compare¿¿¿{"start":{"line":103,"column":9},"end":{"line":103,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1103¿BlockStatement¿¿1116¿¿¿¿{"start":{"line":21,"column":44},"end":{"line":104,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿BlockStatement
1104¿ExpressionStatement¿¿1114¿¿¿¿{"start":{"line":21,"column":0},"end":{"line":104,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿ExpressionStatement
1105¿AssignmentExpression¿=¿1114¿¿¿¿{"start":{"line":21,"column":0},"end":{"line":104,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿AssignmentExpression
1106¿Identifier¿¿1114¿exports¿¿¿{"start":{"line":21,"column":0},"end":{"line":104,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1107¿Identifier¿¿1114¿v120¿¿¿¿¿Identifier
1108¿ExpressionStatement¿¿1114¿¿¿¿{"start":{"line":21,"column":0},"end":{"line":104,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿ExpressionStatement
1109¿AssignmentExpression¿=¿1114¿¿¿¿{"start":{"line":21,"column":0},"end":{"line":104,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿AssignmentExpression
1110¿MemberExpression¿¿1114¿¿¿¿{"start":{"line":21,"column":0},"end":{"line":21,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿MemberExpression
1111¿Identifier¿¿1114¿module¿¿¿{"start":{"line":21,"column":0},"end":{"line":21,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1112¿Identifier¿¿1114¿exports¿¿¿{"start":{"line":21,"column":7},"end":{"line":21,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1113¿Identifier¿¿1114¿exports¿¿¿{"start":{"line":21,"column":17},"end":{"line":21,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
1114¿CFG_F_START¿¿1114¿__main__¿¿¿¿¿CFG_F_START
1115¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1116¿CFG_F_START¿¿1116¿636_anon¿¿¿¿¿CFG_F_START
1117¿CFG_F_END¿¿0¿636_anon¿¿¿¿¿CFG_F_END
1118¿CFG_F_START¿¿1118¿639_anon¿¿¿¿¿CFG_F_START
1119¿CFG_F_END¿¿0¿639_anon¿¿¿¿¿CFG_F_END
1120¿CFG_IF_END¿¿0¿677¿¿¿¿¿CFG_IF_END
1121¿CFG_IF_END¿¿0¿738¿¿¿¿¿CFG_IF_END
1122¿CFG_IF_END¿¿0¿774¿¿¿¿¿CFG_IF_END
1123¿CFG_IF_END¿¿0¿800¿¿¿¿¿CFG_IF_END
1124¿CFG_IF_END¿¿0¿829¿¿¿¿¿CFG_IF_END
1125¿CFG_IF_END¿¿0¿856¿¿¿¿¿CFG_IF_END
1126¿CFG_IF_END¿¿0¿761¿¿¿¿¿CFG_IF_END
1127¿CFG_IF_END¿¿0¿907¿¿¿¿¿CFG_IF_END
1128¿CFG_IF_END¿¿0¿894¿¿¿¿¿CFG_IF_END
1129¿CFG_IF_END¿¿0¿939¿¿¿¿¿CFG_IF_END
1130¿CFG_IF_END¿¿0¿714¿¿¿¿¿CFG_IF_END
1131¿CFG_F_START¿¿1131¿953_anon¿¿¿¿¿CFG_F_START
1132¿CFG_F_END¿¿0¿953_anon¿¿¿¿¿CFG_F_END
1133¿CFG_IF_END¿¿0¿962¿¿¿¿¿CFG_IF_END
1134¿CFG_IF_END¿¿0¿986¿¿¿¿¿CFG_IF_END
1135¿CFG_IF_END¿¿0¿957¿¿¿¿¿CFG_IF_END
1136¿CFG_IF_END¿¿0¿998¿¿¿¿¿CFG_IF_END
1137¿CFG_IF_END¿¿0¿1008¿¿¿¿¿CFG_IF_END
1138¿CFG_IF_END¿¿0¿1029¿¿¿¿¿CFG_IF_END
1139¿CFG_IF_END¿¿0¿1092¿¿¿¿¿CFG_IF_END
1140¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1141¿PDG_CALL¿¿1114¿1114.CALL->require-o101¿¿¿¿¿PDG_CALL
1142¿PDG_OBJECT¿¿0¿1114.v61-o102¿¿¿¿¿PDG_OBJECT
1143¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1144¿PDG_OBJECT¿¿0¿1114.v61.exec-o103¿¿¿¿¿PDG_OBJECT
1145¿PDG_CALL¿¿1114¿1114.CALL->require-o104¿¿¿¿¿PDG_CALL
1146¿PDG_OBJECT¿¿0¿1114.utils-o105¿¿¿¿¿PDG_OBJECT
1147¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1148¿PDG_OBJECT¿¿0¿1116.this-o106¿¿¿¿¿PDG_OBJECT
1149¿PDG_OBJECT¿¿0¿1116.proto-o107¿¿¿¿¿PDG_OBJECT
1150¿PDG_OBJECT¿¿0¿1114.v120-o108¿¿¿¿¿PDG_OBJECT
1151¿PDG_OBJECT¿¿0¿1114.module-o109¿¿¿¿¿PDG_OBJECT
1152¿PDG_OBJECT¿¿0¿1114.module.exports-o110¿¿¿¿¿PDG_OBJECT
1153¿PDG_OBJECT¿¿0¿1118.this-o111¿¿¿¿¿PDG_OBJECT
1154¿PDG_OBJECT¿¿0¿1118.orig-o112¿¿¿¿¿PDG_OBJECT
1155¿PDG_OBJECT¿¿0¿1118.compareTo-o113¿¿¿¿¿PDG_OBJECT
1156¿PDG_OBJECT¿¿0¿1118.options-o114¿¿¿¿¿PDG_OBJECT
1157¿PDG_OBJECT¿¿0¿1118.cb-o115¿¿¿¿¿PDG_OBJECT
1158¿PDG_OBJECT¿¿0¿1116.compare-o116¿¿¿¿¿PDG_OBJECT
1159¿PDG_OBJECT¿¿0¿1116.proto-o117¿¿¿¿¿PDG_OBJECT
1160¿PDG_OBJECT¿¿0¿1116.proto.compare-o118¿¿¿¿¿PDG_OBJECT
1161¿PDG_RETURN¿¿0¿1116.RET_OBJ-o119¿¿¿¿¿PDG_RETURN
1162¿PDG_CALL¿¿1118¿1118.CALL->utils.escape-o120¿¿¿¿¿PDG_CALL
1163¿PDG_OBJECT¿¿0¿1118.orig-o121¿¿¿¿¿PDG_OBJECT
1164¿PDG_CALL¿¿1118¿1118.CALL->utils.escape-o122¿¿¿¿¿PDG_CALL
1165¿PDG_OBJECT¿¿0¿1118.compareTo-o123¿¿¿¿¿PDG_OBJECT
1166¿PDG_OBJECT¿¿0¿1118.this._options-o124¿¿¿¿¿PDG_OBJECT
1167¿PDG_OBJECT¿¿0¿1118.v63.imageMagick-o125¿¿¿¿¿PDG_OBJECT
1168¿PDG_OBJECT¿¿0¿1118.isImageMagick-o126¿¿¿¿¿PDG_OBJECT
1169¿PDG_OBJECT¿¿0¿1118.bin-o127¿¿¿¿¿PDG_OBJECT
1170¿PDG_OBJECT¿¿0¿1118.v65-o128¿¿¿¿¿PDG_OBJECT
1171¿PDG_OBJECT¿¿0¿1118.v66-o129¿¿¿¿¿PDG_OBJECT
1172¿PDG_OBJECT¿¿0¿1118.v67-o130¿¿¿¿¿PDG_OBJECT
1173¿PDG_OBJECT¿¿0¿1118.execCmd-o131¿¿¿¿¿PDG_OBJECT
1174¿PDG_OBJECT¿¿0¿1118.v69-o132¿¿¿¿¿PDG_OBJECT
1175¿PDG_OBJECT¿¿0¿1118.options.highlightColor-o133¿¿¿¿¿PDG_OBJECT
1176¿PDG_CALL¿¿1118¿1118.CALL->v71.indexOf-o134¿¿¿¿¿PDG_CALL
1177¿PDG_OBJECT¿¿0¿1118.v72-o135¿¿¿¿¿PDG_OBJECT
1178¿PDG_OBJECT¿¿0¿1118.v73-o136¿¿¿¿¿PDG_OBJECT
1179¿PDG_OBJECT¿¿0¿1118.v74-o137¿¿¿¿¿PDG_OBJECT
1180¿PDG_OBJECT¿¿0¿1118.v76-o138¿¿¿¿¿PDG_OBJECT
1181¿PDG_OBJECT¿¿0¿1118.options-o139¿¿¿¿¿PDG_OBJECT
1182¿PDG_OBJECT¿¿0¿1118.options.highlightColor-o140¿¿¿¿¿PDG_OBJECT
1183¿PDG_OBJECT¿¿0¿1118.options.file-o141¿¿¿¿¿PDG_OBJECT
1184¿PDG_OBJECT¿¿0¿1118.v80-o142¿¿¿¿¿PDG_OBJECT
1185¿PDG_CALL¿¿1118¿1118.CALL->TypeError-o143¿¿¿¿¿PDG_CALL
1186¿PDG_OBJECT¿¿0¿1118.v81-o144¿¿¿¿¿PDG_OBJECT
1187¿PDG_OBJECT¿¿0¿1118.highlightColorOption-o145¿¿¿¿¿PDG_OBJECT
1188¿PDG_OBJECT¿¿0¿1118.v84-o146¿¿¿¿¿PDG_OBJECT
1189¿PDG_OBJECT¿¿0¿1118.v85-o147¿¿¿¿¿PDG_OBJECT
1190¿PDG_OBJECT¿¿0¿1118.highlightStyleOption-o148¿¿¿¿¿PDG_OBJECT
1191¿PDG_OBJECT¿¿0¿1118.options.highlightStyle-o149¿¿¿¿¿PDG_OBJECT
1192¿PDG_OBJECT¿¿0¿1118.v88-o150¿¿¿¿¿PDG_OBJECT
1193¿PDG_OBJECT¿¿0¿1118.v89-o151¿¿¿¿¿PDG_OBJECT
1194¿PDG_CALL¿¿1118¿1118.CALL->utils.escape-o152¿¿¿¿¿PDG_CALL
1195¿PDG_OBJECT¿¿0¿1118.diffFilename-o153¿¿¿¿¿PDG_OBJECT
1196¿PDG_OBJECT¿¿0¿1118.diffOpt-o154¿¿¿¿¿PDG_OBJECT
1197¿PDG_OBJECT¿¿0¿1118.v91-o155¿¿¿¿¿PDG_OBJECT
1198¿PDG_OBJECT¿¿0¿1118.v92-o156¿¿¿¿¿PDG_OBJECT
1199¿PDG_OBJECT¿¿0¿1118.v93-o157¿¿¿¿¿PDG_OBJECT
1200¿PDG_OBJECT¿¿0¿1118.execCmd-o158¿¿¿¿¿PDG_OBJECT
1201¿PDG_OBJECT¿¿0¿1118.options.tolerance-o159¿¿¿¿¿PDG_OBJECT
1202¿PDG_OBJECT¿¿0¿1118.v96-o160¿¿¿¿¿PDG_OBJECT
1203¿PDG_OBJECT¿¿0¿1118.v99-o161¿¿¿¿¿PDG_OBJECT
1204¿PDG_CALL¿¿1118¿1118.CALL->TypeError-o162¿¿¿¿¿PDG_CALL
1205¿PDG_OBJECT¿¿0¿1118.v100-o163¿¿¿¿¿PDG_OBJECT
1206¿PDG_OBJECT¿¿0¿1118.v101-o164¿¿¿¿¿PDG_OBJECT
1207¿PDG_OBJECT¿¿0¿1118.v103-o165¿¿¿¿¿PDG_OBJECT
1208¿PDG_OBJECT¿¿0¿1131.this-o166¿¿¿¿¿PDG_OBJECT
1209¿PDG_OBJECT¿¿0¿1131.err-o167¿¿¿¿¿PDG_OBJECT
1210¿PDG_OBJECT¿¿0¿1131.stdout-o168¿¿¿¿¿PDG_OBJECT
1211¿PDG_OBJECT¿¿0¿1131.stderr-o169¿¿¿¿¿PDG_OBJECT
1212¿PDG_OBJECT¿¿0¿1118.v118-o170¿¿¿¿¿PDG_OBJECT
1213¿PDG_CALL¿¿1118¿1118.CALL->exec-o171¿¿¿¿¿PDG_CALL
1214¿PDG_OBJECT¿¿0¿1118.v119-o172¿¿¿¿¿PDG_OBJECT
1215¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
1216¿PDG_OBJECT¿¿0¿1131.v105-o173¿¿¿¿¿PDG_OBJECT
1217¿PDG_CALL¿¿1131¿1131.CALL->cb-o174¿¿¿¿¿PDG_CALL
1218¿PDG_OBJECT¿¿0¿1131.v106-o175¿¿¿¿¿PDG_OBJECT
1219¿PDG_RETURN¿¿0¿1131.RET_OBJ-o176¿¿¿¿¿PDG_RETURN
1220¿PDG_OBJECT¿¿0¿1131.err.code-o177¿¿¿¿¿PDG_OBJECT
1221¿PDG_OBJECT¿¿0¿1131.v108-o178¿¿¿¿¿PDG_OBJECT
1222¿PDG_CALL¿¿1131¿1131.CALL->cb-o179¿¿¿¿¿PDG_CALL
1223¿PDG_OBJECT¿¿0¿1131.v109-o180¿¿¿¿¿PDG_OBJECT
1224¿PDG_RETURN¿¿0¿1131.RET_OBJ-o181¿¿¿¿¿PDG_RETURN
1225¿PDG_OBJECT¿¿0¿1131.regex-o182¿¿¿¿¿PDG_OBJECT
1226¿PDG_CALL¿¿1131¿1131.CALL->regex.exec-o183¿¿¿¿¿PDG_CALL
1227¿PDG_OBJECT¿¿0¿1131.match-o184¿¿¿¿¿PDG_OBJECT
1228¿PDG_OBJECT¿¿0¿1131.v111-o185¿¿¿¿¿PDG_OBJECT
1229¿PDG_CALL¿¿1131¿1131.CALL->Error-o186¿¿¿¿¿PDG_CALL
1230¿PDG_OBJECT¿¿0¿1131.err-o187¿¿¿¿¿PDG_OBJECT
1231¿PDG_CALL¿¿1131¿1131.CALL->cb-o188¿¿¿¿¿PDG_CALL
1232¿PDG_OBJECT¿¿0¿1131.v112-o189¿¿¿¿¿PDG_OBJECT
1233¿PDG_RETURN¿¿0¿1131.RET_OBJ-o190¿¿¿¿¿PDG_RETURN
1234¿PDG_OBJECT¿¿0¿1131.match.1-o191¿¿¿¿¿PDG_OBJECT
1235¿PDG_CALL¿¿1131¿1131.CALL->parseFloat-o192¿¿¿¿¿PDG_CALL
1236¿PDG_OBJECT¿¿0¿1131.equality-o193¿¿¿¿¿PDG_OBJECT
1237¿PDG_OBJECT¿¿0¿1131.v114-o194¿¿¿¿¿PDG_OBJECT
1238¿PDG_CALL¿¿1131¿1131.CALL->utils.unescape-o195¿¿¿¿¿PDG_CALL
1239¿PDG_OBJECT¿¿0¿1131.v115-o196¿¿¿¿¿PDG_OBJECT
1240¿PDG_CALL¿¿1131¿1131.CALL->utils.unescape-o197¿¿¿¿¿PDG_CALL
1241¿PDG_OBJECT¿¿0¿1131.v116-o198¿¿¿¿¿PDG_OBJECT
1242¿PDG_CALL¿¿1131¿1131.CALL->cb-o199¿¿¿¿¿PDG_CALL
1243¿PDG_OBJECT¿¿0¿1131.v117-o200¿¿¿¿¿PDG_OBJECT
