Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
10852¿Program¿¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":1019,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Program
18851¿Literal¿object¿¿/^(?:\+)/¿¿{"start":{"line":997,"column":462},"end":{"line":997,"column":471},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18852¿Literal¿object¿¿/^(?:\^)/¿¿{"start":{"line":997,"column":473},"end":{"line":997,"column":482},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18853¿Literal¿object¿¿/^(?:\()/¿¿{"start":{"line":997,"column":484},"end":{"line":997,"column":493},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18854¿Literal¿object¿¿/^(?:\))/¿¿{"start":{"line":997,"column":495},"end":{"line":997,"column":504},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18855¿Literal¿object¿¿/^(?:>)/¿¿{"start":{"line":997,"column":506},"end":{"line":997,"column":514},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18856¿Literal¿object¿¿/^(?:<)/¿¿{"start":{"line":997,"column":516},"end":{"line":997,"column":524},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18857¿Literal¿object¿¿/^(?:NOT\b)/¿¿{"start":{"line":997,"column":526},"end":{"line":997,"column":538},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18858¿Literal¿object¿¿/^(?:')/¿¿{"start":{"line":997,"column":540},"end":{"line":997,"column":548},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18859¿Literal¿object¿¿/^(?:')/¿¿{"start":{"line":997,"column":550},"end":{"line":997,"column":558},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18860¿Literal¿object¿¿/^(?:!)/¿¿{"start":{"line":997,"column":560},"end":{"line":997,"column":568},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18861¿Literal¿object¿¿/^(?:=)/¿¿{"start":{"line":997,"column":570},"end":{"line":997,"column":578},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18862¿Literal¿object¿¿/^(?:%)/¿¿{"start":{"line":997,"column":580},"end":{"line":997,"column":588},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18863¿Literal¿object¿¿/^(?:[#])/¿¿{"start":{"line":997,"column":590},"end":{"line":997,"column":600},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18864¿Literal¿object¿¿/^(?:$)/¿¿{"start":{"line":997,"column":602},"end":{"line":997,"column":610},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18865¿VariableDeclarator¿¿v1855¿¿¿¿¿VariableDeclarator
18866¿ArrayExpression¿¿¿¿¿{"start":{"line":998,"column":48},"end":{"line":998,"column":186},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ArrayExpression
18867¿Literal¿number¿¿0¿¿{"start":{"line":998,"column":49},"end":{"line":998,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18868¿Literal¿number¿¿1¿¿{"start":{"line":998,"column":52},"end":{"line":998,"column":53},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18869¿Literal¿number¿¿2¿¿{"start":{"line":998,"column":55},"end":{"line":998,"column":56},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18870¿Literal¿number¿¿3¿¿{"start":{"line":998,"column":58},"end":{"line":998,"column":59},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18871¿Literal¿number¿¿4¿¿{"start":{"line":998,"column":61},"end":{"line":998,"column":62},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18872¿Literal¿number¿¿5¿¿{"start":{"line":998,"column":64},"end":{"line":998,"column":65},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18873¿Literal¿number¿¿6¿¿{"start":{"line":998,"column":67},"end":{"line":998,"column":68},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18874¿Literal¿number¿¿7¿¿{"start":{"line":998,"column":70},"end":{"line":998,"column":71},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18875¿Literal¿number¿¿8¿¿{"start":{"line":998,"column":73},"end":{"line":998,"column":74},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18876¿Literal¿number¿¿9¿¿{"start":{"line":998,"column":76},"end":{"line":998,"column":77},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18877¿Literal¿number¿¿10¿¿{"start":{"line":998,"column":79},"end":{"line":998,"column":81},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18878¿Literal¿number¿¿11¿¿{"start":{"line":998,"column":83},"end":{"line":998,"column":85},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18879¿Literal¿number¿¿12¿¿{"start":{"line":998,"column":87},"end":{"line":998,"column":89},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18880¿Literal¿number¿¿13¿¿{"start":{"line":998,"column":91},"end":{"line":998,"column":93},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18881¿Literal¿number¿¿14¿¿{"start":{"line":998,"column":95},"end":{"line":998,"column":97},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18882¿Literal¿number¿¿15¿¿{"start":{"line":998,"column":99},"end":{"line":998,"column":101},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18883¿Literal¿number¿¿16¿¿{"start":{"line":998,"column":103},"end":{"line":998,"column":105},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18884¿Literal¿number¿¿17¿¿{"start":{"line":998,"column":107},"end":{"line":998,"column":109},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18885¿Literal¿number¿¿18¿¿{"start":{"line":998,"column":111},"end":{"line":998,"column":113},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18886¿Literal¿number¿¿19¿¿{"start":{"line":998,"column":115},"end":{"line":998,"column":117},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18887¿Literal¿number¿¿20¿¿{"start":{"line":998,"column":119},"end":{"line":998,"column":121},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18888¿Literal¿number¿¿21¿¿{"start":{"line":998,"column":123},"end":{"line":998,"column":125},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18889¿Literal¿number¿¿22¿¿{"start":{"line":998,"column":127},"end":{"line":998,"column":129},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18890¿Literal¿number¿¿23¿¿{"start":{"line":998,"column":131},"end":{"line":998,"column":133},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18891¿Literal¿number¿¿24¿¿{"start":{"line":998,"column":135},"end":{"line":998,"column":137},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18892¿Literal¿number¿¿25¿¿{"start":{"line":998,"column":139},"end":{"line":998,"column":141},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18893¿Literal¿number¿¿26¿¿{"start":{"line":998,"column":143},"end":{"line":998,"column":145},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18894¿Literal¿number¿¿27¿¿{"start":{"line":998,"column":147},"end":{"line":998,"column":149},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18895¿Literal¿number¿¿28¿¿{"start":{"line":998,"column":151},"end":{"line":998,"column":153},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18896¿Literal¿number¿¿29¿¿{"start":{"line":998,"column":155},"end":{"line":998,"column":157},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18897¿Literal¿number¿¿30¿¿{"start":{"line":998,"column":159},"end":{"line":998,"column":161},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18898¿Literal¿number¿¿31¿¿{"start":{"line":998,"column":163},"end":{"line":998,"column":165},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18899¿Literal¿number¿¿32¿¿{"start":{"line":998,"column":167},"end":{"line":998,"column":169},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18900¿Literal¿number¿¿33¿¿{"start":{"line":998,"column":171},"end":{"line":998,"column":173},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18901¿Literal¿number¿¿34¿¿{"start":{"line":998,"column":175},"end":{"line":998,"column":177},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18902¿Literal¿number¿¿35¿¿{"start":{"line":998,"column":179},"end":{"line":998,"column":181},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18903¿Literal¿number¿¿36¿¿{"start":{"line":998,"column":183},"end":{"line":998,"column":185},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18904¿VariableDeclarator¿¿v1856¿¿¿¿¿VariableDeclarator
18905¿ObjectExpression¿¿¿¿¿¿¿ObjectExpression
18906¿ExpressionStatement¿¿¿¿¿{"start":{"line":998,"column":37},"end":{"line":998,"column":207},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
18907¿AssignmentExpression¿=¿¿¿¿{"start":{"line":998,"column":37},"end":{"line":998,"column":207},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
18908¿MemberExpression¿computed¿¿¿¿{"start":{"line":998,"column":37},"end":{"line":998,"column":207},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
18909¿Identifier¿¿v1856¿¿¿¿¿Identifier
18910¿Literal¿string¿¿'rules'¿¿{"start":{"line":998,"column":39},"end":{"line":998,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18911¿Identifier¿¿v1855¿¿¿¿¿Identifier
18912¿ExpressionStatement¿¿¿¿¿{"start":{"line":998,"column":37},"end":{"line":998,"column":207},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
18913¿AssignmentExpression¿=¿¿¿¿{"start":{"line":998,"column":37},"end":{"line":998,"column":207},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
18914¿MemberExpression¿computed¿¿¿¿{"start":{"line":998,"column":37},"end":{"line":998,"column":207},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
18915¿Identifier¿¿v1856¿¿¿¿¿Identifier
18916¿Literal¿string¿¿'inclusive'¿¿{"start":{"line":998,"column":188},"end":{"line":998,"column":199},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18917¿Literal¿boolean¿¿true¿¿{"start":{"line":998,"column":201},"end":{"line":998,"column":205},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18918¿VariableDeclarator¿¿v1857¿¿¿¿¿VariableDeclarator
18919¿ObjectExpression¿¿¿¿¿¿¿ObjectExpression
18920¿ExpressionStatement¿¿¿¿¿{"start":{"line":998,"column":24},"end":{"line":998,"column":209},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
18921¿AssignmentExpression¿=¿¿¿¿{"start":{"line":998,"column":24},"end":{"line":998,"column":209},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
18922¿MemberExpression¿computed¿¿¿¿{"start":{"line":998,"column":24},"end":{"line":998,"column":209},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
18923¿Identifier¿¿v1857¿¿¿¿¿Identifier
18924¿Literal¿string¿¿'INITIAL'¿¿{"start":{"line":998,"column":26},"end":{"line":998,"column":35},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18925¿Identifier¿¿v1856¿¿¿¿¿Identifier
18926¿VariableDeclarator¿¿lexer¿¿¿{"start":{"line":569,"column":12},"end":{"line":999,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿VariableDeclarator
18927¿ObjectExpression¿¿¿¿¿¿¿ObjectExpression
18928¿ExpressionStatement¿¿¿¿¿{"start":{"line":569,"column":12},"end":{"line":999,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
18929¿AssignmentExpression¿=¿¿¿¿{"start":{"line":569,"column":12},"end":{"line":999,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
18930¿MemberExpression¿¿¿¿¿{"start":{"line":569,"column":12},"end":{"line":999,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
18931¿Identifier¿¿lexer¿¿¿{"start":{"line":569,"column":12},"end":{"line":569,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
18932¿Identifier¿¿EOF¿¿¿{"start":{"line":571,"column":12},"end":{"line":571,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
18933¿Literal¿number¿¿1¿¿{"start":{"line":571,"column":17},"end":{"line":571,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
18934¿ExpressionStatement¿¿¿¿¿{"start":{"line":569,"column":12},"end":{"line":999,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
18935¿AssignmentExpression¿=¿¿¿¿{"start":{"line":569,"column":12},"end":{"line":999,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
18936¿MemberExpression¿¿¿¿¿{"start":{"line":569,"column":12},"end":{"line":999,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
18937¿Identifier¿¿lexer¿¿¿{"start":{"line":569,"column":12},"end":{"line":569,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
18938¿Identifier¿¿parseError¿¿¿{"start":{"line":573,"column":12},"end":{"line":573,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
18939¿Identifier¿¿v1538¿¿¿¿¿Identifier
18940¿ExpressionStatement¿¿¿¿¿{"start":{"line":569,"column":12},"end":{"line":999,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
18941¿AssignmentExpression¿=¿¿¿¿{"start":{"line":569,"column":12},"end":{"line":999,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
18942¿MemberExpression¿¿¿¿¿{"start":{"line":569,"column":12},"end":{"line":999,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
18943¿Identifier¿¿lexer¿¿¿{"start":{"line":569,"column":12},"end":{"line":569,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
18944¿Identifier¿¿setInput¿¿¿{"start":{"line":582,"column":12},"end":{"line":582,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
18945¿Identifier¿¿v1546¿¿¿¿¿Identifier
18946¿ExpressionStatement¿¿¿¿¿{"start":{"line":569,"column":12},"end":{"line":999,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
18947¿AssignmentExpression¿=¿¿¿¿{"start":{"line":569,"column":12},"end":{"line":999,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
18948¿MemberExpression¿¿¿¿¿{"start":{"line":569,"column":12},"end":{"line":999,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
18949¿Identifier¿¿lexer¿¿¿{"start":{"line":569,"column":12},"end":{"line":569,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
18950¿Identifier¿¿input¿¿¿{"start":{"line":603,"column":12},"end":{"line":603,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
18951¿Identifier¿¿v1568¿¿¿¿¿Identifier
18952¿ExpressionStatement¿¿¿¿¿{"start":{"line":569,"column":12},"end":{"line":999,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
18953¿AssignmentExpression¿=¿¿¿¿{"start":{"line":569,"column":12},"end":{"line":999,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
18954¿MemberExpression¿¿¿¿¿{"start":{"line":569,"column":12},"end":{"line":999,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
18955¿Identifier¿¿lexer¿¿¿{"start":{"line":569,"column":12},"end":{"line":569,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
18956¿Identifier¿¿unput¿¿¿{"start":{"line":626,"column":12},"end":{"line":626,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
18957¿Identifier¿¿v1626¿¿¿¿¿Identifier
18958¿ExpressionStatement¿¿¿¿¿{"start":{"line":569,"column":12},"end":{"line":999,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
18959¿AssignmentExpression¿=¿¿¿¿{"start":{"line":569,"column":12},"end":{"line":999,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
18960¿MemberExpression¿¿¿¿¿{"start":{"line":569,"column":12},"end":{"line":999,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
18961¿Identifier¿¿lexer¿¿¿{"start":{"line":569,"column":12},"end":{"line":569,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
18962¿Identifier¿¿more¿¿¿{"start":{"line":658,"column":12},"end":{"line":658,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
18963¿Identifier¿¿v1627¿¿¿¿¿Identifier
18964¿ExpressionStatement¿¿¿¿¿{"start":{"line":569,"column":12},"end":{"line":999,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
18965¿AssignmentExpression¿=¿¿¿¿{"start":{"line":569,"column":12},"end":{"line":999,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
18966¿MemberExpression¿¿¿¿¿{"start":{"line":569,"column":12},"end":{"line":999,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
18967¿Identifier¿¿lexer¿¿¿{"start":{"line":569,"column":12},"end":{"line":569,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
18968¿Identifier¿¿reject¿¿¿{"start":{"line":664,"column":12},"end":{"line":664,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
18969¿Identifier¿¿v1639¿¿¿¿¿Identifier
18970¿ExpressionStatement¿¿¿¿¿{"start":{"line":569,"column":12},"end":{"line":999,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
18971¿AssignmentExpression¿=¿¿¿¿{"start":{"line":569,"column":12},"end":{"line":999,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
18972¿MemberExpression¿¿¿¿¿{"start":{"line":569,"column":12},"end":{"line":999,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
18973¿Identifier¿¿lexer¿¿¿{"start":{"line":569,"column":12},"end":{"line":569,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
18974¿Identifier¿¿less¿¿¿{"start":{"line":678,"column":12},"end":{"line":678,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
18975¿Identifier¿¿v1643¿¿¿¿¿Identifier
18976¿ExpressionStatement¿¿¿¿¿{"start":{"line":569,"column":12},"end":{"line":999,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
18977¿AssignmentExpression¿=¿¿¿¿{"start":{"line":569,"column":12},"end":{"line":999,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
18978¿MemberExpression¿¿¿¿¿{"start":{"line":569,"column":12},"end":{"line":999,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
18979¿Identifier¿¿lexer¿¿¿{"start":{"line":569,"column":12},"end":{"line":569,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
18980¿Identifier¿¿pastInput¿¿¿{"start":{"line":683,"column":12},"end":{"line":683,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
18981¿Identifier¿¿v1657¿¿¿¿¿Identifier
18982¿ExpressionStatement¿¿¿¿¿{"start":{"line":569,"column":12},"end":{"line":999,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
18983¿AssignmentExpression¿=¿¿¿¿{"start":{"line":569,"column":12},"end":{"line":999,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
18984¿MemberExpression¿¿¿¿¿{"start":{"line":569,"column":12},"end":{"line":999,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
18985¿Identifier¿¿lexer¿¿¿{"start":{"line":569,"column":12},"end":{"line":569,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
18986¿Identifier¿¿upcomingInput¿¿¿{"start":{"line":689,"column":12},"end":{"line":689,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Identifier
18987¿Identifier¿¿v1669¿¿¿¿¿Identifier
18988¿ExpressionStatement¿¿¿¿¿{"start":{"line":569,"column":12},"end":{"line":999,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
