Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1033¿Program¿¿-1¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":111,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Program
1432¿Identifier¿¿1817¿join¿¿¿{"start":{"line":62,"column":69},"end":{"line":62,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1433¿Literal¿string¿1817¿¿' '¿¿{"start":{"line":62,"column":74},"end":{"line":62,"column":77},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Literal
1434¿ReturnStatement¿¿1817¿¿¿¿{"start":{"line":62,"column":2},"end":{"line":62,"column":79},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿ReturnStatement
1435¿Identifier¿¿1817¿v132¿¿¿¿¿Identifier
1436¿BlockStatement¿¿1817¿¿¿¿{"start":{"line":61,"column":33},"end":{"line":63,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿BlockStatement
1437¿VariableDeclarator¿exported¿1795¿verifyDeps¿¿¿{"start":{"line":74,"column":0},"end":{"line":109,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1438¿FunctionExpression¿¿1795¿anon¿¿¿{"start":{"line":74,"column":0},"end":{"line":109,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿FunctionExpression
1439¿AssignmentPattern¿¿0¿¿¿¿{"start":{"line":74,"column":26},"end":{"line":74,"column":77},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿AssignmentPattern
1440¿VariableDeclarator¿¿1821¿v134¿¿¿{"start":{"line":75,"column":52},"end":{"line":75,"column":82},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1441¿CallExpression¿¿1821¿¿¿¿{"start":{"line":75,"column":52},"end":{"line":75,"column":82},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿CallExpression
1442¿MemberExpression¿¿1821¿¿¿¿{"start":{"line":75,"column":52},"end":{"line":75,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿MemberExpression
1443¿Identifier¿¿1821¿path¿¿¿{"start":{"line":75,"column":52},"end":{"line":75,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1444¿Identifier¿¿1821¿join¿¿¿{"start":{"line":75,"column":57},"end":{"line":75,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1445¿Identifier¿¿1821¿dir¿¿¿{"start":{"line":75,"column":62},"end":{"line":75,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1446¿Literal¿string¿1821¿¿'package.json'¿¿{"start":{"line":75,"column":67},"end":{"line":75,"column":81},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Literal
1447¿VariableDeclarator¿¿1821¿v133¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":83},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1448¿CallExpression¿¿1821¿¿¿¿{"start":{"line":75,"column":44},"end":{"line":75,"column":83},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿CallExpression
1449¿Identifier¿¿1821¿require¿¿¿{"start":{"line":75,"column":44},"end":{"line":75,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1450¿Identifier¿¿1821¿v134¿¿¿¿¿Identifier
1451¿VariableDeclarator¿¿1821¿dependencies¿¿¿{"start":{"line":75,"column":10},"end":{"line":75,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1452¿MemberExpression¿¿1821¿¿¿¿{"start":{"line":75,"column":10},"end":{"line":75,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿MemberExpression
1453¿Identifier¿¿1821¿v133¿¿¿¿¿Identifier
1454¿Identifier¿¿1821¿dependencies¿¿¿{"start":{"line":75,"column":10},"end":{"line":75,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1455¿VariableDeclarator¿¿1821¿devDependencies¿¿¿{"start":{"line":75,"column":24},"end":{"line":75,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1456¿MemberExpression¿¿1821¿¿¿¿{"start":{"line":75,"column":24},"end":{"line":75,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿MemberExpression
1457¿Identifier¿¿1821¿v133¿¿¿¿¿Identifier
1458¿Identifier¿¿1821¿devDependencies¿¿¿{"start":{"line":75,"column":24},"end":{"line":75,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1459¿VariableDeclarator¿¿1821¿v135¿¿¿{"start":{"line":76,"column":14},"end":{"line":76,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1460¿CallExpression¿¿1821¿¿¿¿{"start":{"line":76,"column":14},"end":{"line":76,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿CallExpression
1461¿Identifier¿¿1821¿blue¿¿¿{"start":{"line":76,"column":14},"end":{"line":76,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1462¿Literal¿string¿1821¿¿'Verifying dependencies…\n'¿¿{"start":{"line":76,"column":19},"end":{"line":76,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Literal
1463¿VariableDeclarator¿¿1821¿v136¿¿¿{"start":{"line":76,"column":2},"end":{"line":76,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1464¿CallExpression¿¿1821¿¿¿¿{"start":{"line":76,"column":2},"end":{"line":76,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿CallExpression
1465¿MemberExpression¿¿1821¿¿¿¿{"start":{"line":76,"column":2},"end":{"line":76,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿MemberExpression
1466¿Identifier¿¿1821¿logger¿¿¿{"start":{"line":76,"column":2},"end":{"line":76,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1467¿Identifier¿¿1821¿info¿¿¿{"start":{"line":76,"column":9},"end":{"line":76,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1468¿Identifier¿¿1821¿v135¿¿¿¿¿Identifier
1469¿ExpressionStatement¿¿1821¿¿¿¿{"start":{"line":76,"column":2},"end":{"line":76,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿ExpressionStatement
1470¿Identifier¿¿1821¿v136¿¿¿¿¿Identifier
1471¿VariableDeclarator¿¿1821¿pkgs¿¿¿{"start":{"line":77,"column":8},"end":{"line":77,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1472¿ArrayExpression¿¿1821¿¿¿¿{"start":{"line":77,"column":15},"end":{"line":77,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿ArrayExpression
1473¿VariableDeclarator¿¿1821¿v137¿¿¿{"start":{"line":79,"column":16},"end":{"line":79,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1474¿ObjectExpression¿¿1821¿¿¿¿{"start":{"line":79,"column":16},"end":{"line":79,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿ObjectExpression
1475¿Property¿¿1821¿¿¿¿{"start":{"line":79,"column":18},"end":{"line":79,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Property
1476¿Identifier¿¿1821¿deps¿¿¿{"start":{"line":79,"column":18},"end":{"line":79,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1477¿Identifier¿¿1821¿dependencies¿¿¿{"start":{"line":79,"column":24},"end":{"line":79,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1478¿Property¿¿1821¿¿¿¿{"start":{"line":79,"column":38},"end":{"line":79,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Property
1479¿Identifier¿¿1821¿dir¿¿¿{"start":{"line":79,"column":38},"end":{"line":79,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1480¿Identifier¿¿1821¿dir¿¿¿{"start":{"line":79,"column":38},"end":{"line":79,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1481¿Property¿¿1821¿¿¿¿{"start":{"line":79,"column":43},"end":{"line":79,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Property
1482¿Identifier¿¿1821¿logger¿¿¿{"start":{"line":79,"column":43},"end":{"line":79,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1483¿Identifier¿¿1821¿logger¿¿¿{"start":{"line":79,"column":43},"end":{"line":79,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1484¿Property¿¿1821¿¿¿¿{"start":{"line":79,"column":51},"end":{"line":79,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Property
1485¿Identifier¿¿1821¿pkgs¿¿¿{"start":{"line":79,"column":51},"end":{"line":79,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1486¿Identifier¿¿1821¿pkgs¿¿¿{"start":{"line":79,"column":51},"end":{"line":79,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1487¿Property¿¿1821¿¿¿¿{"start":{"line":79,"column":57},"end":{"line":79,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Property
1488¿Identifier¿¿1821¿type¿¿¿{"start":{"line":79,"column":57},"end":{"line":79,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1489¿Literal¿string¿1821¿¿'prod'¿¿{"start":{"line":79,"column":63},"end":{"line":79,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Literal
1490¿VariableDeclarator¿¿1821¿v138¿¿¿{"start":{"line":79,"column":7},"end":{"line":79,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1491¿CallExpression¿¿1821¿¿¿¿{"start":{"line":79,"column":7},"end":{"line":79,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿CallExpression
1492¿Identifier¿¿1821¿pushPkgs¿¿¿{"start":{"line":79,"column":7},"end":{"line":79,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1493¿Identifier¿¿1821¿v137¿¿¿¿¿Identifier
1494¿VariableDeclarator¿¿1821¿v139¿¿¿{"start":{"line":80,"column":16},"end":{"line":80,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1495¿ObjectExpression¿¿1821¿¿¿¿{"start":{"line":80,"column":16},"end":{"line":80,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿ObjectExpression
1496¿Property¿¿1821¿¿¿¿{"start":{"line":80,"column":18},"end":{"line":80,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Property
1497¿Identifier¿¿1821¿deps¿¿¿{"start":{"line":80,"column":18},"end":{"line":80,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1498¿Identifier¿¿1821¿devDependencies¿¿¿{"start":{"line":80,"column":24},"end":{"line":80,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1499¿Property¿¿1821¿¿¿¿{"start":{"line":80,"column":41},"end":{"line":80,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Property
1500¿Identifier¿¿1821¿dir¿¿¿{"start":{"line":80,"column":41},"end":{"line":80,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1501¿Identifier¿¿1821¿dir¿¿¿{"start":{"line":80,"column":41},"end":{"line":80,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1502¿Property¿¿1821¿¿¿¿{"start":{"line":80,"column":46},"end":{"line":80,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Property
1503¿Identifier¿¿1821¿logger¿¿¿{"start":{"line":80,"column":46},"end":{"line":80,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1504¿Identifier¿¿1821¿logger¿¿¿{"start":{"line":80,"column":46},"end":{"line":80,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1505¿Property¿¿1821¿¿¿¿{"start":{"line":80,"column":54},"end":{"line":80,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Property
1506¿Identifier¿¿1821¿pkgs¿¿¿{"start":{"line":80,"column":54},"end":{"line":80,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1507¿Identifier¿¿1821¿pkgs¿¿¿{"start":{"line":80,"column":54},"end":{"line":80,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1508¿Property¿¿1821¿¿¿¿{"start":{"line":80,"column":60},"end":{"line":80,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Property
1509¿Identifier¿¿1821¿type¿¿¿{"start":{"line":80,"column":60},"end":{"line":80,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1510¿Literal¿string¿1821¿¿'dev'¿¿{"start":{"line":80,"column":66},"end":{"line":80,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Literal
1511¿VariableDeclarator¿¿1821¿v140¿¿¿{"start":{"line":80,"column":7},"end":{"line":80,"column":74},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1512¿CallExpression¿¿1821¿¿¿¿{"start":{"line":80,"column":7},"end":{"line":80,"column":74},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿CallExpression
1513¿Identifier¿¿1821¿pushPkgs¿¿¿{"start":{"line":80,"column":7},"end":{"line":80,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1514¿Identifier¿¿1821¿v139¿¿¿¿¿Identifier
1515¿VariableDeclarator¿¿1821¿v141¿¿¿{"start":{"line":78,"column":20},"end":{"line":81,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1516¿ArrayExpression¿¿1821¿¿¿¿{"start":{"line":78,"column":20},"end":{"line":81,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿ArrayExpression
1517¿SpreadElement¿¿1821¿¿¿¿{"start":{"line":79,"column":4},"end":{"line":79,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿SpreadElement
1518¿SpreadElement¿¿1821¿¿¿¿{"start":{"line":80,"column":4},"end":{"line":80,"column":74},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿SpreadElement
1519¿ExpressionStatement¿¿1821¿¿¿¿{"start":{"line":78,"column":2},"end":{"line":81,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿ExpressionStatement
1520¿AwaitExpression¿¿1821¿¿¿¿{"start":{"line":78,"column":2},"end":{"line":81,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿AwaitExpression
1521¿CallExpression¿¿1821¿¿¿¿{"start":{"line":78,"column":8},"end":{"line":81,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿CallExpression
1522¿MemberExpression¿¿1821¿¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿MemberExpression
1523¿Identifier¿¿1821¿Promise¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1524¿Identifier¿¿1821¿all¿¿¿{"start":{"line":78,"column":16},"end":{"line":78,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1525¿Identifier¿¿1821¿v141¿¿¿¿¿Identifier
1526¿VariableDeclarator¿¿1821¿v142¿¿¿{"start":{"line":82,"column":32},"end":{"line":82,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1527¿ArrowFunctionExpression¿¿1821¿¿¿¿{"start":{"line":82,"column":32},"end":{"line":82,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿ArrowFunctionExpression
1528¿ObjectPattern¿¿0¿¿¿¿{"start":{"line":82,"column":33},"end":{"line":82,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿ObjectPattern
1529¿Property¿¿0¿¿¿¿{"start":{"line":82,"column":35},"end":{"line":82,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Property
1530¿Identifier¿¿0¿shouldBeInstalled¿¿¿{"start":{"line":82,"column":35},"end":{"line":82,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1531¿Identifier¿¿0¿shouldBeInstalled¿¿¿{"start":{"line":82,"column":35},"end":{"line":82,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1532¿ReturnStatement¿¿1823¿¿¿¿¿¿ReturnStatement
1533¿Identifier¿¿1823¿shouldBeInstalled¿¿¿{"start":{"line":82,"column":59},"end":{"line":82,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1534¿BlockStatement¿¿1823¿¿¿¿¿¿BlockStatement
1535¿VariableDeclarator¿¿1821¿toInstall¿¿¿{"start":{"line":82,"column":8},"end":{"line":82,"column":77},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1536¿CallExpression¿¿1821¿¿¿¿{"start":{"line":82,"column":20},"end":{"line":82,"column":77},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿CallExpression
1537¿MemberExpression¿¿1821¿¿¿¿{"start":{"line":82,"column":20},"end":{"line":82,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿MemberExpression
1538¿Identifier¿¿1821¿pkgs¿¿¿{"start":{"line":82,"column":20},"end":{"line":82,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1539¿Identifier¿¿1821¿filter¿¿¿{"start":{"line":82,"column":25},"end":{"line":82,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1540¿Identifier¿¿1821¿v142¿¿¿¿¿Identifier
1541¿VariableDeclarator¿¿1821¿v143¿¿¿{"start":{"line":83,"column":6},"end":{"line":83,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1542¿MemberExpression¿¿1821¿¿¿¿{"start":{"line":83,"column":6},"end":{"line":83,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿MemberExpression
1543¿Identifier¿¿1821¿toInstall¿¿¿{"start":{"line":83,"column":6},"end":{"line":83,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1544¿Identifier¿¿1821¿length¿¿¿{"start":{"line":83,"column":16},"end":{"line":83,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1545¿VariableDeclarator¿¿1821¿v144¿¿¿{"start":{"line":83,"column":6},"end":{"line":83,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1546¿BinaryExpression¿>¿1821¿¿¿¿{"start":{"line":83,"column":6},"end":{"line":83,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿BinaryExpression
1547¿Identifier¿¿1821¿v143¿¿¿¿¿Identifier
1548¿Literal¿number¿1821¿¿0¿¿{"start":{"line":83,"column":25},"end":{"line":83,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Literal
1549¿IfStatement¿¿1821¿¿¿¿{"start":{"line":83,"column":2},"end":{"line":108,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿IfStatement
1550¿Identifier¿¿1821¿v144¿¿¿¿¿Identifier
1551¿VariableDeclarator¿¿1821¿v146¿¿¿{"start":{"line":84,"column":38},"end":{"line":84,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1552¿ArrowFunctionExpression¿¿1821¿¿¿¿{"start":{"line":84,"column":38},"end":{"line":84,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿ArrowFunctionExpression
1553¿ObjectPattern¿¿0¿¿¿¿{"start":{"line":84,"column":39},"end":{"line":84,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿ObjectPattern
1554¿Property¿¿0¿¿¿¿{"start":{"line":84,"column":41},"end":{"line":84,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Property
1555¿Identifier¿¿0¿type¿¿¿{"start":{"line":84,"column":41},"end":{"line":84,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1556¿Identifier¿¿0¿type¿¿¿{"start":{"line":84,"column":41},"end":{"line":84,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1557¿VariableDeclarator¿¿1825¿v145¿¿¿{"start":{"line":84,"column":52},"end":{"line":84,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1558¿BinaryExpression¿===¿1825¿¿¿¿{"start":{"line":84,"column":52},"end":{"line":84,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿BinaryExpression
1559¿Identifier¿¿1825¿type¿¿¿{"start":{"line":84,"column":52},"end":{"line":84,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1560¿Literal¿string¿1825¿¿'prod'¿¿{"start":{"line":84,"column":61},"end":{"line":84,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Literal
1561¿ReturnStatement¿¿1825¿¿¿¿¿¿ReturnStatement
1562¿Identifier¿¿1825¿v145¿¿¿¿¿Identifier
1563¿BlockStatement¿¿1825¿¿¿¿¿¿BlockStatement
1564¿VariableDeclarator¿¿1821¿prodPkgs¿¿¿{"start":{"line":84,"column":10},"end":{"line":84,"column":68},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
