Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
708¿Program¿¿-1¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":144,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Program
1102¿AssignmentExpression¿=¿1238¿¿¿¿{"start":{"line":124,"column":12},"end":{"line":124,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿AssignmentExpression
1103¿Identifier¿¿1238¿result¿¿¿{"start":{"line":124,"column":12},"end":{"line":124,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1104¿CallExpression¿¿1238¿¿¿¿{"start":{"line":124,"column":21},"end":{"line":124,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿CallExpression
1105¿MemberExpression¿¿1238¿¿¿¿{"start":{"line":124,"column":21},"end":{"line":124,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿MemberExpression
1106¿Identifier¿¿1238¿v83¿¿¿¿¿Identifier
1107¿Identifier¿¿1238¿trim¿¿¿{"start":{"line":124,"column":59},"end":{"line":124,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1108¿VariableDeclarator¿¿1238¿v84¿¿¿{"start":{"line":125,"column":21},"end":{"line":125,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
1109¿CallExpression¿¿1238¿¿¿¿{"start":{"line":125,"column":21},"end":{"line":125,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿CallExpression
1110¿MemberExpression¿¿1238¿¿¿¿{"start":{"line":125,"column":21},"end":{"line":125,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿MemberExpression
1111¿Identifier¿¿1238¿result¿¿¿{"start":{"line":125,"column":21},"end":{"line":125,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1112¿Identifier¿¿1238¿split¿¿¿{"start":{"line":125,"column":28},"end":{"line":125,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1113¿Literal¿string¿1238¿¿'\n'¿¿{"start":{"line":125,"column":34},"end":{"line":125,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Literal
1114¿VariableDeclarator¿¿1238¿v85¿¿¿{"start":{"line":125,"column":21},"end":{"line":125,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
1115¿CallExpression¿¿1238¿¿¿¿{"start":{"line":125,"column":21},"end":{"line":125,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿CallExpression
1116¿MemberExpression¿¿1238¿¿¿¿{"start":{"line":125,"column":21},"end":{"line":125,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿MemberExpression
1117¿Identifier¿¿1238¿v84¿¿¿¿¿Identifier
1118¿Identifier¿¿1238¿pop¿¿¿{"start":{"line":125,"column":40},"end":{"line":125,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1119¿VariableDeclarator¿¿1238¿v86¿¿¿{"start":{"line":125,"column":21},"end":{"line":125,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
1120¿CallExpression¿¿1238¿¿¿¿{"start":{"line":125,"column":21},"end":{"line":125,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿CallExpression
1121¿MemberExpression¿¿1238¿¿¿¿{"start":{"line":125,"column":21},"end":{"line":125,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿MemberExpression
1122¿Identifier¿¿1238¿v85¿¿¿¿¿Identifier
1123¿Identifier¿¿1238¿split¿¿¿{"start":{"line":125,"column":46},"end":{"line":125,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1124¿Literal¿object¿1238¿¿/\s+REG_SZ\s+/¿¿{"start":{"line":125,"column":52},"end":{"line":125,"column":66},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Literal
1125¿ExpressionStatement¿¿1238¿¿¿¿{"start":{"line":125,"column":12},"end":{"line":125,"column":74},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿ExpressionStatement
1126¿AssignmentExpression¿=¿1238¿¿¿¿{"start":{"line":125,"column":12},"end":{"line":125,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿AssignmentExpression
1127¿Identifier¿¿1238¿result¿¿¿{"start":{"line":125,"column":12},"end":{"line":125,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1128¿CallExpression¿¿1238¿¿¿¿{"start":{"line":125,"column":21},"end":{"line":125,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿CallExpression
1129¿MemberExpression¿¿1238¿¿¿¿{"start":{"line":125,"column":21},"end":{"line":125,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿MemberExpression
1130¿Identifier¿¿1238¿v86¿¿¿¿¿Identifier
1131¿Identifier¿¿1238¿pop¿¿¿{"start":{"line":125,"column":68},"end":{"line":125,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1132¿ExpressionStatement¿¿1238¿¿¿¿{"start":{"line":126,"column":12},"end":{"line":126,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿ExpressionStatement
1133¿AssignmentExpression¿=¿1238¿¿¿¿{"start":{"line":126,"column":12},"end":{"line":126,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿AssignmentExpression
1134¿Identifier¿¿1238¿result¿¿¿{"start":{"line":126,"column":12},"end":{"line":126,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1135¿CallExpression¿¿1238¿¿¿¿{"start":{"line":126,"column":21},"end":{"line":126,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿CallExpression
1136¿MemberExpression¿¿1238¿¿¿¿{"start":{"line":126,"column":21},"end":{"line":126,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿MemberExpression
1137¿Identifier¿¿1238¿result¿¿¿{"start":{"line":126,"column":21},"end":{"line":126,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1138¿Identifier¿¿1238¿replace¿¿¿{"start":{"line":126,"column":28},"end":{"line":126,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1139¿Literal¿object¿1238¿¿/^'|'$/g¿¿{"start":{"line":126,"column":36},"end":{"line":126,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Literal
1140¿Literal¿string¿1238¿¿''¿¿{"start":{"line":126,"column":46},"end":{"line":126,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Literal
1141¿BreakStatement¿¿1238¿¿¿¿{"start":{"line":127,"column":12},"end":{"line":127,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿BreakStatement
1142¿SwitchCase¿¿1238¿¿¿¿{"start":{"line":129,"column":10},"end":{"line":133,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿SwitchCase
1143¿Literal¿string¿1238¿¿'linux'¿¿{"start":{"line":129,"column":15},"end":{"line":129,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Literal
1144¿VariableDeclarator¿¿1238¿v87¿¿¿{"start":{"line":130,"column":15},"end":{"line":130,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
1145¿MemberExpression¿¿1238¿¿¿¿{"start":{"line":130,"column":15},"end":{"line":130,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿MemberExpression
1146¿Identifier¿¿1238¿info¿¿¿{"start":{"line":130,"column":15},"end":{"line":130,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1147¿Identifier¿¿1238¿linux¿¿¿{"start":{"line":130,"column":20},"end":{"line":130,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1148¿IfStatement¿¿1238¿¿¿¿{"start":{"line":130,"column":12},"end":{"line":132,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿IfStatement
1149¿Identifier¿¿1238¿v87¿¿¿¿¿Identifier
1150¿VariableDeclarator¿¿1238¿v88¿¿¿{"start":{"line":131,"column":44},"end":{"line":131,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
1151¿MemberExpression¿¿1238¿¿¿¿{"start":{"line":131,"column":44},"end":{"line":131,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿MemberExpression
1152¿Identifier¿¿1238¿info¿¿¿{"start":{"line":131,"column":44},"end":{"line":131,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1153¿Identifier¿¿1238¿linux¿¿¿{"start":{"line":131,"column":49},"end":{"line":131,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1154¿ExpressionStatement¿¿1238¿¿¿¿{"start":{"line":131,"column":14},"end":{"line":131,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿ExpressionStatement
1155¿AssignmentExpression¿=¿1238¿¿¿¿{"start":{"line":131,"column":14},"end":{"line":131,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿AssignmentExpression
1156¿Identifier¿¿1238¿result¿¿¿{"start":{"line":131,"column":14},"end":{"line":131,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1157¿CallExpression¿¿1238¿¿¿¿{"start":{"line":131,"column":23},"end":{"line":131,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿CallExpression
1158¿MemberExpression¿¿1238¿¿¿¿{"start":{"line":131,"column":23},"end":{"line":131,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿MemberExpression
1159¿Identifier¿¿1238¿path¿¿¿{"start":{"line":131,"column":23},"end":{"line":131,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1160¿Identifier¿¿1238¿join¿¿¿{"start":{"line":131,"column":28},"end":{"line":131,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1161¿Literal¿string¿1238¿¿'/usr/bin'¿¿{"start":{"line":131,"column":33},"end":{"line":131,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Literal
1162¿Identifier¿¿1238¿v88¿¿¿¿¿Identifier
1163¿BlockStatement¿¿1238¿¿¿¿{"start":{"line":130,"column":26},"end":{"line":132,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿BlockStatement
1164¿BreakStatement¿¿1238¿¿¿¿{"start":{"line":133,"column":12},"end":{"line":133,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿BreakStatement
1165¿SwitchCase¿¿1238¿¿¿¿{"start":{"line":134,"column":10},"end":{"line":135,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿SwitchCase
1166¿ExpressionStatement¿¿1238¿¿¿¿{"start":{"line":135,"column":12},"end":{"line":135,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿ExpressionStatement
1167¿AssignmentExpression¿=¿1238¿¿¿¿{"start":{"line":135,"column":12},"end":{"line":135,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿AssignmentExpression
1168¿Identifier¿¿1238¿result¿¿¿{"start":{"line":135,"column":12},"end":{"line":135,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1169¿Identifier¿¿1238¿name¿¿¿{"start":{"line":135,"column":21},"end":{"line":135,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1170¿BlockStatement¿¿1238¿¿¿¿{"start":{"line":103,"column":10},"end":{"line":137,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿BlockStatement
1171¿CatchClause¿¿1238¿¿¿¿{"start":{"line":137,"column":8},"end":{"line":139,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿CatchClause
1172¿VariableDeclarator¿¿1238¿v89¿¿¿{"start":{"line":138,"column":15},"end":{"line":138,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
1173¿CallExpression¿¿1238¿¿¿¿{"start":{"line":138,"column":15},"end":{"line":138,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿CallExpression
1174¿Identifier¿¿1238¿Error¿¿¿{"start":{"line":138,"column":15},"end":{"line":138,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1175¿Literal¿string¿1238¿¿'Can not find browser info'¿¿{"start":{"line":138,"column":21},"end":{"line":138,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Literal
1176¿Identifier¿¿1238¿name¿¿¿{"start":{"line":138,"column":50},"end":{"line":138,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1177¿VariableDeclarator¿¿1238¿v90¿¿¿{"start":{"line":138,"column":8},"end":{"line":138,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
1178¿CallExpression¿¿1238¿¿¿¿{"start":{"line":138,"column":8},"end":{"line":138,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿CallExpression
1179¿Identifier¿¿1238¿reject¿¿¿{"start":{"line":138,"column":8},"end":{"line":138,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1180¿Identifier¿¿1238¿v89¿¿¿¿¿Identifier
1181¿ExpressionStatement¿¿1238¿¿¿¿{"start":{"line":138,"column":8},"end":{"line":138,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿ExpressionStatement
1182¿Identifier¿¿1238¿v90¿¿¿¿¿Identifier
1183¿BlockStatement¿¿1238¿¿¿¿{"start":{"line":137,"column":18},"end":{"line":139,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿BlockStatement
1184¿Identifier¿¿1238¿e¿¿¿{"start":{"line":137,"column":15},"end":{"line":137,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1185¿VariableDeclarator¿¿1238¿v91¿¿¿{"start":{"line":141,"column":14},"end":{"line":141,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
1186¿CallExpression¿¿1238¿¿¿¿{"start":{"line":141,"column":14},"end":{"line":141,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿CallExpression
1187¿MemberExpression¿¿1238¿¿¿¿{"start":{"line":141,"column":14},"end":{"line":141,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿MemberExpression
1188¿Identifier¿¿1238¿result¿¿¿{"start":{"line":141,"column":14},"end":{"line":141,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1189¿Identifier¿¿1238¿trim¿¿¿{"start":{"line":141,"column":21},"end":{"line":141,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1190¿VariableDeclarator¿¿1238¿v92¿¿¿{"start":{"line":141,"column":6},"end":{"line":141,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
1191¿CallExpression¿¿1238¿¿¿¿{"start":{"line":141,"column":6},"end":{"line":141,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿CallExpression
1192¿Identifier¿¿1238¿resolve¿¿¿{"start":{"line":141,"column":6},"end":{"line":141,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1193¿Identifier¿¿1238¿v91¿¿¿¿¿Identifier
1194¿ExpressionStatement¿¿1238¿¿¿¿{"start":{"line":141,"column":6},"end":{"line":141,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿ExpressionStatement
1195¿Identifier¿¿1238¿v92¿¿¿¿¿Identifier
1196¿BlockStatement¿¿1238¿¿¿¿{"start":{"line":98,"column":50},"end":{"line":142,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿BlockStatement
1197¿VariableDeclarator¿¿1236¿v94¿¿¿{"start":{"line":98,"column":11},"end":{"line":142,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
1198¿NewExpression¿¿1236¿¿¿¿{"start":{"line":98,"column":11},"end":{"line":142,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿NewExpression
1199¿Identifier¿¿1236¿Promise¿¿¿{"start":{"line":98,"column":15},"end":{"line":98,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1200¿Identifier¿¿1236¿v93¿¿¿¿¿Identifier
1201¿ReturnStatement¿¿1236¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":142,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿ReturnStatement
1202¿Identifier¿¿1236¿v94¿¿¿¿¿Identifier
1203¿BlockStatement¿¿1236¿¿¿¿{"start":{"line":93,"column":26},"end":{"line":143,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿BlockStatement
1204¿VariableDeclarator¿¿1224¿v96¿¿¿{"start":{"line":42,"column":17},"end":{"line":144,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
1205¿ObjectExpression¿¿1224¿¿¿¿¿¿ObjectExpression
1206¿ExpressionStatement¿¿1224¿¿¿¿{"start":{"line":42,"column":17},"end":{"line":144,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿ExpressionStatement
1207¿AssignmentExpression¿=¿1224¿¿¿¿{"start":{"line":42,"column":17},"end":{"line":144,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿AssignmentExpression
1208¿MemberExpression¿¿1224¿¿¿¿{"start":{"line":42,"column":17},"end":{"line":144,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿MemberExpression
1209¿Identifier¿¿1224¿v96¿¿¿¿¿Identifier
1210¿Identifier¿¿1224¿open¿¿¿{"start":{"line":54,"column":2},"end":{"line":54,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1211¿Identifier¿¿1224¿v71¿¿¿¿¿Identifier
1212¿ExpressionStatement¿¿1224¿¿¿¿{"start":{"line":42,"column":17},"end":{"line":144,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿ExpressionStatement
1213¿AssignmentExpression¿=¿1224¿¿¿¿{"start":{"line":42,"column":17},"end":{"line":144,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿AssignmentExpression
1214¿MemberExpression¿¿1224¿¿¿¿{"start":{"line":42,"column":17},"end":{"line":144,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿MemberExpression
1215¿Identifier¿¿1224¿v96¿¿¿¿¿Identifier
1216¿Identifier¿¿1224¿detect¿¿¿{"start":{"line":93,"column":2},"end":{"line":93,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1217¿Identifier¿¿1224¿v95¿¿¿¿¿Identifier
1218¿ExpressionStatement¿¿1224¿¿¿¿{"start":{"line":42,"column":0},"end":{"line":144,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿ExpressionStatement
1219¿AssignmentExpression¿=¿1224¿¿¿¿{"start":{"line":42,"column":0},"end":{"line":144,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿AssignmentExpression
1220¿MemberExpression¿¿1224¿¿¿¿{"start":{"line":42,"column":0},"end":{"line":42,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿MemberExpression
1221¿Identifier¿¿1224¿module¿¿¿{"start":{"line":42,"column":0},"end":{"line":42,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1222¿Identifier¿¿1224¿exports¿¿¿{"start":{"line":42,"column":7},"end":{"line":42,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
1223¿Identifier¿¿1224¿v96¿¿¿¿¿Identifier
1224¿CFG_F_START¿¿1224¿__main__¿¿¿¿¿CFG_F_START
1225¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1226¿CFG_F_START¿¿1226¿843_anon¿¿¿¿¿CFG_F_START
1227¿CFG_F_END¿¿0¿843_anon¿¿¿¿¿CFG_F_END
1228¿CFG_F_START¿¿1228¿857_anon¿¿¿¿¿CFG_F_START
1229¿CFG_F_END¿¿0¿857_anon¿¿¿¿¿CFG_F_END
1230¿CFG_F_START¿¿1230¿905_anon¿¿¿¿¿CFG_F_START
1231¿CFG_F_END¿¿0¿905_anon¿¿¿¿¿CFG_F_END
1232¿CFG_F_START¿¿1232¿924_anon¿¿¿¿¿CFG_F_START
1233¿CFG_F_END¿¿0¿924_anon¿¿¿¿¿CFG_F_END
1234¿CFG_IF_END¿¿0¿926¿¿¿¿¿CFG_IF_END
1235¿CFG_IF_END¿¿0¿862¿¿¿¿¿CFG_IF_END
1236¿CFG_F_START¿¿1236¿987_anon¿¿¿¿¿CFG_F_START
1237¿CFG_F_END¿¿0¿987_anon¿¿¿¿¿CFG_F_END
1238¿CFG_F_START¿¿1238¿998_anon¿¿¿¿¿CFG_F_START
1239¿CFG_F_END¿¿0¿998_anon¿¿¿¿¿CFG_F_END
1240¿CFG_IF_END¿¿0¿1004¿¿¿¿¿CFG_IF_END
1241¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1242¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1243¿CFG_IF_END¿¿0¿1148¿¿¿¿¿CFG_IF_END
1244¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1245¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1246¿CFG_SWITCH_END¿¿0¿¿¿¿¿¿CFG_SWITCH_END
1247¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1248¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1249¿PDG_CALL¿¿1224¿1224.CALL->require-o161¿¿¿¿¿PDG_CALL
1250¿PDG_OBJECT¿¿0¿1224.os-o162¿¿¿¿¿PDG_OBJECT
1251¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
