Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
844¿Program¿¿-1¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":182,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Program
1276¿VariableDeclarator¿¿1468¿v104¿¿¿{"start":{"line":142,"column":8},"end":{"line":142,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1277¿LogicalExpression¿&&¿1468¿¿¿¿{"start":{"line":142,"column":8},"end":{"line":142,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿LogicalExpression
1278¿Identifier¿¿1468¿v100¿¿¿¿¿Identifier
1279¿Identifier¿¿1468¿v103¿¿¿¿¿Identifier
1280¿ExpressionStatement¿¿1468¿¿¿¿{"start":{"line":142,"column":8},"end":{"line":142,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ExpressionStatement
1281¿Identifier¿¿1468¿v104¿¿¿¿¿Identifier
1282¿BlockStatement¿¿1468¿¿¿¿{"start":{"line":138,"column":34},"end":{"line":143,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿BlockStatement
1283¿VariableDeclarator¿¿1465¿v106¿¿¿{"start":{"line":138,"column":6},"end":{"line":143,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1284¿CallExpression¿¿1465¿¿¿¿{"start":{"line":138,"column":6},"end":{"line":143,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿CallExpression
1285¿Identifier¿¿1465¿lines¿¿¿{"start":{"line":138,"column":6},"end":{"line":138,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1286¿Identifier¿¿1465¿output¿¿¿{"start":{"line":138,"column":12},"end":{"line":138,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1287¿Identifier¿¿1465¿v105¿¿¿¿¿Identifier
1288¿ExpressionStatement¿¿1465¿¿¿¿{"start":{"line":138,"column":6},"end":{"line":143,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ExpressionStatement
1289¿Identifier¿¿1465¿v106¿¿¿¿¿Identifier
1290¿BreakStatement¿¿1465¿¿¿¿{"start":{"line":145,"column":6},"end":{"line":145,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿BreakStatement
1291¿SwitchCase¿¿1465¿¿¿¿{"start":{"line":146,"column":4},"end":{"line":151,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿SwitchCase
1292¿Literal¿string¿1465¿¿'branch'¿¿{"start":{"line":146,"column":9},"end":{"line":146,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Literal
1293¿VariableDeclarator¿¿1465¿v110¿¿¿{"start":{"line":147,"column":20},"end":{"line":149,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1294¿FunctionExpression¿¿1465¿anon¿¿¿{"start":{"line":147,"column":20},"end":{"line":149,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿FunctionExpression
1295¿Identifier¿¿0¿line¿¿¿{"start":{"line":147,"column":29},"end":{"line":147,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1296¿VariableDeclarator¿¿1471¿v107¿¿¿{"start":{"line":148,"column":12},"end":{"line":148,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1297¿CallExpression¿¿1471¿¿¿¿{"start":{"line":148,"column":12},"end":{"line":148,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿CallExpression
1298¿MemberExpression¿¿1471¿¿¿¿{"start":{"line":148,"column":12},"end":{"line":148,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1299¿Identifier¿¿1471¿line¿¿¿{"start":{"line":148,"column":12},"end":{"line":148,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1300¿Identifier¿¿1471¿indexOf¿¿¿{"start":{"line":148,"column":17},"end":{"line":148,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1301¿Literal¿string¿1471¿¿'*'¿¿{"start":{"line":148,"column":25},"end":{"line":148,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Literal
1302¿VariableDeclarator¿¿1471¿v108¿¿¿{"start":{"line":148,"column":34},"end":{"line":148,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1303¿UnaryExpression¿-¿1471¿¿¿¿{"start":{"line":148,"column":34},"end":{"line":148,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿UnaryExpression
1304¿Literal¿number¿1471¿¿1¿¿{"start":{"line":148,"column":35},"end":{"line":148,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Literal
1305¿VariableDeclarator¿¿1471¿v109¿¿¿{"start":{"line":148,"column":12},"end":{"line":148,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1306¿BinaryExpression¿!==¿1471¿¿¿¿{"start":{"line":148,"column":12},"end":{"line":148,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿BinaryExpression
1307¿Identifier¿¿1471¿v107¿¿¿¿¿Identifier
1308¿Identifier¿¿1471¿v108¿¿¿¿¿Identifier
1309¿IfStatement¿¿1471¿¿¿¿{"start":{"line":148,"column":8},"end":{"line":148,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿IfStatement
1310¿Identifier¿¿1471¿v109¿¿¿¿¿Identifier
1311¿ExpressionStatement¿¿1471¿¿¿¿{"start":{"line":148,"column":38},"end":{"line":148,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ExpressionStatement
1312¿AssignmentExpression¿=¿1471¿¿¿¿{"start":{"line":148,"column":38},"end":{"line":148,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿AssignmentExpression
1313¿Identifier¿¿1471¿ret¿¿¿{"start":{"line":148,"column":38},"end":{"line":148,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1314¿CallExpression¿¿1471¿¿¿¿{"start":{"line":148,"column":44},"end":{"line":148,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿CallExpression
1315¿MemberExpression¿¿1471¿¿¿¿{"start":{"line":148,"column":44},"end":{"line":148,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1316¿Identifier¿¿1471¿line¿¿¿{"start":{"line":148,"column":44},"end":{"line":148,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1317¿Identifier¿¿1471¿slice¿¿¿{"start":{"line":148,"column":49},"end":{"line":148,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1318¿Literal¿number¿1471¿¿2¿¿{"start":{"line":148,"column":55},"end":{"line":148,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Literal
1319¿BlockStatement¿¿1471¿¿¿¿¿¿BlockStatement
1320¿BlockStatement¿¿1471¿¿¿¿{"start":{"line":147,"column":34},"end":{"line":149,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿BlockStatement
1321¿VariableDeclarator¿¿1465¿v111¿¿¿{"start":{"line":147,"column":6},"end":{"line":149,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1322¿CallExpression¿¿1465¿¿¿¿{"start":{"line":147,"column":6},"end":{"line":149,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿CallExpression
1323¿Identifier¿¿1465¿lines¿¿¿{"start":{"line":147,"column":6},"end":{"line":147,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1324¿Identifier¿¿1465¿output¿¿¿{"start":{"line":147,"column":12},"end":{"line":147,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1325¿Identifier¿¿1465¿v110¿¿¿¿¿Identifier
1326¿ExpressionStatement¿¿1465¿¿¿¿{"start":{"line":147,"column":6},"end":{"line":149,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ExpressionStatement
1327¿Identifier¿¿1465¿v111¿¿¿¿¿Identifier
1328¿BreakStatement¿¿1465¿¿¿¿{"start":{"line":151,"column":6},"end":{"line":151,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿BreakStatement
1329¿SwitchCase¿¿1465¿¿¿¿{"start":{"line":152,"column":4},"end":{"line":163,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿SwitchCase
1330¿Literal¿string¿1465¿¿'log'¿¿{"start":{"line":152,"column":9},"end":{"line":152,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Literal
1331¿VariableDeclarator¿¿1465¿v116¿¿¿{"start":{"line":153,"column":20},"end":{"line":161,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1332¿FunctionExpression¿¿1465¿anon¿¿¿{"start":{"line":153,"column":20},"end":{"line":161,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿FunctionExpression
1333¿Identifier¿¿0¿line¿¿¿{"start":{"line":153,"column":29},"end":{"line":153,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1334¿VariableDeclarator¿¿1475¿v112¿¿¿{"start":{"line":154,"column":20},"end":{"line":154,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1335¿CallExpression¿¿1475¿¿¿¿{"start":{"line":154,"column":20},"end":{"line":154,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿CallExpression
1336¿MemberExpression¿¿1475¿¿¿¿{"start":{"line":154,"column":20},"end":{"line":154,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1337¿Identifier¿¿1475¿line¿¿¿{"start":{"line":154,"column":20},"end":{"line":154,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1338¿Identifier¿¿1475¿trim¿¿¿{"start":{"line":154,"column":25},"end":{"line":154,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1339¿VariableDeclarator¿¿1475¿parts¿¿¿{"start":{"line":154,"column":12},"end":{"line":154,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1340¿CallExpression¿¿1475¿¿¿¿{"start":{"line":154,"column":20},"end":{"line":154,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿CallExpression
1341¿MemberExpression¿¿1475¿¿¿¿{"start":{"line":154,"column":20},"end":{"line":154,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1342¿Identifier¿¿1475¿v112¿¿¿¿¿Identifier
1343¿Identifier¿¿1475¿split¿¿¿{"start":{"line":154,"column":32},"end":{"line":154,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1344¿Literal¿string¿1475¿¿'-'¿¿{"start":{"line":154,"column":38},"end":{"line":154,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Literal
1345¿VariableDeclarator¿¿1475¿hash¿¿¿{"start":{"line":156,"column":12},"end":{"line":156,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1346¿MemberExpression¿computed¿1475¿¿¿¿{"start":{"line":156,"column":19},"end":{"line":156,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1347¿Identifier¿¿1475¿parts¿¿¿{"start":{"line":156,"column":19},"end":{"line":156,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1348¿Literal¿number¿1475¿¿0¿¿{"start":{"line":156,"column":25},"end":{"line":156,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Literal
1349¿VariableDeclarator¿¿1475¿author¿¿¿{"start":{"line":157,"column":12},"end":{"line":157,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1350¿MemberExpression¿computed¿1475¿¿¿¿{"start":{"line":157,"column":21},"end":{"line":157,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1351¿Identifier¿¿1475¿parts¿¿¿{"start":{"line":157,"column":21},"end":{"line":157,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1352¿Literal¿number¿1475¿¿1¿¿{"start":{"line":157,"column":27},"end":{"line":157,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Literal
1353¿VariableDeclarator¿¿1475¿message¿¿¿{"start":{"line":158,"column":12},"end":{"line":158,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1354¿MemberExpression¿computed¿1475¿¿¿¿{"start":{"line":158,"column":22},"end":{"line":158,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1355¿Identifier¿¿1475¿parts¿¿¿{"start":{"line":158,"column":22},"end":{"line":158,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1356¿Literal¿number¿1475¿¿2¿¿{"start":{"line":158,"column":28},"end":{"line":158,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Literal
1357¿VariableDeclarator¿¿1475¿v113¿¿¿{"start":{"line":160,"column":29},"end":{"line":160,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1358¿CallExpression¿¿1475¿¿¿¿{"start":{"line":160,"column":29},"end":{"line":160,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿CallExpression
1359¿MemberExpression¿¿1475¿¿¿¿{"start":{"line":160,"column":29},"end":{"line":160,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1360¿Identifier¿¿1475¿author¿¿¿{"start":{"line":160,"column":29},"end":{"line":160,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1361¿Identifier¿¿1475¿trim¿¿¿{"start":{"line":160,"column":36},"end":{"line":160,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1362¿VariableDeclarator¿¿1475¿v114¿¿¿{"start":{"line":160,"column":53},"end":{"line":160,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1363¿CallExpression¿¿1475¿¿¿¿{"start":{"line":160,"column":53},"end":{"line":160,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿CallExpression
1364¿MemberExpression¿¿1475¿¿¿¿{"start":{"line":160,"column":53},"end":{"line":160,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1365¿Identifier¿¿1475¿message¿¿¿{"start":{"line":160,"column":53},"end":{"line":160,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1366¿Identifier¿¿1475¿trim¿¿¿{"start":{"line":160,"column":61},"end":{"line":160,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1367¿VariableDeclarator¿¿1475¿v115¿¿¿{"start":{"line":160,"column":20},"end":{"line":160,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1368¿ObjectExpression¿¿1475¿¿¿¿¿¿ObjectExpression
1369¿ExpressionStatement¿¿1475¿¿¿¿{"start":{"line":160,"column":20},"end":{"line":160,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ExpressionStatement
1370¿AssignmentExpression¿=¿1475¿¿¿¿{"start":{"line":160,"column":20},"end":{"line":160,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿AssignmentExpression
1371¿MemberExpression¿¿1475¿¿¿¿{"start":{"line":160,"column":20},"end":{"line":160,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1372¿Identifier¿¿1475¿v115¿¿¿¿¿Identifier
1373¿Identifier¿¿1475¿author¿¿¿{"start":{"line":160,"column":21},"end":{"line":160,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1374¿Identifier¿¿1475¿v113¿¿¿¿¿Identifier
1375¿ExpressionStatement¿¿1475¿¿¿¿{"start":{"line":160,"column":20},"end":{"line":160,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ExpressionStatement
1376¿AssignmentExpression¿=¿1475¿¿¿¿{"start":{"line":160,"column":20},"end":{"line":160,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿AssignmentExpression
1377¿MemberExpression¿¿1475¿¿¿¿{"start":{"line":160,"column":20},"end":{"line":160,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1378¿Identifier¿¿1475¿v115¿¿¿¿¿Identifier
1379¿Identifier¿¿1475¿message¿¿¿{"start":{"line":160,"column":44},"end":{"line":160,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1380¿Identifier¿¿1475¿v114¿¿¿¿¿Identifier
1381¿ExpressionStatement¿¿1475¿¿¿¿{"start":{"line":160,"column":8},"end":{"line":160,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ExpressionStatement
1382¿AssignmentExpression¿=¿1475¿¿¿¿{"start":{"line":160,"column":8},"end":{"line":160,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿AssignmentExpression
1383¿MemberExpression¿computed¿1475¿¿¿¿{"start":{"line":160,"column":8},"end":{"line":160,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1384¿Identifier¿¿1475¿ret¿¿¿{"start":{"line":160,"column":8},"end":{"line":160,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1385¿Identifier¿¿1475¿hash¿¿¿{"start":{"line":160,"column":12},"end":{"line":160,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1386¿Identifier¿¿1475¿v115¿¿¿¿¿Identifier
1387¿BlockStatement¿¿1475¿¿¿¿{"start":{"line":153,"column":34},"end":{"line":161,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿BlockStatement
1388¿VariableDeclarator¿¿1465¿v117¿¿¿{"start":{"line":153,"column":6},"end":{"line":161,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1389¿CallExpression¿¿1465¿¿¿¿{"start":{"line":153,"column":6},"end":{"line":161,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿CallExpression
1390¿Identifier¿¿1465¿lines¿¿¿{"start":{"line":153,"column":6},"end":{"line":153,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1391¿Identifier¿¿1465¿output¿¿¿{"start":{"line":153,"column":12},"end":{"line":153,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1392¿Identifier¿¿1465¿v116¿¿¿¿¿Identifier
1393¿ExpressionStatement¿¿1465¿¿¿¿{"start":{"line":153,"column":6},"end":{"line":161,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ExpressionStatement
1394¿Identifier¿¿1465¿v117¿¿¿¿¿Identifier
1395¿BreakStatement¿¿1465¿¿¿¿{"start":{"line":163,"column":6},"end":{"line":163,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿BreakStatement
1396¿SwitchCase¿¿1465¿¿¿¿{"start":{"line":164,"column":4},"end":{"line":165,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿SwitchCase
1397¿ReturnStatement¿¿1465¿¿¿¿{"start":{"line":165,"column":6},"end":{"line":165,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ReturnStatement
1398¿Identifier¿¿1465¿output¿¿¿{"start":{"line":165,"column":13},"end":{"line":165,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1399¿ReturnStatement¿¿1465¿¿¿¿{"start":{"line":168,"column":2},"end":{"line":168,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ReturnStatement
1400¿Identifier¿¿1465¿ret¿¿¿{"start":{"line":168,"column":9},"end":{"line":168,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1401¿BlockStatement¿¿1465¿¿¿¿{"start":{"line":126,"column":31},"end":{"line":169,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿BlockStatement
1402¿VariableDeclarator¿¿1436¿lines¿¿¿{"start":{"line":178,"column":0},"end":{"line":182,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1403¿FunctionExpression¿¿1436¿anon¿¿¿{"start":{"line":178,"column":0},"end":{"line":182,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿FunctionExpression
1404¿Identifier¿¿0¿output¿¿¿{"start":{"line":178,"column":15},"end":{"line":178,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1405¿Identifier¿¿0¿cb¿¿¿{"start":{"line":178,"column":23},"end":{"line":178,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1406¿VariableDeclarator¿¿1480¿v118¿¿¿{"start":{"line":179,"column":2},"end":{"line":179,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1407¿CallExpression¿¿1480¿¿¿¿{"start":{"line":179,"column":2},"end":{"line":179,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿CallExpression
1408¿MemberExpression¿¿1480¿¿¿¿{"start":{"line":179,"column":2},"end":{"line":179,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1409¿Identifier¿¿1480¿output¿¿¿{"start":{"line":179,"column":2},"end":{"line":179,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1410¿Identifier¿¿1480¿trim¿¿¿{"start":{"line":179,"column":9},"end":{"line":179,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1411¿VariableDeclarator¿¿1480¿v119¿¿¿{"start":{"line":179,"column":2},"end":{"line":179,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1412¿CallExpression¿¿1480¿¿¿¿{"start":{"line":179,"column":2},"end":{"line":179,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿CallExpression
1413¿MemberExpression¿¿1480¿¿¿¿{"start":{"line":179,"column":2},"end":{"line":179,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1414¿Identifier¿¿1480¿v118¿¿¿¿¿Identifier
1415¿Identifier¿¿1480¿split¿¿¿{"start":{"line":179,"column":16},"end":{"line":179,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1416¿Literal¿string¿1480¿¿'\n'¿¿{"start":{"line":179,"column":22},"end":{"line":179,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Literal
1417¿VariableDeclarator¿¿1480¿v121¿¿¿{"start":{"line":179,"column":36},"end":{"line":181,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1418¿FunctionExpression¿¿1480¿anon¿¿¿{"start":{"line":179,"column":36},"end":{"line":181,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿FunctionExpression
1419¿Identifier¿¿0¿line¿¿¿{"start":{"line":179,"column":45},"end":{"line":179,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1420¿VariableDeclarator¿¿1482¿v120¿¿¿{"start":{"line":180,"column":4},"end":{"line":180,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1421¿CallExpression¿¿1482¿¿¿¿{"start":{"line":180,"column":4},"end":{"line":180,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿CallExpression
