Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
914¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":106,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Program
1341¿Identifier¿¿1595¿space¿¿¿{"start":{"line":75,"column":11},"end":{"line":75,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1342¿VariableDeclarator¿¿1595¿v152¿¿¿{"start":{"line":76,"column":10},"end":{"line":76,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1343¿CallExpression¿¿1595¿¿¿¿{"start":{"line":76,"column":10},"end":{"line":76,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿CallExpression
1344¿MemberExpression¿¿1595¿¿¿¿{"start":{"line":76,"column":10},"end":{"line":76,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1345¿ThisExpression¿¿1595¿¿¿¿{"start":{"line":76,"column":10},"end":{"line":76,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ThisExpression
1346¿Identifier¿¿1595¿_fetchInodes¿¿¿{"start":{"line":76,"column":15},"end":{"line":76,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1347¿Identifier¿¿1595¿path¿¿¿{"start":{"line":76,"column":28},"end":{"line":76,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1348¿ReturnStatement¿¿1595¿¿¿¿{"start":{"line":76,"column":3},"end":{"line":76,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ReturnStatement
1349¿Identifier¿¿1595¿v152¿¿¿¿¿Identifier
1350¿BlockStatement¿¿1595¿¿¿¿{"start":{"line":74,"column":41},"end":{"line":77,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿BlockStatement
1351¿VariableDeclarator¿¿1593¿v154¿¿¿{"start":{"line":74,"column":2},"end":{"line":77,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1352¿CallExpression¿¿1593¿¿¿¿{"start":{"line":74,"column":2},"end":{"line":77,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿CallExpression
1353¿MemberExpression¿¿1593¿¿¿¿{"start":{"line":74,"column":2},"end":{"line":74,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1354¿Identifier¿¿1593¿v151¿¿¿¿¿Identifier
1355¿Identifier¿¿1593¿then¿¿¿{"start":{"line":74,"column":25},"end":{"line":74,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1356¿Identifier¿¿1593¿v153¿¿¿¿¿Identifier
1357¿VariableDeclarator¿¿1593¿v175¿¿¿{"start":{"line":77,"column":10},"end":{"line":92,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1358¿ArrowFunctionExpression¿¿1593¿¿¿¿{"start":{"line":77,"column":10},"end":{"line":92,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ArrowFunctionExpression
1359¿Identifier¿¿0¿inodes¿¿¿{"start":{"line":77,"column":11},"end":{"line":77,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1360¿VariableDeclarator¿¿1597¿count¿¿¿{"start":{"line":78,"column":7},"end":{"line":78,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1361¿Literal¿number¿1597¿¿0¿¿{"start":{"line":78,"column":15},"end":{"line":78,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Literal
1362¿VariableDeclarator¿¿1597¿singleDrive¿¿¿{"start":{"line":79,"column":7},"end":{"line":79,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1363¿Literal¿object¿1597¿¿null¿¿{"start":{"line":79,"column":21},"end":{"line":79,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Literal
1364¿VariableDeclarator¿¿1597¿v155¿¿¿{"start":{"line":80,"column":3},"end":{"line":80,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1365¿CallExpression¿¿1597¿¿¿¿{"start":{"line":80,"column":3},"end":{"line":80,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿CallExpression
1366¿MemberExpression¿¿1597¿¿¿¿{"start":{"line":80,"column":3},"end":{"line":80,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1367¿Identifier¿¿1597¿Object¿¿¿{"start":{"line":80,"column":3},"end":{"line":80,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1368¿Identifier¿¿1597¿keys¿¿¿{"start":{"line":80,"column":10},"end":{"line":80,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1369¿Identifier¿¿1597¿inodes¿¿¿{"start":{"line":80,"column":15},"end":{"line":80,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1370¿VariableDeclarator¿¿1597¿v162¿¿¿{"start":{"line":80,"column":31},"end":{"line":86,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1371¿ArrowFunctionExpression¿¿1597¿¿¿¿{"start":{"line":80,"column":31},"end":{"line":86,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ArrowFunctionExpression
1372¿Identifier¿¿0¿drive¿¿¿{"start":{"line":80,"column":32},"end":{"line":80,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1373¿VariableDeclarator¿¿1599¿v156¿¿¿{"start":{"line":81,"column":15},"end":{"line":81,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1374¿MemberExpression¿computed¿1599¿¿¿¿{"start":{"line":81,"column":15},"end":{"line":81,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1375¿Identifier¿¿1599¿store¿¿¿{"start":{"line":81,"column":15},"end":{"line":81,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1376¿Identifier¿¿1599¿drive¿¿¿{"start":{"line":81,"column":21},"end":{"line":81,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1377¿VariableDeclarator¿¿1599¿v157¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1378¿UnaryExpression¿typeof¿1599¿¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿UnaryExpression
1379¿Identifier¿¿1599¿v156¿¿¿¿¿Identifier
1380¿VariableDeclarator¿¿1599¿v158¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1381¿BinaryExpression¿!==¿1599¿¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿BinaryExpression
1382¿Identifier¿¿1599¿v157¿¿¿¿¿Identifier
1383¿Literal¿string¿1599¿¿'undefined'¿¿{"start":{"line":81,"column":33},"end":{"line":81,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Literal
1384¿IfStatement¿¿1599¿¿¿¿{"start":{"line":81,"column":4},"end":{"line":85,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿IfStatement
1385¿Identifier¿¿1599¿v158¿¿¿¿¿Identifier
1386¿VariableDeclarator¿¿1599¿v159¿¿¿{"start":{"line":82,"column":5},"end":{"line":82,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1387¿MemberExpression¿computed¿1599¿¿¿¿{"start":{"line":82,"column":5},"end":{"line":82,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1388¿Identifier¿¿1599¿store¿¿¿{"start":{"line":82,"column":5},"end":{"line":82,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1389¿Identifier¿¿1599¿drive¿¿¿{"start":{"line":82,"column":11},"end":{"line":82,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1390¿VariableDeclarator¿¿1599¿v160¿¿¿{"start":{"line":82,"column":5},"end":{"line":82,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1391¿MemberExpression¿computed¿1599¿¿¿¿{"start":{"line":82,"column":27},"end":{"line":82,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1392¿Identifier¿¿1599¿inodes¿¿¿{"start":{"line":82,"column":27},"end":{"line":82,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1393¿Identifier¿¿1599¿drive¿¿¿{"start":{"line":82,"column":34},"end":{"line":82,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1394¿ExpressionStatement¿¿1599¿¿¿¿{"start":{"line":82,"column":5},"end":{"line":82,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ExpressionStatement
1395¿AssignmentExpression¿=¿1599¿¿¿¿{"start":{"line":82,"column":5},"end":{"line":82,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿AssignmentExpression
1396¿MemberExpression¿¿1599¿¿¿¿{"start":{"line":82,"column":5},"end":{"line":82,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1397¿Identifier¿¿1599¿v159¿¿¿¿¿Identifier
1398¿Identifier¿¿1599¿inodes¿¿¿{"start":{"line":82,"column":18},"end":{"line":82,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1399¿Identifier¿¿1599¿v160¿¿¿¿¿Identifier
1400¿VariableDeclarator¿¿1599¿v161¿¿¿{"start":{"line":83,"column":5},"end":{"line":83,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1401¿UpdateExpression¿¿1599¿¿¿¿{"start":{"line":83,"column":5},"end":{"line":83,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿UpdateExpression
1402¿Identifier¿¿1599¿count¿¿¿{"start":{"line":83,"column":5},"end":{"line":83,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1403¿ExpressionStatement¿¿1599¿¿¿¿{"start":{"line":83,"column":5},"end":{"line":83,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ExpressionStatement
1404¿Identifier¿¿1599¿v161¿¿¿¿¿Identifier
1405¿ExpressionStatement¿¿1599¿¿¿¿{"start":{"line":84,"column":5},"end":{"line":84,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ExpressionStatement
1406¿AssignmentExpression¿=¿1599¿¿¿¿{"start":{"line":84,"column":5},"end":{"line":84,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿AssignmentExpression
1407¿Identifier¿¿1599¿singleDrive¿¿¿{"start":{"line":84,"column":5},"end":{"line":84,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1408¿Identifier¿¿1599¿drive¿¿¿{"start":{"line":84,"column":19},"end":{"line":84,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1409¿BlockStatement¿¿1599¿¿¿¿{"start":{"line":81,"column":46},"end":{"line":85,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿BlockStatement
1410¿BlockStatement¿¿1599¿¿¿¿{"start":{"line":80,"column":42},"end":{"line":86,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿BlockStatement
1411¿VariableDeclarator¿¿1597¿v163¿¿¿{"start":{"line":80,"column":3},"end":{"line":86,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1412¿CallExpression¿¿1597¿¿¿¿{"start":{"line":80,"column":3},"end":{"line":86,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿CallExpression
1413¿MemberExpression¿¿1597¿¿¿¿{"start":{"line":80,"column":3},"end":{"line":80,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1414¿Identifier¿¿1597¿v155¿¿¿¿¿Identifier
1415¿Identifier¿¿1597¿forEach¿¿¿{"start":{"line":80,"column":23},"end":{"line":80,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1416¿Identifier¿¿1597¿v162¿¿¿¿¿Identifier
1417¿ExpressionStatement¿¿1597¿¿¿¿{"start":{"line":80,"column":3},"end":{"line":86,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ExpressionStatement
1418¿Identifier¿¿1597¿v163¿¿¿¿¿Identifier
1419¿VariableDeclarator¿¿1597¿v164¿¿¿{"start":{"line":88,"column":13},"end":{"line":88,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1420¿UnaryExpression¿typeof¿1597¿¿¿¿{"start":{"line":88,"column":13},"end":{"line":88,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿UnaryExpression
1421¿Identifier¿¿1597¿cb¿¿¿{"start":{"line":88,"column":20},"end":{"line":88,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1422¿VariableDeclarator¿¿1597¿v165¿¿¿{"start":{"line":88,"column":13},"end":{"line":88,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1423¿BinaryExpression¿===¿1597¿¿¿¿{"start":{"line":88,"column":13},"end":{"line":88,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿BinaryExpression
1424¿Identifier¿¿1597¿v164¿¿¿¿¿Identifier
1425¿Literal¿string¿1597¿¿'function'¿¿{"start":{"line":88,"column":28},"end":{"line":88,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Literal
1426¿VariableDeclarator¿¿1597¿v166¿¿¿{"start":{"line":88,"column":7},"end":{"line":88,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1427¿LogicalExpression¿&&¿1597¿¿¿¿{"start":{"line":88,"column":7},"end":{"line":88,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿LogicalExpression
1428¿Identifier¿¿1597¿cb¿¿¿{"start":{"line":88,"column":7},"end":{"line":88,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1429¿Identifier¿¿1597¿v165¿¿¿¿¿Identifier
1430¿IfStatement¿¿1597¿¿¿¿{"start":{"line":88,"column":3},"end":{"line":90,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿IfStatement
1431¿Identifier¿¿1597¿v166¿¿¿¿¿Identifier
1432¿VariableDeclarator¿¿1597¿v167¿¿¿{"start":{"line":89,"column":13},"end":{"line":89,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1433¿BinaryExpression¿!==¿1597¿¿¿¿{"start":{"line":89,"column":13},"end":{"line":89,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿BinaryExpression
1434¿Identifier¿¿1597¿count¿¿¿{"start":{"line":89,"column":13},"end":{"line":89,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1435¿Literal¿number¿1597¿¿1¿¿{"start":{"line":89,"column":23},"end":{"line":89,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Literal
1436¿VariableDeclarator¿¿1597¿v168¿¿¿{"start":{"line":89,"column":35},"end":{"line":89,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1437¿MemberExpression¿computed¿1597¿¿¿¿{"start":{"line":89,"column":35},"end":{"line":89,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1438¿Identifier¿¿1597¿store¿¿¿{"start":{"line":89,"column":35},"end":{"line":89,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1439¿Identifier¿¿1597¿singleDrive¿¿¿{"start":{"line":89,"column":41},"end":{"line":89,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1440¿VariableDeclarator¿¿1597¿v169¿¿¿{"start":{"line":89,"column":13},"end":{"line":89,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1441¿IfStatement¿¿1597¿¿¿¿{"start":{"line":89,"column":13},"end":{"line":89,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿IfStatement
1442¿Identifier¿¿1597¿v167¿¿¿¿¿Identifier
1443¿ExpressionStatement¿¿1597¿¿¿¿{"start":{"line":89,"column":13},"end":{"line":89,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ExpressionStatement
1444¿AssignmentExpression¿=¿1597¿¿¿¿{"start":{"line":89,"column":13},"end":{"line":89,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿AssignmentExpression
1445¿Identifier¿¿1597¿v169¿¿¿¿¿Identifier
1446¿Identifier¿¿1597¿store¿¿¿{"start":{"line":89,"column":27},"end":{"line":89,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1447¿BlockStatement¿¿1597¿¿¿¿¿¿BlockStatement
1448¿ExpressionStatement¿¿1597¿¿¿¿{"start":{"line":89,"column":13},"end":{"line":89,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ExpressionStatement
1449¿AssignmentExpression¿=¿1597¿¿¿¿{"start":{"line":89,"column":13},"end":{"line":89,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿AssignmentExpression
1450¿Identifier¿¿1597¿v169¿¿¿¿¿Identifier
1451¿Identifier¿¿1597¿v168¿¿¿¿¿Identifier
1452¿BlockStatement¿¿1597¿¿¿¿¿¿BlockStatement
1453¿VariableDeclarator¿¿1597¿v170¿¿¿{"start":{"line":89,"column":4},"end":{"line":89,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1454¿CallExpression¿¿1597¿¿¿¿{"start":{"line":89,"column":4},"end":{"line":89,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿CallExpression
1455¿Identifier¿¿1597¿cb¿¿¿{"start":{"line":89,"column":4},"end":{"line":89,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1456¿Literal¿object¿1597¿¿null¿¿{"start":{"line":89,"column":7},"end":{"line":89,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Literal
1457¿Identifier¿¿1597¿v169¿¿¿¿¿Identifier
1458¿ExpressionStatement¿¿1597¿¿¿¿{"start":{"line":89,"column":4},"end":{"line":89,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ExpressionStatement
1459¿Identifier¿¿1597¿v170¿¿¿¿¿Identifier
1460¿BlockStatement¿¿1597¿¿¿¿{"start":{"line":88,"column":40},"end":{"line":90,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿BlockStatement
1461¿VariableDeclarator¿¿1597¿v171¿¿¿{"start":{"line":91,"column":18},"end":{"line":91,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1462¿BinaryExpression¿!==¿1597¿¿¿¿{"start":{"line":91,"column":18},"end":{"line":91,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿BinaryExpression
1463¿Identifier¿¿1597¿count¿¿¿{"start":{"line":91,"column":18},"end":{"line":91,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1464¿Literal¿number¿1597¿¿1¿¿{"start":{"line":91,"column":28},"end":{"line":91,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Literal
1465¿VariableDeclarator¿¿1597¿v172¿¿¿{"start":{"line":91,"column":40},"end":{"line":91,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1466¿MemberExpression¿computed¿1597¿¿¿¿{"start":{"line":91,"column":40},"end":{"line":91,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1467¿Identifier¿¿1597¿store¿¿¿{"start":{"line":91,"column":40},"end":{"line":91,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1468¿Identifier¿¿1597¿singleDrive¿¿¿{"start":{"line":91,"column":46},"end":{"line":91,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1469¿VariableDeclarator¿¿1597¿v173¿¿¿{"start":{"line":91,"column":18},"end":{"line":91,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1470¿IfStatement¿¿1597¿¿¿¿{"start":{"line":91,"column":18},"end":{"line":91,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿IfStatement
1471¿Identifier¿¿1597¿v171¿¿¿¿¿Identifier
1472¿ExpressionStatement¿¿1597¿¿¿¿{"start":{"line":91,"column":18},"end":{"line":91,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ExpressionStatement
1473¿AssignmentExpression¿=¿1597¿¿¿¿{"start":{"line":91,"column":18},"end":{"line":91,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿AssignmentExpression
1474¿Identifier¿¿1597¿v173¿¿¿¿¿Identifier
1475¿Identifier¿¿1597¿store¿¿¿{"start":{"line":91,"column":32},"end":{"line":91,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1476¿BlockStatement¿¿1597¿¿¿¿¿¿BlockStatement
1477¿ExpressionStatement¿¿1597¿¿¿¿{"start":{"line":91,"column":18},"end":{"line":91,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ExpressionStatement
1478¿AssignmentExpression¿=¿1597¿¿¿¿{"start":{"line":91,"column":18},"end":{"line":91,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿AssignmentExpression
1479¿Identifier¿¿1597¿v173¿¿¿¿¿Identifier
1480¿Identifier¿¿1597¿v172¿¿¿¿¿Identifier
1481¿BlockStatement¿¿1597¿¿¿¿¿¿BlockStatement
1482¿VariableDeclarator¿¿1597¿v174¿¿¿{"start":{"line":91,"column":10},"end":{"line":91,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1483¿CallExpression¿¿1597¿¿¿¿{"start":{"line":91,"column":10},"end":{"line":91,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿CallExpression
1484¿Identifier¿¿1597¿resolve¿¿¿{"start":{"line":91,"column":10},"end":{"line":91,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1485¿Identifier¿¿1597¿v173¿¿¿¿¿Identifier
1486¿ReturnStatement¿¿1597¿¿¿¿{"start":{"line":91,"column":3},"end":{"line":91,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ReturnStatement
1487¿Identifier¿¿1597¿v174¿¿¿¿¿Identifier
1488¿BlockStatement¿¿1597¿¿¿¿{"start":{"line":77,"column":22},"end":{"line":92,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿BlockStatement
