Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
741¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":100,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Program
1173¿VariableDeclarator¿¿1302¿v127¿¿¿{"start":{"line":83,"column":13},"end":{"line":83,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
1174¿CallExpression¿¿1302¿¿¿¿{"start":{"line":83,"column":13},"end":{"line":83,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿CallExpression
1175¿Identifier¿¿1302¿cb¿¿¿{"start":{"line":83,"column":13},"end":{"line":83,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1176¿Identifier¿¿1302¿err¿¿¿{"start":{"line":83,"column":16},"end":{"line":83,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1177¿ReturnStatement¿¿1302¿¿¿¿{"start":{"line":83,"column":6},"end":{"line":83,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿ReturnStatement
1178¿Identifier¿¿1302¿v127¿¿¿¿¿Identifier
1179¿BlockStatement¿¿1302¿¿¿¿¿¿BlockStatement
1180¿VariableDeclarator¿¿1302¿v128¿¿¿{"start":{"line":84,"column":20},"end":{"line":84,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
1181¿CallExpression¿¿1302¿¿¿¿{"start":{"line":84,"column":20},"end":{"line":84,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿CallExpression
1182¿Identifier¿¿1302¿_filter¿¿¿{"start":{"line":84,"column":20},"end":{"line":84,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1183¿Identifier¿¿1302¿query¿¿¿{"start":{"line":84,"column":28},"end":{"line":84,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1184¿Identifier¿¿1302¿results¿¿¿{"start":{"line":84,"column":35},"end":{"line":84,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1185¿VariableDeclarator¿¿1302¿v129¿¿¿{"start":{"line":84,"column":11},"end":{"line":84,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
1186¿CallExpression¿¿1302¿¿¿¿{"start":{"line":84,"column":11},"end":{"line":84,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿CallExpression
1187¿Identifier¿¿1302¿cb¿¿¿{"start":{"line":84,"column":11},"end":{"line":84,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1188¿Literal¿object¿1302¿¿null¿¿{"start":{"line":84,"column":14},"end":{"line":84,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Literal
1189¿Identifier¿¿1302¿v128¿¿¿¿¿Identifier
1190¿ReturnStatement¿¿1302¿¿¿¿{"start":{"line":84,"column":4},"end":{"line":84,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿ReturnStatement
1191¿Identifier¿¿1302¿v129¿¿¿¿¿Identifier
1192¿BlockStatement¿¿1302¿¿¿¿{"start":{"line":81,"column":43},"end":{"line":85,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿BlockStatement
1193¿VariableDeclarator¿¿1300¿v131¿¿¿{"start":{"line":81,"column":2},"end":{"line":85,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
1194¿CallExpression¿¿1300¿¿¿¿{"start":{"line":81,"column":2},"end":{"line":85,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿CallExpression
1195¿Identifier¿¿1300¿_ps¿¿¿{"start":{"line":81,"column":2},"end":{"line":81,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1196¿Identifier¿¿1300¿v126¿¿¿¿¿Identifier
1197¿Identifier¿¿1300¿v130¿¿¿¿¿Identifier
1198¿ExpressionStatement¿¿1300¿¿¿¿{"start":{"line":81,"column":2},"end":{"line":85,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿ExpressionStatement
1199¿Identifier¿¿1300¿v131¿¿¿¿¿Identifier
1200¿BlockStatement¿¿1300¿¿¿¿{"start":{"line":80,"column":27},"end":{"line":86,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿BlockStatement
1201¿VariableDeclarator¿¿1269¿v132¿¿¿{"start":{"line":88,"column":4},"end":{"line":88,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
1202¿MemberExpression¿¿1269¿¿¿¿{"start":{"line":88,"column":4},"end":{"line":88,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿MemberExpression
1203¿Identifier¿¿1269¿process¿¿¿{"start":{"line":88,"column":4},"end":{"line":88,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1204¿Identifier¿¿1269¿env¿¿¿{"start":{"line":88,"column":12},"end":{"line":88,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1205¿VariableDeclarator¿¿1269¿v133¿¿¿{"start":{"line":88,"column":4},"end":{"line":88,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
1206¿MemberExpression¿¿1269¿¿¿¿{"start":{"line":88,"column":4},"end":{"line":88,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿MemberExpression
1207¿Identifier¿¿1269¿v132¿¿¿¿¿Identifier
1208¿Identifier¿¿1269¿NODE_ENV¿¿¿{"start":{"line":88,"column":16},"end":{"line":88,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1209¿VariableDeclarator¿¿1269¿v134¿¿¿{"start":{"line":88,"column":4},"end":{"line":88,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
1210¿BinaryExpression¿===¿1269¿¿¿¿{"start":{"line":88,"column":4},"end":{"line":88,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿BinaryExpression
1211¿Identifier¿¿1269¿v133¿¿¿¿¿Identifier
1212¿Literal¿string¿1269¿¿'test'¿¿{"start":{"line":88,"column":29},"end":{"line":88,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Literal
1213¿IfStatement¿¿1269¿¿¿¿{"start":{"line":88,"column":0},"end":{"line":100,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿IfStatement
1214¿Identifier¿¿1269¿v134¿¿¿¿¿Identifier
1215¿VariableDeclarator¿¿1269¿v135¿¿¿{"start":{"line":89,"column":19},"end":{"line":95,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
1216¿ObjectExpression¿¿1269¿¿¿¿¿¿ObjectExpression
1217¿ExpressionStatement¿¿1269¿¿¿¿{"start":{"line":89,"column":19},"end":{"line":95,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿ExpressionStatement
1218¿AssignmentExpression¿=¿1269¿¿¿¿{"start":{"line":89,"column":19},"end":{"line":95,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿AssignmentExpression
1219¿MemberExpression¿¿1269¿¿¿¿{"start":{"line":89,"column":19},"end":{"line":95,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿MemberExpression
1220¿Identifier¿¿1269¿v135¿¿¿¿¿Identifier
1221¿Identifier¿¿1269¿_getTitles¿¿¿{"start":{"line":90,"column":4},"end":{"line":90,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1222¿Identifier¿¿1269¿_getTitles¿¿¿{"start":{"line":90,"column":16},"end":{"line":90,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1223¿ExpressionStatement¿¿1269¿¿¿¿{"start":{"line":89,"column":19},"end":{"line":95,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿ExpressionStatement
1224¿AssignmentExpression¿=¿1269¿¿¿¿{"start":{"line":89,"column":19},"end":{"line":95,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿AssignmentExpression
1225¿MemberExpression¿¿1269¿¿¿¿{"start":{"line":89,"column":19},"end":{"line":95,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿MemberExpression
1226¿Identifier¿¿1269¿v135¿¿¿¿¿Identifier
1227¿Identifier¿¿1269¿_parse¿¿¿{"start":{"line":91,"column":4},"end":{"line":91,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1228¿Identifier¿¿1269¿_parse¿¿¿{"start":{"line":91,"column":12},"end":{"line":91,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1229¿ExpressionStatement¿¿1269¿¿¿¿{"start":{"line":89,"column":19},"end":{"line":95,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿ExpressionStatement
1230¿AssignmentExpression¿=¿1269¿¿¿¿{"start":{"line":89,"column":19},"end":{"line":95,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿AssignmentExpression
1231¿MemberExpression¿¿1269¿¿¿¿{"start":{"line":89,"column":19},"end":{"line":95,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿MemberExpression
1232¿Identifier¿¿1269¿v135¿¿¿¿¿Identifier
1233¿Identifier¿¿1269¿_filter¿¿¿{"start":{"line":92,"column":4},"end":{"line":92,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1234¿Identifier¿¿1269¿_filter¿¿¿{"start":{"line":92,"column":13},"end":{"line":92,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1235¿ExpressionStatement¿¿1269¿¿¿¿{"start":{"line":89,"column":19},"end":{"line":95,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿ExpressionStatement
1236¿AssignmentExpression¿=¿1269¿¿¿¿{"start":{"line":89,"column":19},"end":{"line":95,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿AssignmentExpression
1237¿MemberExpression¿¿1269¿¿¿¿{"start":{"line":89,"column":19},"end":{"line":95,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿MemberExpression
1238¿Identifier¿¿1269¿v135¿¿¿¿¿Identifier
1239¿Identifier¿¿1269¿_ps¿¿¿{"start":{"line":93,"column":4},"end":{"line":93,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1240¿Identifier¿¿1269¿_ps¿¿¿{"start":{"line":93,"column":9},"end":{"line":93,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1241¿ExpressionStatement¿¿1269¿¿¿¿{"start":{"line":89,"column":19},"end":{"line":95,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿ExpressionStatement
1242¿AssignmentExpression¿=¿1269¿¿¿¿{"start":{"line":89,"column":19},"end":{"line":95,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿AssignmentExpression
1243¿MemberExpression¿¿1269¿¿¿¿{"start":{"line":89,"column":19},"end":{"line":95,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿MemberExpression
1244¿Identifier¿¿1269¿v135¿¿¿¿¿Identifier
1245¿Identifier¿¿1269¿lookup¿¿¿{"start":{"line":94,"column":4},"end":{"line":94,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1246¿Identifier¿¿1269¿lookup¿¿¿{"start":{"line":94,"column":12},"end":{"line":94,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1247¿ExpressionStatement¿¿1269¿¿¿¿{"start":{"line":89,"column":2},"end":{"line":95,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿ExpressionStatement
1248¿AssignmentExpression¿=¿1269¿¿¿¿{"start":{"line":89,"column":2},"end":{"line":95,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿AssignmentExpression
1249¿MemberExpression¿¿1269¿¿¿¿{"start":{"line":89,"column":2},"end":{"line":89,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿MemberExpression
1250¿Identifier¿¿1269¿module¿¿¿{"start":{"line":89,"column":2},"end":{"line":89,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1251¿Identifier¿¿1269¿exports¿¿¿{"start":{"line":89,"column":9},"end":{"line":89,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1252¿Identifier¿¿1269¿v135¿¿¿¿¿Identifier
1253¿BlockStatement¿¿1269¿¿¿¿{"start":{"line":88,"column":37},"end":{"line":96,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿BlockStatement
1254¿VariableDeclarator¿¿1269¿v136¿¿¿{"start":{"line":97,"column":19},"end":{"line":99,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
1255¿ObjectExpression¿¿1269¿¿¿¿¿¿ObjectExpression
1256¿ExpressionStatement¿¿1269¿¿¿¿{"start":{"line":97,"column":19},"end":{"line":99,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿ExpressionStatement
1257¿AssignmentExpression¿=¿1269¿¿¿¿{"start":{"line":97,"column":19},"end":{"line":99,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿AssignmentExpression
1258¿MemberExpression¿¿1269¿¿¿¿{"start":{"line":97,"column":19},"end":{"line":99,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿MemberExpression
1259¿Identifier¿¿1269¿v136¿¿¿¿¿Identifier
1260¿Identifier¿¿1269¿lookup¿¿¿{"start":{"line":98,"column":4},"end":{"line":98,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1261¿Identifier¿¿1269¿lookup¿¿¿{"start":{"line":98,"column":12},"end":{"line":98,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1262¿ExpressionStatement¿¿1269¿¿¿¿{"start":{"line":97,"column":2},"end":{"line":99,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿ExpressionStatement
1263¿AssignmentExpression¿=¿1269¿¿¿¿{"start":{"line":97,"column":2},"end":{"line":99,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿AssignmentExpression
1264¿MemberExpression¿¿1269¿¿¿¿{"start":{"line":97,"column":2},"end":{"line":97,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿MemberExpression
1265¿Identifier¿¿1269¿module¿¿¿{"start":{"line":97,"column":2},"end":{"line":97,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1266¿Identifier¿¿1269¿exports¿¿¿{"start":{"line":97,"column":9},"end":{"line":97,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1267¿Identifier¿¿1269¿v136¿¿¿¿¿Identifier
1268¿BlockStatement¿¿1269¿¿¿¿{"start":{"line":96,"column":7},"end":{"line":100,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿BlockStatement
1269¿CFG_F_START¿¿1269¿__main__¿¿¿¿¿CFG_F_START
1270¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1271¿CFG_F_START¿¿1271¿747_anon¿¿¿¿¿CFG_F_START
1272¿CFG_F_END¿¿0¿747_anon¿¿¿¿¿CFG_F_END
1273¿CFG_F_START¿¿1273¿758_anon¿¿¿¿¿CFG_F_START
1274¿CFG_F_END¿¿0¿758_anon¿¿¿¿¿CFG_F_END
1275¿CFG_IF_END¿¿0¿769¿¿¿¿¿CFG_IF_END
1276¿CFG_F_START¿¿1276¿799_anon¿¿¿¿¿CFG_F_START
1277¿CFG_F_END¿¿0¿799_anon¿¿¿¿¿CFG_F_END
1278¿CFG_F_START¿¿1278¿817_anon¿¿¿¿¿CFG_F_START
1279¿CFG_F_END¿¿0¿817_anon¿¿¿¿¿CFG_F_END
1280¿CFG_F_START¿¿1280¿838_anon¿¿¿¿¿CFG_F_START
1281¿CFG_F_END¿¿0¿838_anon¿¿¿¿¿CFG_F_END
1282¿CFG_IF_END¿¿0¿889¿¿¿¿¿CFG_IF_END
1283¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
1284¿CFG_F_START¿¿1284¿939_anon¿¿¿¿¿CFG_F_START
1285¿CFG_F_END¿¿0¿939_anon¿¿¿¿¿CFG_F_END
1286¿CFG_F_START¿¿1286¿943_anon¿¿¿¿¿CFG_F_START
1287¿CFG_F_END¿¿0¿943_anon¿¿¿¿¿CFG_F_END
1288¿CFG_F_START¿¿1288¿976_anon¿¿¿¿¿CFG_F_START
1289¿CFG_F_END¿¿0¿976_anon¿¿¿¿¿CFG_F_END
1290¿CFG_IF_END¿¿0¿969¿¿¿¿¿CFG_IF_END
1291¿CFG_IF_END¿¿0¿951¿¿¿¿¿CFG_IF_END
1292¿CFG_IF_END¿¿0¿1024¿¿¿¿¿CFG_IF_END
1293¿CFG_F_START¿¿1293¿1067_anon¿¿¿¿¿CFG_F_START
1294¿CFG_F_END¿¿0¿1067_anon¿¿¿¿¿CFG_F_END
1295¿CFG_IF_END¿¿0¿1089¿¿¿¿¿CFG_IF_END
1296¿CFG_F_START¿¿1296¿1105_anon¿¿¿¿¿CFG_F_START
1297¿CFG_F_END¿¿0¿1105_anon¿¿¿¿¿CFG_F_END
1298¿CFG_IF_END¿¿0¿1113¿¿¿¿¿CFG_IF_END
1299¿CFG_IF_END¿¿0¿1078¿¿¿¿¿CFG_IF_END
1300¿CFG_F_START¿¿1300¿1160_anon¿¿¿¿¿CFG_F_START
1301¿CFG_F_END¿¿0¿1160_anon¿¿¿¿¿CFG_F_END
1302¿CFG_F_START¿¿1302¿1168_anon¿¿¿¿¿CFG_F_START
1303¿CFG_F_END¿¿0¿1168_anon¿¿¿¿¿CFG_F_END
1304¿CFG_IF_END¿¿0¿1171¿¿¿¿¿CFG_IF_END
1305¿CFG_IF_END¿¿0¿1213¿¿¿¿¿CFG_IF_END
1306¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1307¿PDG_CALL¿¿1269¿1269.CALL->require-o174¿¿¿¿¿PDG_CALL
1308¿PDG_OBJECT¿¿0¿1269.childProcess-o175¿¿¿¿¿PDG_OBJECT
1309¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1310¿PDG_OBJECT¿¿0¿1271.this-o176¿¿¿¿¿PDG_OBJECT
1311¿PDG_OBJECT¿¿0¿1271.titleLine-o177¿¿¿¿¿PDG_OBJECT
1312¿PDG_OBJECT¿¿0¿1269._getTitles-o178¿¿¿¿¿PDG_OBJECT
1313¿PDG_OBJECT¿¿0¿1276.this-o179¿¿¿¿¿PDG_OBJECT
1314¿PDG_OBJECT¿¿0¿1276.input-o180¿¿¿¿¿PDG_OBJECT
1315¿PDG_OBJECT¿¿0¿1269._parse-o181¿¿¿¿¿PDG_OBJECT
1316¿PDG_OBJECT¿¿0¿1284.this-o182¿¿¿¿¿PDG_OBJECT
1317¿PDG_OBJECT¿¿0¿1284.query-o183¿¿¿¿¿PDG_OBJECT
1318¿PDG_OBJECT¿¿0¿1284.processes-o184¿¿¿¿¿PDG_OBJECT
1319¿PDG_OBJECT¿¿0¿1269._filter-o185¿¿¿¿¿PDG_OBJECT
1320¿PDG_OBJECT¿¿0¿1293.this-o186¿¿¿¿¿PDG_OBJECT
1321¿PDG_OBJECT¿¿0¿1293.args-o187¿¿¿¿¿PDG_OBJECT
1322¿PDG_OBJECT¿¿0¿1293.cb-o188¿¿¿¿¿PDG_OBJECT
1323¿PDG_OBJECT¿¿0¿1269._ps-o189¿¿¿¿¿PDG_OBJECT
1324¿PDG_OBJECT¿¿0¿1300.this-o190¿¿¿¿¿PDG_OBJECT
1325¿PDG_OBJECT¿¿0¿1300.query-o191¿¿¿¿¿PDG_OBJECT
1326¿PDG_OBJECT¿¿0¿1300.cb-o192¿¿¿¿¿PDG_OBJECT
1327¿PDG_OBJECT¿¿0¿1269.lookup-o193¿¿¿¿¿PDG_OBJECT
1328¿PDG_OBJECT¿¿0¿1269.process-o194¿¿¿¿¿PDG_OBJECT
1329¿PDG_OBJECT¿¿0¿1269.process.env-o195¿¿¿¿¿PDG_OBJECT
1330¿PDG_OBJECT¿¿0¿1269.v132.NODE_ENV-o196¿¿¿¿¿PDG_OBJECT
1331¿PDG_OBJECT¿¿0¿1269.v134-o197¿¿¿¿¿PDG_OBJECT
1332¿PDG_OBJECT¿¿0¿1269.v135-o198¿¿¿¿¿PDG_OBJECT
1333¿PDG_OBJECT¿¿0¿1269.v135-o199¿¿¿¿¿PDG_OBJECT
1334¿PDG_OBJECT¿¿0¿1269.v135._getTitles-o200¿¿¿¿¿PDG_OBJECT
1335¿PDG_OBJECT¿¿0¿1269.v135-o201¿¿¿¿¿PDG_OBJECT
1336¿PDG_OBJECT¿¿0¿1269.v135._parse-o202¿¿¿¿¿PDG_OBJECT
1337¿PDG_OBJECT¿¿0¿1269.v135-o203¿¿¿¿¿PDG_OBJECT
1338¿PDG_OBJECT¿¿0¿1269.v135._filter-o204¿¿¿¿¿PDG_OBJECT
1339¿PDG_OBJECT¿¿0¿1269.v135-o205¿¿¿¿¿PDG_OBJECT
1340¿PDG_OBJECT¿¿0¿1269.v135._ps-o206¿¿¿¿¿PDG_OBJECT
1341¿PDG_OBJECT¿¿0¿1269.v135-o207¿¿¿¿¿PDG_OBJECT
1342¿PDG_OBJECT¿¿0¿1269.v135.lookup-o208¿¿¿¿¿PDG_OBJECT
1343¿PDG_OBJECT¿¿0¿1269.module-o209¿¿¿¿¿PDG_OBJECT
1344¿PDG_OBJECT¿¿0¿1269.module.exports-o210¿¿¿¿¿PDG_OBJECT
1345¿PDG_OBJECT¿¿0¿1269.v136-o211¿¿¿¿¿PDG_OBJECT
1346¿PDG_OBJECT¿¿0¿1269.v136-o212¿¿¿¿¿PDG_OBJECT
1347¿PDG_OBJECT¿¿0¿1269.v136.lookup-o213¿¿¿¿¿PDG_OBJECT
1348¿PDG_OBJECT¿¿0¿1269.module-o214¿¿¿¿¿PDG_OBJECT
1349¿PDG_OBJECT¿¿0¿1269.module.exports-o215¿¿¿¿¿PDG_OBJECT
1350¿PDG_OBJECT¿¿0¿1271.titles-o216¿¿¿¿¿PDG_OBJECT
1351¿PDG_CALL¿¿1271¿1271.CALL->titleLine.split-o217¿¿¿¿¿PDG_CALL
1352¿PDG_OBJECT¿¿0¿1271.v69-o218¿¿¿¿¿PDG_OBJECT
1353¿PDG_OBJECT¿¿0¿1273.this-o219¿¿¿¿¿PDG_OBJECT
1354¿PDG_OBJECT¿¿0¿1273.title-o220¿¿¿¿¿PDG_OBJECT
1355¿PDG_OBJECT¿¿0¿1271.v74-o221¿¿¿¿¿PDG_OBJECT
1356¿PDG_CALL¿¿1271¿1271.CALL->v69.forEach-o222¿¿¿¿¿PDG_CALL
1357¿PDG_OBJECT¿¿0¿1271.v75-o223¿¿¿¿¿PDG_OBJECT
1358¿PDG_RETURN¿¿0¿1271.RET_OBJ-o224¿¿¿¿¿PDG_RETURN
1359¿PDG_CALL¿¿1273¿1273.CALL->title.trim-o225¿¿¿¿¿PDG_CALL
1360¿PDG_OBJECT¿¿0¿1273.v70-o226¿¿¿¿¿PDG_OBJECT
1361¿PDG_OBJECT¿¿0¿1273.v71-o227¿¿¿¿¿PDG_OBJECT
1362¿PDG_CALL¿¿1273¿1273.CALL->title.trim-o228¿¿¿¿¿PDG_CALL
1363¿PDG_OBJECT¿¿0¿1273.v72-o229¿¿¿¿¿PDG_OBJECT
1364¿PDG_CALL¿¿1273¿1273.CALL->titles.push-o230¿¿¿¿¿PDG_CALL
1365¿PDG_OBJECT¿¿0¿1273.v73-o231¿¿¿¿¿PDG_OBJECT
1366¿PDG_CALL¿¿1276¿1276.CALL->input.split-o232¿¿¿¿¿PDG_CALL
1367¿PDG_OBJECT¿¿0¿1276.lines-o233¿¿¿¿¿PDG_OBJECT
1368¿PDG_CALL¿¿1276¿1276.CALL->lines.shift-o234¿¿¿¿¿PDG_CALL
1369¿PDG_OBJECT¿¿0¿1276.v76-o235¿¿¿¿¿PDG_OBJECT
1370¿PDG_CALL¿¿1276¿1276.CALL->_getTitles-o236¿¿¿¿¿PDG_CALL
1371¿PDG_OBJECT¿¿0¿1276.titles-o237¿¿¿¿¿PDG_OBJECT
1372¿PDG_OBJECT¿¿0¿1278.this-o238¿¿¿¿¿PDG_OBJECT
1373¿PDG_OBJECT¿¿0¿1278.line-o239¿¿¿¿¿PDG_OBJECT
1374¿PDG_OBJECT¿¿0¿1276.v79-o240¿¿¿¿¿PDG_OBJECT
1375¿PDG_CALL¿¿1276¿1276.CALL->lines.filter-o241¿¿¿¿¿PDG_CALL
1376¿PDG_OBJECT¿¿0¿1276.v80-o242¿¿¿¿¿PDG_OBJECT
1377¿PDG_OBJECT¿¿0¿1280.this-o243¿¿¿¿¿PDG_OBJECT
