Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1207¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":222,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Program
1627¿Identifier¿¿2116¿undefined¿¿¿{"start":{"line":104,"column":23},"end":{"line":104,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1628¿IfStatement¿¿2116¿¿¿¿{"start":{"line":104,"column":4},"end":{"line":106,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿IfStatement
1629¿Identifier¿¿2116¿v146¿¿¿¿¿Identifier
1630¿VariableDeclarator¿¿2116¿v147¿¿¿{"start":{"line":105,"column":24},"end":{"line":105,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1631¿BinaryExpression¿+¿2116¿¿¿¿{"start":{"line":105,"column":24},"end":{"line":105,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿BinaryExpression
1632¿Literal¿string¿2116¿¿'Invalid JSON pointer for remove: ''¿¿{"start":{"line":105,"column":24},"end":{"line":105,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Literal
1633¿Identifier¿¿2116¿pointer¿¿¿{"start":{"line":105,"column":63},"end":{"line":105,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1634¿VariableDeclarator¿¿2116¿v148¿¿¿{"start":{"line":105,"column":24},"end":{"line":105,"column":76},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1635¿BinaryExpression¿+¿2116¿¿¿¿{"start":{"line":105,"column":24},"end":{"line":105,"column":76},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿BinaryExpression
1636¿Identifier¿¿2116¿v147¿¿¿¿¿Identifier
1637¿Literal¿string¿2116¿¿'''¿¿{"start":{"line":105,"column":73},"end":{"line":105,"column":76},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Literal
1638¿VariableDeclarator¿¿2116¿v149¿¿¿{"start":{"line":105,"column":14},"end":{"line":105,"column":77},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1639¿NewExpression¿¿2116¿¿¿¿{"start":{"line":105,"column":14},"end":{"line":105,"column":77},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿NewExpression
1640¿Identifier¿¿2116¿Error¿¿¿{"start":{"line":105,"column":18},"end":{"line":105,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1641¿Identifier¿¿2116¿v148¿¿¿¿¿Identifier
1642¿ThrowStatement¿¿2116¿¿¿¿{"start":{"line":105,"column":8},"end":{"line":105,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿ThrowStatement
1643¿Identifier¿¿2116¿v149¿¿¿¿¿Identifier
1644¿BlockStatement¿¿2116¿¿¿¿{"start":{"line":104,"column":34},"end":{"line":106,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿BlockStatement
1645¿VariableDeclarator¿¿2116¿v150¿¿¿{"start":{"line":108,"column":49},"end":{"line":108,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1646¿UnaryExpression¿-¿2116¿¿¿¿{"start":{"line":108,"column":49},"end":{"line":108,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿UnaryExpression
1647¿Literal¿number¿2116¿¿1¿¿{"start":{"line":108,"column":50},"end":{"line":108,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Literal
1648¿VariableDeclarator¿¿2116¿v151¿¿¿{"start":{"line":108,"column":30},"end":{"line":108,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1649¿CallExpression¿¿2116¿¿¿¿{"start":{"line":108,"column":30},"end":{"line":108,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿CallExpression
1650¿MemberExpression¿¿2116¿¿¿¿{"start":{"line":108,"column":30},"end":{"line":108,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿MemberExpression
1651¿Identifier¿¿2116¿refTokens¿¿¿{"start":{"line":108,"column":30},"end":{"line":108,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1652¿Identifier¿¿2116¿slice¿¿¿{"start":{"line":108,"column":40},"end":{"line":108,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1653¿Literal¿number¿2116¿¿0¿¿{"start":{"line":108,"column":46},"end":{"line":108,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Literal
1654¿Identifier¿¿2116¿v150¿¿¿¿¿Identifier
1655¿VariableDeclarator¿¿2116¿parent¿¿¿{"start":{"line":108,"column":8},"end":{"line":108,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1656¿CallExpression¿¿2116¿¿¿¿{"start":{"line":108,"column":17},"end":{"line":108,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿CallExpression
1657¿MemberExpression¿¿2116¿¿¿¿{"start":{"line":108,"column":17},"end":{"line":108,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿MemberExpression
1658¿Identifier¿¿2116¿api¿¿¿{"start":{"line":108,"column":17},"end":{"line":108,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1659¿Identifier¿¿2116¿get¿¿¿{"start":{"line":108,"column":21},"end":{"line":108,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1660¿Identifier¿¿2116¿obj¿¿¿{"start":{"line":108,"column":25},"end":{"line":108,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1661¿Identifier¿¿2116¿v151¿¿¿¿¿Identifier
1662¿VariableDeclarator¿¿2116¿v152¿¿¿{"start":{"line":109,"column":8},"end":{"line":109,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1663¿CallExpression¿¿2116¿¿¿¿{"start":{"line":109,"column":8},"end":{"line":109,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿CallExpression
1664¿MemberExpression¿¿2116¿¿¿¿{"start":{"line":109,"column":8},"end":{"line":109,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿MemberExpression
1665¿Identifier¿¿2116¿Array¿¿¿{"start":{"line":109,"column":8},"end":{"line":109,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1666¿Identifier¿¿2116¿isArray¿¿¿{"start":{"line":109,"column":14},"end":{"line":109,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1667¿Identifier¿¿2116¿parent¿¿¿{"start":{"line":109,"column":22},"end":{"line":109,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1668¿IfStatement¿¿2116¿¿¿¿{"start":{"line":109,"column":4},"end":{"line":118,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿IfStatement
1669¿Identifier¿¿2116¿v152¿¿¿¿¿Identifier
1670¿VariableDeclarator¿¿2116¿v153¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1671¿UnaryExpression¿+¿2116¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿UnaryExpression
1672¿Identifier¿¿2116¿finalToken¿¿¿{"start":{"line":110,"column":19},"end":{"line":110,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1673¿VariableDeclarator¿¿2116¿index¿¿¿{"start":{"line":110,"column":10},"end":{"line":110,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1674¿Identifier¿¿2116¿v153¿¿¿¿¿Identifier
1675¿VariableDeclarator¿¿2116¿v154¿¿¿{"start":{"line":111,"column":10},"end":{"line":111,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1676¿BinaryExpression¿===¿2116¿¿¿¿{"start":{"line":111,"column":10},"end":{"line":111,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿BinaryExpression
1677¿Identifier¿¿2116¿finalToken¿¿¿{"start":{"line":111,"column":10},"end":{"line":111,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1678¿Literal¿string¿2116¿¿''¿¿{"start":{"line":111,"column":25},"end":{"line":111,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Literal
1679¿VariableDeclarator¿¿2116¿v155¿¿¿{"start":{"line":111,"column":31},"end":{"line":111,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1680¿CallExpression¿¿2116¿¿¿¿{"start":{"line":111,"column":31},"end":{"line":111,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿CallExpression
1681¿Identifier¿¿2116¿isNaN¿¿¿{"start":{"line":111,"column":31},"end":{"line":111,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1682¿Identifier¿¿2116¿index¿¿¿{"start":{"line":111,"column":37},"end":{"line":111,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1683¿VariableDeclarator¿¿2116¿v156¿¿¿{"start":{"line":111,"column":10},"end":{"line":111,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1684¿LogicalExpression¿&&¿2116¿¿¿¿{"start":{"line":111,"column":10},"end":{"line":111,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿LogicalExpression
1685¿Identifier¿¿2116¿v154¿¿¿¿¿Identifier
1686¿Identifier¿¿2116¿v155¿¿¿¿¿Identifier
1687¿IfStatement¿¿2116¿¿¿¿{"start":{"line":111,"column":6},"end":{"line":113,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿IfStatement
1688¿Identifier¿¿2116¿v156¿¿¿¿¿Identifier
1689¿VariableDeclarator¿¿2116¿v157¿¿¿{"start":{"line":112,"column":24},"end":{"line":112,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1690¿BinaryExpression¿+¿2116¿¿¿¿{"start":{"line":112,"column":24},"end":{"line":112,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿BinaryExpression
1691¿Literal¿string¿2116¿¿'Invalid array index: ''¿¿{"start":{"line":112,"column":24},"end":{"line":112,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Literal
1692¿Identifier¿¿2116¿finalToken¿¿¿{"start":{"line":112,"column":51},"end":{"line":112,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1693¿VariableDeclarator¿¿2116¿v158¿¿¿{"start":{"line":112,"column":24},"end":{"line":112,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1694¿BinaryExpression¿+¿2116¿¿¿¿{"start":{"line":112,"column":24},"end":{"line":112,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿BinaryExpression
1695¿Identifier¿¿2116¿v157¿¿¿¿¿Identifier
1696¿Literal¿string¿2116¿¿'''¿¿{"start":{"line":112,"column":64},"end":{"line":112,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Literal
1697¿VariableDeclarator¿¿2116¿v159¿¿¿{"start":{"line":112,"column":14},"end":{"line":112,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1698¿NewExpression¿¿2116¿¿¿¿{"start":{"line":112,"column":14},"end":{"line":112,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿NewExpression
1699¿Identifier¿¿2116¿Error¿¿¿{"start":{"line":112,"column":18},"end":{"line":112,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1700¿Identifier¿¿2116¿v158¿¿¿¿¿Identifier
1701¿ThrowStatement¿¿2116¿¿¿¿{"start":{"line":112,"column":8},"end":{"line":112,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿ThrowStatement
1702¿Identifier¿¿2116¿v159¿¿¿¿¿Identifier
1703¿BlockStatement¿¿2116¿¿¿¿{"start":{"line":111,"column":45},"end":{"line":113,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿BlockStatement
1704¿VariableDeclarator¿¿2116¿v160¿¿¿{"start":{"line":115,"column":6},"end":{"line":115,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1705¿MemberExpression¿¿2116¿¿¿¿{"start":{"line":115,"column":6},"end":{"line":115,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿MemberExpression
1706¿Identifier¿¿2116¿Array¿¿¿{"start":{"line":115,"column":6},"end":{"line":115,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1707¿Identifier¿¿2116¿prototype¿¿¿{"start":{"line":115,"column":12},"end":{"line":115,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1708¿VariableDeclarator¿¿2116¿v161¿¿¿{"start":{"line":115,"column":6},"end":{"line":115,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1709¿MemberExpression¿¿2116¿¿¿¿{"start":{"line":115,"column":6},"end":{"line":115,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿MemberExpression
1710¿Identifier¿¿2116¿v160¿¿¿¿¿Identifier
1711¿Identifier¿¿2116¿splice¿¿¿{"start":{"line":115,"column":22},"end":{"line":115,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1712¿VariableDeclarator¿¿2116¿v162¿¿¿{"start":{"line":115,"column":6},"end":{"line":115,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1713¿CallExpression¿¿2116¿¿¿¿{"start":{"line":115,"column":6},"end":{"line":115,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿CallExpression
1714¿MemberExpression¿¿2116¿¿¿¿{"start":{"line":115,"column":6},"end":{"line":115,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿MemberExpression
1715¿Identifier¿¿2116¿v161¿¿¿¿¿Identifier
1716¿Identifier¿¿2116¿call¿¿¿{"start":{"line":115,"column":29},"end":{"line":115,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1717¿Identifier¿¿2116¿parent¿¿¿{"start":{"line":115,"column":34},"end":{"line":115,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1718¿Identifier¿¿2116¿index¿¿¿{"start":{"line":115,"column":42},"end":{"line":115,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1719¿Literal¿number¿2116¿¿1¿¿{"start":{"line":115,"column":49},"end":{"line":115,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Literal
1720¿ExpressionStatement¿¿2116¿¿¿¿{"start":{"line":115,"column":6},"end":{"line":115,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿ExpressionStatement
1721¿Identifier¿¿2116¿v162¿¿¿¿¿Identifier
1722¿BlockStatement¿¿2116¿¿¿¿{"start":{"line":109,"column":31},"end":{"line":116,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿BlockStatement
1723¿VariableDeclarator¿¿2116¿v163¿¿¿{"start":{"line":117,"column":13},"end":{"line":117,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1724¿MemberExpression¿computed¿2116¿¿¿¿{"start":{"line":117,"column":13},"end":{"line":117,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿MemberExpression
1725¿Identifier¿¿2116¿parent¿¿¿{"start":{"line":117,"column":13},"end":{"line":117,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1726¿Identifier¿¿2116¿finalToken¿¿¿{"start":{"line":117,"column":20},"end":{"line":117,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1727¿VariableDeclarator¿¿2116¿v164¿¿¿{"start":{"line":117,"column":6},"end":{"line":117,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1728¿UnaryExpression¿delete¿2116¿¿¿¿{"start":{"line":117,"column":6},"end":{"line":117,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿UnaryExpression
1729¿Identifier¿¿2116¿v163¿¿¿¿¿Identifier
1730¿ExpressionStatement¿¿2116¿¿¿¿{"start":{"line":117,"column":6},"end":{"line":117,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿ExpressionStatement
1731¿Identifier¿¿2116¿v164¿¿¿¿¿Identifier
1732¿BlockStatement¿¿2116¿¿¿¿{"start":{"line":116,"column":11},"end":{"line":118,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿BlockStatement
1733¿BlockStatement¿¿2116¿¿¿¿{"start":{"line":101,"column":37},"end":{"line":119,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿BlockStatement
1734¿ExpressionStatement¿¿2095¿¿¿¿{"start":{"line":101,"column":0},"end":{"line":119,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿ExpressionStatement
1735¿AssignmentExpression¿=¿2095¿¿¿¿{"start":{"line":101,"column":0},"end":{"line":119,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿AssignmentExpression
1736¿MemberExpression¿¿2095¿¿¿¿{"start":{"line":101,"column":0},"end":{"line":101,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿MemberExpression
1737¿Identifier¿¿2095¿api¿¿¿{"start":{"line":101,"column":0},"end":{"line":101,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1738¿Identifier¿¿2095¿remove¿¿¿{"start":{"line":101,"column":4},"end":{"line":101,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1739¿Identifier¿¿2095¿v165¿¿¿¿¿Identifier
1740¿VariableDeclarator¿¿2095¿dict¿¿¿{"start":{"line":128,"column":0},"end":{"line":134,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1741¿FunctionExpression¿¿2095¿anon¿¿¿{"start":{"line":128,"column":11},"end":{"line":134,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿FunctionExpression
1742¿Identifier¿¿0¿obj¿¿¿{"start":{"line":128,"column":26},"end":{"line":128,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1743¿Identifier¿¿0¿descend¿¿¿{"start":{"line":128,"column":31},"end":{"line":128,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1744¿VariableDeclarator¿¿2122¿results¿¿¿{"start":{"line":129,"column":8},"end":{"line":129,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1745¿ObjectExpression¿¿2122¿¿¿¿¿¿ObjectExpression
1746¿VariableDeclarator¿¿2122¿v166¿¿¿{"start":{"line":130,"column":18},"end":{"line":132,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1747¿FunctionExpression¿¿2122¿anon¿¿¿{"start":{"line":130,"column":18},"end":{"line":132,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿FunctionExpression
1748¿Identifier¿¿0¿value¿¿¿{"start":{"line":130,"column":28},"end":{"line":130,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1749¿Identifier¿¿0¿pointer¿¿¿{"start":{"line":130,"column":35},"end":{"line":130,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1750¿ExpressionStatement¿¿2124¿¿¿¿{"start":{"line":131,"column":8},"end":{"line":131,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿ExpressionStatement
1751¿AssignmentExpression¿=¿2124¿¿¿¿{"start":{"line":131,"column":8},"end":{"line":131,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿AssignmentExpression
1752¿MemberExpression¿computed¿2124¿¿¿¿{"start":{"line":131,"column":8},"end":{"line":131,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿MemberExpression
1753¿Identifier¿¿2124¿results¿¿¿{"start":{"line":131,"column":8},"end":{"line":131,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1754¿Identifier¿¿2124¿pointer¿¿¿{"start":{"line":131,"column":16},"end":{"line":131,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1755¿Identifier¿¿2124¿value¿¿¿{"start":{"line":131,"column":27},"end":{"line":131,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1756¿BlockStatement¿¿2124¿¿¿¿{"start":{"line":130,"column":44},"end":{"line":132,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿BlockStatement
1757¿VariableDeclarator¿¿2122¿v167¿¿¿{"start":{"line":130,"column":4},"end":{"line":132,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1758¿CallExpression¿¿2122¿¿¿¿{"start":{"line":130,"column":4},"end":{"line":132,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿CallExpression
1759¿MemberExpression¿¿2122¿¿¿¿{"start":{"line":130,"column":4},"end":{"line":130,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿MemberExpression
1760¿Identifier¿¿2122¿api¿¿¿{"start":{"line":130,"column":4},"end":{"line":130,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1761¿Identifier¿¿2122¿walk¿¿¿{"start":{"line":130,"column":8},"end":{"line":130,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1762¿Identifier¿¿2122¿obj¿¿¿{"start":{"line":130,"column":13},"end":{"line":130,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1763¿Identifier¿¿2122¿v166¿¿¿¿¿Identifier
1764¿Identifier¿¿2122¿descend¿¿¿{"start":{"line":132,"column":7},"end":{"line":132,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1765¿ExpressionStatement¿¿2122¿¿¿¿{"start":{"line":130,"column":4},"end":{"line":132,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿ExpressionStatement
1766¿Identifier¿¿2122¿v167¿¿¿¿¿Identifier
1767¿ReturnStatement¿¿2122¿¿¿¿{"start":{"line":133,"column":4},"end":{"line":133,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿ReturnStatement
1768¿Identifier¿¿2122¿results¿¿¿{"start":{"line":133,"column":11},"end":{"line":133,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1769¿BlockStatement¿¿2122¿¿¿¿{"start":{"line":128,"column":40},"end":{"line":134,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿BlockStatement
1770¿ExpressionStatement¿¿2095¿¿¿¿{"start":{"line":128,"column":0},"end":{"line":134,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿ExpressionStatement
