Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
807¿Program¿¿-1¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":112,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Program
1185¿Identifier¿¿1423¿mkdirpSync¿¿¿{"start":{"line":83,"column":10},"end":{"line":83,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1186¿Identifier¿¿1423¿todir¿¿¿{"start":{"line":83,"column":21},"end":{"line":83,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1187¿ExpressionStatement¿¿1423¿¿¿¿{"start":{"line":83,"column":6},"end":{"line":83,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿ExpressionStatement
1188¿Identifier¿¿1423¿v110¿¿¿¿¿Identifier
1189¿VariableDeclarator¿¿1423¿i¿¿¿{"start":{"line":84,"column":15},"end":{"line":84,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1190¿Literal¿number¿1423¿¿0¿¿{"start":{"line":84,"column":19},"end":{"line":84,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Literal
1191¿VariableDeclarator¿¿1423¿v111¿¿¿{"start":{"line":84,"column":26},"end":{"line":84,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1192¿MemberExpression¿¿1423¿¿¿¿{"start":{"line":84,"column":26},"end":{"line":84,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿MemberExpression
1193¿Identifier¿¿1423¿items¿¿¿{"start":{"line":84,"column":26},"end":{"line":84,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1194¿Identifier¿¿1423¿length¿¿¿{"start":{"line":84,"column":32},"end":{"line":84,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1195¿VariableDeclarator¿¿1423¿v112¿¿¿{"start":{"line":84,"column":22},"end":{"line":84,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1196¿BinaryExpression¿<¿1423¿¿¿¿{"start":{"line":84,"column":22},"end":{"line":84,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿BinaryExpression
1197¿Identifier¿¿1423¿i¿¿¿{"start":{"line":84,"column":22},"end":{"line":84,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1198¿Identifier¿¿1423¿v111¿¿¿¿¿Identifier
1199¿WhileStatement¿¿1423¿¿¿¿{"start":{"line":84,"column":6},"end":{"line":101,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿WhileStatement
1200¿Identifier¿¿1423¿v112¿¿¿¿¿Identifier
1201¿VariableDeclarator¿¿1423¿info¿¿¿{"start":{"line":85,"column":12},"end":{"line":85,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1202¿MemberExpression¿computed¿1423¿¿¿¿{"start":{"line":85,"column":19},"end":{"line":85,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿MemberExpression
1203¿Identifier¿¿1423¿items¿¿¿{"start":{"line":85,"column":19},"end":{"line":85,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1204¿Identifier¿¿1423¿i¿¿¿{"start":{"line":85,"column":25},"end":{"line":85,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1205¿VariableDeclarator¿¿1423¿from¿¿¿{"start":{"line":86,"column":12},"end":{"line":86,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1206¿MemberExpression¿computed¿1423¿¿¿¿{"start":{"line":86,"column":19},"end":{"line":86,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿MemberExpression
1207¿Identifier¿¿1423¿info¿¿¿{"start":{"line":86,"column":19},"end":{"line":86,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1208¿Literal¿number¿1423¿¿0¿¿{"start":{"line":86,"column":24},"end":{"line":86,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Literal
1209¿VariableDeclarator¿¿1423¿name¿¿¿{"start":{"line":87,"column":12},"end":{"line":87,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1210¿CallExpression¿¿1423¿¿¿¿{"start":{"line":87,"column":19},"end":{"line":87,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿CallExpression
1211¿MemberExpression¿¿1423¿¿¿¿{"start":{"line":87,"column":19},"end":{"line":87,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿MemberExpression
1212¿Identifier¿¿1423¿path¿¿¿{"start":{"line":87,"column":19},"end":{"line":87,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1213¿Identifier¿¿1423¿basename¿¿¿{"start":{"line":87,"column":24},"end":{"line":87,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1214¿Identifier¿¿1423¿from¿¿¿{"start":{"line":87,"column":33},"end":{"line":87,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1215¿VariableDeclarator¿¿1423¿v114¿¿¿{"start":{"line":88,"column":12},"end":{"line":88,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1216¿BinaryExpression¿===¿1423¿¿¿¿{"start":{"line":88,"column":12},"end":{"line":88,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿BinaryExpression
1217¿Identifier¿¿1423¿name¿¿¿{"start":{"line":88,"column":12},"end":{"line":88,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1218¿Literal¿string¿1423¿¿'.git'¿¿{"start":{"line":88,"column":21},"end":{"line":88,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Literal
1219¿VariableDeclarator¿¿1423¿v115¿¿¿{"start":{"line":88,"column":31},"end":{"line":88,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1220¿BinaryExpression¿===¿1423¿¿¿¿{"start":{"line":88,"column":31},"end":{"line":88,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿BinaryExpression
1221¿Identifier¿¿1423¿name¿¿¿{"start":{"line":88,"column":31},"end":{"line":88,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1222¿Literal¿string¿1423¿¿'.svn'¿¿{"start":{"line":88,"column":40},"end":{"line":88,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Literal
1223¿VariableDeclarator¿¿1423¿v116¿¿¿{"start":{"line":88,"column":12},"end":{"line":88,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1224¿LogicalExpression¿||¿1423¿¿¿¿{"start":{"line":88,"column":12},"end":{"line":88,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿LogicalExpression
1225¿Identifier¿¿1423¿v114¿¿¿¿¿Identifier
1226¿Identifier¿¿1423¿v115¿¿¿¿¿Identifier
1227¿VariableDeclarator¿¿1423¿v117¿¿¿{"start":{"line":88,"column":50},"end":{"line":88,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1228¿CallExpression¿¿1423¿¿¿¿{"start":{"line":88,"column":50},"end":{"line":88,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿CallExpression
1229¿MemberExpression¿¿1423¿¿¿¿{"start":{"line":88,"column":50},"end":{"line":88,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿MemberExpression
1230¿Identifier¿¿1423¿name¿¿¿{"start":{"line":88,"column":50},"end":{"line":88,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1231¿Identifier¿¿1423¿indexOf¿¿¿{"start":{"line":88,"column":55},"end":{"line":88,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1232¿Literal¿string¿1423¿¿'jscoverage'¿¿{"start":{"line":88,"column":63},"end":{"line":88,"column":75},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Literal
1233¿VariableDeclarator¿¿1423¿v118¿¿¿{"start":{"line":88,"column":50},"end":{"line":88,"column":82},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1234¿BinaryExpression¿===¿1423¿¿¿¿{"start":{"line":88,"column":50},"end":{"line":88,"column":82},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿BinaryExpression
1235¿Identifier¿¿1423¿v117¿¿¿¿¿Identifier
1236¿Literal¿number¿1423¿¿0¿¿{"start":{"line":88,"column":81},"end":{"line":88,"column":82},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Literal
1237¿VariableDeclarator¿¿1423¿v119¿¿¿{"start":{"line":88,"column":12},"end":{"line":88,"column":82},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1238¿LogicalExpression¿||¿1423¿¿¿¿{"start":{"line":88,"column":12},"end":{"line":88,"column":82},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿LogicalExpression
1239¿Identifier¿¿1423¿v116¿¿¿¿¿Identifier
1240¿Identifier¿¿1423¿v118¿¿¿¿¿Identifier
1241¿IfStatement¿¿1423¿¿¿¿{"start":{"line":88,"column":8},"end":{"line":90,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿IfStatement
1242¿Identifier¿¿1423¿v119¿¿¿¿¿Identifier
1243¿ContinueStatement¿¿1423¿¿¿¿{"start":{"line":89,"column":10},"end":{"line":89,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿ContinueStatement
1244¿BlockStatement¿¿1423¿¿¿¿{"start":{"line":88,"column":84},"end":{"line":90,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿BlockStatement
1245¿VariableDeclarator¿¿1423¿v120¿¿¿{"start":{"line":91,"column":34},"end":{"line":91,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1246¿CallExpression¿¿1423¿¿¿¿{"start":{"line":91,"column":34},"end":{"line":91,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿CallExpression
1247¿MemberExpression¿¿1423¿¿¿¿{"start":{"line":91,"column":34},"end":{"line":91,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿MemberExpression
1248¿Identifier¿¿1423¿path¿¿¿{"start":{"line":91,"column":34},"end":{"line":91,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1249¿Identifier¿¿1423¿basename¿¿¿{"start":{"line":91,"column":39},"end":{"line":91,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1250¿Identifier¿¿1423¿from¿¿¿{"start":{"line":91,"column":48},"end":{"line":91,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1251¿VariableDeclarator¿¿1423¿to¿¿¿{"start":{"line":91,"column":12},"end":{"line":91,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1252¿CallExpression¿¿1423¿¿¿¿{"start":{"line":91,"column":17},"end":{"line":91,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿CallExpression
1253¿MemberExpression¿¿1423¿¿¿¿{"start":{"line":91,"column":17},"end":{"line":91,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿MemberExpression
1254¿Identifier¿¿1423¿path¿¿¿{"start":{"line":91,"column":17},"end":{"line":91,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1255¿Identifier¿¿1423¿join¿¿¿{"start":{"line":91,"column":22},"end":{"line":91,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1256¿Identifier¿¿1423¿todir¿¿¿{"start":{"line":91,"column":27},"end":{"line":91,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1257¿Identifier¿¿1423¿v120¿¿¿¿¿Identifier
1258¿VariableDeclarator¿¿1423¿v121¿¿¿{"start":{"line":92,"column":12},"end":{"line":92,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1259¿MemberExpression¿computed¿1423¿¿¿¿{"start":{"line":92,"column":12},"end":{"line":92,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿MemberExpression
1260¿Identifier¿¿1423¿info¿¿¿{"start":{"line":92,"column":12},"end":{"line":92,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1261¿Literal¿number¿1423¿¿1¿¿{"start":{"line":92,"column":17},"end":{"line":92,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Literal
1262¿VariableDeclarator¿¿1423¿v122¿¿¿{"start":{"line":92,"column":12},"end":{"line":92,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1263¿CallExpression¿¿1423¿¿¿¿{"start":{"line":92,"column":12},"end":{"line":92,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿CallExpression
1264¿MemberExpression¿¿1423¿¿¿¿{"start":{"line":92,"column":12},"end":{"line":92,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿MemberExpression
1265¿Identifier¿¿1423¿v121¿¿¿¿¿Identifier
1266¿Identifier¿¿1423¿isDirectory¿¿¿{"start":{"line":92,"column":20},"end":{"line":92,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1267¿IfStatement¿¿1423¿¿¿¿{"start":{"line":92,"column":8},"end":{"line":100,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿IfStatement
1268¿Identifier¿¿1423¿v122¿¿¿¿¿Identifier
1269¿VariableDeclarator¿¿1423¿v123¿¿¿{"start":{"line":93,"column":10},"end":{"line":93,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1270¿CallExpression¿¿1423¿¿¿¿{"start":{"line":93,"column":10},"end":{"line":93,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿CallExpression
1271¿MemberExpression¿¿1423¿¿¿¿{"start":{"line":93,"column":10},"end":{"line":93,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿MemberExpression
1272¿Identifier¿¿1423¿fse¿¿¿{"start":{"line":93,"column":10},"end":{"line":93,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1273¿Identifier¿¿1423¿mkdirpSync¿¿¿{"start":{"line":93,"column":14},"end":{"line":93,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1274¿Identifier¿¿1423¿to¿¿¿{"start":{"line":93,"column":25},"end":{"line":93,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1275¿ExpressionStatement¿¿1423¿¿¿¿{"start":{"line":93,"column":10},"end":{"line":93,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿ExpressionStatement
1276¿Identifier¿¿1423¿v123¿¿¿¿¿Identifier
1277¿BlockStatement¿¿1423¿¿¿¿{"start":{"line":92,"column":35},"end":{"line":94,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿BlockStatement
1278¿VariableDeclarator¿¿1423¿v124¿¿¿{"start":{"line":94,"column":19},"end":{"line":94,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1279¿MemberExpression¿computed¿1423¿¿¿¿{"start":{"line":94,"column":19},"end":{"line":94,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿MemberExpression
1280¿Identifier¿¿1423¿info¿¿¿{"start":{"line":94,"column":19},"end":{"line":94,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1281¿Literal¿number¿1423¿¿1¿¿{"start":{"line":94,"column":24},"end":{"line":94,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Literal
1282¿VariableDeclarator¿¿1423¿v125¿¿¿{"start":{"line":94,"column":19},"end":{"line":94,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1283¿CallExpression¿¿1423¿¿¿¿{"start":{"line":94,"column":19},"end":{"line":94,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿CallExpression
1284¿MemberExpression¿¿1423¿¿¿¿{"start":{"line":94,"column":19},"end":{"line":94,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿MemberExpression
1285¿Identifier¿¿1423¿v124¿¿¿¿¿Identifier
1286¿Identifier¿¿1423¿isFile¿¿¿{"start":{"line":94,"column":27},"end":{"line":94,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1287¿IfStatement¿¿1423¿¿¿¿{"start":{"line":94,"column":15},"end":{"line":100,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿IfStatement
1288¿Identifier¿¿1423¿v125¿¿¿¿¿Identifier
1289¿VariableDeclarator¿¿1423¿content¿¿¿{"start":{"line":95,"column":14},"end":{"line":95,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1290¿CallExpression¿¿1423¿¿¿¿{"start":{"line":95,"column":24},"end":{"line":95,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿CallExpression
1291¿MemberExpression¿¿1423¿¿¿¿{"start":{"line":95,"column":24},"end":{"line":95,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿MemberExpression
1292¿Identifier¿¿1423¿fs¿¿¿{"start":{"line":95,"column":24},"end":{"line":95,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1293¿Identifier¿¿1423¿readFileSync¿¿¿{"start":{"line":95,"column":27},"end":{"line":95,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1294¿Identifier¿¿1423¿from¿¿¿{"start":{"line":95,"column":40},"end":{"line":95,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1295¿VariableDeclarator¿¿1423¿v126¿¿¿{"start":{"line":96,"column":14},"end":{"line":96,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1296¿CallExpression¿¿1423¿¿¿¿{"start":{"line":96,"column":14},"end":{"line":96,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿CallExpression
1297¿MemberExpression¿¿1423¿¿¿¿{"start":{"line":96,"column":14},"end":{"line":96,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿MemberExpression
1298¿Identifier¿¿1423¿path¿¿¿{"start":{"line":96,"column":14},"end":{"line":96,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1299¿Identifier¿¿1423¿extname¿¿¿{"start":{"line":96,"column":19},"end":{"line":96,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1300¿Identifier¿¿1423¿to¿¿¿{"start":{"line":96,"column":27},"end":{"line":96,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1301¿VariableDeclarator¿¿1423¿v127¿¿¿{"start":{"line":96,"column":14},"end":{"line":96,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1302¿CallExpression¿¿1423¿¿¿¿{"start":{"line":96,"column":14},"end":{"line":96,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿CallExpression
1303¿MemberExpression¿¿1423¿¿¿¿{"start":{"line":96,"column":14},"end":{"line":96,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿MemberExpression
1304¿Identifier¿¿1423¿v126¿¿¿¿¿Identifier
1305¿Identifier¿¿1423¿toLowerCase¿¿¿{"start":{"line":96,"column":31},"end":{"line":96,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1306¿VariableDeclarator¿¿1423¿v128¿¿¿{"start":{"line":96,"column":14},"end":{"line":96,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1307¿BinaryExpression¿===¿1423¿¿¿¿{"start":{"line":96,"column":14},"end":{"line":96,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿BinaryExpression
1308¿Identifier¿¿1423¿v127¿¿¿¿¿Identifier
1309¿Literal¿string¿1423¿¿'.js'¿¿{"start":{"line":96,"column":49},"end":{"line":96,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Literal
1310¿IfStatement¿¿1423¿¿¿¿{"start":{"line":96,"column":10},"end":{"line":98,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿IfStatement
1311¿Identifier¿¿1423¿v128¿¿¿¿¿Identifier
1312¿VariableDeclarator¿¿1423¿v129¿¿¿{"start":{"line":97,"column":32},"end":{"line":97,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1313¿CallExpression¿¿1423¿¿¿¿{"start":{"line":97,"column":32},"end":{"line":97,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿CallExpression
1314¿MemberExpression¿¿1423¿¿¿¿{"start":{"line":97,"column":32},"end":{"line":97,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿MemberExpression
