Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
859¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":182,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Program
1276¿Literal¿string¿1491¿¿'.'¿¿{"start":{"line":140,"column":35},"end":{"line":140,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Literal
1277¿VariableDeclarator¿¿1491¿value¿¿¿{"start":{"line":142,"column":8},"end":{"line":142,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1278¿Identifier¿¿1491¿objectPath¿¿¿{"start":{"line":142,"column":16},"end":{"line":142,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1279¿VariableDeclarator¿¿1491¿k¿¿¿{"start":{"line":143,"column":13},"end":{"line":143,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1280¿Literal¿number¿1491¿¿0¿¿{"start":{"line":143,"column":17},"end":{"line":143,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Literal
1281¿VariableDeclarator¿¿1491¿v106¿¿¿{"start":{"line":143,"column":24},"end":{"line":143,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1282¿MemberExpression¿¿1491¿¿¿¿{"start":{"line":143,"column":24},"end":{"line":143,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿MemberExpression
1283¿Identifier¿¿1491¿objPath¿¿¿{"start":{"line":143,"column":24},"end":{"line":143,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1284¿Identifier¿¿1491¿length¿¿¿{"start":{"line":143,"column":32},"end":{"line":143,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1285¿VariableDeclarator¿¿1491¿v107¿¿¿{"start":{"line":143,"column":20},"end":{"line":143,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1286¿BinaryExpression¿<¿1491¿¿¿¿{"start":{"line":143,"column":20},"end":{"line":143,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿BinaryExpression
1287¿Identifier¿¿1491¿k¿¿¿{"start":{"line":143,"column":20},"end":{"line":143,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1288¿Identifier¿¿1491¿v106¿¿¿¿¿Identifier
1289¿WhileStatement¿¿1491¿¿¿¿{"start":{"line":143,"column":4},"end":{"line":148,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿WhileStatement
1290¿Identifier¿¿1491¿v107¿¿¿¿¿Identifier
1291¿IfStatement¿¿1491¿¿¿¿{"start":{"line":144,"column":8},"end":{"line":146,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿IfStatement
1292¿Identifier¿¿1491¿obj¿¿¿{"start":{"line":144,"column":12},"end":{"line":144,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1293¿VariableDeclarator¿¿1491¿v109¿¿¿{"start":{"line":145,"column":24},"end":{"line":145,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1294¿MemberExpression¿computed¿1491¿¿¿¿{"start":{"line":145,"column":24},"end":{"line":145,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿MemberExpression
1295¿Identifier¿¿1491¿objPath¿¿¿{"start":{"line":145,"column":24},"end":{"line":145,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1296¿Identifier¿¿1491¿k¿¿¿{"start":{"line":145,"column":32},"end":{"line":145,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1297¿ExpressionStatement¿¿1491¿¿¿¿{"start":{"line":145,"column":12},"end":{"line":145,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿ExpressionStatement
1298¿AssignmentExpression¿=¿1491¿¿¿¿{"start":{"line":145,"column":12},"end":{"line":145,"column":35},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿AssignmentExpression
1299¿Identifier¿¿1491¿value¿¿¿{"start":{"line":145,"column":12},"end":{"line":145,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1300¿MemberExpression¿computed¿1491¿¿¿¿{"start":{"line":145,"column":20},"end":{"line":145,"column":35},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿MemberExpression
1301¿Identifier¿¿1491¿obj¿¿¿{"start":{"line":145,"column":20},"end":{"line":145,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1302¿Identifier¿¿1491¿v109¿¿¿¿¿Identifier
1303¿BlockStatement¿¿1491¿¿¿¿{"start":{"line":144,"column":17},"end":{"line":146,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿BlockStatement
1304¿ExpressionStatement¿¿1491¿¿¿¿{"start":{"line":147,"column":8},"end":{"line":147,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿ExpressionStatement
1305¿AssignmentExpression¿=¿1491¿¿¿¿{"start":{"line":147,"column":8},"end":{"line":147,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿AssignmentExpression
1306¿Identifier¿¿1491¿obj¿¿¿{"start":{"line":147,"column":8},"end":{"line":147,"column":11},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1307¿Identifier¿¿1491¿value¿¿¿{"start":{"line":147,"column":14},"end":{"line":147,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1308¿VariableDeclarator¿¿1491¿v108¿¿¿{"start":{"line":143,"column":40},"end":{"line":143,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1309¿UpdateExpression¿¿1491¿¿¿¿{"start":{"line":143,"column":40},"end":{"line":143,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿UpdateExpression
1310¿Identifier¿¿1491¿k¿¿¿{"start":{"line":143,"column":40},"end":{"line":143,"column":41},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1311¿ExpressionStatement¿¿1491¿¿¿¿{"start":{"line":143,"column":4},"end":{"line":148,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿ExpressionStatement
1312¿AssignmentExpression¿=¿1491¿¿¿¿{"start":{"line":143,"column":4},"end":{"line":148,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿AssignmentExpression
1313¿Identifier¿¿1491¿v107¿¿¿{"start":{"line":143,"column":4},"end":{"line":148,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1314¿BinaryExpression¿<¿1491¿¿¿¿{"start":{"line":143,"column":20},"end":{"line":143,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿BinaryExpression
1315¿Identifier¿¿1491¿k¿¿¿{"start":{"line":143,"column":20},"end":{"line":143,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1316¿Identifier¿¿1491¿v106¿¿¿¿¿Identifier
1317¿BlockStatement¿¿1491¿¿¿¿¿¿BlockStatement
1318¿ReturnStatement¿¿1491¿¿¿¿{"start":{"line":149,"column":4},"end":{"line":149,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿ReturnStatement
1319¿Identifier¿¿1491¿value¿¿¿{"start":{"line":149,"column":11},"end":{"line":149,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1320¿BlockStatement¿¿1491¿¿¿¿{"start":{"line":139,"column":36},"end":{"line":150,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿BlockStatement
1321¿VariableDeclarator¿¿1453¿buildDuplicatePath¿¿¿{"start":{"line":152,"column":0},"end":{"line":165,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1322¿FunctionExpression¿¿1453¿anon¿¿¿{"start":{"line":152,"column":0},"end":{"line":165,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿FunctionExpression
1323¿Identifier¿¿0¿dup¿¿¿{"start":{"line":152,"column":28},"end":{"line":152,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1324¿Identifier¿¿0¿duplicatePath¿¿¿{"start":{"line":152,"column":33},"end":{"line":152,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1325¿VariableDeclarator¿¿1495¿dupPath¿¿¿{"start":{"line":153,"column":8},"end":{"line":153,"column":42},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1326¿CallExpression¿¿1495¿¿¿¿{"start":{"line":153,"column":18},"end":{"line":153,"column":42},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿CallExpression
1327¿MemberExpression¿¿1495¿¿¿¿{"start":{"line":153,"column":18},"end":{"line":153,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿MemberExpression
1328¿Identifier¿¿1495¿duplicatePath¿¿¿{"start":{"line":153,"column":18},"end":{"line":153,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1329¿Identifier¿¿1495¿split¿¿¿{"start":{"line":153,"column":32},"end":{"line":153,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1330¿Literal¿string¿1495¿¿'.'¿¿{"start":{"line":153,"column":38},"end":{"line":153,"column":41},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Literal
1331¿VariableDeclarator¿¿1495¿path¿¿¿{"start":{"line":155,"column":8},"end":{"line":155,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1332¿Literal¿string¿1495¿¿'dup'¿¿{"start":{"line":155,"column":15},"end":{"line":155,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Literal
1333¿VariableDeclarator¿¿1495¿dupObj¿¿¿{"start":{"line":156,"column":8},"end":{"line":156,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1334¿Identifier¿¿1495¿dup¿¿¿{"start":{"line":156,"column":17},"end":{"line":156,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1335¿VariableDeclarator¿¿1495¿v114¿¿¿{"start":{"line":157,"column":20},"end":{"line":163,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1336¿FunctionExpression¿¿1495¿anon¿¿¿{"start":{"line":157,"column":20},"end":{"line":163,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿FunctionExpression
1337¿Identifier¿¿0¿item¿¿¿{"start":{"line":157,"column":30},"end":{"line":157,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1338¿VariableDeclarator¿¿1497¿v110¿¿¿{"start":{"line":158,"column":26},"end":{"line":158,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1339¿MemberExpression¿computed¿1497¿¿¿¿{"start":{"line":158,"column":26},"end":{"line":158,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿MemberExpression
1340¿Identifier¿¿1497¿dupObj¿¿¿{"start":{"line":158,"column":26},"end":{"line":158,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1341¿Identifier¿¿1497¿item¿¿¿{"start":{"line":158,"column":33},"end":{"line":158,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1342¿VariableDeclarator¿¿1497¿v111¿¿¿{"start":{"line":158,"column":12},"end":{"line":158,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1343¿CallExpression¿¿1497¿¿¿¿{"start":{"line":158,"column":12},"end":{"line":158,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿CallExpression
1344¿MemberExpression¿¿1497¿¿¿¿{"start":{"line":158,"column":12},"end":{"line":158,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿MemberExpression
1345¿Identifier¿¿1497¿_¿¿¿{"start":{"line":158,"column":12},"end":{"line":158,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1346¿Identifier¿¿1497¿isUndefined¿¿¿{"start":{"line":158,"column":14},"end":{"line":158,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1347¿Identifier¿¿1497¿v110¿¿¿¿¿Identifier
1348¿IfStatement¿¿1497¿¿¿¿{"start":{"line":158,"column":8},"end":{"line":160,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿IfStatement
1349¿Identifier¿¿1497¿v111¿¿¿¿¿Identifier
1350¿VariableDeclarator¿¿1497¿v112¿¿¿{"start":{"line":159,"column":27},"end":{"line":159,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1351¿ObjectExpression¿¿1497¿¿¿¿¿¿ObjectExpression
1352¿ExpressionStatement¿¿1497¿¿¿¿{"start":{"line":159,"column":12},"end":{"line":159,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿ExpressionStatement
1353¿AssignmentExpression¿=¿1497¿¿¿¿{"start":{"line":159,"column":12},"end":{"line":159,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿AssignmentExpression
1354¿MemberExpression¿computed¿1497¿¿¿¿{"start":{"line":159,"column":12},"end":{"line":159,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿MemberExpression
1355¿Identifier¿¿1497¿dupObj¿¿¿{"start":{"line":159,"column":12},"end":{"line":159,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1356¿Identifier¿¿1497¿item¿¿¿{"start":{"line":159,"column":19},"end":{"line":159,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1357¿Identifier¿¿1497¿v112¿¿¿¿¿Identifier
1358¿BlockStatement¿¿1497¿¿¿¿{"start":{"line":158,"column":41},"end":{"line":160,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿BlockStatement
1359¿ExpressionStatement¿¿1497¿¿¿¿{"start":{"line":161,"column":8},"end":{"line":161,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿ExpressionStatement
1360¿AssignmentExpression¿=¿1497¿¿¿¿{"start":{"line":161,"column":8},"end":{"line":161,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿AssignmentExpression
1361¿Identifier¿¿1497¿dupObj¿¿¿{"start":{"line":161,"column":8},"end":{"line":161,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1362¿MemberExpression¿computed¿1497¿¿¿¿{"start":{"line":161,"column":17},"end":{"line":161,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿MemberExpression
1363¿Identifier¿¿1497¿dupObj¿¿¿{"start":{"line":161,"column":17},"end":{"line":161,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1364¿Identifier¿¿1497¿item¿¿¿{"start":{"line":161,"column":24},"end":{"line":161,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1365¿VariableDeclarator¿¿1497¿v113¿¿¿{"start":{"line":162,"column":16},"end":{"line":162,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1366¿BinaryExpression¿+¿1497¿¿¿¿{"start":{"line":162,"column":16},"end":{"line":162,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿BinaryExpression
1367¿Literal¿string¿1497¿¿'[''¿¿{"start":{"line":162,"column":16},"end":{"line":162,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Literal
1368¿Identifier¿¿1497¿item¿¿¿{"start":{"line":162,"column":23},"end":{"line":162,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1369¿ExpressionStatement¿¿1497¿¿¿¿{"start":{"line":162,"column":8},"end":{"line":162,"column":35},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿ExpressionStatement
1370¿AssignmentExpression¿+=¿1497¿¿¿¿{"start":{"line":162,"column":8},"end":{"line":162,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿AssignmentExpression
1371¿Identifier¿¿1497¿path¿¿¿{"start":{"line":162,"column":8},"end":{"line":162,"column":12},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1372¿BinaryExpression¿+¿1497¿¿¿¿{"start":{"line":162,"column":16},"end":{"line":162,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿BinaryExpression
1373¿Identifier¿¿1497¿v113¿¿¿¿¿Identifier
1374¿Literal¿string¿1497¿¿'']'¿¿{"start":{"line":162,"column":30},"end":{"line":162,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Literal
1375¿BlockStatement¿¿1497¿¿¿¿{"start":{"line":157,"column":36},"end":{"line":163,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿BlockStatement
1376¿VariableDeclarator¿¿1495¿v115¿¿¿{"start":{"line":157,"column":4},"end":{"line":163,"column":6},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1377¿CallExpression¿¿1495¿¿¿¿{"start":{"line":157,"column":4},"end":{"line":163,"column":6},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿CallExpression
1378¿MemberExpression¿¿1495¿¿¿¿{"start":{"line":157,"column":4},"end":{"line":157,"column":10},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿MemberExpression
1379¿Identifier¿¿1495¿_¿¿¿{"start":{"line":157,"column":4},"end":{"line":157,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1380¿Identifier¿¿1495¿each¿¿¿{"start":{"line":157,"column":6},"end":{"line":157,"column":10},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1381¿Identifier¿¿1495¿dupPath¿¿¿{"start":{"line":157,"column":11},"end":{"line":157,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1382¿Identifier¿¿1495¿v114¿¿¿¿¿Identifier
1383¿ExpressionStatement¿¿1495¿¿¿¿{"start":{"line":157,"column":4},"end":{"line":163,"column":7},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿ExpressionStatement
1384¿Identifier¿¿1495¿v115¿¿¿¿¿Identifier
1385¿ReturnStatement¿¿1495¿¿¿¿{"start":{"line":164,"column":4},"end":{"line":164,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿ReturnStatement
1386¿Identifier¿¿1495¿path¿¿¿{"start":{"line":164,"column":11},"end":{"line":164,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1387¿BlockStatement¿¿1495¿¿¿¿{"start":{"line":152,"column":48},"end":{"line":165,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿BlockStatement
1388¿VariableDeclarator¿¿1453¿setItemPath¿¿¿{"start":{"line":167,"column":0},"end":{"line":171,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1389¿FunctionExpression¿¿1453¿anon¿¿¿{"start":{"line":167,"column":0},"end":{"line":171,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿FunctionExpression
1390¿Identifier¿¿0¿dup¿¿¿{"start":{"line":167,"column":21},"end":{"line":167,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1391¿Identifier¿¿0¿obj¿¿¿{"start":{"line":167,"column":26},"end":{"line":167,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1392¿Identifier¿¿0¿objectPath¿¿¿{"start":{"line":167,"column":31},"end":{"line":167,"column":41},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1393¿Identifier¿¿0¿path¿¿¿{"start":{"line":167,"column":43},"end":{"line":167,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1394¿VariableDeclarator¿¿1500¿value¿¿¿{"start":{"line":168,"column":8},"end":{"line":168,"column":42},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1395¿CallExpression¿¿1500¿¿¿¿{"start":{"line":168,"column":16},"end":{"line":168,"column":42},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿CallExpression
1396¿Identifier¿¿1500¿findValue¿¿¿{"start":{"line":168,"column":16},"end":{"line":168,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1397¿Identifier¿¿1500¿objectPath¿¿¿{"start":{"line":168,"column":26},"end":{"line":168,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1398¿Identifier¿¿1500¿obj¿¿¿{"start":{"line":168,"column":38},"end":{"line":168,"column":41},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1399¿ExpressionStatement¿¿1500¿¿¿¿{"start":{"line":169,"column":4},"end":{"line":169,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿ExpressionStatement
1400¿AssignmentExpression¿+=¿1500¿¿¿¿{"start":{"line":169,"column":4},"end":{"line":169,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿AssignmentExpression
1401¿Identifier¿¿1500¿path¿¿¿{"start":{"line":169,"column":4},"end":{"line":169,"column":8},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1402¿Literal¿string¿1500¿¿'=value;'¿¿{"start":{"line":169,"column":12},"end":{"line":169,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Literal
1403¿VariableDeclarator¿¿1500¿v116¿¿¿{"start":{"line":170,"column":4},"end":{"line":170,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1404¿CallExpression¿¿1500¿¿¿¿{"start":{"line":170,"column":4},"end":{"line":170,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿CallExpression
1405¿Identifier¿¿1500¿eval¿¿¿{"start":{"line":170,"column":4},"end":{"line":170,"column":8},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1406¿Identifier¿¿1500¿path¿¿¿{"start":{"line":170,"column":9},"end":{"line":170,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1407¿ExpressionStatement¿¿1500¿¿¿¿{"start":{"line":170,"column":4},"end":{"line":170,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿ExpressionStatement
1408¿Identifier¿¿1500¿v116¿¿¿¿¿Identifier
1409¿BlockStatement¿¿1500¿¿¿¿{"start":{"line":167,"column":49},"end":{"line":171,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿BlockStatement
1410¿VariableDeclarator¿¿1453¿setItemValue¿¿¿{"start":{"line":173,"column":0},"end":{"line":176,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
