Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2112¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":241,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Program
3540¿Identifier¿¿3765¿v406¿¿¿¿¿Identifier
3541¿VariableDeclarator¿¿3765¿v424¿¿¿{"start":{"line":223,"column":31},"end":{"line":236,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3542¿FunctionExpression¿¿3765¿anon¿¿¿{"start":{"line":223,"column":31},"end":{"line":236,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿FunctionExpression
3543¿Identifier¿¿0¿err¿¿¿{"start":{"line":223,"column":40},"end":{"line":223,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3544¿IfStatement¿¿3770¿¿¿¿{"start":{"line":224,"column":16},"end":{"line":234,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿IfStatement
3545¿Identifier¿¿3770¿err¿¿¿{"start":{"line":224,"column":20},"end":{"line":224,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3546¿VariableDeclarator¿¿3770¿v407¿¿¿{"start":{"line":225,"column":34},"end":{"line":225,"column":82},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3547¿BinaryExpression¿+¿3770¿¿¿¿{"start":{"line":225,"column":34},"end":{"line":225,"column":82},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿BinaryExpression
3548¿Literal¿string¿3770¿¿'There was an error retrieving the font '¿¿{"start":{"line":225,"column":34},"end":{"line":225,"column":75},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
3549¿Identifier¿¿3770¿target¿¿¿{"start":{"line":225,"column":76},"end":{"line":225,"column":82},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3550¿VariableDeclarator¿¿3770¿v408¿¿¿{"start":{"line":225,"column":20},"end":{"line":225,"column":83},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3551¿CallExpression¿¿3770¿¿¿¿{"start":{"line":225,"column":20},"end":{"line":225,"column":83},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
3552¿MemberExpression¿¿3770¿¿¿¿{"start":{"line":225,"column":20},"end":{"line":225,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
3553¿Identifier¿¿3770¿console¿¿¿{"start":{"line":225,"column":20},"end":{"line":225,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3554¿Identifier¿¿3770¿error¿¿¿{"start":{"line":225,"column":28},"end":{"line":225,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3555¿Identifier¿¿3770¿v407¿¿¿¿¿Identifier
3556¿ExpressionStatement¿¿3770¿¿¿¿{"start":{"line":225,"column":20},"end":{"line":225,"column":84},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ExpressionStatement
3557¿Identifier¿¿3770¿v408¿¿¿¿¿Identifier
3558¿BlockStatement¿¿3770¿¿¿¿{"start":{"line":224,"column":24},"end":{"line":226,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿BlockStatement
3559¿VariableDeclarator¿¿3770¿dir¿¿¿{"start":{"line":227,"column":24},"end":{"line":227,"column":83},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3560¿VariableDeclarator¿¿3770¿v409¿¿¿{"start":{"line":227,"column":30},"end":{"line":227,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3561¿MemberExpression¿¿3770¿¿¿¿{"start":{"line":227,"column":30},"end":{"line":227,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
3562¿Identifier¿¿3770¿argv¿¿¿{"start":{"line":227,"column":30},"end":{"line":227,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3563¿Identifier¿¿3770¿g¿¿¿{"start":{"line":227,"column":35},"end":{"line":227,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3564¿VariableDeclarator¿¿3770¿v410¿¿¿{"start":{"line":227,"column":37},"end":{"line":227,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3565¿CallExpression¿¿3770¿¿¿¿{"start":{"line":227,"column":37},"end":{"line":227,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
3566¿MemberExpression¿¿3770¿¿¿¿{"start":{"line":227,"column":37},"end":{"line":227,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
3567¿Identifier¿¿3770¿process¿¿¿{"start":{"line":227,"column":37},"end":{"line":227,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3568¿Identifier¿¿3770¿cwd¿¿¿{"start":{"line":227,"column":45},"end":{"line":227,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3569¿VariableDeclarator¿¿3770¿v411¿¿¿{"start":{"line":227,"column":37},"end":{"line":227,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3570¿BinaryExpression¿+¿3770¿¿¿¿{"start":{"line":227,"column":37},"end":{"line":227,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿BinaryExpression
3571¿Identifier¿¿3770¿v410¿¿¿¿¿Identifier
3572¿Literal¿string¿3770¿¿'/Fonts/'¿¿{"start":{"line":227,"column":51},"end":{"line":227,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
3573¿VariableDeclarator¿¿3770¿v412¿¿¿{"start":{"line":227,"column":61},"end":{"line":227,"column":83},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3574¿BinaryExpression¿+¿3770¿¿¿¿{"start":{"line":227,"column":61},"end":{"line":227,"column":83},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿BinaryExpression
3575¿Identifier¿¿3770¿__dirname¿¿¿{"start":{"line":227,"column":61},"end":{"line":227,"column":70},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3576¿Literal¿string¿3770¿¿'/../Fonts/'¿¿{"start":{"line":227,"column":71},"end":{"line":227,"column":83},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
3577¿IfStatement¿¿3770¿¿¿¿{"start":{"line":227,"column":30},"end":{"line":227,"column":83},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿IfStatement
3578¿Identifier¿¿3770¿v409¿¿¿¿¿Identifier
3579¿ExpressionStatement¿¿3770¿¿¿¿{"start":{"line":227,"column":30},"end":{"line":227,"column":83},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ExpressionStatement
3580¿AssignmentExpression¿=¿3770¿¿¿¿{"start":{"line":227,"column":30},"end":{"line":227,"column":83},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿AssignmentExpression
3581¿Identifier¿¿3770¿dir¿¿¿{"start":{"line":227,"column":30},"end":{"line":227,"column":83},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3582¿Identifier¿¿3770¿v411¿¿¿¿¿Identifier
3583¿BlockStatement¿¿3770¿¿¿¿¿¿BlockStatement
3584¿ExpressionStatement¿¿3770¿¿¿¿{"start":{"line":227,"column":30},"end":{"line":227,"column":83},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ExpressionStatement
3585¿AssignmentExpression¿=¿3770¿¿¿¿{"start":{"line":227,"column":30},"end":{"line":227,"column":83},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿AssignmentExpression
3586¿Identifier¿¿3770¿dir¿¿¿{"start":{"line":227,"column":30},"end":{"line":227,"column":83},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3587¿Identifier¿¿3770¿v412¿¿¿¿¿Identifier
3588¿BlockStatement¿¿3770¿¿¿¿¿¿BlockStatement
3589¿VariableDeclarator¿¿3770¿v413¿¿¿{"start":{"line":228,"column":37},"end":{"line":228,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3590¿CallExpression¿¿3770¿¿¿¿{"start":{"line":228,"column":37},"end":{"line":228,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
3591¿MemberExpression¿¿3770¿¿¿¿{"start":{"line":228,"column":37},"end":{"line":228,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
3592¿Identifier¿¿3770¿target¿¿¿{"start":{"line":228,"column":37},"end":{"line":228,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3593¿Identifier¿¿3770¿toLowerCase¿¿¿{"start":{"line":228,"column":44},"end":{"line":228,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3594¿VariableDeclarator¿¿3770¿v414¿¿¿{"start":{"line":228,"column":33},"end":{"line":228,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3595¿BinaryExpression¿+¿3770¿¿¿¿{"start":{"line":228,"column":33},"end":{"line":228,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿BinaryExpression
3596¿Identifier¿¿3770¿dir¿¿¿{"start":{"line":228,"column":33},"end":{"line":228,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3597¿Identifier¿¿3770¿v413¿¿¿¿¿Identifier
3598¿VariableDeclarator¿¿3770¿v415¿¿¿{"start":{"line":228,"column":33},"end":{"line":228,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3599¿BinaryExpression¿+¿3770¿¿¿¿{"start":{"line":228,"column":33},"end":{"line":228,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿BinaryExpression
3600¿Identifier¿¿3770¿v414¿¿¿¿¿Identifier
3601¿Literal¿string¿3770¿¿'.flf'¿¿{"start":{"line":228,"column":58},"end":{"line":228,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
3602¿VariableDeclarator¿¿3770¿v422¿¿¿{"start":{"line":228,"column":71},"end":{"line":233,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3603¿FunctionExpression¿¿3770¿anon¿¿¿{"start":{"line":228,"column":71},"end":{"line":233,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿FunctionExpression
3604¿Identifier¿¿0¿err¿¿¿{"start":{"line":228,"column":80},"end":{"line":228,"column":83},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3605¿VariableDeclarator¿¿3773¿v416¿¿¿{"start":{"line":229,"column":24},"end":{"line":229,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3606¿MemberExpression¿¿3773¿¿¿¿{"start":{"line":229,"column":24},"end":{"line":229,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
3607¿Identifier¿¿3773¿ftp¿¿¿{"start":{"line":229,"column":24},"end":{"line":229,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3608¿Identifier¿¿3773¿raw¿¿¿{"start":{"line":229,"column":28},"end":{"line":229,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3609¿VariableDeclarator¿¿3773¿v420¿¿¿{"start":{"line":229,"column":37},"end":{"line":232,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3610¿FunctionExpression¿¿3773¿anon¿¿¿{"start":{"line":229,"column":37},"end":{"line":232,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿FunctionExpression
3611¿Identifier¿¿0¿err¿¿¿{"start":{"line":229,"column":46},"end":{"line":229,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3612¿Identifier¿¿0¿data¿¿¿{"start":{"line":229,"column":51},"end":{"line":229,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3613¿IfStatement¿¿3775¿¿¿¿{"start":{"line":230,"column":28},"end":{"line":230,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿IfStatement
3614¿Identifier¿¿3775¿err¿¿¿{"start":{"line":230,"column":32},"end":{"line":230,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3615¿VariableDeclarator¿¿3775¿v417¿¿¿{"start":{"line":230,"column":44},"end":{"line":230,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3616¿CallExpression¿¿3775¿¿¿¿{"start":{"line":230,"column":44},"end":{"line":230,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
3617¿MemberExpression¿¿3775¿¿¿¿{"start":{"line":230,"column":44},"end":{"line":230,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
3618¿Identifier¿¿3775¿console¿¿¿{"start":{"line":230,"column":44},"end":{"line":230,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3619¿Identifier¿¿3775¿error¿¿¿{"start":{"line":230,"column":52},"end":{"line":230,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3620¿Identifier¿¿3775¿err¿¿¿{"start":{"line":230,"column":58},"end":{"line":230,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3621¿ReturnStatement¿¿3775¿¿¿¿{"start":{"line":230,"column":37},"end":{"line":230,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ReturnStatement
3622¿Identifier¿¿3775¿v417¿¿¿¿¿Identifier
3623¿BlockStatement¿¿3775¿¿¿¿¿¿BlockStatement
3624¿VariableDeclarator¿¿3775¿v418¿¿¿{"start":{"line":231,"column":40},"end":{"line":231,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3625¿BinaryExpression¿+¿3775¿¿¿¿{"start":{"line":231,"column":40},"end":{"line":231,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿BinaryExpression
3626¿Identifier¿¿3775¿target¿¿¿{"start":{"line":231,"column":40},"end":{"line":231,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3627¿Literal¿string¿3775¿¿' written'¿¿{"start":{"line":231,"column":47},"end":{"line":231,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
3628¿VariableDeclarator¿¿3775¿v419¿¿¿{"start":{"line":231,"column":28},"end":{"line":231,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3629¿CallExpression¿¿3775¿¿¿¿{"start":{"line":231,"column":28},"end":{"line":231,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
3630¿MemberExpression¿¿3775¿¿¿¿{"start":{"line":231,"column":28},"end":{"line":231,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
3631¿Identifier¿¿3775¿console¿¿¿{"start":{"line":231,"column":28},"end":{"line":231,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3632¿Identifier¿¿3775¿log¿¿¿{"start":{"line":231,"column":36},"end":{"line":231,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3633¿Identifier¿¿3775¿v418¿¿¿¿¿Identifier
3634¿ExpressionStatement¿¿3775¿¿¿¿{"start":{"line":231,"column":28},"end":{"line":231,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ExpressionStatement
3635¿Identifier¿¿3775¿v419¿¿¿¿¿Identifier
3636¿BlockStatement¿¿3775¿¿¿¿{"start":{"line":229,"column":57},"end":{"line":232,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿BlockStatement
3637¿VariableDeclarator¿¿3773¿v421¿¿¿{"start":{"line":229,"column":24},"end":{"line":232,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3638¿CallExpression¿¿3773¿¿¿¿{"start":{"line":229,"column":24},"end":{"line":232,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
3639¿MemberExpression¿¿3773¿¿¿¿{"start":{"line":229,"column":24},"end":{"line":229,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
3640¿Identifier¿¿3773¿v416¿¿¿¿¿Identifier
3641¿Identifier¿¿3773¿quit¿¿¿{"start":{"line":229,"column":32},"end":{"line":229,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3642¿Identifier¿¿3773¿v420¿¿¿¿¿Identifier
3643¿ExpressionStatement¿¿3773¿¿¿¿{"start":{"line":229,"column":24},"end":{"line":232,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ExpressionStatement
3644¿Identifier¿¿3773¿v421¿¿¿¿¿Identifier
3645¿BlockStatement¿¿3773¿¿¿¿{"start":{"line":228,"column":84},"end":{"line":233,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿BlockStatement
3646¿VariableDeclarator¿¿3770¿v423¿¿¿{"start":{"line":228,"column":20},"end":{"line":233,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3647¿CallExpression¿¿3770¿¿¿¿{"start":{"line":228,"column":20},"end":{"line":233,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
3648¿MemberExpression¿¿3770¿¿¿¿{"start":{"line":228,"column":20},"end":{"line":228,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
3649¿Identifier¿¿3770¿fs¿¿¿{"start":{"line":228,"column":20},"end":{"line":228,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3650¿Identifier¿¿3770¿writeFile¿¿¿{"start":{"line":228,"column":23},"end":{"line":228,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3651¿Identifier¿¿3770¿v415¿¿¿¿¿Identifier
3652¿Identifier¿¿3770¿str¿¿¿{"start":{"line":228,"column":66},"end":{"line":228,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3653¿Identifier¿¿3770¿v422¿¿¿¿¿Identifier
3654¿ExpressionStatement¿¿3770¿¿¿¿{"start":{"line":228,"column":20},"end":{"line":233,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ExpressionStatement
3655¿Identifier¿¿3770¿v423¿¿¿¿¿Identifier
3656¿BlockStatement¿¿3770¿¿¿¿{"start":{"line":226,"column":21},"end":{"line":234,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿BlockStatement
3657¿BlockStatement¿¿3770¿¿¿¿{"start":{"line":223,"column":45},"end":{"line":236,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿BlockStatement
3658¿VariableDeclarator¿¿3765¿v425¿¿¿{"start":{"line":223,"column":12},"end":{"line":236,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3659¿CallExpression¿¿3765¿¿¿¿{"start":{"line":223,"column":12},"end":{"line":236,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
3660¿MemberExpression¿¿3765¿¿¿¿{"start":{"line":223,"column":12},"end":{"line":223,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
3661¿Identifier¿¿3765¿socket¿¿¿{"start":{"line":223,"column":12},"end":{"line":223,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3662¿Identifier¿¿3765¿on¿¿¿{"start":{"line":223,"column":19},"end":{"line":223,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3663¿Literal¿string¿3765¿¿'close'¿¿{"start":{"line":223,"column":22},"end":{"line":223,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
3664¿Identifier¿¿3765¿v424¿¿¿¿¿Identifier
3665¿ExpressionStatement¿¿3765¿¿¿¿{"start":{"line":223,"column":12},"end":{"line":236,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ExpressionStatement
3666¿Identifier¿¿3765¿v425¿¿¿¿¿Identifier
3667¿VariableDeclarator¿¿3765¿v426¿¿¿{"start":{"line":237,"column":12},"end":{"line":237,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3668¿CallExpression¿¿3765¿¿¿¿{"start":{"line":237,"column":12},"end":{"line":237,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
3669¿MemberExpression¿¿3765¿¿¿¿{"start":{"line":237,"column":12},"end":{"line":237,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
3670¿Identifier¿¿3765¿socket¿¿¿{"start":{"line":237,"column":12},"end":{"line":237,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3671¿Identifier¿¿3765¿resume¿¿¿{"start":{"line":237,"column":19},"end":{"line":237,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3672¿ExpressionStatement¿¿3765¿¿¿¿{"start":{"line":237,"column":12},"end":{"line":237,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ExpressionStatement
3673¿Identifier¿¿3765¿v426¿¿¿¿¿Identifier
3674¿BlockStatement¿¿3765¿¿¿¿{"start":{"line":219,"column":43},"end":{"line":238,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿BlockStatement
3675¿VariableDeclarator¿¿3696¿v428¿¿¿{"start":{"line":219,"column":8},"end":{"line":238,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3676¿CallExpression¿¿3696¿¿¿¿{"start":{"line":219,"column":8},"end":{"line":238,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
3677¿MemberExpression¿¿3696¿¿¿¿{"start":{"line":219,"column":8},"end":{"line":219,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
3678¿Identifier¿¿3696¿ftp¿¿¿{"start":{"line":219,"column":8},"end":{"line":219,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3679¿Identifier¿¿3696¿get¿¿¿{"start":{"line":219,"column":12},"end":{"line":219,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3680¿Identifier¿¿3696¿url¿¿¿{"start":{"line":219,"column":16},"end":{"line":219,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3681¿Identifier¿¿3696¿v427¿¿¿¿¿Identifier
3682¿ExpressionStatement¿¿3696¿¿¿¿{"start":{"line":219,"column":8},"end":{"line":238,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ExpressionStatement
3683¿Identifier¿¿3696¿v428¿¿¿¿¿Identifier
3684¿BreakStatement¿¿3696¿¿¿¿{"start":{"line":239,"column":8},"end":{"line":239,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿BreakStatement
3685¿SwitchCase¿¿3696¿¿¿¿{"start":{"line":240,"column":4},"end":{"line":240,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿SwitchCase
3686¿VariableDeclarator¿¿3696¿v429¿¿¿{"start":{"line":240,"column":30},"end":{"line":240,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3687¿BinaryExpression¿+¿3696¿¿¿¿{"start":{"line":240,"column":30},"end":{"line":240,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿BinaryExpression
3688¿Literal¿string¿3696¿¿'unknown action: '¿¿{"start":{"line":240,"column":30},"end":{"line":240,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
3689¿Identifier¿¿3696¿action¿¿¿{"start":{"line":240,"column":49},"end":{"line":240,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
3690¿VariableDeclarator¿¿3696¿v430¿¿¿{"start":{"line":240,"column":20},"end":{"line":240,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
3691¿NewExpression¿¿3696¿¿¿¿{"start":{"line":240,"column":20},"end":{"line":240,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿NewExpression
