Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
4086¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":766,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Program
6615¿VariableDeclarator¿¿7427¿offset¿¿¿{"start":{"line":614,"column":8},"end":{"line":614,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
6616¿Literal¿number¿7427¿¿0¿¿{"start":{"line":614,"column":17},"end":{"line":614,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
6617¿VariableDeclarator¿¿7427¿result¿¿¿{"start":{"line":615,"column":5},"end":{"line":615,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
6618¿Literal¿string¿7427¿¿''¿¿{"start":{"line":615,"column":14},"end":{"line":615,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
6619¿VariableDeclarator¿¿7427¿elt¿¿¿{"start":{"line":616,"column":5},"end":{"line":616,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
6620¿VariableDeclarator¿¿7427¿v661¿¿¿{"start":{"line":618,"column":12},"end":{"line":618,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
6621¿CallExpression¿¿7427¿¿¿¿{"start":{"line":618,"column":12},"end":{"line":618,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿CallExpression
6622¿MemberExpression¿¿7427¿¿¿¿{"start":{"line":618,"column":12},"end":{"line":618,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿MemberExpression
6623¿Identifier¿¿7427¿str¿¿¿{"start":{"line":618,"column":12},"end":{"line":618,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6624¿Identifier¿¿7427¿indexOf¿¿¿{"start":{"line":618,"column":16},"end":{"line":618,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6625¿Literal¿string¿7427¿¿'\\'¿¿{"start":{"line":618,"column":24},"end":{"line":618,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
6626¿Identifier¿¿7427¿offset¿¿¿{"start":{"line":618,"column":30},"end":{"line":618,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6627¿WhileStatement¿¿7427¿¿¿¿{"start":{"line":618,"column":1},"end":{"line":671,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿WhileStatement
6628¿AssignmentExpression¿=¿7427¿¿¿¿{"start":{"line":618,"column":8},"end":{"line":618,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentExpression
6629¿Identifier¿¿7427¿i¿¿¿{"start":{"line":618,"column":8},"end":{"line":618,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6630¿BinaryExpression¿+¿7427¿¿¿¿{"start":{"line":618,"column":12},"end":{"line":618,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿BinaryExpression
6631¿Identifier¿¿7427¿v661¿¿¿¿¿Identifier
6632¿Literal¿number¿7427¿¿1¿¿{"start":{"line":618,"column":40},"end":{"line":618,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
6633¿VariableDeclarator¿¿7427¿v662¿¿¿{"start":{"line":619,"column":30},"end":{"line":619,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
6634¿BinaryExpression¿-¿7427¿¿¿¿{"start":{"line":619,"column":30},"end":{"line":619,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿BinaryExpression
6635¿Identifier¿¿7427¿i¿¿¿{"start":{"line":619,"column":30},"end":{"line":619,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6636¿Literal¿number¿7427¿¿1¿¿{"start":{"line":619,"column":32},"end":{"line":619,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
6637¿ExpressionStatement¿¿7427¿¿¿¿{"start":{"line":619,"column":2},"end":{"line":619,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ExpressionStatement
6638¿AssignmentExpression¿+=¿7427¿¿¿¿{"start":{"line":619,"column":2},"end":{"line":619,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentExpression
6639¿Identifier¿¿7427¿result¿¿¿{"start":{"line":619,"column":2},"end":{"line":619,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6640¿CallExpression¿¿7427¿¿¿¿{"start":{"line":619,"column":12},"end":{"line":619,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿CallExpression
6641¿MemberExpression¿¿7427¿¿¿¿{"start":{"line":619,"column":12},"end":{"line":619,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿MemberExpression
6642¿Identifier¿¿7427¿str¿¿¿{"start":{"line":619,"column":12},"end":{"line":619,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6643¿Identifier¿¿7427¿slice¿¿¿{"start":{"line":619,"column":16},"end":{"line":619,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6644¿Identifier¿¿7427¿offset¿¿¿{"start":{"line":619,"column":22},"end":{"line":619,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6645¿Identifier¿¿7427¿v662¿¿¿¿¿Identifier
6646¿VariableDeclarator¿¿7427¿v663¿¿¿{"start":{"line":621,"column":10},"end":{"line":621,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
6647¿MemberExpression¿computed¿7427¿¿¿¿{"start":{"line":621,"column":10},"end":{"line":621,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿MemberExpression
6648¿Identifier¿¿7427¿str¿¿¿{"start":{"line":621,"column":10},"end":{"line":621,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6649¿Identifier¿¿7427¿i¿¿¿{"start":{"line":621,"column":14},"end":{"line":621,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6650¿SwitchStatement¿¿7427¿¿¿¿{"start":{"line":621,"column":2},"end":{"line":668,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿SwitchStatement
6651¿Identifier¿¿7427¿v663¿¿¿¿¿Identifier
6652¿SwitchCase¿¿7427¿¿¿¿{"start":{"line":622,"column":3},"end":{"line":624,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿SwitchCase
6653¿Literal¿string¿7427¿¿'\\'¿¿{"start":{"line":622,"column":8},"end":{"line":622,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
6654¿ExpressionStatement¿¿7427¿¿¿¿{"start":{"line":623,"column":3},"end":{"line":623,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ExpressionStatement
6655¿AssignmentExpression¿+=¿7427¿¿¿¿{"start":{"line":623,"column":3},"end":{"line":623,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentExpression
6656¿Identifier¿¿7427¿result¿¿¿{"start":{"line":623,"column":3},"end":{"line":623,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6657¿Literal¿string¿7427¿¿'\\'¿¿{"start":{"line":623,"column":13},"end":{"line":623,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
6658¿BreakStatement¿¿7427¿¿¿¿{"start":{"line":624,"column":3},"end":{"line":624,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿BreakStatement
6659¿SwitchCase¿¿7427¿¿¿¿{"start":{"line":626,"column":3},"end":{"line":628,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿SwitchCase
6660¿Literal¿string¿7427¿¿'''¿¿{"start":{"line":626,"column":8},"end":{"line":626,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
6661¿ExpressionStatement¿¿7427¿¿¿¿{"start":{"line":627,"column":3},"end":{"line":627,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ExpressionStatement
6662¿AssignmentExpression¿+=¿7427¿¿¿¿{"start":{"line":627,"column":3},"end":{"line":627,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentExpression
6663¿Identifier¿¿7427¿result¿¿¿{"start":{"line":627,"column":3},"end":{"line":627,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6664¿Literal¿string¿7427¿¿'''¿¿{"start":{"line":627,"column":13},"end":{"line":627,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
6665¿BreakStatement¿¿7427¿¿¿¿{"start":{"line":628,"column":3},"end":{"line":628,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿BreakStatement
6666¿SwitchCase¿¿7427¿¿¿¿{"start":{"line":630,"column":3},"end":{"line":632,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿SwitchCase
6667¿Literal¿string¿7427¿¿'\r'¿¿{"start":{"line":630,"column":8},"end":{"line":630,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
6668¿VariableDeclarator¿¿7427¿v664¿¿¿{"start":{"line":631,"column":11},"end":{"line":631,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
6669¿BinaryExpression¿+¿7427¿¿¿¿{"start":{"line":631,"column":11},"end":{"line":631,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿BinaryExpression
6670¿Identifier¿¿7427¿i¿¿¿{"start":{"line":631,"column":11},"end":{"line":631,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6671¿Literal¿number¿7427¿¿1¿¿{"start":{"line":631,"column":13},"end":{"line":631,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
6672¿VariableDeclarator¿¿7427¿v665¿¿¿{"start":{"line":631,"column":7},"end":{"line":631,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
6673¿MemberExpression¿computed¿7427¿¿¿¿{"start":{"line":631,"column":7},"end":{"line":631,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿MemberExpression
6674¿Identifier¿¿7427¿str¿¿¿{"start":{"line":631,"column":7},"end":{"line":631,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6675¿Identifier¿¿7427¿v664¿¿¿¿¿Identifier
6676¿VariableDeclarator¿¿7427¿v666¿¿¿{"start":{"line":631,"column":7},"end":{"line":631,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
6677¿BinaryExpression¿==¿7427¿¿¿¿{"start":{"line":631,"column":7},"end":{"line":631,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿BinaryExpression
6678¿Identifier¿¿7427¿v665¿¿¿¿¿Identifier
6679¿Literal¿string¿7427¿¿'\n'¿¿{"start":{"line":631,"column":19},"end":{"line":631,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
6680¿IfStatement¿¿7427¿¿¿¿{"start":{"line":631,"column":3},"end":{"line":632,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿IfStatement
6681¿Identifier¿¿7427¿v666¿¿¿¿¿Identifier
6682¿VariableDeclarator¿¿7427¿v667¿¿¿{"start":{"line":632,"column":4},"end":{"line":632,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
6683¿UpdateExpression¿¿7427¿¿¿¿{"start":{"line":632,"column":4},"end":{"line":632,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿UpdateExpression
6684¿Identifier¿¿7427¿i¿¿¿{"start":{"line":632,"column":4},"end":{"line":632,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6685¿ExpressionStatement¿¿7427¿¿¿¿{"start":{"line":632,"column":4},"end":{"line":632,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ExpressionStatement
6686¿Identifier¿¿7427¿v667¿¿¿¿¿Identifier
6687¿BlockStatement¿¿7427¿¿¿¿¿¿BlockStatement
6688¿SwitchCase¿¿7427¿¿¿¿{"start":{"line":633,"column":3},"end":{"line":634,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿SwitchCase
6689¿Literal¿string¿7427¿¿'\n'¿¿{"start":{"line":633,"column":8},"end":{"line":633,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
6690¿BreakStatement¿¿7427¿¿¿¿{"start":{"line":634,"column":3},"end":{"line":634,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿BreakStatement
6691¿SwitchCase¿¿7427¿¿¿¿{"start":{"line":636,"column":3},"end":{"line":638,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿SwitchCase
6692¿Literal¿string¿7427¿¿'b'¿¿{"start":{"line":636,"column":8},"end":{"line":636,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
6693¿ExpressionStatement¿¿7427¿¿¿¿{"start":{"line":637,"column":3},"end":{"line":637,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ExpressionStatement
6694¿AssignmentExpression¿+=¿7427¿¿¿¿{"start":{"line":637,"column":3},"end":{"line":637,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentExpression
6695¿Identifier¿¿7427¿result¿¿¿{"start":{"line":637,"column":3},"end":{"line":637,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6696¿Literal¿string¿7427¿¿'\b'¿¿{"start":{"line":637,"column":13},"end":{"line":637,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
6697¿BreakStatement¿¿7427¿¿¿¿{"start":{"line":638,"column":3},"end":{"line":638,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿BreakStatement
6698¿SwitchCase¿¿7427¿¿¿¿{"start":{"line":640,"column":3},"end":{"line":642,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿SwitchCase
6699¿Literal¿string¿7427¿¿'t'¿¿{"start":{"line":640,"column":8},"end":{"line":640,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
6700¿ExpressionStatement¿¿7427¿¿¿¿{"start":{"line":641,"column":3},"end":{"line":641,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ExpressionStatement
6701¿AssignmentExpression¿+=¿7427¿¿¿¿{"start":{"line":641,"column":3},"end":{"line":641,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentExpression
6702¿Identifier¿¿7427¿result¿¿¿{"start":{"line":641,"column":3},"end":{"line":641,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6703¿Literal¿string¿7427¿¿'\t'¿¿{"start":{"line":641,"column":13},"end":{"line":641,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
6704¿BreakStatement¿¿7427¿¿¿¿{"start":{"line":642,"column":3},"end":{"line":642,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿BreakStatement
6705¿SwitchCase¿¿7427¿¿¿¿{"start":{"line":644,"column":3},"end":{"line":646,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿SwitchCase
6706¿Literal¿string¿7427¿¿'n'¿¿{"start":{"line":644,"column":8},"end":{"line":644,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
6707¿ExpressionStatement¿¿7427¿¿¿¿{"start":{"line":645,"column":3},"end":{"line":645,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ExpressionStatement
6708¿AssignmentExpression¿+=¿7427¿¿¿¿{"start":{"line":645,"column":3},"end":{"line":645,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentExpression
6709¿Identifier¿¿7427¿result¿¿¿{"start":{"line":645,"column":3},"end":{"line":645,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6710¿Literal¿string¿7427¿¿'\n'¿¿{"start":{"line":645,"column":13},"end":{"line":645,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
6711¿BreakStatement¿¿7427¿¿¿¿{"start":{"line":646,"column":3},"end":{"line":646,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿BreakStatement
6712¿SwitchCase¿¿7427¿¿¿¿{"start":{"line":648,"column":3},"end":{"line":650,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿SwitchCase
6713¿Literal¿string¿7427¿¿'f'¿¿{"start":{"line":648,"column":8},"end":{"line":648,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
6714¿ExpressionStatement¿¿7427¿¿¿¿{"start":{"line":649,"column":3},"end":{"line":649,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ExpressionStatement
6715¿AssignmentExpression¿+=¿7427¿¿¿¿{"start":{"line":649,"column":3},"end":{"line":649,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentExpression
6716¿Identifier¿¿7427¿result¿¿¿{"start":{"line":649,"column":3},"end":{"line":649,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6717¿Literal¿string¿7427¿¿'\f'¿¿{"start":{"line":649,"column":13},"end":{"line":649,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
6718¿BreakStatement¿¿7427¿¿¿¿{"start":{"line":650,"column":3},"end":{"line":650,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿BreakStatement
6719¿SwitchCase¿¿7427¿¿¿¿{"start":{"line":652,"column":3},"end":{"line":654,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿SwitchCase
6720¿Literal¿string¿7427¿¿'r'¿¿{"start":{"line":652,"column":8},"end":{"line":652,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
6721¿ExpressionStatement¿¿7427¿¿¿¿{"start":{"line":653,"column":3},"end":{"line":653,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ExpressionStatement
6722¿AssignmentExpression¿+=¿7427¿¿¿¿{"start":{"line":653,"column":3},"end":{"line":653,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentExpression
6723¿Identifier¿¿7427¿result¿¿¿{"start":{"line":653,"column":3},"end":{"line":653,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6724¿Literal¿string¿7427¿¿'\r'¿¿{"start":{"line":653,"column":13},"end":{"line":653,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
6725¿BreakStatement¿¿7427¿¿¿¿{"start":{"line":654,"column":3},"end":{"line":654,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿BreakStatement
6726¿SwitchCase¿¿7427¿¿¿¿{"start":{"line":656,"column":3},"end":{"line":659,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿SwitchCase
6727¿Literal¿string¿7427¿¿'u'¿¿{"start":{"line":656,"column":8},"end":{"line":656,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
6728¿VariableDeclarator¿¿7427¿v668¿¿¿{"start":{"line":657,"column":53},"end":{"line":657,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
6729¿BinaryExpression¿+¿7427¿¿¿¿{"start":{"line":657,"column":53},"end":{"line":657,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿BinaryExpression
6730¿Identifier¿¿7427¿i¿¿¿{"start":{"line":657,"column":53},"end":{"line":657,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6731¿Literal¿number¿7427¿¿1¿¿{"start":{"line":657,"column":55},"end":{"line":657,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
6732¿VariableDeclarator¿¿7427¿v669¿¿¿{"start":{"line":657,"column":42},"end":{"line":657,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
6733¿CallExpression¿¿7427¿¿¿¿{"start":{"line":657,"column":42},"end":{"line":657,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿CallExpression
6734¿MemberExpression¿¿7427¿¿¿¿{"start":{"line":657,"column":42},"end":{"line":657,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿MemberExpression
6735¿Identifier¿¿7427¿str¿¿¿{"start":{"line":657,"column":42},"end":{"line":657,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6736¿Identifier¿¿7427¿substr¿¿¿{"start":{"line":657,"column":46},"end":{"line":657,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6737¿Identifier¿¿7427¿v668¿¿¿¿¿Identifier
6738¿Literal¿number¿7427¿¿4¿¿{"start":{"line":657,"column":58},"end":{"line":657,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
6739¿VariableDeclarator¿¿7427¿v670¿¿¿{"start":{"line":657,"column":33},"end":{"line":657,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
6740¿CallExpression¿¿7427¿¿¿¿{"start":{"line":657,"column":33},"end":{"line":657,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿CallExpression
6741¿Identifier¿¿7427¿parseInt¿¿¿{"start":{"line":657,"column":33},"end":{"line":657,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6742¿Identifier¿¿7427¿v669¿¿¿¿¿Identifier
6743¿Literal¿number¿7427¿¿16¿¿{"start":{"line":657,"column":62},"end":{"line":657,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
6744¿ExpressionStatement¿¿7427¿¿¿¿{"start":{"line":657,"column":3},"end":{"line":657,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ExpressionStatement
6745¿AssignmentExpression¿+=¿7427¿¿¿¿{"start":{"line":657,"column":3},"end":{"line":657,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentExpression
6746¿Identifier¿¿7427¿result¿¿¿{"start":{"line":657,"column":3},"end":{"line":657,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
6747¿CallExpression¿¿7427¿¿¿¿{"start":{"line":657,"column":13},"end":{"line":657,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿CallExpression
6748¿MemberExpression¿¿7427¿¿¿¿{"start":{"line":657,"column":13},"end":{"line":657,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿MemberExpression
