Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
7524¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":918,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Program
12704¿MemberExpression¿¿13133¿¿¿¿{"start":{"line":848,"column":2},"end":{"line":848,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
12705¿Identifier¿¿13133¿exports¿¿¿{"start":{"line":848,"column":2},"end":{"line":848,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12706¿Identifier¿¿13133¿Debug¿¿¿{"start":{"line":848,"column":10},"end":{"line":848,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12707¿Identifier¿¿13133¿Debug¿¿¿{"start":{"line":848,"column":18},"end":{"line":848,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12708¿ExpressionStatement¿¿13133¿¿¿¿{"start":{"line":849,"column":2},"end":{"line":849,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ExpressionStatement
12709¿AssignmentExpression¿=¿13133¿¿¿¿{"start":{"line":849,"column":2},"end":{"line":849,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿AssignmentExpression
12710¿MemberExpression¿¿13133¿¿¿¿{"start":{"line":849,"column":2},"end":{"line":849,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
12711¿Identifier¿¿13133¿exports¿¿¿{"start":{"line":849,"column":2},"end":{"line":849,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12712¿Identifier¿¿13133¿Error¿¿¿{"start":{"line":849,"column":10},"end":{"line":849,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12713¿Identifier¿¿13133¿Error$1¿¿¿{"start":{"line":849,"column":18},"end":{"line":849,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12714¿ExpressionStatement¿¿13133¿¿¿¿{"start":{"line":850,"column":2},"end":{"line":850,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ExpressionStatement
12715¿AssignmentExpression¿=¿13133¿¿¿¿{"start":{"line":850,"column":2},"end":{"line":850,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿AssignmentExpression
12716¿MemberExpression¿¿13133¿¿¿¿{"start":{"line":850,"column":2},"end":{"line":850,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
12717¿Identifier¿¿13133¿exports¿¿¿{"start":{"line":850,"column":2},"end":{"line":850,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12718¿Identifier¿¿13133¿Info¿¿¿{"start":{"line":850,"column":10},"end":{"line":850,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12719¿Identifier¿¿13133¿Info¿¿¿{"start":{"line":850,"column":17},"end":{"line":850,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12720¿ExpressionStatement¿¿13133¿¿¿¿{"start":{"line":851,"column":2},"end":{"line":851,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ExpressionStatement
12721¿AssignmentExpression¿=¿13133¿¿¿¿{"start":{"line":851,"column":2},"end":{"line":851,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿AssignmentExpression
12722¿MemberExpression¿¿13133¿¿¿¿{"start":{"line":851,"column":2},"end":{"line":851,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
12723¿Identifier¿¿13133¿exports¿¿¿{"start":{"line":851,"column":2},"end":{"line":851,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12724¿Identifier¿¿13133¿None¿¿¿{"start":{"line":851,"column":10},"end":{"line":851,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12725¿Identifier¿¿13133¿None¿¿¿{"start":{"line":851,"column":17},"end":{"line":851,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12726¿ExpressionStatement¿¿13133¿¿¿¿{"start":{"line":852,"column":2},"end":{"line":852,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ExpressionStatement
12727¿AssignmentExpression¿=¿13133¿¿¿¿{"start":{"line":852,"column":2},"end":{"line":852,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿AssignmentExpression
12728¿MemberExpression¿¿13133¿¿¿¿{"start":{"line":852,"column":2},"end":{"line":852,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
12729¿Identifier¿¿13133¿exports¿¿¿{"start":{"line":852,"column":2},"end":{"line":852,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12730¿Identifier¿¿13133¿Warn¿¿¿{"start":{"line":852,"column":10},"end":{"line":852,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12731¿Identifier¿¿13133¿Warn¿¿¿{"start":{"line":852,"column":17},"end":{"line":852,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12732¿ExpressionStatement¿¿13133¿¿¿¿{"start":{"line":853,"column":2},"end":{"line":853,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ExpressionStatement
12733¿AssignmentExpression¿=¿13133¿¿¿¿{"start":{"line":853,"column":2},"end":{"line":853,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿AssignmentExpression
12734¿MemberExpression¿¿13133¿¿¿¿{"start":{"line":853,"column":2},"end":{"line":853,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
12735¿Identifier¿¿13133¿exports¿¿¿{"start":{"line":853,"column":2},"end":{"line":853,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12736¿Identifier¿¿13133¿accessor¿¿¿{"start":{"line":853,"column":10},"end":{"line":853,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12737¿Identifier¿¿13133¿accessor¿¿¿{"start":{"line":853,"column":21},"end":{"line":853,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12738¿ExpressionStatement¿¿13133¿¿¿¿{"start":{"line":854,"column":2},"end":{"line":854,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ExpressionStatement
12739¿AssignmentExpression¿=¿13133¿¿¿¿{"start":{"line":854,"column":2},"end":{"line":854,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿AssignmentExpression
12740¿MemberExpression¿¿13133¿¿¿¿{"start":{"line":854,"column":2},"end":{"line":854,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
12741¿Identifier¿¿13133¿exports¿¿¿{"start":{"line":854,"column":2},"end":{"line":854,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12742¿Identifier¿¿13133¿accessorFields¿¿¿{"start":{"line":854,"column":10},"end":{"line":854,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12743¿Identifier¿¿13133¿accessorFields¿¿¿{"start":{"line":854,"column":27},"end":{"line":854,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12744¿ExpressionStatement¿¿13133¿¿¿¿{"start":{"line":855,"column":2},"end":{"line":855,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ExpressionStatement
12745¿AssignmentExpression¿=¿13133¿¿¿¿{"start":{"line":855,"column":2},"end":{"line":855,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿AssignmentExpression
12746¿MemberExpression¿¿13133¿¿¿¿{"start":{"line":855,"column":2},"end":{"line":855,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
12747¿Identifier¿¿13133¿exports¿¿¿{"start":{"line":855,"column":2},"end":{"line":855,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12748¿Identifier¿¿13133¿accessorName¿¿¿{"start":{"line":855,"column":10},"end":{"line":855,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12749¿Identifier¿¿13133¿accessorName¿¿¿{"start":{"line":855,"column":25},"end":{"line":855,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12750¿ExpressionStatement¿¿13133¿¿¿¿{"start":{"line":856,"column":2},"end":{"line":856,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ExpressionStatement
12751¿AssignmentExpression¿=¿13133¿¿¿¿{"start":{"line":856,"column":2},"end":{"line":856,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿AssignmentExpression
12752¿MemberExpression¿¿13133¿¿¿¿{"start":{"line":856,"column":2},"end":{"line":856,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
12753¿Identifier¿¿13133¿exports¿¿¿{"start":{"line":856,"column":2},"end":{"line":856,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12754¿Identifier¿¿13133¿array¿¿¿{"start":{"line":856,"column":10},"end":{"line":856,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12755¿Identifier¿¿13133¿array¿¿¿{"start":{"line":856,"column":18},"end":{"line":856,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12756¿ExpressionStatement¿¿13133¿¿¿¿{"start":{"line":857,"column":2},"end":{"line":857,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ExpressionStatement
12757¿AssignmentExpression¿=¿13133¿¿¿¿{"start":{"line":857,"column":2},"end":{"line":857,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿AssignmentExpression
12758¿MemberExpression¿¿13133¿¿¿¿{"start":{"line":857,"column":2},"end":{"line":857,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
12759¿Identifier¿¿13133¿exports¿¿¿{"start":{"line":857,"column":2},"end":{"line":857,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12760¿Identifier¿¿13133¿clampRange¿¿¿{"start":{"line":857,"column":10},"end":{"line":857,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12761¿Identifier¿¿13133¿clampRange¿¿¿{"start":{"line":857,"column":23},"end":{"line":857,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12762¿ExpressionStatement¿¿13133¿¿¿¿{"start":{"line":858,"column":2},"end":{"line":858,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ExpressionStatement
12763¿AssignmentExpression¿=¿13133¿¿¿¿{"start":{"line":858,"column":2},"end":{"line":858,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿AssignmentExpression
12764¿MemberExpression¿¿13133¿¿¿¿{"start":{"line":858,"column":2},"end":{"line":858,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
12765¿Identifier¿¿13133¿exports¿¿¿{"start":{"line":858,"column":2},"end":{"line":858,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12766¿Identifier¿¿13133¿compare¿¿¿{"start":{"line":858,"column":10},"end":{"line":858,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12767¿Identifier¿¿13133¿compare¿¿¿{"start":{"line":858,"column":20},"end":{"line":858,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12768¿ExpressionStatement¿¿13133¿¿¿¿{"start":{"line":859,"column":2},"end":{"line":859,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ExpressionStatement
12769¿AssignmentExpression¿=¿13133¿¿¿¿{"start":{"line":859,"column":2},"end":{"line":859,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿AssignmentExpression
12770¿MemberExpression¿¿13133¿¿¿¿{"start":{"line":859,"column":2},"end":{"line":859,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
12771¿Identifier¿¿13133¿exports¿¿¿{"start":{"line":859,"column":2},"end":{"line":859,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12772¿Identifier¿¿13133¿constant¿¿¿{"start":{"line":859,"column":10},"end":{"line":859,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12773¿Identifier¿¿13133¿constant¿¿¿{"start":{"line":859,"column":21},"end":{"line":859,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12774¿ExpressionStatement¿¿13133¿¿¿¿{"start":{"line":860,"column":2},"end":{"line":860,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ExpressionStatement
12775¿AssignmentExpression¿=¿13133¿¿¿¿{"start":{"line":860,"column":2},"end":{"line":860,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿AssignmentExpression
12776¿MemberExpression¿¿13133¿¿¿¿{"start":{"line":860,"column":2},"end":{"line":860,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
12777¿Identifier¿¿13133¿exports¿¿¿{"start":{"line":860,"column":2},"end":{"line":860,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12778¿Identifier¿¿13133¿debounce¿¿¿{"start":{"line":860,"column":10},"end":{"line":860,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12779¿Identifier¿¿13133¿debounce¿¿¿{"start":{"line":860,"column":21},"end":{"line":860,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12780¿ExpressionStatement¿¿13133¿¿¿¿{"start":{"line":861,"column":2},"end":{"line":861,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ExpressionStatement
12781¿AssignmentExpression¿=¿13133¿¿¿¿{"start":{"line":861,"column":2},"end":{"line":861,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿AssignmentExpression
12782¿MemberExpression¿¿13133¿¿¿¿{"start":{"line":861,"column":2},"end":{"line":861,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
12783¿Identifier¿¿13133¿exports¿¿¿{"start":{"line":861,"column":2},"end":{"line":861,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12784¿Identifier¿¿13133¿error¿¿¿{"start":{"line":861,"column":10},"end":{"line":861,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12785¿Identifier¿¿13133¿error¿¿¿{"start":{"line":861,"column":18},"end":{"line":861,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12786¿ExpressionStatement¿¿13133¿¿¿¿{"start":{"line":862,"column":2},"end":{"line":862,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ExpressionStatement
12787¿AssignmentExpression¿=¿13133¿¿¿¿{"start":{"line":862,"column":2},"end":{"line":862,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿AssignmentExpression
12788¿MemberExpression¿¿13133¿¿¿¿{"start":{"line":862,"column":2},"end":{"line":862,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
12789¿Identifier¿¿13133¿exports¿¿¿{"start":{"line":862,"column":2},"end":{"line":862,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12790¿Identifier¿¿13133¿extend¿¿¿{"start":{"line":862,"column":10},"end":{"line":862,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12791¿Identifier¿¿13133¿extend¿¿¿{"start":{"line":862,"column":19},"end":{"line":862,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12792¿ExpressionStatement¿¿13133¿¿¿¿{"start":{"line":863,"column":2},"end":{"line":863,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ExpressionStatement
12793¿AssignmentExpression¿=¿13133¿¿¿¿{"start":{"line":863,"column":2},"end":{"line":863,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿AssignmentExpression
12794¿MemberExpression¿¿13133¿¿¿¿{"start":{"line":863,"column":2},"end":{"line":863,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
12795¿Identifier¿¿13133¿exports¿¿¿{"start":{"line":863,"column":2},"end":{"line":863,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12796¿Identifier¿¿13133¿extent¿¿¿{"start":{"line":863,"column":10},"end":{"line":863,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12797¿Identifier¿¿13133¿extent¿¿¿{"start":{"line":863,"column":19},"end":{"line":863,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12798¿ExpressionStatement¿¿13133¿¿¿¿{"start":{"line":864,"column":2},"end":{"line":864,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ExpressionStatement
12799¿AssignmentExpression¿=¿13133¿¿¿¿{"start":{"line":864,"column":2},"end":{"line":864,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿AssignmentExpression
12800¿MemberExpression¿¿13133¿¿¿¿{"start":{"line":864,"column":2},"end":{"line":864,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
12801¿Identifier¿¿13133¿exports¿¿¿{"start":{"line":864,"column":2},"end":{"line":864,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12802¿Identifier¿¿13133¿extentIndex¿¿¿{"start":{"line":864,"column":10},"end":{"line":864,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12803¿Identifier¿¿13133¿extentIndex¿¿¿{"start":{"line":864,"column":24},"end":{"line":864,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12804¿ExpressionStatement¿¿13133¿¿¿¿{"start":{"line":865,"column":2},"end":{"line":865,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ExpressionStatement
12805¿AssignmentExpression¿=¿13133¿¿¿¿{"start":{"line":865,"column":2},"end":{"line":865,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿AssignmentExpression
12806¿MemberExpression¿¿13133¿¿¿¿{"start":{"line":865,"column":2},"end":{"line":865,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
12807¿Identifier¿¿13133¿exports¿¿¿{"start":{"line":865,"column":2},"end":{"line":865,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12808¿Identifier¿¿13133¿falsy¿¿¿{"start":{"line":865,"column":10},"end":{"line":865,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12809¿Identifier¿¿13133¿falsy¿¿¿{"start":{"line":865,"column":18},"end":{"line":865,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12810¿ExpressionStatement¿¿13133¿¿¿¿{"start":{"line":866,"column":2},"end":{"line":866,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ExpressionStatement
12811¿AssignmentExpression¿=¿13133¿¿¿¿{"start":{"line":866,"column":2},"end":{"line":866,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿AssignmentExpression
12812¿MemberExpression¿¿13133¿¿¿¿{"start":{"line":866,"column":2},"end":{"line":866,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
12813¿Identifier¿¿13133¿exports¿¿¿{"start":{"line":866,"column":2},"end":{"line":866,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12814¿Identifier¿¿13133¿fastmap¿¿¿{"start":{"line":866,"column":10},"end":{"line":866,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12815¿Identifier¿¿13133¿fastmap¿¿¿{"start":{"line":866,"column":20},"end":{"line":866,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12816¿ExpressionStatement¿¿13133¿¿¿¿{"start":{"line":867,"column":2},"end":{"line":867,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ExpressionStatement
12817¿AssignmentExpression¿=¿13133¿¿¿¿{"start":{"line":867,"column":2},"end":{"line":867,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿AssignmentExpression
12818¿MemberExpression¿¿13133¿¿¿¿{"start":{"line":867,"column":2},"end":{"line":867,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
12819¿Identifier¿¿13133¿exports¿¿¿{"start":{"line":867,"column":2},"end":{"line":867,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12820¿Identifier¿¿13133¿field¿¿¿{"start":{"line":867,"column":10},"end":{"line":867,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12821¿Identifier¿¿13133¿field¿¿¿{"start":{"line":867,"column":18},"end":{"line":867,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12822¿ExpressionStatement¿¿13133¿¿¿¿{"start":{"line":868,"column":2},"end":{"line":868,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ExpressionStatement
12823¿AssignmentExpression¿=¿13133¿¿¿¿{"start":{"line":868,"column":2},"end":{"line":868,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿AssignmentExpression
12824¿MemberExpression¿¿13133¿¿¿¿{"start":{"line":868,"column":2},"end":{"line":868,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
12825¿Identifier¿¿13133¿exports¿¿¿{"start":{"line":868,"column":2},"end":{"line":868,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12826¿Identifier¿¿13133¿flush¿¿¿{"start":{"line":868,"column":10},"end":{"line":868,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12827¿Identifier¿¿13133¿flush¿¿¿{"start":{"line":868,"column":18},"end":{"line":868,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
12828¿ExpressionStatement¿¿13133¿¿¿¿{"start":{"line":869,"column":2},"end":{"line":869,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ExpressionStatement
12829¿AssignmentExpression¿=¿13133¿¿¿¿{"start":{"line":869,"column":2},"end":{"line":869,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿AssignmentExpression
