Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
6315¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":1064,"column":42},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Program
10360¿Literal¿number¿11232¿¿0¿¿{"start":{"line":899,"column":9},"end":{"line":899,"column":10},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Literal
10361¿Identifier¿¿11232¿v1230¿¿¿¿¿Identifier
10362¿Identifier¿¿11232¿doc¿¿¿{"start":{"line":899,"column":31},"end":{"line":899,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
10363¿IfStatement¿¿11232¿¿¿¿{"start":{"line":899,"column":4},"end":{"line":911,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿IfStatement
10364¿Identifier¿¿11232¿v1231¿¿¿¿¿Identifier
10365¿VariableDeclarator¿¿11232¿v1232¿¿¿{"start":{"line":903,"column":46},"end":{"line":903,"column":56},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
10366¿MemberExpression¿¿11232¿¿¿¿{"start":{"line":903,"column":46},"end":{"line":903,"column":56},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
10367¿Identifier¿¿11232¿doc¿¿¿{"start":{"line":903,"column":46},"end":{"line":903,"column":49},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
10368¿Identifier¿¿11232¿length¿¿¿{"start":{"line":903,"column":50},"end":{"line":903,"column":56},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
10369¿VariableDeclarator¿¿11232¿v1233¿¿¿{"start":{"line":903,"column":34},"end":{"line":903,"column":56},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
10370¿BinaryExpression¿<¿11232¿¿¿¿{"start":{"line":903,"column":34},"end":{"line":903,"column":56},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿BinaryExpression
10371¿Identifier¿¿11232¿firstPart¿¿¿{"start":{"line":903,"column":34},"end":{"line":903,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
10372¿Identifier¿¿11232¿v1232¿¿¿¿¿Identifier
10373¿VariableDeclarator¿¿11232¿v1234¿¿¿{"start":{"line":903,"column":12},"end":{"line":903,"column":56},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
10374¿LogicalExpression¿&&¿11232¿¿¿¿{"start":{"line":903,"column":12},"end":{"line":903,"column":56},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿LogicalExpression
10375¿Identifier¿¿11232¿firstPartIsNumeric¿¿¿{"start":{"line":903,"column":12},"end":{"line":903,"column":30},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
10376¿Identifier¿¿11232¿v1233¿¿¿¿¿Identifier
10377¿VariableDeclarator¿¿11232¿v1235¿¿¿{"start":{"line":903,"column":10},"end":{"line":903,"column":57},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
10378¿UnaryExpression¿!¿11232¿¿¿¿{"start":{"line":903,"column":10},"end":{"line":903,"column":57},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿UnaryExpression
10379¿Identifier¿¿11232¿v1234¿¿¿¿¿Identifier
10380¿IfStatement¿¿11232¿¿¿¿{"start":{"line":903,"column":6},"end":{"line":905,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿IfStatement
10381¿Identifier¿¿11232¿v1235¿¿¿¿¿Identifier
10382¿VariableDeclarator¿¿11232¿v1236¿¿¿{"start":{"line":904,"column":15},"end":{"line":904,"column":17},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
10383¿ArrayExpression¿¿11232¿¿¿¿{"start":{"line":904,"column":15},"end":{"line":904,"column":17},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ArrayExpression
10384¿ReturnStatement¿¿11232¿¿¿¿{"start":{"line":904,"column":8},"end":{"line":904,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ReturnStatement
10385¿Identifier¿¿11232¿v1236¿¿¿¿¿Identifier
10386¿BlockStatement¿¿11232¿¿¿¿{"start":{"line":903,"column":59},"end":{"line":905,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿BlockStatement
10387¿VariableDeclarator¿¿11232¿v1237¿¿¿{"start":{"line":910,"column":41},"end":{"line":910,"column":51},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
10388¿UnaryExpression¿+¿11232¿¿¿¿{"start":{"line":910,"column":41},"end":{"line":910,"column":51},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿UnaryExpression
10389¿Identifier¿¿11232¿firstPart¿¿¿{"start":{"line":910,"column":42},"end":{"line":910,"column":51},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
10390¿ExpressionStatement¿¿11232¿¿¿¿{"start":{"line":910,"column":6},"end":{"line":910,"column":58},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ExpressionStatement
10391¿AssignmentExpression¿=¿11232¿¿¿¿{"start":{"line":910,"column":6},"end":{"line":910,"column":57},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿AssignmentExpression
10392¿Identifier¿¿11232¿arrayIndices¿¿¿{"start":{"line":910,"column":6},"end":{"line":910,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
10393¿CallExpression¿¿11232¿¿¿¿{"start":{"line":910,"column":21},"end":{"line":910,"column":57},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿CallExpression
10394¿MemberExpression¿¿11232¿¿¿¿{"start":{"line":910,"column":21},"end":{"line":910,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
10395¿Identifier¿¿11232¿arrayIndices¿¿¿{"start":{"line":910,"column":21},"end":{"line":910,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
10396¿Identifier¿¿11232¿concat¿¿¿{"start":{"line":910,"column":34},"end":{"line":910,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
10397¿Identifier¿¿11232¿v1237¿¿¿¿¿Identifier
10398¿Literal¿string¿11232¿¿'x'¿¿{"start":{"line":910,"column":53},"end":{"line":910,"column":56},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Literal
10399¿BlockStatement¿¿11232¿¿¿¿{"start":{"line":899,"column":37},"end":{"line":911,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿BlockStatement
10400¿VariableDeclarator¿¿11232¿firstLevel¿¿¿{"start":{"line":914,"column":8},"end":{"line":914,"column":35},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
10401¿MemberExpression¿computed¿11232¿¿¿¿{"start":{"line":914,"column":21},"end":{"line":914,"column":35},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
10402¿Identifier¿¿11232¿doc¿¿¿{"start":{"line":914,"column":21},"end":{"line":914,"column":24},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
10403¿Identifier¿¿11232¿firstPart¿¿¿{"start":{"line":914,"column":25},"end":{"line":914,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
10404¿VariableDeclarator¿¿11232¿v1238¿¿¿{"start":{"line":928,"column":8},"end":{"line":928,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
10405¿UnaryExpression¿!¿11232¿¿¿¿{"start":{"line":928,"column":8},"end":{"line":928,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿UnaryExpression
10406¿Identifier¿¿11232¿lookupRest¿¿¿{"start":{"line":928,"column":9},"end":{"line":928,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
10407¿IfStatement¿¿11232¿¿¿¿{"start":{"line":928,"column":4},"end":{"line":933,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿IfStatement
10408¿Identifier¿¿11232¿v1238¿¿¿¿¿Identifier
10409¿VariableDeclarator¿¿11232¿v1239¿¿¿{"start":{"line":931,"column":25},"end":{"line":931,"column":42},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
10410¿MemberExpression¿¿11232¿¿¿¿{"start":{"line":931,"column":25},"end":{"line":931,"column":42},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
10411¿Identifier¿¿11232¿_Document¿¿¿{"start":{"line":931,"column":25},"end":{"line":931,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
10412¿Identifier¿¿11232¿isArray¿¿¿{"start":{"line":931,"column":35},"end":{"line":931,"column":42},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
10413¿VariableDeclarator¿¿11232¿v1240¿¿¿{"start":{"line":931,"column":21},"end":{"line":931,"column":48},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
10414¿CallExpression¿¿11232¿¿¿¿{"start":{"line":931,"column":21},"end":{"line":931,"column":48},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿CallExpression
10415¿SequenceExpression¿¿11232¿¿¿¿{"start":{"line":931,"column":22},"end":{"line":931,"column":42},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿SequenceExpression
10416¿Literal¿number¿11232¿¿0¿¿{"start":{"line":931,"column":22},"end":{"line":931,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Literal
10417¿Identifier¿¿11232¿v1239¿¿¿¿¿Identifier
10418¿Identifier¿¿11232¿doc¿¿¿{"start":{"line":931,"column":44},"end":{"line":931,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
10419¿VariableDeclarator¿¿11232¿v1241¿¿¿{"start":{"line":931,"column":56},"end":{"line":931,"column":73},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
10420¿MemberExpression¿¿11232¿¿¿¿{"start":{"line":931,"column":56},"end":{"line":931,"column":73},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
10421¿Identifier¿¿11232¿_Document¿¿¿{"start":{"line":931,"column":56},"end":{"line":931,"column":65},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
10422¿Identifier¿¿11232¿isArray¿¿¿{"start":{"line":931,"column":66},"end":{"line":931,"column":73},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
10423¿VariableDeclarator¿¿11232¿v1242¿¿¿{"start":{"line":931,"column":52},"end":{"line":931,"column":86},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
10424¿CallExpression¿¿11232¿¿¿¿{"start":{"line":931,"column":52},"end":{"line":931,"column":86},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿CallExpression
10425¿SequenceExpression¿¿11232¿¿¿¿{"start":{"line":931,"column":53},"end":{"line":931,"column":73},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿SequenceExpression
10426¿Literal¿number¿11232¿¿0¿¿{"start":{"line":931,"column":53},"end":{"line":931,"column":54},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Literal
10427¿Identifier¿¿11232¿v1241¿¿¿¿¿Identifier
10428¿Identifier¿¿11232¿firstLevel¿¿¿{"start":{"line":931,"column":75},"end":{"line":931,"column":85},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
10429¿VariableDeclarator¿¿11232¿v1243¿¿¿{"start":{"line":931,"column":21},"end":{"line":931,"column":86},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
10430¿LogicalExpression¿&&¿11232¿¿¿¿{"start":{"line":931,"column":21},"end":{"line":931,"column":86},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿LogicalExpression
10431¿Identifier¿¿11232¿v1240¿¿¿¿¿Identifier
10432¿Identifier¿¿11232¿v1242¿¿¿¿¿Identifier
10433¿VariableDeclarator¿¿11232¿v1244¿¿¿{"start":{"line":929,"column":36},"end":{"line":932,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
10434¿ObjectExpression¿¿11232¿¿¿¿{"start":{"line":929,"column":36},"end":{"line":932,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ObjectExpression
10435¿Property¿¿11232¿¿¿¿{"start":{"line":930,"column":8},"end":{"line":930,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Property
10436¿Identifier¿¿11232¿value¿¿¿{"start":{"line":930,"column":8},"end":{"line":930,"column":13},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
10437¿Identifier¿¿11232¿firstLevel¿¿¿{"start":{"line":930,"column":15},"end":{"line":930,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
10438¿Property¿¿11232¿¿¿¿{"start":{"line":931,"column":8},"end":{"line":931,"column":86},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Property
10439¿Identifier¿¿11232¿dontIterate¿¿¿{"start":{"line":931,"column":8},"end":{"line":931,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
10440¿Identifier¿¿11232¿v1243¿¿¿¿¿Identifier
10441¿Property¿¿11232¿¿¿¿{"start":{"line":932,"column":8},"end":{"line":932,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Property
10442¿Identifier¿¿11232¿arrayIndices¿¿¿{"start":{"line":932,"column":8},"end":{"line":932,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
10443¿Identifier¿¿11232¿arrayIndices¿¿¿{"start":{"line":932,"column":22},"end":{"line":932,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
10444¿VariableDeclarator¿¿11232¿v1245¿¿¿{"start":{"line":929,"column":14},"end":{"line":932,"column":37},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
10445¿CallExpression¿¿11232¿¿¿¿{"start":{"line":929,"column":14},"end":{"line":932,"column":37},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿CallExpression
10446¿Identifier¿¿11232¿omitUnnecessaryFields¿¿¿{"start":{"line":929,"column":14},"end":{"line":929,"column":35},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
10447¿Identifier¿¿11232¿v1244¿¿¿¿¿Identifier
10448¿VariableDeclarator¿¿11232¿v1246¿¿¿{"start":{"line":929,"column":13},"end":{"line":932,"column":38},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
10449¿ArrayExpression¿¿11232¿¿¿¿{"start":{"line":929,"column":13},"end":{"line":932,"column":38},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ArrayExpression
10450¿Identifier¿¿11232¿v1245¿¿¿¿¿Identifier
10451¿ReturnStatement¿¿11232¿¿¿¿{"start":{"line":929,"column":6},"end":{"line":932,"column":39},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ReturnStatement
10452¿Identifier¿¿11232¿v1246¿¿¿¿¿Identifier
10453¿BlockStatement¿¿11232¿¿¿¿{"start":{"line":928,"column":21},"end":{"line":933,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿BlockStatement
10454¿VariableDeclarator¿¿11232¿v1247¿¿¿{"start":{"line":941,"column":13},"end":{"line":941,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
10455¿MemberExpression¿¿11232¿¿¿¿{"start":{"line":941,"column":13},"end":{"line":941,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
10456¿Identifier¿¿11232¿_Document¿¿¿{"start":{"line":941,"column":13},"end":{"line":941,"column":22},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
10457¿Identifier¿¿11232¿isIndexable¿¿¿{"start":{"line":941,"column":23},"end":{"line":941,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
10458¿VariableDeclarator¿¿11232¿v1248¿¿¿{"start":{"line":941,"column":9},"end":{"line":941,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
10459¿CallExpression¿¿11232¿¿¿¿{"start":{"line":941,"column":9},"end":{"line":941,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿CallExpression
10460¿SequenceExpression¿¿11232¿¿¿¿{"start":{"line":941,"column":10},"end":{"line":941,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿SequenceExpression
10461¿Literal¿number¿11232¿¿0¿¿{"start":{"line":941,"column":10},"end":{"line":941,"column":11},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Literal
10462¿Identifier¿¿11232¿v1247¿¿¿¿¿Identifier
10463¿Identifier¿¿11232¿firstLevel¿¿¿{"start":{"line":941,"column":36},"end":{"line":941,"column":46},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
10464¿VariableDeclarator¿¿11232¿v1249¿¿¿{"start":{"line":941,"column":8},"end":{"line":941,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
10465¿UnaryExpression¿!¿11232¿¿¿¿{"start":{"line":941,"column":8},"end":{"line":941,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿UnaryExpression
10466¿Identifier¿¿11232¿v1248¿¿¿¿¿Identifier
10467¿IfStatement¿¿11232¿¿¿¿{"start":{"line":941,"column":4},"end":{"line":949,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿IfStatement
10468¿Identifier¿¿11232¿v1249¿¿¿¿¿Identifier
10469¿VariableDeclarator¿¿11232¿v1250¿¿¿{"start":{"line":942,"column":14},"end":{"line":942,"column":31},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
10470¿MemberExpression¿¿11232¿¿¿¿{"start":{"line":942,"column":14},"end":{"line":942,"column":31},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
10471¿Identifier¿¿11232¿_Document¿¿¿{"start":{"line":942,"column":14},"end":{"line":942,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
10472¿Identifier¿¿11232¿isArray¿¿¿{"start":{"line":942,"column":24},"end":{"line":942,"column":31},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
10473¿VariableDeclarator¿¿11232¿v1251¿¿¿{"start":{"line":942,"column":10},"end":{"line":942,"column":37},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
10474¿CallExpression¿¿11232¿¿¿¿{"start":{"line":942,"column":10},"end":{"line":942,"column":37},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿CallExpression
10475¿SequenceExpression¿¿11232¿¿¿¿{"start":{"line":942,"column":11},"end":{"line":942,"column":31},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿SequenceExpression
10476¿Literal¿number¿11232¿¿0¿¿{"start":{"line":942,"column":11},"end":{"line":942,"column":12},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Literal
10477¿Identifier¿¿11232¿v1250¿¿¿¿¿Identifier
10478¿Identifier¿¿11232¿doc¿¿¿{"start":{"line":942,"column":33},"end":{"line":942,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
10479¿IfStatement¿¿11232¿¿¿¿{"start":{"line":942,"column":6},"end":{"line":944,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿IfStatement
10480¿Identifier¿¿11232¿v1251¿¿¿¿¿Identifier
10481¿VariableDeclarator¿¿11232¿v1252¿¿¿{"start":{"line":943,"column":15},"end":{"line":943,"column":17},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
10482¿ArrayExpression¿¿11232¿¿¿¿{"start":{"line":943,"column":15},"end":{"line":943,"column":17},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ArrayExpression
10483¿ReturnStatement¿¿11232¿¿¿¿{"start":{"line":943,"column":8},"end":{"line":943,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ReturnStatement
10484¿Identifier¿¿11232¿v1252¿¿¿¿¿Identifier
10485¿BlockStatement¿¿11232¿¿¿¿{"start":{"line":942,"column":39},"end":{"line":944,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿BlockStatement
10486¿VariableDeclarator¿¿11232¿v1253¿¿¿{"start":{"line":945,"column":36},"end":{"line":948,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
10487¿ObjectExpression¿¿11232¿¿¿¿{"start":{"line":945,"column":36},"end":{"line":948,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ObjectExpression
10488¿Property¿¿11232¿¿¿¿{"start":{"line":946,"column":8},"end":{"line":946,"column":24},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Property
10489¿Identifier¿¿11232¿value¿¿¿{"start":{"line":946,"column":8},"end":{"line":946,"column":13},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
10490¿Identifier¿¿11232¿undefined¿¿¿{"start":{"line":946,"column":15},"end":{"line":946,"column":24},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
10491¿Property¿¿11232¿¿¿¿{"start":{"line":947,"column":8},"end":{"line":947,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Property
10492¿Identifier¿¿11232¿arrayIndices¿¿¿{"start":{"line":947,"column":8},"end":{"line":947,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
10493¿Identifier¿¿11232¿arrayIndices¿¿¿{"start":{"line":947,"column":22},"end":{"line":947,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
10494¿VariableDeclarator¿¿11232¿v1254¿¿¿{"start":{"line":945,"column":14},"end":{"line":948,"column":8},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
10495¿CallExpression¿¿11232¿¿¿¿{"start":{"line":945,"column":14},"end":{"line":948,"column":8},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿CallExpression
10496¿Identifier¿¿11232¿omitUnnecessaryFields¿¿¿{"start":{"line":945,"column":14},"end":{"line":945,"column":35},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
10497¿Identifier¿¿11232¿v1253¿¿¿¿¿Identifier
10498¿VariableDeclarator¿¿11232¿v1255¿¿¿{"start":{"line":945,"column":13},"end":{"line":948,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
10499¿ArrayExpression¿¿11232¿¿¿¿{"start":{"line":945,"column":13},"end":{"line":948,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ArrayExpression
10500¿Identifier¿¿11232¿v1254¿¿¿¿¿Identifier
10501¿ReturnStatement¿¿11232¿¿¿¿{"start":{"line":945,"column":6},"end":{"line":948,"column":10},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ReturnStatement
10502¿Identifier¿¿11232¿v1255¿¿¿¿¿Identifier
10503¿BlockStatement¿¿11232¿¿¿¿{"start":{"line":941,"column":49},"end":{"line":949,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿BlockStatement
10504¿VariableDeclarator¿¿11232¿result¿¿¿{"start":{"line":951,"column":8},"end":{"line":951,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
10505¿ArrayExpression¿¿11232¿¿¿¿{"start":{"line":951,"column":17},"end":{"line":951,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ArrayExpression
