Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
892¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":106,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Program
1292¿MemberExpression¿¿1584¿¿¿¿{"start":{"line":63,"column":24},"end":{"line":63,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1293¿Identifier¿¿1584¿v163¿¿¿¿¿Identifier
1294¿Identifier¿¿1584¿addtional¿¿¿{"start":{"line":63,"column":37},"end":{"line":63,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1295¿VariableDeclarator¿¿1584¿v165¿¿¿{"start":{"line":63,"column":10},"end":{"line":63,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1296¿CallExpression¿¿1584¿¿¿¿{"start":{"line":63,"column":10},"end":{"line":63,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿CallExpression
1297¿Identifier¿¿1584¿cb¿¿¿{"start":{"line":63,"column":10},"end":{"line":63,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1298¿Identifier¿¿1584¿err¿¿¿{"start":{"line":63,"column":13},"end":{"line":63,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1299¿Literal¿object¿1584¿¿null¿¿{"start":{"line":63,"column":18},"end":{"line":63,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Literal
1300¿Identifier¿¿1584¿v164¿¿¿¿¿Identifier
1301¿ExpressionStatement¿¿1584¿¿¿¿{"start":{"line":63,"column":10},"end":{"line":63,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ExpressionStatement
1302¿Identifier¿¿1584¿v165¿¿¿¿¿Identifier
1303¿BlockStatement¿¿1584¿¿¿¿{"start":{"line":62,"column":44},"end":{"line":64,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BlockStatement
1304¿BlockStatement¿¿1584¿¿¿¿{"start":{"line":54,"column":11},"end":{"line":65,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BlockStatement
1305¿BlockStatement¿¿1584¿¿¿¿{"start":{"line":47,"column":96},"end":{"line":66,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BlockStatement
1306¿VariableDeclarator¿¿1582¿child¿¿¿{"start":{"line":47,"column":8},"end":{"line":66,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1307¿CallExpression¿¿1582¿¿¿¿{"start":{"line":47,"column":16},"end":{"line":66,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿CallExpression
1308¿MemberExpression¿¿1582¿¿¿¿{"start":{"line":47,"column":16},"end":{"line":47,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1309¿Identifier¿¿1582¿shell¿¿¿{"start":{"line":47,"column":16},"end":{"line":47,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1310¿Identifier¿¿1582¿exec¿¿¿{"start":{"line":47,"column":22},"end":{"line":47,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1311¿Identifier¿¿1582¿v150¿¿¿¿¿Identifier
1312¿Identifier¿¿1582¿v166¿¿¿¿¿Identifier
1313¿BlockStatement¿¿1582¿¿¿¿{"start":{"line":45,"column":43},"end":{"line":67,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BlockStatement
1314¿ExpressionStatement¿¿1568¿¿¿¿{"start":{"line":45,"column":2},"end":{"line":67,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ExpressionStatement
1315¿AssignmentExpression¿=¿1568¿¿¿¿{"start":{"line":45,"column":2},"end":{"line":67,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿AssignmentExpression
1316¿MemberExpression¿¿1568¿¿¿¿{"start":{"line":45,"column":2},"end":{"line":45,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1317¿Identifier¿¿1568¿v146¿¿¿¿¿Identifier
1318¿Identifier¿¿1568¿getInfo¿¿¿{"start":{"line":45,"column":20},"end":{"line":45,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1319¿Identifier¿¿1568¿v167¿¿¿¿¿Identifier
1320¿VariableDeclarator¿¿1568¿v168¿¿¿{"start":{"line":69,"column":2},"end":{"line":69,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1321¿MemberExpression¿¿1568¿¿¿¿{"start":{"line":69,"column":2},"end":{"line":69,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1322¿Identifier¿¿1568¿pdfinfo¿¿¿{"start":{"line":69,"column":2},"end":{"line":69,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1323¿Identifier¿¿1568¿prototype¿¿¿{"start":{"line":69,"column":10},"end":{"line":69,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1324¿VariableDeclarator¿¿1568¿v198¿¿¿{"start":{"line":69,"column":2},"end":{"line":90,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1325¿FunctionExpression¿¿1568¿anon¿¿¿{"start":{"line":69,"column":26},"end":{"line":90,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿FunctionExpression
1326¿VariableDeclarator¿¿1590¿v169¿¿¿{"start":{"line":70,"column":4},"end":{"line":70,"column":125},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1327¿CallExpression¿¿1590¿¿¿¿{"start":{"line":70,"column":4},"end":{"line":70,"column":125},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿CallExpression
1328¿MemberExpression¿¿1590¿¿¿¿{"start":{"line":70,"column":4},"end":{"line":70,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1329¿Identifier¿¿1590¿console¿¿¿{"start":{"line":70,"column":4},"end":{"line":70,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1330¿Identifier¿¿1590¿warn¿¿¿{"start":{"line":70,"column":12},"end":{"line":70,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1331¿Literal¿string¿1590¿¿'\033[31m`get` is now obsolete please use `getInfo` instead. Eventually `get` will be soon removed.\033[0m'¿¿{"start":{"line":70,"column":17},"end":{"line":70,"column":124},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Literal
1332¿ExpressionStatement¿¿1590¿¿¿¿{"start":{"line":70,"column":4},"end":{"line":70,"column":126},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ExpressionStatement
1333¿Identifier¿¿1590¿v169¿¿¿¿¿Identifier
1334¿VariableDeclarator¿¿1590¿self¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1335¿ThisExpression¿¿1590¿¿¿¿{"start":{"line":71,"column":15},"end":{"line":71,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ThisExpression
1336¿VariableDeclarator¿¿1590¿v170¿¿¿{"start":{"line":72,"column":40},"end":{"line":72,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1337¿MemberExpression¿¿1590¿¿¿¿{"start":{"line":72,"column":40},"end":{"line":72,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1338¿Identifier¿¿1590¿self¿¿¿{"start":{"line":72,"column":40},"end":{"line":72,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1339¿Identifier¿¿1590¿options¿¿¿{"start":{"line":72,"column":45},"end":{"line":72,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1340¿VariableDeclarator¿¿1590¿v171¿¿¿{"start":{"line":72,"column":40},"end":{"line":72,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1341¿MemberExpression¿¿1590¿¿¿¿{"start":{"line":72,"column":40},"end":{"line":72,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1342¿Identifier¿¿1590¿v170¿¿¿¿¿Identifier
1343¿Identifier¿¿1590¿additional¿¿¿{"start":{"line":72,"column":53},"end":{"line":72,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1344¿VariableDeclarator¿¿1590¿v172¿¿¿{"start":{"line":72,"column":40},"end":{"line":72,"column":73},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1345¿CallExpression¿¿1590¿¿¿¿{"start":{"line":72,"column":40},"end":{"line":72,"column":73},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿CallExpression
1346¿MemberExpression¿¿1590¿¿¿¿{"start":{"line":72,"column":40},"end":{"line":72,"column":68},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1347¿Identifier¿¿1590¿v171¿¿¿¿¿Identifier
1348¿Identifier¿¿1590¿join¿¿¿{"start":{"line":72,"column":64},"end":{"line":72,"column":68},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1349¿Literal¿string¿1590¿¿' '¿¿{"start":{"line":72,"column":69},"end":{"line":72,"column":72},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Literal
1350¿VariableDeclarator¿¿1590¿v173¿¿¿{"start":{"line":72,"column":27},"end":{"line":72,"column":73},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1351¿BinaryExpression¿+¿1590¿¿¿¿{"start":{"line":72,"column":27},"end":{"line":72,"column":73},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BinaryExpression
1352¿Literal¿string¿1590¿¿'pdfinfo '¿¿{"start":{"line":72,"column":27},"end":{"line":72,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Literal
1353¿Identifier¿¿1590¿v172¿¿¿¿¿Identifier
1354¿VariableDeclarator¿¿1590¿v197¿¿¿{"start":{"line":72,"column":75},"end":{"line":89,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1355¿FunctionExpression¿¿1590¿anon¿¿¿{"start":{"line":72,"column":75},"end":{"line":89,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿FunctionExpression
1356¿Identifier¿¿0¿code¿¿¿{"start":{"line":72,"column":84},"end":{"line":72,"column":88},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1357¿Identifier¿¿0¿data¿¿¿{"start":{"line":72,"column":90},"end":{"line":72,"column":94},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1358¿VariableDeclarator¿¿1592¿v174¿¿¿{"start":{"line":73,"column":10},"end":{"line":73,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1359¿BinaryExpression¿===¿1592¿¿¿¿{"start":{"line":73,"column":10},"end":{"line":73,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BinaryExpression
1360¿Identifier¿¿1592¿code¿¿¿{"start":{"line":73,"column":10},"end":{"line":73,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1361¿Literal¿number¿1592¿¿0¿¿{"start":{"line":73,"column":19},"end":{"line":73,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Literal
1362¿IfStatement¿¿1592¿¿¿¿{"start":{"line":73,"column":6},"end":{"line":87,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿IfStatement
1363¿Identifier¿¿1592¿v174¿¿¿¿¿Identifier
1364¿VariableDeclarator¿¿1592¿v175¿¿¿{"start":{"line":74,"column":12},"end":{"line":74,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1365¿MemberExpression¿¿1592¿¿¿¿{"start":{"line":74,"column":12},"end":{"line":74,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1366¿Identifier¿¿1592¿self¿¿¿{"start":{"line":74,"column":12},"end":{"line":74,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1367¿Identifier¿¿1592¿options¿¿¿{"start":{"line":74,"column":17},"end":{"line":74,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1368¿VariableDeclarator¿¿1592¿v176¿¿¿{"start":{"line":74,"column":12},"end":{"line":74,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1369¿MemberExpression¿¿1592¿¿¿¿{"start":{"line":74,"column":12},"end":{"line":74,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1370¿Identifier¿¿1592¿v175¿¿¿¿¿Identifier
1371¿Identifier¿¿1592¿success¿¿¿{"start":{"line":74,"column":25},"end":{"line":74,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1372¿VariableDeclarator¿¿1592¿v177¿¿¿{"start":{"line":75,"column":22},"end":{"line":75,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1373¿MemberExpression¿¿1592¿¿¿¿{"start":{"line":75,"column":22},"end":{"line":75,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1374¿Identifier¿¿1592¿self¿¿¿{"start":{"line":75,"column":22},"end":{"line":75,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1375¿Identifier¿¿1592¿options¿¿¿{"start":{"line":75,"column":27},"end":{"line":75,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1376¿VariableDeclarator¿¿1592¿v178¿¿¿{"start":{"line":75,"column":22},"end":{"line":75,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1377¿MemberExpression¿¿1592¿¿¿¿{"start":{"line":75,"column":22},"end":{"line":75,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1378¿Identifier¿¿1592¿v177¿¿¿¿¿Identifier
1379¿Identifier¿¿1592¿success¿¿¿{"start":{"line":75,"column":35},"end":{"line":75,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1380¿VariableDeclarator¿¿1592¿v179¿¿¿{"start":{"line":75,"column":15},"end":{"line":75,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1381¿UnaryExpression¿typeof¿1592¿¿¿¿{"start":{"line":75,"column":15},"end":{"line":75,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿UnaryExpression
1382¿Identifier¿¿1592¿v178¿¿¿¿¿Identifier
1383¿VariableDeclarator¿¿1592¿v180¿¿¿{"start":{"line":75,"column":15},"end":{"line":75,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1384¿BinaryExpression¿===¿1592¿¿¿¿{"start":{"line":75,"column":15},"end":{"line":75,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BinaryExpression
1385¿Identifier¿¿1592¿v179¿¿¿¿¿Identifier
1386¿Literal¿string¿1592¿¿'function'¿¿{"start":{"line":75,"column":47},"end":{"line":75,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Literal
1387¿VariableDeclarator¿¿1592¿v181¿¿¿{"start":{"line":74,"column":12},"end":{"line":75,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1388¿LogicalExpression¿&&¿1592¿¿¿¿{"start":{"line":74,"column":12},"end":{"line":75,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿LogicalExpression
1389¿Identifier¿¿1592¿v176¿¿¿¿¿Identifier
1390¿Identifier¿¿1592¿v180¿¿¿¿¿Identifier
1391¿IfStatement¿¿1592¿¿¿¿{"start":{"line":74,"column":8},"end":{"line":77,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿IfStatement
1392¿Identifier¿¿1592¿v181¿¿¿¿¿Identifier
1393¿VariableDeclarator¿¿1592¿v182¿¿¿{"start":{"line":76,"column":10},"end":{"line":76,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1394¿MemberExpression¿¿1592¿¿¿¿{"start":{"line":76,"column":10},"end":{"line":76,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1395¿Identifier¿¿1592¿self¿¿¿{"start":{"line":76,"column":10},"end":{"line":76,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1396¿Identifier¿¿1592¿options¿¿¿{"start":{"line":76,"column":15},"end":{"line":76,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1397¿VariableDeclarator¿¿1592¿v183¿¿¿{"start":{"line":76,"column":31},"end":{"line":76,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1398¿CallExpression¿¿1592¿¿¿¿{"start":{"line":76,"column":31},"end":{"line":76,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿CallExpression
1399¿MemberExpression¿¿1592¿¿¿¿{"start":{"line":76,"column":31},"end":{"line":76,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1400¿Identifier¿¿1592¿utils¿¿¿{"start":{"line":76,"column":31},"end":{"line":76,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1401¿Identifier¿¿1592¿parse¿¿¿{"start":{"line":76,"column":37},"end":{"line":76,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1402¿Identifier¿¿1592¿data¿¿¿{"start":{"line":76,"column":43},"end":{"line":76,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1403¿VariableDeclarator¿¿1592¿v184¿¿¿{"start":{"line":76,"column":10},"end":{"line":76,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1404¿CallExpression¿¿1592¿¿¿¿{"start":{"line":76,"column":10},"end":{"line":76,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿CallExpression
1405¿MemberExpression¿¿1592¿¿¿¿{"start":{"line":76,"column":10},"end":{"line":76,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1406¿Identifier¿¿1592¿v182¿¿¿¿¿Identifier
1407¿Identifier¿¿1592¿success¿¿¿{"start":{"line":76,"column":23},"end":{"line":76,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1408¿Identifier¿¿1592¿v183¿¿¿¿¿Identifier
1409¿ExpressionStatement¿¿1592¿¿¿¿{"start":{"line":76,"column":10},"end":{"line":76,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ExpressionStatement
1410¿Identifier¿¿1592¿v184¿¿¿¿¿Identifier
1411¿BlockStatement¿¿1592¿¿¿¿{"start":{"line":75,"column":59},"end":{"line":77,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BlockStatement
1412¿BlockStatement¿¿1592¿¿¿¿{"start":{"line":73,"column":22},"end":{"line":78,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BlockStatement
1413¿VariableDeclarator¿¿1592¿v185¿¿¿{"start":{"line":80,"column":13},"end":{"line":80,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1414¿CallExpression¿¿1592¿¿¿¿{"start":{"line":80,"column":13},"end":{"line":80,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿CallExpression
1415¿MemberExpression¿¿1592¿¿¿¿{"start":{"line":80,"column":13},"end":{"line":80,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1416¿Identifier¿¿1592¿shell¿¿¿{"start":{"line":80,"column":13},"end":{"line":80,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1417¿Identifier¿¿1592¿which¿¿¿{"start":{"line":80,"column":19},"end":{"line":80,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1418¿Literal¿string¿1592¿¿'pdfinfo'¿¿{"start":{"line":80,"column":25},"end":{"line":80,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Literal
1419¿VariableDeclarator¿¿1592¿v186¿¿¿{"start":{"line":80,"column":12},"end":{"line":80,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1420¿UnaryExpression¿!¿1592¿¿¿¿{"start":{"line":80,"column":12},"end":{"line":80,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿UnaryExpression
1421¿Identifier¿¿1592¿v185¿¿¿¿¿Identifier
1422¿IfStatement¿¿1592¿¿¿¿{"start":{"line":80,"column":8},"end":{"line":82,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿IfStatement
1423¿Identifier¿¿1592¿v186¿¿¿¿¿Identifier
1424¿VariableDeclarator¿¿1592¿v187¿¿¿{"start":{"line":81,"column":10},"end":{"line":81,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1425¿CallExpression¿¿1592¿¿¿¿{"start":{"line":81,"column":10},"end":{"line":81,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿CallExpression
1426¿Identifier¿¿1592¿echo¿¿¿{"start":{"line":81,"column":10},"end":{"line":81,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1427¿Literal¿string¿1592¿¿'Sorry, this script requires pdfinfo.'¿¿{"start":{"line":81,"column":15},"end":{"line":81,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Literal
1428¿ExpressionStatement¿¿1592¿¿¿¿{"start":{"line":81,"column":10},"end":{"line":81,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ExpressionStatement
