Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1063¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":207,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Program
1477¿VariableDeclarator¿¿1872¿v146¿¿¿{"start":{"line":142,"column":31},"end":{"line":142,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1478¿MemberExpression¿¿1872¿¿¿¿{"start":{"line":142,"column":31},"end":{"line":142,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1479¿Identifier¿¿1872¿stats¿¿¿{"start":{"line":142,"column":31},"end":{"line":142,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1480¿Identifier¿¿1872¿ino¿¿¿{"start":{"line":142,"column":37},"end":{"line":142,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1481¿VariableDeclarator¿¿1872¿v147¿¿¿{"start":{"line":142,"column":42},"end":{"line":142,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1482¿MemberExpression¿¿1872¿¿¿¿{"start":{"line":142,"column":42},"end":{"line":142,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1483¿Identifier¿¿1872¿stats¿¿¿{"start":{"line":142,"column":42},"end":{"line":142,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1484¿Identifier¿¿1872¿mtime¿¿¿{"start":{"line":142,"column":48},"end":{"line":142,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1485¿VariableDeclarator¿¿1872¿v148¿¿¿{"start":{"line":142,"column":14},"end":{"line":142,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1486¿CallExpression¿¿1872¿¿¿¿{"start":{"line":142,"column":14},"end":{"line":142,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿CallExpression
1487¿Identifier¿¿1872¿createServerEtag¿¿¿{"start":{"line":142,"column":14},"end":{"line":142,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1488¿Identifier¿¿1872¿v146¿¿¿¿¿Identifier
1489¿Identifier¿¿1872¿v147¿¿¿¿¿Identifier
1490¿VariableDeclarator¿¿1872¿v149¿¿¿{"start":{"line":144,"column":24},"end":{"line":144,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1491¿MemberExpression¿¿1872¿¿¿¿{"start":{"line":144,"column":24},"end":{"line":144,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1492¿Identifier¿¿1872¿stats¿¿¿{"start":{"line":144,"column":24},"end":{"line":144,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1493¿Identifier¿¿1872¿size¿¿¿{"start":{"line":144,"column":30},"end":{"line":144,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1494¿VariableDeclarator¿¿1872¿v150¿¿¿{"start":{"line":140,"column":23},"end":{"line":145,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1495¿ObjectExpression¿¿1872¿¿¿¿{"start":{"line":140,"column":23},"end":{"line":145,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿ObjectExpression
1496¿Property¿¿1872¿¿¿¿{"start":{"line":141,"column":6},"end":{"line":141,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Property
1497¿Literal¿string¿1872¿¿'Content-Type'¿¿{"start":{"line":141,"column":6},"end":{"line":141,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Literal
1498¿Identifier¿¿1872¿v145¿¿¿¿¿Identifier
1499¿Property¿¿1872¿¿¿¿{"start":{"line":142,"column":6},"end":{"line":142,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Property
1500¿Literal¿string¿1872¿¿'ETag'¿¿{"start":{"line":142,"column":6},"end":{"line":142,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Literal
1501¿Identifier¿¿1872¿v148¿¿¿¿¿Identifier
1502¿Property¿¿1872¿¿¿¿{"start":{"line":143,"column":6},"end":{"line":143,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Property
1503¿Literal¿string¿1872¿¿'Cache-Control'¿¿{"start":{"line":143,"column":6},"end":{"line":143,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Literal
1504¿Identifier¿¿1872¿cache¿¿¿{"start":{"line":143,"column":23},"end":{"line":143,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1505¿Property¿¿1872¿¿¿¿{"start":{"line":144,"column":6},"end":{"line":144,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Property
1506¿Literal¿string¿1872¿¿'Content-Length'¿¿{"start":{"line":144,"column":6},"end":{"line":144,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Literal
1507¿Identifier¿¿1872¿v149¿¿¿¿¿Identifier
1508¿VariableDeclarator¿¿1872¿v151¿¿¿{"start":{"line":140,"column":4},"end":{"line":145,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1509¿CallExpression¿¿1872¿¿¿¿{"start":{"line":140,"column":4},"end":{"line":145,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿CallExpression
1510¿MemberExpression¿¿1872¿¿¿¿{"start":{"line":140,"column":4},"end":{"line":140,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1511¿Identifier¿¿1872¿res¿¿¿{"start":{"line":140,"column":4},"end":{"line":140,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1512¿Identifier¿¿1872¿writeHead¿¿¿{"start":{"line":140,"column":8},"end":{"line":140,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1513¿Literal¿number¿1872¿¿200¿¿{"start":{"line":140,"column":18},"end":{"line":140,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Literal
1514¿Identifier¿¿1872¿v150¿¿¿¿¿Identifier
1515¿ExpressionStatement¿¿1872¿¿¿¿{"start":{"line":140,"column":4},"end":{"line":145,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿ExpressionStatement
1516¿Identifier¿¿1872¿v151¿¿¿¿¿Identifier
1517¿BlockStatement¿¿1872¿¿¿¿{"start":{"line":139,"column":9},"end":{"line":146,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿BlockStatement
1518¿VariableDeclarator¿¿1872¿v152¿¿¿{"start":{"line":148,"column":2},"end":{"line":148,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1519¿CallExpression¿¿1872¿¿¿¿{"start":{"line":148,"column":2},"end":{"line":148,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿CallExpression
1520¿MemberExpression¿¿1872¿¿¿¿{"start":{"line":148,"column":2},"end":{"line":148,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1521¿Identifier¿¿1872¿stream¿¿¿{"start":{"line":148,"column":2},"end":{"line":148,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1522¿Identifier¿¿1872¿pipe¿¿¿{"start":{"line":148,"column":9},"end":{"line":148,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1523¿Identifier¿¿1872¿res¿¿¿{"start":{"line":148,"column":14},"end":{"line":148,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1524¿ExpressionStatement¿¿1872¿¿¿¿{"start":{"line":148,"column":2},"end":{"line":148,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿ExpressionStatement
1525¿Identifier¿¿1872¿v152¿¿¿¿¿Identifier
1526¿BlockStatement¿¿1872¿¿¿¿{"start":{"line":120,"column":53},"end":{"line":149,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿BlockStatement
1527¿VariableDeclarator¿exported¿1852¿basicStatic¿¿¿{"start":{"line":162,"column":0},"end":{"line":205,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1528¿FunctionExpression¿¿1852¿anon¿¿¿{"start":{"line":162,"column":0},"end":{"line":205,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿FunctionExpression
1529¿Identifier¿¿0¿options¿¿¿{"start":{"line":162,"column":21},"end":{"line":162,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1530¿VariableDeclarator¿¿1877¿v192¿¿¿{"start":{"line":163,"column":9},"end":{"line":204,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1531¿FunctionExpression¿¿1877¿serveStatic¿¿¿{"start":{"line":163,"column":9},"end":{"line":204,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿FunctionExpression
1532¿Identifier¿¿0¿req¿¿¿{"start":{"line":163,"column":30},"end":{"line":163,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1533¿Identifier¿¿0¿res¿¿¿{"start":{"line":163,"column":35},"end":{"line":163,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1534¿VariableDeclarator¿¿1879¿v153¿¿¿{"start":{"line":164,"column":8},"end":{"line":164,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1535¿UnaryExpression¿!¿1879¿¿¿¿{"start":{"line":164,"column":8},"end":{"line":164,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿UnaryExpression
1536¿Identifier¿¿1879¿options¿¿¿{"start":{"line":164,"column":9},"end":{"line":164,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1537¿IfStatement¿¿1879¿¿¿¿{"start":{"line":164,"column":4},"end":{"line":164,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿IfStatement
1538¿Identifier¿¿1879¿v153¿¿¿¿¿Identifier
1539¿ExpressionStatement¿¿1879¿¿¿¿{"start":{"line":164,"column":18},"end":{"line":164,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿ExpressionStatement
1540¿AssignmentExpression¿=¿1879¿¿¿¿{"start":{"line":164,"column":18},"end":{"line":164,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿AssignmentExpression
1541¿Identifier¿¿1879¿options¿¿¿{"start":{"line":164,"column":18},"end":{"line":164,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1542¿ObjectExpression¿¿1879¿¿¿¿¿¿ObjectExpression
1543¿BlockStatement¿¿1879¿¿¿¿¿¿BlockStatement
1544¿VariableDeclarator¿¿1879¿rootDir¿¿¿{"start":{"line":166,"column":10},"end":{"line":166,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1545¿VariableDeclarator¿¿1879¿v154¿¿¿{"start":{"line":166,"column":20},"end":{"line":166,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1546¿MemberExpression¿¿1879¿¿¿¿{"start":{"line":166,"column":20},"end":{"line":166,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1547¿Identifier¿¿1879¿options¿¿¿{"start":{"line":166,"column":20},"end":{"line":166,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1548¿Identifier¿¿1879¿rootDir¿¿¿{"start":{"line":166,"column":28},"end":{"line":166,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1549¿VariableDeclarator¿¿1879¿v155¿¿¿{"start":{"line":166,"column":38},"end":{"line":166,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1550¿MemberExpression¿¿1879¿¿¿¿{"start":{"line":166,"column":38},"end":{"line":166,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1551¿Identifier¿¿1879¿options¿¿¿{"start":{"line":166,"column":38},"end":{"line":166,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1552¿Identifier¿¿1879¿rootDir¿¿¿{"start":{"line":166,"column":46},"end":{"line":166,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1553¿VariableDeclarator¿¿1879¿v156¿¿¿{"start":{"line":166,"column":56},"end":{"line":166,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1554¿CallExpression¿¿1879¿¿¿¿{"start":{"line":166,"column":56},"end":{"line":166,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿CallExpression
1555¿MemberExpression¿¿1879¿¿¿¿{"start":{"line":166,"column":56},"end":{"line":166,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1556¿Identifier¿¿1879¿process¿¿¿{"start":{"line":166,"column":56},"end":{"line":166,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1557¿Identifier¿¿1879¿cwd¿¿¿{"start":{"line":166,"column":64},"end":{"line":166,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1558¿IfStatement¿¿1879¿¿¿¿{"start":{"line":166,"column":20},"end":{"line":166,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿IfStatement
1559¿Identifier¿¿1879¿v154¿¿¿¿¿Identifier
1560¿ExpressionStatement¿¿1879¿¿¿¿{"start":{"line":166,"column":20},"end":{"line":166,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿ExpressionStatement
1561¿AssignmentExpression¿=¿1879¿¿¿¿{"start":{"line":166,"column":20},"end":{"line":166,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿AssignmentExpression
1562¿Identifier¿¿1879¿rootDir¿¿¿{"start":{"line":166,"column":20},"end":{"line":166,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1563¿Identifier¿¿1879¿v155¿¿¿¿¿Identifier
1564¿BlockStatement¿¿1879¿¿¿¿¿¿BlockStatement
1565¿ExpressionStatement¿¿1879¿¿¿¿{"start":{"line":166,"column":20},"end":{"line":166,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿ExpressionStatement
1566¿AssignmentExpression¿=¿1879¿¿¿¿{"start":{"line":166,"column":20},"end":{"line":166,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿AssignmentExpression
1567¿Identifier¿¿1879¿rootDir¿¿¿{"start":{"line":166,"column":20},"end":{"line":166,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1568¿Identifier¿¿1879¿v156¿¿¿¿¿Identifier
1569¿BlockStatement¿¿1879¿¿¿¿¿¿BlockStatement
1570¿VariableDeclarator¿¿1879¿v157¿¿¿{"start":{"line":167,"column":50},"end":{"line":167,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1571¿MemberExpression¿¿1879¿¿¿¿{"start":{"line":167,"column":50},"end":{"line":167,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1572¿Identifier¿¿1879¿req¿¿¿{"start":{"line":167,"column":50},"end":{"line":167,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1573¿Identifier¿¿1879¿url¿¿¿{"start":{"line":167,"column":54},"end":{"line":167,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1574¿VariableDeclarator¿¿1879¿v158¿¿¿{"start":{"line":167,"column":40},"end":{"line":167,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1575¿CallExpression¿¿1879¿¿¿¿{"start":{"line":167,"column":40},"end":{"line":167,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿CallExpression
1576¿MemberExpression¿¿1879¿¿¿¿{"start":{"line":167,"column":40},"end":{"line":167,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1577¿Identifier¿¿1879¿url¿¿¿{"start":{"line":167,"column":40},"end":{"line":167,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1578¿Identifier¿¿1879¿parse¿¿¿{"start":{"line":167,"column":44},"end":{"line":167,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1579¿Identifier¿¿1879¿v157¿¿¿¿¿Identifier
1580¿VariableDeclarator¿¿1879¿v159¿¿¿{"start":{"line":167,"column":40},"end":{"line":167,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1581¿MemberExpression¿¿1879¿¿¿¿{"start":{"line":167,"column":40},"end":{"line":167,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1582¿Identifier¿¿1879¿v158¿¿¿¿¿Identifier
1583¿Identifier¿¿1879¿pathname¿¿¿{"start":{"line":167,"column":59},"end":{"line":167,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1584¿VariableDeclarator¿¿1879¿basePath¿¿¿{"start":{"line":167,"column":10},"end":{"line":167,"column":68},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1585¿CallExpression¿¿1879¿¿¿¿{"start":{"line":167,"column":21},"end":{"line":167,"column":68},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿CallExpression
1586¿MemberExpression¿¿1879¿¿¿¿{"start":{"line":167,"column":21},"end":{"line":167,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1587¿Identifier¿¿1879¿path¿¿¿{"start":{"line":167,"column":21},"end":{"line":167,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1588¿Identifier¿¿1879¿join¿¿¿{"start":{"line":167,"column":26},"end":{"line":167,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1589¿Identifier¿¿1879¿rootDir¿¿¿{"start":{"line":167,"column":31},"end":{"line":167,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1590¿Identifier¿¿1879¿v159¿¿¿¿¿Identifier
1591¿VariableDeclarator¿¿1879¿compress¿¿¿{"start":{"line":168,"column":10},"end":{"line":168,"column":86},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1592¿VariableDeclarator¿¿1879¿v160¿¿¿{"start":{"line":168,"column":21},"end":{"line":168,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1593¿MemberExpression¿¿1879¿¿¿¿{"start":{"line":168,"column":21},"end":{"line":168,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1594¿Identifier¿¿1879¿options¿¿¿{"start":{"line":168,"column":21},"end":{"line":168,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1595¿Identifier¿¿1879¿compress¿¿¿{"start":{"line":168,"column":29},"end":{"line":168,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1596¿VariableDeclarator¿¿1879¿v161¿¿¿{"start":{"line":168,"column":41},"end":{"line":168,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1597¿MemberExpression¿¿1879¿¿¿¿{"start":{"line":168,"column":41},"end":{"line":168,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1598¿Identifier¿¿1879¿req¿¿¿{"start":{"line":168,"column":41},"end":{"line":168,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1599¿Identifier¿¿1879¿headers¿¿¿{"start":{"line":168,"column":45},"end":{"line":168,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1600¿VariableDeclarator¿¿1879¿v162¿¿¿{"start":{"line":168,"column":41},"end":{"line":168,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1601¿MemberExpression¿computed¿1879¿¿¿¿{"start":{"line":168,"column":41},"end":{"line":168,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1602¿Identifier¿¿1879¿v161¿¿¿¿¿Identifier
1603¿Literal¿string¿1879¿¿'accept-encoding'¿¿{"start":{"line":168,"column":53},"end":{"line":168,"column":70},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Literal
1604¿VariableDeclarator¿¿1879¿v163¿¿¿{"start":{"line":168,"column":21},"end":{"line":168,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1605¿LogicalExpression¿&&¿1879¿¿¿¿{"start":{"line":168,"column":21},"end":{"line":168,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿LogicalExpression
1606¿Identifier¿¿1879¿v160¿¿¿¿¿Identifier
1607¿Identifier¿¿1879¿v162¿¿¿¿¿Identifier
1608¿IfStatement¿¿1879¿¿¿¿{"start":{"line":168,"column":21},"end":{"line":168,"column":86},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿IfStatement
1609¿Identifier¿¿1879¿v163¿¿¿¿¿Identifier
1610¿ExpressionStatement¿¿1879¿¿¿¿{"start":{"line":168,"column":21},"end":{"line":168,"column":86},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿ExpressionStatement
1611¿AssignmentExpression¿=¿1879¿¿¿¿{"start":{"line":168,"column":21},"end":{"line":168,"column":86},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿AssignmentExpression
1612¿Identifier¿¿1879¿compress¿¿¿{"start":{"line":168,"column":21},"end":{"line":168,"column":86},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1613¿Literal¿boolean¿1879¿¿true¿¿{"start":{"line":168,"column":74},"end":{"line":168,"column":78},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Literal
1614¿BlockStatement¿¿1879¿¿¿¿¿¿BlockStatement
1615¿ExpressionStatement¿¿1879¿¿¿¿{"start":{"line":168,"column":21},"end":{"line":168,"column":86},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿ExpressionStatement
1616¿AssignmentExpression¿=¿1879¿¿¿¿{"start":{"line":168,"column":21},"end":{"line":168,"column":86},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿AssignmentExpression
1617¿Identifier¿¿1879¿compress¿¿¿{"start":{"line":168,"column":21},"end":{"line":168,"column":86},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1618¿Literal¿boolean¿1879¿¿false¿¿{"start":{"line":168,"column":81},"end":{"line":168,"column":86},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Literal
1619¿BlockStatement¿¿1879¿¿¿¿¿¿BlockStatement
