Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
745¿Program¿¿-1¿¿¿¿{"start":{"line":13,"column":0},"end":{"line":258,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Program
1167¿Literal¿string¿1320¿¿'try {'¿¿{"start":{"line":203,"column":26},"end":{"line":203,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Literal
1168¿VariableDeclarator¿¿1320¿v104¿¿¿{"start":{"line":203,"column":14},"end":{"line":203,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1169¿BinaryExpression¿+¿1320¿¿¿¿{"start":{"line":203,"column":14},"end":{"line":203,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿BinaryExpression
1170¿Identifier¿¿1320¿v103¿¿¿¿¿Identifier
1171¿Identifier¿¿1320¿eol¿¿¿{"start":{"line":203,"column":36},"end":{"line":203,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1172¿VariableDeclarator¿¿1320¿v105¿¿¿{"start":{"line":203,"column":14},"end":{"line":203,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1173¿BinaryExpression¿+¿1320¿¿¿¿{"start":{"line":203,"column":14},"end":{"line":203,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿BinaryExpression
1174¿Identifier¿¿1320¿v104¿¿¿¿¿Identifier
1175¿Identifier¿¿1320¿exp¿¿¿{"start":{"line":203,"column":42},"end":{"line":203,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1176¿VariableDeclarator¿¿1320¿v106¿¿¿{"start":{"line":203,"column":14},"end":{"line":203,"column":68},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1177¿BinaryExpression¿+¿1320¿¿¿¿{"start":{"line":203,"column":14},"end":{"line":203,"column":68},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿BinaryExpression
1178¿Identifier¿¿1320¿v105¿¿¿¿¿Identifier
1179¿Literal¿string¿1320¿¿'} catch (ignore) {'¿¿{"start":{"line":203,"column":48},"end":{"line":203,"column":68},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Literal
1180¿VariableDeclarator¿¿1320¿v107¿¿¿{"start":{"line":203,"column":14},"end":{"line":203,"column":74},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1181¿BinaryExpression¿+¿1320¿¿¿¿{"start":{"line":203,"column":14},"end":{"line":203,"column":74},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿BinaryExpression
1182¿Identifier¿¿1320¿v106¿¿¿¿¿Identifier
1183¿Identifier¿¿1320¿eol¿¿¿{"start":{"line":203,"column":71},"end":{"line":203,"column":74},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1184¿VariableDeclarator¿¿1320¿v108¿¿¿{"start":{"line":203,"column":14},"end":{"line":204,"column":42},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1185¿BinaryExpression¿+¿1320¿¿¿¿{"start":{"line":203,"column":14},"end":{"line":204,"column":42},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿BinaryExpression
1186¿Identifier¿¿1320¿v107¿¿¿¿¿Identifier
1187¿Literal¿string¿1320¿¿'// module exports is not defined'¿¿{"start":{"line":204,"column":8},"end":{"line":204,"column":42},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Literal
1188¿VariableDeclarator¿¿1320¿v109¿¿¿{"start":{"line":203,"column":14},"end":{"line":204,"column":48},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1189¿BinaryExpression¿+¿1320¿¿¿¿{"start":{"line":203,"column":14},"end":{"line":204,"column":48},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿BinaryExpression
1190¿Identifier¿¿1320¿v108¿¿¿¿¿Identifier
1191¿Identifier¿¿1320¿eol¿¿¿{"start":{"line":204,"column":45},"end":{"line":204,"column":48},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1192¿VariableDeclarator¿¿1320¿v110¿¿¿{"start":{"line":203,"column":14},"end":{"line":204,"column":54},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1193¿BinaryExpression¿+¿1320¿¿¿¿{"start":{"line":203,"column":14},"end":{"line":204,"column":54},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿BinaryExpression
1194¿Identifier¿¿1320¿v109¿¿¿¿¿Identifier
1195¿Literal¿string¿1320¿¿'}'¿¿{"start":{"line":204,"column":51},"end":{"line":204,"column":54},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Literal
1196¿VariableDeclarator¿¿1320¿out¿¿¿{"start":{"line":203,"column":8},"end":{"line":204,"column":60},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1197¿BinaryExpression¿+¿1320¿¿¿¿{"start":{"line":203,"column":14},"end":{"line":204,"column":60},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿BinaryExpression
1198¿Identifier¿¿1320¿v110¿¿¿¿¿Identifier
1199¿Identifier¿¿1320¿eol¿¿¿{"start":{"line":204,"column":57},"end":{"line":204,"column":60},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1200¿ReturnStatement¿¿1320¿¿¿¿{"start":{"line":205,"column":4},"end":{"line":205,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿ReturnStatement
1201¿Identifier¿¿1320¿out¿¿¿{"start":{"line":205,"column":11},"end":{"line":205,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1202¿BlockStatement¿¿1320¿¿¿¿{"start":{"line":199,"column":46},"end":{"line":206,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿BlockStatement
1203¿ExpressionStatement¿¿1293¿¿¿¿{"start":{"line":198,"column":0},"end":{"line":206,"column":2},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿ExpressionStatement
1204¿AssignmentExpression¿=¿1293¿¿¿¿{"start":{"line":198,"column":0},"end":{"line":206,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿AssignmentExpression
1205¿MemberExpression¿¿1293¿¿¿¿{"start":{"line":198,"column":0},"end":{"line":198,"column":35},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
1206¿Identifier¿¿1293¿v100¿¿¿¿¿Identifier
1207¿Identifier¿¿1293¿generateModuleString¿¿¿{"start":{"line":198,"column":15},"end":{"line":198,"column":35},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1208¿Identifier¿¿1293¿generateModuleString¿¿¿¿¿Identifier
1209¿VariableDeclarator¿exported¿1293¿modulifyString¿¿¿{"start":{"line":224,"column":0},"end":{"line":230,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1210¿FunctionExpression¿¿1293¿anon¿¿¿{"start":{"line":224,"column":18},"end":{"line":230,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿FunctionExpression
1211¿Identifier¿¿0¿src¿¿¿{"start":{"line":224,"column":43},"end":{"line":224,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1212¿ExpressionStatement¿¿1322¿¿¿¿{"start":{"line":225,"column":4},"end":{"line":225,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿ExpressionStatement
1213¿Literal¿string¿1322¿¿'use strict'¿¿{"start":{"line":225,"column":4},"end":{"line":225,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Literal
1214¿VariableDeclarator¿¿1322¿esprima¿¿¿{"start":{"line":226,"column":8},"end":{"line":226,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1215¿CallExpression¿¿1322¿¿¿¿{"start":{"line":226,"column":18},"end":{"line":226,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿CallExpression
1216¿Identifier¿¿1322¿require¿¿¿{"start":{"line":226,"column":18},"end":{"line":226,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1217¿Literal¿string¿1322¿¿'esprima'¿¿{"start":{"line":226,"column":26},"end":{"line":226,"column":35},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Literal
1218¿VariableDeclarator¿¿1322¿v111¿¿¿{"start":{"line":227,"column":33},"end":{"line":227,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1219¿ObjectExpression¿¿1322¿¿¿¿{"start":{"line":227,"column":33},"end":{"line":227,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿ObjectExpression
1220¿Property¿¿1322¿¿¿¿{"start":{"line":227,"column":34},"end":{"line":227,"column":48},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Property
1221¿Identifier¿¿1322¿tolerant¿¿¿{"start":{"line":227,"column":34},"end":{"line":227,"column":42},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1222¿Literal¿boolean¿1322¿¿true¿¿{"start":{"line":227,"column":44},"end":{"line":227,"column":48},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Literal
1223¿VariableDeclarator¿¿1322¿ast¿¿¿{"start":{"line":227,"column":8},"end":{"line":227,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1224¿CallExpression¿¿1322¿¿¿¿{"start":{"line":227,"column":14},"end":{"line":227,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿CallExpression
1225¿MemberExpression¿¿1322¿¿¿¿{"start":{"line":227,"column":14},"end":{"line":227,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
1226¿Identifier¿¿1322¿esprima¿¿¿{"start":{"line":227,"column":14},"end":{"line":227,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1227¿Identifier¿¿1322¿parse¿¿¿{"start":{"line":227,"column":22},"end":{"line":227,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1228¿Identifier¿¿1322¿src¿¿¿{"start":{"line":227,"column":28},"end":{"line":227,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1229¿Identifier¿¿1322¿v111¿¿¿¿¿Identifier
1230¿VariableDeclarator¿¿1322¿v112¿¿¿{"start":{"line":228,"column":14},"end":{"line":228,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1231¿MemberExpression¿¿1322¿¿¿¿{"start":{"line":228,"column":14},"end":{"line":228,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
1232¿Identifier¿¿1322¿modulify¿¿¿{"start":{"line":228,"column":14},"end":{"line":228,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1233¿Identifier¿¿1322¿utils¿¿¿{"start":{"line":228,"column":23},"end":{"line":228,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1234¿VariableDeclarator¿¿1322¿out¿¿¿{"start":{"line":228,"column":8},"end":{"line":228,"column":67},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1235¿CallExpression¿¿1322¿¿¿¿{"start":{"line":228,"column":14},"end":{"line":228,"column":67},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿CallExpression
1236¿MemberExpression¿¿1322¿¿¿¿{"start":{"line":228,"column":14},"end":{"line":228,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
1237¿Identifier¿¿1322¿v112¿¿¿¿¿Identifier
1238¿Identifier¿¿1322¿generateModuleString¿¿¿{"start":{"line":228,"column":29},"end":{"line":228,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1239¿Identifier¿¿1322¿ast¿¿¿{"start":{"line":228,"column":50},"end":{"line":228,"column":53},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1240¿Identifier¿¿1322¿src¿¿¿{"start":{"line":228,"column":55},"end":{"line":228,"column":58},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1241¿Literal¿string¿1322¿¿'\r\n'¿¿{"start":{"line":228,"column":60},"end":{"line":228,"column":66},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Literal
1242¿ReturnStatement¿¿1322¿¿¿¿{"start":{"line":229,"column":4},"end":{"line":229,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿ReturnStatement
1243¿Identifier¿¿1322¿out¿¿¿{"start":{"line":229,"column":11},"end":{"line":229,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1244¿BlockStatement¿¿1322¿¿¿¿{"start":{"line":224,"column":48},"end":{"line":230,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿BlockStatement
1245¿ExpressionStatement¿¿1293¿¿¿¿{"start":{"line":224,"column":0},"end":{"line":230,"column":2},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿ExpressionStatement
1246¿AssignmentExpression¿=¿1293¿¿¿¿{"start":{"line":224,"column":0},"end":{"line":230,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿AssignmentExpression
1247¿MemberExpression¿¿1293¿¿¿¿{"start":{"line":224,"column":0},"end":{"line":224,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
1248¿Identifier¿¿1293¿modulify¿¿¿{"start":{"line":224,"column":0},"end":{"line":224,"column":8},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1249¿Identifier¿¿1293¿string¿¿¿{"start":{"line":224,"column":9},"end":{"line":224,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1250¿Identifier¿¿1293¿modulifyString¿¿¿¿¿Identifier
1251¿VariableDeclarator¿exported¿1293¿modulifyFile¿¿¿{"start":{"line":247,"column":0},"end":{"line":253,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1252¿FunctionExpression¿¿1293¿anon¿¿¿{"start":{"line":247,"column":16},"end":{"line":253,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿FunctionExpression
1253¿Identifier¿¿0¿srcFile¿¿¿{"start":{"line":247,"column":39},"end":{"line":247,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1254¿ExpressionStatement¿¿1324¿¿¿¿{"start":{"line":248,"column":4},"end":{"line":248,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿ExpressionStatement
1255¿Literal¿string¿1324¿¿'use strict'¿¿{"start":{"line":248,"column":4},"end":{"line":248,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Literal
1256¿VariableDeclarator¿¿1324¿fs¿¿¿{"start":{"line":249,"column":8},"end":{"line":249,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1257¿CallExpression¿¿1324¿¿¿¿{"start":{"line":249,"column":13},"end":{"line":249,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿CallExpression
1258¿Identifier¿¿1324¿require¿¿¿{"start":{"line":249,"column":13},"end":{"line":249,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1259¿Literal¿string¿1324¿¿'fs'¿¿{"start":{"line":249,"column":21},"end":{"line":249,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Literal
1260¿VariableDeclarator¿¿1324¿src¿¿¿{"start":{"line":250,"column":8},"end":{"line":250,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1261¿CallExpression¿¿1324¿¿¿¿{"start":{"line":250,"column":14},"end":{"line":250,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿CallExpression
1262¿MemberExpression¿¿1324¿¿¿¿{"start":{"line":250,"column":14},"end":{"line":250,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
1263¿Identifier¿¿1324¿fs¿¿¿{"start":{"line":250,"column":14},"end":{"line":250,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1264¿Identifier¿¿1324¿readFileSync¿¿¿{"start":{"line":250,"column":17},"end":{"line":250,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1265¿Identifier¿¿1324¿srcFile¿¿¿{"start":{"line":250,"column":30},"end":{"line":250,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1266¿Literal¿string¿1324¿¿'utf8'¿¿{"start":{"line":250,"column":39},"end":{"line":250,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Literal
1267¿VariableDeclarator¿¿1324¿out¿¿¿{"start":{"line":251,"column":8},"end":{"line":251,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1268¿CallExpression¿¿1324¿¿¿¿{"start":{"line":251,"column":14},"end":{"line":251,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿CallExpression
1269¿MemberExpression¿¿1324¿¿¿¿{"start":{"line":251,"column":14},"end":{"line":251,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
1270¿Identifier¿¿1324¿modulify¿¿¿{"start":{"line":251,"column":14},"end":{"line":251,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1271¿Identifier¿¿1324¿string¿¿¿{"start":{"line":251,"column":23},"end":{"line":251,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1272¿Identifier¿¿1324¿src¿¿¿{"start":{"line":251,"column":30},"end":{"line":251,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1273¿ReturnStatement¿¿1324¿¿¿¿{"start":{"line":252,"column":4},"end":{"line":252,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿ReturnStatement
1274¿Identifier¿¿1324¿out¿¿¿{"start":{"line":252,"column":11},"end":{"line":252,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1275¿BlockStatement¿¿1324¿¿¿¿{"start":{"line":247,"column":48},"end":{"line":253,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿BlockStatement
1276¿ExpressionStatement¿¿1293¿¿¿¿{"start":{"line":247,"column":0},"end":{"line":253,"column":2},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿ExpressionStatement
1277¿AssignmentExpression¿=¿1293¿¿¿¿{"start":{"line":247,"column":0},"end":{"line":253,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿AssignmentExpression
1278¿MemberExpression¿¿1293¿¿¿¿{"start":{"line":247,"column":0},"end":{"line":247,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
1279¿Identifier¿¿1293¿modulify¿¿¿{"start":{"line":247,"column":0},"end":{"line":247,"column":8},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1280¿Identifier¿¿1293¿file¿¿¿{"start":{"line":247,"column":9},"end":{"line":247,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1281¿Identifier¿¿1293¿modulifyFile¿¿¿¿¿Identifier
1282¿TryStatement¿¿1293¿¿¿¿{"start":{"line":256,"column":0},"end":{"line":258,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿TryStatement
1283¿ExpressionStatement¿¿1293¿¿¿¿{"start":{"line":257,"column":4},"end":{"line":257,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿ExpressionStatement
1284¿AssignmentExpression¿=¿1293¿¿¿¿{"start":{"line":257,"column":4},"end":{"line":257,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿AssignmentExpression
1285¿MemberExpression¿¿1293¿¿¿¿{"start":{"line":257,"column":4},"end":{"line":257,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
1286¿Identifier¿¿1293¿module¿¿¿{"start":{"line":257,"column":4},"end":{"line":257,"column":10},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1287¿Identifier¿¿1293¿exports¿¿¿{"start":{"line":257,"column":11},"end":{"line":257,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1288¿Identifier¿¿1293¿modulify¿¿¿{"start":{"line":257,"column":21},"end":{"line":257,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1289¿BlockStatement¿¿1293¿¿¿¿{"start":{"line":256,"column":4},"end":{"line":258,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿BlockStatement
1290¿CatchClause¿¿1293¿¿¿¿{"start":{"line":258,"column":2},"end":{"line":258,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿CatchClause
1291¿BlockStatement¿¿1293¿¿¿¿{"start":{"line":258,"column":17},"end":{"line":258,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿BlockStatement
1292¿Identifier¿¿1293¿ignore¿¿¿{"start":{"line":258,"column":9},"end":{"line":258,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1293¿CFG_F_START¿¿1293¿__main__¿¿¿¿¿CFG_F_START
1294¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1295¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1296¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1297¿CFG_F_START¿¿1297¿788_anon¿¿¿¿¿CFG_F_START
1298¿CFG_F_END¿¿0¿788_anon¿¿¿¿¿CFG_F_END
1299¿CFG_F_START¿¿1299¿808_anon¿¿¿¿¿CFG_F_START
1300¿CFG_F_END¿¿0¿808_anon¿¿¿¿¿CFG_F_END
1301¿CFG_IF_END¿¿0¿818¿¿¿¿¿CFG_IF_END
1302¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1303¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1304¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1305¿CFG_SWITCH_END¿¿0¿¿¿¿¿¿CFG_SWITCH_END
1306¿CFG_F_START¿¿1306¿882_anon¿¿¿¿¿CFG_F_START
1307¿CFG_F_END¿¿0¿882_anon¿¿¿¿¿CFG_F_END
1308¿CFG_F_START¿¿1308¿902_anon¿¿¿¿¿CFG_F_START
1309¿CFG_F_END¿¿0¿902_anon¿¿¿¿¿CFG_F_END
1310¿CFG_F_START¿¿1310¿931_anon¿¿¿¿¿CFG_F_START
1311¿CFG_F_END¿¿0¿931_anon¿¿¿¿¿CFG_F_END
1312¿CFG_F_START¿¿1312¿969_anon¿¿¿¿¿CFG_F_START
1313¿CFG_F_END¿¿0¿969_anon¿¿¿¿¿CFG_F_END
1314¿CFG_F_START¿¿1314¿1008_anon¿¿¿¿¿CFG_F_START
1315¿CFG_F_END¿¿0¿1008_anon¿¿¿¿¿CFG_F_END
1316¿CFG_F_START¿¿1316¿1059_anon¿¿¿¿¿CFG_F_START
1317¿CFG_F_END¿¿0¿1059_anon¿¿¿¿¿CFG_F_END
1318¿CFG_F_START¿¿1318¿1083_anon¿¿¿¿¿CFG_F_START
1319¿CFG_F_END¿¿0¿1083_anon¿¿¿¿¿CFG_F_END
1320¿CFG_F_START¿¿1320¿1136_anon¿¿¿¿¿CFG_F_START
1321¿CFG_F_END¿¿0¿1136_anon¿¿¿¿¿CFG_F_END
