Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
919¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":100,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Program
1366¿ReturnStatement¿¿1619¿¿¿¿{"start":{"line":57,"column":10},"end":{"line":57,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿ReturnStatement
1367¿Literal¿boolean¿1619¿¿false¿¿{"start":{"line":57,"column":17},"end":{"line":57,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Literal
1368¿BlockStatement¿¿1619¿¿¿¿¿¿BlockStatement
1369¿BlockStatement¿¿1619¿¿¿¿{"start":{"line":55,"column":37},"end":{"line":58,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿BlockStatement
1370¿VariableDeclarator¿¿1619¿v146¿¿¿{"start":{"line":59,"column":29},"end":{"line":59,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1371¿CallExpression¿¿1619¿¿¿¿{"start":{"line":59,"column":29},"end":{"line":59,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿CallExpression
1372¿MemberExpression¿¿1619¿¿¿¿{"start":{"line":59,"column":29},"end":{"line":59,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿MemberExpression
1373¿Identifier¿¿1619¿path¿¿¿{"start":{"line":59,"column":29},"end":{"line":59,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1374¿Identifier¿¿1619¿concat¿¿¿{"start":{"line":59,"column":34},"end":{"line":59,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1375¿Identifier¿¿1619¿k¿¿¿{"start":{"line":59,"column":41},"end":{"line":59,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1376¿VariableDeclarator¿¿1619¿v147¿¿¿{"start":{"line":59,"column":21},"end":{"line":59,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1377¿CallExpression¿¿1619¿¿¿¿{"start":{"line":59,"column":21},"end":{"line":59,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿CallExpression
1378¿Identifier¿¿1619¿iter¿¿¿{"start":{"line":59,"column":21},"end":{"line":59,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1379¿Identifier¿¿1619¿v¿¿¿{"start":{"line":59,"column":26},"end":{"line":59,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1380¿Identifier¿¿1619¿v146¿¿¿¿¿Identifier
1381¿VariableDeclarator¿¿1619¿v148¿¿¿{"start":{"line":59,"column":11},"end":{"line":59,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1382¿BinaryExpression¿===¿1619¿¿¿¿{"start":{"line":59,"column":11},"end":{"line":59,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿BinaryExpression
1383¿Literal¿boolean¿1619¿¿false¿¿{"start":{"line":59,"column":11},"end":{"line":59,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Literal
1384¿Identifier¿¿1619¿v147¿¿¿¿¿Identifier
1385¿IfStatement¿¿1619¿¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿IfStatement
1386¿Identifier¿¿1619¿v148¿¿¿¿¿Identifier
1387¿ReturnStatement¿¿1619¿¿¿¿{"start":{"line":59,"column":46},"end":{"line":59,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿ReturnStatement
1388¿Literal¿boolean¿1619¿¿false¿¿{"start":{"line":59,"column":53},"end":{"line":59,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Literal
1389¿BlockStatement¿¿1619¿¿¿¿¿¿BlockStatement
1390¿BlockStatement¿¿1619¿¿¿¿{"start":{"line":58,"column":13},"end":{"line":60,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿BlockStatement
1391¿BlockStatement¿¿1619¿¿¿¿{"start":{"line":52,"column":22},"end":{"line":61,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿BlockStatement
1392¿BlockStatement¿¿1619¿¿¿¿{"start":{"line":51,"column":7},"end":{"line":62,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿BlockStatement
1393¿ReturnStatement¿¿1619¿¿¿¿{"start":{"line":63,"column":2},"end":{"line":63,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿ReturnStatement
1394¿Literal¿boolean¿1619¿¿true¿¿{"start":{"line":63,"column":9},"end":{"line":63,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Literal
1395¿BlockStatement¿¿1619¿¿¿¿{"start":{"line":35,"column":47},"end":{"line":64,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿BlockStatement
1396¿VariableDeclarator¿exported¿1597¿map¿¿¿{"start":{"line":66,"column":0},"end":{"line":72,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1397¿FunctionExpression¿¿1597¿anon¿¿¿{"start":{"line":66,"column":0},"end":{"line":72,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿FunctionExpression
1398¿Identifier¿¿0¿obj¿¿¿{"start":{"line":66,"column":14},"end":{"line":66,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1399¿Identifier¿¿0¿iter¿¿¿{"start":{"line":66,"column":19},"end":{"line":66,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1400¿Identifier¿¿0¿out¿¿¿{"start":{"line":66,"column":25},"end":{"line":66,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1401¿Identifier¿¿0¿includeArrays¿¿¿{"start":{"line":66,"column":30},"end":{"line":66,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1402¿VariableDeclarator¿¿1631¿out¿¿¿{"start":{"line":67,"column":6},"end":{"line":67,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1403¿VariableDeclarator¿¿1631¿v149¿¿¿{"start":{"line":67,"column":19},"end":{"line":67,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1404¿CallExpression¿¿1631¿¿¿¿{"start":{"line":67,"column":19},"end":{"line":67,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿CallExpression
1405¿MemberExpression¿¿1631¿¿¿¿{"start":{"line":67,"column":19},"end":{"line":67,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿MemberExpression
1406¿Identifier¿¿1631¿Array¿¿¿{"start":{"line":67,"column":19},"end":{"line":67,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1407¿Identifier¿¿1631¿isArray¿¿¿{"start":{"line":67,"column":25},"end":{"line":67,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1408¿Identifier¿¿1631¿obj¿¿¿{"start":{"line":67,"column":33},"end":{"line":67,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1409¿VariableDeclarator¿¿1631¿v150¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1410¿LogicalExpression¿||¿1631¿¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿LogicalExpression
1411¿Identifier¿¿1631¿out¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1412¿Identifier¿¿1631¿v149¿¿¿¿¿Identifier
1413¿VariableDeclarator¿¿1631¿v151¿¿¿{"start":{"line":67,"column":40},"end":{"line":67,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1414¿ArrayExpression¿¿1631¿¿¿¿{"start":{"line":67,"column":40},"end":{"line":67,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿ArrayExpression
1415¿VariableDeclarator¿¿1631¿v152¿¿¿{"start":{"line":67,"column":45},"end":{"line":67,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1416¿ObjectExpression¿¿1631¿¿¿¿{"start":{"line":67,"column":45},"end":{"line":67,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿ObjectExpression
1417¿IfStatement¿¿1631¿¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿IfStatement
1418¿Identifier¿¿1631¿v150¿¿¿¿¿Identifier
1419¿ExpressionStatement¿¿1631¿¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿ExpressionStatement
1420¿AssignmentExpression¿=¿1631¿¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿AssignmentExpression
1421¿Identifier¿¿1631¿out¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1422¿Identifier¿¿1631¿v151¿¿¿¿¿Identifier
1423¿BlockStatement¿¿1631¿¿¿¿¿¿BlockStatement
1424¿ExpressionStatement¿¿1631¿¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿ExpressionStatement
1425¿AssignmentExpression¿=¿1631¿¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿AssignmentExpression
1426¿Identifier¿¿1631¿out¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1427¿Identifier¿¿1631¿v152¿¿¿¿¿Identifier
1428¿BlockStatement¿¿1631¿¿¿¿¿¿BlockStatement
1429¿VariableDeclarator¿¿1631¿v155¿¿¿{"start":{"line":68,"column":12},"end":{"line":70,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1430¿FunctionExpression¿¿1631¿anon¿¿¿{"start":{"line":68,"column":12},"end":{"line":70,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿FunctionExpression
1431¿Identifier¿¿0¿val¿¿¿{"start":{"line":68,"column":22},"end":{"line":68,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1432¿Identifier¿¿0¿path¿¿¿{"start":{"line":68,"column":27},"end":{"line":68,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1433¿VariableDeclarator¿¿1634¿v153¿¿¿{"start":{"line":69,"column":19},"end":{"line":69,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1434¿CallExpression¿¿1634¿¿¿¿{"start":{"line":69,"column":19},"end":{"line":69,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿CallExpression
1435¿Identifier¿¿1634¿iter¿¿¿{"start":{"line":69,"column":19},"end":{"line":69,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1436¿Identifier¿¿1634¿val¿¿¿{"start":{"line":69,"column":24},"end":{"line":69,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1437¿Identifier¿¿1634¿path¿¿¿{"start":{"line":69,"column":29},"end":{"line":69,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1438¿VariableDeclarator¿¿1634¿v154¿¿¿{"start":{"line":69,"column":4},"end":{"line":69,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1439¿CallExpression¿¿1634¿¿¿¿{"start":{"line":69,"column":4},"end":{"line":69,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿CallExpression
1440¿Identifier¿¿1634¿set¿¿¿{"start":{"line":69,"column":4},"end":{"line":69,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1441¿Identifier¿¿1634¿out¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1442¿Identifier¿¿1634¿path¿¿¿{"start":{"line":69,"column":13},"end":{"line":69,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1443¿Identifier¿¿1634¿v153¿¿¿¿¿Identifier
1444¿ExpressionStatement¿¿1634¿¿¿¿{"start":{"line":69,"column":4},"end":{"line":69,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿ExpressionStatement
1445¿Identifier¿¿1634¿v154¿¿¿¿¿Identifier
1446¿BlockStatement¿¿1634¿¿¿¿{"start":{"line":68,"column":33},"end":{"line":70,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿BlockStatement
1447¿VariableDeclarator¿¿1631¿v156¿¿¿{"start":{"line":68,"column":2},"end":{"line":70,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1448¿CallExpression¿¿1631¿¿¿¿{"start":{"line":68,"column":2},"end":{"line":70,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿CallExpression
1449¿Identifier¿¿1631¿each¿¿¿{"start":{"line":68,"column":2},"end":{"line":68,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1450¿Identifier¿¿1631¿obj¿¿¿{"start":{"line":68,"column":7},"end":{"line":68,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1451¿Identifier¿¿1631¿v155¿¿¿¿¿Identifier
1452¿Identifier¿¿1631¿includeArrays¿¿¿{"start":{"line":70,"column":5},"end":{"line":70,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1453¿ExpressionStatement¿¿1631¿¿¿¿{"start":{"line":68,"column":2},"end":{"line":70,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿ExpressionStatement
1454¿Identifier¿¿1631¿v156¿¿¿¿¿Identifier
1455¿ReturnStatement¿¿1631¿¿¿¿{"start":{"line":71,"column":2},"end":{"line":71,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿ReturnStatement
1456¿Identifier¿¿1631¿out¿¿¿{"start":{"line":71,"column":9},"end":{"line":71,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1457¿BlockStatement¿¿1631¿¿¿¿{"start":{"line":66,"column":45},"end":{"line":72,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿BlockStatement
1458¿VariableDeclarator¿exported¿1597¿paths¿¿¿{"start":{"line":74,"column":0},"end":{"line":80,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1459¿FunctionExpression¿¿1597¿anon¿¿¿{"start":{"line":74,"column":0},"end":{"line":80,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿FunctionExpression
1460¿Identifier¿¿0¿obj¿¿¿{"start":{"line":74,"column":16},"end":{"line":74,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1461¿Identifier¿¿0¿incluedArrays¿¿¿{"start":{"line":74,"column":21},"end":{"line":74,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1462¿VariableDeclarator¿¿1636¿out¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1463¿ArrayExpression¿¿1636¿¿¿¿{"start":{"line":75,"column":12},"end":{"line":75,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿ArrayExpression
1464¿VariableDeclarator¿¿1636¿v158¿¿¿{"start":{"line":76,"column":12},"end":{"line":78,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1465¿FunctionExpression¿¿1636¿anon¿¿¿{"start":{"line":76,"column":12},"end":{"line":78,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿FunctionExpression
1466¿Identifier¿¿0¿_¿¿¿{"start":{"line":76,"column":22},"end":{"line":76,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1467¿Identifier¿¿0¿path¿¿¿{"start":{"line":76,"column":25},"end":{"line":76,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1468¿VariableDeclarator¿¿1638¿v157¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1469¿CallExpression¿¿1638¿¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿CallExpression
1470¿MemberExpression¿¿1638¿¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿MemberExpression
1471¿Identifier¿¿1638¿out¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1472¿Identifier¿¿1638¿push¿¿¿{"start":{"line":77,"column":8},"end":{"line":77,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1473¿Identifier¿¿1638¿path¿¿¿{"start":{"line":77,"column":13},"end":{"line":77,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1474¿ExpressionStatement¿¿1638¿¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿ExpressionStatement
1475¿Identifier¿¿1638¿v157¿¿¿¿¿Identifier
1476¿BlockStatement¿¿1638¿¿¿¿{"start":{"line":76,"column":31},"end":{"line":78,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿BlockStatement
1477¿VariableDeclarator¿¿1636¿v159¿¿¿{"start":{"line":76,"column":2},"end":{"line":78,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1478¿CallExpression¿¿1636¿¿¿¿{"start":{"line":76,"column":2},"end":{"line":78,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿CallExpression
1479¿Identifier¿¿1636¿each¿¿¿{"start":{"line":76,"column":2},"end":{"line":76,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1480¿Identifier¿¿1636¿obj¿¿¿{"start":{"line":76,"column":7},"end":{"line":76,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1481¿Identifier¿¿1636¿v158¿¿¿¿¿Identifier
1482¿Identifier¿¿1636¿incluedArrays¿¿¿{"start":{"line":78,"column":5},"end":{"line":78,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1483¿ExpressionStatement¿¿1636¿¿¿¿{"start":{"line":76,"column":2},"end":{"line":78,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿ExpressionStatement
1484¿Identifier¿¿1636¿v159¿¿¿¿¿Identifier
1485¿ReturnStatement¿¿1636¿¿¿¿{"start":{"line":79,"column":2},"end":{"line":79,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿ReturnStatement
1486¿Identifier¿¿1636¿out¿¿¿{"start":{"line":79,"column":9},"end":{"line":79,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1487¿BlockStatement¿¿1636¿¿¿¿{"start":{"line":74,"column":36},"end":{"line":80,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿BlockStatement
1488¿VariableDeclarator¿¿1597¿id¿¿¿{"start":{"line":82,"column":0},"end":{"line":82,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1489¿FunctionExpression¿¿1597¿anon¿¿¿{"start":{"line":82,"column":0},"end":{"line":82,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿FunctionExpression
1490¿Identifier¿¿0¿e¿¿¿{"start":{"line":82,"column":13},"end":{"line":82,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1491¿ReturnStatement¿¿1640¿¿¿¿{"start":{"line":82,"column":18},"end":{"line":82,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿ReturnStatement
1492¿Identifier¿¿1640¿e¿¿¿{"start":{"line":82,"column":25},"end":{"line":82,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1493¿BlockStatement¿¿1640¿¿¿¿{"start":{"line":82,"column":16},"end":{"line":82,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿BlockStatement
1494¿VariableDeclarator¿exported¿1597¿clone¿¿¿{"start":{"line":86,"column":0},"end":{"line":92,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1495¿FunctionExpression¿¿1597¿anon¿¿¿{"start":{"line":86,"column":0},"end":{"line":92,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿FunctionExpression
1496¿Identifier¿¿0¿obj¿¿¿{"start":{"line":86,"column":16},"end":{"line":86,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1497¿VariableDeclarator¿¿1642¿v160¿¿¿{"start":{"line":87,"column":6},"end":{"line":87,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1498¿CallExpression¿¿1642¿¿¿¿{"start":{"line":87,"column":6},"end":{"line":87,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿CallExpression
1499¿Identifier¿¿1642¿isObject¿¿¿{"start":{"line":87,"column":6},"end":{"line":87,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1500¿Identifier¿¿1642¿obj¿¿¿{"start":{"line":87,"column":15},"end":{"line":87,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1501¿Literal¿boolean¿1642¿¿true¿¿{"start":{"line":87,"column":20},"end":{"line":87,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Literal
1502¿VariableDeclarator¿¿1642¿v161¿¿¿{"start":{"line":87,"column":5},"end":{"line":87,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1503¿UnaryExpression¿!¿1642¿¿¿¿{"start":{"line":87,"column":5},"end":{"line":87,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿UnaryExpression
1504¿Identifier¿¿1642¿v160¿¿¿¿¿Identifier
1505¿IfStatement¿¿1642¿¿¿¿{"start":{"line":87,"column":2},"end":{"line":87,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿IfStatement
1506¿Identifier¿¿1642¿v161¿¿¿¿¿Identifier
1507¿ReturnStatement¿¿1642¿¿¿¿{"start":{"line":87,"column":27},"end":{"line":87,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿ReturnStatement
1508¿Identifier¿¿1642¿obj¿¿¿{"start":{"line":87,"column":34},"end":{"line":87,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1509¿BlockStatement¿¿1642¿¿¿¿¿¿BlockStatement
1510¿VariableDeclarator¿¿1642¿_obj¿¿¿{"start":{"line":88,"column":6},"end":{"line":88,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
