Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
8356¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":925,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Program
14618¿BinaryExpression¿+¿15013¿¿¿¿{"start":{"line":894,"column":25},"end":{"line":894,"column":68},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BinaryExpression
14619¿Identifier¿¿15013¿v1926¿¿¿¿¿Identifier
14620¿Identifier¿¿15013¿v1929¿¿¿¿¿Identifier
14621¿VariableDeclarator¿¿15013¿v1931¿¿¿{"start":{"line":894,"column":16},"end":{"line":894,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
14622¿CallExpression¿¿15013¿¿¿¿{"start":{"line":894,"column":16},"end":{"line":894,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿CallExpression
14623¿MemberExpression¿¿15013¿¿¿¿{"start":{"line":894,"column":16},"end":{"line":894,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
14624¿Identifier¿¿15013¿bs¿¿¿{"start":{"line":894,"column":16},"end":{"line":894,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14625¿Identifier¿¿15013¿watch¿¿¿{"start":{"line":894,"column":19},"end":{"line":894,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14626¿Identifier¿¿15013¿v1930¿¿¿¿¿Identifier
14627¿VariableDeclarator¿¿15013¿v1935¿¿¿{"start":{"line":894,"column":83},"end":{"line":896,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
14628¿FunctionExpression¿¿15013¿anon¿¿¿{"start":{"line":894,"column":83},"end":{"line":896,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿FunctionExpression
14629¿Identifier¿¿0¿file¿¿¿{"start":{"line":894,"column":92},"end":{"line":894,"column":96},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14630¿VariableDeclarator¿¿15050¿v1932¿¿¿{"start":{"line":895,"column":20},"end":{"line":895,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
14631¿MemberExpression¿¿15050¿¿¿¿{"start":{"line":895,"column":20},"end":{"line":895,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
14632¿Identifier¿¿15050¿bs¿¿¿{"start":{"line":895,"column":20},"end":{"line":895,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14633¿Identifier¿¿15050¿sockets¿¿¿{"start":{"line":895,"column":23},"end":{"line":895,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14634¿VariableDeclarator¿¿15050¿v1933¿¿¿{"start":{"line":895,"column":54},"end":{"line":895,"column":66},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
14635¿ObjectExpression¿¿15050¿¿¿¿{"start":{"line":895,"column":54},"end":{"line":895,"column":66},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿ObjectExpression
14636¿Property¿¿15050¿¿¿¿{"start":{"line":895,"column":55},"end":{"line":895,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Property
14637¿Identifier¿¿15050¿file¿¿¿{"start":{"line":895,"column":55},"end":{"line":895,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14638¿Identifier¿¿15050¿file¿¿¿{"start":{"line":895,"column":61},"end":{"line":895,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14639¿VariableDeclarator¿¿15050¿v1934¿¿¿{"start":{"line":895,"column":20},"end":{"line":895,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
14640¿CallExpression¿¿15050¿¿¿¿{"start":{"line":895,"column":20},"end":{"line":895,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿CallExpression
14641¿MemberExpression¿¿15050¿¿¿¿{"start":{"line":895,"column":20},"end":{"line":895,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
14642¿Identifier¿¿15050¿v1932¿¿¿¿¿Identifier
14643¿Identifier¿¿15050¿emit¿¿¿{"start":{"line":895,"column":31},"end":{"line":895,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14644¿Literal¿string¿15050¿¿'browser:reload'¿¿{"start":{"line":895,"column":36},"end":{"line":895,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
14645¿Identifier¿¿15050¿v1933¿¿¿¿¿Identifier
14646¿ExpressionStatement¿¿15050¿¿¿¿{"start":{"line":895,"column":20},"end":{"line":895,"column":68},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿ExpressionStatement
14647¿Identifier¿¿15050¿v1934¿¿¿¿¿Identifier
14648¿BlockStatement¿¿15050¿¿¿¿{"start":{"line":894,"column":98},"end":{"line":896,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BlockStatement
14649¿VariableDeclarator¿¿15013¿v1936¿¿¿{"start":{"line":894,"column":16},"end":{"line":896,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
14650¿CallExpression¿¿15013¿¿¿¿{"start":{"line":894,"column":16},"end":{"line":896,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿CallExpression
14651¿MemberExpression¿¿15013¿¿¿¿{"start":{"line":894,"column":16},"end":{"line":894,"column":72},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
14652¿Identifier¿¿15013¿v1931¿¿¿¿¿Identifier
14653¿Identifier¿¿15013¿on¿¿¿{"start":{"line":894,"column":70},"end":{"line":894,"column":72},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14654¿Literal¿string¿15013¿¿'change'¿¿{"start":{"line":894,"column":73},"end":{"line":894,"column":81},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
14655¿Identifier¿¿15013¿v1935¿¿¿¿¿Identifier
14656¿ExpressionStatement¿¿15013¿¿¿¿{"start":{"line":894,"column":16},"end":{"line":896,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿ExpressionStatement
14657¿Identifier¿¿15013¿v1936¿¿¿¿¿Identifier
14658¿VariableDeclarator¿¿15013¿v1924¿¿¿{"start":{"line":893,"column":48},"end":{"line":893,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
14659¿UpdateExpression¿¿15013¿¿¿¿{"start":{"line":893,"column":48},"end":{"line":893,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿UpdateExpression
14660¿Identifier¿¿15013¿i¿¿¿{"start":{"line":893,"column":50},"end":{"line":893,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14661¿ExpressionStatement¿¿15013¿¿¿¿{"start":{"line":893,"column":12},"end":{"line":897,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿ExpressionStatement
14662¿AssignmentExpression¿=¿15013¿¿¿¿{"start":{"line":893,"column":12},"end":{"line":897,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿AssignmentExpression
14663¿Identifier¿¿15013¿v1923¿¿¿{"start":{"line":893,"column":12},"end":{"line":897,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14664¿BinaryExpression¿<¿15013¿¿¿¿{"start":{"line":893,"column":23},"end":{"line":893,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BinaryExpression
14665¿Identifier¿¿15013¿i¿¿¿{"start":{"line":893,"column":23},"end":{"line":893,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14666¿Identifier¿¿15013¿v1922¿¿¿¿¿Identifier
14667¿BlockStatement¿¿15013¿¿¿¿¿¿BlockStatement
14668¿BlockStatement¿¿15013¿¿¿¿{"start":{"line":892,"column":36},"end":{"line":898,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BlockStatement
14669¿VariableDeclarator¿¿15013¿v1937¿¿¿{"start":{"line":900,"column":8},"end":{"line":900,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
14670¿MemberExpression¿¿15013¿¿¿¿{"start":{"line":900,"column":8},"end":{"line":900,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
14671¿Identifier¿¿15013¿process¿¿¿{"start":{"line":900,"column":8},"end":{"line":900,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14672¿Identifier¿¿15013¿stdin¿¿¿{"start":{"line":900,"column":16},"end":{"line":900,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14673¿VariableDeclarator¿¿15013¿v1938¿¿¿{"start":{"line":900,"column":8},"end":{"line":900,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
14674¿CallExpression¿¿15013¿¿¿¿{"start":{"line":900,"column":8},"end":{"line":900,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿CallExpression
14675¿MemberExpression¿¿15013¿¿¿¿{"start":{"line":900,"column":8},"end":{"line":900,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
14676¿Identifier¿¿15013¿v1937¿¿¿¿¿Identifier
14677¿Identifier¿¿15013¿resume¿¿¿{"start":{"line":900,"column":22},"end":{"line":900,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14678¿ExpressionStatement¿¿15013¿¿¿¿{"start":{"line":900,"column":8},"end":{"line":900,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿ExpressionStatement
14679¿Identifier¿¿15013¿v1938¿¿¿¿¿Identifier
14680¿VariableDeclarator¿¿15013¿onExit¿¿¿{"start":{"line":901,"column":8},"end":{"line":911,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
14681¿FunctionExpression¿¿15013¿anon¿¿¿{"start":{"line":901,"column":8},"end":{"line":911,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿FunctionExpression
14682¿Identifier¿¿0¿options¿¿¿{"start":{"line":901,"column":24},"end":{"line":901,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14683¿TryStatement¿¿15054¿¿¿¿{"start":{"line":903,"column":12},"end":{"line":908,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿TryStatement
14684¿VariableDeclarator¿¿15054¿v1939¿¿¿{"start":{"line":905,"column":20},"end":{"line":905,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
14685¿BinaryExpression¿+¿15054¿¿¿¿{"start":{"line":905,"column":20},"end":{"line":905,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BinaryExpression
14686¿Identifier¿¿15054¿currentPath¿¿¿{"start":{"line":905,"column":20},"end":{"line":905,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14687¿Identifier¿¿15054¿outputName¿¿¿{"start":{"line":905,"column":34},"end":{"line":905,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14688¿VariableDeclarator¿¿15054¿v1940¿¿¿{"start":{"line":906,"column":36},"end":{"line":906,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
14689¿BinaryExpression¿+¿15054¿¿¿¿{"start":{"line":906,"column":36},"end":{"line":906,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BinaryExpression
14690¿Identifier¿¿15054¿currentPath¿¿¿{"start":{"line":906,"column":36},"end":{"line":906,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14691¿Identifier¿¿15054¿outputName¿¿¿{"start":{"line":906,"column":50},"end":{"line":906,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14692¿VariableDeclarator¿¿15054¿v1941¿¿¿{"start":{"line":906,"column":20},"end":{"line":906,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
14693¿CallExpression¿¿15054¿¿¿¿{"start":{"line":906,"column":20},"end":{"line":906,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿CallExpression
14694¿MemberExpression¿¿15054¿¿¿¿{"start":{"line":906,"column":20},"end":{"line":906,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
14695¿Identifier¿¿15054¿fs¿¿¿{"start":{"line":906,"column":20},"end":{"line":906,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14696¿Identifier¿¿15054¿readFileSync¿¿¿{"start":{"line":906,"column":23},"end":{"line":906,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14697¿Identifier¿¿15054¿v1940¿¿¿¿¿Identifier
14698¿Literal¿string¿15054¿¿'utf-8'¿¿{"start":{"line":906,"column":62},"end":{"line":906,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
14699¿VariableDeclarator¿¿15054¿v1942¿¿¿{"start":{"line":906,"column":20},"end":{"line":906,"column":139},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
14700¿CallExpression¿¿15054¿¿¿¿{"start":{"line":906,"column":20},"end":{"line":906,"column":139},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿CallExpression
14701¿MemberExpression¿¿15054¿¿¿¿{"start":{"line":906,"column":20},"end":{"line":906,"column":78},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
14702¿Identifier¿¿15054¿v1941¿¿¿¿¿Identifier
14703¿Identifier¿¿15054¿replace¿¿¿{"start":{"line":906,"column":71},"end":{"line":906,"column":78},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14704¿Literal¿string¿15054¿¿'BUNS_WATCH_ENABLED = true;'¿¿{"start":{"line":906,"column":79},"end":{"line":906,"column":107},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
14705¿Literal¿string¿15054¿¿'BUNS_WATCH_ENABLED = false;'¿¿{"start":{"line":906,"column":109},"end":{"line":906,"column":138},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
14706¿VariableDeclarator¿¿15054¿v1943¿¿¿{"start":{"line":904,"column":16},"end":{"line":907,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
14707¿CallExpression¿¿15054¿¿¿¿{"start":{"line":904,"column":16},"end":{"line":907,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿CallExpression
14708¿MemberExpression¿¿15054¿¿¿¿{"start":{"line":904,"column":16},"end":{"line":904,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
14709¿Identifier¿¿15054¿fs¿¿¿{"start":{"line":904,"column":16},"end":{"line":904,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14710¿Identifier¿¿15054¿writeFileSync¿¿¿{"start":{"line":904,"column":19},"end":{"line":904,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14711¿Identifier¿¿15054¿v1939¿¿¿¿¿Identifier
14712¿Identifier¿¿15054¿v1942¿¿¿¿¿Identifier
14713¿ExpressionStatement¿¿15054¿¿¿¿{"start":{"line":904,"column":16},"end":{"line":907,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿ExpressionStatement
14714¿Identifier¿¿15054¿v1943¿¿¿¿¿Identifier
14715¿BlockStatement¿¿15054¿¿¿¿{"start":{"line":903,"column":16},"end":{"line":908,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BlockStatement
14716¿CatchClause¿¿15054¿¿¿¿{"start":{"line":908,"column":14},"end":{"line":908,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿CatchClause
14717¿BlockStatement¿¿15054¿¿¿¿{"start":{"line":908,"column":24},"end":{"line":908,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BlockStatement
14718¿Identifier¿¿15054¿e¿¿¿{"start":{"line":908,"column":21},"end":{"line":908,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14719¿VariableDeclarator¿¿15054¿v1944¿¿¿{"start":{"line":910,"column":12},"end":{"line":910,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
14720¿CallExpression¿¿15054¿¿¿¿{"start":{"line":910,"column":12},"end":{"line":910,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿CallExpression
14721¿MemberExpression¿¿15054¿¿¿¿{"start":{"line":910,"column":12},"end":{"line":910,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
14722¿Identifier¿¿15054¿process¿¿¿{"start":{"line":910,"column":12},"end":{"line":910,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14723¿Identifier¿¿15054¿exit¿¿¿{"start":{"line":910,"column":20},"end":{"line":910,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14724¿ExpressionStatement¿¿15054¿¿¿¿{"start":{"line":910,"column":12},"end":{"line":910,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿ExpressionStatement
14725¿Identifier¿¿15054¿v1944¿¿¿¿¿Identifier
14726¿BlockStatement¿¿15054¿¿¿¿{"start":{"line":901,"column":33},"end":{"line":911,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BlockStatement
14727¿EmptyStatement¿¿15013¿¿¿¿{"start":{"line":911,"column":9},"end":{"line":911,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿EmptyStatement
14728¿VariableDeclarator¿¿15013¿v1945¿¿¿{"start":{"line":913,"column":8},"end":{"line":913,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
14729¿CallExpression¿¿15013¿¿¿¿{"start":{"line":913,"column":8},"end":{"line":913,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿CallExpression
14730¿MemberExpression¿¿15013¿¿¿¿{"start":{"line":913,"column":8},"end":{"line":913,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
14731¿Identifier¿¿15013¿process¿¿¿{"start":{"line":913,"column":8},"end":{"line":913,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14732¿Identifier¿¿15013¿on¿¿¿{"start":{"line":913,"column":16},"end":{"line":913,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14733¿Literal¿string¿15013¿¿'uncaughtException'¿¿{"start":{"line":913,"column":19},"end":{"line":913,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
14734¿Identifier¿¿15013¿onExit¿¿¿{"start":{"line":913,"column":40},"end":{"line":913,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14735¿ExpressionStatement¿¿15013¿¿¿¿{"start":{"line":913,"column":8},"end":{"line":913,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿ExpressionStatement
14736¿Identifier¿¿15013¿v1945¿¿¿¿¿Identifier
14737¿VariableDeclarator¿¿15013¿v1946¿¿¿{"start":{"line":914,"column":8},"end":{"line":914,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
14738¿CallExpression¿¿15013¿¿¿¿{"start":{"line":914,"column":8},"end":{"line":914,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿CallExpression
14739¿MemberExpression¿¿15013¿¿¿¿{"start":{"line":914,"column":8},"end":{"line":914,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
14740¿Identifier¿¿15013¿process¿¿¿{"start":{"line":914,"column":8},"end":{"line":914,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14741¿Identifier¿¿15013¿on¿¿¿{"start":{"line":914,"column":16},"end":{"line":914,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14742¿Literal¿string¿15013¿¿'SIGHUP'¿¿{"start":{"line":914,"column":19},"end":{"line":914,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
14743¿Identifier¿¿15013¿onExit¿¿¿{"start":{"line":914,"column":29},"end":{"line":914,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14744¿ExpressionStatement¿¿15013¿¿¿¿{"start":{"line":914,"column":8},"end":{"line":914,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿ExpressionStatement
14745¿Identifier¿¿15013¿v1946¿¿¿¿¿Identifier
14746¿VariableDeclarator¿¿15013¿v1947¿¿¿{"start":{"line":915,"column":8},"end":{"line":915,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
14747¿CallExpression¿¿15013¿¿¿¿{"start":{"line":915,"column":8},"end":{"line":915,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿CallExpression
14748¿MemberExpression¿¿15013¿¿¿¿{"start":{"line":915,"column":8},"end":{"line":915,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
14749¿Identifier¿¿15013¿process¿¿¿{"start":{"line":915,"column":8},"end":{"line":915,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14750¿Identifier¿¿15013¿on¿¿¿{"start":{"line":915,"column":16},"end":{"line":915,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14751¿Literal¿string¿15013¿¿'SIGINT'¿¿{"start":{"line":915,"column":19},"end":{"line":915,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
14752¿Identifier¿¿15013¿onExit¿¿¿{"start":{"line":915,"column":29},"end":{"line":915,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14753¿ExpressionStatement¿¿15013¿¿¿¿{"start":{"line":915,"column":8},"end":{"line":915,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿ExpressionStatement
14754¿Identifier¿¿15013¿v1947¿¿¿¿¿Identifier
14755¿VariableDeclarator¿¿15013¿v1948¿¿¿{"start":{"line":916,"column":8},"end":{"line":916,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
14756¿CallExpression¿¿15013¿¿¿¿{"start":{"line":916,"column":8},"end":{"line":916,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿CallExpression
14757¿MemberExpression¿¿15013¿¿¿¿{"start":{"line":916,"column":8},"end":{"line":916,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
14758¿Identifier¿¿15013¿process¿¿¿{"start":{"line":916,"column":8},"end":{"line":916,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14759¿Identifier¿¿15013¿on¿¿¿{"start":{"line":916,"column":16},"end":{"line":916,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14760¿Literal¿string¿15013¿¿'SIGTERM'¿¿{"start":{"line":916,"column":19},"end":{"line":916,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
14761¿Identifier¿¿15013¿onExit¿¿¿{"start":{"line":916,"column":30},"end":{"line":916,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
14762¿ExpressionStatement¿¿15013¿¿¿¿{"start":{"line":916,"column":8},"end":{"line":916,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿ExpressionStatement
14763¿Identifier¿¿15013¿v1948¿¿¿¿¿Identifier
14764¿VariableDeclarator¿¿15013¿v1949¿¿¿{"start":{"line":917,"column":8},"end":{"line":917,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
