Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
924¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":73,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Program
1307¿Identifier¿¿1643¿JSON¿¿¿{"start":{"line":42,"column":45},"end":{"line":42,"column":49},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1308¿Identifier¿¿1643¿parse¿¿¿{"start":{"line":42,"column":50},"end":{"line":42,"column":55},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1309¿Identifier¿¿1643¿argValue¿¿¿{"start":{"line":42,"column":56},"end":{"line":42,"column":64},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1310¿VariableDeclarator¿¿1643¿v137¿¿¿{"start":{"line":42,"column":22},"end":{"line":42,"column":76},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1311¿IfStatement¿¿1643¿¿¿¿{"start":{"line":42,"column":22},"end":{"line":42,"column":76},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿IfStatement
1312¿Identifier¿¿1643¿v135¿¿¿¿¿Identifier
1313¿ExpressionStatement¿¿1643¿¿¿¿{"start":{"line":42,"column":22},"end":{"line":42,"column":76},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿ExpressionStatement
1314¿AssignmentExpression¿=¿1643¿¿¿¿{"start":{"line":42,"column":22},"end":{"line":42,"column":76},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿AssignmentExpression
1315¿Identifier¿¿1643¿v137¿¿¿¿¿Identifier
1316¿Identifier¿¿1643¿v136¿¿¿¿¿Identifier
1317¿BlockStatement¿¿1643¿¿¿¿¿¿BlockStatement
1318¿ExpressionStatement¿¿1643¿¿¿¿{"start":{"line":42,"column":22},"end":{"line":42,"column":76},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿ExpressionStatement
1319¿AssignmentExpression¿=¿1643¿¿¿¿{"start":{"line":42,"column":22},"end":{"line":42,"column":76},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿AssignmentExpression
1320¿Identifier¿¿1643¿v137¿¿¿¿¿Identifier
1321¿Identifier¿¿1643¿argValue¿¿¿{"start":{"line":42,"column":68},"end":{"line":42,"column":76},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1322¿BlockStatement¿¿1643¿¿¿¿¿¿BlockStatement
1323¿ExpressionStatement¿¿1643¿¿¿¿{"start":{"line":42,"column":8},"end":{"line":42,"column":77},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿ExpressionStatement
1324¿AssignmentExpression¿=¿1643¿¿¿¿{"start":{"line":42,"column":8},"end":{"line":42,"column":76},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿AssignmentExpression
1325¿MemberExpression¿computed¿1643¿¿¿¿{"start":{"line":42,"column":8},"end":{"line":42,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1326¿Identifier¿¿1643¿config¿¿¿{"start":{"line":42,"column":8},"end":{"line":42,"column":14},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1327¿Identifier¿¿1643¿key¿¿¿{"start":{"line":42,"column":15},"end":{"line":42,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1328¿Identifier¿¿1643¿v137¿¿¿¿¿Identifier
1329¿BlockStatement¿¿1643¿¿¿¿{"start":{"line":39,"column":44},"end":{"line":43,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿BlockStatement
1330¿VariableDeclarator¿¿1643¿v138¿¿¿{"start":{"line":45,"column":15},"end":{"line":45,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1331¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":45,"column":15},"end":{"line":45,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1332¿Identifier¿¿1643¿config¿¿¿{"start":{"line":45,"column":15},"end":{"line":45,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1333¿Identifier¿¿1643¿pdf_options¿¿¿{"start":{"line":45,"column":22},"end":{"line":45,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1334¿VariableDeclarator¿¿1643¿v139¿¿¿{"start":{"line":45,"column":15},"end":{"line":45,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1335¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":45,"column":15},"end":{"line":45,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1336¿Identifier¿¿1643¿v138¿¿¿¿¿Identifier
1337¿Identifier¿¿1643¿margin¿¿¿{"start":{"line":45,"column":34},"end":{"line":45,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1338¿VariableDeclarator¿¿1643¿v140¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1339¿UnaryExpression¿typeof¿1643¿¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿UnaryExpression
1340¿Identifier¿¿1643¿v139¿¿¿¿¿Identifier
1341¿VariableDeclarator¿¿1643¿v141¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":53},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1342¿BinaryExpression¿===¿1643¿¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":53},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿BinaryExpression
1343¿Identifier¿¿1643¿v140¿¿¿¿¿Identifier
1344¿Literal¿string¿1643¿¿'string'¿¿{"start":{"line":45,"column":45},"end":{"line":45,"column":53},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Literal
1345¿IfStatement¿¿1643¿¿¿¿{"start":{"line":45,"column":4},"end":{"line":47,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿IfStatement
1346¿Identifier¿¿1643¿v141¿¿¿¿¿Identifier
1347¿VariableDeclarator¿¿1643¿v143¿¿¿{"start":{"line":46,"column":62},"end":{"line":46,"column":80},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1348¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":46,"column":62},"end":{"line":46,"column":80},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1349¿Identifier¿¿1643¿config¿¿¿{"start":{"line":46,"column":62},"end":{"line":46,"column":68},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1350¿Identifier¿¿1643¿pdf_options¿¿¿{"start":{"line":46,"column":69},"end":{"line":46,"column":80},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1351¿VariableDeclarator¿¿1643¿v144¿¿¿{"start":{"line":46,"column":62},"end":{"line":46,"column":87},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1352¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":46,"column":62},"end":{"line":46,"column":87},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1353¿Identifier¿¿1643¿v143¿¿¿¿¿Identifier
1354¿Identifier¿¿1643¿margin¿¿¿{"start":{"line":46,"column":81},"end":{"line":46,"column":87},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1355¿VariableDeclarator¿¿1643¿v145¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":88},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1356¿CallExpression¿¿1643¿¿¿¿{"start":{"line":46,"column":36},"end":{"line":46,"column":88},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿CallExpression
1357¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":46,"column":36},"end":{"line":46,"column":61},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1358¿Identifier¿¿1643¿helpers_1¿¿¿{"start":{"line":46,"column":36},"end":{"line":46,"column":45},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1359¿Identifier¿¿1643¿getMarginObject¿¿¿{"start":{"line":46,"column":46},"end":{"line":46,"column":61},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1360¿Identifier¿¿1643¿v144¿¿¿¿¿Identifier
1361¿ExpressionStatement¿¿1643¿¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":89},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿ExpressionStatement
1362¿AssignmentExpression¿=¿1643¿¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":88},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿AssignmentExpression
1363¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1364¿Identifier¿¿1643¿v142¿¿¿¿¿Identifier
1365¿Identifier¿¿1643¿margin¿¿¿{"start":{"line":46,"column":27},"end":{"line":46,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1366¿Identifier¿¿1643¿v145¿¿¿¿¿Identifier
1367¿BlockStatement¿¿1643¿¿¿¿{"start":{"line":45,"column":55},"end":{"line":47,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿BlockStatement
1368¿VariableDeclarator¿¿1643¿v146¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1369¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1370¿Identifier¿¿1643¿config¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":14},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1371¿Identifier¿¿1643¿dest¿¿¿{"start":{"line":49,"column":15},"end":{"line":49,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1372¿VariableDeclarator¿¿1643¿v147¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1373¿BinaryExpression¿===¿1643¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿BinaryExpression
1374¿Identifier¿¿1643¿v146¿¿¿¿¿Identifier
1375¿Identifier¿¿1643¿undefined¿¿¿{"start":{"line":49,"column":24},"end":{"line":49,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1376¿IfStatement¿¿1643¿¿¿¿{"start":{"line":49,"column":4},"end":{"line":51,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿IfStatement
1377¿Identifier¿¿1643¿v147¿¿¿¿¿Identifier
1378¿VariableDeclarator¿¿1643¿v148¿¿¿{"start":{"line":50,"column":22},"end":{"line":50,"column":37},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1379¿BinaryExpression¿in¿1643¿¿¿¿{"start":{"line":50,"column":22},"end":{"line":50,"column":37},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿BinaryExpression
1380¿Literal¿string¿1643¿¿'path'¿¿{"start":{"line":50,"column":22},"end":{"line":50,"column":28},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Literal
1381¿Identifier¿¿1643¿input¿¿¿{"start":{"line":50,"column":32},"end":{"line":50,"column":37},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1382¿VariableDeclarator¿¿1643¿v149¿¿¿{"start":{"line":50,"column":81},"end":{"line":50,"column":91},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1383¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":50,"column":81},"end":{"line":50,"column":91},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1384¿Identifier¿¿1643¿input¿¿¿{"start":{"line":50,"column":81},"end":{"line":50,"column":86},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1385¿Identifier¿¿1643¿path¿¿¿{"start":{"line":50,"column":87},"end":{"line":50,"column":91},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1386¿VariableDeclarator¿¿1643¿v150¿¿¿{"start":{"line":50,"column":93},"end":{"line":50,"column":107},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1387¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":50,"column":93},"end":{"line":50,"column":107},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1388¿Identifier¿¿1643¿config¿¿¿{"start":{"line":50,"column":93},"end":{"line":50,"column":99},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1389¿Identifier¿¿1643¿as_html¿¿¿{"start":{"line":50,"column":100},"end":{"line":50,"column":107},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1390¿VariableDeclarator¿¿1643¿v151¿¿¿{"start":{"line":50,"column":93},"end":{"line":50,"column":124},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1391¿IfStatement¿¿1643¿¿¿¿{"start":{"line":50,"column":93},"end":{"line":50,"column":124},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿IfStatement
1392¿Identifier¿¿1643¿v150¿¿¿¿¿Identifier
1393¿ExpressionStatement¿¿1643¿¿¿¿{"start":{"line":50,"column":93},"end":{"line":50,"column":124},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿ExpressionStatement
1394¿AssignmentExpression¿=¿1643¿¿¿¿{"start":{"line":50,"column":93},"end":{"line":50,"column":124},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿AssignmentExpression
1395¿Identifier¿¿1643¿v151¿¿¿¿¿Identifier
1396¿Literal¿string¿1643¿¿'html'¿¿{"start":{"line":50,"column":110},"end":{"line":50,"column":116},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Literal
1397¿BlockStatement¿¿1643¿¿¿¿¿¿BlockStatement
1398¿ExpressionStatement¿¿1643¿¿¿¿{"start":{"line":50,"column":93},"end":{"line":50,"column":124},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿ExpressionStatement
1399¿AssignmentExpression¿=¿1643¿¿¿¿{"start":{"line":50,"column":93},"end":{"line":50,"column":124},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿AssignmentExpression
1400¿Identifier¿¿1643¿v151¿¿¿¿¿Identifier
1401¿Literal¿string¿1643¿¿'pdf'¿¿{"start":{"line":50,"column":119},"end":{"line":50,"column":124},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Literal
1402¿BlockStatement¿¿1643¿¿¿¿¿¿BlockStatement
1403¿VariableDeclarator¿¿1643¿v152¿¿¿{"start":{"line":50,"column":40},"end":{"line":50,"column":125},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1404¿CallExpression¿¿1643¿¿¿¿{"start":{"line":50,"column":40},"end":{"line":50,"column":125},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿CallExpression
1405¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":50,"column":40},"end":{"line":50,"column":80},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1406¿Identifier¿¿1643¿get_output_file_path_1¿¿¿{"start":{"line":50,"column":40},"end":{"line":50,"column":62},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1407¿Identifier¿¿1643¿getOutputFilePath¿¿¿{"start":{"line":50,"column":63},"end":{"line":50,"column":80},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1408¿Identifier¿¿1643¿v149¿¿¿¿¿Identifier
1409¿Identifier¿¿1643¿v151¿¿¿¿¿Identifier
1410¿VariableDeclarator¿¿1643¿v153¿¿¿{"start":{"line":50,"column":22},"end":{"line":50,"column":136},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1411¿IfStatement¿¿1643¿¿¿¿{"start":{"line":50,"column":22},"end":{"line":50,"column":136},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿IfStatement
1412¿Identifier¿¿1643¿v148¿¿¿¿¿Identifier
1413¿ExpressionStatement¿¿1643¿¿¿¿{"start":{"line":50,"column":22},"end":{"line":50,"column":136},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿ExpressionStatement
1414¿AssignmentExpression¿=¿1643¿¿¿¿{"start":{"line":50,"column":22},"end":{"line":50,"column":136},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿AssignmentExpression
1415¿Identifier¿¿1643¿v153¿¿¿¿¿Identifier
1416¿Identifier¿¿1643¿v152¿¿¿¿¿Identifier
1417¿BlockStatement¿¿1643¿¿¿¿¿¿BlockStatement
1418¿ExpressionStatement¿¿1643¿¿¿¿{"start":{"line":50,"column":22},"end":{"line":50,"column":136},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿ExpressionStatement
1419¿AssignmentExpression¿=¿1643¿¿¿¿{"start":{"line":50,"column":22},"end":{"line":50,"column":136},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿AssignmentExpression
1420¿Identifier¿¿1643¿v153¿¿¿¿¿Identifier
1421¿Literal¿string¿1643¿¿'stdout'¿¿{"start":{"line":50,"column":128},"end":{"line":50,"column":136},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Literal
1422¿BlockStatement¿¿1643¿¿¿¿¿¿BlockStatement
1423¿ExpressionStatement¿¿1643¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":137},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿ExpressionStatement
1424¿AssignmentExpression¿=¿1643¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":136},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿AssignmentExpression
1425¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1426¿Identifier¿¿1643¿config¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":14},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1427¿Identifier¿¿1643¿dest¿¿¿{"start":{"line":50,"column":15},"end":{"line":50,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1428¿Identifier¿¿1643¿v153¿¿¿¿¿Identifier
1429¿BlockStatement¿¿1643¿¿¿¿{"start":{"line":49,"column":35},"end":{"line":51,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿BlockStatement
1430¿VariableDeclarator¿¿1643¿v154¿¿¿{"start":{"line":52,"column":62},"end":{"line":52,"column":93},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1431¿CallExpression¿¿1643¿¿¿¿{"start":{"line":52,"column":62},"end":{"line":52,"column":93},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿CallExpression
1432¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":52,"column":62},"end":{"line":52,"column":77},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1433¿Identifier¿¿1643¿require¿¿¿{"start":{"line":52,"column":62},"end":{"line":52,"column":69},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1434¿Identifier¿¿1643¿resolve¿¿¿{"start":{"line":52,"column":70},"end":{"line":52,"column":77},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1435¿Literal¿string¿1643¿¿'highlight.js'¿¿{"start":{"line":52,"column":78},"end":{"line":52,"column":92},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Literal
1436¿VariableDeclarator¿¿1643¿v155¿¿¿{"start":{"line":52,"column":47},"end":{"line":52,"column":94},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1437¿CallExpression¿¿1643¿¿¿¿{"start":{"line":52,"column":47},"end":{"line":52,"column":94},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿CallExpression
1438¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":52,"column":47},"end":{"line":52,"column":61},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1439¿Identifier¿¿1643¿path_1¿¿¿{"start":{"line":52,"column":47},"end":{"line":52,"column":53},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1440¿Identifier¿¿1643¿dirname¿¿¿{"start":{"line":52,"column":54},"end":{"line":52,"column":61},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1441¿Identifier¿¿1643¿v154¿¿¿¿¿Identifier
1442¿VariableDeclarator¿¿1643¿v156¿¿¿{"start":{"line":52,"column":115},"end":{"line":52,"column":137},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1443¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":52,"column":115},"end":{"line":52,"column":137},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
