Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
612¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":100,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Program
1034¿MemberExpression¿¿1096¿¿¿¿{"start":{"line":96,"column":35},"end":{"line":96,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿MemberExpression
1035¿Identifier¿¿1096¿server¿¿¿{"start":{"line":96,"column":35},"end":{"line":96,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
1036¿Identifier¿¿1096¿listen¿¿¿{"start":{"line":96,"column":42},"end":{"line":96,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
1037¿Identifier¿¿1096¿port¿¿¿{"start":{"line":96,"column":49},"end":{"line":96,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
1038¿Identifier¿¿1096¿hostname¿¿¿{"start":{"line":96,"column":55},"end":{"line":96,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
1039¿Identifier¿¿1096¿v77¿¿¿¿¿Identifier
1040¿ReturnStatement¿¿1096¿¿¿¿¿¿ReturnStatement
1041¿Identifier¿¿1096¿v78¿¿¿¿¿Identifier
1042¿BlockStatement¿¿1096¿¿¿¿¿¿BlockStatement
1043¿ExpressionStatement¿¿1069¿¿¿¿{"start":{"line":98,"column":17},"end":{"line":100,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿ExpressionStatement
1044¿AssignmentExpression¿=¿1069¿¿¿¿{"start":{"line":98,"column":17},"end":{"line":100,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿AssignmentExpression
1045¿MemberExpression¿¿1069¿¿¿¿{"start":{"line":98,"column":17},"end":{"line":100,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿MemberExpression
1046¿Identifier¿¿1069¿exports¿¿¿{"start":{"line":98,"column":17},"end":{"line":98,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
1047¿Identifier¿¿1069¿start¿¿¿{"start":{"line":99,"column":2},"end":{"line":99,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
1048¿Identifier¿¿1069¿start¿¿¿{"start":{"line":99,"column":2},"end":{"line":99,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
1049¿AssignmentExpression¿=¿1069¿¿¿¿{"start":{"line":98,"column":0},"end":{"line":100,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿AssignmentExpression
1050¿MemberExpression¿¿1069¿¿¿¿{"start":{"line":98,"column":0},"end":{"line":98,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿MemberExpression
1051¿Identifier¿¿1069¿module¿¿¿{"start":{"line":98,"column":0},"end":{"line":98,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
1052¿Identifier¿¿1069¿exports¿¿¿{"start":{"line":98,"column":7},"end":{"line":98,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
1053¿AssignmentExpression¿=¿1069¿¿¿¿{"start":{"line":98,"column":17},"end":{"line":100,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿AssignmentExpression
1054¿Identifier¿¿1069¿exports¿¿¿{"start":{"line":98,"column":17},"end":{"line":98,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
1055¿ObjectExpression¿¿1069¿¿¿¿{"start":{"line":98,"column":27},"end":{"line":100,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿ObjectExpression
1056¿Property¿¿1069¿¿¿¿{"start":{"line":99,"column":2},"end":{"line":99,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Property
1057¿Identifier¿¿1069¿start¿¿¿{"start":{"line":99,"column":2},"end":{"line":99,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
1058¿Identifier¿¿1069¿start¿¿¿{"start":{"line":99,"column":2},"end":{"line":99,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
1059¿ExpressionStatement¿¿1069¿¿¿¿{"start":{"line":98,"column":0},"end":{"line":100,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿ExpressionStatement
1060¿AssignmentExpression¿=¿1069¿¿¿¿{"start":{"line":98,"column":0},"end":{"line":100,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿AssignmentExpression
1061¿Identifier¿¿1069¿exports¿¿¿{"start":{"line":98,"column":0},"end":{"line":100,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
1062¿ObjectExpression¿¿1069¿¿¿¿¿¿ObjectExpression
1063¿ExpressionStatement¿¿1069¿¿¿¿{"start":{"line":98,"column":0},"end":{"line":100,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿ExpressionStatement
1064¿AssignmentExpression¿=¿1069¿¿¿¿{"start":{"line":98,"column":0},"end":{"line":100,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿AssignmentExpression
1065¿MemberExpression¿¿1069¿¿¿¿{"start":{"line":98,"column":0},"end":{"line":98,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿MemberExpression
1066¿Identifier¿¿1069¿module¿¿¿{"start":{"line":98,"column":0},"end":{"line":98,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
1067¿Identifier¿¿1069¿exports¿¿¿{"start":{"line":98,"column":7},"end":{"line":98,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
1068¿Identifier¿¿1069¿exports¿¿¿{"start":{"line":98,"column":17},"end":{"line":98,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
1069¿CFG_F_START¿¿1069¿__main__¿¿¿¿¿CFG_F_START
1070¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1071¿CFG_F_START¿¿1071¿658_anon¿¿¿¿¿CFG_F_START
1072¿CFG_F_END¿¿0¿658_anon¿¿¿¿¿CFG_F_END
1073¿CFG_IF_END¿¿0¿711¿¿¿¿¿CFG_IF_END
1074¿CFG_IF_END¿¿0¿735¿¿¿¿¿CFG_IF_END
1075¿CFG_IF_END¿¿0¿812¿¿¿¿¿CFG_IF_END
1076¿CFG_IF_END¿¿0¿791¿¿¿¿¿CFG_IF_END
1077¿CFG_IF_END¿¿0¿770¿¿¿¿¿CFG_IF_END
1078¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1079¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1080¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1081¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1082¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1083¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1084¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1085¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1086¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1087¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1088¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1089¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1090¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1091¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1092¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1093¿CFG_SWITCH_END¿¿0¿¿¿¿¿¿CFG_SWITCH_END
1094¿CFG_F_START¿¿1094¿988_anon¿¿¿¿¿CFG_F_START
1095¿CFG_F_END¿¿0¿988_anon¿¿¿¿¿CFG_F_END
1096¿CFG_F_START¿¿1096¿1018_anon¿¿¿¿¿CFG_F_START
1097¿CFG_F_END¿¿0¿1018_anon¿¿¿¿¿CFG_F_END
1098¿CFG_F_START¿¿1098¿1022_anon¿¿¿¿¿CFG_F_START
1099¿CFG_F_END¿¿0¿1022_anon¿¿¿¿¿CFG_F_END
1100¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1101¿PDG_CALL¿¿1069¿1069.CALL->require-o115¿¿¿¿¿PDG_CALL
1102¿PDG_OBJECT¿¿0¿1069.http-o116¿¿¿¿¿PDG_OBJECT
1103¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1104¿PDG_CALL¿¿1069¿1069.CALL->require-o117¿¿¿¿¿PDG_CALL
1105¿PDG_OBJECT¿¿0¿1069.url-o118¿¿¿¿¿PDG_OBJECT
1106¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1107¿PDG_CALL¿¿1069¿1069.CALL->require-o119¿¿¿¿¿PDG_CALL
1108¿PDG_OBJECT¿¿0¿1069.v40-o120¿¿¿¿¿PDG_OBJECT
1109¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1110¿PDG_OBJECT¿¿0¿1069.v40.inspect-o121¿¿¿¿¿PDG_OBJECT
1111¿PDG_CALL¿¿1069¿1069.CALL->require-o122¿¿¿¿¿PDG_CALL
1112¿PDG_OBJECT¿¿0¿1069.fs-o123¿¿¿¿¿PDG_OBJECT
1113¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1114¿PDG_CALL¿¿1069¿1069.CALL->require-o124¿¿¿¿¿PDG_CALL
1115¿PDG_OBJECT¿¿0¿1069.v41-o125¿¿¿¿¿PDG_OBJECT
1116¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1117¿PDG_OBJECT¿¿0¿1069.v41.resolve-o126¿¿¿¿¿PDG_OBJECT
1118¿PDG_CALL¿¿1069¿1069.CALL->require-o127¿¿¿¿¿PDG_CALL
1119¿PDG_OBJECT¿¿0¿1069.v42-o128¿¿¿¿¿PDG_OBJECT
1120¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1121¿PDG_OBJECT¿¿0¿1069.v42.extname-o129¿¿¿¿¿PDG_OBJECT
1122¿PDG_CALL¿¿1069¿1069.CALL->require-o130¿¿¿¿¿PDG_CALL
1123¿PDG_OBJECT¿¿0¿1069.v43-o131¿¿¿¿¿PDG_OBJECT
1124¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1125¿PDG_CALL¿¿1069¿1069.CALL->v43-o132¿¿¿¿¿PDG_CALL
1126¿PDG_OBJECT¿¿0¿1069.debug-o133¿¿¿¿¿PDG_OBJECT
1127¿PDG_OBJECT¿¿0¿1071.this-o134¿¿¿¿¿PDG_OBJECT
1128¿PDG_OBJECT¿¿0¿1071.req-o135¿¿¿¿¿PDG_OBJECT
1129¿PDG_OBJECT¿¿0¿1071.res-o136¿¿¿¿¿PDG_OBJECT
1130¿PDG_OBJECT¿¿0¿1069.v71-o137¿¿¿¿¿PDG_OBJECT
1131¿PDG_CALL¿¿1069¿1069.CALL->http.createServer-o138¿¿¿¿¿PDG_CALL
1132¿PDG_OBJECT¿¿0¿1069.server-o139¿¿¿¿¿PDG_OBJECT
1133¿PDG_OBJECT¿¿0¿1094.this-o140¿¿¿¿¿PDG_OBJECT
1134¿PDG_OBJECT¿¿0¿1094.err-o141¿¿¿¿¿PDG_OBJECT
1135¿PDG_OBJECT¿¿0¿1094.socket-o142¿¿¿¿¿PDG_OBJECT
1136¿PDG_OBJECT¿¿0¿1069.v74-o143¿¿¿¿¿PDG_OBJECT
1137¿PDG_CALL¿¿1069¿1069.CALL->server.on-o144¿¿¿¿¿PDG_CALL
1138¿PDG_OBJECT¿¿0¿1069.v75-o145¿¿¿¿¿PDG_OBJECT
1139¿PDG_OBJECT¿¿0¿1096.this-o146¿¿¿¿¿PDG_OBJECT
1140¿PDG_OBJECT¿¿0¿1096.port-o147¿¿¿¿¿PDG_OBJECT
1141¿PDG_OBJECT¿¿0¿1096.hostname-o148¿¿¿¿¿PDG_OBJECT
1142¿PDG_OBJECT¿¿0¿1069.start-o149¿¿¿¿¿PDG_OBJECT
1143¿PDG_OBJECT¿¿0¿1069.exports-o150¿¿¿¿¿PDG_OBJECT
1144¿PDG_OBJECT¿¿0¿1069.exports.start-o151¿¿¿¿¿PDG_OBJECT
1145¿PDG_OBJECT¿¿0¿1069.exports-o152¿¿¿¿¿PDG_OBJECT
1146¿PDG_OBJECT¿¿0¿1069.module-o153¿¿¿¿¿PDG_OBJECT
1147¿PDG_OBJECT¿¿0¿1069.module.exports-o154¿¿¿¿¿PDG_OBJECT
1148¿PDG_OBJECT¿¿0¿1071.req.url-o155¿¿¿¿¿PDG_OBJECT
1149¿PDG_CALL¿¿1071¿1071.CALL->debug-o156¿¿¿¿¿PDG_CALL
1150¿PDG_OBJECT¿¿0¿1071.v45-o157¿¿¿¿¿PDG_OBJECT
1151¿PDG_CALL¿¿1071¿1071.CALL->url.parse-o158¿¿¿¿¿PDG_CALL
1152¿PDG_OBJECT¿¿0¿1071.parsedUrl-o159¿¿¿¿¿PDG_OBJECT
1153¿PDG_OBJECT¿¿0¿1071.parsedUrl.pathname-o160¿¿¿¿¿PDG_OBJECT
1154¿PDG_CALL¿¿1071¿1071.CALL->v47.slice-o161¿¿¿¿¿PDG_CALL
1155¿PDG_OBJECT¿¿0¿1071.v48-o162¿¿¿¿¿PDG_OBJECT
1156¿PDG_OBJECT¿¿0¿1071.path-o163¿¿¿¿¿PDG_OBJECT
1157¿PDG_CALL¿¿1071¿1071.CALL->debug-o164¿¿¿¿¿PDG_CALL
1158¿PDG_OBJECT¿¿0¿1071.v49-o165¿¿¿¿¿PDG_OBJECT
1159¿PDG_OBJECT¿¿0¿1071.path.length-o166¿¿¿¿¿PDG_OBJECT
1160¿PDG_OBJECT¿¿0¿1071.v51-o167¿¿¿¿¿PDG_OBJECT
1161¿PDG_CALL¿¿1071¿1071.CALL->debug-o168¿¿¿¿¿PDG_CALL
1162¿PDG_OBJECT¿¿0¿1071.v52-o169¿¿¿¿¿PDG_OBJECT
1163¿PDG_CALL¿¿1071¿1071.CALL->resolve-o170¿¿¿¿¿PDG_CALL
1164¿PDG_OBJECT¿¿0¿1071.path-o171¿¿¿¿¿PDG_OBJECT
1165¿PDG_CALL¿¿1071¿1071.CALL->fs.existsSync-o172¿¿¿¿¿PDG_CALL
1166¿PDG_OBJECT¿¿0¿1071.v53-o173¿¿¿¿¿PDG_OBJECT
1167¿PDG_CALL¿¿1071¿1071.CALL->console.log-o174¿¿¿¿¿PDG_CALL
1168¿PDG_OBJECT¿¿0¿1071.v55-o175¿¿¿¿¿PDG_OBJECT
1169¿PDG_OBJECT¿¿0¿1071.res-o176¿¿¿¿¿PDG_OBJECT
1170¿PDG_OBJECT¿¿0¿1071.res.statusCode-o177¿¿¿¿¿PDG_OBJECT
1171¿PDG_CALL¿¿1071¿1071.CALL->res.end-o178¿¿¿¿¿PDG_CALL
1172¿PDG_OBJECT¿¿0¿1071.v56-o179¿¿¿¿¿PDG_OBJECT
1173¿PDG_RETURN¿¿0¿1071.RET_OBJ-o180¿¿¿¿¿PDG_RETURN
1174¿PDG_CALL¿¿1071¿1071.CALL->fs.statSync-o181¿¿¿¿¿PDG_CALL
1175¿PDG_OBJECT¿¿0¿1071.stats-o182¿¿¿¿¿PDG_OBJECT
1176¿PDG_CALL¿¿1071¿1071.CALL->stats.isDirectory-o183¿¿¿¿¿PDG_CALL
1177¿PDG_OBJECT¿¿0¿1071.v57-o184¿¿¿¿¿PDG_OBJECT
1178¿PDG_CALL¿¿1071¿1071.CALL->console.log-o185¿¿¿¿¿PDG_CALL
1179¿PDG_OBJECT¿¿0¿1071.v58-o186¿¿¿¿¿PDG_OBJECT
1180¿PDG_CALL¿¿1071¿1071.CALL->resolve-o187¿¿¿¿¿PDG_CALL
1181¿PDG_OBJECT¿¿0¿1071.v59-o188¿¿¿¿¿PDG_OBJECT
1182¿PDG_CALL¿¿1071¿1071.CALL->fs.existsSync-o189¿¿¿¿¿PDG_CALL
1183¿PDG_OBJECT¿¿0¿1071.v60-o190¿¿¿¿¿PDG_OBJECT
1184¿PDG_CALL¿¿1071¿1071.CALL->resolve-o191¿¿¿¿¿PDG_CALL
1185¿PDG_OBJECT¿¿0¿1071.path-o192¿¿¿¿¿PDG_OBJECT
1186¿PDG_CALL¿¿1071¿1071.CALL->resolve-o193¿¿¿¿¿PDG_CALL
1187¿PDG_OBJECT¿¿0¿1071.v61-o194¿¿¿¿¿PDG_OBJECT
1188¿PDG_CALL¿¿1071¿1071.CALL->fs.existsSync-o195¿¿¿¿¿PDG_CALL
1189¿PDG_OBJECT¿¿0¿1071.v62-o196¿¿¿¿¿PDG_OBJECT
1190¿PDG_CALL¿¿1071¿1071.CALL->resolve-o197¿¿¿¿¿PDG_CALL
1191¿PDG_OBJECT¿¿0¿1071.path-o198¿¿¿¿¿PDG_OBJECT
1192¿PDG_CALL¿¿1071¿1071.CALL->console.log-o199¿¿¿¿¿PDG_CALL
1193¿PDG_OBJECT¿¿0¿1071.v63-o200¿¿¿¿¿PDG_OBJECT
1194¿PDG_OBJECT¿¿0¿1071.res-o201¿¿¿¿¿PDG_OBJECT
1195¿PDG_OBJECT¿¿0¿1071.res.statusCode-o202¿¿¿¿¿PDG_OBJECT
1196¿PDG_CALL¿¿1071¿1071.CALL->res.end-o203¿¿¿¿¿PDG_CALL
1197¿PDG_OBJECT¿¿0¿1071.v64-o204¿¿¿¿¿PDG_OBJECT
1198¿PDG_RETURN¿¿0¿1071.RET_OBJ-o205¿¿¿¿¿PDG_RETURN
1199¿PDG_CALL¿¿1071¿1071.CALL->extname-o206¿¿¿¿¿PDG_CALL
1200¿PDG_OBJECT¿¿0¿1071.v65-o207¿¿¿¿¿PDG_OBJECT
1201¿PDG_CALL¿¿1071¿1071.CALL->res.setHeader-o208¿¿¿¿¿PDG_CALL
1202¿PDG_OBJECT¿¿0¿1071.v66-o209¿¿¿¿¿PDG_OBJECT
1203¿PDG_OBJECT¿¿0¿1071.v67-o210¿¿¿¿¿PDG_OBJECT
1204¿PDG_CALL¿¿1071¿1071.CALL->fs.readFileSync-o211¿¿¿¿¿PDG_CALL
1205¿PDG_OBJECT¿¿0¿1071.v68-o212¿¿¿¿¿PDG_OBJECT
1206¿TAINT_SINK¿¿0¿readFileSync¿¿¿¿¿TAINT_SINK
1207¿PDG_CALL¿¿1071¿1071.CALL->res.write-o213¿¿¿¿¿PDG_CALL
1208¿PDG_OBJECT¿¿0¿1071.v69-o214¿¿¿¿¿PDG_OBJECT
1209¿TAINT_SINK¿¿0¿write¿¿¿¿¿TAINT_SINK
1210¿PDG_CALL¿¿1071¿1071.CALL->res.end-o215¿¿¿¿¿PDG_CALL
1211¿PDG_OBJECT¿¿0¿1071.v70-o216¿¿¿¿¿PDG_OBJECT
1212¿PDG_CALL¿¿1094¿1094.CALL->console.error-o217¿¿¿¿¿PDG_CALL
1213¿PDG_OBJECT¿¿0¿1094.v72-o218¿¿¿¿¿PDG_OBJECT
1214¿PDG_CALL¿¿1094¿1094.CALL->socket.end-o219¿¿¿¿¿PDG_CALL
1215¿PDG_OBJECT¿¿0¿1094.v73-o220¿¿¿¿¿PDG_OBJECT
1216¿PDG_OBJECT¿¿0¿1098.this-o221¿¿¿¿¿PDG_OBJECT
1217¿PDG_OBJECT¿¿0¿1096.v77-o222¿¿¿¿¿PDG_OBJECT
1218¿PDG_CALL¿¿1096¿1096.CALL->server.listen-o223¿¿¿¿¿PDG_CALL
1219¿PDG_OBJECT¿¿0¿1096.v78-o224¿¿¿¿¿PDG_OBJECT
1220¿PDG_RETURN¿¿0¿1096.RET_OBJ-o225¿¿¿¿¿PDG_RETURN
1221¿PDG_CALL¿¿1098¿1098.CALL->console.log-o226¿¿¿¿¿PDG_CALL
1222¿PDG_OBJECT¿¿0¿1098.v76-o227¿¿¿¿¿PDG_OBJECT
1223¿PDG_RETURN¿¿0¿1098.RET_OBJ-o228¿¿¿¿¿PDG_RETURN
