Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
3175¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":270,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Program
5502¿CFG_F_START¿¿5502¿4443_anon¿¿¿¿¿CFG_F_START
5503¿CFG_F_END¿¿0¿4443_anon¿¿¿¿¿CFG_F_END
5504¿CFG_F_START¿¿5504¿4463_anon¿¿¿¿¿CFG_F_START
5505¿CFG_F_END¿¿0¿4463_anon¿¿¿¿¿CFG_F_END
5506¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
5507¿CFG_F_START¿¿5507¿4537_createBranch¿¿¿¿¿CFG_F_START
5508¿CFG_F_END¿¿0¿4537_createBranch¿¿¿¿¿CFG_F_END
5509¿CFG_F_START¿¿5509¿4558_deleteBranch¿¿¿¿¿CFG_F_START
5510¿CFG_F_END¿¿0¿4558_deleteBranch¿¿¿¿¿CFG_F_END
5511¿CFG_F_START¿¿5511¿4579_getDiffByRevisionFileList¿¿¿¿¿CFG_F_START
5512¿CFG_F_END¿¿0¿4579_getDiffByRevisionFileList¿¿¿¿¿CFG_F_END
5513¿CFG_F_START¿¿5513¿4600_getConflictList¿¿¿¿¿CFG_F_START
5514¿CFG_F_END¿¿0¿4600_getConflictList¿¿¿¿¿CFG_F_END
5515¿CFG_F_START¿¿5515¿4619_getUncommittedList¿¿¿¿¿CFG_F_START
5516¿CFG_F_END¿¿0¿4619_getUncommittedList¿¿¿¿¿CFG_F_END
5517¿CFG_F_START¿¿5517¿4638_getLastChanges¿¿¿¿¿CFG_F_START
5518¿CFG_F_END¿¿0¿4638_getLastChanges¿¿¿¿¿CFG_F_END
5519¿CFG_F_START¿¿5519¿4640_anon¿¿¿¿¿CFG_F_START
5520¿CFG_F_END¿¿0¿4640_anon¿¿¿¿¿CFG_F_END
5521¿CFG_F_START¿¿5521¿4650_anon¿¿¿¿¿CFG_F_START
5522¿CFG_F_END¿¿0¿4650_anon¿¿¿¿¿CFG_F_END
5523¿CFG_IF_END¿¿0¿4676¿¿¿¿¿CFG_IF_END
5524¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
5525¿CFG_F_START¿¿5525¿4757_removeLocalBranch¿¿¿¿¿CFG_F_START
5526¿CFG_F_END¿¿0¿4757_removeLocalBranch¿¿¿¿¿CFG_F_END
5527¿CFG_F_START¿¿5527¿4778_removeRemoteBranch¿¿¿¿¿CFG_F_START
5528¿CFG_F_END¿¿0¿4778_removeRemoteBranch¿¿¿¿¿CFG_F_END
5529¿CFG_F_START¿¿5529¿4799_getLocalBranchList¿¿¿¿¿CFG_F_START
5530¿CFG_F_END¿¿0¿4799_getLocalBranchList¿¿¿¿¿CFG_F_END
5531¿CFG_F_START¿¿5531¿4801_anon¿¿¿¿¿CFG_F_START
5532¿CFG_F_END¿¿0¿4801_anon¿¿¿¿¿CFG_F_END
5533¿CFG_F_START¿¿5533¿4811_anon¿¿¿¿¿CFG_F_START
5534¿CFG_F_END¿¿0¿4811_anon¿¿¿¿¿CFG_F_END
5535¿CFG_F_START¿¿5535¿4831_anon¿¿¿¿¿CFG_F_START
5536¿CFG_F_END¿¿0¿4831_anon¿¿¿¿¿CFG_F_END
5537¿CFG_F_START¿¿5537¿4855_anon¿¿¿¿¿CFG_F_START
5538¿CFG_F_END¿¿0¿4855_anon¿¿¿¿¿CFG_F_END
5539¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
5540¿CFG_F_START¿¿5540¿4915_getRemoteBranchList¿¿¿¿¿CFG_F_START
5541¿CFG_F_END¿¿0¿4915_getRemoteBranchList¿¿¿¿¿CFG_F_END
5542¿CFG_F_START¿¿5542¿4917_anon¿¿¿¿¿CFG_F_START
5543¿CFG_F_END¿¿0¿4917_anon¿¿¿¿¿CFG_F_END
5544¿CFG_F_START¿¿5544¿4927_anon¿¿¿¿¿CFG_F_START
5545¿CFG_F_END¿¿0¿4927_anon¿¿¿¿¿CFG_F_END
5546¿CFG_F_START¿¿5546¿4947_anon¿¿¿¿¿CFG_F_START
5547¿CFG_F_END¿¿0¿4947_anon¿¿¿¿¿CFG_F_END
5548¿CFG_F_START¿¿5548¿4984_anon¿¿¿¿¿CFG_F_START
5549¿CFG_F_END¿¿0¿4984_anon¿¿¿¿¿CFG_F_END
5550¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
5551¿CFG_F_START¿¿5551¿5055_getRemotes¿¿¿¿¿CFG_F_START
5552¿CFG_F_END¿¿0¿5055_getRemotes¿¿¿¿¿CFG_F_END
5553¿CFG_F_START¿¿5553¿5057_anon¿¿¿¿¿CFG_F_START
5554¿CFG_F_END¿¿0¿5057_anon¿¿¿¿¿CFG_F_END
5555¿CFG_F_START¿¿5555¿5067_anon¿¿¿¿¿CFG_F_START
5556¿CFG_F_END¿¿0¿5067_anon¿¿¿¿¿CFG_F_END
5557¿CFG_F_START¿¿5557¿5087_anon¿¿¿¿¿CFG_F_START
5558¿CFG_F_END¿¿0¿5087_anon¿¿¿¿¿CFG_F_END
5559¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
5560¿CFG_F_START¿¿5560¿5144_getRemoteUrl¿¿¿¿¿CFG_F_START
5561¿CFG_F_END¿¿0¿5144_getRemoteUrl¿¿¿¿¿CFG_F_END
5562¿CFG_F_START¿¿5562¿5153_anon¿¿¿¿¿CFG_F_START
5563¿CFG_F_END¿¿0¿5153_anon¿¿¿¿¿CFG_F_END
5564¿CFG_F_START¿¿5564¿5191_getTimeOfLastCommit¿¿¿¿¿CFG_F_START
5565¿CFG_F_END¿¿0¿5191_getTimeOfLastCommit¿¿¿¿¿CFG_F_END
5566¿CFG_F_START¿¿5566¿5194_anon¿¿¿¿¿CFG_F_START
5567¿CFG_F_END¿¿0¿5194_anon¿¿¿¿¿CFG_F_END
5568¿CFG_F_START¿¿5568¿5204_anon¿¿¿¿¿CFG_F_START
5569¿CFG_F_END¿¿0¿5204_anon¿¿¿¿¿CFG_F_END
5570¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
5571¿CFG_F_START¿¿5571¿5299_getHashOfLastCommit¿¿¿¿¿CFG_F_START
5572¿CFG_F_END¿¿0¿5299_getHashOfLastCommit¿¿¿¿¿CFG_F_END
5573¿CFG_F_START¿¿5573¿5302_anon¿¿¿¿¿CFG_F_START
5574¿CFG_F_END¿¿0¿5302_anon¿¿¿¿¿CFG_F_END
5575¿CFG_F_START¿¿5575¿5312_anon¿¿¿¿¿CFG_F_START
5576¿CFG_F_END¿¿0¿5312_anon¿¿¿¿¿CFG_F_END
5577¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
5578¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
5579¿PDG_OBJECT¿¿0¿5395.v291-o769¿¿¿¿¿PDG_OBJECT
5580¿PDG_OBJECT¿¿0¿5397.this-o770¿¿¿¿¿PDG_OBJECT
5581¿PDG_OBJECT¿¿0¿5397.thisArg-o771¿¿¿¿¿PDG_OBJECT
5582¿PDG_OBJECT¿¿0¿5397._arguments-o772¿¿¿¿¿PDG_OBJECT
5583¿PDG_OBJECT¿¿0¿5397.P-o773¿¿¿¿¿PDG_OBJECT
5584¿PDG_OBJECT¿¿0¿5397.generator-o774¿¿¿¿¿PDG_OBJECT
5585¿PDG_OBJECT¿¿0¿5395.v317-o775¿¿¿¿¿PDG_OBJECT
5586¿PDG_OBJECT¿¿0¿5395.v318-o776¿¿¿¿¿PDG_OBJECT
5587¿PDG_CALL¿¿5395¿5395.CALL->Object.defineProperty-o777¿¿¿¿¿PDG_CALL
5588¿PDG_OBJECT¿¿0¿5395.v319-o778¿¿¿¿¿PDG_OBJECT
5589¿PDG_OBJECT¿¿0¿5395.v320-o779¿¿¿¿¿PDG_OBJECT
5590¿PDG_OBJECT¿¿0¿5395.exports-o780¿¿¿¿¿PDG_OBJECT
5591¿PDG_OBJECT¿¿0¿5395.exports.Git-o781¿¿¿¿¿PDG_OBJECT
5592¿PDG_CALL¿¿5395¿5395.CALL->require-o782¿¿¿¿¿PDG_CALL
5593¿PDG_OBJECT¿¿0¿5395.events_1-o783¿¿¿¿¿PDG_OBJECT
5594¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
5595¿PDG_CALL¿¿5395¿5395.CALL->require-o784¿¿¿¿¿PDG_CALL
5596¿PDG_OBJECT¿¿0¿5395.child_process_1-o785¿¿¿¿¿PDG_OBJECT
5597¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
5598¿PDG_OBJECT¿¿0¿5415.this-o786¿¿¿¿¿PDG_OBJECT
5599¿PDG_OBJECT¿¿0¿5415.options-o787¿¿¿¿¿PDG_OBJECT
5600¿PDG_OBJECT¿¿0¿5395.Git-o788¿¿¿¿¿PDG_OBJECT
5601¿PDG_OBJECT¿¿0¿5417.this-o789¿¿¿¿¿PDG_OBJECT
5602¿PDG_OBJECT¿¿0¿5417.cmd-o790¿¿¿¿¿PDG_OBJECT
5603¿PDG_OBJECT¿¿0¿5395.gitExec-o791¿¿¿¿¿PDG_OBJECT
5604¿PDG_OBJECT¿¿0¿5395.Git-o792¿¿¿¿¿PDG_OBJECT
5605¿PDG_OBJECT¿¿0¿5395.Git.gitExec-o793¿¿¿¿¿PDG_OBJECT
5606¿PDG_OBJECT¿¿0¿5436.this-o794¿¿¿¿¿PDG_OBJECT
5607¿PDG_OBJECT¿¿0¿5436.diffOptions-o795¿¿¿¿¿PDG_OBJECT
5608¿PDG_OBJECT¿¿0¿5395.getDiffFileList-o796¿¿¿¿¿PDG_OBJECT
5609¿PDG_OBJECT¿¿0¿5395.Git-o797¿¿¿¿¿PDG_OBJECT
5610¿PDG_OBJECT¿¿0¿5395.Git.getDiffFileList-o798¿¿¿¿¿PDG_OBJECT
5611¿PDG_OBJECT¿¿0¿5445.this-o799¿¿¿¿¿PDG_OBJECT
5612¿PDG_OBJECT¿¿0¿5395.init-o800¿¿¿¿¿PDG_OBJECT
5613¿PDG_OBJECT¿¿0¿5395.Git-o801¿¿¿¿¿PDG_OBJECT
5614¿PDG_OBJECT¿¿0¿5395.Git.init-o802¿¿¿¿¿PDG_OBJECT
5615¿PDG_OBJECT¿¿0¿5447.this-o803¿¿¿¿¿PDG_OBJECT
5616¿PDG_OBJECT¿¿0¿5447.dir-o804¿¿¿¿¿PDG_OBJECT
5617¿PDG_OBJECT¿¿0¿5395.setDir-o805¿¿¿¿¿PDG_OBJECT
5618¿PDG_OBJECT¿¿0¿5395.Git-o806¿¿¿¿¿PDG_OBJECT
5619¿PDG_OBJECT¿¿0¿5395.Git.setDir-o807¿¿¿¿¿PDG_OBJECT
5620¿PDG_OBJECT¿¿0¿5449.this-o808¿¿¿¿¿PDG_OBJECT
5621¿PDG_OBJECT¿¿0¿5449.repository-o809¿¿¿¿¿PDG_OBJECT
5622¿PDG_OBJECT¿¿0¿5449.dest-o810¿¿¿¿¿PDG_OBJECT
5623¿PDG_OBJECT¿¿0¿5449.options-o811¿¿¿¿¿PDG_OBJECT
5624¿PDG_OBJECT¿¿0¿5395.clone-o812¿¿¿¿¿PDG_OBJECT
5625¿PDG_OBJECT¿¿0¿5395.Git-o813¿¿¿¿¿PDG_OBJECT
5626¿PDG_OBJECT¿¿0¿5395.Git.clone-o814¿¿¿¿¿PDG_OBJECT
5627¿PDG_OBJECT¿¿0¿5452.this-o815¿¿¿¿¿PDG_OBJECT
5628¿PDG_OBJECT¿¿0¿5452.branchName-o816¿¿¿¿¿PDG_OBJECT
5629¿PDG_OBJECT¿¿0¿5395.checkout-o817¿¿¿¿¿PDG_OBJECT
5630¿PDG_OBJECT¿¿0¿5395.Git-o818¿¿¿¿¿PDG_OBJECT
5631¿PDG_OBJECT¿¿0¿5395.Git.checkout-o819¿¿¿¿¿PDG_OBJECT
5632¿PDG_OBJECT¿¿0¿5454.this-o820¿¿¿¿¿PDG_OBJECT
5633¿PDG_OBJECT¿¿0¿5454.init-o821¿¿¿¿¿PDG_OBJECT
5634¿PDG_OBJECT¿¿0¿5454.recursive-o822¿¿¿¿¿PDG_OBJECT
5635¿PDG_OBJECT¿¿0¿5395.updateSubmodules-o823¿¿¿¿¿PDG_OBJECT
5636¿PDG_OBJECT¿¿0¿5395.Git-o824¿¿¿¿¿PDG_OBJECT
5637¿PDG_OBJECT¿¿0¿5395.Git.updateSubmodules-o825¿¿¿¿¿PDG_OBJECT
5638¿PDG_OBJECT¿¿0¿5458.this-o826¿¿¿¿¿PDG_OBJECT
5639¿PDG_OBJECT¿¿0¿5458.message-o827¿¿¿¿¿PDG_OBJECT
5640¿PDG_OBJECT¿¿0¿5458.all-o828¿¿¿¿¿PDG_OBJECT
5641¿PDG_OBJECT¿¿0¿5395.commit-o829¿¿¿¿¿PDG_OBJECT
5642¿PDG_OBJECT¿¿0¿5395.Git-o830¿¿¿¿¿PDG_OBJECT
5643¿PDG_OBJECT¿¿0¿5395.Git.commit-o831¿¿¿¿¿PDG_OBJECT
5644¿PDG_OBJECT¿¿0¿5461.this-o832¿¿¿¿¿PDG_OBJECT
5645¿PDG_OBJECT¿¿0¿5461.remote-o833¿¿¿¿¿PDG_OBJECT
5646¿PDG_OBJECT¿¿0¿5461.options-o834¿¿¿¿¿PDG_OBJECT
5647¿PDG_OBJECT¿¿0¿5395.pull-o835¿¿¿¿¿PDG_OBJECT
5648¿PDG_OBJECT¿¿0¿5395.Git-o836¿¿¿¿¿PDG_OBJECT
5649¿PDG_OBJECT¿¿0¿5395.Git.pull-o837¿¿¿¿¿PDG_OBJECT
5650¿PDG_OBJECT¿¿0¿5470.this-o838¿¿¿¿¿PDG_OBJECT
5651¿PDG_OBJECT¿¿0¿5470.remote-o839¿¿¿¿¿PDG_OBJECT
5652¿PDG_OBJECT¿¿0¿5395.push-o840¿¿¿¿¿PDG_OBJECT
5653¿PDG_OBJECT¿¿0¿5395.Git-o841¿¿¿¿¿PDG_OBJECT
5654¿PDG_OBJECT¿¿0¿5395.Git.push-o842¿¿¿¿¿PDG_OBJECT
5655¿PDG_OBJECT¿¿0¿5477.this-o843¿¿¿¿¿PDG_OBJECT
5656¿PDG_OBJECT¿¿0¿5395.add-o844¿¿¿¿¿PDG_OBJECT
5657¿PDG_OBJECT¿¿0¿5395.Git-o845¿¿¿¿¿PDG_OBJECT
5658¿PDG_OBJECT¿¿0¿5395.Git.add-o846¿¿¿¿¿PDG_OBJECT
5659¿PDG_OBJECT¿¿0¿5479.this-o847¿¿¿¿¿PDG_OBJECT
5660¿PDG_OBJECT¿¿0¿5479.name-o848¿¿¿¿¿PDG_OBJECT
5661¿PDG_OBJECT¿¿0¿5479.url-o849¿¿¿¿¿PDG_OBJECT
5662¿PDG_OBJECT¿¿0¿5395.addRemote-o850¿¿¿¿¿PDG_OBJECT
5663¿PDG_OBJECT¿¿0¿5395.Git-o851¿¿¿¿¿PDG_OBJECT
5664¿PDG_OBJECT¿¿0¿5395.Git.addRemote-o852¿¿¿¿¿PDG_OBJECT
5665¿PDG_OBJECT¿¿0¿5481.this-o853¿¿¿¿¿PDG_OBJECT
5666¿PDG_OBJECT¿¿0¿5481.name-o854¿¿¿¿¿PDG_OBJECT
5667¿PDG_OBJECT¿¿0¿5481.url-o855¿¿¿¿¿PDG_OBJECT
5668¿PDG_OBJECT¿¿0¿5395.setRemote-o856¿¿¿¿¿PDG_OBJECT
5669¿PDG_OBJECT¿¿0¿5395.Git-o857¿¿¿¿¿PDG_OBJECT
5670¿PDG_OBJECT¿¿0¿5395.Git.setRemote-o858¿¿¿¿¿PDG_OBJECT
5671¿PDG_OBJECT¿¿0¿5483.this-o859¿¿¿¿¿PDG_OBJECT
5672¿PDG_OBJECT¿¿0¿5483.branchName-o860¿¿¿¿¿PDG_OBJECT
5673¿PDG_OBJECT¿¿0¿5483.mergeOptions-o861¿¿¿¿¿PDG_OBJECT
5674¿PDG_OBJECT¿¿0¿5395.merge-o862¿¿¿¿¿PDG_OBJECT
5675¿PDG_OBJECT¿¿0¿5395.Git-o863¿¿¿¿¿PDG_OBJECT
5676¿PDG_OBJECT¿¿0¿5395.Git.merge-o864¿¿¿¿¿PDG_OBJECT
5677¿PDG_OBJECT¿¿0¿5485.this-o865¿¿¿¿¿PDG_OBJECT
5678¿PDG_OBJECT¿¿0¿5395.fetch-o866¿¿¿¿¿PDG_OBJECT
5679¿PDG_OBJECT¿¿0¿5395.Git-o867¿¿¿¿¿PDG_OBJECT
5680¿PDG_OBJECT¿¿0¿5395.Git.fetch-o868¿¿¿¿¿PDG_OBJECT
5681¿PDG_OBJECT¿¿0¿5487.this-o869¿¿¿¿¿PDG_OBJECT
5682¿PDG_OBJECT¿¿0¿5395.reset-o870¿¿¿¿¿PDG_OBJECT
5683¿PDG_OBJECT¿¿0¿5395.Git-o871¿¿¿¿¿PDG_OBJECT
5684¿PDG_OBJECT¿¿0¿5395.Git.reset-o872¿¿¿¿¿PDG_OBJECT
5685¿PDG_OBJECT¿¿0¿5489.this-o873¿¿¿¿¿PDG_OBJECT
5686¿PDG_OBJECT¿¿0¿5489.fileName-o874¿¿¿¿¿PDG_OBJECT
5687¿PDG_OBJECT¿¿0¿5395.getHash-o875¿¿¿¿¿PDG_OBJECT
5688¿PDG_OBJECT¿¿0¿5395.Git-o876¿¿¿¿¿PDG_OBJECT
5689¿PDG_OBJECT¿¿0¿5395.Git.getHash-o877¿¿¿¿¿PDG_OBJECT
5690¿PDG_OBJECT¿¿0¿5496.this-o878¿¿¿¿¿PDG_OBJECT
5691¿PDG_OBJECT¿¿0¿5496.fileName-o879¿¿¿¿¿PDG_OBJECT
5692¿PDG_OBJECT¿¿0¿5395.diffMaster-o880¿¿¿¿¿PDG_OBJECT
5693¿PDG_OBJECT¿¿0¿5395.Git-o881¿¿¿¿¿PDG_OBJECT
5694¿PDG_OBJECT¿¿0¿5395.Git.diffMaster-o882¿¿¿¿¿PDG_OBJECT
5695¿PDG_OBJECT¿¿0¿5498.this-o883¿¿¿¿¿PDG_OBJECT
5696¿PDG_OBJECT¿¿0¿5395.getBranchName-o884¿¿¿¿¿PDG_OBJECT
5697¿PDG_OBJECT¿¿0¿5395.Git-o885¿¿¿¿¿PDG_OBJECT
5698¿PDG_OBJECT¿¿0¿5395.Git.getBranchName-o886¿¿¿¿¿PDG_OBJECT
5699¿PDG_OBJECT¿¿0¿5507.this-o887¿¿¿¿¿PDG_OBJECT
5700¿PDG_OBJECT¿¿0¿5507.branchName-o888¿¿¿¿¿PDG_OBJECT
5701¿PDG_OBJECT¿¿0¿5395.createBranch-o889¿¿¿¿¿PDG_OBJECT
5702¿PDG_OBJECT¿¿0¿5395.Git-o890¿¿¿¿¿PDG_OBJECT
5703¿PDG_OBJECT¿¿0¿5395.Git.createBranch-o891¿¿¿¿¿PDG_OBJECT
5704¿PDG_OBJECT¿¿0¿5509.this-o892¿¿¿¿¿PDG_OBJECT
5705¿PDG_OBJECT¿¿0¿5509.branchName-o893¿¿¿¿¿PDG_OBJECT
5706¿PDG_OBJECT¿¿0¿5395.deleteBranch-o894¿¿¿¿¿PDG_OBJECT
5707¿PDG_OBJECT¿¿0¿5395.Git-o895¿¿¿¿¿PDG_OBJECT
5708¿PDG_OBJECT¿¿0¿5395.Git.deleteBranch-o896¿¿¿¿¿PDG_OBJECT
5709¿PDG_OBJECT¿¿0¿5511.this-o897¿¿¿¿¿PDG_OBJECT
5710¿PDG_OBJECT¿¿0¿5511.revision-o898¿¿¿¿¿PDG_OBJECT
5711¿PDG_OBJECT¿¿0¿5395.getDiffByRevisionFileList-o899¿¿¿¿¿PDG_OBJECT
5712¿PDG_OBJECT¿¿0¿5395.Git-o900¿¿¿¿¿PDG_OBJECT
5713¿PDG_OBJECT¿¿0¿5395.Git.getDiffByRevisionFileList-o901¿¿¿¿¿PDG_OBJECT
5714¿PDG_OBJECT¿¿0¿5513.this-o902¿¿¿¿¿PDG_OBJECT
5715¿PDG_OBJECT¿¿0¿5395.getConflictList-o903¿¿¿¿¿PDG_OBJECT
5716¿PDG_OBJECT¿¿0¿5395.Git-o904¿¿¿¿¿PDG_OBJECT
5717¿PDG_OBJECT¿¿0¿5395.Git.getConflictList-o905¿¿¿¿¿PDG_OBJECT
5718¿PDG_OBJECT¿¿0¿5515.this-o906¿¿¿¿¿PDG_OBJECT
5719¿PDG_OBJECT¿¿0¿5395.getUncommittedList-o907¿¿¿¿¿PDG_OBJECT
5720¿PDG_OBJECT¿¿0¿5395.Git-o908¿¿¿¿¿PDG_OBJECT
5721¿PDG_OBJECT¿¿0¿5395.Git.getUncommittedList-o909¿¿¿¿¿PDG_OBJECT
5722¿PDG_OBJECT¿¿0¿5517.this-o910¿¿¿¿¿PDG_OBJECT
5723¿PDG_OBJECT¿¿0¿5395.getLastChanges-o911¿¿¿¿¿PDG_OBJECT
5724¿PDG_OBJECT¿¿0¿5395.Git-o912¿¿¿¿¿PDG_OBJECT
5725¿PDG_OBJECT¿¿0¿5395.Git.getLastChanges-o913¿¿¿¿¿PDG_OBJECT
5726¿PDG_OBJECT¿¿0¿5525.this-o914¿¿¿¿¿PDG_OBJECT
5727¿PDG_OBJECT¿¿0¿5525.branchName-o915¿¿¿¿¿PDG_OBJECT
5728¿PDG_OBJECT¿¿0¿5395.removeLocalBranch-o916¿¿¿¿¿PDG_OBJECT
5729¿PDG_OBJECT¿¿0¿5395.Git-o917¿¿¿¿¿PDG_OBJECT
5730¿PDG_OBJECT¿¿0¿5395.Git.removeLocalBranch-o918¿¿¿¿¿PDG_OBJECT
5731¿PDG_OBJECT¿¿0¿5527.this-o919¿¿¿¿¿PDG_OBJECT
5732¿PDG_OBJECT¿¿0¿5527.branchName-o920¿¿¿¿¿PDG_OBJECT
5733¿PDG_OBJECT¿¿0¿5395.removeRemoteBranch-o921¿¿¿¿¿PDG_OBJECT
5734¿PDG_OBJECT¿¿0¿5395.Git-o922¿¿¿¿¿PDG_OBJECT
5735¿PDG_OBJECT¿¿0¿5395.Git.removeRemoteBranch-o923¿¿¿¿¿PDG_OBJECT
5736¿PDG_OBJECT¿¿0¿5529.this-o924¿¿¿¿¿PDG_OBJECT
5737¿PDG_OBJECT¿¿0¿5395.getLocalBranchList-o925¿¿¿¿¿PDG_OBJECT
5738¿PDG_OBJECT¿¿0¿5395.Git-o926¿¿¿¿¿PDG_OBJECT
5739¿PDG_OBJECT¿¿0¿5395.Git.getLocalBranchList-o927¿¿¿¿¿PDG_OBJECT
5740¿PDG_OBJECT¿¿0¿5540.this-o928¿¿¿¿¿PDG_OBJECT
5741¿PDG_OBJECT¿¿0¿5395.getRemoteBranchList-o929¿¿¿¿¿PDG_OBJECT
5742¿PDG_OBJECT¿¿0¿5395.Git-o930¿¿¿¿¿PDG_OBJECT
5743¿PDG_OBJECT¿¿0¿5395.Git.getRemoteBranchList-o931¿¿¿¿¿PDG_OBJECT
5744¿PDG_OBJECT¿¿0¿5551.this-o932¿¿¿¿¿PDG_OBJECT
5745¿PDG_OBJECT¿¿0¿5395.getRemotes-o933¿¿¿¿¿PDG_OBJECT
5746¿PDG_OBJECT¿¿0¿5395.Git-o934¿¿¿¿¿PDG_OBJECT
5747¿PDG_OBJECT¿¿0¿5395.Git.getRemotes-o935¿¿¿¿¿PDG_OBJECT
5748¿PDG_OBJECT¿¿0¿5560.this-o936¿¿¿¿¿PDG_OBJECT
5749¿PDG_OBJECT¿¿0¿5560.name-o937¿¿¿¿¿PDG_OBJECT
5750¿PDG_OBJECT¿¿0¿5395.getRemoteUrl-o938¿¿¿¿¿PDG_OBJECT
5751¿PDG_OBJECT¿¿0¿5395.Git-o939¿¿¿¿¿PDG_OBJECT
5752¿PDG_OBJECT¿¿0¿5395.Git.getRemoteUrl-o940¿¿¿¿¿PDG_OBJECT
5753¿PDG_OBJECT¿¿0¿5564.this-o941¿¿¿¿¿PDG_OBJECT
5754¿PDG_OBJECT¿¿0¿5564.branchName-o942¿¿¿¿¿PDG_OBJECT
5755¿PDG_OBJECT¿¿0¿5395.getTimeOfLastCommit-o943¿¿¿¿¿PDG_OBJECT
5756¿PDG_OBJECT¿¿0¿5395.Git-o944¿¿¿¿¿PDG_OBJECT
5757¿PDG_OBJECT¿¿0¿5395.Git.getTimeOfLastCommit-o945¿¿¿¿¿PDG_OBJECT
5758¿PDG_OBJECT¿¿0¿5571.this-o946¿¿¿¿¿PDG_OBJECT
5759¿PDG_OBJECT¿¿0¿5571.branchName-o947¿¿¿¿¿PDG_OBJECT
5760¿PDG_OBJECT¿¿0¿5395.getHashOfLastCommit-o948¿¿¿¿¿PDG_OBJECT
5761¿PDG_OBJECT¿¿0¿5395.Git-o949¿¿¿¿¿PDG_OBJECT
5762¿PDG_OBJECT¿¿0¿5395.Git.getHashOfLastCommit-o950¿¿¿¿¿PDG_OBJECT
5763¿PDG_OBJECT¿¿0¿5395.Git-o951¿¿¿¿¿PDG_OBJECT
5764¿PDG_OBJECT¿¿0¿5395.Git.is_class-o952¿¿¿¿¿PDG_OBJECT
5765¿PDG_OBJECT¿¿0¿5395.exports-o953¿¿¿¿¿PDG_OBJECT
5766¿PDG_OBJECT¿¿0¿5395.exports.Git-o954¿¿¿¿¿PDG_OBJECT
5767¿PDG_OBJECT¿¿0¿5399.this-o955¿¿¿¿¿PDG_OBJECT
5768¿PDG_OBJECT¿¿0¿5399.value-o956¿¿¿¿¿PDG_OBJECT
5769¿PDG_OBJECT¿¿0¿5397.adopt-o957¿¿¿¿¿PDG_OBJECT
5770¿PDG_OBJECT¿¿0¿5397.v297-o958¿¿¿¿¿PDG_OBJECT
5771¿PDG_OBJECT¿¿0¿5404.this-o959¿¿¿¿¿PDG_OBJECT
5772¿PDG_OBJECT¿¿0¿5404.resolve-o960¿¿¿¿¿PDG_OBJECT
5773¿PDG_OBJECT¿¿0¿5404.reject-o961¿¿¿¿¿PDG_OBJECT
5774¿PDG_OBJECT¿¿0¿5397.v315-o962¿¿¿¿¿PDG_OBJECT
5775¿PDG_CALL¿¿5397¿5397.CALL->v297-o963¿¿¿¿¿PDG_CALL
5776¿PDG_OBJECT¿¿0¿5397.v316-o964¿¿¿¿¿PDG_OBJECT
5777¿PDG_RETURN¿¿0¿5397.RET_OBJ-o965¿¿¿¿¿PDG_RETURN
5778¿PDG_OBJECT¿¿0¿5399.v292-o966¿¿¿¿¿PDG_OBJECT
5779¿PDG_OBJECT¿¿0¿5401.this-o967¿¿¿¿¿PDG_OBJECT
5780¿PDG_OBJECT¿¿0¿5401.resolve-o968¿¿¿¿¿PDG_OBJECT
5781¿PDG_OBJECT¿¿0¿5399.v294-o969¿¿¿¿¿PDG_OBJECT
5782¿PDG_CALL¿¿5399¿5399.CALL->P-o970¿¿¿¿¿PDG_CALL
5783¿PDG_OBJECT¿¿0¿5399.v295-o971¿¿¿¿¿PDG_OBJECT
5784¿PDG_OBJECT¿¿0¿5399.v296-o972¿¿¿¿¿PDG_OBJECT
5785¿PDG_RETURN¿¿0¿5399.RET_OBJ-o973¿¿¿¿¿PDG_RETURN
5786¿PDG_CALL¿¿5401¿5401.CALL->resolve-o974¿¿¿¿¿PDG_CALL
5787¿PDG_OBJECT¿¿0¿5401.v293-o975¿¿¿¿¿PDG_OBJECT
5788¿PDG_OBJECT¿¿0¿5406.this-o976¿¿¿¿¿PDG_OBJECT
5789¿PDG_OBJECT¿¿0¿5406.value-o977¿¿¿¿¿PDG_OBJECT
