Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1123¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":180,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Program
1555¿MemberExpression¿¿1974¿¿¿¿{"start":{"line":93,"column":19},"end":{"line":93,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1556¿Identifier¿¿1974¿colors¿¿¿{"start":{"line":93,"column":19},"end":{"line":93,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1557¿Identifier¿¿1974¿blue¿¿¿{"start":{"line":93,"column":26},"end":{"line":93,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1558¿Identifier¿¿1974¿pathname¿¿¿{"start":{"line":93,"column":31},"end":{"line":93,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1559¿ExpressionStatement¿¿1974¿¿¿¿{"start":{"line":93,"column":6},"end":{"line":93,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿ExpressionStatement
1560¿AssignmentExpression¿=¿1974¿¿¿¿{"start":{"line":93,"column":6},"end":{"line":93,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿AssignmentExpression
1561¿MemberExpression¿computed¿1974¿¿¿¿{"start":{"line":93,"column":6},"end":{"line":93,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1562¿Identifier¿¿1974¿message¿¿¿{"start":{"line":93,"column":6},"end":{"line":93,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1563¿Literal¿number¿1974¿¿1¿¿{"start":{"line":93,"column":14},"end":{"line":93,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1564¿Identifier¿¿1974¿v167¿¿¿¿¿Identifier
1565¿VariableDeclarator¿¿1974¿v168¿¿¿{"start":{"line":96,"column":33},"end":{"line":96,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1566¿CallExpression¿¿1974¿¿¿¿{"start":{"line":96,"column":33},"end":{"line":96,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1567¿MemberExpression¿¿1974¿¿¿¿{"start":{"line":96,"column":33},"end":{"line":96,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1568¿Identifier¿¿1974¿Date¿¿¿{"start":{"line":96,"column":33},"end":{"line":96,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1569¿Identifier¿¿1974¿now¿¿¿{"start":{"line":96,"column":38},"end":{"line":96,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1570¿VariableDeclarator¿¿1974¿v169¿¿¿{"start":{"line":96,"column":33},"end":{"line":96,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1571¿BinaryExpression¿-¿1974¿¿¿¿{"start":{"line":96,"column":33},"end":{"line":96,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿BinaryExpression
1572¿Identifier¿¿1974¿v168¿¿¿¿¿Identifier
1573¿Identifier¿¿1974¿time_start¿¿¿{"start":{"line":96,"column":46},"end":{"line":96,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1574¿VariableDeclarator¿¿1974¿v170¿¿¿{"start":{"line":96,"column":32},"end":{"line":96,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1575¿BinaryExpression¿+¿1974¿¿¿¿{"start":{"line":96,"column":32},"end":{"line":96,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿BinaryExpression
1576¿Identifier¿¿1974¿v169¿¿¿¿¿Identifier
1577¿Literal¿string¿1974¿¿' ms'¿¿{"start":{"line":96,"column":60},"end":{"line":96,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1578¿VariableDeclarator¿¿1974¿v171¿¿¿{"start":{"line":96,"column":6},"end":{"line":96,"column":66},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1579¿CallExpression¿¿1974¿¿¿¿{"start":{"line":96,"column":19},"end":{"line":96,"column":66},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1580¿MemberExpression¿¿1974¿¿¿¿{"start":{"line":96,"column":19},"end":{"line":96,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1581¿Identifier¿¿1974¿colors¿¿¿{"start":{"line":96,"column":19},"end":{"line":96,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1582¿Identifier¿¿1974¿white¿¿¿{"start":{"line":96,"column":26},"end":{"line":96,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1583¿Identifier¿¿1974¿v170¿¿¿¿¿Identifier
1584¿ExpressionStatement¿¿1974¿¿¿¿{"start":{"line":96,"column":6},"end":{"line":96,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿ExpressionStatement
1585¿AssignmentExpression¿=¿1974¿¿¿¿{"start":{"line":96,"column":6},"end":{"line":96,"column":66},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿AssignmentExpression
1586¿MemberExpression¿computed¿1974¿¿¿¿{"start":{"line":96,"column":6},"end":{"line":96,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1587¿Identifier¿¿1974¿message¿¿¿{"start":{"line":96,"column":6},"end":{"line":96,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1588¿Literal¿number¿1974¿¿2¿¿{"start":{"line":96,"column":14},"end":{"line":96,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1589¿Identifier¿¿1974¿v171¿¿¿¿¿Identifier
1590¿VariableDeclarator¿¿1974¿v172¿¿¿{"start":{"line":99,"column":23},"end":{"line":99,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1591¿CallExpression¿¿1974¿¿¿¿{"start":{"line":99,"column":23},"end":{"line":99,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1592¿MemberExpression¿¿1974¿¿¿¿{"start":{"line":99,"column":23},"end":{"line":99,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1593¿Identifier¿¿1974¿message¿¿¿{"start":{"line":99,"column":23},"end":{"line":99,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1594¿Identifier¿¿1974¿join¿¿¿{"start":{"line":99,"column":31},"end":{"line":99,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1595¿Literal¿string¿1974¿¿'  '¿¿{"start":{"line":99,"column":36},"end":{"line":99,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1596¿VariableDeclarator¿¿1974¿v173¿¿¿{"start":{"line":99,"column":18},"end":{"line":99,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1597¿BinaryExpression¿+¿1974¿¿¿¿{"start":{"line":99,"column":18},"end":{"line":99,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿BinaryExpression
1598¿Literal¿string¿1974¿¿''¿¿{"start":{"line":99,"column":18},"end":{"line":99,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1599¿Identifier¿¿1974¿v172¿¿¿¿¿Identifier
1600¿VariableDeclarator¿¿1974¿v174¿¿¿{"start":{"line":99,"column":18},"end":{"line":99,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1601¿BinaryExpression¿+¿1974¿¿¿¿{"start":{"line":99,"column":18},"end":{"line":99,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿BinaryExpression
1602¿Identifier¿¿1974¿v173¿¿¿¿¿Identifier
1603¿Literal¿string¿1974¿¿''¿¿{"start":{"line":99,"column":44},"end":{"line":99,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1604¿VariableDeclarator¿¿1974¿v175¿¿¿{"start":{"line":99,"column":6},"end":{"line":99,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1605¿CallExpression¿¿1974¿¿¿¿{"start":{"line":99,"column":6},"end":{"line":99,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1606¿MemberExpression¿¿1974¿¿¿¿{"start":{"line":99,"column":6},"end":{"line":99,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1607¿Identifier¿¿1974¿console¿¿¿{"start":{"line":99,"column":6},"end":{"line":99,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1608¿Identifier¿¿1974¿log¿¿¿{"start":{"line":99,"column":14},"end":{"line":99,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1609¿Identifier¿¿1974¿v174¿¿¿¿¿Identifier
1610¿ExpressionStatement¿¿1974¿¿¿¿{"start":{"line":99,"column":6},"end":{"line":99,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿ExpressionStatement
1611¿Identifier¿¿1974¿v175¿¿¿¿¿Identifier
1612¿BlockStatement¿¿1974¿¿¿¿{"start":{"line":85,"column":4},"end":{"line":100,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿BlockStatement
1613¿VariableDeclarator¿¿1970¿v177¿¿¿{"start":{"line":84,"column":4},"end":{"line":100,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1614¿CallExpression¿¿1970¿¿¿¿{"start":{"line":84,"column":4},"end":{"line":100,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1615¿MemberExpression¿¿1970¿¿¿¿{"start":{"line":84,"column":4},"end":{"line":84,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1616¿Identifier¿¿1970¿res¿¿¿{"start":{"line":84,"column":4},"end":{"line":84,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1617¿Identifier¿¿1970¿on¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1618¿Literal¿string¿1970¿¿'finish'¿¿{"start":{"line":84,"column":11},"end":{"line":84,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1619¿Identifier¿¿1970¿v176¿¿¿¿¿Identifier
1620¿ExpressionStatement¿¿1970¿¿¿¿{"start":{"line":84,"column":4},"end":{"line":100,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿ExpressionStatement
1621¿Identifier¿¿1970¿v177¿¿¿¿¿Identifier
1622¿VariableDeclarator¿¿1970¿v178¿¿¿{"start":{"line":103,"column":11},"end":{"line":103,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1623¿MemberExpression¿¿1970¿¿¿¿{"start":{"line":103,"column":11},"end":{"line":103,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1624¿Identifier¿¿1970¿utily¿¿¿{"start":{"line":103,"column":11},"end":{"line":103,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1625¿Identifier¿¿1970¿fs¿¿¿{"start":{"line":103,"column":17},"end":{"line":103,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1626¿VariableDeclarator¿¿1970¿v194¿¿¿{"start":{"line":103,"column":39},"end":{"line":139,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1627¿FunctionExpression¿¿1970¿anon¿¿¿{"start":{"line":103,"column":39},"end":{"line":139,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿FunctionExpression
1628¿Identifier¿¿0¿error¿¿¿{"start":{"line":103,"column":48},"end":{"line":103,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1629¿Identifier¿¿0¿exists¿¿¿{"start":{"line":103,"column":55},"end":{"line":103,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1630¿IfStatement¿¿1977¿¿¿¿{"start":{"line":106,"column":6},"end":{"line":106,"column":81},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿IfStatement
1631¿Identifier¿¿1977¿error¿¿¿{"start":{"line":106,"column":9},"end":{"line":106,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1632¿VariableDeclarator¿¿1977¿v179¿¿¿{"start":{"line":106,"column":24},"end":{"line":106,"column":78},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1633¿CallExpression¿¿1977¿¿¿¿{"start":{"line":106,"column":24},"end":{"line":106,"column":78},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1634¿Identifier¿¿1977¿error_page¿¿¿{"start":{"line":106,"column":24},"end":{"line":106,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1635¿Identifier¿¿1977¿res¿¿¿{"start":{"line":106,"column":35},"end":{"line":106,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1636¿Literal¿number¿1977¿¿500¿¿{"start":{"line":106,"column":40},"end":{"line":106,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1637¿Literal¿string¿1977¿¿'Error processing your request.'¿¿{"start":{"line":106,"column":45},"end":{"line":106,"column":77},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1638¿ReturnStatement¿¿1977¿¿¿¿{"start":{"line":106,"column":17},"end":{"line":106,"column":79},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿ReturnStatement
1639¿Identifier¿¿1977¿v179¿¿¿¿¿Identifier
1640¿BlockStatement¿¿1977¿¿¿¿{"start":{"line":106,"column":15},"end":{"line":106,"column":81},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿BlockStatement
1641¿VariableDeclarator¿¿1977¿v180¿¿¿{"start":{"line":109,"column":9},"end":{"line":109,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1642¿BinaryExpression¿===¿1977¿¿¿¿{"start":{"line":109,"column":9},"end":{"line":109,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿BinaryExpression
1643¿Identifier¿¿1977¿exists¿¿¿{"start":{"line":109,"column":9},"end":{"line":109,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1644¿Literal¿boolean¿1977¿¿false¿¿{"start":{"line":109,"column":20},"end":{"line":109,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1645¿IfStatement¿¿1977¿¿¿¿{"start":{"line":109,"column":6},"end":{"line":109,"column":77},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿IfStatement
1646¿Identifier¿¿1977¿v180¿¿¿¿¿Identifier
1647¿VariableDeclarator¿¿1977¿v181¿¿¿{"start":{"line":109,"column":35},"end":{"line":109,"column":74},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1648¿CallExpression¿¿1977¿¿¿¿{"start":{"line":109,"column":35},"end":{"line":109,"column":74},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1649¿Identifier¿¿1977¿error_page¿¿¿{"start":{"line":109,"column":35},"end":{"line":109,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1650¿Identifier¿¿1977¿res¿¿¿{"start":{"line":109,"column":46},"end":{"line":109,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1651¿Literal¿number¿1977¿¿404¿¿{"start":{"line":109,"column":51},"end":{"line":109,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1652¿Literal¿string¿1977¿¿'File not found.'¿¿{"start":{"line":109,"column":56},"end":{"line":109,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1653¿ReturnStatement¿¿1977¿¿¿¿{"start":{"line":109,"column":28},"end":{"line":109,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿ReturnStatement
1654¿Identifier¿¿1977¿v181¿¿¿¿¿Identifier
1655¿BlockStatement¿¿1977¿¿¿¿{"start":{"line":109,"column":26},"end":{"line":109,"column":77},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿BlockStatement
1656¿VariableDeclarator¿¿1977¿v182¿¿¿{"start":{"line":112,"column":43},"end":{"line":112,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1657¿CallExpression¿¿1977¿¿¿¿{"start":{"line":112,"column":43},"end":{"line":112,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1658¿MemberExpression¿¿1977¿¿¿¿{"start":{"line":112,"column":43},"end":{"line":112,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1659¿Identifier¿¿1977¿mime¿¿¿{"start":{"line":112,"column":43},"end":{"line":112,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1660¿Identifier¿¿1977¿getType¿¿¿{"start":{"line":112,"column":48},"end":{"line":112,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1661¿Identifier¿¿1977¿local_path¿¿¿{"start":{"line":112,"column":56},"end":{"line":112,"column":66},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1662¿VariableDeclarator¿¿1977¿v183¿¿¿{"start":{"line":112,"column":25},"end":{"line":112,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1663¿ObjectExpression¿¿1977¿¿¿¿{"start":{"line":112,"column":25},"end":{"line":112,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿ObjectExpression
1664¿Property¿¿1977¿¿¿¿{"start":{"line":112,"column":27},"end":{"line":112,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Property
1665¿Literal¿string¿1977¿¿'Content-Type'¿¿{"start":{"line":112,"column":27},"end":{"line":112,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1666¿Identifier¿¿1977¿v182¿¿¿¿¿Identifier
1667¿VariableDeclarator¿¿1977¿v184¿¿¿{"start":{"line":112,"column":6},"end":{"line":112,"column":70},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1668¿CallExpression¿¿1977¿¿¿¿{"start":{"line":112,"column":6},"end":{"line":112,"column":70},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1669¿MemberExpression¿¿1977¿¿¿¿{"start":{"line":112,"column":6},"end":{"line":112,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1670¿Identifier¿¿1977¿res¿¿¿{"start":{"line":112,"column":6},"end":{"line":112,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1671¿Identifier¿¿1977¿writeHead¿¿¿{"start":{"line":112,"column":10},"end":{"line":112,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1672¿Literal¿number¿1977¿¿200¿¿{"start":{"line":112,"column":20},"end":{"line":112,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1673¿Identifier¿¿1977¿v183¿¿¿¿¿Identifier
1674¿ExpressionStatement¿¿1977¿¿¿¿{"start":{"line":112,"column":6},"end":{"line":112,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿ExpressionStatement
1675¿Identifier¿¿1977¿v184¿¿¿¿¿Identifier
1676¿VariableDeclarator¿¿1977¿reader¿¿¿{"start":{"line":117,"column":10},"end":{"line":117,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1677¿CallExpression¿¿1977¿¿¿¿{"start":{"line":117,"column":19},"end":{"line":117,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1678¿MemberExpression¿¿1977¿¿¿¿{"start":{"line":117,"column":19},"end":{"line":117,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1679¿Identifier¿¿1977¿fs¿¿¿{"start":{"line":117,"column":19},"end":{"line":117,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1680¿Identifier¿¿1977¿createReadStream¿¿¿{"start":{"line":117,"column":22},"end":{"line":117,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1681¿Identifier¿¿1977¿local_path¿¿¿{"start":{"line":117,"column":39},"end":{"line":117,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1682¿VariableDeclarator¿¿1977¿v186¿¿¿{"start":{"line":120,"column":24},"end":{"line":124,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1683¿FunctionExpression¿¿1977¿anon¿¿¿{"start":{"line":120,"column":24},"end":{"line":124,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿FunctionExpression
1684¿Identifier¿¿0¿data¿¿¿{"start":{"line":120,"column":33},"end":{"line":120,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1685¿VariableDeclarator¿¿1981¿v185¿¿¿{"start":{"line":123,"column":8},"end":{"line":123,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1686¿CallExpression¿¿1981¿¿¿¿{"start":{"line":123,"column":8},"end":{"line":123,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1687¿MemberExpression¿¿1981¿¿¿¿{"start":{"line":123,"column":8},"end":{"line":123,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1688¿Identifier¿¿1981¿res¿¿¿{"start":{"line":123,"column":8},"end":{"line":123,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1689¿Identifier¿¿1981¿write¿¿¿{"start":{"line":123,"column":12},"end":{"line":123,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1690¿Identifier¿¿1981¿data¿¿¿{"start":{"line":123,"column":18},"end":{"line":123,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1691¿ExpressionStatement¿¿1981¿¿¿¿{"start":{"line":123,"column":8},"end":{"line":123,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿ExpressionStatement
1692¿Identifier¿¿1981¿v185¿¿¿¿¿Identifier
1693¿BlockStatement¿¿1981¿¿¿¿{"start":{"line":121,"column":6},"end":{"line":124,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿BlockStatement
1694¿VariableDeclarator¿¿1977¿v187¿¿¿{"start":{"line":120,"column":6},"end":{"line":124,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1695¿CallExpression¿¿1977¿¿¿¿{"start":{"line":120,"column":6},"end":{"line":124,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1696¿MemberExpression¿¿1977¿¿¿¿{"start":{"line":120,"column":6},"end":{"line":120,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1697¿Identifier¿¿1977¿reader¿¿¿{"start":{"line":120,"column":6},"end":{"line":120,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
