Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2401¿Program¿¿-1¿¿¿¿{"start":{"line":13,"column":0},"end":{"line":324,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Program
3901¿Identifier¿¿4228¿d¿¿¿{"start":{"line":274,"column":56},"end":{"line":274,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3902¿VariableDeclarator¿¿4228¿v482¿¿¿{"start":{"line":274,"column":17},"end":{"line":274,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3903¿CallExpression¿¿4228¿¿¿¿{"start":{"line":274,"column":17},"end":{"line":274,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
3904¿Identifier¿¿4228¿loadPluginFromDir¿¿¿{"start":{"line":274,"column":17},"end":{"line":274,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3905¿Identifier¿¿4228¿v481¿¿¿¿¿Identifier
3906¿Identifier¿¿4228¿isBuiltin¿¿¿{"start":{"line":274,"column":60},"end":{"line":274,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3907¿ReturnStatement¿¿4228¿¿¿¿{"start":{"line":274,"column":10},"end":{"line":274,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿ReturnStatement
3908¿Identifier¿¿4228¿v482¿¿¿¿¿Identifier
3909¿BlockStatement¿¿4228¿¿¿¿{"start":{"line":273,"column":45},"end":{"line":275,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿BlockStatement
3910¿VariableDeclarator¿¿4226¿v484¿¿¿{"start":{"line":273,"column":15},"end":{"line":275,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3911¿CallExpression¿¿4226¿¿¿¿{"start":{"line":273,"column":15},"end":{"line":275,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
3912¿MemberExpression¿¿4226¿¿¿¿{"start":{"line":273,"column":15},"end":{"line":273,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
3913¿Identifier¿¿4226¿Promise¿¿¿{"start":{"line":273,"column":15},"end":{"line":273,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3914¿Identifier¿¿4226¿map¿¿¿{"start":{"line":273,"column":23},"end":{"line":273,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3915¿Identifier¿¿4226¿dirs¿¿¿{"start":{"line":273,"column":27},"end":{"line":273,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3916¿Identifier¿¿4226¿v483¿¿¿¿¿Identifier
3917¿ReturnStatement¿¿4226¿¿¿¿{"start":{"line":273,"column":8},"end":{"line":275,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿ReturnStatement
3918¿Identifier¿¿4226¿v484¿¿¿¿¿Identifier
3919¿BlockStatement¿¿4226¿¿¿¿{"start":{"line":272,"column":27},"end":{"line":276,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿BlockStatement
3920¿VariableDeclarator¿¿4224¿v486¿¿¿{"start":{"line":271,"column":11},"end":{"line":276,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3921¿CallExpression¿¿4224¿¿¿¿{"start":{"line":271,"column":11},"end":{"line":276,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
3922¿MemberExpression¿¿4224¿¿¿¿{"start":{"line":271,"column":11},"end":{"line":272,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
3923¿Identifier¿¿4224¿v480¿¿¿¿¿Identifier
3924¿Identifier¿¿4224¿then¿¿¿{"start":{"line":272,"column":7},"end":{"line":272,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3925¿Identifier¿¿4224¿v485¿¿¿¿¿Identifier
3926¿VariableDeclarator¿¿4224¿v489¿¿¿{"start":{"line":277,"column":13},"end":{"line":280,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3927¿FunctionExpression¿¿4224¿anon¿¿¿{"start":{"line":277,"column":13},"end":{"line":280,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿FunctionExpression
3928¿Identifier¿¿0¿err¿¿¿{"start":{"line":277,"column":22},"end":{"line":277,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3929¿VariableDeclarator¿¿4230¿v487¿¿¿{"start":{"line":278,"column":54},"end":{"line":278,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3930¿MemberExpression¿¿4230¿¿¿¿{"start":{"line":278,"column":54},"end":{"line":278,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
3931¿Identifier¿¿4230¿err¿¿¿{"start":{"line":278,"column":54},"end":{"line":278,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3932¿Identifier¿¿4230¿message¿¿¿{"start":{"line":278,"column":58},"end":{"line":278,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3933¿VariableDeclarator¿¿4230¿v488¿¿¿{"start":{"line":278,"column":8},"end":{"line":278,"column":66},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3934¿CallExpression¿¿4230¿¿¿¿{"start":{"line":278,"column":8},"end":{"line":278,"column":66},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
3935¿Identifier¿¿4230¿d¿¿¿{"start":{"line":278,"column":8},"end":{"line":278,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3936¿Literal¿string¿4230¿¿'caught error while loading %s'¿¿{"start":{"line":278,"column":10},"end":{"line":278,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Literal
3937¿Identifier¿¿4230¿directory¿¿¿{"start":{"line":278,"column":43},"end":{"line":278,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3938¿Identifier¿¿4230¿v487¿¿¿¿¿Identifier
3939¿ExpressionStatement¿¿4230¿¿¿¿{"start":{"line":278,"column":8},"end":{"line":278,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿ExpressionStatement
3940¿Identifier¿¿4230¿v488¿¿¿¿¿Identifier
3941¿ReturnStatement¿¿4230¿¿¿¿{"start":{"line":279,"column":8},"end":{"line":279,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿ReturnStatement
3942¿BlockStatement¿¿4230¿¿¿¿{"start":{"line":277,"column":27},"end":{"line":280,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿BlockStatement
3943¿VariableDeclarator¿¿4224¿v490¿¿¿{"start":{"line":271,"column":11},"end":{"line":280,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3944¿CallExpression¿¿4224¿¿¿¿{"start":{"line":271,"column":11},"end":{"line":280,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
3945¿MemberExpression¿¿4224¿¿¿¿{"start":{"line":271,"column":11},"end":{"line":277,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
3946¿Identifier¿¿4224¿v486¿¿¿¿¿Identifier
3947¿Identifier¿¿4224¿catch¿¿¿{"start":{"line":277,"column":7},"end":{"line":277,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3948¿Identifier¿¿4224¿v489¿¿¿¿¿Identifier
3949¿ReturnStatement¿¿4224¿¿¿¿{"start":{"line":271,"column":4},"end":{"line":280,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿ReturnStatement
3950¿Identifier¿¿4224¿v490¿¿¿¿¿Identifier
3951¿BlockStatement¿¿4224¿¿¿¿{"start":{"line":270,"column":33},"end":{"line":281,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿BlockStatement
3952¿BlockStatement¿¿4219¿¿¿¿{"start":{"line":262,"column":48},"end":{"line":282,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿BlockStatement
3953¿VariableDeclarator¿exported¿4163¿loadPlugins¿¿¿{"start":{"line":290,"column":0},"end":{"line":299,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3954¿FunctionExpression¿¿4163¿anon¿¿¿{"start":{"line":290,"column":0},"end":{"line":299,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿FunctionExpression
3955¿Identifier¿¿0¿dir¿¿¿{"start":{"line":290,"column":21},"end":{"line":290,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3956¿VariableDeclarator¿¿4232¿v491¿¿¿{"start":{"line":291,"column":9},"end":{"line":291,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3957¿CallExpression¿¿4232¿¿¿¿{"start":{"line":291,"column":9},"end":{"line":291,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
3958¿Identifier¿¿4232¿ensureUserPluginDir¿¿¿{"start":{"line":291,"column":9},"end":{"line":291,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3959¿VariableDeclarator¿¿4232¿v496¿¿¿{"start":{"line":292,"column":10},"end":{"line":295,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3960¿FunctionExpression¿¿4232¿anon¿¿¿{"start":{"line":292,"column":10},"end":{"line":295,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿FunctionExpression
3961¿VariableDeclarator¿¿4234¿v492¿¿¿{"start":{"line":293,"column":38},"end":{"line":293,"column":64},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3962¿CallExpression¿¿4234¿¿¿¿{"start":{"line":293,"column":38},"end":{"line":293,"column":64},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
3963¿MemberExpression¿¿4234¿¿¿¿{"start":{"line":293,"column":38},"end":{"line":293,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
3964¿Identifier¿¿4234¿exports¿¿¿{"start":{"line":293,"column":38},"end":{"line":293,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3965¿Identifier¿¿4234¿getPluginDirs¿¿¿{"start":{"line":293,"column":46},"end":{"line":293,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3966¿Identifier¿¿4234¿dir¿¿¿{"start":{"line":293,"column":60},"end":{"line":293,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3967¿VariableDeclarator¿¿4234¿v493¿¿¿{"start":{"line":293,"column":19},"end":{"line":293,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3968¿CallExpression¿¿4234¿¿¿¿{"start":{"line":293,"column":19},"end":{"line":293,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
3969¿Identifier¿¿4234¿loadPluginsFromDir¿¿¿{"start":{"line":293,"column":19},"end":{"line":293,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3970¿Identifier¿¿4234¿v492¿¿¿¿¿Identifier
3971¿Literal¿boolean¿4234¿¿true¿¿{"start":{"line":293,"column":66},"end":{"line":293,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Literal
3972¿VariableDeclarator¿¿4234¿v494¿¿¿{"start":{"line":293,"column":73},"end":{"line":293,"column":117},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3973¿CallExpression¿¿4234¿¿¿¿{"start":{"line":293,"column":73},"end":{"line":293,"column":117},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
3974¿Identifier¿¿4234¿loadPluginsFromDir¿¿¿{"start":{"line":293,"column":73},"end":{"line":293,"column":91},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3975¿Identifier¿¿4234¿userPluginBaseDir¿¿¿{"start":{"line":293,"column":92},"end":{"line":293,"column":109},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3976¿Literal¿boolean¿4234¿¿false¿¿{"start":{"line":293,"column":111},"end":{"line":293,"column":116},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Literal
3977¿VariableDeclarator¿¿4234¿load¿¿¿{"start":{"line":293,"column":10},"end":{"line":293,"column":119},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3978¿ArrayExpression¿¿4234¿¿¿¿{"start":{"line":293,"column":17},"end":{"line":293,"column":119},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿ArrayExpression
3979¿Identifier¿¿4234¿v493¿¿¿¿¿Identifier
3980¿Identifier¿¿4234¿v494¿¿¿¿¿Identifier
3981¿VariableDeclarator¿¿4234¿v495¿¿¿{"start":{"line":294,"column":13},"end":{"line":294,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3982¿CallExpression¿¿4234¿¿¿¿{"start":{"line":294,"column":13},"end":{"line":294,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
3983¿MemberExpression¿¿4234¿¿¿¿{"start":{"line":294,"column":13},"end":{"line":294,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
3984¿Identifier¿¿4234¿Promise¿¿¿{"start":{"line":294,"column":13},"end":{"line":294,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3985¿Identifier¿¿4234¿all¿¿¿{"start":{"line":294,"column":21},"end":{"line":294,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3986¿Identifier¿¿4234¿load¿¿¿{"start":{"line":294,"column":25},"end":{"line":294,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3987¿ReturnStatement¿¿4234¿¿¿¿{"start":{"line":294,"column":6},"end":{"line":294,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿ReturnStatement
3988¿Identifier¿¿4234¿v495¿¿¿¿¿Identifier
3989¿BlockStatement¿¿4234¿¿¿¿{"start":{"line":292,"column":21},"end":{"line":295,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿BlockStatement
3990¿VariableDeclarator¿¿4232¿v497¿¿¿{"start":{"line":291,"column":9},"end":{"line":295,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3991¿CallExpression¿¿4232¿¿¿¿{"start":{"line":291,"column":9},"end":{"line":295,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
3992¿MemberExpression¿¿4232¿¿¿¿{"start":{"line":291,"column":9},"end":{"line":292,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
3993¿Identifier¿¿4232¿v491¿¿¿¿¿Identifier
3994¿Identifier¿¿4232¿then¿¿¿{"start":{"line":292,"column":5},"end":{"line":292,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3995¿Identifier¿¿4232¿v496¿¿¿¿¿Identifier
3996¿VariableDeclarator¿¿4232¿v504¿¿¿{"start":{"line":295,"column":12},"end":{"line":298,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
3997¿FunctionExpression¿¿4232¿anon¿¿¿{"start":{"line":295,"column":12},"end":{"line":298,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿FunctionExpression
3998¿Identifier¿¿0¿res¿¿¿{"start":{"line":295,"column":21},"end":{"line":295,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
3999¿VariableDeclarator¿¿4236¿v498¿¿¿{"start":{"line":296,"column":15},"end":{"line":296,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
4000¿CallExpression¿¿4236¿¿¿¿{"start":{"line":296,"column":15},"end":{"line":296,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
4001¿Identifier¿¿4236¿require¿¿¿{"start":{"line":296,"column":15},"end":{"line":296,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
4002¿Literal¿string¿4236¿¿'./plugins'¿¿{"start":{"line":296,"column":23},"end":{"line":296,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Literal
4003¿VariableDeclarator¿¿4236¿v499¿¿¿{"start":{"line":296,"column":6},"end":{"line":296,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
4004¿CallExpression¿¿4236¿¿¿¿{"start":{"line":296,"column":6},"end":{"line":296,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
4005¿MemberExpression¿¿4236¿¿¿¿{"start":{"line":296,"column":6},"end":{"line":296,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
4006¿Identifier¿¿4236¿res¿¿¿{"start":{"line":296,"column":6},"end":{"line":296,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
4007¿Identifier¿¿4236¿push¿¿¿{"start":{"line":296,"column":10},"end":{"line":296,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
4008¿Identifier¿¿4236¿v498¿¿¿¿¿Identifier
4009¿ExpressionStatement¿¿4236¿¿¿¿{"start":{"line":296,"column":6},"end":{"line":296,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿ExpressionStatement
4010¿Identifier¿¿4236¿v499¿¿¿¿¿Identifier
4011¿VariableDeclarator¿¿4236¿v500¿¿¿{"start":{"line":297,"column":13},"end":{"line":297,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
4012¿CallExpression¿¿4236¿¿¿¿{"start":{"line":297,"column":13},"end":{"line":297,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
4013¿Identifier¿¿4236¿_¿¿¿{"start":{"line":297,"column":13},"end":{"line":297,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
4014¿Identifier¿¿4236¿res¿¿¿{"start":{"line":297,"column":15},"end":{"line":297,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
4015¿VariableDeclarator¿¿4236¿v501¿¿¿{"start":{"line":297,"column":13},"end":{"line":297,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
4016¿CallExpression¿¿4236¿¿¿¿{"start":{"line":297,"column":13},"end":{"line":297,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
4017¿MemberExpression¿¿4236¿¿¿¿{"start":{"line":297,"column":13},"end":{"line":297,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
4018¿Identifier¿¿4236¿v500¿¿¿¿¿Identifier
4019¿Identifier¿¿4236¿flatten¿¿¿{"start":{"line":297,"column":20},"end":{"line":297,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
4020¿VariableDeclarator¿¿4236¿v502¿¿¿{"start":{"line":297,"column":13},"end":{"line":297,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
4021¿CallExpression¿¿4236¿¿¿¿{"start":{"line":297,"column":13},"end":{"line":297,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
4022¿MemberExpression¿¿4236¿¿¿¿{"start":{"line":297,"column":13},"end":{"line":297,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
4023¿Identifier¿¿4236¿v501¿¿¿¿¿Identifier
4024¿Identifier¿¿4236¿compact¿¿¿{"start":{"line":297,"column":30},"end":{"line":297,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
4025¿VariableDeclarator¿¿4236¿v503¿¿¿{"start":{"line":297,"column":13},"end":{"line":297,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
4026¿CallExpression¿¿4236¿¿¿¿{"start":{"line":297,"column":13},"end":{"line":297,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
4027¿MemberExpression¿¿4236¿¿¿¿{"start":{"line":297,"column":13},"end":{"line":297,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
4028¿Identifier¿¿4236¿v502¿¿¿¿¿Identifier
4029¿Identifier¿¿4236¿value¿¿¿{"start":{"line":297,"column":40},"end":{"line":297,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
4030¿ReturnStatement¿¿4236¿¿¿¿{"start":{"line":297,"column":6},"end":{"line":297,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿ReturnStatement
4031¿Identifier¿¿4236¿v503¿¿¿¿¿Identifier
