Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1131¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":156,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Program
1561¿Identifier¿¿1984¿Date¿¿¿{"start":{"line":97,"column":18},"end":{"line":97,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1562¿VariableDeclarator¿¿1984¿v165¿¿¿{"start":{"line":99,"column":70},"end":{"line":99,"column":84},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1563¿MemberExpression¿¿1984¿¿¿¿{"start":{"line":99,"column":70},"end":{"line":99,"column":84},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1564¿Identifier¿¿1984¿context¿¿¿{"start":{"line":99,"column":70},"end":{"line":99,"column":77},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1565¿Identifier¿¿1984¿plugin¿¿¿{"start":{"line":99,"column":78},"end":{"line":99,"column":84},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1566¿VariableDeclarator¿¿1984¿v166¿¿¿{"start":{"line":99,"column":34},"end":{"line":99,"column":85},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1567¿ObjectExpression¿¿1984¿¿¿¿{"start":{"line":99,"column":34},"end":{"line":99,"column":85},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿ObjectExpression
1568¿Property¿¿1984¿¿¿¿{"start":{"line":99,"column":35},"end":{"line":99,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Property
1569¿Identifier¿¿1984¿command¿¿¿{"start":{"line":99,"column":35},"end":{"line":99,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1570¿Identifier¿¿1984¿cmd¿¿¿{"start":{"line":99,"column":44},"end":{"line":99,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1571¿Property¿¿1984¿¿¿¿{"start":{"line":99,"column":49},"end":{"line":99,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Property
1572¿Identifier¿¿1984¿time¿¿¿{"start":{"line":99,"column":49},"end":{"line":99,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1573¿Identifier¿¿1984¿start¿¿¿{"start":{"line":99,"column":55},"end":{"line":99,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1574¿Property¿¿1984¿¿¿¿{"start":{"line":99,"column":62},"end":{"line":99,"column":84},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Property
1575¿Identifier¿¿1984¿plugin¿¿¿{"start":{"line":99,"column":62},"end":{"line":99,"column":68},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1576¿Identifier¿¿1984¿v165¿¿¿¿¿Identifier
1577¿VariableDeclarator¿¿1984¿v167¿¿¿{"start":{"line":99,"column":2},"end":{"line":99,"column":86},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1578¿CallExpression¿¿1984¿¿¿¿{"start":{"line":99,"column":2},"end":{"line":99,"column":86},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿CallExpression
1579¿MemberExpression¿¿1984¿¿¿¿{"start":{"line":99,"column":2},"end":{"line":99,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1580¿Identifier¿¿1984¿context¿¿¿{"start":{"line":99,"column":2},"end":{"line":99,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1581¿Identifier¿¿1984¿status¿¿¿{"start":{"line":99,"column":10},"end":{"line":99,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1582¿Literal¿string¿1984¿¿'command.start'¿¿{"start":{"line":99,"column":17},"end":{"line":99,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Literal
1583¿Identifier¿¿1984¿v166¿¿¿¿¿Identifier
1584¿ExpressionStatement¿¿1984¿¿¿¿{"start":{"line":99,"column":2},"end":{"line":99,"column":87},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿ExpressionStatement
1585¿Identifier¿¿1984¿v167¿¿¿¿¿Identifier
1586¿VariableDeclarator¿¿1984¿v168¿¿¿{"start":{"line":101,"column":2},"end":{"line":101,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1587¿CallExpression¿¿1984¿¿¿¿{"start":{"line":101,"column":2},"end":{"line":101,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿CallExpression
1588¿Identifier¿¿1984¿gitane¿¿¿{"start":{"line":101,"column":2},"end":{"line":101,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1589¿Identifier¿¿1984¿context¿¿¿{"start":{"line":101,"column":9},"end":{"line":101,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1590¿VariableDeclarator¿¿1984¿v169¿¿¿{"start":{"line":103,"column":12},"end":{"line":103,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1591¿MemberExpression¿¿1984¿¿¿¿{"start":{"line":103,"column":12},"end":{"line":103,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1592¿Identifier¿¿1984¿context¿¿¿{"start":{"line":103,"column":12},"end":{"line":103,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1593¿Identifier¿¿1984¿status¿¿¿{"start":{"line":103,"column":20},"end":{"line":103,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1594¿VariableDeclarator¿¿1984¿v170¿¿¿{"start":{"line":102,"column":13},"end":{"line":104,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1595¿ObjectExpression¿¿1984¿¿¿¿¿¿ObjectExpression
1596¿ExpressionStatement¿¿1984¿¿¿¿{"start":{"line":102,"column":13},"end":{"line":104,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿ExpressionStatement
1597¿AssignmentExpression¿=¿1984¿¿¿¿{"start":{"line":102,"column":13},"end":{"line":104,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿AssignmentExpression
1598¿MemberExpression¿¿1984¿¿¿¿{"start":{"line":102,"column":13},"end":{"line":104,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1599¿Identifier¿¿1984¿v170¿¿¿¿¿Identifier
1600¿Identifier¿¿1984¿emit¿¿¿{"start":{"line":103,"column":6},"end":{"line":103,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1601¿Identifier¿¿1984¿v169¿¿¿¿¿Identifier
1602¿VariableDeclarator¿¿1984¿v171¿¿¿{"start":{"line":106,"column":11},"end":{"line":106,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1603¿MemberExpression¿¿1984¿¿¿¿{"start":{"line":106,"column":11},"end":{"line":106,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1604¿Identifier¿¿1984¿context¿¿¿{"start":{"line":106,"column":11},"end":{"line":106,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1605¿Identifier¿¿1984¿runCmd¿¿¿{"start":{"line":106,"column":19},"end":{"line":106,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1606¿VariableDeclarator¿¿1984¿v172¿¿¿{"start":{"line":110,"column":16},"end":{"line":110,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1607¿MemberExpression¿¿1984¿¿¿¿{"start":{"line":110,"column":16},"end":{"line":110,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1608¿Identifier¿¿1984¿context¿¿¿{"start":{"line":110,"column":16},"end":{"line":110,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1609¿Identifier¿¿1984¿cmd¿¿¿{"start":{"line":110,"column":24},"end":{"line":110,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1610¿VariableDeclarator¿¿1984¿v173¿¿¿{"start":{"line":101,"column":22},"end":{"line":111,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1611¿ObjectExpression¿¿1984¿¿¿¿{"start":{"line":101,"column":22},"end":{"line":111,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿ObjectExpression
1612¿Property¿¿1984¿¿¿¿{"start":{"line":102,"column":4},"end":{"line":104,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Property
1613¿Identifier¿¿1984¿emitter¿¿¿{"start":{"line":102,"column":4},"end":{"line":102,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1614¿Identifier¿¿1984¿v170¿¿¿¿¿Identifier
1615¿Property¿¿1984¿¿¿¿{"start":{"line":105,"column":4},"end":{"line":105,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Property
1616¿Identifier¿¿1984¿cmd¿¿¿{"start":{"line":105,"column":4},"end":{"line":105,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1617¿Identifier¿¿1984¿cmd¿¿¿{"start":{"line":105,"column":9},"end":{"line":105,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1618¿Property¿¿1984¿¿¿¿{"start":{"line":106,"column":4},"end":{"line":106,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Property
1619¿Identifier¿¿1984¿spawn¿¿¿{"start":{"line":106,"column":4},"end":{"line":106,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1620¿Identifier¿¿1984¿v171¿¿¿¿¿Identifier
1621¿Property¿¿1984¿¿¿¿{"start":{"line":107,"column":4},"end":{"line":107,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Property
1622¿Identifier¿¿1984¿baseDir¿¿¿{"start":{"line":107,"column":4},"end":{"line":107,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1623¿Identifier¿¿1984¿dest¿¿¿{"start":{"line":107,"column":13},"end":{"line":107,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1624¿Property¿¿1984¿¿¿¿{"start":{"line":108,"column":4},"end":{"line":108,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Property
1625¿Identifier¿¿1984¿privKey¿¿¿{"start":{"line":108,"column":4},"end":{"line":108,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1626¿Identifier¿¿1984¿privkey¿¿¿{"start":{"line":108,"column":13},"end":{"line":108,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1627¿Property¿¿1984¿¿¿¿{"start":{"line":109,"column":4},"end":{"line":109,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Property
1628¿Identifier¿¿1984¿detached¿¿¿{"start":{"line":109,"column":4},"end":{"line":109,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1629¿Literal¿boolean¿1984¿¿true¿¿{"start":{"line":109,"column":14},"end":{"line":109,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Literal
1630¿Property¿¿1984¿¿¿¿{"start":{"line":110,"column":4},"end":{"line":110,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Property
1631¿Identifier¿¿1984¿contextCmd¿¿¿{"start":{"line":110,"column":4},"end":{"line":110,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1632¿Identifier¿¿1984¿v172¿¿¿¿¿Identifier
1633¿VariableDeclarator¿¿1984¿v189¿¿¿{"start":{"line":111,"column":5},"end":{"line":127,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1634¿FunctionExpression¿¿1984¿anon¿¿¿{"start":{"line":111,"column":5},"end":{"line":127,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿FunctionExpression
1635¿Identifier¿¿0¿err¿¿¿{"start":{"line":111,"column":15},"end":{"line":111,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1636¿Identifier¿¿0¿stdout¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1637¿Identifier¿¿0¿stderr¿¿¿{"start":{"line":111,"column":28},"end":{"line":111,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1638¿Identifier¿¿0¿exitCode¿¿¿{"start":{"line":111,"column":36},"end":{"line":111,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1639¿VariableDeclarator¿¿1986¿end¿¿¿{"start":{"line":112,"column":8},"end":{"line":112,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1640¿NewExpression¿¿1986¿¿¿¿{"start":{"line":112,"column":14},"end":{"line":112,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿NewExpression
1641¿Identifier¿¿1986¿Date¿¿¿{"start":{"line":112,"column":18},"end":{"line":112,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1642¿VariableDeclarator¿¿1986¿v174¿¿¿{"start":{"line":113,"column":18},"end":{"line":113,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1643¿CallExpression¿¿1986¿¿¿¿{"start":{"line":113,"column":18},"end":{"line":113,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿CallExpression
1644¿MemberExpression¿¿1986¿¿¿¿{"start":{"line":113,"column":18},"end":{"line":113,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1645¿Identifier¿¿1986¿end¿¿¿{"start":{"line":113,"column":18},"end":{"line":113,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1646¿Identifier¿¿1986¿getTime¿¿¿{"start":{"line":113,"column":22},"end":{"line":113,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1647¿VariableDeclarator¿¿1986¿v175¿¿¿{"start":{"line":113,"column":34},"end":{"line":113,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1648¿CallExpression¿¿1986¿¿¿¿{"start":{"line":113,"column":34},"end":{"line":113,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿CallExpression
1649¿MemberExpression¿¿1986¿¿¿¿{"start":{"line":113,"column":34},"end":{"line":113,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1650¿Identifier¿¿1986¿start¿¿¿{"start":{"line":113,"column":34},"end":{"line":113,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1651¿Identifier¿¿1986¿getTime¿¿¿{"start":{"line":113,"column":40},"end":{"line":113,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1652¿VariableDeclarator¿¿1986¿elapsed¿¿¿{"start":{"line":113,"column":8},"end":{"line":113,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1653¿BinaryExpression¿-¿1986¿¿¿¿{"start":{"line":113,"column":18},"end":{"line":113,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿BinaryExpression
1654¿Identifier¿¿1986¿v174¿¿¿¿¿Identifier
1655¿Identifier¿¿1986¿v175¿¿¿¿¿Identifier
1656¿IfStatement¿¿1986¿¿¿¿{"start":{"line":115,"column":4},"end":{"line":117,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿IfStatement
1657¿Identifier¿¿1986¿err¿¿¿{"start":{"line":115,"column":8},"end":{"line":115,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1658¿VariableDeclarator¿¿1986¿v176¿¿¿{"start":{"line":116,"column":29},"end":{"line":116,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1659¿MemberExpression¿¿1986¿¿¿¿{"start":{"line":116,"column":29},"end":{"line":116,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1660¿Identifier¿¿1986¿err¿¿¿{"start":{"line":116,"column":29},"end":{"line":116,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1661¿Identifier¿¿1986¿stack¿¿¿{"start":{"line":116,"column":33},"end":{"line":116,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1662¿VariableDeclarator¿¿1986¿v177¿¿¿{"start":{"line":116,"column":42},"end":{"line":116,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1663¿MemberExpression¿¿1986¿¿¿¿{"start":{"line":116,"column":42},"end":{"line":116,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1664¿Identifier¿¿1986¿err¿¿¿{"start":{"line":116,"column":42},"end":{"line":116,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1665¿Identifier¿¿1986¿message¿¿¿{"start":{"line":116,"column":46},"end":{"line":116,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1666¿VariableDeclarator¿¿1986¿v178¿¿¿{"start":{"line":116,"column":29},"end":{"line":116,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1667¿LogicalExpression¿||¿1986¿¿¿¿{"start":{"line":116,"column":29},"end":{"line":116,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿LogicalExpression
1668¿Identifier¿¿1986¿v176¿¿¿¿¿Identifier
1669¿Identifier¿¿1986¿v177¿¿¿¿¿Identifier
1670¿VariableDeclarator¿¿1986¿v179¿¿¿{"start":{"line":116,"column":29},"end":{"line":116,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1671¿LogicalExpression¿||¿1986¿¿¿¿{"start":{"line":116,"column":29},"end":{"line":116,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿LogicalExpression
1672¿Identifier¿¿1986¿v178¿¿¿¿¿Identifier
1673¿Identifier¿¿1986¿err¿¿¿{"start":{"line":116,"column":57},"end":{"line":116,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1674¿VariableDeclarator¿¿1986¿v180¿¿¿{"start":{"line":116,"column":12},"end":{"line":116,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1675¿TemplateLiteral¿¿1986¿¿¿¿{"start":{"line":116,"column":12},"end":{"line":116,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿TemplateLiteral
1676¿Identifier¿¿1986¿v179¿¿¿¿¿Identifier
1677¿VariableDeclarator¿¿1986¿v181¿¿¿{"start":{"line":116,"column":6},"end":{"line":116,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1678¿CallExpression¿¿1986¿¿¿¿{"start":{"line":116,"column":6},"end":{"line":116,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿CallExpression
1679¿Identifier¿¿1986¿debug¿¿¿{"start":{"line":116,"column":6},"end":{"line":116,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1680¿Identifier¿¿1986¿v180¿¿¿¿¿Identifier
1681¿ExpressionStatement¿¿1986¿¿¿¿{"start":{"line":116,"column":6},"end":{"line":116,"column":64},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿ExpressionStatement
1682¿Identifier¿¿1986¿v181¿¿¿¿¿Identifier
1683¿BlockStatement¿¿1986¿¿¿¿{"start":{"line":115,"column":13},"end":{"line":117,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿BlockStatement
1684¿VariableDeclarator¿¿1986¿v182¿¿¿{"start":{"line":119,"column":10},"end":{"line":119,"column":82},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1685¿TemplateLiteral¿¿1986¿¿¿¿{"start":{"line":119,"column":10},"end":{"line":119,"column":82},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿TemplateLiteral
1686¿Identifier¿¿1986¿cmd¿¿¿{"start":{"line":119,"column":33},"end":{"line":119,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1687¿Identifier¿¿1986¿exitCode¿¿¿{"start":{"line":119,"column":51},"end":{"line":119,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1688¿Identifier¿¿1986¿elapsed¿¿¿{"start":{"line":119,"column":73},"end":{"line":119,"column":80},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1689¿VariableDeclarator¿¿1986¿v183¿¿¿{"start":{"line":119,"column":4},"end":{"line":119,"column":83},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1690¿CallExpression¿¿1986¿¿¿¿{"start":{"line":119,"column":4},"end":{"line":119,"column":83},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿CallExpression
1691¿Identifier¿¿1986¿debug¿¿¿{"start":{"line":119,"column":4},"end":{"line":119,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1692¿Identifier¿¿1986¿v182¿¿¿¿¿Identifier
1693¿ExpressionStatement¿¿1986¿¿¿¿{"start":{"line":119,"column":4},"end":{"line":119,"column":84},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿ExpressionStatement
1694¿Identifier¿¿1986¿v183¿¿¿¿¿Identifier
1695¿VariableDeclarator¿¿1986¿v184¿¿¿{"start":{"line":120,"column":35},"end":{"line":124,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1696¿ObjectExpression¿¿1986¿¿¿¿{"start":{"line":120,"column":35},"end":{"line":124,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿ObjectExpression
1697¿Property¿¿1986¿¿¿¿{"start":{"line":121,"column":6},"end":{"line":121,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Property
1698¿Identifier¿¿1986¿exitCode¿¿¿{"start":{"line":121,"column":6},"end":{"line":121,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1699¿Identifier¿¿1986¿exitCode¿¿¿{"start":{"line":121,"column":16},"end":{"line":121,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1700¿Property¿¿1986¿¿¿¿{"start":{"line":122,"column":6},"end":{"line":122,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Property
1701¿Identifier¿¿1986¿time¿¿¿{"start":{"line":122,"column":6},"end":{"line":122,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1702¿Identifier¿¿1986¿end¿¿¿{"start":{"line":122,"column":12},"end":{"line":122,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1703¿Property¿¿1986¿¿¿¿{"start":{"line":123,"column":6},"end":{"line":123,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Property
