Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
743¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":132,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Program
1191¿VariableDeclarator¿¿1294¿v136¿¿¿{"start":{"line":108,"column":11},"end":{"line":116,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1192¿NewExpression¿¿1294¿¿¿¿{"start":{"line":108,"column":11},"end":{"line":116,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿NewExpression
1193¿Identifier¿¿1294¿Promise¿¿¿{"start":{"line":108,"column":15},"end":{"line":108,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1194¿Identifier¿¿1294¿v135¿¿¿¿¿Identifier
1195¿ReturnStatement¿¿1294¿¿¿¿{"start":{"line":108,"column":4},"end":{"line":116,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿ReturnStatement
1196¿Identifier¿¿1294¿v136¿¿¿¿¿Identifier
1197¿BlockStatement¿¿1294¿¿¿¿{"start":{"line":107,"column":51},"end":{"line":117,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BlockStatement
1198¿IfStatement¿¿1294¿¿¿¿{"start":{"line":118,"column":2},"end":{"line":122,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿IfStatement
1199¿Identifier¿¿1294¿isUsingWindows¿¿¿{"start":{"line":118,"column":6},"end":{"line":118,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1200¿VariableDeclarator¿¿1294¿v137¿¿¿{"start":{"line":119,"column":4},"end":{"line":119,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1201¿CallExpression¿¿1294¿¿¿¿{"start":{"line":119,"column":4},"end":{"line":119,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿CallExpression
1202¿Identifier¿¿1294¿commandExistsWindows¿¿¿{"start":{"line":119,"column":4},"end":{"line":119,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1203¿Identifier¿¿1294¿cleanedCommandName¿¿¿{"start":{"line":119,"column":25},"end":{"line":119,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1204¿Identifier¿¿1294¿callback¿¿¿{"start":{"line":119,"column":45},"end":{"line":119,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1205¿ExpressionStatement¿¿1294¿¿¿¿{"start":{"line":119,"column":4},"end":{"line":119,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿ExpressionStatement
1206¿Identifier¿¿1294¿v137¿¿¿¿¿Identifier
1207¿BlockStatement¿¿1294¿¿¿¿{"start":{"line":118,"column":22},"end":{"line":120,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BlockStatement
1208¿VariableDeclarator¿¿1294¿v138¿¿¿{"start":{"line":121,"column":4},"end":{"line":121,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1209¿CallExpression¿¿1294¿¿¿¿{"start":{"line":121,"column":4},"end":{"line":121,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿CallExpression
1210¿Identifier¿¿1294¿commandExistsUnix¿¿¿{"start":{"line":121,"column":4},"end":{"line":121,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1211¿Identifier¿¿1294¿cleanedCommandName¿¿¿{"start":{"line":121,"column":22},"end":{"line":121,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1212¿Identifier¿¿1294¿callback¿¿¿{"start":{"line":121,"column":42},"end":{"line":121,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1213¿ExpressionStatement¿¿1294¿¿¿¿{"start":{"line":121,"column":4},"end":{"line":121,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿ExpressionStatement
1214¿Identifier¿¿1294¿v138¿¿¿¿¿Identifier
1215¿BlockStatement¿¿1294¿¿¿¿{"start":{"line":120,"column":9},"end":{"line":122,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BlockStatement
1216¿BlockStatement¿¿1294¿¿¿¿{"start":{"line":105,"column":63},"end":{"line":123,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BlockStatement
1217¿ExpressionStatement¿¿1257¿¿¿¿{"start":{"line":105,"column":0},"end":{"line":123,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿ExpressionStatement
1218¿AssignmentExpression¿=¿1257¿¿¿¿{"start":{"line":105,"column":0},"end":{"line":123,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿AssignmentExpression
1219¿MemberExpression¿¿1257¿¿¿¿{"start":{"line":105,"column":0},"end":{"line":105,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿MemberExpression
1220¿Identifier¿¿1257¿module¿¿¿{"start":{"line":105,"column":0},"end":{"line":105,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1221¿Identifier¿¿1257¿exports¿¿¿{"start":{"line":105,"column":7},"end":{"line":105,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1222¿Identifier¿¿1257¿commandExists¿¿¿¿¿Identifier
1223¿VariableDeclarator¿¿1257¿v139¿¿¿{"start":{"line":125,"column":0},"end":{"line":125,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1224¿MemberExpression¿¿1257¿¿¿¿{"start":{"line":125,"column":0},"end":{"line":125,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿MemberExpression
1225¿Identifier¿¿1257¿module¿¿¿{"start":{"line":125,"column":0},"end":{"line":125,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1226¿Identifier¿¿1257¿exports¿¿¿{"start":{"line":125,"column":7},"end":{"line":125,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1227¿VariableDeclarator¿exported¿1257¿v142¿¿¿{"start":{"line":125,"column":0},"end":{"line":132,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1228¿FunctionExpression¿¿1257¿anon¿¿¿{"start":{"line":125,"column":22},"end":{"line":132,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿FunctionExpression
1229¿Identifier¿¿0¿commandName¿¿¿{"start":{"line":125,"column":31},"end":{"line":125,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1230¿VariableDeclarator¿¿1303¿cleanedCommandName¿¿¿{"start":{"line":126,"column":6},"end":{"line":126,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1231¿CallExpression¿¿1303¿¿¿¿{"start":{"line":126,"column":27},"end":{"line":126,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿CallExpression
1232¿Identifier¿¿1303¿cleanInput¿¿¿{"start":{"line":126,"column":27},"end":{"line":126,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1233¿Identifier¿¿1303¿commandName¿¿¿{"start":{"line":126,"column":38},"end":{"line":126,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1234¿IfStatement¿¿1303¿¿¿¿{"start":{"line":127,"column":2},"end":{"line":131,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿IfStatement
1235¿Identifier¿¿1303¿isUsingWindows¿¿¿{"start":{"line":127,"column":6},"end":{"line":127,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1236¿VariableDeclarator¿¿1303¿v140¿¿¿{"start":{"line":128,"column":11},"end":{"line":128,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1237¿CallExpression¿¿1303¿¿¿¿{"start":{"line":128,"column":11},"end":{"line":128,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿CallExpression
1238¿Identifier¿¿1303¿commandExistsWindowsSync¿¿¿{"start":{"line":128,"column":11},"end":{"line":128,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1239¿Identifier¿¿1303¿cleanedCommandName¿¿¿{"start":{"line":128,"column":36},"end":{"line":128,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1240¿ReturnStatement¿¿1303¿¿¿¿{"start":{"line":128,"column":4},"end":{"line":128,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿ReturnStatement
1241¿Identifier¿¿1303¿v140¿¿¿¿¿Identifier
1242¿BlockStatement¿¿1303¿¿¿¿{"start":{"line":127,"column":22},"end":{"line":129,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BlockStatement
1243¿VariableDeclarator¿¿1303¿v141¿¿¿{"start":{"line":130,"column":11},"end":{"line":130,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1244¿CallExpression¿¿1303¿¿¿¿{"start":{"line":130,"column":11},"end":{"line":130,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿CallExpression
1245¿Identifier¿¿1303¿commandExistsUnixSync¿¿¿{"start":{"line":130,"column":11},"end":{"line":130,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1246¿Identifier¿¿1303¿cleanedCommandName¿¿¿{"start":{"line":130,"column":33},"end":{"line":130,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1247¿ReturnStatement¿¿1303¿¿¿¿{"start":{"line":130,"column":4},"end":{"line":130,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿ReturnStatement
1248¿Identifier¿¿1303¿v141¿¿¿¿¿Identifier
1249¿BlockStatement¿¿1303¿¿¿¿{"start":{"line":129,"column":9},"end":{"line":131,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BlockStatement
1250¿BlockStatement¿¿1303¿¿¿¿{"start":{"line":125,"column":44},"end":{"line":132,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BlockStatement
1251¿ExpressionStatement¿¿1257¿¿¿¿{"start":{"line":125,"column":0},"end":{"line":132,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿ExpressionStatement
1252¿AssignmentExpression¿=¿1257¿¿¿¿{"start":{"line":125,"column":0},"end":{"line":132,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿AssignmentExpression
1253¿MemberExpression¿¿1257¿¿¿¿{"start":{"line":125,"column":0},"end":{"line":125,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿MemberExpression
1254¿Identifier¿¿1257¿v139¿¿¿¿¿Identifier
1255¿Identifier¿¿1257¿sync¿¿¿{"start":{"line":125,"column":15},"end":{"line":125,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1256¿Identifier¿¿1257¿v142¿¿¿¿¿Identifier
1257¿CFG_F_START¿¿1257¿__main__¿¿¿¿¿CFG_F_START
1258¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1259¿CFG_F_START¿¿1259¿791_anon¿¿¿¿¿CFG_F_START
1260¿CFG_F_END¿¿0¿791_anon¿¿¿¿¿CFG_F_END
1261¿CFG_F_START¿¿1261¿799_anon¿¿¿¿¿CFG_F_START
1262¿CFG_F_END¿¿0¿799_anon¿¿¿¿¿CFG_F_END
1263¿CFG_F_START¿¿1263¿821_anon¿¿¿¿¿CFG_F_START
1264¿CFG_F_END¿¿0¿821_anon¿¿¿¿¿CFG_F_END
1265¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1266¿CFG_F_START¿¿1266¿845_anon¿¿¿¿¿CFG_F_START
1267¿CFG_F_END¿¿0¿845_anon¿¿¿¿¿CFG_F_END
1268¿CFG_F_START¿¿1268¿861_anon¿¿¿¿¿CFG_F_START
1269¿CFG_F_END¿¿0¿861_anon¿¿¿¿¿CFG_F_END
1270¿CFG_F_START¿¿1270¿884_anon¿¿¿¿¿CFG_F_START
1271¿CFG_F_END¿¿0¿884_anon¿¿¿¿¿CFG_F_END
1272¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1273¿CFG_F_START¿¿1273¿916_anon¿¿¿¿¿CFG_F_START
1274¿CFG_F_END¿¿0¿916_anon¿¿¿¿¿CFG_F_END
1275¿CFG_F_START¿¿1275¿920_anon¿¿¿¿¿CFG_F_START
1276¿CFG_F_END¿¿0¿920_anon¿¿¿¿¿CFG_F_END
1277¿CFG_F_START¿¿1277¿948_anon¿¿¿¿¿CFG_F_START
1278¿CFG_F_END¿¿0¿948_anon¿¿¿¿¿CFG_F_END
1279¿CFG_IF_END¿¿0¿925¿¿¿¿¿CFG_IF_END
1280¿CFG_F_START¿¿1280¿990_anon¿¿¿¿¿CFG_F_START
1281¿CFG_F_END¿¿0¿990_anon¿¿¿¿¿CFG_F_END
1282¿CFG_F_START¿¿1282¿998_anon¿¿¿¿¿CFG_F_START
1283¿CFG_F_END¿¿0¿998_anon¿¿¿¿¿CFG_F_END
1284¿CFG_IF_END¿¿0¿1004¿¿¿¿¿CFG_IF_END
1285¿CFG_F_START¿¿1285¿1030_anon¿¿¿¿¿CFG_F_START
1286¿CFG_F_END¿¿0¿1030_anon¿¿¿¿¿CFG_F_END
1287¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1288¿CFG_IF_END¿¿0¿1036¿¿¿¿¿CFG_IF_END
1289¿CFG_F_START¿¿1289¿1086_anon¿¿¿¿¿CFG_F_START
1290¿CFG_F_END¿¿0¿1086_anon¿¿¿¿¿CFG_F_END
1291¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1292¿CFG_F_START¿¿1292¿1114_anon¿¿¿¿¿CFG_F_START
1293¿CFG_F_END¿¿0¿1114_anon¿¿¿¿¿CFG_F_END
1294¿CFG_F_START¿¿1294¿1135_anon¿¿¿¿¿CFG_F_START
1295¿CFG_F_END¿¿0¿1135_anon¿¿¿¿¿CFG_F_END
1296¿CFG_F_START¿¿1296¿1159_anon¿¿¿¿¿CFG_F_START
1297¿CFG_F_END¿¿0¿1159_anon¿¿¿¿¿CFG_F_END
1298¿CFG_F_START¿¿1298¿1163_anon¿¿¿¿¿CFG_F_START
1299¿CFG_F_END¿¿0¿1163_anon¿¿¿¿¿CFG_F_END
1300¿CFG_IF_END¿¿0¿1166¿¿¿¿¿CFG_IF_END
1301¿CFG_IF_END¿¿0¿1156¿¿¿¿¿CFG_IF_END
1302¿CFG_IF_END¿¿0¿1198¿¿¿¿¿CFG_IF_END
1303¿CFG_F_START¿¿1303¿1228_anon¿¿¿¿¿CFG_F_START
1304¿CFG_F_END¿¿0¿1228_anon¿¿¿¿¿CFG_F_END
1305¿CFG_IF_END¿¿0¿1234¿¿¿¿¿CFG_IF_END
1306¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1307¿PDG_CALL¿¿1257¿1257.CALL->require-o173¿¿¿¿¿PDG_CALL
1308¿PDG_OBJECT¿¿0¿1257.v72-o174¿¿¿¿¿PDG_OBJECT
1309¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1310¿PDG_OBJECT¿¿0¿1257.v72.exec-o175¿¿¿¿¿PDG_OBJECT
1311¿PDG_CALL¿¿1257¿1257.CALL->require-o176¿¿¿¿¿PDG_CALL
1312¿PDG_OBJECT¿¿0¿1257.v73-o177¿¿¿¿¿PDG_OBJECT
1313¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1314¿PDG_OBJECT¿¿0¿1257.v73.execSync-o178¿¿¿¿¿PDG_OBJECT
1315¿PDG_CALL¿¿1257¿1257.CALL->require-o179¿¿¿¿¿PDG_CALL
1316¿PDG_OBJECT¿¿0¿1257.fs-o180¿¿¿¿¿PDG_OBJECT
1317¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1318¿PDG_OBJECT¿¿0¿1257.fs.access-o181¿¿¿¿¿PDG_OBJECT
1319¿PDG_OBJECT¿¿0¿1257.fs.accessSync-o182¿¿¿¿¿PDG_OBJECT
1320¿PDG_OBJECT¿¿0¿1257.fs.constants-o183¿¿¿¿¿PDG_OBJECT
1321¿PDG_OBJECT¿¿0¿1257.process-o184¿¿¿¿¿PDG_OBJECT
1322¿PDG_OBJECT¿¿0¿1257.process.platform-o185¿¿¿¿¿PDG_OBJECT
1323¿PDG_OBJECT¿¿0¿1257.isUsingWindows-o186¿¿¿¿¿PDG_OBJECT
1324¿PDG_OBJECT¿¿0¿1259.this-o187¿¿¿¿¿PDG_OBJECT
1325¿PDG_OBJECT¿¿0¿1259.commandName-o188¿¿¿¿¿PDG_OBJECT
1326¿PDG_OBJECT¿¿0¿1259.callback-o189¿¿¿¿¿PDG_OBJECT
1327¿PDG_OBJECT¿¿0¿1257.fileNotExists-o190¿¿¿¿¿PDG_OBJECT
1328¿PDG_OBJECT¿¿0¿1263.this-o191¿¿¿¿¿PDG_OBJECT
1329¿PDG_OBJECT¿¿0¿1263.commandName-o192¿¿¿¿¿PDG_OBJECT
1330¿PDG_OBJECT¿¿0¿1257.fileNotExistsSync-o193¿¿¿¿¿PDG_OBJECT
1331¿PDG_OBJECT¿¿0¿1266.this-o194¿¿¿¿¿PDG_OBJECT
1332¿PDG_OBJECT¿¿0¿1266.commandName-o195¿¿¿¿¿PDG_OBJECT
1333¿PDG_OBJECT¿¿0¿1266.callback-o196¿¿¿¿¿PDG_OBJECT
1334¿PDG_OBJECT¿¿0¿1257.localExecutable-o197¿¿¿¿¿PDG_OBJECT
1335¿PDG_OBJECT¿¿0¿1270.this-o198¿¿¿¿¿PDG_OBJECT
1336¿PDG_OBJECT¿¿0¿1270.commandName-o199¿¿¿¿¿PDG_OBJECT
1337¿PDG_OBJECT¿¿0¿1257.localExecutableSync-o200¿¿¿¿¿PDG_OBJECT
1338¿PDG_OBJECT¿¿0¿1273.this-o201¿¿¿¿¿PDG_OBJECT
1339¿PDG_OBJECT¿¿0¿1273.commandName-o202¿¿¿¿¿PDG_OBJECT
1340¿PDG_OBJECT¿¿0¿1273.callback-o203¿¿¿¿¿PDG_OBJECT
1341¿PDG_OBJECT¿¿0¿1257.CommandExistsUnix-o204¿¿¿¿¿PDG_OBJECT
1342¿PDG_OBJECT¿¿0¿1280.this-o205¿¿¿¿¿PDG_OBJECT
1343¿PDG_OBJECT¿¿0¿1280.commandName-o206¿¿¿¿¿PDG_OBJECT
1344¿PDG_OBJECT¿¿0¿1280.callback-o207¿¿¿¿¿PDG_OBJECT
1345¿PDG_OBJECT¿¿0¿1257.commandExistsWindows-o208¿¿¿¿¿PDG_OBJECT
1346¿PDG_OBJECT¿¿0¿1285.this-o209¿¿¿¿¿PDG_OBJECT
1347¿PDG_OBJECT¿¿0¿1285.commandName-o210¿¿¿¿¿PDG_OBJECT
1348¿PDG_OBJECT¿¿0¿1257.commandExistsUnixSync-o211¿¿¿¿¿PDG_OBJECT
1349¿PDG_OBJECT¿¿0¿1289.this-o212¿¿¿¿¿PDG_OBJECT
1350¿PDG_OBJECT¿¿0¿1289.commandName-o213¿¿¿¿¿PDG_OBJECT
1351¿PDG_OBJECT¿¿0¿1289.callback-o214¿¿¿¿¿PDG_OBJECT
1352¿PDG_OBJECT¿¿0¿1257.commandExistsWindowsSync-o215¿¿¿¿¿PDG_OBJECT
1353¿PDG_OBJECT¿¿0¿1292.this-o216¿¿¿¿¿PDG_OBJECT
1354¿PDG_OBJECT¿¿0¿1292.input-o217¿¿¿¿¿PDG_OBJECT
1355¿PDG_OBJECT¿¿0¿1257.cleanInput-o218¿¿¿¿¿PDG_OBJECT
1356¿PDG_OBJECT¿¿0¿1294.this-o219¿¿¿¿¿PDG_OBJECT
1357¿PDG_OBJECT¿¿0¿1294.commandName-o220¿¿¿¿¿PDG_OBJECT
1358¿PDG_OBJECT¿¿0¿1294.callback-o221¿¿¿¿¿PDG_OBJECT
1359¿PDG_OBJECT¿¿0¿1257.commandExists-o222¿¿¿¿¿PDG_OBJECT
1360¿PDG_OBJECT¿¿0¿1257.module-o223¿¿¿¿¿PDG_OBJECT
1361¿PDG_OBJECT¿¿0¿1257.module.exports-o224¿¿¿¿¿PDG_OBJECT
1362¿PDG_OBJECT¿¿0¿1303.this-o225¿¿¿¿¿PDG_OBJECT
1363¿PDG_OBJECT¿¿0¿1303.commandName-o226¿¿¿¿¿PDG_OBJECT
1364¿PDG_OBJECT¿¿0¿1257.v142-o227¿¿¿¿¿PDG_OBJECT
1365¿PDG_OBJECT¿¿0¿1257.v139-o228¿¿¿¿¿PDG_OBJECT
1366¿PDG_OBJECT¿¿0¿1257.v139.sync-o229¿¿¿¿¿PDG_OBJECT
1367¿PDG_OBJECT¿¿0¿1259.constants.F_OK-o230¿¿¿¿¿PDG_OBJECT
1368¿PDG_OBJECT¿¿0¿1261.this-o231¿¿¿¿¿PDG_OBJECT
1369¿PDG_OBJECT¿¿0¿1261.err-o232¿¿¿¿¿PDG_OBJECT
1370¿PDG_OBJECT¿¿0¿1259.v79-o233¿¿¿¿¿PDG_OBJECT
1371¿PDG_CALL¿¿1259¿1259.CALL->access-o234¿¿¿¿¿PDG_CALL
1372¿PDG_OBJECT¿¿0¿1259.v80-o235¿¿¿¿¿PDG_OBJECT
1373¿PDG_CALL¿¿1261¿1261.CALL->callback-o236¿¿¿¿¿PDG_CALL
1374¿PDG_OBJECT¿¿0¿1261.v78-o237¿¿¿¿¿PDG_OBJECT
1375¿PDG_CALL¿¿1263¿1263.CALL->accessSync-o238¿¿¿¿¿PDG_CALL
1376¿PDG_OBJECT¿¿0¿1263.v82-o239¿¿¿¿¿PDG_OBJECT
1377¿PDG_RETURN¿¿0¿1263.RET_OBJ-o240¿¿¿¿¿PDG_RETURN
1378¿PDG_RETURN¿¿0¿1263.RET_OBJ-o241¿¿¿¿¿PDG_RETURN
1379¿PDG_OBJECT¿¿0¿1266.constants.X_OK-o242¿¿¿¿¿PDG_OBJECT
1380¿PDG_OBJECT¿¿0¿1266.v85-o243¿¿¿¿¿PDG_OBJECT
1381¿PDG_OBJECT¿¿0¿1268.this-o244¿¿¿¿¿PDG_OBJECT
1382¿PDG_OBJECT¿¿0¿1268.err-o245¿¿¿¿¿PDG_OBJECT
1383¿PDG_OBJECT¿¿0¿1266.v88-o246¿¿¿¿¿PDG_OBJECT
1384¿PDG_CALL¿¿1266¿1266.CALL->access-o247¿¿¿¿¿PDG_CALL
1385¿PDG_OBJECT¿¿0¿1266.v89-o248¿¿¿¿¿PDG_OBJECT
1386¿PDG_CALL¿¿1268¿1268.CALL->callback-o249¿¿¿¿¿PDG_CALL
1387¿PDG_OBJECT¿¿0¿1268.v87-o250¿¿¿¿¿PDG_OBJECT
1388¿PDG_OBJECT¿¿0¿1270.v92-o251¿¿¿¿¿PDG_OBJECT
1389¿PDG_CALL¿¿1270¿1270.CALL->accessSync-o252¿¿¿¿¿PDG_CALL
1390¿PDG_OBJECT¿¿0¿1270.v93-o253¿¿¿¿¿PDG_OBJECT
1391¿PDG_RETURN¿¿0¿1270.RET_OBJ-o254¿¿¿¿¿PDG_RETURN
1392¿PDG_RETURN¿¿0¿1270.RET_OBJ-o255¿¿¿¿¿PDG_RETURN
1393¿PDG_OBJECT¿¿0¿1275.this-o256¿¿¿¿¿PDG_OBJECT
1394¿PDG_OBJECT¿¿0¿1275.isFile-o257¿¿¿¿¿PDG_OBJECT
1395¿PDG_OBJECT¿¿0¿1273.v105-o258¿¿¿¿¿PDG_OBJECT
1396¿PDG_CALL¿¿1273¿1273.CALL->fileNotExists-o259¿¿¿¿¿PDG_CALL
1397¿PDG_OBJECT¿¿0¿1273.v106-o260¿¿¿¿¿PDG_OBJECT
1398¿PDG_OBJECT¿¿0¿1275.v95-o261¿¿¿¿¿PDG_OBJECT
1399¿PDG_OBJECT¿¿0¿1275.v96-o262¿¿¿¿¿PDG_OBJECT
1400¿PDG_OBJECT¿¿0¿1275.v97-o263¿¿¿¿¿PDG_OBJECT
1401¿PDG_OBJECT¿¿0¿1275.v98-o264¿¿¿¿¿PDG_OBJECT
1402¿PDG_OBJECT¿¿0¿1275.v99-o265¿¿¿¿¿PDG_OBJECT
1403¿PDG_OBJECT¿¿0¿1277.this-o266¿¿¿¿¿PDG_OBJECT
1404¿PDG_OBJECT¿¿0¿1277.error-o267¿¿¿¿¿PDG_OBJECT
1405¿PDG_OBJECT¿¿0¿1277.stdout-o268¿¿¿¿¿PDG_OBJECT
1406¿PDG_OBJECT¿¿0¿1277.stderr-o269¿¿¿¿¿PDG_OBJECT
1407¿PDG_OBJECT¿¿0¿1275.v103-o270¿¿¿¿¿PDG_OBJECT
1408¿PDG_CALL¿¿1275¿1275.CALL->exec-o271¿¿¿¿¿PDG_CALL
1409¿PDG_OBJECT¿¿0¿1275.child-o272¿¿¿¿¿PDG_OBJECT
1410¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
1411¿PDG_CALL¿¿1275¿1275.CALL->localExecutable-o273¿¿¿¿¿PDG_CALL
1412¿PDG_OBJECT¿¿0¿1275.v104-o274¿¿¿¿¿PDG_OBJECT
1413¿PDG_CALL¿¿1277¿1277.CALL->callback-o275¿¿¿¿¿PDG_CALL
1414¿PDG_OBJECT¿¿0¿1277.v102-o276¿¿¿¿¿PDG_OBJECT
1415¿PDG_OBJECT¿¿0¿1280.v107-o277¿¿¿¿¿PDG_OBJECT
1416¿PDG_OBJECT¿¿0¿1282.this-o278¿¿¿¿¿PDG_OBJECT
1417¿PDG_OBJECT¿¿0¿1282.error-o279¿¿¿¿¿PDG_OBJECT
1418¿PDG_OBJECT¿¿0¿1280.v111-o280¿¿¿¿¿PDG_OBJECT
1419¿PDG_CALL¿¿1280¿1280.CALL->exec-o281¿¿¿¿¿PDG_CALL
1420¿PDG_OBJECT¿¿0¿1280.child-o282¿¿¿¿¿PDG_OBJECT
1421¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
