Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
915¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":71,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Program
1319¿CallExpression¿¿1609¿¿¿¿{"start":{"line":40,"column":41},"end":{"line":40,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿CallExpression
1320¿MemberExpression¿¿1609¿¿¿¿{"start":{"line":40,"column":41},"end":{"line":40,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1321¿ThisExpression¿¿1609¿¿¿¿{"start":{"line":40,"column":41},"end":{"line":40,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ThisExpression
1322¿Identifier¿¿1609¿getPids¿¿¿{"start":{"line":40,"column":46},"end":{"line":40,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1323¿Identifier¿¿1609¿child¿¿¿{"start":{"line":40,"column":54},"end":{"line":40,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1324¿Identifier¿¿1609¿pidsByLevel¿¿¿{"start":{"line":40,"column":61},"end":{"line":40,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1325¿ReturnStatement¿¿1609¿¿¿¿¿¿ReturnStatement
1326¿Identifier¿¿1609¿v156¿¿¿¿¿Identifier
1327¿BlockStatement¿¿1609¿¿¿¿¿¿BlockStatement
1328¿VariableDeclarator¿¿1607¿v158¿¿¿{"start":{"line":40,"column":4},"end":{"line":40,"column":74},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1329¿CallExpression¿¿1607¿¿¿¿{"start":{"line":40,"column":4},"end":{"line":40,"column":74},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿CallExpression
1330¿MemberExpression¿¿1607¿¿¿¿{"start":{"line":40,"column":4},"end":{"line":40,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1331¿Identifier¿¿1607¿v155¿¿¿¿¿Identifier
1332¿Identifier¿¿1607¿forEach¿¿¿{"start":{"line":40,"column":24},"end":{"line":40,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1333¿Identifier¿¿1607¿v157¿¿¿¿¿Identifier
1334¿ExpressionStatement¿¿1607¿¿¿¿{"start":{"line":40,"column":4},"end":{"line":40,"column":75},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ExpressionStatement
1335¿Identifier¿¿1607¿v158¿¿¿¿¿Identifier
1336¿ReturnStatement¿¿1607¿¿¿¿{"start":{"line":41,"column":4},"end":{"line":41,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ReturnStatement
1337¿Identifier¿¿1607¿pidsByLevel¿¿¿{"start":{"line":41,"column":11},"end":{"line":41,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1338¿BlockStatement¿¿1607¿¿¿¿{"start":{"line":36,"column":40},"end":{"line":42,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿BlockStatement
1339¿VariableDeclarator¿exported¿1589¿v168¿¿¿{"start":{"line":44,"column":16},"end":{"line":55,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1340¿FunctionExpression¿¿1589¿anon¿¿¿{"start":{"line":44,"column":16},"end":{"line":55,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿FunctionExpression
1341¿Identifier¿¿0¿pid¿¿¿{"start":{"line":44,"column":17},"end":{"line":44,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1342¿TryStatement¿¿1611¿¿¿¿{"start":{"line":45,"column":4},"end":{"line":54,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿TryStatement
1343¿VariableDeclarator¿¿1611¿v160¿¿¿{"start":{"line":46,"column":30},"end":{"line":46,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1344¿TemplateLiteral¿¿1611¿¿¿¿{"start":{"line":46,"column":30},"end":{"line":46,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿TemplateLiteral
1345¿Identifier¿¿1611¿pid¿¿¿{"start":{"line":46,"column":39},"end":{"line":46,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1346¿VariableDeclarator¿¿1611¿v161¿¿¿{"start":{"line":46,"column":21},"end":{"line":46,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1347¿CallExpression¿¿1611¿¿¿¿{"start":{"line":46,"column":21},"end":{"line":46,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿CallExpression
1348¿Identifier¿¿1611¿execSync¿¿¿{"start":{"line":46,"column":21},"end":{"line":46,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1349¿Identifier¿¿1611¿v160¿¿¿¿¿Identifier
1350¿VariableDeclarator¿¿1611¿v162¿¿¿{"start":{"line":46,"column":21},"end":{"line":46,"column":75},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1351¿CallExpression¿¿1611¿¿¿¿{"start":{"line":46,"column":21},"end":{"line":46,"column":75},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿CallExpression
1352¿MemberExpression¿¿1611¿¿¿¿{"start":{"line":46,"column":21},"end":{"line":46,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1353¿Identifier¿¿1611¿v161¿¿¿¿¿Identifier
1354¿Identifier¿¿1611¿toString¿¿¿{"start":{"line":46,"column":65},"end":{"line":46,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1355¿VariableDeclarator¿¿1611¿psOutput¿¿¿{"start":{"line":46,"column":10},"end":{"line":46,"column":82},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1356¿CallExpression¿¿1611¿¿¿¿{"start":{"line":46,"column":21},"end":{"line":46,"column":82},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿CallExpression
1357¿MemberExpression¿¿1611¿¿¿¿{"start":{"line":46,"column":21},"end":{"line":46,"column":80},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1358¿Identifier¿¿1611¿v162¿¿¿¿¿Identifier
1359¿Identifier¿¿1611¿trim¿¿¿{"start":{"line":46,"column":76},"end":{"line":46,"column":80},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1360¿VariableDeclarator¿¿1611¿v163¿¿¿{"start":{"line":47,"column":40},"end":{"line":47,"column":70},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1361¿CallExpression¿¿1611¿¿¿¿{"start":{"line":47,"column":40},"end":{"line":47,"column":70},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿CallExpression
1362¿MemberExpression¿¿1611¿¿¿¿{"start":{"line":47,"column":40},"end":{"line":47,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1363¿Identifier¿¿1611¿psOutput¿¿¿{"start":{"line":47,"column":40},"end":{"line":47,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1364¿Identifier¿¿1611¿match¿¿¿{"start":{"line":47,"column":49},"end":{"line":47,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1365¿Literal¿object¿1611¿¿/^(\d+) (.*)$/¿¿{"start":{"line":47,"column":55},"end":{"line":47,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Literal
1366¿VariableDeclarator¿¿1611¿_¿¿¿{"start":{"line":47,"column":11},"end":{"line":47,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1367¿MemberExpression¿computed¿1611¿¿¿¿{"start":{"line":47,"column":11},"end":{"line":47,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1368¿Identifier¿¿1611¿v163¿¿¿¿¿Identifier
1369¿Literal¿number¿1611¿¿0¿¿¿¿Literal
1370¿VariableDeclarator¿¿1611¿processId¿¿¿{"start":{"line":47,"column":14},"end":{"line":47,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1371¿MemberExpression¿computed¿1611¿¿¿¿{"start":{"line":47,"column":14},"end":{"line":47,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1372¿Identifier¿¿1611¿v163¿¿¿¿¿Identifier
1373¿Literal¿number¿1611¿¿1¿¿¿¿Literal
1374¿VariableDeclarator¿¿1611¿processName¿¿¿{"start":{"line":47,"column":25},"end":{"line":47,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1375¿MemberExpression¿computed¿1611¿¿¿¿{"start":{"line":47,"column":25},"end":{"line":47,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1376¿Identifier¿¿1611¿v163¿¿¿¿¿Identifier
1377¿Literal¿number¿1611¿¿2¿¿¿¿Literal
1378¿VariableDeclarator¿¿1611¿processObj¿¿¿{"start":{"line":48,"column":10},"end":{"line":48,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1379¿NewExpression¿¿1611¿¿¿¿{"start":{"line":48,"column":23},"end":{"line":48,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿NewExpression
1380¿Identifier¿¿1611¿Process¿¿¿{"start":{"line":48,"column":27},"end":{"line":48,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1381¿Identifier¿¿1611¿processId¿¿¿{"start":{"line":48,"column":35},"end":{"line":48,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1382¿Identifier¿¿1611¿processName¿¿¿{"start":{"line":48,"column":46},"end":{"line":48,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1383¿VariableDeclarator¿¿1611¿v164¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1384¿CallExpression¿¿1611¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿CallExpression
1385¿MemberExpression¿¿1611¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1386¿ThisExpression¿¿1611¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ThisExpression
1387¿Identifier¿¿1611¿_buildProcessTree¿¿¿{"start":{"line":49,"column":11},"end":{"line":49,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1388¿Identifier¿¿1611¿processObj¿¿¿{"start":{"line":49,"column":29},"end":{"line":49,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1389¿ExpressionStatement¿¿1611¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ExpressionStatement
1390¿Identifier¿¿1611¿v164¿¿¿¿¿Identifier
1391¿ReturnStatement¿¿1611¿¿¿¿{"start":{"line":50,"column":6},"end":{"line":50,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ReturnStatement
1392¿Identifier¿¿1611¿processObj¿¿¿{"start":{"line":50,"column":13},"end":{"line":50,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1393¿BlockStatement¿¿1611¿¿¿¿{"start":{"line":45,"column":8},"end":{"line":51,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿BlockStatement
1394¿CatchClause¿¿1611¿¿¿¿{"start":{"line":51,"column":6},"end":{"line":54,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿CatchClause
1395¿VariableDeclarator¿¿1611¿v165¿¿¿{"start":{"line":52,"column":43},"end":{"line":52,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1396¿MemberExpression¿¿1611¿¿¿¿{"start":{"line":52,"column":43},"end":{"line":52,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1397¿Identifier¿¿1611¿e¿¿¿{"start":{"line":52,"column":43},"end":{"line":52,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1398¿Identifier¿¿1611¿message¿¿¿{"start":{"line":52,"column":45},"end":{"line":52,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1399¿VariableDeclarator¿¿1611¿v166¿¿¿{"start":{"line":52,"column":6},"end":{"line":52,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1400¿CallExpression¿¿1611¿¿¿¿{"start":{"line":52,"column":6},"end":{"line":52,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿CallExpression
1401¿MemberExpression¿¿1611¿¿¿¿{"start":{"line":52,"column":6},"end":{"line":52,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1402¿Identifier¿¿1611¿console¿¿¿{"start":{"line":52,"column":6},"end":{"line":52,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1403¿Identifier¿¿1611¿error¿¿¿{"start":{"line":52,"column":14},"end":{"line":52,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1404¿Literal¿string¿1611¿¿'Invalid process id.'¿¿{"start":{"line":52,"column":20},"end":{"line":52,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Literal
1405¿Identifier¿¿1611¿v165¿¿¿¿¿Identifier
1406¿ExpressionStatement¿¿1611¿¿¿¿{"start":{"line":52,"column":6},"end":{"line":52,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ExpressionStatement
1407¿Identifier¿¿1611¿v166¿¿¿¿¿Identifier
1408¿VariableDeclarator¿¿1611¿v167¿¿¿{"start":{"line":53,"column":6},"end":{"line":53,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1409¿CallExpression¿¿1611¿¿¿¿{"start":{"line":53,"column":6},"end":{"line":53,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿CallExpression
1410¿MemberExpression¿¿1611¿¿¿¿{"start":{"line":53,"column":6},"end":{"line":53,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1411¿Identifier¿¿1611¿process¿¿¿{"start":{"line":53,"column":6},"end":{"line":53,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1412¿Identifier¿¿1611¿exit¿¿¿{"start":{"line":53,"column":14},"end":{"line":53,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1413¿Literal¿number¿1611¿¿2¿¿{"start":{"line":53,"column":19},"end":{"line":53,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Literal
1414¿ExpressionStatement¿¿1611¿¿¿¿{"start":{"line":53,"column":6},"end":{"line":53,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ExpressionStatement
1415¿Identifier¿¿1611¿v167¿¿¿¿¿Identifier
1416¿BlockStatement¿¿1611¿¿¿¿{"start":{"line":51,"column":15},"end":{"line":54,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿BlockStatement
1417¿Identifier¿¿1611¿e¿¿¿{"start":{"line":51,"column":12},"end":{"line":51,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1418¿BlockStatement¿¿1611¿¿¿¿{"start":{"line":44,"column":22},"end":{"line":55,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿BlockStatement
1419¿VariableDeclarator¿exported¿1589¿v178¿¿¿{"start":{"line":57,"column":10},"end":{"line":61,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1420¿FunctionExpression¿¿1589¿anon¿¿¿{"start":{"line":57,"column":10},"end":{"line":61,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿FunctionExpression
1421¿Identifier¿¿0¿pid¿¿¿{"start":{"line":57,"column":11},"end":{"line":57,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1422¿VariableDeclarator¿¿1614¿v169¿¿¿{"start":{"line":58,"column":15},"end":{"line":58,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1423¿CallExpression¿¿1614¿¿¿¿{"start":{"line":58,"column":15},"end":{"line":58,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿CallExpression
1424¿MemberExpression¿¿1614¿¿¿¿{"start":{"line":58,"column":15},"end":{"line":58,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1425¿ThisExpression¿¿1614¿¿¿¿{"start":{"line":58,"column":15},"end":{"line":58,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ThisExpression
1426¿Identifier¿¿1614¿getPids¿¿¿{"start":{"line":58,"column":20},"end":{"line":58,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1427¿Identifier¿¿1614¿pid¿¿¿{"start":{"line":58,"column":28},"end":{"line":58,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1428¿VariableDeclarator¿¿1614¿v171¿¿¿{"start":{"line":58,"column":41},"end":{"line":58,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1429¿ArrowFunctionExpression¿¿1614¿¿¿¿{"start":{"line":58,"column":41},"end":{"line":58,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ArrowFunctionExpression
1430¿Identifier¿¿0¿s¿¿¿{"start":{"line":58,"column":42},"end":{"line":58,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1431¿Identifier¿¿0¿e¿¿¿{"start":{"line":58,"column":45},"end":{"line":58,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1432¿VariableDeclarator¿¿1616¿v170¿¿¿{"start":{"line":58,"column":51},"end":{"line":58,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1433¿CallExpression¿¿1616¿¿¿¿{"start":{"line":58,"column":51},"end":{"line":58,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿CallExpression
1434¿MemberExpression¿¿1616¿¿¿¿{"start":{"line":58,"column":51},"end":{"line":58,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1435¿Identifier¿¿1616¿s¿¿¿{"start":{"line":58,"column":51},"end":{"line":58,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1436¿Identifier¿¿1616¿concat¿¿¿{"start":{"line":58,"column":53},"end":{"line":58,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1437¿Identifier¿¿1616¿e¿¿¿{"start":{"line":58,"column":60},"end":{"line":58,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1438¿ReturnStatement¿¿1616¿¿¿¿¿¿ReturnStatement
1439¿Identifier¿¿1616¿v170¿¿¿¿¿Identifier
1440¿BlockStatement¿¿1616¿¿¿¿¿¿BlockStatement
1441¿VariableDeclarator¿¿1614¿v172¿¿¿{"start":{"line":58,"column":15},"end":{"line":58,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1442¿CallExpression¿¿1614¿¿¿¿{"start":{"line":58,"column":15},"end":{"line":58,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿CallExpression
1443¿MemberExpression¿¿1614¿¿¿¿{"start":{"line":58,"column":15},"end":{"line":58,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1444¿Identifier¿¿1614¿v169¿¿¿¿¿Identifier
1445¿Identifier¿¿1614¿reduce¿¿¿{"start":{"line":58,"column":33},"end":{"line":58,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1446¿Identifier¿¿1614¿v171¿¿¿¿¿Identifier
1447¿VariableDeclarator¿¿1614¿pids¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1448¿CallExpression¿¿1614¿¿¿¿{"start":{"line":58,"column":15},"end":{"line":58,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿CallExpression
1449¿MemberExpression¿¿1614¿¿¿¿{"start":{"line":58,"column":15},"end":{"line":58,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1450¿Identifier¿¿1614¿v172¿¿¿¿¿Identifier
1451¿Identifier¿¿1614¿reverse¿¿¿{"start":{"line":58,"column":64},"end":{"line":58,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1452¿VariableDeclarator¿¿1614¿v173¿¿¿{"start":{"line":59,"column":24},"end":{"line":59,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1453¿CallExpression¿¿1614¿¿¿¿{"start":{"line":59,"column":24},"end":{"line":59,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿CallExpression
1454¿MemberExpression¿¿1614¿¿¿¿{"start":{"line":59,"column":24},"end":{"line":59,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1455¿Identifier¿¿1614¿pids¿¿¿{"start":{"line":59,"column":24},"end":{"line":59,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
