Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
598¿Program¿¿-1¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":135,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Program
1029¿BlockStatement¿¿1040¿¿¿¿{"start":{"line":41,"column":9},"end":{"line":133,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿BlockStatement
1030¿BlockStatement¿¿1040¿¿¿¿¿¿BlockStatement
1031¿BlockStatement¿¿1040¿¿¿¿{"start":{"line":3,"column":43},"end":{"line":134,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿BlockStatement
1032¿ExpressionStatement¿¿1038¿¿¿¿{"start":{"line":135,"column":0},"end":{"line":135,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿ExpressionStatement
1033¿AssignmentExpression¿=¿1038¿¿¿¿{"start":{"line":135,"column":0},"end":{"line":135,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿AssignmentExpression
1034¿MemberExpression¿¿1038¿¿¿¿{"start":{"line":135,"column":0},"end":{"line":135,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿MemberExpression
1035¿Identifier¿¿1038¿module¿¿¿{"start":{"line":135,"column":0},"end":{"line":135,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
1036¿Identifier¿¿1038¿exports¿¿¿{"start":{"line":135,"column":7},"end":{"line":135,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
1037¿Identifier¿¿1038¿cmd¿¿¿{"start":{"line":135,"column":17},"end":{"line":135,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
1038¿CFG_F_START¿¿1038¿__main__¿¿¿¿¿CFG_F_START
1039¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1040¿CFG_F_START¿¿1040¿600_anon¿¿¿¿¿CFG_F_START
1041¿CFG_F_END¿¿0¿600_anon¿¿¿¿¿CFG_F_END
1042¿CFG_F_START¿¿1042¿605_anon¿¿¿¿¿CFG_F_START
1043¿CFG_F_END¿¿0¿605_anon¿¿¿¿¿CFG_F_END
1044¿CFG_F_START¿¿1044¿622_msg¿¿¿¿¿CFG_F_START
1045¿CFG_F_END¿¿0¿622_msg¿¿¿¿¿CFG_F_END
1046¿CFG_IF_END¿¿0¿642¿¿¿¿¿CFG_IF_END
1047¿CFG_IF_END¿¿0¿654¿¿¿¿¿CFG_IF_END
1048¿CFG_IF_END¿¿0¿669¿¿¿¿¿CFG_IF_END
1049¿CFG_F_START¿¿1049¿703_anon¿¿¿¿¿CFG_F_START
1050¿CFG_F_END¿¿0¿703_anon¿¿¿¿¿CFG_F_END
1051¿CFG_F_START¿¿1051¿713_anon¿¿¿¿¿CFG_F_START
1052¿CFG_F_END¿¿0¿713_anon¿¿¿¿¿CFG_F_END
1053¿FOR_END¿¿0¿¿¿¿¿¿FOR_END
1054¿CFG_F_START¿¿1054¿803_anon¿¿¿¿¿CFG_F_START
1055¿CFG_F_END¿¿0¿803_anon¿¿¿¿¿CFG_F_END
1056¿CFG_F_START¿¿1056¿851_anon¿¿¿¿¿CFG_F_START
1057¿CFG_F_END¿¿0¿851_anon¿¿¿¿¿CFG_F_END
1058¿CFG_F_START¿¿1058¿909_anon¿¿¿¿¿CFG_F_START
1059¿CFG_F_END¿¿0¿909_anon¿¿¿¿¿CFG_F_END
1060¿CFG_F_START¿¿1060¿951_anon¿¿¿¿¿CFG_F_START
1061¿CFG_F_END¿¿0¿951_anon¿¿¿¿¿CFG_F_END
1062¿CFG_F_START¿¿1062¿981_anon¿¿¿¿¿CFG_F_START
1063¿CFG_F_END¿¿0¿981_anon¿¿¿¿¿CFG_F_END
1064¿CFG_IF_END¿¿0¿748¿¿¿¿¿CFG_IF_END
1065¿CFG_IF_END¿¿0¿700¿¿¿¿¿CFG_IF_END
1066¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1067¿PDG_OBJECT¿¿0¿1040.this-o127¿¿¿¿¿PDG_OBJECT
1068¿PDG_OBJECT¿¿0¿1040.command-o128¿¿¿¿¿PDG_OBJECT
1069¿PDG_OBJECT¿¿0¿1040.callback-o129¿¿¿¿¿PDG_OBJECT
1070¿PDG_OBJECT¿¿0¿1040.log-o130¿¿¿¿¿PDG_OBJECT
1071¿PDG_OBJECT¿¿0¿1038.cmd-o131¿¿¿¿¿PDG_OBJECT
1072¿PDG_OBJECT¿¿0¿1038.module-o132¿¿¿¿¿PDG_OBJECT
1073¿PDG_OBJECT¿¿0¿1038.module.exports-o133¿¿¿¿¿PDG_OBJECT
1074¿PDG_OBJECT¿¿0¿1042.this-o134¿¿¿¿¿PDG_OBJECT
1075¿PDG_OBJECT¿¿0¿1040.v61-o135¿¿¿¿¿PDG_OBJECT
1076¿PDG_OBJECT¿¿0¿1040._log-o136¿¿¿¿¿PDG_OBJECT
1077¿PDG_OBJECT¿¿0¿1040.v63-o137¿¿¿¿¿PDG_OBJECT
1078¿PDG_OBJECT¿¿0¿1044.this-o138¿¿¿¿¿PDG_OBJECT
1079¿PDG_OBJECT¿¿0¿1044.msg-o139¿¿¿¿¿PDG_OBJECT
1080¿PDG_OBJECT¿¿0¿1040.v66-o140¿¿¿¿¿PDG_OBJECT
1081¿PDG_CALL¿¿1040¿1040.CALL->Function-o141¿¿¿¿¿PDG_CALL
1082¿PDG_OBJECT¿¿0¿1040.v67-o142¿¿¿¿¿PDG_OBJECT
1083¿TAINT_SINK¿¿0¿Function¿¿¿¿¿TAINT_SINK
1084¿PDG_OBJECT¿¿0¿1040.v68-o143¿¿¿¿¿PDG_OBJECT
1085¿PDG_OBJECT¿¿0¿1040.v70-o144¿¿¿¿¿PDG_OBJECT
1086¿PDG_CALL¿¿1040¿1040.CALL->_log-o145¿¿¿¿¿PDG_CALL
1087¿PDG_OBJECT¿¿0¿1040.v71-o146¿¿¿¿¿PDG_OBJECT
1088¿PDG_CALL¿¿1040¿1040.CALL->Promise.reject-o147¿¿¿¿¿PDG_CALL
1089¿PDG_OBJECT¿¿0¿1040.v72-o148¿¿¿¿¿PDG_OBJECT
1090¿PDG_RETURN¿¿0¿1040.RET_OBJ-o149¿¿¿¿¿PDG_RETURN
1091¿PDG_CALL¿¿1040¿1040.CALL->Array.isArray-o150¿¿¿¿¿PDG_CALL
1092¿PDG_OBJECT¿¿0¿1040.v73-o151¿¿¿¿¿PDG_OBJECT
1093¿PDG_OBJECT¿¿0¿1049.this-o152¿¿¿¿¿PDG_OBJECT
1094¿PDG_OBJECT¿¿0¿1049.prefCommand-o153¿¿¿¿¿PDG_OBJECT
1095¿PDG_OBJECT¿¿0¿1049.currentCommand-o154¿¿¿¿¿PDG_OBJECT
1096¿PDG_OBJECT¿¿0¿1040.v78-o155¿¿¿¿¿PDG_OBJECT
1097¿PDG_CALL¿¿1040¿1040.CALL->command.reduce-o156¿¿¿¿¿PDG_CALL
1098¿PDG_OBJECT¿¿0¿1040.v79-o157¿¿¿¿¿PDG_OBJECT
1099¿PDG_RETURN¿¿0¿1040.RET_OBJ-o158¿¿¿¿¿PDG_RETURN
1100¿PDG_OBJECT¿¿0¿1040.v81-o159¿¿¿¿¿PDG_OBJECT
1101¿PDG_OBJECT¿¿0¿1040.allPromis-o160¿¿¿¿¿PDG_OBJECT
1102¿PDG_OBJECT¿¿0¿1040.k-o161¿¿¿¿¿PDG_OBJECT
1103¿PDG_OBJECT¿¿0¿1040.k-o162¿¿¿¿¿PDG_OBJECT
1104¿PDG_OBJECT¿¿0¿1040.command.*-o163¿¿¿¿¿PDG_OBJECT
1105¿PDG_CALL¿¿1040¿1040.CALL->cmd-o164¿¿¿¿¿PDG_CALL
1106¿PDG_OBJECT¿¿0¿1040.v83-o165¿¿¿¿¿PDG_OBJECT
1107¿PDG_CALL¿¿1040¿1040.CALL->allPromis.push-o166¿¿¿¿¿PDG_CALL
1108¿PDG_OBJECT¿¿0¿1040.v84-o167¿¿¿¿¿PDG_OBJECT
1109¿PDG_CALL¿¿1040¿1040.CALL->Promise.all-o168¿¿¿¿¿PDG_CALL
1110¿PDG_OBJECT¿¿0¿1040.v85-o169¿¿¿¿¿PDG_OBJECT
1111¿PDG_RETURN¿¿0¿1040.RET_OBJ-o170¿¿¿¿¿PDG_RETURN
1112¿PDG_OBJECT¿¿0¿1040.v86-o171¿¿¿¿¿PDG_OBJECT
1113¿PDG_OBJECT¿¿0¿1040.v87-o172¿¿¿¿¿PDG_OBJECT
1114¿PDG_CALL¿¿1040¿1040.CALL->_log-o173¿¿¿¿¿PDG_CALL
1115¿PDG_OBJECT¿¿0¿1040.v88-o174¿¿¿¿¿PDG_OBJECT
1116¿PDG_OBJECT¿¿0¿1054.this-o175¿¿¿¿¿PDG_OBJECT
1117¿PDG_OBJECT¿¿0¿1054.resolve-o176¿¿¿¿¿PDG_OBJECT
1118¿PDG_OBJECT¿¿0¿1054.reject-o177¿¿¿¿¿PDG_OBJECT
1119¿PDG_OBJECT¿¿0¿1040.v120-o178¿¿¿¿¿PDG_OBJECT
1120¿PDG_CALL¿¿1040¿1040.CALL->Promise-o179¿¿¿¿¿PDG_CALL
1121¿PDG_OBJECT¿¿0¿1040._promise-o180¿¿¿¿¿PDG_OBJECT
1122¿PDG_RETURN¿¿0¿1040.RET_OBJ-o181¿¿¿¿¿PDG_RETURN
1123¿PDG_RETURN¿¿0¿1042.RET_OBJ-o182¿¿¿¿¿PDG_RETURN
1124¿PDG_OBJECT¿¿0¿1044.console-o183¿¿¿¿¿PDG_OBJECT
1125¿PDG_OBJECT¿¿0¿1044.console.log-o184¿¿¿¿¿PDG_OBJECT
1126¿PDG_CALL¿¿1044¿1044.CALL->v64.apply-o185¿¿¿¿¿PDG_CALL
1127¿PDG_OBJECT¿¿0¿1044.v65-o186¿¿¿¿¿PDG_OBJECT
1128¿PDG_CALL¿¿1049¿1049.CALL->cmd-o187¿¿¿¿¿PDG_CALL
1129¿PDG_OBJECT¿¿0¿1049.v74-o188¿¿¿¿¿PDG_OBJECT
1130¿PDG_OBJECT¿¿0¿1051.this-o189¿¿¿¿¿PDG_OBJECT
1131¿PDG_OBJECT¿¿0¿1049.v76-o190¿¿¿¿¿PDG_OBJECT
1132¿PDG_CALL¿¿1049¿1049.CALL->v74.then-o191¿¿¿¿¿PDG_CALL
1133¿PDG_OBJECT¿¿0¿1049.v77-o192¿¿¿¿¿PDG_OBJECT
1134¿PDG_RETURN¿¿0¿1049.RET_OBJ-o193¿¿¿¿¿PDG_RETURN
1135¿PDG_CALL¿¿1051¿1051.CALL->cmd-o194¿¿¿¿¿PDG_CALL
1136¿PDG_OBJECT¿¿0¿1051.v75-o195¿¿¿¿¿PDG_OBJECT
1137¿PDG_RETURN¿¿0¿1051.RET_OBJ-o196¿¿¿¿¿PDG_RETURN
1138¿PDG_CALL¿¿1054¿1054.CALL->require-o197¿¿¿¿¿PDG_CALL
1139¿PDG_OBJECT¿¿0¿1054.v89-o198¿¿¿¿¿PDG_OBJECT
1140¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1141¿PDG_OBJECT¿¿0¿1054.v89.exec-o199¿¿¿¿¿PDG_OBJECT
1142¿PDG_OBJECT¿¿0¿1054.v90-o200¿¿¿¿¿PDG_OBJECT
1143¿PDG_CALL¿¿1054¿1054.CALL->exec-o201¿¿¿¿¿PDG_CALL
1144¿PDG_OBJECT¿¿0¿1054.child-o202¿¿¿¿¿PDG_OBJECT
1145¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
1146¿PDG_OBJECT¿¿0¿1054._data-o203¿¿¿¿¿PDG_OBJECT
1147¿PDG_OBJECT¿¿0¿1054._error-o204¿¿¿¿¿PDG_OBJECT
1148¿PDG_OBJECT¿¿0¿1054.v91-o205¿¿¿¿¿PDG_OBJECT
1149¿PDG_OBJECT¿¿0¿1054.v92-o206¿¿¿¿¿PDG_OBJECT
1150¿PDG_CALL¿¿1054¿1054.CALL->_log-o207¿¿¿¿¿PDG_CALL
1151¿PDG_OBJECT¿¿0¿1054.v93-o208¿¿¿¿¿PDG_OBJECT
1152¿PDG_OBJECT¿¿0¿1054.child.stdout-o209¿¿¿¿¿PDG_OBJECT
1153¿PDG_OBJECT¿¿0¿1056.this-o210¿¿¿¿¿PDG_OBJECT
1154¿PDG_OBJECT¿¿0¿1056.data-o211¿¿¿¿¿PDG_OBJECT
1155¿PDG_OBJECT¿¿0¿1054.v101-o212¿¿¿¿¿PDG_OBJECT
1156¿PDG_CALL¿¿1054¿1054.CALL->v94.on-o213¿¿¿¿¿PDG_CALL
1157¿PDG_OBJECT¿¿0¿1054.v102-o214¿¿¿¿¿PDG_OBJECT
1158¿PDG_OBJECT¿¿0¿1054.child.stderr-o215¿¿¿¿¿PDG_OBJECT
1159¿PDG_OBJECT¿¿0¿1058.this-o216¿¿¿¿¿PDG_OBJECT
1160¿PDG_OBJECT¿¿0¿1058.data-o217¿¿¿¿¿PDG_OBJECT
1161¿PDG_OBJECT¿¿0¿1054.v107-o218¿¿¿¿¿PDG_OBJECT
1162¿PDG_CALL¿¿1054¿1054.CALL->v103.on-o219¿¿¿¿¿PDG_CALL
1163¿PDG_OBJECT¿¿0¿1054.v108-o220¿¿¿¿¿PDG_OBJECT
1164¿PDG_OBJECT¿¿0¿1060.this-o221¿¿¿¿¿PDG_OBJECT
1165¿PDG_OBJECT¿¿0¿1060.data-o222¿¿¿¿¿PDG_OBJECT
1166¿PDG_OBJECT¿¿0¿1054.v112-o223¿¿¿¿¿PDG_OBJECT
1167¿PDG_CALL¿¿1054¿1054.CALL->v109.on-o224¿¿¿¿¿PDG_CALL
1168¿PDG_OBJECT¿¿0¿1054.v113-o225¿¿¿¿¿PDG_OBJECT
1169¿PDG_OBJECT¿¿0¿1062.this-o226¿¿¿¿¿PDG_OBJECT
1170¿PDG_OBJECT¿¿0¿1062.code-o227¿¿¿¿¿PDG_OBJECT
1171¿PDG_OBJECT¿¿0¿1054.v118-o228¿¿¿¿¿PDG_OBJECT
1172¿PDG_CALL¿¿1054¿1054.CALL->child.on-o229¿¿¿¿¿PDG_CALL
1173¿PDG_OBJECT¿¿0¿1054.v119-o230¿¿¿¿¿PDG_OBJECT
1174¿PDG_CALL¿¿1056¿1056.CALL->_data.push-o231¿¿¿¿¿PDG_CALL
1175¿PDG_OBJECT¿¿0¿1056.v95-o232¿¿¿¿¿PDG_OBJECT
1176¿PDG_OBJECT¿¿0¿1056.data.code-o233¿¿¿¿¿PDG_OBJECT
1177¿PDG_OBJECT¿¿0¿1056.v98-o234¿¿¿¿¿PDG_OBJECT
1178¿PDG_OBJECT¿¿0¿1056.v99-o235¿¿¿¿¿PDG_OBJECT
1179¿PDG_CALL¿¿1056¿1056.CALL->_log-o236¿¿¿¿¿PDG_CALL
1180¿PDG_OBJECT¿¿0¿1056.v100-o237¿¿¿¿¿PDG_OBJECT
1181¿PDG_CALL¿¿1058¿1058.CALL->_error.push-o238¿¿¿¿¿PDG_CALL
1182¿PDG_OBJECT¿¿0¿1058.v104-o239¿¿¿¿¿PDG_OBJECT
1183¿PDG_OBJECT¿¿0¿1058.v105-o240¿¿¿¿¿PDG_OBJECT
1184¿PDG_CALL¿¿1058¿1058.CALL->_log-o241¿¿¿¿¿PDG_CALL
1185¿PDG_OBJECT¿¿0¿1058.v106-o242¿¿¿¿¿PDG_OBJECT
1186¿PDG_OBJECT¿¿0¿1060.v110-o243¿¿¿¿¿PDG_OBJECT
1187¿PDG_CALL¿¿1060¿1060.CALL->_log-o244¿¿¿¿¿PDG_CALL
1188¿PDG_OBJECT¿¿0¿1060.v111-o245¿¿¿¿¿PDG_OBJECT
1189¿PDG_CALL¿¿1062¿1062.CALL->_callback-o246¿¿¿¿¿PDG_CALL
1190¿PDG_OBJECT¿¿0¿1062.v114-o247¿¿¿¿¿PDG_OBJECT
1191¿PDG_OBJECT¿¿0¿1062.v115-o248¿¿¿¿¿PDG_OBJECT
1192¿PDG_CALL¿¿1062¿1062.CALL->_log-o249¿¿¿¿¿PDG_CALL
1193¿PDG_OBJECT¿¿0¿1062.v116-o250¿¿¿¿¿PDG_OBJECT
1194¿PDG_CALL¿¿1062¿1062.CALL->resolve-o251¿¿¿¿¿PDG_CALL
1195¿PDG_OBJECT¿¿0¿1062.v117-o252¿¿¿¿¿PDG_OBJECT
