Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
826¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":80,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Program
1255¿VariableDeclarator¿¿1473¿v115¿¿¿{"start":{"line":59,"column":49},"end":{"line":59,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1256¿CallExpression¿¿1473¿¿¿¿{"start":{"line":59,"column":49},"end":{"line":59,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿CallExpression
1257¿Identifier¿¿1473¿isPlainObject¿¿¿{"start":{"line":59,"column":49},"end":{"line":59,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1258¿Identifier¿¿1473¿v114¿¿¿¿¿Identifier
1259¿VariableDeclarator¿¿1473¿v116¿¿¿{"start":{"line":59,"column":21},"end":{"line":59,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1260¿LogicalExpression¿&&¿1473¿¿¿¿{"start":{"line":59,"column":21},"end":{"line":59,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿LogicalExpression
1261¿Identifier¿¿1473¿v113¿¿¿¿¿Identifier
1262¿Identifier¿¿1473¿v115¿¿¿¿¿Identifier
1263¿VariableDeclarator¿¿1473¿v117¿¿¿{"start":{"line":60,"column":28},"end":{"line":60,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1264¿MemberExpression¿computed¿1473¿¿¿¿{"start":{"line":60,"column":28},"end":{"line":60,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿MemberExpression
1265¿Identifier¿¿1473¿base¿¿¿{"start":{"line":60,"column":28},"end":{"line":60,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1266¿Identifier¿¿1473¿key¿¿¿{"start":{"line":60,"column":33},"end":{"line":60,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1267¿VariableDeclarator¿¿1473¿v118¿¿¿{"start":{"line":60,"column":39},"end":{"line":60,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1268¿MemberExpression¿computed¿1473¿¿¿¿{"start":{"line":60,"column":39},"end":{"line":60,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿MemberExpression
1269¿Identifier¿¿1473¿extend¿¿¿{"start":{"line":60,"column":39},"end":{"line":60,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1270¿Identifier¿¿1473¿key¿¿¿{"start":{"line":60,"column":46},"end":{"line":60,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1271¿VariableDeclarator¿¿1473¿v119¿¿¿{"start":{"line":60,"column":12},"end":{"line":60,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1272¿CallExpression¿¿1473¿¿¿¿{"start":{"line":60,"column":12},"end":{"line":60,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿CallExpression
1273¿Identifier¿¿1473¿_recursiveMerge¿¿¿{"start":{"line":60,"column":12},"end":{"line":60,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1274¿Identifier¿¿1473¿v117¿¿¿¿¿Identifier
1275¿Identifier¿¿1473¿v118¿¿¿¿¿Identifier
1276¿VariableDeclarator¿¿1473¿v120¿¿¿{"start":{"line":61,"column":12},"end":{"line":61,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1277¿MemberExpression¿computed¿1473¿¿¿¿{"start":{"line":61,"column":12},"end":{"line":61,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿MemberExpression
1278¿Identifier¿¿1473¿extend¿¿¿{"start":{"line":61,"column":12},"end":{"line":61,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1279¿Identifier¿¿1473¿key¿¿¿{"start":{"line":61,"column":19},"end":{"line":61,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1280¿VariableDeclarator¿¿1473¿v121¿¿¿{"start":{"line":59,"column":20},"end":{"line":61,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1281¿IfStatement¿¿1473¿¿¿¿{"start":{"line":59,"column":20},"end":{"line":61,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿IfStatement
1282¿Identifier¿¿1473¿v116¿¿¿¿¿Identifier
1283¿ExpressionStatement¿¿1473¿¿¿¿{"start":{"line":59,"column":20},"end":{"line":61,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿ExpressionStatement
1284¿AssignmentExpression¿=¿1473¿¿¿¿{"start":{"line":59,"column":20},"end":{"line":61,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿AssignmentExpression
1285¿Identifier¿¿1473¿v121¿¿¿¿¿Identifier
1286¿Identifier¿¿1473¿v119¿¿¿¿¿Identifier
1287¿BlockStatement¿¿1473¿¿¿¿¿¿BlockStatement
1288¿ExpressionStatement¿¿1473¿¿¿¿{"start":{"line":59,"column":20},"end":{"line":61,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿ExpressionStatement
1289¿AssignmentExpression¿=¿1473¿¿¿¿{"start":{"line":59,"column":20},"end":{"line":61,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿AssignmentExpression
1290¿Identifier¿¿1473¿v121¿¿¿¿¿Identifier
1291¿Identifier¿¿1473¿v120¿¿¿¿¿Identifier
1292¿BlockStatement¿¿1473¿¿¿¿¿¿BlockStatement
1293¿ExpressionStatement¿¿1473¿¿¿¿{"start":{"line":59,"column":8},"end":{"line":61,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿ExpressionStatement
1294¿AssignmentExpression¿=¿1473¿¿¿¿{"start":{"line":59,"column":8},"end":{"line":61,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿AssignmentExpression
1295¿MemberExpression¿computed¿1473¿¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿MemberExpression
1296¿Identifier¿¿1473¿base¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1297¿Identifier¿¿1473¿key¿¿¿{"start":{"line":59,"column":13},"end":{"line":59,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1298¿Identifier¿¿1473¿v121¿¿¿¿¿Identifier
1299¿BlockStatement¿¿1473¿¿¿¿¿¿BlockStatement
1300¿ReturnStatement¿¿1473¿¿¿¿{"start":{"line":62,"column":4},"end":{"line":62,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿ReturnStatement
1301¿Identifier¿¿1473¿base¿¿¿{"start":{"line":62,"column":11},"end":{"line":62,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1302¿BlockStatement¿¿1473¿¿¿¿{"start":{"line":55,"column":39},"end":{"line":63,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿BlockStatement
1303¿VariableDeclarator¿¿1454¿_merge¿¿¿{"start":{"line":64,"column":0},"end":{"line":80,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1304¿FunctionExpression¿¿1454¿anon¿¿¿{"start":{"line":64,"column":0},"end":{"line":80,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿FunctionExpression
1305¿Identifier¿¿0¿isClone¿¿¿{"start":{"line":64,"column":16},"end":{"line":64,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1306¿Identifier¿¿0¿isRecursive¿¿¿{"start":{"line":64,"column":25},"end":{"line":64,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1307¿Identifier¿¿0¿items¿¿¿{"start":{"line":64,"column":38},"end":{"line":64,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1308¿VariableDeclarator¿¿1478¿result¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1309¿VariableDeclarator¿¿1478¿v122¿¿¿{"start":{"line":66,"column":20},"end":{"line":66,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1310¿CallExpression¿¿1478¿¿¿¿{"start":{"line":66,"column":20},"end":{"line":66,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿CallExpression
1311¿Identifier¿¿1478¿isPlainObject¿¿¿{"start":{"line":66,"column":20},"end":{"line":66,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1312¿AssignmentExpression¿=¿1478¿¿¿¿{"start":{"line":66,"column":34},"end":{"line":66,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿AssignmentExpression
1313¿Identifier¿¿1478¿result¿¿¿{"start":{"line":66,"column":34},"end":{"line":66,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1314¿CallExpression¿¿1478¿¿¿¿{"start":{"line":66,"column":43},"end":{"line":66,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿CallExpression
1315¿MemberExpression¿¿1478¿¿¿¿{"start":{"line":66,"column":43},"end":{"line":66,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿MemberExpression
1316¿Identifier¿¿1478¿items¿¿¿{"start":{"line":66,"column":43},"end":{"line":66,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1317¿Identifier¿¿1478¿shift¿¿¿{"start":{"line":66,"column":49},"end":{"line":66,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1318¿VariableDeclarator¿¿1478¿v123¿¿¿{"start":{"line":66,"column":19},"end":{"line":66,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1319¿UnaryExpression¿!¿1478¿¿¿¿{"start":{"line":66,"column":19},"end":{"line":66,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿UnaryExpression
1320¿Identifier¿¿1478¿v122¿¿¿¿¿Identifier
1321¿VariableDeclarator¿¿1478¿v124¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1322¿LogicalExpression¿||¿1478¿¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿LogicalExpression
1323¿Identifier¿¿1478¿isClone¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1324¿Identifier¿¿1478¿v123¿¿¿¿¿Identifier
1325¿IfStatement¿¿1478¿¿¿¿{"start":{"line":66,"column":4},"end":{"line":67,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿IfStatement
1326¿Identifier¿¿1478¿v124¿¿¿¿¿Identifier
1327¿ExpressionStatement¿¿1478¿¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿ExpressionStatement
1328¿AssignmentExpression¿=¿1478¿¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿AssignmentExpression
1329¿Identifier¿¿1478¿result¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1330¿ObjectExpression¿¿1478¿¿¿¿¿¿ObjectExpression
1331¿BlockStatement¿¿1478¿¿¿¿¿¿BlockStatement
1332¿VariableDeclarator¿¿1478¿index¿¿¿{"start":{"line":68,"column":13},"end":{"line":68,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1333¿Literal¿number¿1478¿¿0¿¿{"start":{"line":68,"column":21},"end":{"line":68,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Literal
1334¿VariableDeclarator¿¿1478¿v125¿¿¿{"start":{"line":68,"column":32},"end":{"line":68,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1335¿MemberExpression¿¿1478¿¿¿¿{"start":{"line":68,"column":32},"end":{"line":68,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿MemberExpression
1336¿Identifier¿¿1478¿items¿¿¿{"start":{"line":68,"column":32},"end":{"line":68,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1337¿Identifier¿¿1478¿length¿¿¿{"start":{"line":68,"column":38},"end":{"line":68,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1338¿VariableDeclarator¿¿1478¿v126¿¿¿{"start":{"line":68,"column":24},"end":{"line":68,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1339¿BinaryExpression¿<¿1478¿¿¿¿{"start":{"line":68,"column":24},"end":{"line":68,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿BinaryExpression
1340¿Identifier¿¿1478¿index¿¿¿{"start":{"line":68,"column":24},"end":{"line":68,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1341¿Identifier¿¿1478¿v125¿¿¿¿¿Identifier
1342¿WhileStatement¿¿1478¿¿¿¿{"start":{"line":68,"column":4},"end":{"line":78,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿WhileStatement
1343¿Identifier¿¿1478¿v126¿¿¿¿¿Identifier
1344¿VariableDeclarator¿¿1478¿item¿¿¿{"start":{"line":69,"column":12},"end":{"line":69,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1345¿MemberExpression¿computed¿1478¿¿¿¿{"start":{"line":69,"column":19},"end":{"line":69,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿MemberExpression
1346¿Identifier¿¿1478¿items¿¿¿{"start":{"line":69,"column":19},"end":{"line":69,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1347¿Identifier¿¿1478¿index¿¿¿{"start":{"line":69,"column":25},"end":{"line":69,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1348¿VariableDeclarator¿¿1478¿v128¿¿¿{"start":{"line":70,"column":13},"end":{"line":70,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1349¿CallExpression¿¿1478¿¿¿¿{"start":{"line":70,"column":13},"end":{"line":70,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿CallExpression
1350¿Identifier¿¿1478¿isPlainObject¿¿¿{"start":{"line":70,"column":13},"end":{"line":70,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1351¿Identifier¿¿1478¿item¿¿¿{"start":{"line":70,"column":27},"end":{"line":70,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1352¿VariableDeclarator¿¿1478¿v129¿¿¿{"start":{"line":70,"column":12},"end":{"line":70,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1353¿UnaryExpression¿!¿1478¿¿¿¿{"start":{"line":70,"column":12},"end":{"line":70,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿UnaryExpression
1354¿Identifier¿¿1478¿v128¿¿¿¿¿Identifier
1355¿IfStatement¿¿1478¿¿¿¿{"start":{"line":70,"column":8},"end":{"line":71,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿IfStatement
1356¿Identifier¿¿1478¿v129¿¿¿¿¿Identifier
1357¿ContinueStatement¿¿1478¿¿¿¿{"start":{"line":71,"column":12},"end":{"line":71,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿ContinueStatement
1358¿BlockStatement¿¿1478¿¿¿¿¿¿BlockStatement
1359¿VariableDeclarator¿¿1478¿key¿¿¿{"start":{"line":72,"column":17},"end":{"line":72,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1360¿ForInStatement¿¿1478¿¿¿¿{"start":{"line":72,"column":8},"end":{"line":77,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿ForInStatement
1361¿Identifier¿¿1478¿key¿¿¿{"start":{"line":72,"column":17},"end":{"line":72,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1362¿Identifier¿¿1478¿item¿¿¿{"start":{"line":72,"column":24},"end":{"line":72,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1363¿VariableDeclarator¿¿1478¿v130¿¿¿{"start":{"line":73,"column":16},"end":{"line":73,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1364¿BinaryExpression¿===¿1478¿¿¿¿{"start":{"line":73,"column":16},"end":{"line":73,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿BinaryExpression
1365¿Identifier¿¿1478¿key¿¿¿{"start":{"line":73,"column":16},"end":{"line":73,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1366¿Literal¿string¿1478¿¿'__proto__'¿¿{"start":{"line":73,"column":24},"end":{"line":73,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Literal
1367¿VariableDeclarator¿¿1478¿v131¿¿¿{"start":{"line":73,"column":39},"end":{"line":73,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1368¿BinaryExpression¿===¿1478¿¿¿¿{"start":{"line":73,"column":39},"end":{"line":73,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿BinaryExpression
1369¿Identifier¿¿1478¿key¿¿¿{"start":{"line":73,"column":39},"end":{"line":73,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1370¿Literal¿string¿1478¿¿'constructor'¿¿{"start":{"line":73,"column":47},"end":{"line":73,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Literal
1371¿VariableDeclarator¿¿1478¿v132¿¿¿{"start":{"line":73,"column":16},"end":{"line":73,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1372¿LogicalExpression¿||¿1478¿¿¿¿{"start":{"line":73,"column":16},"end":{"line":73,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿LogicalExpression
1373¿Identifier¿¿1478¿v130¿¿¿¿¿Identifier
1374¿Identifier¿¿1478¿v131¿¿¿¿¿Identifier
1375¿VariableDeclarator¿¿1478¿v133¿¿¿{"start":{"line":73,"column":64},"end":{"line":73,"column":83},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1376¿BinaryExpression¿===¿1478¿¿¿¿{"start":{"line":73,"column":64},"end":{"line":73,"column":83},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿BinaryExpression
1377¿Identifier¿¿1478¿key¿¿¿{"start":{"line":73,"column":64},"end":{"line":73,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1378¿Literal¿string¿1478¿¿'prototype'¿¿{"start":{"line":73,"column":72},"end":{"line":73,"column":83},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Literal
1379¿VariableDeclarator¿¿1478¿v134¿¿¿{"start":{"line":73,"column":16},"end":{"line":73,"column":83},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1380¿LogicalExpression¿||¿1478¿¿¿¿{"start":{"line":73,"column":16},"end":{"line":73,"column":83},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿LogicalExpression
1381¿Identifier¿¿1478¿v132¿¿¿¿¿Identifier
1382¿Identifier¿¿1478¿v133¿¿¿¿¿Identifier
1383¿IfStatement¿¿1478¿¿¿¿{"start":{"line":73,"column":12},"end":{"line":74,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿IfStatement
1384¿Identifier¿¿1478¿v134¿¿¿¿¿Identifier
1385¿ContinueStatement¿¿1478¿¿¿¿{"start":{"line":74,"column":16},"end":{"line":74,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿ContinueStatement
1386¿BlockStatement¿¿1478¿¿¿¿¿¿BlockStatement
1387¿VariableDeclarator¿¿1478¿value¿¿¿{"start":{"line":75,"column":16},"end":{"line":75,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1388¿VariableDeclarator¿¿1478¿v135¿¿¿{"start":{"line":75,"column":40},"end":{"line":75,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1389¿MemberExpression¿computed¿1478¿¿¿¿{"start":{"line":75,"column":40},"end":{"line":75,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿MemberExpression
1390¿Identifier¿¿1478¿item¿¿¿{"start":{"line":75,"column":40},"end":{"line":75,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1391¿Identifier¿¿1478¿key¿¿¿{"start":{"line":75,"column":45},"end":{"line":75,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1392¿VariableDeclarator¿¿1478¿v136¿¿¿{"start":{"line":75,"column":34},"end":{"line":75,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1393¿CallExpression¿¿1478¿¿¿¿{"start":{"line":75,"column":34},"end":{"line":75,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿CallExpression
1394¿Identifier¿¿1478¿clone¿¿¿{"start":{"line":75,"column":34},"end":{"line":75,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1395¿Identifier¿¿1478¿v135¿¿¿¿¿Identifier
1396¿VariableDeclarator¿¿1478¿v137¿¿¿{"start":{"line":75,"column":53},"end":{"line":75,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1397¿MemberExpression¿computed¿1478¿¿¿¿{"start":{"line":75,"column":53},"end":{"line":75,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿MemberExpression
1398¿Identifier¿¿1478¿item¿¿¿{"start":{"line":75,"column":53},"end":{"line":75,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1399¿Identifier¿¿1478¿key¿¿¿{"start":{"line":75,"column":58},"end":{"line":75,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1400¿IfStatement¿¿1478¿¿¿¿{"start":{"line":75,"column":24},"end":{"line":75,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿IfStatement
1401¿Identifier¿¿1478¿isClone¿¿¿{"start":{"line":75,"column":24},"end":{"line":75,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1402¿ExpressionStatement¿¿1478¿¿¿¿{"start":{"line":75,"column":24},"end":{"line":75,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿ExpressionStatement
1403¿AssignmentExpression¿=¿1478¿¿¿¿{"start":{"line":75,"column":24},"end":{"line":75,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿AssignmentExpression
1404¿Identifier¿¿1478¿value¿¿¿{"start":{"line":75,"column":24},"end":{"line":75,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1405¿Identifier¿¿1478¿v136¿¿¿¿¿Identifier
1406¿BlockStatement¿¿1478¿¿¿¿¿¿BlockStatement
1407¿ExpressionStatement¿¿1478¿¿¿¿{"start":{"line":75,"column":24},"end":{"line":75,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿ExpressionStatement
