Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2329¿Program¿¿-1¿¿¿¿{"start":{"line":10,"column":0},"end":{"line":300,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Program
3881¿IfStatement¿¿4166¿¿¿¿{"start":{"line":274,"column":8},"end":{"line":278,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿IfStatement
3882¿Identifier¿¿4166¿v435¿¿¿¿¿Identifier
3883¿VariableDeclarator¿¿4166¿v436¿¿¿{"start":{"line":275,"column":35},"end":{"line":275,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3884¿BinaryExpression¿+¿4166¿¿¿¿{"start":{"line":275,"column":35},"end":{"line":275,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BinaryExpression
3885¿Literal¿string¿4166¿¿'Path ''¿¿{"start":{"line":275,"column":35},"end":{"line":275,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
3886¿Identifier¿¿4166¿fullPath¿¿¿{"start":{"line":275,"column":44},"end":{"line":275,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3887¿VariableDeclarator¿¿4166¿v437¿¿¿{"start":{"line":275,"column":35},"end":{"line":275,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3888¿BinaryExpression¿+¿4166¿¿¿¿{"start":{"line":275,"column":35},"end":{"line":275,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BinaryExpression
3889¿Identifier¿¿4166¿v436¿¿¿¿¿Identifier
3890¿Literal¿string¿4166¿¿'' is not found'¿¿{"start":{"line":275,"column":53},"end":{"line":275,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
3891¿VariableDeclarator¿¿4166¿v438¿¿¿{"start":{"line":275,"column":35},"end":{"line":275,"column":80},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3892¿BinaryExpression¿+¿4166¿¿¿¿{"start":{"line":275,"column":35},"end":{"line":275,"column":80},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BinaryExpression
3893¿Identifier¿¿4166¿v437¿¿¿¿¿Identifier
3894¿Identifier¿¿4166¿msgHTTP404¿¿¿{"start":{"line":275,"column":70},"end":{"line":275,"column":80},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3895¿VariableDeclarator¿¿4166¿v439¿¿¿{"start":{"line":275,"column":21},"end":{"line":275,"column":81},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3896¿CallExpression¿¿4166¿¿¿¿{"start":{"line":275,"column":21},"end":{"line":275,"column":81},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿CallExpression
3897¿MemberExpression¿¿4166¿¿¿¿{"start":{"line":275,"column":21},"end":{"line":275,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿MemberExpression
3898¿Identifier¿¿4166¿console¿¿¿{"start":{"line":275,"column":21},"end":{"line":275,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3899¿Identifier¿¿4166¿error¿¿¿{"start":{"line":275,"column":29},"end":{"line":275,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3900¿Identifier¿¿4166¿v438¿¿¿¿¿Identifier
3901¿VariableDeclarator¿¿4166¿v440¿¿¿{"start":{"line":275,"column":12},"end":{"line":275,"column":81},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3902¿LogicalExpression¿&&¿4166¿¿¿¿{"start":{"line":275,"column":12},"end":{"line":275,"column":81},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿LogicalExpression
3903¿Identifier¿¿4166¿debug¿¿¿{"start":{"line":275,"column":12},"end":{"line":275,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3904¿Identifier¿¿4166¿v439¿¿¿¿¿Identifier
3905¿ExpressionStatement¿¿4166¿¿¿¿{"start":{"line":275,"column":12},"end":{"line":275,"column":82},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿ExpressionStatement
3906¿Identifier¿¿4166¿v440¿¿¿¿¿Identifier
3907¿VariableDeclarator¿¿4166¿v441¿¿¿{"start":{"line":276,"column":12},"end":{"line":276,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3908¿CallExpression¿¿4166¿¿¿¿{"start":{"line":276,"column":12},"end":{"line":276,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿CallExpression
3909¿Identifier¿¿4166¿tellAboutError¿¿¿{"start":{"line":276,"column":12},"end":{"line":276,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3910¿Literal¿number¿4166¿¿404¿¿{"start":{"line":276,"column":27},"end":{"line":276,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
3911¿Literal¿string¿4166¿¿'Page not found.'¿¿{"start":{"line":276,"column":32},"end":{"line":276,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
3912¿ExpressionStatement¿¿4166¿¿¿¿{"start":{"line":276,"column":12},"end":{"line":276,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿ExpressionStatement
3913¿Identifier¿¿4166¿v441¿¿¿¿¿Identifier
3914¿ReturnStatement¿¿4166¿¿¿¿{"start":{"line":277,"column":12},"end":{"line":277,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿ReturnStatement
3915¿BlockStatement¿¿4166¿¿¿¿{"start":{"line":274,"column":23},"end":{"line":278,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BlockStatement
3916¿VariableDeclarator¿¿4166¿v449¿¿¿{"start":{"line":281,"column":31},"end":{"line":290,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3917¿FunctionExpression¿¿4166¿anon¿¿¿{"start":{"line":281,"column":31},"end":{"line":290,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿FunctionExpression
3918¿Identifier¿¿0¿err¿¿¿{"start":{"line":281,"column":41},"end":{"line":281,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3919¿Identifier¿¿0¿fd¿¿¿{"start":{"line":281,"column":46},"end":{"line":281,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3920¿IfStatement¿¿4169¿¿¿¿{"start":{"line":282,"column":12},"end":{"line":286,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿IfStatement
3921¿Identifier¿¿4169¿err¿¿¿{"start":{"line":282,"column":16},"end":{"line":282,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3922¿VariableDeclarator¿¿4169¿v442¿¿¿{"start":{"line":283,"column":39},"end":{"line":283,"column":79},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3923¿BinaryExpression¿+¿4169¿¿¿¿{"start":{"line":283,"column":39},"end":{"line":283,"column":79},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BinaryExpression
3924¿Literal¿string¿4169¿¿'Cannot open file descriptor ''¿¿{"start":{"line":283,"column":39},"end":{"line":283,"column":70},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
3925¿Identifier¿¿4169¿fullPath¿¿¿{"start":{"line":283,"column":71},"end":{"line":283,"column":79},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3926¿VariableDeclarator¿¿4169¿v443¿¿¿{"start":{"line":283,"column":39},"end":{"line":283,"column":83},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3927¿BinaryExpression¿+¿4169¿¿¿¿{"start":{"line":283,"column":39},"end":{"line":283,"column":83},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BinaryExpression
3928¿Identifier¿¿4169¿v442¿¿¿¿¿Identifier
3929¿Literal¿string¿4169¿¿'''¿¿{"start":{"line":283,"column":80},"end":{"line":283,"column":83},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
3930¿VariableDeclarator¿¿4169¿v444¿¿¿{"start":{"line":283,"column":39},"end":{"line":283,"column":94},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3931¿BinaryExpression¿+¿4169¿¿¿¿{"start":{"line":283,"column":39},"end":{"line":283,"column":94},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BinaryExpression
3932¿Identifier¿¿4169¿v443¿¿¿¿¿Identifier
3933¿Identifier¿¿4169¿msgHTTP500¿¿¿{"start":{"line":283,"column":84},"end":{"line":283,"column":94},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3934¿VariableDeclarator¿¿4169¿v445¿¿¿{"start":{"line":283,"column":25},"end":{"line":283,"column":95},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3935¿CallExpression¿¿4169¿¿¿¿{"start":{"line":283,"column":25},"end":{"line":283,"column":95},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿CallExpression
3936¿MemberExpression¿¿4169¿¿¿¿{"start":{"line":283,"column":25},"end":{"line":283,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿MemberExpression
3937¿Identifier¿¿4169¿console¿¿¿{"start":{"line":283,"column":25},"end":{"line":283,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3938¿Identifier¿¿4169¿error¿¿¿{"start":{"line":283,"column":33},"end":{"line":283,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3939¿Identifier¿¿4169¿v444¿¿¿¿¿Identifier
3940¿VariableDeclarator¿¿4169¿v446¿¿¿{"start":{"line":283,"column":16},"end":{"line":283,"column":95},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3941¿LogicalExpression¿&&¿4169¿¿¿¿{"start":{"line":283,"column":16},"end":{"line":283,"column":95},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿LogicalExpression
3942¿Identifier¿¿4169¿debug¿¿¿{"start":{"line":283,"column":16},"end":{"line":283,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3943¿Identifier¿¿4169¿v445¿¿¿¿¿Identifier
3944¿ExpressionStatement¿¿4169¿¿¿¿{"start":{"line":283,"column":16},"end":{"line":283,"column":96},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿ExpressionStatement
3945¿Identifier¿¿4169¿v446¿¿¿¿¿Identifier
3946¿VariableDeclarator¿¿4169¿v447¿¿¿{"start":{"line":284,"column":16},"end":{"line":284,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3947¿CallExpression¿¿4169¿¿¿¿{"start":{"line":284,"column":16},"end":{"line":284,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿CallExpression
3948¿Identifier¿¿4169¿tellAboutError¿¿¿{"start":{"line":284,"column":16},"end":{"line":284,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3949¿Literal¿number¿4169¿¿500¿¿{"start":{"line":284,"column":31},"end":{"line":284,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
3950¿Literal¿string¿4169¿¿'Cannot open this path.'¿¿{"start":{"line":284,"column":36},"end":{"line":284,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
3951¿ExpressionStatement¿¿4169¿¿¿¿{"start":{"line":284,"column":16},"end":{"line":284,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿ExpressionStatement
3952¿Identifier¿¿4169¿v447¿¿¿¿¿Identifier
3953¿ReturnStatement¿¿4169¿¿¿¿{"start":{"line":285,"column":16},"end":{"line":285,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿ReturnStatement
3954¿BlockStatement¿¿4169¿¿¿¿{"start":{"line":282,"column":21},"end":{"line":286,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BlockStatement
3955¿ExpressionStatement¿¿4169¿¿¿¿{"start":{"line":288,"column":12},"end":{"line":288,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿ExpressionStatement
3956¿AssignmentExpression¿=¿4169¿¿¿¿{"start":{"line":288,"column":12},"end":{"line":288,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿AssignmentExpression
3957¿Identifier¿¿4169¿fileDescriptor¿¿¿{"start":{"line":288,"column":12},"end":{"line":288,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3958¿Identifier¿¿4169¿fd¿¿¿{"start":{"line":288,"column":29},"end":{"line":288,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3959¿VariableDeclarator¿¿4169¿v448¿¿¿{"start":{"line":289,"column":12},"end":{"line":289,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3960¿CallExpression¿¿4169¿¿¿¿{"start":{"line":289,"column":12},"end":{"line":289,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿CallExpression
3961¿MemberExpression¿¿4169¿¿¿¿{"start":{"line":289,"column":12},"end":{"line":289,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿MemberExpression
3962¿Identifier¿¿4169¿fs¿¿¿{"start":{"line":289,"column":12},"end":{"line":289,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3963¿Identifier¿¿4169¿fstat¿¿¿{"start":{"line":289,"column":15},"end":{"line":289,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3964¿Identifier¿¿4169¿fileDescriptor¿¿¿{"start":{"line":289,"column":21},"end":{"line":289,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3965¿Identifier¿¿4169¿getStatCallback¿¿¿{"start":{"line":289,"column":37},"end":{"line":289,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3966¿ExpressionStatement¿¿4169¿¿¿¿{"start":{"line":289,"column":12},"end":{"line":289,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿ExpressionStatement
3967¿Identifier¿¿4169¿v448¿¿¿¿¿Identifier
3968¿BlockStatement¿¿4169¿¿¿¿{"start":{"line":281,"column":50},"end":{"line":290,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BlockStatement
3969¿VariableDeclarator¿¿4166¿v450¿¿¿{"start":{"line":281,"column":8},"end":{"line":290,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3970¿CallExpression¿¿4166¿¿¿¿{"start":{"line":281,"column":8},"end":{"line":290,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿CallExpression
3971¿MemberExpression¿¿4166¿¿¿¿{"start":{"line":281,"column":8},"end":{"line":281,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿MemberExpression
3972¿Identifier¿¿4166¿fs¿¿¿{"start":{"line":281,"column":8},"end":{"line":281,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3973¿Identifier¿¿4166¿open¿¿¿{"start":{"line":281,"column":11},"end":{"line":281,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3974¿Identifier¿¿4166¿fullPath¿¿¿{"start":{"line":281,"column":16},"end":{"line":281,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3975¿Literal¿string¿4166¿¿'r'¿¿{"start":{"line":281,"column":26},"end":{"line":281,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
3976¿Identifier¿¿4166¿v449¿¿¿¿¿Identifier
3977¿ExpressionStatement¿¿4166¿¿¿¿{"start":{"line":281,"column":8},"end":{"line":290,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿ExpressionStatement
3978¿Identifier¿¿4166¿v450¿¿¿¿¿Identifier
3979¿BlockStatement¿¿4166¿¿¿¿{"start":{"line":273,"column":42},"end":{"line":291,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BlockStatement
3980¿VariableDeclarator¿¿4127¿v452¿¿¿{"start":{"line":273,"column":4},"end":{"line":291,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3981¿CallExpression¿¿4127¿¿¿¿{"start":{"line":273,"column":4},"end":{"line":291,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿CallExpression
3982¿MemberExpression¿¿4127¿¿¿¿{"start":{"line":273,"column":4},"end":{"line":273,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿MemberExpression
3983¿Identifier¿¿4127¿fs¿¿¿{"start":{"line":273,"column":4},"end":{"line":273,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3984¿Identifier¿¿4127¿exists¿¿¿{"start":{"line":273,"column":7},"end":{"line":273,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3985¿Identifier¿¿4127¿fullPath¿¿¿{"start":{"line":273,"column":14},"end":{"line":273,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3986¿Identifier¿¿4127¿v451¿¿¿¿¿Identifier
3987¿ExpressionStatement¿¿4127¿¿¿¿{"start":{"line":273,"column":4},"end":{"line":291,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿ExpressionStatement
3988¿Identifier¿¿4127¿v452¿¿¿¿¿Identifier
3989¿BlockStatement¿¿4127¿¿¿¿{"start":{"line":96,"column":38},"end":{"line":292,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BlockStatement
3990¿VariableDeclarator¿¿4114¿v454¿¿¿{"start":{"line":96,"column":0},"end":{"line":292,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3991¿CallExpression¿¿4114¿¿¿¿{"start":{"line":96,"column":0},"end":{"line":292,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿CallExpression
3992¿MemberExpression¿¿4114¿¿¿¿{"start":{"line":96,"column":0},"end":{"line":96,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿MemberExpression
3993¿Identifier¿¿4114¿http¿¿¿{"start":{"line":96,"column":0},"end":{"line":96,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3994¿Identifier¿¿4114¿createServer¿¿¿{"start":{"line":96,"column":5},"end":{"line":96,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
3995¿Identifier¿¿4114¿v453¿¿¿¿¿Identifier
3996¿VariableDeclarator¿¿4114¿v471¿¿¿{"start":{"line":292,"column":22},"end":{"line":300,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3997¿FunctionExpression¿¿4114¿anon¿¿¿{"start":{"line":292,"column":22},"end":{"line":300,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿FunctionExpression
3998¿VariableDeclarator¿¿4172¿v455¿¿¿{"start":{"line":293,"column":30},"end":{"line":293,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
3999¿IfStatement¿¿4172¿¿¿¿{"start":{"line":293,"column":30},"end":{"line":293,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿IfStatement
4000¿Identifier¿¿4172¿host¿¿¿{"start":{"line":293,"column":31},"end":{"line":293,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
4001¿ExpressionStatement¿¿4172¿¿¿¿{"start":{"line":293,"column":30},"end":{"line":293,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿ExpressionStatement
4002¿AssignmentExpression¿=¿4172¿¿¿¿{"start":{"line":293,"column":30},"end":{"line":293,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿AssignmentExpression
4003¿Identifier¿¿4172¿v455¿¿¿¿¿Identifier
4004¿Identifier¿¿4172¿host¿¿¿{"start":{"line":293,"column":39},"end":{"line":293,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
4005¿BlockStatement¿¿4172¿¿¿¿¿¿BlockStatement
4006¿ExpressionStatement¿¿4172¿¿¿¿{"start":{"line":293,"column":30},"end":{"line":293,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿ExpressionStatement
4007¿AssignmentExpression¿=¿4172¿¿¿¿{"start":{"line":293,"column":30},"end":{"line":293,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿AssignmentExpression
4008¿Identifier¿¿4172¿v455¿¿¿¿¿Identifier
4009¿Literal¿string¿4172¿¿'localhost'¿¿{"start":{"line":293,"column":46},"end":{"line":293,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
4010¿BlockStatement¿¿4172¿¿¿¿¿¿BlockStatement
4011¿VariableDeclarator¿¿4172¿v456¿¿¿{"start":{"line":293,"column":19},"end":{"line":293,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
4012¿BinaryExpression¿+¿4172¿¿¿¿{"start":{"line":293,"column":19},"end":{"line":293,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BinaryExpression
4013¿Literal¿string¿4172¿¿'http://'¿¿{"start":{"line":293,"column":19},"end":{"line":293,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
4014¿Identifier¿¿4172¿v455¿¿¿¿¿Identifier
4015¿VariableDeclarator¿¿4172¿v457¿¿¿{"start":{"line":293,"column":19},"end":{"line":293,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
4016¿BinaryExpression¿+¿4172¿¿¿¿{"start":{"line":293,"column":19},"end":{"line":293,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BinaryExpression
4017¿Identifier¿¿4172¿v456¿¿¿¿¿Identifier
4018¿Literal¿string¿4172¿¿':'¿¿{"start":{"line":293,"column":59},"end":{"line":293,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
4019¿VariableDeclarator¿¿4172¿httpAddr¿¿¿{"start":{"line":293,"column":8},"end":{"line":293,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
4020¿BinaryExpression¿+¿4172¿¿¿¿{"start":{"line":293,"column":19},"end":{"line":293,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BinaryExpression
4021¿Identifier¿¿4172¿v457¿¿¿¿¿Identifier
