Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
4326¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":379,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Program
7112¿Identifier¿¿7722¿ctx¿¿¿{"start":{"line":330,"column":13},"end":{"line":330,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
7113¿Identifier¿¿7722¿cwd¿¿¿{"start":{"line":330,"column":17},"end":{"line":330,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
7114¿VariableDeclarator¿¿7722¿v777¿¿¿{"start":{"line":330,"column":13},"end":{"line":330,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
7115¿LogicalExpression¿||¿7722¿¿¿¿{"start":{"line":330,"column":13},"end":{"line":330,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿LogicalExpression
7116¿Identifier¿¿7722¿v776¿¿¿¿¿Identifier
7117¿Literal¿string¿7722¿¿'.'¿¿{"start":{"line":330,"column":24},"end":{"line":330,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Literal
7118¿VariableDeclarator¿¿7722¿v778¿¿¿{"start":{"line":331,"column":14},"end":{"line":331,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
7119¿MemberExpression¿¿7722¿¿¿¿{"start":{"line":331,"column":14},"end":{"line":331,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
7120¿Identifier¿¿7722¿ctx¿¿¿{"start":{"line":331,"column":14},"end":{"line":331,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
7121¿Identifier¿¿7722¿file¿¿¿{"start":{"line":331,"column":18},"end":{"line":331,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
7122¿VariableDeclarator¿¿7722¿v779¿¿¿{"start":{"line":331,"column":14},"end":{"line":331,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
7123¿LogicalExpression¿||¿7722¿¿¿¿{"start":{"line":331,"column":14},"end":{"line":331,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿LogicalExpression
7124¿Identifier¿¿7722¿v778¿¿¿¿¿Identifier
7125¿Literal¿string¿7722¿¿''¿¿{"start":{"line":331,"column":26},"end":{"line":331,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Literal
7126¿VariableDeclarator¿¿7722¿v780¿¿¿{"start":{"line":332,"column":15},"end":{"line":332,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
7127¿MemberExpression¿¿7722¿¿¿¿{"start":{"line":332,"column":15},"end":{"line":332,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
7128¿Identifier¿¿7722¿ctx¿¿¿{"start":{"line":332,"column":15},"end":{"line":332,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
7129¿Identifier¿¿7722¿files¿¿¿{"start":{"line":332,"column":19},"end":{"line":332,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
7130¿VariableDeclarator¿¿7722¿v781¿¿¿{"start":{"line":332,"column":28},"end":{"line":332,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
7131¿ArrayExpression¿¿7722¿¿¿¿{"start":{"line":332,"column":28},"end":{"line":332,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿ArrayExpression
7132¿VariableDeclarator¿¿7722¿v782¿¿¿{"start":{"line":332,"column":15},"end":{"line":332,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
7133¿LogicalExpression¿||¿7722¿¿¿¿{"start":{"line":332,"column":15},"end":{"line":332,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿LogicalExpression
7134¿Identifier¿¿7722¿v780¿¿¿¿¿Identifier
7135¿Identifier¿¿7722¿v781¿¿¿¿¿Identifier
7136¿VariableDeclarator¿¿7722¿v783¿¿¿{"start":{"line":333,"column":15},"end":{"line":333,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
7137¿MemberExpression¿¿7722¿¿¿¿{"start":{"line":333,"column":15},"end":{"line":333,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
7138¿Identifier¿¿7722¿ctx¿¿¿{"start":{"line":333,"column":15},"end":{"line":333,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
7139¿Identifier¿¿7722¿nodes¿¿¿{"start":{"line":333,"column":19},"end":{"line":333,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
7140¿VariableDeclarator¿¿7722¿v784¿¿¿{"start":{"line":333,"column":28},"end":{"line":333,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
7141¿ObjectExpression¿¿7722¿¿¿¿{"start":{"line":333,"column":28},"end":{"line":333,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿ObjectExpression
7142¿VariableDeclarator¿¿7722¿v785¿¿¿{"start":{"line":333,"column":15},"end":{"line":333,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
7143¿LogicalExpression¿||¿7722¿¿¿¿{"start":{"line":333,"column":15},"end":{"line":333,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿LogicalExpression
7144¿Identifier¿¿7722¿v783¿¿¿¿¿Identifier
7145¿Identifier¿¿7722¿v784¿¿¿¿¿Identifier
7146¿VariableDeclarator¿¿7722¿v786¿¿¿{"start":{"line":334,"column":15},"end":{"line":334,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
7147¿MemberExpression¿¿7722¿¿¿¿{"start":{"line":334,"column":15},"end":{"line":334,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
7148¿Identifier¿¿7722¿ctx¿¿¿{"start":{"line":334,"column":15},"end":{"line":334,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
7149¿Identifier¿¿7722¿index¿¿¿{"start":{"line":334,"column":19},"end":{"line":334,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
7150¿VariableDeclarator¿¿7722¿v787¿¿¿{"start":{"line":334,"column":28},"end":{"line":334,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
7151¿ObjectExpression¿¿7722¿¿¿¿{"start":{"line":334,"column":28},"end":{"line":334,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿ObjectExpression
7152¿VariableDeclarator¿¿7722¿v788¿¿¿{"start":{"line":334,"column":15},"end":{"line":334,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
7153¿LogicalExpression¿||¿7722¿¿¿¿{"start":{"line":334,"column":15},"end":{"line":334,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿LogicalExpression
7154¿Identifier¿¿7722¿v786¿¿¿¿¿Identifier
7155¿Identifier¿¿7722¿v787¿¿¿¿¿Identifier
7156¿VariableDeclarator¿¿7722¿v789¿¿¿{"start":{"line":335,"column":42},"end":{"line":335,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
7157¿ObjectExpression¿¿7722¿¿¿¿{"start":{"line":335,"column":42},"end":{"line":335,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿ObjectExpression
7158¿VariableDeclarator¿¿7722¿v790¿¿¿{"start":{"line":335,"column":28},"end":{"line":335,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
7159¿CallExpression¿¿7722¿¿¿¿{"start":{"line":335,"column":28},"end":{"line":335,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿CallExpression
7160¿MemberExpression¿¿7722¿¿¿¿{"start":{"line":335,"column":28},"end":{"line":335,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
7161¿Identifier¿¿7722¿Object¿¿¿{"start":{"line":335,"column":28},"end":{"line":335,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
7162¿Identifier¿¿7722¿assign¿¿¿{"start":{"line":335,"column":35},"end":{"line":335,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
7163¿Identifier¿¿7722¿v789¿¿¿¿¿Identifier
7164¿Identifier¿¿7722¿BUILTINS¿¿¿{"start":{"line":335,"column":46},"end":{"line":335,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
7165¿VariableDeclarator¿¿7722¿v791¿¿¿{"start":{"line":335,"column":57},"end":{"line":335,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
7166¿MemberExpression¿¿7722¿¿¿¿{"start":{"line":335,"column":57},"end":{"line":335,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
7167¿Identifier¿¿7722¿ctx¿¿¿{"start":{"line":335,"column":57},"end":{"line":335,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
7168¿Identifier¿¿7722¿tags¿¿¿{"start":{"line":335,"column":61},"end":{"line":335,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
7169¿VariableDeclarator¿¿7722¿v792¿¿¿{"start":{"line":335,"column":14},"end":{"line":335,"column":66},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
7170¿CallExpression¿¿7722¿¿¿¿{"start":{"line":335,"column":14},"end":{"line":335,"column":66},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿CallExpression
7171¿MemberExpression¿¿7722¿¿¿¿{"start":{"line":335,"column":14},"end":{"line":335,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
7172¿Identifier¿¿7722¿Object¿¿¿{"start":{"line":335,"column":14},"end":{"line":335,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
7173¿Identifier¿¿7722¿assign¿¿¿{"start":{"line":335,"column":21},"end":{"line":335,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
7174¿Identifier¿¿7722¿v790¿¿¿¿¿Identifier
7175¿Identifier¿¿7722¿v791¿¿¿¿¿Identifier
7176¿VariableDeclarator¿¿7722¿v793¿¿¿{"start":{"line":336,"column":20},"end":{"line":336,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
7177¿MemberExpression¿¿7722¿¿¿¿{"start":{"line":336,"column":20},"end":{"line":336,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
7178¿Identifier¿¿7722¿ctx¿¿¿{"start":{"line":336,"column":20},"end":{"line":336,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
7179¿Identifier¿¿7722¿defaultTag¿¿¿{"start":{"line":336,"column":24},"end":{"line":336,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
7180¿VariableDeclarator¿¿7722¿v794¿¿¿{"start":{"line":337,"column":18},"end":{"line":337,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
7181¿MemberExpression¿¿7722¿¿¿¿{"start":{"line":337,"column":18},"end":{"line":337,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
7182¿Identifier¿¿7722¿ctx¿¿¿{"start":{"line":337,"column":18},"end":{"line":337,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
7183¿Identifier¿¿7722¿prefixes¿¿¿{"start":{"line":337,"column":22},"end":{"line":337,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
7184¿VariableDeclarator¿¿7722¿v795¿¿¿{"start":{"line":338,"column":28},"end":{"line":338,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
7185¿ObjectExpression¿¿7722¿¿¿¿{"start":{"line":338,"column":28},"end":{"line":338,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿ObjectExpression
7186¿VariableDeclarator¿¿7722¿v796¿¿¿{"start":{"line":338,"column":32},"end":{"line":338,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
7187¿MemberExpression¿¿7722¿¿¿¿{"start":{"line":338,"column":32},"end":{"line":338,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
7188¿Identifier¿¿7722¿ctx¿¿¿{"start":{"line":338,"column":32},"end":{"line":338,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
7189¿Identifier¿¿7722¿prefixes¿¿¿{"start":{"line":338,"column":36},"end":{"line":338,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
7190¿VariableDeclarator¿¿7722¿v797¿¿¿{"start":{"line":338,"column":14},"end":{"line":338,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
7191¿CallExpression¿¿7722¿¿¿¿{"start":{"line":338,"column":14},"end":{"line":338,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿CallExpression
7192¿MemberExpression¿¿7722¿¿¿¿{"start":{"line":338,"column":14},"end":{"line":338,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
7193¿Identifier¿¿7722¿Object¿¿¿{"start":{"line":338,"column":14},"end":{"line":338,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
7194¿Identifier¿¿7722¿assign¿¿¿{"start":{"line":338,"column":21},"end":{"line":338,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
7195¿Identifier¿¿7722¿v795¿¿¿¿¿Identifier
7196¿Identifier¿¿7722¿v796¿¿¿¿¿Identifier
7197¿VariableDeclarator¿¿7722¿v798¿¿¿{"start":{"line":338,"column":76},"end":{"line":338,"column":78},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
7198¿ObjectExpression¿¿7722¿¿¿¿{"start":{"line":338,"column":76},"end":{"line":338,"column":78},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿ObjectExpression
7199¿VariableDeclarator¿¿7722¿v799¿¿¿{"start":{"line":338,"column":62},"end":{"line":338,"column":90},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
7200¿CallExpression¿¿7722¿¿¿¿{"start":{"line":338,"column":62},"end":{"line":338,"column":90},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿CallExpression
7201¿MemberExpression¿¿7722¿¿¿¿{"start":{"line":338,"column":62},"end":{"line":338,"column":75},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
7202¿Identifier¿¿7722¿Object¿¿¿{"start":{"line":338,"column":62},"end":{"line":338,"column":68},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
7203¿Identifier¿¿7722¿assign¿¿¿{"start":{"line":338,"column":69},"end":{"line":338,"column":75},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
7204¿Identifier¿¿7722¿v798¿¿¿¿¿Identifier
7205¿Identifier¿¿7722¿$prefixes¿¿¿{"start":{"line":338,"column":80},"end":{"line":338,"column":89},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
7206¿VariableDeclarator¿¿7722¿v800¿¿¿{"start":{"line":338,"column":100},"end":{"line":338,"column":114},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
7207¿MemberExpression¿¿7722¿¿¿¿{"start":{"line":338,"column":100},"end":{"line":338,"column":114},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
7208¿Identifier¿¿7722¿$prefixes¿¿¿{"start":{"line":338,"column":100},"end":{"line":338,"column":109},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
7209¿Identifier¿¿7722¿VOID¿¿¿{"start":{"line":338,"column":110},"end":{"line":338,"column":114},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
7210¿VariableDeclarator¿¿7722¿v801¿¿¿{"start":{"line":338,"column":92},"end":{"line":338,"column":116},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
7211¿ObjectExpression¿¿7722¿¿¿¿{"start":{"line":338,"column":92},"end":{"line":338,"column":116},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿ObjectExpression
7212¿Property¿¿7722¿¿¿¿{"start":{"line":338,"column":94},"end":{"line":338,"column":114},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Property
7213¿Identifier¿¿7722¿void¿¿¿{"start":{"line":338,"column":94},"end":{"line":338,"column":98},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
7214¿Identifier¿¿7722¿v800¿¿¿¿¿Identifier
7215¿VariableDeclarator¿¿7722¿v802¿¿¿{"start":{"line":338,"column":48},"end":{"line":338,"column":117},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
7216¿CallExpression¿¿7722¿¿¿¿{"start":{"line":338,"column":48},"end":{"line":338,"column":117},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿CallExpression
7217¿MemberExpression¿¿7722¿¿¿¿{"start":{"line":338,"column":48},"end":{"line":338,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
7218¿Identifier¿¿7722¿Object¿¿¿{"start":{"line":338,"column":48},"end":{"line":338,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
7219¿Identifier¿¿7722¿assign¿¿¿{"start":{"line":338,"column":55},"end":{"line":338,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
7220¿Identifier¿¿7722¿v799¿¿¿¿¿Identifier
7221¿Identifier¿¿7722¿v801¿¿¿¿¿Identifier
7222¿VariableDeclarator¿¿7722¿v803¿¿¿{"start":{"line":337,"column":18},"end":{"line":338,"column":117},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
7223¿IfStatement¿¿7722¿¿¿¿{"start":{"line":337,"column":18},"end":{"line":338,"column":117},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿IfStatement
7224¿Identifier¿¿7722¿v794¿¿¿¿¿Identifier
7225¿ExpressionStatement¿¿7722¿¿¿¿{"start":{"line":337,"column":18},"end":{"line":338,"column":117},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿ExpressionStatement
7226¿AssignmentExpression¿=¿7722¿¿¿¿{"start":{"line":337,"column":18},"end":{"line":338,"column":117},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿AssignmentExpression
7227¿Identifier¿¿7722¿v803¿¿¿¿¿Identifier
7228¿Identifier¿¿7722¿v797¿¿¿¿¿Identifier
7229¿BlockStatement¿¿7722¿¿¿¿¿¿BlockStatement
7230¿ExpressionStatement¿¿7722¿¿¿¿{"start":{"line":337,"column":18},"end":{"line":338,"column":117},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿ExpressionStatement
7231¿AssignmentExpression¿=¿7722¿¿¿¿{"start":{"line":337,"column":18},"end":{"line":338,"column":117},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿AssignmentExpression
7232¿Identifier¿¿7722¿v803¿¿¿¿¿Identifier
7233¿Identifier¿¿7722¿v802¿¿¿¿¿Identifier
7234¿BlockStatement¿¿7722¿¿¿¿¿¿BlockStatement
7235¿VariableDeclarator¿¿7722¿v804¿¿¿{"start":{"line":339,"column":16},"end":{"line":339,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
7236¿MemberExpression¿¿7722¿¿¿¿{"start":{"line":339,"column":16},"end":{"line":339,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
7237¿Identifier¿¿7722¿ctx¿¿¿{"start":{"line":339,"column":16},"end":{"line":339,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
7238¿Identifier¿¿7722¿logger¿¿¿{"start":{"line":339,"column":20},"end":{"line":339,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
7239¿VariableDeclarator¿¿7722¿v805¿¿¿{"start":{"line":339,"column":30},"end":{"line":339,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
7240¿MemberExpression¿¿7722¿¿¿¿{"start":{"line":339,"column":30},"end":{"line":339,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
7241¿Identifier¿¿7722¿api¿¿¿{"start":{"line":339,"column":30},"end":{"line":339,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
7242¿Identifier¿¿7722¿NULL_LOGGER¿¿¿{"start":{"line":339,"column":34},"end":{"line":339,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
7243¿VariableDeclarator¿¿7722¿v806¿¿¿{"start":{"line":339,"column":16},"end":{"line":339,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
7244¿LogicalExpression¿||¿7722¿¿¿¿{"start":{"line":339,"column":16},"end":{"line":339,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿LogicalExpression
7245¿Identifier¿¿7722¿v804¿¿¿¿¿Identifier
7246¿Identifier¿¿7722¿v805¿¿¿¿¿Identifier
7247¿VariableDeclarator¿¿7722¿v807¿¿¿{"start":{"line":329,"column":11},"end":{"line":341,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
7248¿ObjectExpression¿¿7722¿¿¿¿¿¿ObjectExpression
7249¿ExpressionStatement¿¿7722¿¿¿¿{"start":{"line":329,"column":11},"end":{"line":341,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿ExpressionStatement
7250¿AssignmentExpression¿=¿7722¿¿¿¿{"start":{"line":329,"column":11},"end":{"line":341,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿AssignmentExpression
7251¿MemberExpression¿¿7722¿¿¿¿{"start":{"line":329,"column":11},"end":{"line":341,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
7252¿Identifier¿¿7722¿v807¿¿¿¿¿Identifier
7253¿Identifier¿¿7722¿cwd¿¿¿{"start":{"line":330,"column":8},"end":{"line":330,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
7254¿Identifier¿¿7722¿v777¿¿¿¿¿Identifier
7255¿ExpressionStatement¿¿7722¿¿¿¿{"start":{"line":329,"column":11},"end":{"line":341,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿ExpressionStatement
