Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
587¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":66,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Program
1052¿PDG_OBJECT¿¿0¿1019.utils-o130¿¿¿¿¿PDG_OBJECT
1053¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1054¿PDG_OBJECT¿¿0¿1021.this-o131¿¿¿¿¿PDG_OBJECT
1055¿PDG_OBJECT¿¿0¿1021.filename-o132¿¿¿¿¿PDG_OBJECT
1056¿PDG_OBJECT¿¿0¿1021.options-o133¿¿¿¿¿PDG_OBJECT
1057¿PDG_OBJECT¿¿0¿1019.pdfinfo-o134¿¿¿¿¿PDG_OBJECT
1058¿PDG_OBJECT¿¿0¿1043.this-o135¿¿¿¿¿PDG_OBJECT
1059¿PDG_OBJECT¿¿0¿1043.filename-o136¿¿¿¿¿PDG_OBJECT
1060¿PDG_OBJECT¿¿0¿1043.args-o137¿¿¿¿¿PDG_OBJECT
1061¿PDG_OBJECT¿¿0¿1019.v126-o138¿¿¿¿¿PDG_OBJECT
1062¿PDG_OBJECT¿¿0¿1019.module-o139¿¿¿¿¿PDG_OBJECT
1063¿PDG_OBJECT¿¿0¿1019.module.exports-o140¿¿¿¿¿PDG_OBJECT
1064¿PDG_OBJECT¿¿0¿1021.v65-o141¿¿¿¿¿PDG_OBJECT
1065¿PDG_OBJECT¿¿0¿1021.this-o142¿¿¿¿¿PDG_OBJECT
1066¿PDG_OBJECT¿¿0¿1021.this.options-o143¿¿¿¿¿PDG_OBJECT
1067¿PDG_OBJECT¿¿0¿1021.v67-o144¿¿¿¿¿PDG_OBJECT
1068¿PDG_OBJECT¿¿0¿1021.v68-o145¿¿¿¿¿PDG_OBJECT
1069¿PDG_OBJECT¿¿0¿1021.v66-o146¿¿¿¿¿PDG_OBJECT
1070¿PDG_OBJECT¿¿0¿1021.v66.additional-o147¿¿¿¿¿PDG_OBJECT
1071¿PDG_OBJECT¿¿0¿1021.pdfinfo.prototype-o148¿¿¿¿¿PDG_OBJECT
1072¿PDG_OBJECT¿¿0¿1023.this-o149¿¿¿¿¿PDG_OBJECT
1073¿PDG_OBJECT¿¿0¿1023.optionArray-o150¿¿¿¿¿PDG_OBJECT
1074¿PDG_OBJECT¿¿0¿1021.v85-o151¿¿¿¿¿PDG_OBJECT
1075¿PDG_OBJECT¿¿0¿1021.v69-o152¿¿¿¿¿PDG_OBJECT
1076¿PDG_OBJECT¿¿0¿1021.v69.add_options-o153¿¿¿¿¿PDG_OBJECT
1077¿PDG_OBJECT¿¿0¿1029.this-o154¿¿¿¿¿PDG_OBJECT
1078¿PDG_OBJECT¿¿0¿1021.v96-o155¿¿¿¿¿PDG_OBJECT
1079¿PDG_OBJECT¿¿0¿1021.v86-o156¿¿¿¿¿PDG_OBJECT
1080¿PDG_OBJECT¿¿0¿1021.v86.getInfoSync-o157¿¿¿¿¿PDG_OBJECT
1081¿PDG_OBJECT¿¿0¿1032.this-o158¿¿¿¿¿PDG_OBJECT
1082¿PDG_OBJECT¿¿0¿1032.cb-o159¿¿¿¿¿PDG_OBJECT
1083¿PDG_OBJECT¿¿0¿1021.v118-o160¿¿¿¿¿PDG_OBJECT
1084¿PDG_OBJECT¿¿0¿1021.v97-o161¿¿¿¿¿PDG_OBJECT
1085¿PDG_OBJECT¿¿0¿1021.v97.getInfo-o162¿¿¿¿¿PDG_OBJECT
1086¿PDG_OBJECT¿¿0¿1039.this-o163¿¿¿¿¿PDG_OBJECT
1087¿PDG_OBJECT¿¿0¿1039.callback-o164¿¿¿¿¿PDG_OBJECT
1088¿PDG_OBJECT¿¿0¿1021.v121-o165¿¿¿¿¿PDG_OBJECT
1089¿PDG_OBJECT¿¿0¿1021.v119-o166¿¿¿¿¿PDG_OBJECT
1090¿PDG_OBJECT¿¿0¿1021.v119.error-o167¿¿¿¿¿PDG_OBJECT
1091¿PDG_OBJECT¿¿0¿1041.this-o168¿¿¿¿¿PDG_OBJECT
1092¿PDG_OBJECT¿¿0¿1041.callback-o169¿¿¿¿¿PDG_OBJECT
1093¿PDG_OBJECT¿¿0¿1021.v124-o170¿¿¿¿¿PDG_OBJECT
1094¿PDG_OBJECT¿¿0¿1021.v122-o171¿¿¿¿¿PDG_OBJECT
1095¿PDG_OBJECT¿¿0¿1021.v122.success-o172¿¿¿¿¿PDG_OBJECT
1096¿PDG_OBJECT¿¿0¿1023.optionArray.length-o173¿¿¿¿¿PDG_OBJECT
1097¿PDG_OBJECT¿¿0¿1023.v72-o174¿¿¿¿¿PDG_OBJECT
1098¿PDG_OBJECT¿¿0¿1025.this-o175¿¿¿¿¿PDG_OBJECT
1099¿PDG_OBJECT¿¿0¿1025.el-o176¿¿¿¿¿PDG_OBJECT
1100¿PDG_OBJECT¿¿0¿1023.v83-o177¿¿¿¿¿PDG_OBJECT
1101¿PDG_CALL¿¿1023¿1023.CALL->optionArray.forEach-o178¿¿¿¿¿PDG_CALL
1102¿PDG_OBJECT¿¿0¿1023.v84-o179¿¿¿¿¿PDG_OBJECT
1103¿PDG_RETURN¿¿0¿1023.RET_OBJ-o180¿¿¿¿¿PDG_RETURN
1104¿PDG_CALL¿¿1025¿1025.CALL->el.indexOf-o181¿¿¿¿¿PDG_CALL
1105¿PDG_OBJECT¿¿0¿1025.v73-o182¿¿¿¿¿PDG_OBJECT
1106¿PDG_OBJECT¿¿0¿1025.v74-o183¿¿¿¿¿PDG_OBJECT
1107¿PDG_CALL¿¿1025¿1025.CALL->el.split-o184¿¿¿¿¿PDG_CALL
1108¿PDG_OBJECT¿¿0¿1025.values-o185¿¿¿¿¿PDG_OBJECT
1109¿PDG_OBJECT¿¿0¿1025.self.options-o186¿¿¿¿¿PDG_OBJECT
1110¿PDG_OBJECT¿¿0¿1025.v75.additional-o187¿¿¿¿¿PDG_OBJECT
1111¿PDG_OBJECT¿¿0¿1025.values.0-o188¿¿¿¿¿PDG_OBJECT
1112¿PDG_OBJECT¿¿0¿1025.values.1-o189¿¿¿¿¿PDG_OBJECT
1113¿PDG_CALL¿¿1025¿1025.CALL->v76.push-o190¿¿¿¿¿PDG_CALL
1114¿PDG_OBJECT¿¿0¿1025.v79-o191¿¿¿¿¿PDG_OBJECT
1115¿PDG_CALL¿¿1025¿1025.CALL->v81.push-o192¿¿¿¿¿PDG_CALL
1116¿PDG_OBJECT¿¿0¿1025.v82-o193¿¿¿¿¿PDG_OBJECT
1117¿PDG_OBJECT¿¿0¿1029.self.options-o194¿¿¿¿¿PDG_OBJECT
1118¿PDG_OBJECT¿¿0¿1029.v87.additional-o195¿¿¿¿¿PDG_OBJECT
1119¿PDG_CALL¿¿1029¿1029.CALL->v88.join-o196¿¿¿¿¿PDG_CALL
1120¿PDG_OBJECT¿¿0¿1029.v89-o197¿¿¿¿¿PDG_OBJECT
1121¿PDG_OBJECT¿¿0¿1029.v90-o198¿¿¿¿¿PDG_OBJECT
1122¿PDG_CALL¿¿1029¿1029.CALL->execSync-o199¿¿¿¿¿PDG_CALL
1123¿PDG_OBJECT¿¿0¿1029.v91-o200¿¿¿¿¿PDG_OBJECT
1124¿TAINT_SINK¿¿0¿execSync¿¿¿¿¿TAINT_SINK
1125¿PDG_CALL¿¿1029¿1029.CALL->v91.toString-o201¿¿¿¿¿PDG_CALL
1126¿PDG_OBJECT¿¿0¿1029.data-o202¿¿¿¿¿PDG_OBJECT
1127¿PDG_CALL¿¿1029¿1029.CALL->utils.parse-o203¿¿¿¿¿PDG_CALL
1128¿PDG_OBJECT¿¿0¿1029.v92-o204¿¿¿¿¿PDG_OBJECT
1129¿PDG_RETURN¿¿0¿1029.RET_OBJ-o205¿¿¿¿¿PDG_RETURN
1130¿PDG_OBJECT¿¿0¿1029.err-o206¿¿¿¿¿PDG_OBJECT
1131¿PDG_OBJECT¿¿0¿1029.err.msg-o207¿¿¿¿¿PDG_OBJECT
1132¿PDG_OBJECT¿¿0¿1029.v94-o208¿¿¿¿¿PDG_OBJECT
1133¿PDG_CALL¿¿1029¿1029.CALL->Error-o209¿¿¿¿¿PDG_CALL
1134¿PDG_OBJECT¿¿0¿1029.v95-o210¿¿¿¿¿PDG_OBJECT
1135¿PDG_OBJECT¿¿0¿1032.self.options-o211¿¿¿¿¿PDG_OBJECT
1136¿PDG_OBJECT¿¿0¿1032.v98.additional-o212¿¿¿¿¿PDG_OBJECT
1137¿PDG_CALL¿¿1032¿1032.CALL->v99.join-o213¿¿¿¿¿PDG_CALL
1138¿PDG_OBJECT¿¿0¿1032.v100-o214¿¿¿¿¿PDG_OBJECT
1139¿PDG_OBJECT¿¿0¿1032.v101-o215¿¿¿¿¿PDG_OBJECT
1140¿PDG_OBJECT¿¿0¿1034.this-o216¿¿¿¿¿PDG_OBJECT
1141¿PDG_OBJECT¿¿0¿1034.error-o217¿¿¿¿¿PDG_OBJECT
1142¿PDG_OBJECT¿¿0¿1034.stdout-o218¿¿¿¿¿PDG_OBJECT
1143¿PDG_OBJECT¿¿0¿1034.stderr-o219¿¿¿¿¿PDG_OBJECT
1144¿PDG_OBJECT¿¿0¿1032.v117-o220¿¿¿¿¿PDG_OBJECT
1145¿PDG_CALL¿¿1032¿1032.CALL->exec-o221¿¿¿¿¿PDG_CALL
1146¿PDG_OBJECT¿¿0¿1032.child-o222¿¿¿¿¿PDG_OBJECT
1147¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
1148¿PDG_CALL¿¿1034¿1034.CALL->utils.parse-o223¿¿¿¿¿PDG_CALL
1149¿PDG_OBJECT¿¿0¿1034.data-o224¿¿¿¿¿PDG_OBJECT
1150¿PDG_OBJECT¿¿0¿1034.v104-o225¿¿¿¿¿PDG_OBJECT
1151¿PDG_OBJECT¿¿0¿1034.v105-o226¿¿¿¿¿PDG_OBJECT
1152¿PDG_CALL¿¿1034¿1034.CALL->cb-o227¿¿¿¿¿PDG_CALL
1153¿PDG_OBJECT¿¿0¿1034.v108-o228¿¿¿¿¿PDG_OBJECT
1154¿PDG_CALL¿¿1034¿1034.CALL->console.info-o229¿¿¿¿¿PDG_CALL
1155¿PDG_OBJECT¿¿0¿1034.v109-o230¿¿¿¿¿PDG_OBJECT
1156¿PDG_OBJECT¿¿0¿1034.v111-o231¿¿¿¿¿PDG_OBJECT
1157¿PDG_OBJECT¿¿0¿1034.v112-o232¿¿¿¿¿PDG_OBJECT
1158¿PDG_CALL¿¿1034¿1034.CALL->Error-o233¿¿¿¿¿PDG_CALL
1159¿PDG_OBJECT¿¿0¿1034.v113-o234¿¿¿¿¿PDG_OBJECT
1160¿PDG_OBJECT¿¿0¿1034.v114.addtional-o235¿¿¿¿¿PDG_OBJECT
1161¿PDG_CALL¿¿1034¿1034.CALL->cb-o236¿¿¿¿¿PDG_CALL
1162¿PDG_OBJECT¿¿0¿1034.v116-o237¿¿¿¿¿PDG_OBJECT
1163¿PDG_OBJECT¿¿0¿1039.this.options-o238¿¿¿¿¿PDG_OBJECT
1164¿PDG_OBJECT¿¿0¿1039.v120-o239¿¿¿¿¿PDG_OBJECT
1165¿PDG_OBJECT¿¿0¿1039.v120.error-o240¿¿¿¿¿PDG_OBJECT
1166¿PDG_RETURN¿¿0¿1039.RET_OBJ-o241¿¿¿¿¿PDG_RETURN
1167¿PDG_OBJECT¿¿0¿1041.this.options-o242¿¿¿¿¿PDG_OBJECT
1168¿PDG_OBJECT¿¿0¿1041.v123-o243¿¿¿¿¿PDG_OBJECT
1169¿PDG_OBJECT¿¿0¿1041.v123.success-o244¿¿¿¿¿PDG_OBJECT
1170¿PDG_RETURN¿¿0¿1041.RET_OBJ-o245¿¿¿¿¿PDG_RETURN
1171¿PDG_CALL¿¿1043¿1043.CALL->pdfinfo-o246¿¿¿¿¿PDG_CALL
1172¿PDG_OBJECT¿¿0¿1043.v125-o247¿¿¿¿¿PDG_OBJECT
1173¿PDG_RETURN¿¿0¿1043.RET_OBJ-o248¿¿¿¿¿PDG_RETURN
