Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
15326¿Program¿¿-1¿¿¿¿{"start":{"line":9,"column":0},"end":{"line":1714,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Program
24490¿Identifier¿¿27784¿chunk¿¿¿{"start":{"line":1339,"column":51},"end":{"line":1339,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24491¿Identifier¿¿27784¿i¿¿¿{"start":{"line":1339,"column":57},"end":{"line":1339,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24492¿VariableDeclarator¿¿27784¿v3338¿¿¿{"start":{"line":1339,"column":36},"end":{"line":1339,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
24493¿CallExpression¿¿27784¿¿¿¿{"start":{"line":1339,"column":36},"end":{"line":1339,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿CallExpression
24494¿MemberExpression¿¿27784¿¿¿¿{"start":{"line":1339,"column":36},"end":{"line":1339,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
24495¿Identifier¿¿27784¿all_files¿¿¿{"start":{"line":1339,"column":36},"end":{"line":1339,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24496¿Identifier¿¿27784¿push¿¿¿{"start":{"line":1339,"column":46},"end":{"line":1339,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24497¿Identifier¿¿27784¿v3337¿¿¿¿¿Identifier
24498¿ExpressionStatement¿¿27784¿¿¿¿{"start":{"line":1339,"column":36},"end":{"line":1339,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ExpressionStatement
24499¿Identifier¿¿27784¿v3338¿¿¿¿¿Identifier
24500¿BlockStatement¿¿27784¿¿¿¿{"start":{"line":1338,"column":55},"end":{"line":1340,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿BlockStatement
24501¿VariableDeclarator¿¿27784¿v3339¿¿¿{"start":{"line":1340,"column":43},"end":{"line":1340,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
24502¿CallExpression¿¿27784¿¿¿¿{"start":{"line":1340,"column":43},"end":{"line":1340,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿CallExpression
24503¿MemberExpression¿¿27784¿¿¿¿{"start":{"line":1340,"column":43},"end":{"line":1340,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
24504¿Identifier¿¿27784¿v¿¿¿{"start":{"line":1340,"column":43},"end":{"line":1340,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24505¿Identifier¿¿27784¿isDirectory¿¿¿{"start":{"line":1340,"column":45},"end":{"line":1340,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24506¿IfStatement¿¿27784¿¿¿¿{"start":{"line":1340,"column":39},"end":{"line":1348,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿IfStatement
24507¿Identifier¿¿27784¿v3339¿¿¿¿¿Identifier
24508¿VariableDeclarator¿¿27784¿rgx¿¿¿{"start":{"line":1341,"column":42},"end":{"line":1341,"column":76},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
24509¿NewExpression¿¿27784¿¿¿¿{"start":{"line":1341,"column":48},"end":{"line":1341,"column":76},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿NewExpression
24510¿Identifier¿¿27784¿RegExp¿¿¿{"start":{"line":1341,"column":52},"end":{"line":1341,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24511¿TemplateLiteral¿¿27784¿¿¿¿{"start":{"line":1341,"column":59},"end":{"line":1341,"column":75},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿TemplateLiteral
24512¿Identifier¿¿27784¿v¿¿¿{"start":{"line":1341,"column":66},"end":{"line":1341,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24513¿TryStatement¿¿27784¿¿¿¿{"start":{"line":1342,"column":36},"end":{"line":1347,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿TryStatement
24514¿VariableDeclarator¿¿27784¿v3340¿¿¿{"start":{"line":1343,"column":75},"end":{"line":1343,"column":83},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
24515¿MemberExpression¿computed¿27784¿¿¿¿{"start":{"line":1343,"column":75},"end":{"line":1343,"column":83},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
24516¿Identifier¿¿27784¿chunk¿¿¿{"start":{"line":1343,"column":75},"end":{"line":1343,"column":80},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24517¿Identifier¿¿27784¿i¿¿¿{"start":{"line":1343,"column":81},"end":{"line":1343,"column":82},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24518¿VariableDeclarator¿¿27784¿v3341¿¿¿{"start":{"line":1343,"column":85},"end":{"line":1343,"column":106},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
24519¿ObjectExpression¿¿27784¿¿¿¿{"start":{"line":1343,"column":85},"end":{"line":1343,"column":106},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ObjectExpression
24520¿Property¿¿27784¿¿¿¿{"start":{"line":1343,"column":86},"end":{"line":1343,"column":105},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Property
24521¿Identifier¿¿27784¿withFileTypes¿¿¿{"start":{"line":1343,"column":86},"end":{"line":1343,"column":99},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24522¿Literal¿boolean¿27784¿¿true¿¿{"start":{"line":1343,"column":101},"end":{"line":1343,"column":105},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Literal
24523¿VariableDeclarator¿¿27784¿v3343¿¿¿{"start":{"line":1343,"column":116},"end":{"line":1343,"column":131},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
24524¿ArrowFunctionExpression¿¿27784¿¿¿¿{"start":{"line":1343,"column":116},"end":{"line":1343,"column":131},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ArrowFunctionExpression
24525¿Identifier¿¿0¿x¿¿¿{"start":{"line":1343,"column":116},"end":{"line":1343,"column":117},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24526¿VariableDeclarator¿¿27836¿v3342¿¿¿{"start":{"line":1343,"column":121},"end":{"line":1343,"column":131},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
24527¿CallExpression¿¿27836¿¿¿¿{"start":{"line":1343,"column":121},"end":{"line":1343,"column":131},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿CallExpression
24528¿MemberExpression¿¿27836¿¿¿¿{"start":{"line":1343,"column":121},"end":{"line":1343,"column":129},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
24529¿Identifier¿¿27836¿x¿¿¿{"start":{"line":1343,"column":121},"end":{"line":1343,"column":122},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24530¿Identifier¿¿27836¿isFile¿¿¿{"start":{"line":1343,"column":123},"end":{"line":1343,"column":129},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24531¿ReturnStatement¿¿27836¿¿¿¿¿¿ReturnStatement
24532¿Identifier¿¿27836¿v3342¿¿¿¿¿Identifier
24533¿BlockStatement¿¿27836¿¿¿¿¿¿BlockStatement
24534¿VariableDeclarator¿¿27784¿v3344¿¿¿{"start":{"line":1343,"column":57},"end":{"line":1343,"column":132},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
24535¿CallExpression¿¿27784¿¿¿¿{"start":{"line":1343,"column":57},"end":{"line":1343,"column":132},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿CallExpression
24536¿MemberExpression¿¿27784¿¿¿¿{"start":{"line":1343,"column":57},"end":{"line":1343,"column":115},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
24537¿AwaitExpression¿¿27784¿¿¿¿{"start":{"line":1343,"column":58},"end":{"line":1343,"column":107},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿AwaitExpression
24538¿CallExpression¿¿27784¿¿¿¿{"start":{"line":1343,"column":64},"end":{"line":1343,"column":107},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿CallExpression
24539¿Identifier¿¿27784¿fs_readdir¿¿¿{"start":{"line":1343,"column":64},"end":{"line":1343,"column":74},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24540¿Identifier¿¿27784¿v3340¿¿¿¿¿Identifier
24541¿Identifier¿¿27784¿v3341¿¿¿¿¿Identifier
24542¿Identifier¿¿27784¿filter¿¿¿{"start":{"line":1343,"column":109},"end":{"line":1343,"column":115},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24543¿Identifier¿¿27784¿v3343¿¿¿¿¿Identifier
24544¿VariableDeclarator¿¿27784¿v3349¿¿¿{"start":{"line":1343,"column":137},"end":{"line":1343,"column":179},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
24545¿ArrowFunctionExpression¿¿27784¿¿¿¿{"start":{"line":1343,"column":137},"end":{"line":1343,"column":179},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ArrowFunctionExpression
24546¿Identifier¿¿0¿x¿¿¿{"start":{"line":1343,"column":137},"end":{"line":1343,"column":138},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24547¿VariableDeclarator¿¿27838¿v3345¿¿¿{"start":{"line":1343,"column":142},"end":{"line":1343,"column":148},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
24548¿MemberExpression¿¿27838¿¿¿¿{"start":{"line":1343,"column":142},"end":{"line":1343,"column":148},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
24549¿Identifier¿¿27838¿x¿¿¿{"start":{"line":1343,"column":142},"end":{"line":1343,"column":143},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24550¿Identifier¿¿27838¿name¿¿¿{"start":{"line":1343,"column":144},"end":{"line":1343,"column":148},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24551¿VariableDeclarator¿¿27838¿v3346¿¿¿{"start":{"line":1343,"column":170},"end":{"line":1343,"column":176},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
24552¿MemberExpression¿¿27838¿¿¿¿{"start":{"line":1343,"column":170},"end":{"line":1343,"column":176},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
24553¿Identifier¿¿27838¿x¿¿¿{"start":{"line":1343,"column":170},"end":{"line":1343,"column":171},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24554¿Identifier¿¿27838¿name¿¿¿{"start":{"line":1343,"column":172},"end":{"line":1343,"column":176},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24555¿VariableDeclarator¿¿27838¿v3347¿¿¿{"start":{"line":1343,"column":162},"end":{"line":1343,"column":178},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
24556¿TemplateLiteral¿¿27838¿¿¿¿{"start":{"line":1343,"column":162},"end":{"line":1343,"column":178},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿TemplateLiteral
24557¿Identifier¿¿27838¿v¿¿¿{"start":{"line":1343,"column":165},"end":{"line":1343,"column":166},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24558¿Identifier¿¿27838¿v3346¿¿¿¿¿Identifier
24559¿VariableDeclarator¿¿27838¿v3348¿¿¿{"start":{"line":1343,"column":142},"end":{"line":1343,"column":179},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
24560¿CallExpression¿¿27838¿¿¿¿{"start":{"line":1343,"column":142},"end":{"line":1343,"column":179},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿CallExpression
24561¿MemberExpression¿¿27838¿¿¿¿{"start":{"line":1343,"column":142},"end":{"line":1343,"column":156},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
24562¿Identifier¿¿27838¿v3345¿¿¿¿¿Identifier
24563¿Identifier¿¿27838¿replace¿¿¿{"start":{"line":1343,"column":149},"end":{"line":1343,"column":156},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24564¿Identifier¿¿27838¿rgx¿¿¿{"start":{"line":1343,"column":157},"end":{"line":1343,"column":160},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24565¿Identifier¿¿27838¿v3347¿¿¿¿¿Identifier
24566¿ReturnStatement¿¿27838¿¿¿¿¿¿ReturnStatement
24567¿Identifier¿¿27838¿v3348¿¿¿¿¿Identifier
24568¿BlockStatement¿¿27838¿¿¿¿¿¿BlockStatement
24569¿VariableDeclarator¿¿27784¿contents¿¿¿{"start":{"line":1343,"column":46},"end":{"line":1343,"column":180},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
24570¿CallExpression¿¿27784¿¿¿¿{"start":{"line":1343,"column":57},"end":{"line":1343,"column":180},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿CallExpression
24571¿MemberExpression¿¿27784¿¿¿¿{"start":{"line":1343,"column":57},"end":{"line":1343,"column":136},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
24572¿Identifier¿¿27784¿v3344¿¿¿¿¿Identifier
24573¿Identifier¿¿27784¿map¿¿¿{"start":{"line":1343,"column":133},"end":{"line":1343,"column":136},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24574¿Identifier¿¿27784¿v3349¿¿¿¿¿Identifier
24575¿ExpressionStatement¿¿27784¿¿¿¿{"start":{"line":1344,"column":40},"end":{"line":1344,"column":79},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ExpressionStatement
24576¿AssignmentExpression¿=¿27784¿¿¿¿{"start":{"line":1344,"column":40},"end":{"line":1344,"column":78},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿AssignmentExpression
24577¿Identifier¿¿27784¿all_files¿¿¿{"start":{"line":1344,"column":40},"end":{"line":1344,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24578¿CallExpression¿¿27784¿¿¿¿{"start":{"line":1344,"column":52},"end":{"line":1344,"column":78},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿CallExpression
24579¿MemberExpression¿¿27784¿¿¿¿{"start":{"line":1344,"column":52},"end":{"line":1344,"column":68},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
24580¿Identifier¿¿27784¿all_files¿¿¿{"start":{"line":1344,"column":52},"end":{"line":1344,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24581¿Identifier¿¿27784¿concat¿¿¿{"start":{"line":1344,"column":62},"end":{"line":1344,"column":68},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24582¿Identifier¿¿27784¿contents¿¿¿{"start":{"line":1344,"column":69},"end":{"line":1344,"column":77},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24583¿BlockStatement¿¿27784¿¿¿¿{"start":{"line":1342,"column":40},"end":{"line":1345,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿BlockStatement
24584¿CatchClause¿¿27784¿¿¿¿{"start":{"line":1345,"column":38},"end":{"line":1347,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿CatchClause
24585¿VariableDeclarator¿¿27784¿v3350¿¿¿{"start":{"line":1346,"column":47},"end":{"line":1346,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
24586¿MemberExpression¿computed¿27784¿¿¿¿{"start":{"line":1346,"column":47},"end":{"line":1346,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
24587¿Identifier¿¿27784¿chunk¿¿¿{"start":{"line":1346,"column":47},"end":{"line":1346,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24588¿Identifier¿¿27784¿i¿¿¿{"start":{"line":1346,"column":53},"end":{"line":1346,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24589¿ExpressionStatement¿¿27784¿¿¿¿{"start":{"line":1346,"column":40},"end":{"line":1346,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ExpressionStatement
24590¿AssignmentExpression¿=¿27784¿¿¿¿{"start":{"line":1346,"column":40},"end":{"line":1346,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿AssignmentExpression
24591¿MemberExpression¿computed¿27784¿¿¿¿{"start":{"line":1346,"column":40},"end":{"line":1346,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
24592¿Identifier¿¿27784¿errors¿¿¿{"start":{"line":1346,"column":40},"end":{"line":1346,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24593¿Identifier¿¿27784¿v3350¿¿¿¿¿Identifier
24594¿Identifier¿¿27784¿e¿¿¿{"start":{"line":1346,"column":59},"end":{"line":1346,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24595¿BlockStatement¿¿27784¿¿¿¿{"start":{"line":1345,"column":48},"end":{"line":1347,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿BlockStatement
24596¿Identifier¿¿27784¿e¿¿¿{"start":{"line":1345,"column":45},"end":{"line":1345,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24597¿BlockStatement¿¿27784¿¿¿¿{"start":{"line":1340,"column":60},"end":{"line":1348,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿BlockStatement
24598¿BlockStatement¿¿27784¿¿¿¿¿¿BlockStatement
24599¿BlockStatement¿¿27784¿¿¿¿¿¿BlockStatement
24600¿BlockStatement¿¿27784¿¿¿¿{"start":{"line":1332,"column":57},"end":{"line":1349,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿BlockStatement
24601¿VariableDeclarator¿¿27784¿v3351¿¿¿{"start":{"line":1352,"column":35},"end":{"line":1352,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
24602¿CallExpression¿¿27784¿¿¿¿{"start":{"line":1352,"column":35},"end":{"line":1352,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿CallExpression
24603¿Identifier¿¿27784¿finish_scan¿¿¿{"start":{"line":1352,"column":35},"end":{"line":1352,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24604¿ReturnStatement¿¿27784¿¿¿¿{"start":{"line":1352,"column":28},"end":{"line":1352,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ReturnStatement
24605¿Identifier¿¿27784¿v3351¿¿¿¿¿Identifier
24606¿ExpressionStatement¿¿27784¿¿¿¿{"start":{"line":1319,"column":24},"end":{"line":1353,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ExpressionStatement
24607¿AssignmentExpression¿=¿27784¿¿¿¿{"start":{"line":1319,"column":24},"end":{"line":1353,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿AssignmentExpression
24608¿Identifier¿¿27784¿v3326¿¿¿{"start":{"line":1319,"column":24},"end":{"line":1353,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24609¿BinaryExpression¿>¿27784¿¿¿¿{"start":{"line":1319,"column":31},"end":{"line":1319,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿BinaryExpression
24610¿Identifier¿¿27784¿v3325¿¿¿¿¿Identifier
24611¿Literal¿number¿27784¿¿0¿¿{"start":{"line":1319,"column":46},"end":{"line":1319,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Literal
24612¿BlockStatement¿¿27784¿¿¿¿{"start":{"line":1319,"column":49},"end":{"line":1353,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿BlockStatement
24613¿BlockStatement¿¿27784¿¿¿¿{"start":{"line":1317,"column":89},"end":{"line":1354,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿BlockStatement
24614¿ExpressionStatement¿¿27784¿¿¿¿{"start":{"line":1356,"column":24},"end":{"line":1356,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ExpressionStatement
24615¿AssignmentExpression¿=¿27784¿¿¿¿{"start":{"line":1356,"column":24},"end":{"line":1356,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿AssignmentExpression
24616¿Identifier¿¿27784¿all_files¿¿¿{"start":{"line":1356,"column":24},"end":{"line":1356,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24617¿Identifier¿¿27784¿files¿¿¿{"start":{"line":1356,"column":36},"end":{"line":1356,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24618¿VariableDeclarator¿¿27784¿v3352¿¿¿{"start":{"line":1359,"column":31},"end":{"line":1359,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
24619¿CallExpression¿¿27784¿¿¿¿{"start":{"line":1359,"column":31},"end":{"line":1359,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿CallExpression
24620¿Identifier¿¿27784¿finish_scan¿¿¿{"start":{"line":1359,"column":31},"end":{"line":1359,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24621¿ReturnStatement¿¿27784¿¿¿¿{"start":{"line":1359,"column":24},"end":{"line":1359,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ReturnStatement
24622¿Identifier¿¿27784¿v3352¿¿¿¿¿Identifier
24623¿BlockStatement¿¿27784¿¿¿¿{"start":{"line":1354,"column":27},"end":{"line":1360,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿BlockStatement
24624¿BlockStatement¿¿27784¿¿¿¿{"start":{"line":1245,"column":21},"end":{"line":1361,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿BlockStatement
24625¿BlockStatement¿¿27784¿¿¿¿{"start":{"line":1185,"column":43},"end":{"line":1362,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿BlockStatement
24626¿VariableDeclarator¿¿27747¿v3353¿¿¿{"start":{"line":1365,"column":16},"end":{"line":1365,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
24627¿UnaryExpression¿typeof¿27747¿¿¿¿{"start":{"line":1365,"column":16},"end":{"line":1365,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿UnaryExpression
24628¿Identifier¿¿27747¿files¿¿¿{"start":{"line":1365,"column":23},"end":{"line":1365,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
24629¿VariableDeclarator¿¿27747¿v3354¿¿¿{"start":{"line":1365,"column":16},"end":{"line":1365,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
24630¿BinaryExpression¿===¿27747¿¿¿¿{"start":{"line":1365,"column":16},"end":{"line":1365,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿BinaryExpression
24631¿Identifier¿¿27747¿v3353¿¿¿¿¿Identifier
24632¿Literal¿string¿27747¿¿'string'¿¿{"start":{"line":1365,"column":33},"end":{"line":1365,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Literal
