Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
3297¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":642,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Program
5332¿AssignmentExpression¿=¿5761¿¿¿¿{"start":{"line":559,"column":23},"end":{"line":559,"column":89},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿AssignmentExpression
5333¿MemberExpression¿¿5761¿¿¿¿{"start":{"line":559,"column":23},"end":{"line":559,"column":89},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
5334¿Identifier¿¿5761¿v531¿¿¿¿¿Identifier
5335¿Identifier¿¿5761¿isLink¿¿¿{"start":{"line":559,"column":74},"end":{"line":559,"column":80},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
5336¿Literal¿boolean¿5761¿¿false¿¿{"start":{"line":559,"column":82},"end":{"line":559,"column":87},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
5337¿ReturnStatement¿¿5761¿¿¿¿{"start":{"line":559,"column":16},"end":{"line":559,"column":90},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ReturnStatement
5338¿Identifier¿¿5761¿v531¿¿¿¿¿Identifier
5339¿BlockStatement¿¿5761¿¿¿¿{"start":{"line":558,"column":69},"end":{"line":560,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿BlockStatement
5340¿VariableDeclarator¿¿5761¿v532¿¿¿{"start":{"line":562,"column":19},"end":{"line":562,"column":86},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
5341¿ObjectExpression¿¿5761¿¿¿¿¿¿ObjectExpression
5342¿ExpressionStatement¿¿5761¿¿¿¿{"start":{"line":562,"column":19},"end":{"line":562,"column":86},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ExpressionStatement
5343¿AssignmentExpression¿=¿5761¿¿¿¿{"start":{"line":562,"column":19},"end":{"line":562,"column":86},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿AssignmentExpression
5344¿MemberExpression¿¿5761¿¿¿¿{"start":{"line":562,"column":19},"end":{"line":562,"column":86},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
5345¿Identifier¿¿5761¿v532¿¿¿¿¿Identifier
5346¿Identifier¿¿5761¿exists¿¿¿{"start":{"line":562,"column":21},"end":{"line":562,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
5347¿Literal¿boolean¿5761¿¿false¿¿{"start":{"line":562,"column":29},"end":{"line":562,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
5348¿ExpressionStatement¿¿5761¿¿¿¿{"start":{"line":562,"column":19},"end":{"line":562,"column":86},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ExpressionStatement
5349¿AssignmentExpression¿=¿5761¿¿¿¿{"start":{"line":562,"column":19},"end":{"line":562,"column":86},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿AssignmentExpression
5350¿MemberExpression¿¿5761¿¿¿¿{"start":{"line":562,"column":19},"end":{"line":562,"column":86},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
5351¿Identifier¿¿5761¿v532¿¿¿¿¿Identifier
5352¿Identifier¿¿5761¿isDirectory¿¿¿{"start":{"line":562,"column":36},"end":{"line":562,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
5353¿Literal¿boolean¿5761¿¿false¿¿{"start":{"line":562,"column":49},"end":{"line":562,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
5354¿ExpressionStatement¿¿5761¿¿¿¿{"start":{"line":562,"column":19},"end":{"line":562,"column":86},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ExpressionStatement
5355¿AssignmentExpression¿=¿5761¿¿¿¿{"start":{"line":562,"column":19},"end":{"line":562,"column":86},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿AssignmentExpression
5356¿MemberExpression¿¿5761¿¿¿¿{"start":{"line":562,"column":19},"end":{"line":562,"column":86},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
5357¿Identifier¿¿5761¿v532¿¿¿¿¿Identifier
5358¿Identifier¿¿5761¿isFile¿¿¿{"start":{"line":562,"column":56},"end":{"line":562,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
5359¿Literal¿boolean¿5761¿¿false¿¿{"start":{"line":562,"column":64},"end":{"line":562,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
5360¿ExpressionStatement¿¿5761¿¿¿¿{"start":{"line":562,"column":19},"end":{"line":562,"column":86},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ExpressionStatement
5361¿AssignmentExpression¿=¿5761¿¿¿¿{"start":{"line":562,"column":19},"end":{"line":562,"column":86},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿AssignmentExpression
5362¿MemberExpression¿¿5761¿¿¿¿{"start":{"line":562,"column":19},"end":{"line":562,"column":86},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
5363¿Identifier¿¿5761¿v532¿¿¿¿¿Identifier
5364¿Identifier¿¿5761¿isLink¿¿¿{"start":{"line":562,"column":71},"end":{"line":562,"column":77},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
5365¿Literal¿boolean¿5761¿¿false¿¿{"start":{"line":562,"column":79},"end":{"line":562,"column":84},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
5366¿ReturnStatement¿¿5761¿¿¿¿{"start":{"line":562,"column":12},"end":{"line":562,"column":87},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ReturnStatement
5367¿Identifier¿¿5761¿v532¿¿¿¿¿Identifier
5368¿BlockStatement¿¿5761¿¿¿¿{"start":{"line":548,"column":29},"end":{"line":563,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿BlockStatement
5369¿VariableDeclarator¿¿5757¿v534¿¿¿{"start":{"line":547,"column":11},"end":{"line":563,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
5370¿CallExpression¿¿5757¿¿¿¿{"start":{"line":547,"column":11},"end":{"line":563,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿CallExpression
5371¿MemberExpression¿¿5757¿¿¿¿{"start":{"line":547,"column":11},"end":{"line":548,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
5372¿Identifier¿¿5757¿v515¿¿¿¿¿Identifier
5373¿Identifier¿¿5757¿then¿¿¿{"start":{"line":548,"column":9},"end":{"line":548,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
5374¿Identifier¿¿5757¿v533¿¿¿¿¿Identifier
5375¿ReturnStatement¿¿5757¿¿¿¿{"start":{"line":547,"column":4},"end":{"line":563,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ReturnStatement
5376¿Identifier¿¿5757¿v534¿¿¿¿¿Identifier
5377¿BlockStatement¿¿5757¿¿¿¿{"start":{"line":533,"column":62},"end":{"line":564,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿BlockStatement
5378¿ExpressionStatement¿¿5643¿¿¿¿{"start":{"line":533,"column":0},"end":{"line":564,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ExpressionStatement
5379¿AssignmentExpression¿=¿5643¿¿¿¿{"start":{"line":533,"column":0},"end":{"line":564,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿AssignmentExpression
5380¿MemberExpression¿¿5643¿¿¿¿{"start":{"line":533,"column":0},"end":{"line":533,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
5381¿Identifier¿¿5643¿VBoxManage¿¿¿{"start":{"line":533,"column":0},"end":{"line":533,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
5382¿Identifier¿¿5643¿stat¿¿¿{"start":{"line":533,"column":11},"end":{"line":533,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
5383¿Identifier¿¿5643¿v535¿¿¿¿¿Identifier
5384¿VariableDeclarator¿exported¿5643¿v556¿¿¿{"start":{"line":574,"column":0},"end":{"line":609,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
5385¿FunctionExpression¿¿5643¿anon¿¿¿{"start":{"line":574,"column":22},"end":{"line":609,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿FunctionExpression
5386¿Identifier¿¿0¿vmname¿¿¿{"start":{"line":574,"column":32},"end":{"line":574,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
5387¿Identifier¿¿0¿username¿¿¿{"start":{"line":574,"column":40},"end":{"line":574,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
5388¿Identifier¿¿0¿password¿¿¿{"start":{"line":574,"column":50},"end":{"line":574,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
5389¿Identifier¿¿0¿cmd¿¿¿{"start":{"line":574,"column":60},"end":{"line":574,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
5390¿Identifier¿¿0¿params¿¿¿{"start":{"line":574,"column":65},"end":{"line":574,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
5391¿Identifier¿¿0¿async¿¿¿{"start":{"line":574,"column":73},"end":{"line":574,"column":78},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
5392¿VariableDeclarator¿¿5767¿v536¿¿¿{"start":{"line":576,"column":11},"end":{"line":577,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
5393¿CallExpression¿¿5767¿¿¿¿{"start":{"line":576,"column":11},"end":{"line":577,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿CallExpression
5394¿MemberExpression¿¿5767¿¿¿¿{"start":{"line":576,"column":11},"end":{"line":577,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
5395¿ThisExpression¿¿5767¿¿¿¿{"start":{"line":576,"column":11},"end":{"line":576,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ThisExpression
5396¿Identifier¿¿5767¿getInfo¿¿¿{"start":{"line":577,"column":9},"end":{"line":577,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
5397¿Identifier¿¿5767¿vmname¿¿¿{"start":{"line":577,"column":17},"end":{"line":577,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
5398¿VariableDeclarator¿¿5767¿v554¿¿¿{"start":{"line":578,"column":14},"end":{"line":608,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
5399¿FunctionExpression¿¿5767¿anon¿¿¿{"start":{"line":578,"column":14},"end":{"line":608,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿FunctionExpression
5400¿Identifier¿¿0¿info¿¿¿{"start":{"line":578,"column":24},"end":{"line":578,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
5401¿VariableDeclarator¿¿5769¿v537¿¿¿{"start":{"line":580,"column":44},"end":{"line":580,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
5402¿MemberExpression¿computed¿5769¿¿¿¿{"start":{"line":580,"column":44},"end":{"line":580,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
5403¿Identifier¿¿5769¿info¿¿¿{"start":{"line":580,"column":44},"end":{"line":580,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
5404¿Literal¿string¿5769¿¿'ostype'¿¿{"start":{"line":580,"column":49},"end":{"line":580,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
5405¿VariableDeclarator¿¿5769¿isWindows¿¿¿{"start":{"line":580,"column":16},"end":{"line":580,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
5406¿CallExpression¿¿5769¿¿¿¿{"start":{"line":580,"column":28},"end":{"line":580,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿CallExpression
5407¿MemberExpression¿¿5769¿¿¿¿{"start":{"line":580,"column":28},"end":{"line":580,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
5408¿Literal¿object¿5769¿¿/windows/i¿¿{"start":{"line":580,"column":28},"end":{"line":580,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
5409¿Identifier¿¿5769¿test¿¿¿{"start":{"line":580,"column":39},"end":{"line":580,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
5410¿Identifier¿¿5769¿v537¿¿¿¿¿Identifier
5411¿VariableDeclarator¿¿5769¿args¿¿¿{"start":{"line":582,"column":16},"end":{"line":582,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
5412¿ArrayExpression¿¿5769¿¿¿¿{"start":{"line":582,"column":23},"end":{"line":582,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ArrayExpression
5413¿Literal¿string¿5769¿¿'guestcontrol'¿¿{"start":{"line":582,"column":24},"end":{"line":582,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
5414¿Identifier¿¿5769¿vmname¿¿¿{"start":{"line":582,"column":40},"end":{"line":582,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
5415¿VariableDeclarator¿¿5769¿v538¿¿¿{"start":{"line":583,"column":31},"end":{"line":583,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
5416¿ArrayExpression¿¿5769¿¿¿¿{"start":{"line":583,"column":31},"end":{"line":583,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ArrayExpression
5417¿ExpressionStatement¿¿5769¿¿¿¿{"start":{"line":583,"column":12},"end":{"line":583,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ExpressionStatement
5418¿AssignmentExpression¿=¿5769¿¿¿¿{"start":{"line":583,"column":12},"end":{"line":583,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿AssignmentExpression
5419¿Identifier¿¿5769¿params¿¿¿{"start":{"line":583,"column":12},"end":{"line":583,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
5420¿LogicalExpression¿||¿5769¿¿¿¿{"start":{"line":583,"column":21},"end":{"line":583,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿LogicalExpression
5421¿Identifier¿¿5769¿params¿¿¿{"start":{"line":583,"column":21},"end":{"line":583,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
5422¿Identifier¿¿5769¿v538¿¿¿¿¿Identifier
5423¿IfStatement¿¿5769¿¿¿¿{"start":{"line":585,"column":12},"end":{"line":587,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿IfStatement
5424¿Identifier¿¿5769¿username¿¿¿{"start":{"line":585,"column":16},"end":{"line":585,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
5425¿VariableDeclarator¿¿5769¿v539¿¿¿{"start":{"line":586,"column":40},"end":{"line":586,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
5426¿BinaryExpression¿+¿5769¿¿¿¿{"start":{"line":586,"column":40},"end":{"line":586,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿BinaryExpression
5427¿Literal¿string¿5769¿¿'''¿¿{"start":{"line":586,"column":40},"end":{"line":586,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
5428¿Identifier¿¿5769¿username¿¿¿{"start":{"line":586,"column":46},"end":{"line":586,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
5429¿VariableDeclarator¿¿5769¿v540¿¿¿{"start":{"line":586,"column":40},"end":{"line":586,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
5430¿BinaryExpression¿+¿5769¿¿¿¿{"start":{"line":586,"column":40},"end":{"line":586,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿BinaryExpression
5431¿Identifier¿¿5769¿v539¿¿¿¿¿Identifier
5432¿Literal¿string¿5769¿¿'''¿¿{"start":{"line":586,"column":57},"end":{"line":586,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
5433¿VariableDeclarator¿¿5769¿v541¿¿¿{"start":{"line":586,"column":16},"end":{"line":586,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
5434¿CallExpression¿¿5769¿¿¿¿{"start":{"line":586,"column":16},"end":{"line":586,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿CallExpression
5435¿MemberExpression¿¿5769¿¿¿¿{"start":{"line":586,"column":16},"end":{"line":586,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
5436¿Identifier¿¿5769¿args¿¿¿{"start":{"line":586,"column":16},"end":{"line":586,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
5437¿Identifier¿¿5769¿push¿¿¿{"start":{"line":586,"column":21},"end":{"line":586,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
5438¿Literal¿string¿5769¿¿'--username'¿¿{"start":{"line":586,"column":26},"end":{"line":586,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
5439¿Identifier¿¿5769¿v540¿¿¿¿¿Identifier
5440¿ExpressionStatement¿¿5769¿¿¿¿{"start":{"line":586,"column":16},"end":{"line":586,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ExpressionStatement
5441¿Identifier¿¿5769¿v541¿¿¿¿¿Identifier
5442¿BlockStatement¿¿5769¿¿¿¿{"start":{"line":585,"column":26},"end":{"line":587,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿BlockStatement
5443¿IfStatement¿¿5769¿¿¿¿{"start":{"line":589,"column":12},"end":{"line":591,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿IfStatement
5444¿Identifier¿¿5769¿password¿¿¿{"start":{"line":589,"column":16},"end":{"line":589,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
5445¿VariableDeclarator¿¿5769¿v542¿¿¿{"start":{"line":590,"column":40},"end":{"line":590,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
5446¿BinaryExpression¿+¿5769¿¿¿¿{"start":{"line":590,"column":40},"end":{"line":590,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿BinaryExpression
5447¿Literal¿string¿5769¿¿'''¿¿{"start":{"line":590,"column":40},"end":{"line":590,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
5448¿Identifier¿¿5769¿password¿¿¿{"start":{"line":590,"column":46},"end":{"line":590,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
5449¿VariableDeclarator¿¿5769¿v543¿¿¿{"start":{"line":590,"column":40},"end":{"line":590,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
5450¿BinaryExpression¿+¿5769¿¿¿¿{"start":{"line":590,"column":40},"end":{"line":590,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿BinaryExpression
5451¿Identifier¿¿5769¿v542¿¿¿¿¿Identifier
5452¿Literal¿string¿5769¿¿'''¿¿{"start":{"line":590,"column":57},"end":{"line":590,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
5453¿VariableDeclarator¿¿5769¿v544¿¿¿{"start":{"line":590,"column":16},"end":{"line":590,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
5454¿CallExpression¿¿5769¿¿¿¿{"start":{"line":590,"column":16},"end":{"line":590,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿CallExpression
5455¿MemberExpression¿¿5769¿¿¿¿{"start":{"line":590,"column":16},"end":{"line":590,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
5456¿Identifier¿¿5769¿args¿¿¿{"start":{"line":590,"column":16},"end":{"line":590,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
5457¿Identifier¿¿5769¿push¿¿¿{"start":{"line":590,"column":21},"end":{"line":590,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
5458¿Literal¿string¿5769¿¿'--password'¿¿{"start":{"line":590,"column":26},"end":{"line":590,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
5459¿Identifier¿¿5769¿v543¿¿¿¿¿Identifier
5460¿ExpressionStatement¿¿5769¿¿¿¿{"start":{"line":590,"column":16},"end":{"line":590,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ExpressionStatement
5461¿Identifier¿¿5769¿v544¿¿¿¿¿Identifier
5462¿BlockStatement¿¿5769¿¿¿¿{"start":{"line":589,"column":26},"end":{"line":591,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿BlockStatement
5463¿IfStatement¿¿5769¿¿¿¿{"start":{"line":593,"column":12},"end":{"line":597,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿IfStatement
5464¿Identifier¿¿5769¿async¿¿¿{"start":{"line":593,"column":16},"end":{"line":593,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
5465¿VariableDeclarator¿¿5769¿v545¿¿¿{"start":{"line":594,"column":16},"end":{"line":594,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
5466¿CallExpression¿¿5769¿¿¿¿{"start":{"line":594,"column":16},"end":{"line":594,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿CallExpression
5467¿MemberExpression¿¿5769¿¿¿¿{"start":{"line":594,"column":16},"end":{"line":594,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
5468¿Identifier¿¿5769¿args¿¿¿{"start":{"line":594,"column":16},"end":{"line":594,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
5469¿Identifier¿¿5769¿push¿¿¿{"start":{"line":594,"column":21},"end":{"line":594,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
5470¿Literal¿string¿5769¿¿'start'¿¿{"start":{"line":594,"column":26},"end":{"line":594,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
