Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1036¿Program¿¿-1¿¿¿¿{"start":{"line":4,"column":0},"end":{"line":147,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Program
1465¿BlockStatement¿¿1819¿¿¿¿¿¿BlockStatement
1466¿ExpressionStatement¿¿1819¿¿¿¿{"start":{"line":88,"column":12},"end":{"line":88,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿ExpressionStatement
1467¿AssignmentExpression¿=¿1819¿¿¿¿{"start":{"line":88,"column":12},"end":{"line":88,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿AssignmentExpression
1468¿Identifier¿¿1819¿v152¿¿¿¿¿Identifier
1469¿Identifier¿¿1819¿v151¿¿¿¿¿Identifier
1470¿BlockStatement¿¿1819¿¿¿¿¿¿BlockStatement
1471¿VariableDeclarator¿¿1819¿v153¿¿¿{"start":{"line":88,"column":4},"end":{"line":88,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1472¿CallExpression¿¿1819¿¿¿¿{"start":{"line":88,"column":4},"end":{"line":88,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿CallExpression
1473¿Identifier¿¿1819¿forEach¿¿¿{"start":{"line":88,"column":4},"end":{"line":88,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1474¿Identifier¿¿1819¿v152¿¿¿¿¿Identifier
1475¿Identifier¿¿1819¿cb¿¿¿{"start":{"line":88,"column":54},"end":{"line":88,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1476¿Identifier¿¿1819¿thisArg¿¿¿{"start":{"line":88,"column":58},"end":{"line":88,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1477¿ExpressionStatement¿¿1819¿¿¿¿{"start":{"line":88,"column":4},"end":{"line":88,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿ExpressionStatement
1478¿Identifier¿¿1819¿v153¿¿¿¿¿Identifier
1479¿BlockStatement¿¿1819¿¿¿¿{"start":{"line":87,"column":39},"end":{"line":89,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿BlockStatement
1480¿VariableDeclarator¿¿1791¿v155¿¿¿{"start":{"line":37,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1481¿ObjectExpression¿¿1791¿¿¿¿¿¿ObjectExpression
1482¿ExpressionStatement¿¿1791¿¿¿¿{"start":{"line":37,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿ExpressionStatement
1483¿AssignmentExpression¿=¿1791¿¿¿¿{"start":{"line":37,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿AssignmentExpression
1484¿MemberExpression¿¿1791¿¿¿¿{"start":{"line":37,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿MemberExpression
1485¿Identifier¿¿1791¿v155¿¿¿¿¿Identifier
1486¿Identifier¿¿1791¿Cache¿¿¿{"start":{"line":38,"column":2},"end":{"line":38,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1487¿Identifier¿¿1791¿Cache¿¿¿{"start":{"line":38,"column":9},"end":{"line":38,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1488¿ExpressionStatement¿¿1791¿¿¿¿{"start":{"line":37,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿ExpressionStatement
1489¿AssignmentExpression¿=¿1791¿¿¿¿{"start":{"line":37,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿AssignmentExpression
1490¿MemberExpression¿¿1791¿¿¿¿{"start":{"line":37,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿MemberExpression
1491¿Identifier¿¿1791¿v155¿¿¿¿¿Identifier
1492¿Identifier¿¿1791¿split¿¿¿{"start":{"line":40,"column":2},"end":{"line":40,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1493¿Identifier¿¿1791¿split¿¿¿{"start":{"line":40,"column":9},"end":{"line":40,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1494¿ExpressionStatement¿¿1791¿¿¿¿{"start":{"line":37,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿ExpressionStatement
1495¿AssignmentExpression¿=¿1791¿¿¿¿{"start":{"line":37,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿AssignmentExpression
1496¿MemberExpression¿¿1791¿¿¿¿{"start":{"line":37,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿MemberExpression
1497¿Identifier¿¿1791¿v155¿¿¿¿¿Identifier
1498¿Identifier¿¿1791¿normalizePath¿¿¿{"start":{"line":42,"column":2},"end":{"line":42,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1499¿Identifier¿¿1791¿normalizePath¿¿¿{"start":{"line":42,"column":17},"end":{"line":42,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1500¿ExpressionStatement¿¿1791¿¿¿¿{"start":{"line":37,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿ExpressionStatement
1501¿AssignmentExpression¿=¿1791¿¿¿¿{"start":{"line":37,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿AssignmentExpression
1502¿MemberExpression¿¿1791¿¿¿¿{"start":{"line":37,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿MemberExpression
1503¿Identifier¿¿1791¿v155¿¿¿¿¿Identifier
1504¿Identifier¿¿1791¿setter¿¿¿{"start":{"line":44,"column":2},"end":{"line":44,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1505¿Identifier¿¿1791¿v126¿¿¿¿¿Identifier
1506¿ExpressionStatement¿¿1791¿¿¿¿{"start":{"line":37,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿ExpressionStatement
1507¿AssignmentExpression¿=¿1791¿¿¿¿{"start":{"line":37,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿AssignmentExpression
1508¿MemberExpression¿¿1791¿¿¿¿{"start":{"line":37,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿MemberExpression
1509¿Identifier¿¿1791¿v155¿¿¿¿¿Identifier
1510¿Identifier¿¿1791¿getter¿¿¿{"start":{"line":60,"column":2},"end":{"line":60,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1511¿Identifier¿¿1791¿v137¿¿¿¿¿Identifier
1512¿ExpressionStatement¿¿1791¿¿¿¿{"start":{"line":37,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿ExpressionStatement
1513¿AssignmentExpression¿=¿1791¿¿¿¿{"start":{"line":37,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿AssignmentExpression
1514¿MemberExpression¿¿1791¿¿¿¿{"start":{"line":37,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿MemberExpression
1515¿Identifier¿¿1791¿v155¿¿¿¿¿Identifier
1516¿Identifier¿¿1791¿join¿¿¿{"start":{"line":76,"column":2},"end":{"line":76,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1517¿Identifier¿¿1791¿v149¿¿¿¿¿Identifier
1518¿ExpressionStatement¿¿1791¿¿¿¿{"start":{"line":37,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿ExpressionStatement
1519¿AssignmentExpression¿=¿1791¿¿¿¿{"start":{"line":37,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿AssignmentExpression
1520¿MemberExpression¿¿1791¿¿¿¿{"start":{"line":37,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿MemberExpression
1521¿Identifier¿¿1791¿v155¿¿¿¿¿Identifier
1522¿Identifier¿¿1791¿forEach¿¿¿{"start":{"line":87,"column":2},"end":{"line":87,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1523¿Identifier¿¿1791¿v154¿¿¿¿¿Identifier
1524¿ExpressionStatement¿¿1791¿¿¿¿{"start":{"line":37,"column":0},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿ExpressionStatement
1525¿AssignmentExpression¿=¿1791¿¿¿¿{"start":{"line":37,"column":0},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿AssignmentExpression
1526¿MemberExpression¿¿1791¿¿¿¿{"start":{"line":37,"column":0},"end":{"line":37,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿MemberExpression
1527¿Identifier¿¿1791¿module¿¿¿{"start":{"line":37,"column":0},"end":{"line":37,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1528¿Identifier¿¿1791¿exports¿¿¿{"start":{"line":37,"column":7},"end":{"line":37,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1529¿Identifier¿¿1791¿v155¿¿¿¿¿Identifier
1530¿VariableDeclarator¿exported¿1791¿normalizePath¿¿¿{"start":{"line":92,"column":0},"end":{"line":102,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1531¿FunctionExpression¿¿1791¿anon¿¿¿{"start":{"line":92,"column":0},"end":{"line":102,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿FunctionExpression
1532¿Identifier¿¿0¿path¿¿¿{"start":{"line":92,"column":23},"end":{"line":92,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1533¿VariableDeclarator¿¿1822¿v156¿¿¿{"start":{"line":94,"column":4},"end":{"line":94,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1534¿CallExpression¿¿1822¿¿¿¿{"start":{"line":94,"column":4},"end":{"line":94,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿CallExpression
1535¿MemberExpression¿¿1822¿¿¿¿{"start":{"line":94,"column":4},"end":{"line":94,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿MemberExpression
1536¿Identifier¿¿1822¿pathCache¿¿¿{"start":{"line":94,"column":4},"end":{"line":94,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1537¿Identifier¿¿1822¿get¿¿¿{"start":{"line":94,"column":14},"end":{"line":94,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1538¿Identifier¿¿1822¿path¿¿¿{"start":{"line":94,"column":18},"end":{"line":94,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1539¿VariableDeclarator¿¿1822¿v157¿¿¿{"start":{"line":97,"column":6},"end":{"line":97,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1540¿CallExpression¿¿1822¿¿¿¿{"start":{"line":97,"column":6},"end":{"line":97,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿CallExpression
1541¿Identifier¿¿1822¿split¿¿¿{"start":{"line":97,"column":6},"end":{"line":97,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1542¿Identifier¿¿1822¿path¿¿¿{"start":{"line":97,"column":12},"end":{"line":97,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1543¿VariableDeclarator¿¿1822¿v159¿¿¿{"start":{"line":97,"column":22},"end":{"line":99,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1544¿FunctionExpression¿¿1822¿anon¿¿¿{"start":{"line":97,"column":22},"end":{"line":99,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿FunctionExpression
1545¿Identifier¿¿0¿part¿¿¿{"start":{"line":97,"column":31},"end":{"line":97,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1546¿VariableDeclarator¿¿1824¿v158¿¿¿{"start":{"line":98,"column":15},"end":{"line":98,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1547¿CallExpression¿¿1824¿¿¿¿{"start":{"line":98,"column":15},"end":{"line":98,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿CallExpression
1548¿MemberExpression¿¿1824¿¿¿¿{"start":{"line":98,"column":15},"end":{"line":98,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿MemberExpression
1549¿Identifier¿¿1824¿part¿¿¿{"start":{"line":98,"column":15},"end":{"line":98,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1550¿Identifier¿¿1824¿replace¿¿¿{"start":{"line":98,"column":20},"end":{"line":98,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1551¿Identifier¿¿1824¿CLEAN_QUOTES_REGEX¿¿¿{"start":{"line":98,"column":28},"end":{"line":98,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1552¿Literal¿string¿1824¿¿'$2'¿¿{"start":{"line":98,"column":48},"end":{"line":98,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Literal
1553¿ReturnStatement¿¿1824¿¿¿¿{"start":{"line":98,"column":8},"end":{"line":98,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿ReturnStatement
1554¿Identifier¿¿1824¿v158¿¿¿¿¿Identifier
1555¿BlockStatement¿¿1824¿¿¿¿{"start":{"line":97,"column":37},"end":{"line":99,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿BlockStatement
1556¿VariableDeclarator¿¿1822¿v160¿¿¿{"start":{"line":97,"column":6},"end":{"line":99,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1557¿CallExpression¿¿1822¿¿¿¿{"start":{"line":97,"column":6},"end":{"line":99,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿CallExpression
1558¿MemberExpression¿¿1822¿¿¿¿{"start":{"line":97,"column":6},"end":{"line":97,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿MemberExpression
1559¿Identifier¿¿1822¿v157¿¿¿¿¿Identifier
1560¿Identifier¿¿1822¿map¿¿¿{"start":{"line":97,"column":18},"end":{"line":97,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1561¿Identifier¿¿1822¿v159¿¿¿¿¿Identifier
1562¿VariableDeclarator¿¿1822¿v161¿¿¿{"start":{"line":95,"column":4},"end":{"line":100,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1563¿CallExpression¿¿1822¿¿¿¿{"start":{"line":95,"column":4},"end":{"line":100,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿CallExpression
1564¿MemberExpression¿¿1822¿¿¿¿{"start":{"line":95,"column":4},"end":{"line":95,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿MemberExpression
1565¿Identifier¿¿1822¿pathCache¿¿¿{"start":{"line":95,"column":4},"end":{"line":95,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1566¿Identifier¿¿1822¿set¿¿¿{"start":{"line":95,"column":14},"end":{"line":95,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1567¿Identifier¿¿1822¿path¿¿¿{"start":{"line":96,"column":6},"end":{"line":96,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1568¿Identifier¿¿1822¿v160¿¿¿¿¿Identifier
1569¿VariableDeclarator¿¿1822¿v162¿¿¿{"start":{"line":94,"column":4},"end":{"line":100,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1570¿LogicalExpression¿||¿1822¿¿¿¿{"start":{"line":94,"column":4},"end":{"line":100,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿LogicalExpression
1571¿Identifier¿¿1822¿v156¿¿¿¿¿Identifier
1572¿Identifier¿¿1822¿v161¿¿¿¿¿Identifier
1573¿ReturnStatement¿¿1822¿¿¿¿{"start":{"line":93,"column":2},"end":{"line":101,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿ReturnStatement
1574¿Identifier¿¿1822¿v162¿¿¿¿¿Identifier
1575¿BlockStatement¿¿1822¿¿¿¿{"start":{"line":92,"column":29},"end":{"line":102,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿BlockStatement
1576¿VariableDeclarator¿exported¿1791¿split¿¿¿{"start":{"line":104,"column":0},"end":{"line":106,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1577¿FunctionExpression¿¿1791¿anon¿¿¿{"start":{"line":104,"column":0},"end":{"line":106,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿FunctionExpression
1578¿Identifier¿¿0¿path¿¿¿{"start":{"line":104,"column":15},"end":{"line":104,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1579¿VariableDeclarator¿¿1826¿v163¿¿¿{"start":{"line":105,"column":9},"end":{"line":105,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1580¿CallExpression¿¿1826¿¿¿¿{"start":{"line":105,"column":9},"end":{"line":105,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿CallExpression
1581¿MemberExpression¿¿1826¿¿¿¿{"start":{"line":105,"column":9},"end":{"line":105,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿MemberExpression
1582¿Identifier¿¿1826¿path¿¿¿{"start":{"line":105,"column":9},"end":{"line":105,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1583¿Identifier¿¿1826¿match¿¿¿{"start":{"line":105,"column":14},"end":{"line":105,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1584¿Identifier¿¿1826¿SPLIT_REGEX¿¿¿{"start":{"line":105,"column":20},"end":{"line":105,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1585¿ReturnStatement¿¿1826¿¿¿¿{"start":{"line":105,"column":2},"end":{"line":105,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿ReturnStatement
1586¿Identifier¿¿1826¿v163¿¿¿¿¿Identifier
1587¿BlockStatement¿¿1826¿¿¿¿{"start":{"line":104,"column":21},"end":{"line":106,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿BlockStatement
1588¿VariableDeclarator¿¿1791¿forEach¿¿¿{"start":{"line":108,"column":0},"end":{"line":129,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1589¿FunctionExpression¿¿1791¿anon¿¿¿{"start":{"line":108,"column":0},"end":{"line":129,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿FunctionExpression
1590¿Identifier¿¿0¿parts¿¿¿{"start":{"line":108,"column":17},"end":{"line":108,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1591¿Identifier¿¿0¿iter¿¿¿{"start":{"line":108,"column":24},"end":{"line":108,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1592¿Identifier¿¿0¿thisArg¿¿¿{"start":{"line":108,"column":30},"end":{"line":108,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1593¿VariableDeclarator¿¿1828¿len¿¿¿{"start":{"line":109,"column":6},"end":{"line":109,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1594¿MemberExpression¿¿1828¿¿¿¿{"start":{"line":109,"column":12},"end":{"line":109,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿MemberExpression
1595¿Identifier¿¿1828¿parts¿¿¿{"start":{"line":109,"column":12},"end":{"line":109,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1596¿Identifier¿¿1828¿length¿¿¿{"start":{"line":109,"column":18},"end":{"line":109,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1597¿VariableDeclarator¿¿1828¿part¿¿¿{"start":{"line":110,"column":4},"end":{"line":110,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1598¿VariableDeclarator¿¿1828¿idx¿¿¿{"start":{"line":111,"column":4},"end":{"line":111,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1599¿VariableDeclarator¿¿1828¿isArray¿¿¿{"start":{"line":112,"column":4},"end":{"line":112,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1600¿VariableDeclarator¿¿1828¿isBracket¿¿¿{"start":{"line":113,"column":4},"end":{"line":113,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1601¿AssignmentExpression¿=¿1828¿¿¿¿{"start":{"line":115,"column":7},"end":{"line":115,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿AssignmentExpression
1602¿Identifier¿¿1828¿idx¿¿¿{"start":{"line":115,"column":7},"end":{"line":115,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1603¿Literal¿number¿1828¿¿0¿¿{"start":{"line":115,"column":13},"end":{"line":115,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Literal
1604¿VariableDeclarator¿¿1828¿v164¿¿¿{"start":{"line":115,"column":16},"end":{"line":115,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1605¿BinaryExpression¿<¿1828¿¿¿¿{"start":{"line":115,"column":16},"end":{"line":115,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿BinaryExpression
1606¿Identifier¿¿1828¿idx¿¿¿{"start":{"line":115,"column":16},"end":{"line":115,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1607¿Identifier¿¿1828¿len¿¿¿{"start":{"line":115,"column":22},"end":{"line":115,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1608¿WhileStatement¿¿1828¿¿¿¿{"start":{"line":115,"column":2},"end":{"line":128,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿WhileStatement
1609¿Identifier¿¿1828¿v164¿¿¿¿¿Identifier
1610¿ExpressionStatement¿¿1828¿¿¿¿{"start":{"line":116,"column":4},"end":{"line":116,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿ExpressionStatement
1611¿AssignmentExpression¿=¿1828¿¿¿¿{"start":{"line":116,"column":4},"end":{"line":116,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿AssignmentExpression
1612¿Identifier¿¿1828¿part¿¿¿{"start":{"line":116,"column":4},"end":{"line":116,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
