Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2614¿Program¿¿-1¿¿¿¿{"start":{"line":10,"column":0},"end":{"line":583,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Program
4157¿BinaryExpression¿+¿4677¿¿¿¿{"start":{"line":501,"column":17},"end":{"line":501,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BinaryExpression
4158¿Literal¿string¿4677¿¿'; IniReader'¿¿{"start":{"line":501,"column":17},"end":{"line":501,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Literal
4159¿Identifier¿¿4677¿le¿¿¿{"start":{"line":501,"column":33},"end":{"line":501,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
4160¿VariableDeclarator¿¿4677¿v406¿¿¿{"start":{"line":501,"column":17},"end":{"line":501,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
4161¿BinaryExpression¿+¿4677¿¿¿¿{"start":{"line":501,"column":17},"end":{"line":501,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BinaryExpression
4162¿Identifier¿¿4677¿v405¿¿¿¿¿Identifier
4163¿Literal¿string¿4677¿¿'; '¿¿{"start":{"line":501,"column":38},"end":{"line":501,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Literal
4164¿VariableDeclarator¿¿4677¿v407¿¿¿{"start":{"line":501,"column":45},"end":{"line":501,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
4165¿CallExpression¿¿4677¿¿¿¿{"start":{"line":501,"column":45},"end":{"line":501,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿CallExpression
4166¿MemberExpression¿¿4677¿¿¿¿{"start":{"line":501,"column":45},"end":{"line":501,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
4167¿Identifier¿¿4677¿now¿¿¿{"start":{"line":501,"column":45},"end":{"line":501,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
4168¿Identifier¿¿4677¿getFullYear¿¿¿{"start":{"line":501,"column":49},"end":{"line":501,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
4169¿VariableDeclarator¿¿4677¿v408¿¿¿{"start":{"line":501,"column":17},"end":{"line":501,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
4170¿BinaryExpression¿+¿4677¿¿¿¿{"start":{"line":501,"column":17},"end":{"line":501,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BinaryExpression
4171¿Identifier¿¿4677¿v406¿¿¿¿¿Identifier
4172¿Identifier¿¿4677¿v407¿¿¿¿¿Identifier
4173¿VariableDeclarator¿¿4677¿v409¿¿¿{"start":{"line":501,"column":17},"end":{"line":501,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
4174¿BinaryExpression¿+¿4677¿¿¿¿{"start":{"line":501,"column":17},"end":{"line":501,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BinaryExpression
4175¿Identifier¿¿4677¿v408¿¿¿¿¿Identifier
4176¿Literal¿string¿4677¿¿'-'¿¿{"start":{"line":501,"column":65},"end":{"line":501,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Literal
4177¿VariableDeclarator¿¿4677¿v410¿¿¿{"start":{"line":502,"column":13},"end":{"line":502,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
4178¿CallExpression¿¿4677¿¿¿¿{"start":{"line":502,"column":13},"end":{"line":502,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿CallExpression
4179¿MemberExpression¿¿4677¿¿¿¿{"start":{"line":502,"column":13},"end":{"line":502,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
4180¿Identifier¿¿4677¿now¿¿¿{"start":{"line":502,"column":13},"end":{"line":502,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
4181¿Identifier¿¿4677¿getMonth¿¿¿{"start":{"line":502,"column":17},"end":{"line":502,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
4182¿VariableDeclarator¿¿4677¿v411¿¿¿{"start":{"line":502,"column":13},"end":{"line":502,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
4183¿BinaryExpression¿+¿4677¿¿¿¿{"start":{"line":502,"column":13},"end":{"line":502,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BinaryExpression
4184¿Identifier¿¿4677¿v410¿¿¿¿¿Identifier
4185¿Literal¿number¿4677¿¿1¿¿{"start":{"line":502,"column":30},"end":{"line":502,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Literal
4186¿VariableDeclarator¿¿4677¿v412¿¿¿{"start":{"line":501,"column":17},"end":{"line":502,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
4187¿BinaryExpression¿+¿4677¿¿¿¿{"start":{"line":501,"column":17},"end":{"line":502,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BinaryExpression
4188¿Identifier¿¿4677¿v409¿¿¿¿¿Identifier
4189¿Identifier¿¿4677¿v411¿¿¿¿¿Identifier
4190¿VariableDeclarator¿¿4677¿v413¿¿¿{"start":{"line":501,"column":17},"end":{"line":502,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
4191¿BinaryExpression¿+¿4677¿¿¿¿{"start":{"line":501,"column":17},"end":{"line":502,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BinaryExpression
4192¿Identifier¿¿4677¿v412¿¿¿¿¿Identifier
4193¿Literal¿string¿4677¿¿'-'¿¿{"start":{"line":502,"column":35},"end":{"line":502,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Literal
4194¿VariableDeclarator¿¿4677¿v414¿¿¿{"start":{"line":502,"column":41},"end":{"line":502,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
4195¿CallExpression¿¿4677¿¿¿¿{"start":{"line":502,"column":41},"end":{"line":502,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿CallExpression
4196¿MemberExpression¿¿4677¿¿¿¿{"start":{"line":502,"column":41},"end":{"line":502,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
4197¿Identifier¿¿4677¿now¿¿¿{"start":{"line":502,"column":41},"end":{"line":502,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
4198¿Identifier¿¿4677¿getDate¿¿¿{"start":{"line":502,"column":45},"end":{"line":502,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
4199¿VariableDeclarator¿¿4677¿v415¿¿¿{"start":{"line":501,"column":17},"end":{"line":502,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
4200¿BinaryExpression¿+¿4677¿¿¿¿{"start":{"line":501,"column":17},"end":{"line":502,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BinaryExpression
4201¿Identifier¿¿4677¿v413¿¿¿¿¿Identifier
4202¿Identifier¿¿4677¿v414¿¿¿¿¿Identifier
4203¿VariableDeclarator¿¿4677¿output¿¿¿{"start":{"line":501,"column":8},"end":{"line":502,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
4204¿BinaryExpression¿+¿4677¿¿¿¿{"start":{"line":501,"column":17},"end":{"line":502,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BinaryExpression
4205¿Identifier¿¿4677¿v415¿¿¿¿¿Identifier
4206¿Identifier¿¿4677¿le¿¿¿{"start":{"line":502,"column":57},"end":{"line":502,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
4207¿VariableDeclarator¿¿4677¿fs¿¿¿{"start":{"line":503,"column":8},"end":{"line":503,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
4208¿CallExpression¿¿4677¿¿¿¿{"start":{"line":503,"column":13},"end":{"line":503,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿CallExpression
4209¿Identifier¿¿4677¿require¿¿¿{"start":{"line":503,"column":13},"end":{"line":503,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
4210¿Literal¿string¿4677¿¿'fs'¿¿{"start":{"line":503,"column":21},"end":{"line":503,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Literal
4211¿ExpressionStatement¿¿4677¿¿¿¿{"start":{"line":505,"column":4},"end":{"line":505,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ExpressionStatement
4212¿AssignmentExpression¿+=¿4677¿¿¿¿{"start":{"line":505,"column":4},"end":{"line":505,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿AssignmentExpression
4213¿Identifier¿¿4677¿output¿¿¿{"start":{"line":505,"column":4},"end":{"line":505,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
4214¿CallExpression¿¿4677¿¿¿¿{"start":{"line":505,"column":14},"end":{"line":505,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿CallExpression
4215¿MemberExpression¿¿4677¿¿¿¿{"start":{"line":505,"column":14},"end":{"line":505,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
4216¿ThisExpression¿¿4677¿¿¿¿{"start":{"line":505,"column":14},"end":{"line":505,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ThisExpression
4217¿Identifier¿¿4677¿serialize¿¿¿{"start":{"line":505,"column":19},"end":{"line":505,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
4218¿Identifier¿¿4677¿le¿¿¿{"start":{"line":505,"column":29},"end":{"line":505,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
4219¿VariableDeclarator¿¿4677¿v416¿¿¿{"start":{"line":507,"column":8},"end":{"line":507,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
4220¿MemberExpression¿¿4677¿¿¿¿{"start":{"line":507,"column":8},"end":{"line":507,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
4221¿ThisExpression¿¿4677¿¿¿¿{"start":{"line":507,"column":8},"end":{"line":507,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ThisExpression
4222¿Identifier¿¿4677¿async¿¿¿{"start":{"line":507,"column":13},"end":{"line":507,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
4223¿IfStatement¿¿4677¿¿¿¿{"start":{"line":507,"column":4},"end":{"line":518,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿IfStatement
4224¿Identifier¿¿4677¿v416¿¿¿¿¿Identifier
4225¿VariableDeclarator¿¿4677¿v419¿¿¿{"start":{"line":508,"column":35},"end":{"line":514,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
4226¿FunctionExpression¿¿4677¿writeFile¿¿¿{"start":{"line":508,"column":35},"end":{"line":514,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿FunctionExpression
4227¿Identifier¿¿0¿err¿¿¿{"start":{"line":508,"column":54},"end":{"line":508,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
4228¿IfStatement¿¿4680¿¿¿¿{"start":{"line":509,"column":12},"end":{"line":512,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿IfStatement
4229¿Identifier¿¿4680¿err¿¿¿{"start":{"line":509,"column":16},"end":{"line":509,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
4230¿VariableDeclarator¿¿4680¿v417¿¿¿{"start":{"line":510,"column":16},"end":{"line":510,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
4231¿CallExpression¿¿4680¿¿¿¿{"start":{"line":510,"column":16},"end":{"line":510,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿CallExpression
4232¿MemberExpression¿¿4680¿¿¿¿{"start":{"line":510,"column":16},"end":{"line":510,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
4233¿ThisExpression¿¿4680¿¿¿¿{"start":{"line":510,"column":16},"end":{"line":510,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ThisExpression
4234¿Identifier¿¿4680¿emit¿¿¿{"start":{"line":510,"column":21},"end":{"line":510,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
4235¿Literal¿string¿4680¿¿'error'¿¿{"start":{"line":510,"column":26},"end":{"line":510,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Literal
4236¿Identifier¿¿4680¿err¿¿¿{"start":{"line":510,"column":35},"end":{"line":510,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
4237¿ExpressionStatement¿¿4680¿¿¿¿{"start":{"line":510,"column":16},"end":{"line":510,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ExpressionStatement
4238¿Identifier¿¿4680¿v417¿¿¿¿¿Identifier
4239¿ReturnStatement¿¿4680¿¿¿¿{"start":{"line":511,"column":16},"end":{"line":511,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ReturnStatement
4240¿BlockStatement¿¿4680¿¿¿¿{"start":{"line":509,"column":21},"end":{"line":512,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BlockStatement
4241¿VariableDeclarator¿¿4680¿v418¿¿¿{"start":{"line":513,"column":12},"end":{"line":513,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
4242¿CallExpression¿¿4680¿¿¿¿{"start":{"line":513,"column":12},"end":{"line":513,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿CallExpression
4243¿MemberExpression¿¿4680¿¿¿¿{"start":{"line":513,"column":12},"end":{"line":513,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
4244¿ThisExpression¿¿4680¿¿¿¿{"start":{"line":513,"column":12},"end":{"line":513,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ThisExpression
4245¿Identifier¿¿4680¿emit¿¿¿{"start":{"line":513,"column":17},"end":{"line":513,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
4246¿Literal¿string¿4680¿¿'fileWritten'¿¿{"start":{"line":513,"column":22},"end":{"line":513,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Literal
4247¿Identifier¿¿4680¿file¿¿¿{"start":{"line":513,"column":37},"end":{"line":513,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
4248¿ExpressionStatement¿¿4680¿¿¿¿{"start":{"line":513,"column":12},"end":{"line":513,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ExpressionStatement
4249¿Identifier¿¿4680¿v418¿¿¿¿¿Identifier
4250¿BlockStatement¿¿4680¿¿¿¿{"start":{"line":508,"column":59},"end":{"line":514,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BlockStatement
4251¿VariableDeclarator¿¿4677¿v420¿¿¿{"start":{"line":508,"column":35},"end":{"line":514,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
4252¿CallExpression¿¿4677¿¿¿¿{"start":{"line":508,"column":35},"end":{"line":514,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿CallExpression
4253¿MemberExpression¿¿4677¿¿¿¿{"start":{"line":508,"column":35},"end":{"line":514,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
4254¿Identifier¿¿4677¿v419¿¿¿¿¿Identifier
4255¿Identifier¿¿4677¿bind¿¿¿{"start":{"line":514,"column":10},"end":{"line":514,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
4256¿ThisExpression¿¿4677¿¿¿¿{"start":{"line":514,"column":15},"end":{"line":514,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ThisExpression
4257¿VariableDeclarator¿¿4677¿v421¿¿¿{"start":{"line":508,"column":8},"end":{"line":514,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
4258¿CallExpression¿¿4677¿¿¿¿{"start":{"line":508,"column":8},"end":{"line":514,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿CallExpression
4259¿MemberExpression¿¿4677¿¿¿¿{"start":{"line":508,"column":8},"end":{"line":508,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
4260¿Identifier¿¿4677¿fs¿¿¿{"start":{"line":508,"column":8},"end":{"line":508,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
4261¿Identifier¿¿4677¿writeFile¿¿¿{"start":{"line":508,"column":11},"end":{"line":508,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
4262¿Identifier¿¿4677¿file¿¿¿{"start":{"line":508,"column":21},"end":{"line":508,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
4263¿Identifier¿¿4677¿output¿¿¿{"start":{"line":508,"column":27},"end":{"line":508,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
4264¿Identifier¿¿4677¿v420¿¿¿¿¿Identifier
4265¿ExpressionStatement¿¿4677¿¿¿¿{"start":{"line":508,"column":8},"end":{"line":514,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ExpressionStatement
4266¿Identifier¿¿4677¿v421¿¿¿¿¿Identifier
4267¿BlockStatement¿¿4677¿¿¿¿{"start":{"line":507,"column":20},"end":{"line":515,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BlockStatement
4268¿VariableDeclarator¿¿4677¿v422¿¿¿{"start":{"line":516,"column":8},"end":{"line":516,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
4269¿CallExpression¿¿4677¿¿¿¿{"start":{"line":516,"column":8},"end":{"line":516,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿CallExpression
4270¿MemberExpression¿¿4677¿¿¿¿{"start":{"line":516,"column":8},"end":{"line":516,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
4271¿Identifier¿¿4677¿fs¿¿¿{"start":{"line":516,"column":8},"end":{"line":516,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
4272¿Identifier¿¿4677¿writeFileSync¿¿¿{"start":{"line":516,"column":11},"end":{"line":516,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
4273¿Identifier¿¿4677¿file¿¿¿{"start":{"line":516,"column":25},"end":{"line":516,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
4274¿Identifier¿¿4677¿output¿¿¿{"start":{"line":516,"column":31},"end":{"line":516,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
4275¿ExpressionStatement¿¿4677¿¿¿¿{"start":{"line":516,"column":8},"end":{"line":516,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ExpressionStatement
4276¿Identifier¿¿4677¿v422¿¿¿¿¿Identifier
4277¿VariableDeclarator¿¿4677¿v423¿¿¿{"start":{"line":517,"column":8},"end":{"line":517,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
4278¿CallExpression¿¿4677¿¿¿¿{"start":{"line":517,"column":8},"end":{"line":517,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿CallExpression
4279¿MemberExpression¿¿4677¿¿¿¿{"start":{"line":517,"column":8},"end":{"line":517,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
4280¿ThisExpression¿¿4677¿¿¿¿{"start":{"line":517,"column":8},"end":{"line":517,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ThisExpression
4281¿Identifier¿¿4677¿emit¿¿¿{"start":{"line":517,"column":13},"end":{"line":517,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
4282¿Literal¿string¿4677¿¿'fileWritten'¿¿{"start":{"line":517,"column":18},"end":{"line":517,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Literal
4283¿Identifier¿¿4677¿file¿¿¿{"start":{"line":517,"column":33},"end":{"line":517,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
4284¿ExpressionStatement¿¿4677¿¿¿¿{"start":{"line":517,"column":8},"end":{"line":517,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ExpressionStatement
4285¿Identifier¿¿4677¿v423¿¿¿¿¿Identifier
4286¿BlockStatement¿¿4677¿¿¿¿{"start":{"line":515,"column":11},"end":{"line":518,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BlockStatement
4287¿BlockStatement¿¿4677¿¿¿¿{"start":{"line":491,"column":52},"end":{"line":519,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BlockStatement
4288¿ExpressionStatement¿¿4591¿¿¿¿{"start":{"line":491,"column":0},"end":{"line":519,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ExpressionStatement
4289¿AssignmentExpression¿=¿4591¿¿¿¿{"start":{"line":491,"column":0},"end":{"line":519,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿AssignmentExpression
4290¿MemberExpression¿¿4591¿¿¿¿{"start":{"line":491,"column":0},"end":{"line":491,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
4291¿Identifier¿¿4591¿v403¿¿¿¿¿Identifier
4292¿Identifier¿¿4591¿write¿¿¿{"start":{"line":491,"column":24},"end":{"line":491,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
4293¿Identifier¿¿4591¿v424¿¿¿¿¿Identifier
4294¿VariableDeclarator¿¿4591¿v425¿¿¿{"start":{"line":526,"column":0},"end":{"line":526,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
4295¿MemberExpression¿¿4591¿¿¿¿{"start":{"line":526,"column":0},"end":{"line":526,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
4296¿Identifier¿¿4591¿IniReaderCore¿¿¿{"start":{"line":526,"column":0},"end":{"line":526,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
