Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
4342¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":419,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Program
7132¿Identifier¿¿7683¿task¿¿¿{"start":{"line":358,"column":9},"end":{"line":358,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7133¿BlockStatement¿¿7683¿¿¿¿{"start":{"line":337,"column":55},"end":{"line":359,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿BlockStatement
7134¿ExpressionStatement¿¿7570¿¿¿¿{"start":{"line":337,"column":0},"end":{"line":359,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ExpressionStatement
7135¿AssignmentExpression¿=¿7570¿¿¿¿{"start":{"line":337,"column":0},"end":{"line":359,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿AssignmentExpression
7136¿MemberExpression¿¿7570¿¿¿¿{"start":{"line":337,"column":0},"end":{"line":337,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
7137¿Identifier¿¿7570¿git¿¿¿{"start":{"line":337,"column":0},"end":{"line":337,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7138¿Identifier¿¿7570¿commit¿¿¿{"start":{"line":337,"column":4},"end":{"line":337,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7139¿Identifier¿¿7570¿v852¿¿¿¿¿Identifier
7140¿VariableDeclarator¿¿7570¿v894¿¿¿{"start":{"line":361,"column":0},"end":{"line":396,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
7141¿FunctionExpression¿¿7570¿anon¿¿¿{"start":{"line":361,"column":23},"end":{"line":396,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿FunctionExpression
7142¿Identifier¿¿0¿repoPath¿¿¿{"start":{"line":361,"column":32},"end":{"line":361,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7143¿Identifier¿¿0¿files¿¿¿{"start":{"line":361,"column":42},"end":{"line":361,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7144¿VariableDeclarator¿¿7692¿task¿¿¿{"start":{"line":362,"column":6},"end":{"line":362,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
7145¿NewExpression¿¿7692¿¿¿¿{"start":{"line":362,"column":13},"end":{"line":362,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿NewExpression
7146¿Identifier¿¿7692¿GitTask¿¿¿{"start":{"line":362,"column":17},"end":{"line":362,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7147¿VariableDeclarator¿¿7692¿v893¿¿¿{"start":{"line":364,"column":2},"end":{"line":393,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
7148¿FunctionExpression¿¿7692¿anon¿¿¿{"start":{"line":364,"column":15},"end":{"line":393,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿FunctionExpression
7149¿VariableDeclarator¿¿7694¿toAdd¿¿¿{"start":{"line":365,"column":8},"end":{"line":365,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
7150¿ArrayExpression¿¿7694¿¿¿¿{"start":{"line":365,"column":16},"end":{"line":365,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ArrayExpression
7151¿VariableDeclarator¿¿7694¿toRemove¿¿¿{"start":{"line":365,"column":20},"end":{"line":365,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
7152¿ArrayExpression¿¿7694¿¿¿¿{"start":{"line":365,"column":31},"end":{"line":365,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ArrayExpression
7153¿VariableDeclarator¿¿7694¿v859¿¿¿{"start":{"line":366,"column":21},"end":{"line":372,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
7154¿FunctionExpression¿¿7694¿anon¿¿¿{"start":{"line":366,"column":21},"end":{"line":372,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿FunctionExpression
7155¿Identifier¿¿0¿file¿¿¿{"start":{"line":366,"column":30},"end":{"line":366,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7156¿Identifier¿¿0¿callback¿¿¿{"start":{"line":366,"column":36},"end":{"line":366,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7157¿VariableDeclarator¿¿7696¿v853¿¿¿{"start":{"line":367,"column":16},"end":{"line":367,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
7158¿CallExpression¿¿7696¿¿¿¿{"start":{"line":367,"column":16},"end":{"line":367,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿CallExpression
7159¿MemberExpression¿¿7696¿¿¿¿{"start":{"line":367,"column":16},"end":{"line":367,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
7160¿Identifier¿¿7696¿path¿¿¿{"start":{"line":367,"column":16},"end":{"line":367,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7161¿Identifier¿¿7696¿join¿¿¿{"start":{"line":367,"column":21},"end":{"line":367,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7162¿Identifier¿¿7696¿repoPath¿¿¿{"start":{"line":367,"column":26},"end":{"line":367,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7163¿Identifier¿¿7696¿file¿¿¿{"start":{"line":367,"column":36},"end":{"line":367,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7164¿VariableDeclarator¿¿7696¿v857¿¿¿{"start":{"line":367,"column":43},"end":{"line":371,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
7165¿FunctionExpression¿¿7696¿anon¿¿¿{"start":{"line":367,"column":43},"end":{"line":371,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿FunctionExpression
7166¿Identifier¿¿0¿exists¿¿¿{"start":{"line":367,"column":52},"end":{"line":367,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7167¿IfStatement¿¿7698¿¿¿¿{"start":{"line":368,"column":8},"end":{"line":369,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿IfStatement
7168¿Identifier¿¿7698¿exists¿¿¿{"start":{"line":368,"column":12},"end":{"line":368,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7169¿VariableDeclarator¿¿7698¿v854¿¿¿{"start":{"line":368,"column":20},"end":{"line":368,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
7170¿CallExpression¿¿7698¿¿¿¿{"start":{"line":368,"column":20},"end":{"line":368,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿CallExpression
7171¿MemberExpression¿¿7698¿¿¿¿{"start":{"line":368,"column":20},"end":{"line":368,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
7172¿Identifier¿¿7698¿toAdd¿¿¿{"start":{"line":368,"column":20},"end":{"line":368,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7173¿Identifier¿¿7698¿push¿¿¿{"start":{"line":368,"column":26},"end":{"line":368,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7174¿Identifier¿¿7698¿file¿¿¿{"start":{"line":368,"column":31},"end":{"line":368,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7175¿ExpressionStatement¿¿7698¿¿¿¿{"start":{"line":368,"column":20},"end":{"line":368,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ExpressionStatement
7176¿Identifier¿¿7698¿v854¿¿¿¿¿Identifier
7177¿BlockStatement¿¿7698¿¿¿¿¿¿BlockStatement
7178¿VariableDeclarator¿¿7698¿v855¿¿¿{"start":{"line":369,"column":13},"end":{"line":369,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
7179¿CallExpression¿¿7698¿¿¿¿{"start":{"line":369,"column":13},"end":{"line":369,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿CallExpression
7180¿MemberExpression¿¿7698¿¿¿¿{"start":{"line":369,"column":13},"end":{"line":369,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
7181¿Identifier¿¿7698¿toRemove¿¿¿{"start":{"line":369,"column":13},"end":{"line":369,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7182¿Identifier¿¿7698¿push¿¿¿{"start":{"line":369,"column":22},"end":{"line":369,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7183¿Identifier¿¿7698¿file¿¿¿{"start":{"line":369,"column":27},"end":{"line":369,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7184¿ExpressionStatement¿¿7698¿¿¿¿{"start":{"line":369,"column":13},"end":{"line":369,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ExpressionStatement
7185¿Identifier¿¿7698¿v855¿¿¿¿¿Identifier
7186¿BlockStatement¿¿7698¿¿¿¿¿¿BlockStatement
7187¿VariableDeclarator¿¿7698¿v856¿¿¿{"start":{"line":370,"column":8},"end":{"line":370,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
7188¿CallExpression¿¿7698¿¿¿¿{"start":{"line":370,"column":8},"end":{"line":370,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿CallExpression
7189¿Identifier¿¿7698¿callback¿¿¿{"start":{"line":370,"column":8},"end":{"line":370,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7190¿ExpressionStatement¿¿7698¿¿¿¿{"start":{"line":370,"column":8},"end":{"line":370,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ExpressionStatement
7191¿Identifier¿¿7698¿v856¿¿¿¿¿Identifier
7192¿BlockStatement¿¿7698¿¿¿¿{"start":{"line":367,"column":60},"end":{"line":371,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿BlockStatement
7193¿VariableDeclarator¿¿7696¿v858¿¿¿{"start":{"line":367,"column":6},"end":{"line":371,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
7194¿CallExpression¿¿7696¿¿¿¿{"start":{"line":367,"column":6},"end":{"line":371,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿CallExpression
7195¿MemberExpression¿¿7696¿¿¿¿{"start":{"line":367,"column":6},"end":{"line":367,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
7196¿Identifier¿¿7696¿fs¿¿¿{"start":{"line":367,"column":6},"end":{"line":367,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7197¿Identifier¿¿7696¿exists¿¿¿{"start":{"line":367,"column":9},"end":{"line":367,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7198¿Identifier¿¿7696¿v853¿¿¿¿¿Identifier
7199¿Identifier¿¿7696¿v857¿¿¿¿¿Identifier
7200¿ExpressionStatement¿¿7696¿¿¿¿{"start":{"line":367,"column":6},"end":{"line":371,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ExpressionStatement
7201¿Identifier¿¿7696¿v858¿¿¿¿¿Identifier
7202¿BlockStatement¿¿7696¿¿¿¿{"start":{"line":366,"column":46},"end":{"line":372,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿BlockStatement
7203¿VariableDeclarator¿¿7694¿v890¿¿¿{"start":{"line":372,"column":7},"end":{"line":391,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
7204¿FunctionExpression¿¿7694¿anon¿¿¿{"start":{"line":372,"column":7},"end":{"line":391,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿FunctionExpression
7205¿VariableDeclarator¿¿7701¿v872¿¿¿{"start":{"line":375,"column":8},"end":{"line":380,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
7206¿FunctionExpression¿¿7701¿anon¿¿¿{"start":{"line":375,"column":8},"end":{"line":380,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿FunctionExpression
7207¿Identifier¿¿0¿done¿¿¿{"start":{"line":375,"column":17},"end":{"line":375,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7208¿VariableDeclarator¿¿7703¿v860¿¿¿{"start":{"line":376,"column":14},"end":{"line":376,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
7209¿MemberExpression¿¿7703¿¿¿¿{"start":{"line":376,"column":14},"end":{"line":376,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
7210¿Identifier¿¿7703¿toAdd¿¿¿{"start":{"line":376,"column":14},"end":{"line":376,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7211¿Identifier¿¿7703¿length¿¿¿{"start":{"line":376,"column":20},"end":{"line":376,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7212¿VariableDeclarator¿¿7703¿v861¿¿¿{"start":{"line":376,"column":14},"end":{"line":376,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
7213¿BinaryExpression¿==¿7703¿¿¿¿{"start":{"line":376,"column":14},"end":{"line":376,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿BinaryExpression
7214¿Identifier¿¿7703¿v860¿¿¿¿¿Identifier
7215¿Literal¿number¿7703¿¿0¿¿{"start":{"line":376,"column":30},"end":{"line":376,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Literal
7216¿IfStatement¿¿7703¿¿¿¿{"start":{"line":376,"column":10},"end":{"line":376,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿IfStatement
7217¿Identifier¿¿7703¿v861¿¿¿¿¿Identifier
7218¿VariableDeclarator¿¿7703¿v862¿¿¿{"start":{"line":376,"column":40},"end":{"line":376,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
7219¿CallExpression¿¿7703¿¿¿¿{"start":{"line":376,"column":40},"end":{"line":376,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿CallExpression
7220¿Identifier¿¿7703¿done¿¿¿{"start":{"line":376,"column":40},"end":{"line":376,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7221¿ReturnStatement¿¿7703¿¿¿¿{"start":{"line":376,"column":33},"end":{"line":376,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ReturnStatement
7222¿Identifier¿¿7703¿v862¿¿¿¿¿Identifier
7223¿BlockStatement¿¿7703¿¿¿¿¿¿BlockStatement
7224¿VariableDeclarator¿¿7703¿v865¿¿¿{"start":{"line":377,"column":33},"end":{"line":377,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
7225¿FunctionExpression¿¿7703¿anon¿¿¿{"start":{"line":377,"column":33},"end":{"line":377,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿FunctionExpression
7226¿Identifier¿¿0¿file¿¿¿{"start":{"line":377,"column":42},"end":{"line":377,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7227¿VariableDeclarator¿¿7706¿v863¿¿¿{"start":{"line":377,"column":57},"end":{"line":377,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
7228¿BinaryExpression¿+¿7706¿¿¿¿{"start":{"line":377,"column":57},"end":{"line":377,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿BinaryExpression
7229¿Literal¿string¿7706¿¿'''¿¿{"start":{"line":377,"column":57},"end":{"line":377,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Literal
7230¿Identifier¿¿7706¿file¿¿¿{"start":{"line":377,"column":63},"end":{"line":377,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7231¿VariableDeclarator¿¿7706¿v864¿¿¿{"start":{"line":377,"column":57},"end":{"line":377,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
7232¿BinaryExpression¿+¿7706¿¿¿¿{"start":{"line":377,"column":57},"end":{"line":377,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿BinaryExpression
7233¿Identifier¿¿7706¿v863¿¿¿¿¿Identifier
7234¿Literal¿string¿7706¿¿'''¿¿{"start":{"line":377,"column":70},"end":{"line":377,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Literal
7235¿ReturnStatement¿¿7706¿¿¿¿{"start":{"line":377,"column":50},"end":{"line":377,"column":74},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ReturnStatement
7236¿Identifier¿¿7706¿v864¿¿¿¿¿Identifier
7237¿BlockStatement¿¿7706¿¿¿¿{"start":{"line":377,"column":48},"end":{"line":377,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿BlockStatement
7238¿VariableDeclarator¿¿7703¿v866¿¿¿{"start":{"line":377,"column":23},"end":{"line":377,"column":77},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
7239¿CallExpression¿¿7703¿¿¿¿{"start":{"line":377,"column":23},"end":{"line":377,"column":77},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿CallExpression
7240¿MemberExpression¿¿7703¿¿¿¿{"start":{"line":377,"column":23},"end":{"line":377,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
7241¿Identifier¿¿7703¿toAdd¿¿¿{"start":{"line":377,"column":23},"end":{"line":377,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7242¿Identifier¿¿7703¿map¿¿¿{"start":{"line":377,"column":29},"end":{"line":377,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7243¿Identifier¿¿7703¿v865¿¿¿¿¿Identifier
7244¿VariableDeclarator¿¿7703¿v867¿¿¿{"start":{"line":377,"column":23},"end":{"line":377,"column":87},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
7245¿CallExpression¿¿7703¿¿¿¿{"start":{"line":377,"column":23},"end":{"line":377,"column":87},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿CallExpression
7246¿MemberExpression¿¿7703¿¿¿¿{"start":{"line":377,"column":23},"end":{"line":377,"column":82},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
7247¿Identifier¿¿7703¿v866¿¿¿¿¿Identifier
7248¿Identifier¿¿7703¿join¿¿¿{"start":{"line":377,"column":78},"end":{"line":377,"column":82},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7249¿Literal¿string¿7703¿¿' '¿¿{"start":{"line":377,"column":83},"end":{"line":377,"column":86},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Literal
7250¿VariableDeclarator¿¿7703¿v868¿¿¿{"start":{"line":377,"column":14},"end":{"line":377,"column":87},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
7251¿BinaryExpression¿+¿7703¿¿¿¿{"start":{"line":377,"column":14},"end":{"line":377,"column":87},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿BinaryExpression
7252¿Literal¿string¿7703¿¿'add '¿¿{"start":{"line":377,"column":14},"end":{"line":377,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Literal
7253¿Identifier¿¿7703¿v867¿¿¿¿¿Identifier
7254¿VariableDeclarator¿¿7703¿v869¿¿¿{"start":{"line":377,"column":10},"end":{"line":377,"column":98},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
7255¿CallExpression¿¿7703¿¿¿¿{"start":{"line":377,"column":10},"end":{"line":377,"column":98},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿CallExpression
7256¿Identifier¿¿7703¿git¿¿¿{"start":{"line":377,"column":10},"end":{"line":377,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7257¿Identifier¿¿7703¿v868¿¿¿¿¿Identifier
7258¿Identifier¿¿7703¿repoPath¿¿¿{"start":{"line":377,"column":89},"end":{"line":377,"column":97},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7259¿VariableDeclarator¿¿7703¿v870¿¿¿{"start":{"line":377,"column":10},"end":{"line":378,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
7260¿CallExpression¿¿7703¿¿¿¿{"start":{"line":377,"column":10},"end":{"line":378,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿CallExpression
7261¿MemberExpression¿¿7703¿¿¿¿{"start":{"line":377,"column":10},"end":{"line":378,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
7262¿Identifier¿¿7703¿v869¿¿¿¿¿Identifier
7263¿Identifier¿¿7703¿always¿¿¿{"start":{"line":378,"column":13},"end":{"line":378,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7264¿Identifier¿¿7703¿done¿¿¿{"start":{"line":378,"column":20},"end":{"line":378,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7265¿VariableDeclarator¿¿7703¿v871¿¿¿{"start":{"line":377,"column":10},"end":{"line":379,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
7266¿CallExpression¿¿7703¿¿¿¿{"start":{"line":377,"column":10},"end":{"line":379,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿CallExpression
7267¿MemberExpression¿¿7703¿¿¿¿{"start":{"line":377,"column":10},"end":{"line":379,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
7268¿Identifier¿¿7703¿v870¿¿¿¿¿Identifier
7269¿Identifier¿¿7703¿start¿¿¿{"start":{"line":379,"column":13},"end":{"line":379,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7270¿ExpressionStatement¿¿7703¿¿¿¿{"start":{"line":377,"column":10},"end":{"line":379,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ExpressionStatement
7271¿Identifier¿¿7703¿v871¿¿¿¿¿Identifier
7272¿BlockStatement¿¿7703¿¿¿¿{"start":{"line":375,"column":23},"end":{"line":380,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿BlockStatement
7273¿VariableDeclarator¿¿7701¿v885¿¿¿{"start":{"line":381,"column":8},"end":{"line":386,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
7274¿FunctionExpression¿¿7701¿anon¿¿¿{"start":{"line":381,"column":8},"end":{"line":386,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿FunctionExpression
7275¿Identifier¿¿0¿done¿¿¿{"start":{"line":381,"column":17},"end":{"line":381,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7276¿VariableDeclarator¿¿7708¿v873¿¿¿{"start":{"line":382,"column":14},"end":{"line":382,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
7277¿MemberExpression¿¿7708¿¿¿¿{"start":{"line":382,"column":14},"end":{"line":382,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
7278¿Identifier¿¿7708¿toRemove¿¿¿{"start":{"line":382,"column":14},"end":{"line":382,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7279¿Identifier¿¿7708¿length¿¿¿{"start":{"line":382,"column":23},"end":{"line":382,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
7280¿VariableDeclarator¿¿7708¿v874¿¿¿{"start":{"line":382,"column":14},"end":{"line":382,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
7281¿BinaryExpression¿==¿7708¿¿¿¿{"start":{"line":382,"column":14},"end":{"line":382,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿BinaryExpression
7282¿Identifier¿¿7708¿v873¿¿¿¿¿Identifier
7283¿Literal¿number¿7708¿¿0¿¿{"start":{"line":382,"column":33},"end":{"line":382,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Literal
7284¿IfStatement¿¿7708¿¿¿¿{"start":{"line":382,"column":10},"end":{"line":382,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿IfStatement
7285¿Identifier¿¿7708¿v874¿¿¿¿¿Identifier
7286¿VariableDeclarator¿¿7708¿v875¿¿¿{"start":{"line":382,"column":43},"end":{"line":382,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
