Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1117¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":121,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Program
1574¿MemberExpression¿¿1935¿¿¿¿{"start":{"line":79,"column":6},"end":{"line":79,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1575¿Identifier¿¿1935¿a¿¿¿{"start":{"line":79,"column":6},"end":{"line":79,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1576¿Identifier¿¿1935¿hasOwnProperty¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1577¿Identifier¿¿1935¿p¿¿¿{"start":{"line":79,"column":23},"end":{"line":79,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1578¿IfStatement¿¿1935¿¿¿¿{"start":{"line":79,"column":3},"end":{"line":91,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿IfStatement
1579¿Identifier¿¿1935¿v149¿¿¿¿¿Identifier
1580¿ExpressionStatement¿¿1935¿¿¿¿{"start":{"line":80,"column":4},"end":{"line":80,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ExpressionStatement
1581¿AssignmentExpression¿=¿1935¿¿¿¿{"start":{"line":80,"column":4},"end":{"line":80,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿AssignmentExpression
1582¿Identifier¿¿1935¿ap¿¿¿{"start":{"line":80,"column":4},"end":{"line":80,"column":6},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1583¿MemberExpression¿computed¿1935¿¿¿¿{"start":{"line":80,"column":9},"end":{"line":80,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1584¿Identifier¿¿1935¿a¿¿¿{"start":{"line":80,"column":9},"end":{"line":80,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1585¿Identifier¿¿1935¿p¿¿¿{"start":{"line":80,"column":11},"end":{"line":80,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1586¿ExpressionStatement¿¿1935¿¿¿¿{"start":{"line":81,"column":4},"end":{"line":81,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ExpressionStatement
1587¿AssignmentExpression¿=¿1935¿¿¿¿{"start":{"line":81,"column":4},"end":{"line":81,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿AssignmentExpression
1588¿Identifier¿¿1935¿bp¿¿¿{"start":{"line":81,"column":4},"end":{"line":81,"column":6},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1589¿MemberExpression¿computed¿1935¿¿¿¿{"start":{"line":81,"column":9},"end":{"line":81,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1590¿Identifier¿¿1935¿b¿¿¿{"start":{"line":81,"column":9},"end":{"line":81,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1591¿Identifier¿¿1935¿p¿¿¿{"start":{"line":81,"column":11},"end":{"line":81,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1592¿ExpressionStatement¿¿1935¿¿¿¿{"start":{"line":82,"column":4},"end":{"line":82,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ExpressionStatement
1593¿AssignmentExpression¿=¿1935¿¿¿¿{"start":{"line":82,"column":4},"end":{"line":82,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿AssignmentExpression
1594¿Identifier¿¿1935¿ta¿¿¿{"start":{"line":82,"column":4},"end":{"line":82,"column":6},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1595¿CallExpression¿¿1935¿¿¿¿{"start":{"line":82,"column":9},"end":{"line":82,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1596¿Identifier¿¿1935¿typeOf¿¿¿{"start":{"line":82,"column":9},"end":{"line":82,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1597¿Identifier¿¿1935¿ap¿¿¿{"start":{"line":82,"column":16},"end":{"line":82,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1598¿ExpressionStatement¿¿1935¿¿¿¿{"start":{"line":83,"column":4},"end":{"line":83,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ExpressionStatement
1599¿AssignmentExpression¿=¿1935¿¿¿¿{"start":{"line":83,"column":4},"end":{"line":83,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿AssignmentExpression
1600¿Identifier¿¿1935¿tb¿¿¿{"start":{"line":83,"column":4},"end":{"line":83,"column":6},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1601¿CallExpression¿¿1935¿¿¿¿{"start":{"line":83,"column":9},"end":{"line":83,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1602¿Identifier¿¿1935¿typeOf¿¿¿{"start":{"line":83,"column":9},"end":{"line":83,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1603¿Identifier¿¿1935¿bp¿¿¿{"start":{"line":83,"column":16},"end":{"line":83,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1604¿VariableDeclarator¿¿1935¿v150¿¿¿{"start":{"line":84,"column":7},"end":{"line":84,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1605¿BinaryExpression¿===¿1935¿¿¿¿{"start":{"line":84,"column":7},"end":{"line":84,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿BinaryExpression
1606¿Identifier¿¿1935¿tb¿¿¿{"start":{"line":84,"column":7},"end":{"line":84,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1607¿Literal¿string¿1935¿¿'object'¿¿{"start":{"line":84,"column":14},"end":{"line":84,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Literal
1608¿VariableDeclarator¿¿1935¿v151¿¿¿{"start":{"line":84,"column":26},"end":{"line":84,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1609¿BinaryExpression¿===¿1935¿¿¿¿{"start":{"line":84,"column":26},"end":{"line":84,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿BinaryExpression
1610¿Identifier¿¿1935¿ta¿¿¿{"start":{"line":84,"column":26},"end":{"line":84,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1611¿Literal¿string¿1935¿¿'object'¿¿{"start":{"line":84,"column":33},"end":{"line":84,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Literal
1612¿VariableDeclarator¿¿1935¿v152¿¿¿{"start":{"line":84,"column":7},"end":{"line":84,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1613¿LogicalExpression¿&&¿1935¿¿¿¿{"start":{"line":84,"column":7},"end":{"line":84,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿LogicalExpression
1614¿Identifier¿¿1935¿v150¿¿¿¿¿Identifier
1615¿Identifier¿¿1935¿v151¿¿¿¿¿Identifier
1616¿IfStatement¿¿1935¿¿¿¿{"start":{"line":84,"column":4},"end":{"line":90,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿IfStatement
1617¿Identifier¿¿1935¿v152¿¿¿¿¿Identifier
1618¿VariableDeclarator¿¿1935¿v153¿¿¿{"start":{"line":85,"column":5},"end":{"line":85,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1619¿CallExpression¿¿1935¿¿¿¿{"start":{"line":85,"column":5},"end":{"line":85,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1620¿Identifier¿¿1935¿deepUpdate¿¿¿{"start":{"line":85,"column":5},"end":{"line":85,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1621¿Identifier¿¿1935¿ap¿¿¿{"start":{"line":85,"column":16},"end":{"line":85,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1622¿Identifier¿¿1935¿bp¿¿¿{"start":{"line":85,"column":20},"end":{"line":85,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1623¿ExpressionStatement¿¿1935¿¿¿¿{"start":{"line":85,"column":5},"end":{"line":85,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ExpressionStatement
1624¿Identifier¿¿1935¿v153¿¿¿¿¿Identifier
1625¿BlockStatement¿¿1935¿¿¿¿¿¿BlockStatement
1626¿VariableDeclarator¿¿1935¿v154¿¿¿{"start":{"line":86,"column":12},"end":{"line":86,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1627¿BinaryExpression¿===¿1935¿¿¿¿{"start":{"line":86,"column":12},"end":{"line":86,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿BinaryExpression
1628¿Identifier¿¿1935¿tb¿¿¿{"start":{"line":86,"column":12},"end":{"line":86,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1629¿Literal¿string¿1935¿¿'array'¿¿{"start":{"line":86,"column":19},"end":{"line":86,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Literal
1630¿VariableDeclarator¿¿1935¿v155¿¿¿{"start":{"line":86,"column":30},"end":{"line":86,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1631¿BinaryExpression¿===¿1935¿¿¿¿{"start":{"line":86,"column":30},"end":{"line":86,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿BinaryExpression
1632¿Identifier¿¿1935¿ta¿¿¿{"start":{"line":86,"column":30},"end":{"line":86,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1633¿Literal¿string¿1935¿¿'array'¿¿{"start":{"line":86,"column":37},"end":{"line":86,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Literal
1634¿VariableDeclarator¿¿1935¿v156¿¿¿{"start":{"line":86,"column":12},"end":{"line":86,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1635¿LogicalExpression¿&&¿1935¿¿¿¿{"start":{"line":86,"column":12},"end":{"line":86,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿LogicalExpression
1636¿Identifier¿¿1935¿v154¿¿¿¿¿Identifier
1637¿Identifier¿¿1935¿v155¿¿¿¿¿Identifier
1638¿IfStatement¿¿1935¿¿¿¿{"start":{"line":86,"column":9},"end":{"line":90,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿IfStatement
1639¿Identifier¿¿1935¿v156¿¿¿¿¿Identifier
1640¿ExpressionStatement¿¿1935¿¿¿¿{"start":{"line":87,"column":5},"end":{"line":87,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ExpressionStatement
1641¿AssignmentExpression¿=¿1935¿¿¿¿{"start":{"line":87,"column":5},"end":{"line":87,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿AssignmentExpression
1642¿MemberExpression¿¿1935¿¿¿¿{"start":{"line":87,"column":5},"end":{"line":87,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1643¿Identifier¿¿1935¿ap¿¿¿{"start":{"line":87,"column":5},"end":{"line":87,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1644¿Identifier¿¿1935¿length¿¿¿{"start":{"line":87,"column":8},"end":{"line":87,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1645¿Literal¿number¿1935¿¿0¿¿{"start":{"line":87,"column":17},"end":{"line":87,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Literal
1646¿VariableDeclarator¿¿1935¿v157¿¿¿{"start":{"line":88,"column":5},"end":{"line":88,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1647¿MemberExpression¿¿1935¿¿¿¿{"start":{"line":88,"column":5},"end":{"line":88,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1648¿Identifier¿¿1935¿ap¿¿¿{"start":{"line":88,"column":5},"end":{"line":88,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1649¿Identifier¿¿1935¿push¿¿¿{"start":{"line":88,"column":8},"end":{"line":88,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1650¿VariableDeclarator¿¿1935¿v159¿¿¿{"start":{"line":88,"column":30},"end":{"line":88,"column":66},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1651¿FunctionExpression¿¿1935¿anon¿¿¿{"start":{"line":88,"column":30},"end":{"line":88,"column":66},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿FunctionExpression
1652¿Identifier¿¿0¿v¿¿¿{"start":{"line":88,"column":39},"end":{"line":88,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1653¿VariableDeclarator¿¿1937¿v158¿¿¿{"start":{"line":88,"column":51},"end":{"line":88,"column":63},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1654¿CallExpression¿¿1937¿¿¿¿{"start":{"line":88,"column":51},"end":{"line":88,"column":63},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1655¿Identifier¿¿1937¿deepClone¿¿¿{"start":{"line":88,"column":51},"end":{"line":88,"column":60},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1656¿Identifier¿¿1937¿v¿¿¿{"start":{"line":88,"column":61},"end":{"line":88,"column":62},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1657¿ReturnStatement¿¿1937¿¿¿¿{"start":{"line":88,"column":44},"end":{"line":88,"column":64},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ReturnStatement
1658¿Identifier¿¿1937¿v158¿¿¿¿¿Identifier
1659¿BlockStatement¿¿1937¿¿¿¿{"start":{"line":88,"column":42},"end":{"line":88,"column":66},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿BlockStatement
1660¿VariableDeclarator¿¿1935¿v160¿¿¿{"start":{"line":88,"column":23},"end":{"line":88,"column":67},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1661¿CallExpression¿¿1935¿¿¿¿{"start":{"line":88,"column":23},"end":{"line":88,"column":67},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1662¿MemberExpression¿¿1935¿¿¿¿{"start":{"line":88,"column":23},"end":{"line":88,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1663¿Identifier¿¿1935¿bp¿¿¿{"start":{"line":88,"column":23},"end":{"line":88,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1664¿Identifier¿¿1935¿map¿¿¿{"start":{"line":88,"column":26},"end":{"line":88,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1665¿Identifier¿¿1935¿v159¿¿¿¿¿Identifier
1666¿VariableDeclarator¿¿1935¿v161¿¿¿{"start":{"line":88,"column":5},"end":{"line":88,"column":68},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1667¿CallExpression¿¿1935¿¿¿¿{"start":{"line":88,"column":5},"end":{"line":88,"column":68},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1668¿MemberExpression¿¿1935¿¿¿¿{"start":{"line":88,"column":5},"end":{"line":88,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1669¿Identifier¿¿1935¿v157¿¿¿¿¿Identifier
1670¿Identifier¿¿1935¿apply¿¿¿{"start":{"line":88,"column":13},"end":{"line":88,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1671¿Identifier¿¿1935¿ap¿¿¿{"start":{"line":88,"column":19},"end":{"line":88,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1672¿Identifier¿¿1935¿v160¿¿¿¿¿Identifier
1673¿ExpressionStatement¿¿1935¿¿¿¿{"start":{"line":88,"column":5},"end":{"line":88,"column":69},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ExpressionStatement
1674¿Identifier¿¿1935¿v161¿¿¿¿¿Identifier
1675¿BlockStatement¿¿1935¿¿¿¿{"start":{"line":86,"column":46},"end":{"line":89,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿BlockStatement
1676¿VariableDeclarator¿¿1935¿v162¿¿¿{"start":{"line":90,"column":5},"end":{"line":90,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1677¿CallExpression¿¿1935¿¿¿¿{"start":{"line":90,"column":12},"end":{"line":90,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1678¿Identifier¿¿1935¿deepClone¿¿¿{"start":{"line":90,"column":12},"end":{"line":90,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1679¿Identifier¿¿1935¿bp¿¿¿{"start":{"line":90,"column":22},"end":{"line":90,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1680¿ExpressionStatement¿¿1935¿¿¿¿{"start":{"line":90,"column":5},"end":{"line":90,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ExpressionStatement
1681¿AssignmentExpression¿=¿1935¿¿¿¿{"start":{"line":90,"column":5},"end":{"line":90,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿AssignmentExpression
1682¿MemberExpression¿computed¿1935¿¿¿¿{"start":{"line":90,"column":5},"end":{"line":90,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1683¿Identifier¿¿1935¿a¿¿¿{"start":{"line":90,"column":5},"end":{"line":90,"column":6},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1684¿Identifier¿¿1935¿p¿¿¿{"start":{"line":90,"column":7},"end":{"line":90,"column":8},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1685¿Identifier¿¿1935¿v162¿¿¿¿¿Identifier
1686¿BlockStatement¿¿1935¿¿¿¿¿¿BlockStatement
1687¿BlockStatement¿¿1935¿¿¿¿¿¿BlockStatement
1688¿BlockStatement¿¿1935¿¿¿¿{"start":{"line":79,"column":27},"end":{"line":91,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿BlockStatement
1689¿BlockStatement¿¿1935¿¿¿¿{"start":{"line":78,"column":37},"end":{"line":92,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿BlockStatement
1690¿VariableDeclarator¿¿1933¿v164¿¿¿{"start":{"line":78,"column":2},"end":{"line":92,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1691¿CallExpression¿¿1933¿¿¿¿{"start":{"line":78,"column":2},"end":{"line":92,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1692¿MemberExpression¿¿1933¿¿¿¿{"start":{"line":78,"column":2},"end":{"line":78,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1693¿Identifier¿¿1933¿v148¿¿¿¿¿Identifier
1694¿Identifier¿¿1933¿forEach¿¿¿{"start":{"line":78,"column":17},"end":{"line":78,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1695¿Identifier¿¿1933¿v163¿¿¿¿¿Identifier
1696¿ExpressionStatement¿¿1933¿¿¿¿{"start":{"line":78,"column":2},"end":{"line":92,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ExpressionStatement
1697¿Identifier¿¿1933¿v164¿¿¿¿¿Identifier
1698¿BlockStatement¿¿1933¿¿¿¿{"start":{"line":76,"column":46},"end":{"line":93,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿BlockStatement
1699¿VariableDeclarator¿¿1931¿v166¿¿¿{"start":{"line":76,"column":1},"end":{"line":93,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1700¿CallExpression¿¿1931¿¿¿¿{"start":{"line":76,"column":1},"end":{"line":93,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1701¿MemberExpression¿¿1931¿¿¿¿{"start":{"line":76,"column":1},"end":{"line":76,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1702¿Identifier¿¿1931¿v147¿¿¿¿¿Identifier
1703¿Identifier¿¿1931¿forEach¿¿¿{"start":{"line":76,"column":26},"end":{"line":76,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1704¿Identifier¿¿1931¿v165¿¿¿¿¿Identifier
1705¿ExpressionStatement¿¿1931¿¿¿¿{"start":{"line":76,"column":1},"end":{"line":93,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ExpressionStatement
1706¿Identifier¿¿1931¿v166¿¿¿¿¿Identifier
1707¿ReturnStatement¿¿1931¿¿¿¿{"start":{"line":94,"column":1},"end":{"line":94,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ReturnStatement
1708¿Identifier¿¿1931¿a¿¿¿{"start":{"line":94,"column":8},"end":{"line":94,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1709¿BlockStatement¿¿1931¿¿¿¿{"start":{"line":75,"column":41},"end":{"line":95,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿BlockStatement
1710¿VariableDeclarator¿exported¿1893¿merge¿¿¿{"start":{"line":97,"column":0},"end":{"line":104,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1711¿FunctionExpression¿¿1893¿anon¿¿¿{"start":{"line":97,"column":0},"end":{"line":104,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿FunctionExpression
1712¿Identifier¿¿0¿a¿¿¿{"start":{"line":97,"column":15},"end":{"line":97,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1713¿Identifier¿¿0¿b¿¿¿{"start":{"line":97,"column":18},"end":{"line":97,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1714¿VariableDeclarator¿¿1942¿v167¿¿¿{"start":{"line":98,"column":1},"end":{"line":98,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1715¿CallExpression¿¿1942¿¿¿¿{"start":{"line":98,"column":1},"end":{"line":98,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1716¿MemberExpression¿¿1942¿¿¿¿{"start":{"line":98,"column":1},"end":{"line":98,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1717¿Identifier¿¿1942¿slice¿¿¿{"start":{"line":98,"column":1},"end":{"line":98,"column":6},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1718¿Identifier¿¿1942¿call¿¿¿{"start":{"line":98,"column":7},"end":{"line":98,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1719¿Identifier¿¿1942¿arguments¿¿¿{"start":{"line":98,"column":12},"end":{"line":98,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1720¿Literal¿number¿1942¿¿1¿¿{"start":{"line":98,"column":23},"end":{"line":98,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Literal
1721¿VariableDeclarator¿¿1942¿v174¿¿¿{"start":{"line":98,"column":34},"end":{"line":102,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1722¿FunctionExpression¿¿1942¿anon¿¿¿{"start":{"line":98,"column":34},"end":{"line":102,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿FunctionExpression
1723¿Identifier¿¿0¿b¿¿¿{"start":{"line":98,"column":43},"end":{"line":98,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1724¿VariableDeclarator¿¿1944¿v168¿¿¿{"start":{"line":99,"column":2},"end":{"line":99,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1725¿CallExpression¿¿1944¿¿¿¿{"start":{"line":99,"column":2},"end":{"line":99,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1726¿MemberExpression¿¿1944¿¿¿¿{"start":{"line":99,"column":2},"end":{"line":99,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1727¿Identifier¿¿1944¿Object¿¿¿{"start":{"line":99,"column":2},"end":{"line":99,"column":8},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
