Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
684¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":93,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Program
1092¿AssignmentExpression¿=¿1220¿¿¿¿{"start":{"line":74,"column":2},"end":{"line":74,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿AssignmentExpression
1093¿Identifier¿¿1220¿pointer¿¿¿{"start":{"line":74,"column":2},"end":{"line":74,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1094¿CallExpression¿¿1220¿¿¿¿{"start":{"line":74,"column":12},"end":{"line":74,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿CallExpression
1095¿Identifier¿¿1220¿compilePointer¿¿¿{"start":{"line":74,"column":12},"end":{"line":74,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1096¿Identifier¿¿1220¿pointer¿¿¿{"start":{"line":74,"column":27},"end":{"line":74,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1097¿VariableDeclarator¿¿1220¿v106¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
1098¿MemberExpression¿¿1220¿¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿MemberExpression
1099¿Identifier¿¿1220¿pointer¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1100¿Identifier¿¿1220¿length¿¿¿{"start":{"line":75,"column":14},"end":{"line":75,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1101¿VariableDeclarator¿¿1220¿v107¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
1102¿BinaryExpression¿===¿1220¿¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿BinaryExpression
1103¿Identifier¿¿1220¿v106¿¿¿¿¿Identifier
1104¿Literal¿number¿1220¿¿0¿¿{"start":{"line":75,"column":25},"end":{"line":75,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Literal
1105¿IfStatement¿¿1220¿¿¿¿{"start":{"line":75,"column":2},"end":{"line":75,"column":76},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿IfStatement
1106¿Identifier¿¿1220¿v107¿¿¿¿¿Identifier
1107¿VariableDeclarator¿¿1220¿v108¿¿¿{"start":{"line":75,"column":34},"end":{"line":75,"column":76},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
1108¿NewExpression¿¿1220¿¿¿¿{"start":{"line":75,"column":34},"end":{"line":75,"column":76},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿NewExpression
1109¿Identifier¿¿1220¿Error¿¿¿{"start":{"line":75,"column":38},"end":{"line":75,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1110¿Literal¿string¿1220¿¿'Invalid JSON pointer for set.'¿¿{"start":{"line":75,"column":44},"end":{"line":75,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Literal
1111¿ThrowStatement¿¿1220¿¿¿¿{"start":{"line":75,"column":28},"end":{"line":75,"column":76},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿ThrowStatement
1112¿Identifier¿¿1220¿v108¿¿¿¿¿Identifier
1113¿BlockStatement¿¿1220¿¿¿¿¿¿BlockStatement
1114¿VariableDeclarator¿¿1220¿v109¿¿¿{"start":{"line":76,"column":9},"end":{"line":76,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
1115¿CallExpression¿¿1220¿¿¿¿{"start":{"line":76,"column":9},"end":{"line":76,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿CallExpression
1116¿Identifier¿¿1220¿setter¿¿¿{"start":{"line":76,"column":9},"end":{"line":76,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1117¿Identifier¿¿1220¿obj¿¿¿{"start":{"line":76,"column":16},"end":{"line":76,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1118¿Identifier¿¿1220¿pointer¿¿¿{"start":{"line":76,"column":21},"end":{"line":76,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1119¿Identifier¿¿1220¿value¿¿¿{"start":{"line":76,"column":30},"end":{"line":76,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1120¿ReturnStatement¿¿1220¿¿¿¿{"start":{"line":76,"column":2},"end":{"line":76,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿ReturnStatement
1121¿Identifier¿¿1220¿v109¿¿¿¿¿Identifier
1122¿BlockStatement¿¿1220¿¿¿¿{"start":{"line":72,"column":35},"end":{"line":77,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿BlockStatement
1123¿VariableDeclarator¿exported¿1189¿compile¿¿¿{"start":{"line":79,"column":0},"end":{"line":89,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
1124¿FunctionExpression¿¿1189¿anon¿¿¿{"start":{"line":79,"column":0},"end":{"line":89,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿FunctionExpression
1125¿Identifier¿¿0¿pointer¿¿¿{"start":{"line":79,"column":18},"end":{"line":79,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1126¿VariableDeclarator¿¿1224¿compiled¿¿¿{"start":{"line":80,"column":6},"end":{"line":80,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
1127¿CallExpression¿¿1224¿¿¿¿{"start":{"line":80,"column":17},"end":{"line":80,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿CallExpression
1128¿Identifier¿¿1224¿compilePointer¿¿¿{"start":{"line":80,"column":17},"end":{"line":80,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1129¿Identifier¿¿1224¿pointer¿¿¿{"start":{"line":80,"column":32},"end":{"line":80,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1130¿VariableDeclarator¿¿1224¿v111¿¿¿{"start":{"line":82,"column":9},"end":{"line":84,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
1131¿FunctionExpression¿¿1224¿anon¿¿¿{"start":{"line":82,"column":9},"end":{"line":84,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿FunctionExpression
1132¿Identifier¿¿0¿object¿¿¿{"start":{"line":82,"column":19},"end":{"line":82,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1133¿VariableDeclarator¿¿1226¿v110¿¿¿{"start":{"line":83,"column":13},"end":{"line":83,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
1134¿CallExpression¿¿1226¿¿¿¿{"start":{"line":83,"column":13},"end":{"line":83,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿CallExpression
1135¿Identifier¿¿1226¿get¿¿¿{"start":{"line":83,"column":13},"end":{"line":83,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1136¿Identifier¿¿1226¿object¿¿¿{"start":{"line":83,"column":17},"end":{"line":83,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1137¿Identifier¿¿1226¿compiled¿¿¿{"start":{"line":83,"column":25},"end":{"line":83,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1138¿ReturnStatement¿¿1226¿¿¿¿{"start":{"line":83,"column":6},"end":{"line":83,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿ReturnStatement
1139¿Identifier¿¿1226¿v110¿¿¿¿¿Identifier
1140¿BlockStatement¿¿1226¿¿¿¿{"start":{"line":82,"column":27},"end":{"line":84,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿BlockStatement
1141¿VariableDeclarator¿¿1224¿v113¿¿¿{"start":{"line":85,"column":9},"end":{"line":87,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
1142¿FunctionExpression¿¿1224¿anon¿¿¿{"start":{"line":85,"column":9},"end":{"line":87,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿FunctionExpression
1143¿Identifier¿¿0¿object¿¿¿{"start":{"line":85,"column":19},"end":{"line":85,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1144¿Identifier¿¿0¿value¿¿¿{"start":{"line":85,"column":27},"end":{"line":85,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1145¿VariableDeclarator¿¿1228¿v112¿¿¿{"start":{"line":86,"column":13},"end":{"line":86,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
1146¿CallExpression¿¿1228¿¿¿¿{"start":{"line":86,"column":13},"end":{"line":86,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿CallExpression
1147¿Identifier¿¿1228¿set¿¿¿{"start":{"line":86,"column":13},"end":{"line":86,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1148¿Identifier¿¿1228¿object¿¿¿{"start":{"line":86,"column":17},"end":{"line":86,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1149¿Identifier¿¿1228¿compiled¿¿¿{"start":{"line":86,"column":25},"end":{"line":86,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1150¿Identifier¿¿1228¿value¿¿¿{"start":{"line":86,"column":35},"end":{"line":86,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1151¿ReturnStatement¿¿1228¿¿¿¿{"start":{"line":86,"column":6},"end":{"line":86,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿ReturnStatement
1152¿Identifier¿¿1228¿v112¿¿¿¿¿Identifier
1153¿BlockStatement¿¿1228¿¿¿¿{"start":{"line":85,"column":34},"end":{"line":87,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿BlockStatement
1154¿VariableDeclarator¿¿1224¿v114¿¿¿{"start":{"line":81,"column":9},"end":{"line":88,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
1155¿ObjectExpression¿¿1224¿¿¿¿¿¿ObjectExpression
1156¿ExpressionStatement¿¿1224¿¿¿¿{"start":{"line":81,"column":9},"end":{"line":88,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿ExpressionStatement
1157¿AssignmentExpression¿=¿1224¿¿¿¿{"start":{"line":81,"column":9},"end":{"line":88,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿AssignmentExpression
1158¿MemberExpression¿¿1224¿¿¿¿{"start":{"line":81,"column":9},"end":{"line":88,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿MemberExpression
1159¿Identifier¿¿1224¿v114¿¿¿¿¿Identifier
1160¿Identifier¿¿1224¿get¿¿¿{"start":{"line":82,"column":4},"end":{"line":82,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1161¿Identifier¿¿1224¿v111¿¿¿¿¿Identifier
1162¿ExpressionStatement¿¿1224¿¿¿¿{"start":{"line":81,"column":9},"end":{"line":88,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿ExpressionStatement
1163¿AssignmentExpression¿=¿1224¿¿¿¿{"start":{"line":81,"column":9},"end":{"line":88,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿AssignmentExpression
1164¿MemberExpression¿¿1224¿¿¿¿{"start":{"line":81,"column":9},"end":{"line":88,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿MemberExpression
1165¿Identifier¿¿1224¿v114¿¿¿¿¿Identifier
1166¿Identifier¿¿1224¿set¿¿¿{"start":{"line":85,"column":4},"end":{"line":85,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1167¿Identifier¿¿1224¿v113¿¿¿¿¿Identifier
1168¿ReturnStatement¿¿1224¿¿¿¿{"start":{"line":81,"column":2},"end":{"line":88,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿ReturnStatement
1169¿Identifier¿¿1224¿v114¿¿¿¿¿Identifier
1170¿BlockStatement¿¿1224¿¿¿¿{"start":{"line":79,"column":27},"end":{"line":89,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿BlockStatement
1171¿ExpressionStatement¿¿1189¿¿¿¿{"start":{"line":91,"column":0},"end":{"line":91,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿ExpressionStatement
1172¿AssignmentExpression¿=¿1189¿¿¿¿{"start":{"line":91,"column":0},"end":{"line":91,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿AssignmentExpression
1173¿MemberExpression¿¿1189¿¿¿¿{"start":{"line":91,"column":0},"end":{"line":91,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿MemberExpression
1174¿Identifier¿¿1189¿exports¿¿¿{"start":{"line":91,"column":0},"end":{"line":91,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1175¿Identifier¿¿1189¿get¿¿¿{"start":{"line":91,"column":8},"end":{"line":91,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1176¿Identifier¿¿1189¿get¿¿¿{"start":{"line":91,"column":14},"end":{"line":91,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1177¿ExpressionStatement¿¿1189¿¿¿¿{"start":{"line":92,"column":0},"end":{"line":92,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿ExpressionStatement
1178¿AssignmentExpression¿=¿1189¿¿¿¿{"start":{"line":92,"column":0},"end":{"line":92,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿AssignmentExpression
1179¿MemberExpression¿¿1189¿¿¿¿{"start":{"line":92,"column":0},"end":{"line":92,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿MemberExpression
1180¿Identifier¿¿1189¿exports¿¿¿{"start":{"line":92,"column":0},"end":{"line":92,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1181¿Identifier¿¿1189¿set¿¿¿{"start":{"line":92,"column":8},"end":{"line":92,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1182¿Identifier¿¿1189¿set¿¿¿{"start":{"line":92,"column":14},"end":{"line":92,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1183¿ExpressionStatement¿¿1189¿¿¿¿{"start":{"line":93,"column":0},"end":{"line":93,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿ExpressionStatement
1184¿AssignmentExpression¿=¿1189¿¿¿¿{"start":{"line":93,"column":0},"end":{"line":93,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿AssignmentExpression
1185¿MemberExpression¿¿1189¿¿¿¿{"start":{"line":93,"column":0},"end":{"line":93,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿MemberExpression
1186¿Identifier¿¿1189¿exports¿¿¿{"start":{"line":93,"column":0},"end":{"line":93,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1187¿Identifier¿¿1189¿compile¿¿¿{"start":{"line":93,"column":8},"end":{"line":93,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1188¿Identifier¿¿1189¿compile¿¿¿{"start":{"line":93,"column":18},"end":{"line":93,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
1189¿CFG_F_START¿¿1189¿__main__¿¿¿¿¿CFG_F_START
1190¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1191¿CFG_F_START¿¿1191¿690_anon¿¿¿¿¿CFG_F_START
1192¿CFG_F_END¿¿0¿690_anon¿¿¿¿¿CFG_F_END
1193¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1194¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1195¿CFG_SWITCH_END¿¿0¿¿¿¿¿¿CFG_SWITCH_END
1196¿CFG_F_START¿¿1196¿714_anon¿¿¿¿¿CFG_F_START
1197¿CFG_F_END¿¿0¿714_anon¿¿¿¿¿CFG_F_END
1198¿CFG_IF_END¿¿0¿725¿¿¿¿¿CFG_IF_END
1199¿CFG_F_START¿¿1199¿741_anon¿¿¿¿¿CFG_F_START
1200¿CFG_F_END¿¿0¿741_anon¿¿¿¿¿CFG_F_END
1201¿CFG_IF_END¿¿0¿805¿¿¿¿¿CFG_IF_END
1202¿CFG_IF_END¿¿0¿848¿¿¿¿¿CFG_IF_END
1203¿CFG_IF_END¿¿0¿814¿¿¿¿¿CFG_IF_END
1204¿CFG_IF_END¿¿0¿789¿¿¿¿¿CFG_IF_END
1205¿CFG_IF_END¿¿0¿871¿¿¿¿¿CFG_IF_END
1206¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
1207¿CFG_IF_END¿¿0¿896¿¿¿¿¿CFG_IF_END
1208¿CFG_F_START¿¿1208¿919_anon¿¿¿¿¿CFG_F_START
1209¿CFG_F_END¿¿0¿919_anon¿¿¿¿¿CFG_F_END
1210¿CFG_IF_END¿¿0¿946¿¿¿¿¿CFG_IF_END
1211¿CFG_IF_END¿¿0¿964¿¿¿¿¿CFG_IF_END
1212¿CFG_IF_END¿¿0¿928¿¿¿¿¿CFG_IF_END
1213¿CFG_F_START¿¿1213¿978_anon¿¿¿¿¿CFG_F_START
1214¿CFG_F_END¿¿0¿978_anon¿¿¿¿¿CFG_F_END
1215¿CFG_IF_END¿¿0¿988¿¿¿¿¿CFG_IF_END
1216¿CFG_IF_END¿¿0¿1011¿¿¿¿¿CFG_IF_END
1217¿CFG_IF_END¿¿0¿1045¿¿¿¿¿CFG_IF_END
1218¿CFG_IF_END¿¿0¿1057¿¿¿¿¿CFG_IF_END
1219¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
1220¿CFG_F_START¿¿1220¿1071_anon¿¿¿¿¿CFG_F_START
1221¿CFG_F_END¿¿0¿1071_anon¿¿¿¿¿CFG_F_END
1222¿CFG_IF_END¿¿0¿1082¿¿¿¿¿CFG_IF_END
1223¿CFG_IF_END¿¿0¿1105¿¿¿¿¿CFG_IF_END
1224¿CFG_F_START¿¿1224¿1124_anon¿¿¿¿¿CFG_F_START
1225¿CFG_F_END¿¿0¿1124_anon¿¿¿¿¿CFG_F_END
1226¿CFG_F_START¿¿1226¿1131_anon¿¿¿¿¿CFG_F_START
1227¿CFG_F_END¿¿0¿1131_anon¿¿¿¿¿CFG_F_END
1228¿CFG_F_START¿¿1228¿1142_anon¿¿¿¿¿CFG_F_START
1229¿CFG_F_END¿¿0¿1142_anon¿¿¿¿¿CFG_F_END
1230¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1231¿PDG_OBJECT¿¿0¿1191.this-o138¿¿¿¿¿PDG_OBJECT
1232¿PDG_OBJECT¿¿0¿1191.m-o139¿¿¿¿¿PDG_OBJECT
1233¿PDG_OBJECT¿¿0¿1189.escapeReplacer-o140¿¿¿¿¿PDG_OBJECT
1234¿PDG_OBJECT¿¿0¿1196.this-o141¿¿¿¿¿PDG_OBJECT
1235¿PDG_OBJECT¿¿0¿1196.str-o142¿¿¿¿¿PDG_OBJECT
1236¿PDG_OBJECT¿¿0¿1189.untilde-o143¿¿¿¿¿PDG_OBJECT
1237¿PDG_OBJECT¿¿0¿1199.this-o144¿¿¿¿¿PDG_OBJECT
1238¿PDG_OBJECT¿¿0¿1199.obj-o145¿¿¿¿¿PDG_OBJECT
1239¿PDG_OBJECT¿¿0¿1199.pointer-o146¿¿¿¿¿PDG_OBJECT
1240¿PDG_OBJECT¿¿0¿1199.value-o147¿¿¿¿¿PDG_OBJECT
1241¿PDG_OBJECT¿¿0¿1189.setter-o148¿¿¿¿¿PDG_OBJECT
1242¿PDG_OBJECT¿¿0¿1208.this-o149¿¿¿¿¿PDG_OBJECT
1243¿PDG_OBJECT¿¿0¿1208.pointer-o150¿¿¿¿¿PDG_OBJECT
1244¿PDG_OBJECT¿¿0¿1189.compilePointer-o151¿¿¿¿¿PDG_OBJECT
1245¿PDG_OBJECT¿¿0¿1213.this-o152¿¿¿¿¿PDG_OBJECT
1246¿PDG_OBJECT¿¿0¿1213.obj-o153¿¿¿¿¿PDG_OBJECT
1247¿PDG_OBJECT¿¿0¿1213.pointer-o154¿¿¿¿¿PDG_OBJECT
1248¿PDG_OBJECT¿¿0¿1189.get-o155¿¿¿¿¿PDG_OBJECT
1249¿PDG_OBJECT¿¿0¿1220.this-o156¿¿¿¿¿PDG_OBJECT
1250¿PDG_OBJECT¿¿0¿1220.obj-o157¿¿¿¿¿PDG_OBJECT
1251¿PDG_OBJECT¿¿0¿1220.pointer-o158¿¿¿¿¿PDG_OBJECT
1252¿PDG_OBJECT¿¿0¿1220.value-o159¿¿¿¿¿PDG_OBJECT
1253¿PDG_OBJECT¿¿0¿1189.set-o160¿¿¿¿¿PDG_OBJECT
1254¿PDG_OBJECT¿¿0¿1224.this-o161¿¿¿¿¿PDG_OBJECT
1255¿PDG_OBJECT¿¿0¿1224.pointer-o162¿¿¿¿¿PDG_OBJECT
1256¿PDG_OBJECT¿¿0¿1189.compile-o163¿¿¿¿¿PDG_OBJECT
1257¿PDG_OBJECT¿¿0¿1189.exports-o164¿¿¿¿¿PDG_OBJECT
1258¿PDG_OBJECT¿¿0¿1189.exports.get-o165¿¿¿¿¿PDG_OBJECT
1259¿PDG_OBJECT¿¿0¿1189.exports-o166¿¿¿¿¿PDG_OBJECT
1260¿PDG_OBJECT¿¿0¿1189.exports.set-o167¿¿¿¿¿PDG_OBJECT
1261¿PDG_OBJECT¿¿0¿1189.exports-o168¿¿¿¿¿PDG_OBJECT
1262¿PDG_OBJECT¿¿0¿1189.exports.compile-o169¿¿¿¿¿PDG_OBJECT
1263¿PDG_RETURN¿¿0¿1191.RET_OBJ-o170¿¿¿¿¿PDG_RETURN
1264¿PDG_OBJECT¿¿0¿1191.v58-o171¿¿¿¿¿PDG_OBJECT
1265¿PDG_CALL¿¿1191¿1191.CALL->Error-o172¿¿¿¿¿PDG_CALL
1266¿PDG_OBJECT¿¿0¿1191.v59-o173¿¿¿¿¿PDG_OBJECT
1267¿PDG_RETURN¿¿0¿1191.RET_OBJ-o174¿¿¿¿¿PDG_RETURN
1268¿PDG_CALL¿¿1196¿1196.CALL->hasExcape.test-o175¿¿¿¿¿PDG_CALL
1269¿PDG_OBJECT¿¿0¿1196.v60-o176¿¿¿¿¿PDG_OBJECT
1270¿PDG_RETURN¿¿0¿1196.RET_OBJ-o177¿¿¿¿¿PDG_RETURN
1271¿PDG_CALL¿¿1196¿1196.CALL->str.replace-o178¿¿¿¿¿PDG_CALL
1272¿PDG_OBJECT¿¿0¿1196.v62-o179¿¿¿¿¿PDG_OBJECT
1273¿PDG_RETURN¿¿0¿1196.RET_OBJ-o180¿¿¿¿¿PDG_RETURN
