Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2314¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":349,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Program
3715¿Identifier¿¿4106¿v381¿¿¿¿¿Identifier
3716¿VariableDeclarator¿¿4106¿v383¿¿¿{"start":{"line":274,"column":47},"end":{"line":274,"column":55},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3717¿MemberExpression¿¿4106¿¿¿¿{"start":{"line":274,"column":47},"end":{"line":274,"column":55},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
3718¿Identifier¿¿4106¿node¿¿¿{"start":{"line":274,"column":47},"end":{"line":274,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3719¿Identifier¿¿4106¿key¿¿¿{"start":{"line":274,"column":52},"end":{"line":274,"column":55},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3720¿VariableDeclarator¿¿4106¿v384¿¿¿{"start":{"line":274,"column":11},"end":{"line":274,"column":55},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3721¿LogicalExpression¿&&¿4106¿¿¿¿{"start":{"line":274,"column":11},"end":{"line":274,"column":55},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿LogicalExpression
3722¿Identifier¿¿4106¿v382¿¿¿¿¿Identifier
3723¿Identifier¿¿4106¿v383¿¿¿¿¿Identifier
3724¿VariableDeclarator¿¿4106¿v385¿¿¿{"start":{"line":274,"column":59},"end":{"line":274,"column":67},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3725¿MemberExpression¿¿4106¿¿¿¿{"start":{"line":274,"column":59},"end":{"line":274,"column":67},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
3726¿Identifier¿¿4106¿node¿¿¿{"start":{"line":274,"column":59},"end":{"line":274,"column":63},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3727¿Identifier¿¿4106¿key¿¿¿{"start":{"line":274,"column":64},"end":{"line":274,"column":67},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3728¿VariableDeclarator¿¿4106¿v386¿¿¿{"start":{"line":274,"column":59},"end":{"line":274,"column":72},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3729¿MemberExpression¿¿4106¿¿¿¿{"start":{"line":274,"column":59},"end":{"line":274,"column":72},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
3730¿Identifier¿¿4106¿v385¿¿¿¿¿Identifier
3731¿Identifier¿¿4106¿name¿¿¿{"start":{"line":274,"column":68},"end":{"line":274,"column":72},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3732¿VariableDeclarator¿¿4106¿v387¿¿¿{"start":{"line":274,"column":59},"end":{"line":274,"column":86},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3733¿BinaryExpression¿===¿4106¿¿¿¿{"start":{"line":274,"column":59},"end":{"line":274,"column":86},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BinaryExpression
3734¿Identifier¿¿4106¿v386¿¿¿¿¿Identifier
3735¿Literal¿string¿4106¿¿'plugins'¿¿{"start":{"line":274,"column":77},"end":{"line":274,"column":86},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Literal
3736¿VariableDeclarator¿¿4106¿v388¿¿¿{"start":{"line":274,"column":11},"end":{"line":274,"column":86},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3737¿LogicalExpression¿&&¿4106¿¿¿¿{"start":{"line":274,"column":11},"end":{"line":274,"column":86},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿LogicalExpression
3738¿Identifier¿¿4106¿v384¿¿¿¿¿Identifier
3739¿Identifier¿¿4106¿v387¿¿¿¿¿Identifier
3740¿IfStatement¿¿4106¿¿¿¿{"start":{"line":274,"column":8},"end":{"line":279,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿IfStatement
3741¿Identifier¿¿4106¿v388¿¿¿¿¿Identifier
3742¿VariableDeclarator¿¿4106¿configPluginsSource¿¿¿{"start":{"line":276,"column":16},"end":{"line":276,"column":70},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3743¿CallExpression¿¿4106¿¿¿¿{"start":{"line":276,"column":38},"end":{"line":276,"column":70},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿CallExpression
3744¿Identifier¿¿4106¿nodeToString¿¿¿{"start":{"line":276,"column":38},"end":{"line":276,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3745¿Identifier¿¿4106¿fileContents¿¿¿{"start":{"line":276,"column":51},"end":{"line":276,"column":63},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3746¿Identifier¿¿4106¿node¿¿¿{"start":{"line":276,"column":65},"end":{"line":276,"column":69},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3747¿ExpressionStatement¿¿4106¿¿¿¿{"start":{"line":277,"column":12},"end":{"line":277,"column":98},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ExpressionStatement
3748¿AssignmentExpression¿=¿4106¿¿¿¿{"start":{"line":277,"column":12},"end":{"line":277,"column":97},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿AssignmentExpression
3749¿Identifier¿¿4106¿configSourceWithoutPlugins¿¿¿{"start":{"line":277,"column":12},"end":{"line":277,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3750¿CallExpression¿¿4106¿¿¿¿{"start":{"line":277,"column":42},"end":{"line":277,"column":97},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿CallExpression
3751¿MemberExpression¿¿4106¿¿¿¿{"start":{"line":277,"column":42},"end":{"line":277,"column":62},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
3752¿Identifier¿¿4106¿configSource¿¿¿{"start":{"line":277,"column":42},"end":{"line":277,"column":54},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3753¿Identifier¿¿4106¿replace¿¿¿{"start":{"line":277,"column":55},"end":{"line":277,"column":62},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3754¿Identifier¿¿4106¿configPluginsSource¿¿¿{"start":{"line":277,"column":63},"end":{"line":277,"column":82},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3755¿Literal¿string¿4106¿¿'plugins:[]'¿¿{"start":{"line":277,"column":84},"end":{"line":277,"column":96},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Literal
3756¿ReturnStatement¿¿4106¿¿¿¿{"start":{"line":278,"column":12},"end":{"line":278,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ReturnStatement
3757¿Literal¿boolean¿4106¿¿false¿¿{"start":{"line":278,"column":19},"end":{"line":278,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Literal
3758¿BlockStatement¿¿4106¿¿¿¿{"start":{"line":274,"column":87},"end":{"line":279,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BlockStatement
3759¿BlockStatement¿¿4106¿¿¿¿{"start":{"line":263,"column":38},"end":{"line":281,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BlockStatement
3760¿VariableDeclarator¿¿4104¿v390¿¿¿{"start":{"line":263,"column":4},"end":{"line":281,"column":6},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3761¿CallExpression¿¿4104¿¿¿¿{"start":{"line":263,"column":4},"end":{"line":281,"column":6},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿CallExpression
3762¿Identifier¿¿4104¿traverse¿¿¿{"start":{"line":263,"column":4},"end":{"line":263,"column":12},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3763¿Identifier¿¿4104¿astRoot¿¿¿{"start":{"line":263,"column":13},"end":{"line":263,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3764¿Identifier¿¿4104¿v389¿¿¿¿¿Identifier
3765¿ExpressionStatement¿¿4104¿¿¿¿{"start":{"line":263,"column":4},"end":{"line":281,"column":7},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ExpressionStatement
3766¿Identifier¿¿4104¿v390¿¿¿¿¿Identifier
3767¿IfStatement¿¿4104¿¿¿¿{"start":{"line":283,"column":4},"end":{"line":285,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿IfStatement
3768¿Identifier¿¿4104¿configSource¿¿¿{"start":{"line":283,"column":8},"end":{"line":283,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3769¿VariableDeclarator¿¿4104¿v391¿¿¿{"start":{"line":284,"column":26},"end":{"line":284,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3770¿BinaryExpression¿+¿4104¿¿¿¿{"start":{"line":284,"column":26},"end":{"line":284,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BinaryExpression
3771¿Literal¿string¿4104¿¿'('¿¿{"start":{"line":284,"column":26},"end":{"line":284,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Literal
3772¿Identifier¿¿4104¿configSource¿¿¿{"start":{"line":284,"column":32},"end":{"line":284,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3773¿VariableDeclarator¿¿4104¿v392¿¿¿{"start":{"line":284,"column":26},"end":{"line":284,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3774¿BinaryExpression¿+¿4104¿¿¿¿{"start":{"line":284,"column":26},"end":{"line":284,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BinaryExpression
3775¿Identifier¿¿4104¿v391¿¿¿¿¿Identifier
3776¿Literal¿string¿4104¿¿')'¿¿{"start":{"line":284,"column":47},"end":{"line":284,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Literal
3777¿ExpressionStatement¿¿4104¿¿¿¿{"start":{"line":284,"column":8},"end":{"line":284,"column":52},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ExpressionStatement
3778¿AssignmentExpression¿=¿4104¿¿¿¿{"start":{"line":284,"column":8},"end":{"line":284,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿AssignmentExpression
3779¿Identifier¿¿4104¿configData¿¿¿{"start":{"line":284,"column":8},"end":{"line":284,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3780¿CallExpression¿¿4104¿¿¿¿{"start":{"line":284,"column":21},"end":{"line":284,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿CallExpression
3781¿Identifier¿¿4104¿eval¿¿¿{"start":{"line":284,"column":21},"end":{"line":284,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3782¿Identifier¿¿4104¿v392¿¿¿¿¿Identifier
3783¿BlockStatement¿¿4104¿¿¿¿{"start":{"line":283,"column":22},"end":{"line":285,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BlockStatement
3784¿VariableDeclarator¿¿4104¿v393¿¿¿{"start":{"line":287,"column":11},"end":{"line":291,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3785¿ObjectExpression¿¿4104¿¿¿¿¿¿ObjectExpression
3786¿ExpressionStatement¿¿4104¿¿¿¿{"start":{"line":287,"column":11},"end":{"line":291,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ExpressionStatement
3787¿AssignmentExpression¿=¿4104¿¿¿¿{"start":{"line":287,"column":11},"end":{"line":291,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿AssignmentExpression
3788¿MemberExpression¿¿4104¿¿¿¿{"start":{"line":287,"column":11},"end":{"line":291,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
3789¿Identifier¿¿4104¿v393¿¿¿¿¿Identifier
3790¿Identifier¿¿4104¿data¿¿¿{"start":{"line":288,"column":8},"end":{"line":288,"column":12},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3791¿Identifier¿¿4104¿configData¿¿¿{"start":{"line":288,"column":14},"end":{"line":288,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3792¿ExpressionStatement¿¿4104¿¿¿¿{"start":{"line":287,"column":11},"end":{"line":291,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ExpressionStatement
3793¿AssignmentExpression¿=¿4104¿¿¿¿{"start":{"line":287,"column":11},"end":{"line":291,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿AssignmentExpression
3794¿MemberExpression¿¿4104¿¿¿¿{"start":{"line":287,"column":11},"end":{"line":291,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
3795¿Identifier¿¿4104¿v393¿¿¿¿¿Identifier
3796¿Identifier¿¿4104¿source¿¿¿{"start":{"line":289,"column":8},"end":{"line":289,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3797¿Identifier¿¿4104¿configSource¿¿¿{"start":{"line":289,"column":16},"end":{"line":289,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3798¿ExpressionStatement¿¿4104¿¿¿¿{"start":{"line":287,"column":11},"end":{"line":291,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ExpressionStatement
3799¿AssignmentExpression¿=¿4104¿¿¿¿{"start":{"line":287,"column":11},"end":{"line":291,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿AssignmentExpression
3800¿MemberExpression¿¿4104¿¿¿¿{"start":{"line":287,"column":11},"end":{"line":291,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
3801¿Identifier¿¿4104¿v393¿¿¿¿¿Identifier
3802¿Identifier¿¿4104¿sourceWithoutPlugins¿¿¿{"start":{"line":290,"column":8},"end":{"line":290,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3803¿Identifier¿¿4104¿configSourceWithoutPlugins¿¿¿{"start":{"line":290,"column":30},"end":{"line":290,"column":56},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3804¿ReturnStatement¿¿4104¿¿¿¿{"start":{"line":287,"column":4},"end":{"line":291,"column":6},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ReturnStatement
3805¿Identifier¿¿4104¿v393¿¿¿¿¿Identifier
3806¿BlockStatement¿¿4104¿¿¿¿{"start":{"line":257,"column":65},"end":{"line":292,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BlockStatement
3807¿ExpressionStatement¿¿4044¿¿¿¿{"start":{"line":257,"column":0},"end":{"line":292,"column":2},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ExpressionStatement
3808¿AssignmentExpression¿=¿4044¿¿¿¿{"start":{"line":257,"column":0},"end":{"line":292,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿AssignmentExpression
3809¿MemberExpression¿¿4044¿¿¿¿{"start":{"line":257,"column":0},"end":{"line":257,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
3810¿Identifier¿¿4044¿exports¿¿¿{"start":{"line":257,"column":0},"end":{"line":257,"column":7},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3811¿Identifier¿¿4044¿findSeajsConfig¿¿¿{"start":{"line":257,"column":8},"end":{"line":257,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3812¿Identifier¿¿4044¿findSeajsConfig¿¿¿¿¿Identifier
3813¿VariableDeclarator¿¿4044¿traverse¿¿¿{"start":{"line":295,"column":0},"end":{"line":315,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3814¿FunctionExpression¿¿4044¿anon¿¿¿{"start":{"line":295,"column":0},"end":{"line":315,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿FunctionExpression
3815¿Identifier¿¿0¿object¿¿¿{"start":{"line":295,"column":18},"end":{"line":295,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3816¿Identifier¿¿0¿visitor¿¿¿{"start":{"line":295,"column":26},"end":{"line":295,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3817¿VariableDeclarator¿¿4112¿key¿¿¿{"start":{"line":296,"column":8},"end":{"line":296,"column":11},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3818¿VariableDeclarator¿¿4112¿child¿¿¿{"start":{"line":296,"column":13},"end":{"line":296,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3819¿VariableDeclarator¿¿4112¿v394¿¿¿{"start":{"line":298,"column":8},"end":{"line":298,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3820¿UnaryExpression¿!¿4112¿¿¿¿{"start":{"line":298,"column":8},"end":{"line":298,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿UnaryExpression
3821¿Identifier¿¿4112¿object¿¿¿{"start":{"line":298,"column":9},"end":{"line":298,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3822¿IfStatement¿¿4112¿¿¿¿{"start":{"line":298,"column":4},"end":{"line":300,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿IfStatement
3823¿Identifier¿¿4112¿v394¿¿¿¿¿Identifier
3824¿ReturnStatement¿¿4112¿¿¿¿{"start":{"line":299,"column":8},"end":{"line":299,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ReturnStatement
3825¿BlockStatement¿¿4112¿¿¿¿{"start":{"line":298,"column":17},"end":{"line":300,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BlockStatement
3826¿VariableDeclarator¿¿4112¿v395¿¿¿{"start":{"line":302,"column":8},"end":{"line":302,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3827¿CallExpression¿¿4112¿¿¿¿{"start":{"line":302,"column":8},"end":{"line":302,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿CallExpression
3828¿MemberExpression¿¿4112¿¿¿¿{"start":{"line":302,"column":8},"end":{"line":302,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
3829¿Identifier¿¿4112¿visitor¿¿¿{"start":{"line":302,"column":8},"end":{"line":302,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3830¿Identifier¿¿4112¿call¿¿¿{"start":{"line":302,"column":16},"end":{"line":302,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3831¿Literal¿object¿4112¿¿null¿¿{"start":{"line":302,"column":21},"end":{"line":302,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Literal
3832¿Identifier¿¿4112¿object¿¿¿{"start":{"line":302,"column":27},"end":{"line":302,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3833¿VariableDeclarator¿¿4112¿v396¿¿¿{"start":{"line":302,"column":8},"end":{"line":302,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3834¿BinaryExpression¿===¿4112¿¿¿¿{"start":{"line":302,"column":8},"end":{"line":302,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BinaryExpression
3835¿Identifier¿¿4112¿v395¿¿¿¿¿Identifier
3836¿Literal¿boolean¿4112¿¿false¿¿{"start":{"line":302,"column":39},"end":{"line":302,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Literal
3837¿IfStatement¿¿4112¿¿¿¿{"start":{"line":302,"column":4},"end":{"line":304,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿IfStatement
3838¿Identifier¿¿4112¿v396¿¿¿¿¿Identifier
3839¿ReturnStatement¿¿4112¿¿¿¿{"start":{"line":303,"column":8},"end":{"line":303,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ReturnStatement
3840¿Literal¿boolean¿4112¿¿false¿¿{"start":{"line":303,"column":15},"end":{"line":303,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Literal
3841¿BlockStatement¿¿4112¿¿¿¿{"start":{"line":302,"column":46},"end":{"line":304,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BlockStatement
3842¿ForInStatement¿¿4112¿¿¿¿{"start":{"line":305,"column":4},"end":{"line":314,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ForInStatement
3843¿Identifier¿¿4112¿key¿¿¿{"start":{"line":305,"column":9},"end":{"line":305,"column":12},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3844¿Identifier¿¿4112¿object¿¿¿{"start":{"line":305,"column":16},"end":{"line":305,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3845¿VariableDeclarator¿¿4112¿v397¿¿¿{"start":{"line":306,"column":12},"end":{"line":306,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
3846¿CallExpression¿¿4112¿¿¿¿{"start":{"line":306,"column":12},"end":{"line":306,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿CallExpression
3847¿MemberExpression¿¿4112¿¿¿¿{"start":{"line":306,"column":12},"end":{"line":306,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
3848¿Identifier¿¿4112¿object¿¿¿{"start":{"line":306,"column":12},"end":{"line":306,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3849¿Identifier¿¿4112¿hasOwnProperty¿¿¿{"start":{"line":306,"column":19},"end":{"line":306,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3850¿Identifier¿¿4112¿key¿¿¿{"start":{"line":306,"column":34},"end":{"line":306,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3851¿IfStatement¿¿4112¿¿¿¿{"start":{"line":306,"column":8},"end":{"line":313,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿IfStatement
3852¿Identifier¿¿4112¿v397¿¿¿¿¿Identifier
3853¿ExpressionStatement¿¿4112¿¿¿¿{"start":{"line":307,"column":12},"end":{"line":307,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ExpressionStatement
3854¿AssignmentExpression¿=¿4112¿¿¿¿{"start":{"line":307,"column":12},"end":{"line":307,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿AssignmentExpression
3855¿Identifier¿¿4112¿child¿¿¿{"start":{"line":307,"column":12},"end":{"line":307,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3856¿MemberExpression¿computed¿4112¿¿¿¿{"start":{"line":307,"column":20},"end":{"line":307,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
3857¿Identifier¿¿4112¿object¿¿¿{"start":{"line":307,"column":20},"end":{"line":307,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
3858¿Identifier¿¿4112¿key¿¿¿{"start":{"line":307,"column":27},"end":{"line":307,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
