Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
817¿Program¿¿-1¿¿¿¿{"start":{"line":17,"column":0},"end":{"line":185,"column":2},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Program
1259¿Literal¿string¿1443¿¿'var errors = [];'¿¿{"start":{"line":151,"column":24},"end":{"line":151,"column":42},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Literal
1260¿ExpressionStatement¿¿1443¿¿¿¿{"start":{"line":152,"column":4},"end":{"line":152,"column":48},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿ExpressionStatement
1261¿AssignmentExpression¿=¿1443¿¿¿¿{"start":{"line":152,"column":4},"end":{"line":152,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿AssignmentExpression
1262¿Identifier¿¿1443¿errors¿¿¿{"start":{"line":152,"column":4},"end":{"line":152,"column":10},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1263¿Literal¿string¿1443¿¿'if(errors.length) return errors;'¿¿{"start":{"line":152,"column":13},"end":{"line":152,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Literal
1264¿BlockStatement¿¿1443¿¿¿¿{"start":{"line":146,"column":20},"end":{"line":153,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿BlockStatement
1265¿VariableDeclarator¿¿1443¿v144¿¿¿{"start":{"line":155,"column":6},"end":{"line":155,"column":12},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1266¿UnaryExpression¿!¿1443¿¿¿¿{"start":{"line":155,"column":6},"end":{"line":155,"column":12},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿UnaryExpression
1267¿Identifier¿¿1443¿inner¿¿¿{"start":{"line":155,"column":7},"end":{"line":155,"column":12},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1268¿VariableDeclarator¿¿1443¿v145¿¿¿{"start":{"line":155,"column":16},"end":{"line":155,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1269¿MemberExpression¿¿1443¿¿¿¿{"start":{"line":155,"column":16},"end":{"line":155,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿MemberExpression
1270¿Identifier¿¿1443¿state¿¿¿{"start":{"line":155,"column":16},"end":{"line":155,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1271¿Identifier¿¿1443¿context¿¿¿{"start":{"line":155,"column":22},"end":{"line":155,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1272¿VariableDeclarator¿¿1443¿v146¿¿¿{"start":{"line":155,"column":16},"end":{"line":155,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1273¿MemberExpression¿¿1443¿¿¿¿{"start":{"line":155,"column":16},"end":{"line":155,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿MemberExpression
1274¿Identifier¿¿1443¿v145¿¿¿¿¿Identifier
1275¿Identifier¿¿1443¿length¿¿¿{"start":{"line":155,"column":30},"end":{"line":155,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1276¿VariableDeclarator¿¿1443¿v147¿¿¿{"start":{"line":155,"column":6},"end":{"line":155,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1277¿LogicalExpression¿&&¿1443¿¿¿¿{"start":{"line":155,"column":6},"end":{"line":155,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿LogicalExpression
1278¿Identifier¿¿1443¿v144¿¿¿¿¿Identifier
1279¿Identifier¿¿1443¿v146¿¿¿¿¿Identifier
1280¿IfStatement¿¿1443¿¿¿¿{"start":{"line":155,"column":2},"end":{"line":167,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿IfStatement
1281¿Identifier¿¿1443¿v147¿¿¿¿¿Identifier
1282¿VariableDeclarator¿¿1443¿functions¿¿¿{"start":{"line":156,"column":10},"end":{"line":156,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1283¿ArrayExpression¿¿1443¿¿¿¿{"start":{"line":156,"column":22},"end":{"line":156,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿ArrayExpression
1284¿VariableDeclarator¿¿1443¿references¿¿¿{"start":{"line":157,"column":10},"end":{"line":157,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1285¿ArrayExpression¿¿1443¿¿¿¿{"start":{"line":157,"column":23},"end":{"line":157,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿ArrayExpression
1286¿VariableDeclarator¿¿1443¿v148¿¿¿{"start":{"line":158,"column":4},"end":{"line":158,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1287¿MemberExpression¿¿1443¿¿¿¿{"start":{"line":158,"column":4},"end":{"line":158,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿MemberExpression
1288¿Identifier¿¿1443¿state¿¿¿{"start":{"line":158,"column":4},"end":{"line":158,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1289¿Identifier¿¿1443¿context¿¿¿{"start":{"line":158,"column":10},"end":{"line":158,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1290¿VariableDeclarator¿¿1443¿v158¿¿¿{"start":{"line":159,"column":15},"end":{"line":165,"column":7},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1291¿ArrowFunctionExpression¿¿1443¿¿¿¿{"start":{"line":159,"column":15},"end":{"line":165,"column":7},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿ArrowFunctionExpression
1292¿Identifier¿¿0¿value¿¿¿{"start":{"line":159,"column":16},"end":{"line":159,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1293¿Identifier¿¿0¿i¿¿¿{"start":{"line":159,"column":23},"end":{"line":159,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1294¿VariableDeclarator¿¿1449¿v149¿¿¿{"start":{"line":160,"column":12},"end":{"line":160,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1295¿UnaryExpression¿typeof¿1449¿¿¿¿{"start":{"line":160,"column":12},"end":{"line":160,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿UnaryExpression
1296¿Identifier¿¿1449¿value¿¿¿{"start":{"line":160,"column":19},"end":{"line":160,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1297¿VariableDeclarator¿¿1449¿v150¿¿¿{"start":{"line":160,"column":12},"end":{"line":160,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1298¿BinaryExpression¿===¿1449¿¿¿¿{"start":{"line":160,"column":12},"end":{"line":160,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿BinaryExpression
1299¿Identifier¿¿1449¿v149¿¿¿¿¿Identifier
1300¿Literal¿string¿1449¿¿'number'¿¿{"start":{"line":160,"column":29},"end":{"line":160,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Literal
1301¿IfStatement¿¿1449¿¿¿¿{"start":{"line":160,"column":8},"end":{"line":163,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿IfStatement
1302¿Identifier¿¿1449¿v150¿¿¿¿¿Identifier
1303¿VariableDeclarator¿¿1449¿v151¿¿¿{"start":{"line":161,"column":29},"end":{"line":161,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1304¿BinaryExpression¿+¿1449¿¿¿¿{"start":{"line":161,"column":29},"end":{"line":161,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿BinaryExpression
1305¿Identifier¿¿1449¿i¿¿¿{"start":{"line":161,"column":29},"end":{"line":161,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1306¿Literal¿number¿1449¿¿1¿¿{"start":{"line":161,"column":33},"end":{"line":161,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Literal
1307¿VariableDeclarator¿¿1449¿v152¿¿¿{"start":{"line":161,"column":39},"end":{"line":161,"column":48},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1308¿BinaryExpression¿+¿1449¿¿¿¿{"start":{"line":161,"column":39},"end":{"line":161,"column":48},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿BinaryExpression
1309¿Identifier¿¿1449¿value¿¿¿{"start":{"line":161,"column":39},"end":{"line":161,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1310¿Literal¿number¿1449¿¿1¿¿{"start":{"line":161,"column":47},"end":{"line":161,"column":48},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Literal
1311¿VariableDeclarator¿¿1449¿v153¿¿¿{"start":{"line":161,"column":26},"end":{"line":161,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1312¿TemplateLiteral¿¿1449¿¿¿¿{"start":{"line":161,"column":26},"end":{"line":161,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿TemplateLiteral
1313¿Identifier¿¿1449¿v151¿¿¿¿¿Identifier
1314¿Identifier¿¿1449¿v152¿¿¿¿¿Identifier
1315¿VariableDeclarator¿¿1449¿v154¿¿¿{"start":{"line":161,"column":10},"end":{"line":161,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1316¿CallExpression¿¿1449¿¿¿¿{"start":{"line":161,"column":10},"end":{"line":161,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿CallExpression
1317¿MemberExpression¿¿1449¿¿¿¿{"start":{"line":161,"column":10},"end":{"line":161,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿MemberExpression
1318¿Identifier¿¿1449¿references¿¿¿{"start":{"line":161,"column":10},"end":{"line":161,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1319¿Identifier¿¿1449¿push¿¿¿{"start":{"line":161,"column":21},"end":{"line":161,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1320¿Identifier¿¿1449¿v153¿¿¿¿¿Identifier
1321¿ExpressionStatement¿¿1449¿¿¿¿{"start":{"line":161,"column":10},"end":{"line":161,"column":52},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿ExpressionStatement
1322¿Identifier¿¿1449¿v154¿¿¿¿¿Identifier
1323¿ReturnStatement¿¿1449¿¿¿¿{"start":{"line":162,"column":10},"end":{"line":162,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿ReturnStatement
1324¿BlockStatement¿¿1449¿¿¿¿{"start":{"line":160,"column":39},"end":{"line":163,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿BlockStatement
1325¿VariableDeclarator¿¿1449¿v155¿¿¿{"start":{"line":164,"column":26},"end":{"line":164,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1326¿BinaryExpression¿+¿1449¿¿¿¿{"start":{"line":164,"column":26},"end":{"line":164,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿BinaryExpression
1327¿Identifier¿¿1449¿i¿¿¿{"start":{"line":164,"column":26},"end":{"line":164,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1328¿Literal¿number¿1449¿¿1¿¿{"start":{"line":164,"column":30},"end":{"line":164,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Literal
1329¿VariableDeclarator¿¿1449¿v156¿¿¿{"start":{"line":164,"column":23},"end":{"line":164,"column":42},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1330¿TemplateLiteral¿¿1449¿¿¿¿{"start":{"line":164,"column":23},"end":{"line":164,"column":42},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿TemplateLiteral
1331¿Identifier¿¿1449¿v155¿¿¿¿¿Identifier
1332¿Identifier¿¿1449¿value¿¿¿{"start":{"line":164,"column":35},"end":{"line":164,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1333¿VariableDeclarator¿¿1449¿v157¿¿¿{"start":{"line":164,"column":8},"end":{"line":164,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1334¿CallExpression¿¿1449¿¿¿¿{"start":{"line":164,"column":8},"end":{"line":164,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿CallExpression
1335¿MemberExpression¿¿1449¿¿¿¿{"start":{"line":164,"column":8},"end":{"line":164,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿MemberExpression
1336¿Identifier¿¿1449¿functions¿¿¿{"start":{"line":164,"column":8},"end":{"line":164,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1337¿Identifier¿¿1449¿push¿¿¿{"start":{"line":164,"column":18},"end":{"line":164,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1338¿Identifier¿¿1449¿v156¿¿¿¿¿Identifier
1339¿ExpressionStatement¿¿1449¿¿¿¿{"start":{"line":164,"column":8},"end":{"line":164,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿ExpressionStatement
1340¿Identifier¿¿1449¿v157¿¿¿¿¿Identifier
1341¿BlockStatement¿¿1449¿¿¿¿{"start":{"line":159,"column":29},"end":{"line":165,"column":7},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿BlockStatement
1342¿VariableDeclarator¿¿1443¿v159¿¿¿{"start":{"line":158,"column":4},"end":{"line":165,"column":8},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1343¿CallExpression¿¿1443¿¿¿¿{"start":{"line":158,"column":4},"end":{"line":165,"column":8},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿CallExpression
1344¿MemberExpression¿¿1443¿¿¿¿{"start":{"line":158,"column":4},"end":{"line":159,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿MemberExpression
1345¿Identifier¿¿1443¿v148¿¿¿¿¿Identifier
1346¿Identifier¿¿1443¿forEach¿¿¿{"start":{"line":159,"column":7},"end":{"line":159,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1347¿Identifier¿¿1443¿v158¿¿¿¿¿Identifier
1348¿ExpressionStatement¿¿1443¿¿¿¿{"start":{"line":158,"column":4},"end":{"line":165,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿ExpressionStatement
1349¿Identifier¿¿1443¿v159¿¿¿¿¿Identifier
1350¿VariableDeclarator¿¿1443¿v160¿¿¿{"start":{"line":166,"column":31},"end":{"line":166,"column":59},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1351¿CallExpression¿¿1443¿¿¿¿{"start":{"line":166,"column":31},"end":{"line":166,"column":59},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿CallExpression
1352¿MemberExpression¿¿1443¿¿¿¿{"start":{"line":166,"column":31},"end":{"line":166,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿MemberExpression
1353¿Identifier¿¿1443¿functions¿¿¿{"start":{"line":166,"column":31},"end":{"line":166,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1354¿Identifier¿¿1443¿concat¿¿¿{"start":{"line":166,"column":41},"end":{"line":166,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1355¿Identifier¿¿1443¿references¿¿¿{"start":{"line":166,"column":48},"end":{"line":166,"column":58},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1356¿VariableDeclarator¿¿1443¿v161¿¿¿{"start":{"line":166,"column":31},"end":{"line":166,"column":70},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1357¿CallExpression¿¿1443¿¿¿¿{"start":{"line":166,"column":31},"end":{"line":166,"column":70},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿CallExpression
1358¿MemberExpression¿¿1443¿¿¿¿{"start":{"line":166,"column":31},"end":{"line":166,"column":64},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿MemberExpression
1359¿Identifier¿¿1443¿v160¿¿¿¿¿Identifier
1360¿Identifier¿¿1443¿join¿¿¿{"start":{"line":166,"column":60},"end":{"line":166,"column":64},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1361¿Literal¿string¿1443¿¿',f'¿¿{"start":{"line":166,"column":65},"end":{"line":166,"column":69},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Literal
1362¿ExpressionStatement¿¿1443¿¿¿¿{"start":{"line":166,"column":4},"end":{"line":166,"column":74},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿ExpressionStatement
1363¿AssignmentExpression¿=¿1443¿¿¿¿{"start":{"line":166,"column":4},"end":{"line":166,"column":73},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿AssignmentExpression
1364¿Identifier¿¿1443¿dynamicFunctions¿¿¿{"start":{"line":166,"column":4},"end":{"line":166,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1365¿TemplateLiteral¿¿1443¿¿¿¿{"start":{"line":166,"column":23},"end":{"line":166,"column":73},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿TemplateLiteral
1366¿Identifier¿¿1443¿v161¿¿¿¿¿Identifier
1367¿BlockStatement¿¿1443¿¿¿¿{"start":{"line":155,"column":38},"end":{"line":167,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿BlockStatement
1368¿VariableDeclarator¿¿1443¿v162¿¿¿{"start":{"line":173,"column":8},"end":{"line":173,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1369¿MemberExpression¿¿1443¿¿¿¿{"start":{"line":173,"column":8},"end":{"line":173,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿MemberExpression
1370¿Identifier¿¿1443¿tpl¿¿¿{"start":{"line":173,"column":8},"end":{"line":173,"column":11},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1371¿Identifier¿¿1443¿lines¿¿¿{"start":{"line":173,"column":12},"end":{"line":173,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1372¿VariableDeclarator¿¿1443¿v163¿¿¿{"start":{"line":173,"column":8},"end":{"line":173,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1373¿CallExpression¿¿1443¿¿¿¿{"start":{"line":173,"column":8},"end":{"line":173,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿CallExpression
1374¿MemberExpression¿¿1443¿¿¿¿{"start":{"line":173,"column":8},"end":{"line":173,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿MemberExpression
1375¿Identifier¿¿1443¿v162¿¿¿¿¿Identifier
1376¿Identifier¿¿1443¿join¿¿¿{"start":{"line":173,"column":18},"end":{"line":173,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1377¿Literal¿string¿1443¿¿'\n'¿¿{"start":{"line":173,"column":23},"end":{"line":173,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Literal
1378¿VariableDeclarator¿¿1443¿source¿¿¿{"start":{"line":169,"column":8},"end":{"line":176,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1379¿TemplateLiteral¿¿1443¿¿¿¿{"start":{"line":169,"column":17},"end":{"line":176,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿TemplateLiteral
1380¿Identifier¿¿1443¿dynamicFunctions¿¿¿{"start":{"line":169,"column":20},"end":{"line":169,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1381¿Identifier¿¿1443¿dynamicVariables¿¿¿{"start":{"line":172,"column":8},"end":{"line":172,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1382¿Identifier¿¿1443¿v163¿¿¿¿¿Identifier
1383¿Identifier¿¿1443¿errors¿¿¿{"start":{"line":174,"column":8},"end":{"line":174,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1384¿ReturnStatement¿¿1443¿¿¿¿{"start":{"line":178,"column":2},"end":{"line":178,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿ReturnStatement
1385¿Identifier¿¿1443¿source¿¿¿{"start":{"line":178,"column":9},"end":{"line":178,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1386¿BlockStatement¿¿1443¿¿¿¿{"start":{"line":133,"column":56},"end":{"line":179,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿BlockStatement
1387¿VariableDeclarator¿¿1413¿v164¿¿¿{"start":{"line":181,"column":17},"end":{"line":185,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1388¿ObjectExpression¿¿1413¿¿¿¿¿¿ObjectExpression
1389¿ExpressionStatement¿¿1413¿¿¿¿{"start":{"line":181,"column":17},"end":{"line":185,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿ExpressionStatement
1390¿AssignmentExpression¿=¿1413¿¿¿¿{"start":{"line":181,"column":17},"end":{"line":185,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿AssignmentExpression
1391¿MemberExpression¿¿1413¿¿¿¿{"start":{"line":181,"column":17},"end":{"line":185,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿MemberExpression
1392¿Identifier¿¿1413¿v164¿¿¿¿¿Identifier
1393¿Identifier¿¿1413¿body¿¿¿{"start":{"line":182,"column":2},"end":{"line":182,"column":6},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1394¿Identifier¿¿1413¿body¿¿¿{"start":{"line":182,"column":2},"end":{"line":182,"column":6},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1395¿ExpressionStatement¿¿1413¿¿¿¿{"start":{"line":181,"column":17},"end":{"line":185,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿ExpressionStatement
1396¿AssignmentExpression¿=¿1413¿¿¿¿{"start":{"line":181,"column":17},"end":{"line":185,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿AssignmentExpression
1397¿MemberExpression¿¿1413¿¿¿¿{"start":{"line":181,"column":17},"end":{"line":185,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿MemberExpression
1398¿Identifier¿¿1413¿v164¿¿¿¿¿Identifier
1399¿Identifier¿¿1413¿restore¿¿¿{"start":{"line":183,"column":2},"end":{"line":183,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1400¿Identifier¿¿1413¿restore¿¿¿{"start":{"line":183,"column":2},"end":{"line":183,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1401¿ExpressionStatement¿¿1413¿¿¿¿{"start":{"line":181,"column":17},"end":{"line":185,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿ExpressionStatement
1402¿AssignmentExpression¿=¿1413¿¿¿¿{"start":{"line":181,"column":17},"end":{"line":185,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿AssignmentExpression
1403¿MemberExpression¿¿1413¿¿¿¿{"start":{"line":181,"column":17},"end":{"line":185,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿MemberExpression
1404¿Identifier¿¿1413¿v164¿¿¿¿¿Identifier
1405¿Identifier¿¿1413¿template¿¿¿{"start":{"line":184,"column":2},"end":{"line":184,"column":10},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
