Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
688¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":132,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Program
1088¿CallExpression¿¿1227¿¿¿¿{"start":{"line":112,"column":24},"end":{"line":112,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿CallExpression
1089¿MemberExpression¿¿1227¿¿¿¿{"start":{"line":112,"column":24},"end":{"line":112,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
1090¿Identifier¿¿1227¿v106¿¿¿¿¿Identifier
1091¿Identifier¿¿1227¿join¿¿¿{"start":{"line":112,"column":42},"end":{"line":112,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1092¿Literal¿string¿1227¿¿'.'¿¿{"start":{"line":112,"column":47},"end":{"line":112,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Literal
1093¿VariableDeclarator¿¿1227¿v108¿¿¿{"start":{"line":112,"column":53},"end":{"line":112,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
1094¿MemberExpression¿computed¿1227¿¿¿¿{"start":{"line":112,"column":53},"end":{"line":112,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
1095¿Identifier¿¿1227¿val¿¿¿{"start":{"line":112,"column":53},"end":{"line":112,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1096¿Identifier¿¿1227¿nested¿¿¿{"start":{"line":112,"column":57},"end":{"line":112,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1097¿VariableDeclarator¿¿1227¿v109¿¿¿{"start":{"line":112,"column":13},"end":{"line":112,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
1098¿CallExpression¿¿1227¿¿¿¿{"start":{"line":112,"column":13},"end":{"line":112,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿CallExpression
1099¿MemberExpression¿¿1227¿¿¿¿{"start":{"line":112,"column":13},"end":{"line":112,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
1100¿Identifier¿¿1227¿self¿¿¿{"start":{"line":112,"column":13},"end":{"line":112,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1101¿Identifier¿¿1227¿merge¿¿¿{"start":{"line":112,"column":18},"end":{"line":112,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1102¿Identifier¿¿1227¿v107¿¿¿¿¿Identifier
1103¿Identifier¿¿1227¿v108¿¿¿¿¿Identifier
1104¿ReturnStatement¿¿1227¿¿¿¿{"start":{"line":112,"column":6},"end":{"line":112,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ReturnStatement
1105¿Identifier¿¿1227¿v109¿¿¿¿¿Identifier
1106¿BlockStatement¿¿1227¿¿¿¿{"start":{"line":111,"column":52},"end":{"line":113,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿BlockStatement
1107¿VariableDeclarator¿¿1221¿v111¿¿¿{"start":{"line":111,"column":11},"end":{"line":113,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
1108¿CallExpression¿¿1221¿¿¿¿{"start":{"line":111,"column":11},"end":{"line":113,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿CallExpression
1109¿MemberExpression¿¿1221¿¿¿¿{"start":{"line":111,"column":11},"end":{"line":111,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
1110¿Identifier¿¿1221¿v105¿¿¿¿¿Identifier
1111¿Identifier¿¿1221¿every¿¿¿{"start":{"line":111,"column":28},"end":{"line":111,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1112¿Identifier¿¿1221¿v110¿¿¿¿¿Identifier
1113¿ReturnStatement¿¿1221¿¿¿¿{"start":{"line":111,"column":4},"end":{"line":113,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ReturnStatement
1114¿Identifier¿¿1221¿v111¿¿¿¿¿Identifier
1115¿BlockStatement¿¿1221¿¿¿¿{"start":{"line":78,"column":29},"end":{"line":114,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿BlockStatement
1116¿VariableDeclarator¿¿1203¿v114¿¿¿{"start":{"line":119,"column":9},"end":{"line":121,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
1117¿FunctionExpression¿¿1203¿anon¿¿¿{"start":{"line":119,"column":9},"end":{"line":121,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿FunctionExpression
1118¿VariableDeclarator¿¿1229¿v113¿¿¿{"start":{"line":120,"column":17},"end":{"line":120,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
1119¿ObjectExpression¿¿1229¿¿¿¿¿¿ObjectExpression
1120¿ExpressionStatement¿¿1229¿¿¿¿{"start":{"line":120,"column":4},"end":{"line":120,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ExpressionStatement
1121¿AssignmentExpression¿=¿1229¿¿¿¿{"start":{"line":120,"column":4},"end":{"line":120,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿AssignmentExpression
1122¿MemberExpression¿¿1229¿¿¿¿{"start":{"line":120,"column":4},"end":{"line":120,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
1123¿ThisExpression¿¿1229¿¿¿¿{"start":{"line":120,"column":4},"end":{"line":120,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ThisExpression
1124¿Identifier¿¿1229¿store¿¿¿{"start":{"line":120,"column":9},"end":{"line":120,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1125¿Identifier¿¿1229¿v113¿¿¿¿¿Identifier
1126¿BlockStatement¿¿1229¿¿¿¿{"start":{"line":119,"column":21},"end":{"line":121,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿BlockStatement
1127¿VariableDeclarator¿¿1203¿v117¿¿¿{"start":{"line":123,"column":9},"end":{"line":125,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
1128¿FunctionExpression¿¿1203¿anon¿¿¿{"start":{"line":123,"column":9},"end":{"line":125,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿FunctionExpression
1129¿VariableDeclarator¿¿1231¿v115¿¿¿{"start":{"line":124,"column":16},"end":{"line":124,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
1130¿MemberExpression¿¿1231¿¿¿¿{"start":{"line":124,"column":16},"end":{"line":124,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
1131¿ThisExpression¿¿1231¿¿¿¿{"start":{"line":124,"column":16},"end":{"line":124,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ThisExpression
1132¿Identifier¿¿1231¿store¿¿¿{"start":{"line":124,"column":21},"end":{"line":124,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1133¿VariableDeclarator¿¿1231¿v116¿¿¿{"start":{"line":124,"column":4},"end":{"line":124,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
1134¿CallExpression¿¿1231¿¿¿¿{"start":{"line":124,"column":4},"end":{"line":124,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿CallExpression
1135¿MemberExpression¿¿1231¿¿¿¿{"start":{"line":124,"column":4},"end":{"line":124,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
1136¿Identifier¿¿1231¿console¿¿¿{"start":{"line":124,"column":4},"end":{"line":124,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1137¿Identifier¿¿1231¿dir¿¿¿{"start":{"line":124,"column":12},"end":{"line":124,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1138¿Identifier¿¿1231¿v115¿¿¿¿¿Identifier
1139¿ExpressionStatement¿¿1231¿¿¿¿{"start":{"line":124,"column":4},"end":{"line":124,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ExpressionStatement
1140¿Identifier¿¿1231¿v116¿¿¿¿¿Identifier
1141¿BlockStatement¿¿1231¿¿¿¿{"start":{"line":123,"column":21},"end":{"line":125,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿BlockStatement
1142¿VariableDeclarator¿¿1203¿v119¿¿¿{"start":{"line":127,"column":8},"end":{"line":129,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
1143¿FunctionExpression¿¿1203¿anon¿¿¿{"start":{"line":127,"column":8},"end":{"line":129,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿FunctionExpression
1144¿VariableDeclarator¿¿1233¿v118¿¿¿{"start":{"line":128,"column":11},"end":{"line":128,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
1145¿CallExpression¿¿1233¿¿¿¿{"start":{"line":128,"column":11},"end":{"line":128,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿CallExpression
1146¿MemberExpression¿¿1233¿¿¿¿{"start":{"line":128,"column":11},"end":{"line":128,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
1147¿Identifier¿¿1233¿Promise¿¿¿{"start":{"line":128,"column":11},"end":{"line":128,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1148¿Identifier¿¿1233¿resolve¿¿¿{"start":{"line":128,"column":19},"end":{"line":128,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1149¿ReturnStatement¿¿1233¿¿¿¿{"start":{"line":128,"column":4},"end":{"line":128,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ReturnStatement
1150¿Identifier¿¿1233¿v118¿¿¿¿¿Identifier
1151¿BlockStatement¿¿1233¿¿¿¿{"start":{"line":127,"column":20},"end":{"line":129,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿BlockStatement
1152¿VariableDeclarator¿¿1203¿v120¿¿¿{"start":{"line":18,"column":18},"end":{"line":130,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
1153¿ObjectExpression¿¿1203¿¿¿¿¿¿ObjectExpression
1154¿ExpressionStatement¿¿1203¿¿¿¿{"start":{"line":18,"column":18},"end":{"line":130,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ExpressionStatement
1155¿AssignmentExpression¿=¿1203¿¿¿¿{"start":{"line":18,"column":18},"end":{"line":130,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿AssignmentExpression
1156¿MemberExpression¿¿1203¿¿¿¿{"start":{"line":18,"column":18},"end":{"line":130,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
1157¿Identifier¿¿1203¿v120¿¿¿¿¿Identifier
1158¿Identifier¿¿1203¿get¿¿¿{"start":{"line":25,"column":2},"end":{"line":25,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1159¿Identifier¿¿1203¿v69¿¿¿¿¿Identifier
1160¿ExpressionStatement¿¿1203¿¿¿¿{"start":{"line":18,"column":18},"end":{"line":130,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ExpressionStatement
1161¿AssignmentExpression¿=¿1203¿¿¿¿{"start":{"line":18,"column":18},"end":{"line":130,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿AssignmentExpression
1162¿MemberExpression¿¿1203¿¿¿¿{"start":{"line":18,"column":18},"end":{"line":130,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
1163¿Identifier¿¿1203¿v120¿¿¿¿¿Identifier
1164¿Identifier¿¿1203¿set¿¿¿{"start":{"line":46,"column":2},"end":{"line":46,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1165¿Identifier¿¿1203¿v86¿¿¿¿¿Identifier
1166¿ExpressionStatement¿¿1203¿¿¿¿{"start":{"line":18,"column":18},"end":{"line":130,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ExpressionStatement
1167¿AssignmentExpression¿=¿1203¿¿¿¿{"start":{"line":18,"column":18},"end":{"line":130,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿AssignmentExpression
1168¿MemberExpression¿¿1203¿¿¿¿{"start":{"line":18,"column":18},"end":{"line":130,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
1169¿Identifier¿¿1203¿v120¿¿¿¿¿Identifier
1170¿Identifier¿¿1203¿merge¿¿¿{"start":{"line":78,"column":2},"end":{"line":78,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1171¿Identifier¿¿1203¿v112¿¿¿¿¿Identifier
1172¿ExpressionStatement¿¿1203¿¿¿¿{"start":{"line":18,"column":18},"end":{"line":130,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ExpressionStatement
1173¿AssignmentExpression¿=¿1203¿¿¿¿{"start":{"line":18,"column":18},"end":{"line":130,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿AssignmentExpression
1174¿MemberExpression¿¿1203¿¿¿¿{"start":{"line":18,"column":18},"end":{"line":130,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
1175¿Identifier¿¿1203¿v120¿¿¿¿¿Identifier
1176¿Identifier¿¿1203¿clear¿¿¿{"start":{"line":119,"column":2},"end":{"line":119,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1177¿Identifier¿¿1203¿v114¿¿¿¿¿Identifier
1178¿ExpressionStatement¿¿1203¿¿¿¿{"start":{"line":18,"column":18},"end":{"line":130,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ExpressionStatement
1179¿AssignmentExpression¿=¿1203¿¿¿¿{"start":{"line":18,"column":18},"end":{"line":130,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿AssignmentExpression
1180¿MemberExpression¿¿1203¿¿¿¿{"start":{"line":18,"column":18},"end":{"line":130,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
1181¿Identifier¿¿1203¿v120¿¿¿¿¿Identifier
1182¿Identifier¿¿1203¿print¿¿¿{"start":{"line":123,"column":2},"end":{"line":123,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1183¿Identifier¿¿1203¿v117¿¿¿¿¿Identifier
1184¿ExpressionStatement¿¿1203¿¿¿¿{"start":{"line":18,"column":18},"end":{"line":130,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ExpressionStatement
1185¿AssignmentExpression¿=¿1203¿¿¿¿{"start":{"line":18,"column":18},"end":{"line":130,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿AssignmentExpression
1186¿MemberExpression¿¿1203¿¿¿¿{"start":{"line":18,"column":18},"end":{"line":130,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
1187¿Identifier¿¿1203¿v120¿¿¿¿¿Identifier
1188¿Identifier¿¿1203¿save¿¿¿{"start":{"line":127,"column":2},"end":{"line":127,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1189¿Identifier¿¿1203¿v119¿¿¿¿¿Identifier
1190¿ExpressionStatement¿¿1203¿¿¿¿{"start":{"line":18,"column":0},"end":{"line":130,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ExpressionStatement
1191¿AssignmentExpression¿=¿1203¿¿¿¿{"start":{"line":18,"column":0},"end":{"line":130,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿AssignmentExpression
1192¿MemberExpression¿¿1203¿¿¿¿{"start":{"line":18,"column":0},"end":{"line":18,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
1193¿Identifier¿¿1203¿Store¿¿¿{"start":{"line":18,"column":0},"end":{"line":18,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1194¿Identifier¿¿1203¿prototype¿¿¿{"start":{"line":18,"column":6},"end":{"line":18,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1195¿Identifier¿¿1203¿v120¿¿¿¿¿Identifier
1196¿ExpressionStatement¿¿1203¿¿¿¿{"start":{"line":132,"column":0},"end":{"line":132,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ExpressionStatement
1197¿AssignmentExpression¿=¿1203¿¿¿¿{"start":{"line":132,"column":0},"end":{"line":132,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿AssignmentExpression
1198¿MemberExpression¿¿1203¿¿¿¿{"start":{"line":132,"column":0},"end":{"line":132,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
1199¿Identifier¿¿1203¿module¿¿¿{"start":{"line":132,"column":0},"end":{"line":132,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1200¿Identifier¿¿1203¿exports¿¿¿{"start":{"line":132,"column":7},"end":{"line":132,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1201¿NewExpression¿¿1203¿¿¿¿{"start":{"line":132,"column":17},"end":{"line":132,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿NewExpression
1202¿Identifier¿¿1203¿Store¿¿¿{"start":{"line":132,"column":21},"end":{"line":132,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
1203¿CFG_F_START¿¿1203¿__main__¿¿¿¿¿CFG_F_START
1204¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1205¿CFG_F_START¿¿1205¿692_anon¿¿¿¿¿CFG_F_START
1206¿CFG_F_END¿¿0¿692_anon¿¿¿¿¿CFG_F_END
1207¿CFG_IF_END¿¿0¿697¿¿¿¿¿CFG_IF_END
1208¿CFG_F_START¿¿1208¿715_anon¿¿¿¿¿CFG_F_START
1209¿CFG_F_END¿¿0¿715_anon¿¿¿¿¿CFG_F_END
1210¿CFG_F_START¿¿1210¿726_anon¿¿¿¿¿CFG_F_START
1211¿CFG_F_END¿¿0¿726_anon¿¿¿¿¿CFG_F_END
1212¿CFG_IF_END¿¿0¿763¿¿¿¿¿CFG_IF_END
1213¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
1214¿CFG_F_START¿¿1214¿786_anon¿¿¿¿¿CFG_F_START
1215¿CFG_F_END¿¿0¿786_anon¿¿¿¿¿CFG_F_END
1216¿CFG_IF_END¿¿0¿793¿¿¿¿¿CFG_IF_END
1217¿CFG_IF_END¿¿0¿832¿¿¿¿¿CFG_IF_END
1218¿CFG_IF_END¿¿0¿816¿¿¿¿¿CFG_IF_END
1219¿CFG_IF_END¿¿0¿890¿¿¿¿¿CFG_IF_END
1220¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
1221¿CFG_F_START¿¿1221¿931_anon¿¿¿¿¿CFG_F_START
1222¿CFG_F_END¿¿0¿931_anon¿¿¿¿¿CFG_F_END
1223¿CFG_IF_END¿¿0¿959¿¿¿¿¿CFG_IF_END
1224¿CFG_IF_END¿¿0¿1007¿¿¿¿¿CFG_IF_END
1225¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
1226¿CFG_IF_END¿¿0¿1063¿¿¿¿¿CFG_IF_END
1227¿CFG_F_START¿¿1227¿1081_anon¿¿¿¿¿CFG_F_START
1228¿CFG_F_END¿¿0¿1081_anon¿¿¿¿¿CFG_F_END
1229¿CFG_F_START¿¿1229¿1117_anon¿¿¿¿¿CFG_F_START
1230¿CFG_F_END¿¿0¿1117_anon¿¿¿¿¿CFG_F_END
1231¿CFG_F_START¿¿1231¿1128_anon¿¿¿¿¿CFG_F_START
1232¿CFG_F_END¿¿0¿1128_anon¿¿¿¿¿CFG_F_END
1233¿CFG_F_START¿¿1233¿1143_anon¿¿¿¿¿CFG_F_START
1234¿CFG_F_END¿¿0¿1143_anon¿¿¿¿¿CFG_F_END
1235¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1236¿PDG_OBJECT¿¿0¿1205.this-o141¿¿¿¿¿PDG_OBJECT
1237¿PDG_OBJECT¿¿0¿1205.key-o142¿¿¿¿¿PDG_OBJECT
1238¿PDG_OBJECT¿¿0¿1203.getPath-o143¿¿¿¿¿PDG_OBJECT
1239¿PDG_OBJECT¿¿0¿1208.this-o144¿¿¿¿¿PDG_OBJECT
1240¿PDG_OBJECT¿¿0¿1203.Store-o145¿¿¿¿¿PDG_OBJECT
1241¿PDG_OBJECT¿¿0¿1210.this-o146¿¿¿¿¿PDG_OBJECT
1242¿PDG_OBJECT¿¿0¿1210.key-o147¿¿¿¿¿PDG_OBJECT
1243¿PDG_OBJECT¿¿0¿1203.v69-o148¿¿¿¿¿PDG_OBJECT
1244¿PDG_OBJECT¿¿0¿1214.this-o149¿¿¿¿¿PDG_OBJECT
1245¿PDG_OBJECT¿¿0¿1214.key-o150¿¿¿¿¿PDG_OBJECT
1246¿PDG_OBJECT¿¿0¿1214.val-o151¿¿¿¿¿PDG_OBJECT
1247¿PDG_OBJECT¿¿0¿1203.v86-o152¿¿¿¿¿PDG_OBJECT
1248¿PDG_OBJECT¿¿0¿1221.this-o153¿¿¿¿¿PDG_OBJECT
1249¿PDG_OBJECT¿¿0¿1221.key-o154¿¿¿¿¿PDG_OBJECT
1250¿PDG_OBJECT¿¿0¿1221.val-o155¿¿¿¿¿PDG_OBJECT
1251¿PDG_OBJECT¿¿0¿1203.v112-o156¿¿¿¿¿PDG_OBJECT
1252¿PDG_OBJECT¿¿0¿1229.this-o157¿¿¿¿¿PDG_OBJECT
1253¿PDG_OBJECT¿¿0¿1203.v114-o158¿¿¿¿¿PDG_OBJECT
1254¿PDG_OBJECT¿¿0¿1231.this-o159¿¿¿¿¿PDG_OBJECT
1255¿PDG_OBJECT¿¿0¿1203.v117-o160¿¿¿¿¿PDG_OBJECT
1256¿PDG_OBJECT¿¿0¿1233.this-o161¿¿¿¿¿PDG_OBJECT
1257¿PDG_OBJECT¿¿0¿1203.v119-o162¿¿¿¿¿PDG_OBJECT
1258¿PDG_OBJECT¿¿0¿1203.v120-o163¿¿¿¿¿PDG_OBJECT
1259¿PDG_OBJECT¿¿0¿1203.v120-o164¿¿¿¿¿PDG_OBJECT
1260¿PDG_OBJECT¿¿0¿1203.v120.get-o165¿¿¿¿¿PDG_OBJECT
1261¿PDG_OBJECT¿¿0¿1203.v120-o166¿¿¿¿¿PDG_OBJECT
1262¿PDG_OBJECT¿¿0¿1203.v120.set-o167¿¿¿¿¿PDG_OBJECT
1263¿PDG_OBJECT¿¿0¿1203.v120-o168¿¿¿¿¿PDG_OBJECT
1264¿PDG_OBJECT¿¿0¿1203.v120.merge-o169¿¿¿¿¿PDG_OBJECT
1265¿PDG_OBJECT¿¿0¿1203.v120-o170¿¿¿¿¿PDG_OBJECT
