Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
5133¿Program¿¿-1¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":769,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Program
8250¿VariableDeclarator¿¿9155¿missing_err_buf¿¿¿{"start":{"line":645,"column":14},"end":{"line":645,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
8251¿CallExpression¿¿9155¿¿¿¿{"start":{"line":645,"column":32},"end":{"line":645,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿CallExpression
8252¿Identifier¿¿9155¿fillErrorBuffer¿¿¿{"start":{"line":645,"column":32},"end":{"line":645,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8253¿Identifier¿¿9155¿v973¿¿¿¿¿Identifier
8254¿VariableDeclarator¿¿9155¿output_err_bufs¿¿¿{"start":{"line":647,"column":14},"end":{"line":647,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
8255¿ArrayExpression¿¿9155¿¿¿¿{"start":{"line":647,"column":32},"end":{"line":647,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿ArrayExpression
8256¿Identifier¿¿9155¿types_err_buf¿¿¿{"start":{"line":647,"column":33},"end":{"line":647,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8257¿Identifier¿¿9155¿missing_err_buf¿¿¿{"start":{"line":647,"column":48},"end":{"line":647,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8258¿VariableDeclarator¿¿9155¿v974¿¿¿{"start":{"line":649,"column":12},"end":{"line":649,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
8259¿MemberExpression¿¿9155¿¿¿¿{"start":{"line":649,"column":12},"end":{"line":649,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
8260¿Identifier¿¿9155¿options¿¿¿{"start":{"line":649,"column":12},"end":{"line":649,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8261¿Identifier¿¿9155¿allowed¿¿¿{"start":{"line":649,"column":20},"end":{"line":649,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8262¿VariableDeclarator¿¿9155¿v975¿¿¿{"start":{"line":649,"column":12},"end":{"line":649,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
8263¿BinaryExpression¿===¿9155¿¿¿¿{"start":{"line":649,"column":12},"end":{"line":649,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BinaryExpression
8264¿Identifier¿¿9155¿v974¿¿¿¿¿Identifier
8265¿Identifier¿¿9155¿ALLOWED_OPTION_WARN¿¿¿{"start":{"line":649,"column":32},"end":{"line":649,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8266¿VariableDeclarator¿¿9155¿v976¿¿¿{"start":{"line":649,"column":55},"end":{"line":649,"column":76},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
8267¿MemberExpression¿¿9155¿¿¿¿{"start":{"line":649,"column":55},"end":{"line":649,"column":76},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
8268¿Identifier¿¿9155¿params_err_buf¿¿¿{"start":{"line":649,"column":55},"end":{"line":649,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8269¿Identifier¿¿9155¿length¿¿¿{"start":{"line":649,"column":70},"end":{"line":649,"column":76},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8270¿VariableDeclarator¿¿9155¿v977¿¿¿{"start":{"line":649,"column":12},"end":{"line":649,"column":76},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
8271¿LogicalExpression¿&&¿9155¿¿¿¿{"start":{"line":649,"column":12},"end":{"line":649,"column":76},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿LogicalExpression
8272¿Identifier¿¿9155¿v975¿¿¿¿¿Identifier
8273¿Identifier¿¿9155¿v976¿¿¿¿¿Identifier
8274¿IfStatement¿¿9155¿¿¿¿{"start":{"line":649,"column":8},"end":{"line":660,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿IfStatement
8275¿Identifier¿¿9155¿v977¿¿¿¿¿Identifier
8276¿VariableDeclarator¿¿9155¿warning¿¿¿{"start":{"line":650,"column":14},"end":{"line":650,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
8277¿Literal¿string¿9155¿¿'Warning:'¿¿{"start":{"line":650,"column":24},"end":{"line":650,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Literal
8278¿VariableDeclarator¿¿9155¿v978¿¿¿{"start":{"line":651,"column":14},"end":{"line":651,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
8279¿MemberExpression¿¿9155¿¿¿¿{"start":{"line":651,"column":14},"end":{"line":651,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
8280¿Identifier¿¿9155¿process¿¿¿{"start":{"line":651,"column":14},"end":{"line":651,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8281¿Identifier¿¿9155¿stdout¿¿¿{"start":{"line":651,"column":22},"end":{"line":651,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8282¿VariableDeclarator¿¿9155¿v979¿¿¿{"start":{"line":651,"column":14},"end":{"line":651,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
8283¿MemberExpression¿¿9155¿¿¿¿{"start":{"line":651,"column":14},"end":{"line":651,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
8284¿Identifier¿¿9155¿v978¿¿¿¿¿Identifier
8285¿Identifier¿¿9155¿isTTY¿¿¿{"start":{"line":651,"column":29},"end":{"line":651,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8286¿IfStatement¿¿9155¿¿¿¿{"start":{"line":651,"column":10},"end":{"line":656,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿IfStatement
8287¿Identifier¿¿9155¿v979¿¿¿¿¿Identifier
8288¿VariableDeclarator¿¿9155¿SET_BOLD_YELLOW_TEXT¿¿¿{"start":{"line":653,"column":18},"end":{"line":653,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
8289¿Literal¿string¿9155¿¿'\x1b[33;1m'¿¿{"start":{"line":653,"column":41},"end":{"line":653,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Literal
8290¿VariableDeclarator¿¿9155¿RESET_ALL_ATTRIBUTES¿¿¿{"start":{"line":654,"column":18},"end":{"line":654,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
8291¿Literal¿string¿9155¿¿'\x1b[0m'¿¿{"start":{"line":654,"column":41},"end":{"line":654,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Literal
8292¿VariableDeclarator¿¿9155¿v980¿¿¿{"start":{"line":655,"column":22},"end":{"line":655,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
8293¿BinaryExpression¿+¿9155¿¿¿¿{"start":{"line":655,"column":22},"end":{"line":655,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BinaryExpression
8294¿Identifier¿¿9155¿SET_BOLD_YELLOW_TEXT¿¿¿{"start":{"line":655,"column":22},"end":{"line":655,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8295¿Identifier¿¿9155¿warning¿¿¿{"start":{"line":655,"column":45},"end":{"line":655,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8296¿ExpressionStatement¿¿9155¿¿¿¿{"start":{"line":655,"column":12},"end":{"line":655,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿ExpressionStatement
8297¿AssignmentExpression¿=¿9155¿¿¿¿{"start":{"line":655,"column":12},"end":{"line":655,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿AssignmentExpression
8298¿Identifier¿¿9155¿warning¿¿¿{"start":{"line":655,"column":12},"end":{"line":655,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8299¿BinaryExpression¿+¿9155¿¿¿¿{"start":{"line":655,"column":22},"end":{"line":655,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BinaryExpression
8300¿Identifier¿¿9155¿v980¿¿¿¿¿Identifier
8301¿Identifier¿¿9155¿RESET_ALL_ATTRIBUTES¿¿¿{"start":{"line":655,"column":55},"end":{"line":655,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8302¿BlockStatement¿¿9155¿¿¿¿{"start":{"line":651,"column":36},"end":{"line":656,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BlockStatement
8303¿VariableDeclarator¿¿9155¿v981¿¿¿{"start":{"line":657,"column":26},"end":{"line":657,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
8304¿BinaryExpression¿+¿9155¿¿¿¿{"start":{"line":657,"column":26},"end":{"line":657,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BinaryExpression
8305¿Identifier¿¿9155¿warning¿¿¿{"start":{"line":657,"column":26},"end":{"line":657,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8306¿Literal¿string¿9155¿¿' '¿¿{"start":{"line":657,"column":36},"end":{"line":657,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Literal
8307¿VariableDeclarator¿¿9155¿v982¿¿¿{"start":{"line":657,"column":26},"end":{"line":657,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
8308¿BinaryExpression¿+¿9155¿¿¿¿{"start":{"line":657,"column":26},"end":{"line":657,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BinaryExpression
8309¿Identifier¿¿9155¿v981¿¿¿¿¿Identifier
8310¿Identifier¿¿9155¿params_err_buf¿¿¿{"start":{"line":657,"column":42},"end":{"line":657,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8311¿VariableDeclarator¿¿9155¿v983¿¿¿{"start":{"line":657,"column":10},"end":{"line":657,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
8312¿CallExpression¿¿9155¿¿¿¿{"start":{"line":657,"column":10},"end":{"line":657,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿CallExpression
8313¿Identifier¿¿9155¿output_function¿¿¿{"start":{"line":657,"column":10},"end":{"line":657,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8314¿Identifier¿¿9155¿v982¿¿¿¿¿Identifier
8315¿ExpressionStatement¿¿9155¿¿¿¿{"start":{"line":657,"column":10},"end":{"line":657,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿ExpressionStatement
8316¿Identifier¿¿9155¿v983¿¿¿¿¿Identifier
8317¿BlockStatement¿¿9155¿¿¿¿{"start":{"line":649,"column":78},"end":{"line":658,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BlockStatement
8318¿VariableDeclarator¿¿9155¿v984¿¿¿{"start":{"line":658,"column":19},"end":{"line":658,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
8319¿MemberExpression¿¿9155¿¿¿¿{"start":{"line":658,"column":19},"end":{"line":658,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
8320¿Identifier¿¿9155¿options¿¿¿{"start":{"line":658,"column":19},"end":{"line":658,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8321¿Identifier¿¿9155¿allowed¿¿¿{"start":{"line":658,"column":27},"end":{"line":658,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8322¿VariableDeclarator¿¿9155¿v985¿¿¿{"start":{"line":658,"column":19},"end":{"line":658,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
8323¿BinaryExpression¿===¿9155¿¿¿¿{"start":{"line":658,"column":19},"end":{"line":658,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BinaryExpression
8324¿Identifier¿¿9155¿v984¿¿¿¿¿Identifier
8325¿Identifier¿¿9155¿ALLOWED_OPTION_STRICT¿¿¿{"start":{"line":658,"column":39},"end":{"line":658,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8326¿IfStatement¿¿9155¿¿¿¿{"start":{"line":658,"column":15},"end":{"line":660,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿IfStatement
8327¿Identifier¿¿9155¿v985¿¿¿¿¿Identifier
8328¿VariableDeclarator¿¿9155¿v986¿¿¿{"start":{"line":659,"column":10},"end":{"line":659,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
8329¿CallExpression¿¿9155¿¿¿¿{"start":{"line":659,"column":10},"end":{"line":659,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿CallExpression
8330¿MemberExpression¿¿9155¿¿¿¿{"start":{"line":659,"column":10},"end":{"line":659,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
8331¿Identifier¿¿9155¿output_err_bufs¿¿¿{"start":{"line":659,"column":10},"end":{"line":659,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8332¿Identifier¿¿9155¿push¿¿¿{"start":{"line":659,"column":26},"end":{"line":659,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8333¿Identifier¿¿9155¿params_err_buf¿¿¿{"start":{"line":659,"column":31},"end":{"line":659,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8334¿ExpressionStatement¿¿9155¿¿¿¿{"start":{"line":659,"column":10},"end":{"line":659,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿ExpressionStatement
8335¿Identifier¿¿9155¿v986¿¿¿¿¿Identifier
8336¿BlockStatement¿¿9155¿¿¿¿{"start":{"line":658,"column":62},"end":{"line":660,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BlockStatement
8337¿BlockStatement¿¿9155¿¿¿¿¿¿BlockStatement
8338¿VariableDeclarator¿¿9155¿v988¿¿¿{"start":{"line":663,"column":18},"end":{"line":665,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
8339¿FunctionExpression¿¿9155¿anon¿¿¿{"start":{"line":663,"column":18},"end":{"line":665,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿FunctionExpression
8340¿Identifier¿¿0¿str¿¿¿{"start":{"line":663,"column":27},"end":{"line":663,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8341¿VariableDeclarator¿¿9168¿v987¿¿¿{"start":{"line":664,"column":19},"end":{"line":664,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
8342¿MemberExpression¿¿9168¿¿¿¿{"start":{"line":664,"column":19},"end":{"line":664,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
8343¿Identifier¿¿9168¿str¿¿¿{"start":{"line":664,"column":19},"end":{"line":664,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8344¿Identifier¿¿9168¿length¿¿¿{"start":{"line":664,"column":23},"end":{"line":664,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8345¿ReturnStatement¿¿9168¿¿¿¿{"start":{"line":664,"column":12},"end":{"line":664,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿ReturnStatement
8346¿Identifier¿¿9168¿v987¿¿¿¿¿Identifier
8347¿BlockStatement¿¿9168¿¿¿¿{"start":{"line":663,"column":32},"end":{"line":665,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BlockStatement
8348¿VariableDeclarator¿¿9155¿v989¿¿¿{"start":{"line":662,"column":23},"end":{"line":665,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
8349¿CallExpression¿¿9155¿¿¿¿{"start":{"line":662,"column":23},"end":{"line":665,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿CallExpression
8350¿MemberExpression¿¿9155¿¿¿¿{"start":{"line":662,"column":23},"end":{"line":663,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
8351¿Identifier¿¿9155¿output_err_bufs¿¿¿{"start":{"line":662,"column":23},"end":{"line":662,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8352¿Identifier¿¿9155¿filter¿¿¿{"start":{"line":663,"column":11},"end":{"line":663,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8353¿Identifier¿¿9155¿v988¿¿¿¿¿Identifier
8354¿VariableDeclarator¿¿9155¿output¿¿¿{"start":{"line":662,"column":14},"end":{"line":666,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
8355¿CallExpression¿¿9155¿¿¿¿{"start":{"line":662,"column":23},"end":{"line":666,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿CallExpression
8356¿MemberExpression¿¿9155¿¿¿¿{"start":{"line":662,"column":23},"end":{"line":666,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
8357¿Identifier¿¿9155¿v989¿¿¿¿¿Identifier
8358¿Identifier¿¿9155¿join¿¿¿{"start":{"line":666,"column":11},"end":{"line":666,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8359¿Literal¿string¿9155¿¿'\n'¿¿{"start":{"line":666,"column":16},"end":{"line":666,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Literal
8360¿VariableDeclarator¿¿9155¿v990¿¿¿{"start":{"line":668,"column":12},"end":{"line":668,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
8361¿MemberExpression¿¿9155¿¿¿¿{"start":{"line":668,"column":12},"end":{"line":668,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
8362¿Identifier¿¿9155¿output¿¿¿{"start":{"line":668,"column":12},"end":{"line":668,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8363¿Identifier¿¿9155¿length¿¿¿{"start":{"line":668,"column":19},"end":{"line":668,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8364¿IfStatement¿¿9155¿¿¿¿{"start":{"line":668,"column":8},"end":{"line":670,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿IfStatement
8365¿Identifier¿¿9155¿v990¿¿¿¿¿Identifier
8366¿VariableDeclarator¿¿9155¿v991¿¿¿{"start":{"line":669,"column":16},"end":{"line":669,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
8367¿NewExpression¿¿9155¿¿¿¿{"start":{"line":669,"column":16},"end":{"line":669,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿NewExpression
8368¿Identifier¿¿9155¿Error¿¿¿{"start":{"line":669,"column":20},"end":{"line":669,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8369¿Identifier¿¿9155¿output¿¿¿{"start":{"line":669,"column":26},"end":{"line":669,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8370¿ThrowStatement¿¿9155¿¿¿¿{"start":{"line":669,"column":10},"end":{"line":669,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿ThrowStatement
8371¿Identifier¿¿9155¿v991¿¿¿¿¿Identifier
8372¿BlockStatement¿¿9155¿¿¿¿{"start":{"line":668,"column":27},"end":{"line":670,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BlockStatement
8373¿BlockStatement¿¿9155¿¿¿¿{"start":{"line":617,"column":89},"end":{"line":672,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BlockStatement
8374¿ReturnStatement¿¿9155¿¿¿¿{"start":{"line":673,"column":6},"end":{"line":673,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿ReturnStatement
8375¿ThisExpression¿¿9155¿¿¿¿{"start":{"line":673,"column":13},"end":{"line":673,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿ThisExpression
8376¿BlockStatement¿¿9155¿¿¿¿{"start":{"line":604,"column":32},"end":{"line":674,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BlockStatement
8377¿VariableDeclarator¿¿9120¿rv¿¿¿{"start":{"line":458,"column":8},"end":{"line":675,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
8378¿ObjectExpression¿¿9120¿¿¿¿¿¿ObjectExpression
8379¿ExpressionStatement¿¿9120¿¿¿¿{"start":{"line":458,"column":8},"end":{"line":675,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿ExpressionStatement
8380¿AssignmentExpression¿=¿9120¿¿¿¿{"start":{"line":458,"column":8},"end":{"line":675,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿AssignmentExpression
8381¿MemberExpression¿¿9120¿¿¿¿{"start":{"line":458,"column":8},"end":{"line":675,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
8382¿Identifier¿¿9120¿rv¿¿¿{"start":{"line":458,"column":8},"end":{"line":458,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8383¿Identifier¿¿9120¿getArgs¿¿¿{"start":{"line":463,"column":4},"end":{"line":463,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8384¿Identifier¿¿9120¿v879¿¿¿¿¿Identifier
8385¿ExpressionStatement¿¿9120¿¿¿¿{"start":{"line":458,"column":8},"end":{"line":675,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿ExpressionStatement
8386¿AssignmentExpression¿=¿9120¿¿¿¿{"start":{"line":458,"column":8},"end":{"line":675,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿AssignmentExpression
8387¿MemberExpression¿¿9120¿¿¿¿{"start":{"line":458,"column":8},"end":{"line":675,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
8388¿Identifier¿¿9120¿rv¿¿¿{"start":{"line":458,"column":8},"end":{"line":458,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8389¿Identifier¿¿9120¿getEnv¿¿¿{"start":{"line":471,"column":4},"end":{"line":471,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8390¿Identifier¿¿9120¿v884¿¿¿¿¿Identifier
8391¿ExpressionStatement¿¿9120¿¿¿¿{"start":{"line":458,"column":8},"end":{"line":675,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿ExpressionStatement
8392¿AssignmentExpression¿=¿9120¿¿¿¿{"start":{"line":458,"column":8},"end":{"line":675,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿AssignmentExpression
8393¿MemberExpression¿¿9120¿¿¿¿{"start":{"line":458,"column":8},"end":{"line":675,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
8394¿Identifier¿¿9120¿rv¿¿¿{"start":{"line":458,"column":8},"end":{"line":458,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
8395¿Identifier¿¿9120¿getProperties¿¿¿{"start":{"line":478,"column":4},"end":{"line":478,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
