Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
913¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":149,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Program
1339¿MemberExpression¿¿1585¿¿¿¿{"start":{"line":95,"column":18},"end":{"line":95,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1340¿Identifier¿¿1585¿v133¿¿¿¿¿Identifier
1341¿Identifier¿¿1585¿split¿¿¿{"start":{"line":95,"column":26},"end":{"line":95,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1342¿Literal¿string¿1585¿¿'\n'¿¿{"start":{"line":95,"column":32},"end":{"line":95,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Literal
1343¿VariableDeclarator¿¿1585¿winRows¿¿¿{"start":{"line":95,"column":8},"end":{"line":95,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1344¿CallExpression¿¿1585¿¿¿¿{"start":{"line":95,"column":18},"end":{"line":95,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1345¿MemberExpression¿¿1585¿¿¿¿{"start":{"line":95,"column":18},"end":{"line":95,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1346¿Identifier¿¿1585¿v134¿¿¿¿¿Identifier
1347¿Identifier¿¿1585¿splice¿¿¿{"start":{"line":95,"column":38},"end":{"line":95,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1348¿Literal¿number¿1585¿¿1¿¿{"start":{"line":95,"column":45},"end":{"line":95,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Literal
1349¿VariableDeclarator¿¿1585¿v136¿¿¿{"start":{"line":96,"column":23},"end":{"line":98,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1350¿FunctionExpression¿¿1585¿anon¿¿¿{"start":{"line":96,"column":23},"end":{"line":98,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿FunctionExpression
1351¿Identifier¿¿0¿row¿¿¿{"start":{"line":96,"column":33},"end":{"line":96,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1352¿VariableDeclarator¿¿1590¿v135¿¿¿{"start":{"line":97,"column":13},"end":{"line":97,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1353¿CallExpression¿¿1590¿¿¿¿{"start":{"line":97,"column":13},"end":{"line":97,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1354¿Identifier¿¿1590¿parseWin32¿¿¿{"start":{"line":97,"column":13},"end":{"line":97,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1355¿Identifier¿¿1590¿row¿¿¿{"start":{"line":97,"column":24},"end":{"line":97,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1356¿Identifier¿¿1590¿servers¿¿¿{"start":{"line":97,"column":29},"end":{"line":97,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1357¿ReturnStatement¿¿1590¿¿¿¿{"start":{"line":97,"column":6},"end":{"line":97,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿ReturnStatement
1358¿Identifier¿¿1590¿v135¿¿¿¿¿Identifier
1359¿BlockStatement¿¿1590¿¿¿¿{"start":{"line":96,"column":38},"end":{"line":98,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1360¿VariableDeclarator¿¿1585¿v137¿¿¿{"start":{"line":96,"column":11},"end":{"line":98,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1361¿CallExpression¿¿1585¿¿¿¿{"start":{"line":96,"column":11},"end":{"line":98,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1362¿MemberExpression¿¿1585¿¿¿¿{"start":{"line":96,"column":11},"end":{"line":96,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1363¿Identifier¿¿1585¿winRows¿¿¿{"start":{"line":96,"column":11},"end":{"line":96,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1364¿Identifier¿¿1585¿map¿¿¿{"start":{"line":96,"column":19},"end":{"line":96,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1365¿Identifier¿¿1585¿v136¿¿¿¿¿Identifier
1366¿VariableDeclarator¿¿1585¿v138¿¿¿{"start":{"line":96,"column":11},"end":{"line":98,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1367¿CallExpression¿¿1585¿¿¿¿{"start":{"line":96,"column":11},"end":{"line":98,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1368¿MemberExpression¿¿1585¿¿¿¿{"start":{"line":96,"column":11},"end":{"line":98,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1369¿Identifier¿¿1585¿v137¿¿¿¿¿Identifier
1370¿Identifier¿¿1585¿filter¿¿¿{"start":{"line":98,"column":7},"end":{"line":98,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1371¿Identifier¿¿1585¿Boolean¿¿¿{"start":{"line":98,"column":14},"end":{"line":98,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1372¿ReturnStatement¿¿1585¿¿¿¿{"start":{"line":96,"column":4},"end":{"line":98,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿ReturnStatement
1373¿Identifier¿¿1585¿v138¿¿¿¿¿Identifier
1374¿BlockStatement¿¿1585¿¿¿¿{"start":{"line":94,"column":49},"end":{"line":99,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1375¿BlockStatement¿¿1585¿¿¿¿¿¿BlockStatement
1376¿VariableDeclarator¿¿1585¿v139¿¿¿{"start":{"line":101,"column":9},"end":{"line":101,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1377¿MemberExpression¿computed¿1585¿¿¿¿{"start":{"line":101,"column":9},"end":{"line":101,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1378¿Identifier¿¿1585¿data¿¿¿{"start":{"line":101,"column":9},"end":{"line":101,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1379¿Literal¿number¿1585¿¿0¿¿{"start":{"line":101,"column":14},"end":{"line":101,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Literal
1380¿VariableDeclarator¿¿1585¿v140¿¿¿{"start":{"line":101,"column":9},"end":{"line":102,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1381¿CallExpression¿¿1585¿¿¿¿{"start":{"line":101,"column":9},"end":{"line":102,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1382¿MemberExpression¿¿1585¿¿¿¿{"start":{"line":101,"column":9},"end":{"line":102,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1383¿Identifier¿¿1585¿v139¿¿¿¿¿Identifier
1384¿Identifier¿¿1585¿trim¿¿¿{"start":{"line":102,"column":5},"end":{"line":102,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1385¿VariableDeclarator¿¿1585¿v141¿¿¿{"start":{"line":101,"column":9},"end":{"line":103,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1386¿CallExpression¿¿1585¿¿¿¿{"start":{"line":101,"column":9},"end":{"line":103,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1387¿MemberExpression¿¿1585¿¿¿¿{"start":{"line":101,"column":9},"end":{"line":103,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1388¿Identifier¿¿1585¿v140¿¿¿¿¿Identifier
1389¿Identifier¿¿1585¿split¿¿¿{"start":{"line":103,"column":5},"end":{"line":103,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1390¿Literal¿string¿1585¿¿'\n'¿¿{"start":{"line":103,"column":11},"end":{"line":103,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Literal
1391¿VariableDeclarator¿¿1585¿v143¿¿¿{"start":{"line":104,"column":9},"end":{"line":106,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1392¿FunctionExpression¿¿1585¿anon¿¿¿{"start":{"line":104,"column":9},"end":{"line":106,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿FunctionExpression
1393¿Identifier¿¿0¿row¿¿¿{"start":{"line":104,"column":19},"end":{"line":104,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1394¿VariableDeclarator¿¿1594¿v142¿¿¿{"start":{"line":105,"column":13},"end":{"line":105,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1395¿CallExpression¿¿1594¿¿¿¿{"start":{"line":105,"column":13},"end":{"line":105,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1396¿Identifier¿¿1594¿parseRow¿¿¿{"start":{"line":105,"column":13},"end":{"line":105,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1397¿Identifier¿¿1594¿row¿¿¿{"start":{"line":105,"column":22},"end":{"line":105,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1398¿Identifier¿¿1594¿servers¿¿¿{"start":{"line":105,"column":27},"end":{"line":105,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1399¿ReturnStatement¿¿1594¿¿¿¿{"start":{"line":105,"column":6},"end":{"line":105,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿ReturnStatement
1400¿Identifier¿¿1594¿v142¿¿¿¿¿Identifier
1401¿BlockStatement¿¿1594¿¿¿¿{"start":{"line":104,"column":24},"end":{"line":106,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1402¿VariableDeclarator¿¿1585¿v144¿¿¿{"start":{"line":101,"column":9},"end":{"line":106,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1403¿CallExpression¿¿1585¿¿¿¿{"start":{"line":101,"column":9},"end":{"line":106,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1404¿MemberExpression¿¿1585¿¿¿¿{"start":{"line":101,"column":9},"end":{"line":104,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1405¿Identifier¿¿1585¿v141¿¿¿¿¿Identifier
1406¿Identifier¿¿1585¿map¿¿¿{"start":{"line":104,"column":5},"end":{"line":104,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1407¿Identifier¿¿1585¿v143¿¿¿¿¿Identifier
1408¿VariableDeclarator¿¿1585¿v145¿¿¿{"start":{"line":101,"column":9},"end":{"line":107,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1409¿CallExpression¿¿1585¿¿¿¿{"start":{"line":101,"column":9},"end":{"line":107,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1410¿MemberExpression¿¿1585¿¿¿¿{"start":{"line":101,"column":9},"end":{"line":107,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1411¿Identifier¿¿1585¿v144¿¿¿¿¿Identifier
1412¿Identifier¿¿1585¿filter¿¿¿{"start":{"line":107,"column":5},"end":{"line":107,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1413¿Identifier¿¿1585¿Boolean¿¿¿{"start":{"line":107,"column":12},"end":{"line":107,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1414¿ReturnStatement¿¿1585¿¿¿¿{"start":{"line":101,"column":2},"end":{"line":107,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿ReturnStatement
1415¿Identifier¿¿1585¿v145¿¿¿¿¿Identifier
1416¿BlockStatement¿¿1585¿¿¿¿{"start":{"line":84,"column":25},"end":{"line":108,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1417¿VariableDeclarator¿¿1564¿arpOne¿¿¿{"start":{"line":113,"column":0},"end":{"line":115,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1418¿FunctionExpression¿¿1564¿anon¿¿¿{"start":{"line":113,"column":0},"end":{"line":115,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿FunctionExpression
1419¿Identifier¿¿0¿address¿¿¿{"start":{"line":113,"column":17},"end":{"line":113,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1420¿VariableDeclarator¿¿1596¿v146¿¿¿{"start":{"line":114,"column":17},"end":{"line":114,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1421¿BinaryExpression¿+¿1596¿¿¿¿{"start":{"line":114,"column":17},"end":{"line":114,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿BinaryExpression
1422¿Literal¿string¿1596¿¿'arp -n '¿¿{"start":{"line":114,"column":17},"end":{"line":114,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Literal
1423¿Identifier¿¿1596¿address¿¿¿{"start":{"line":114,"column":29},"end":{"line":114,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1424¿VariableDeclarator¿¿1596¿v147¿¿¿{"start":{"line":114,"column":9},"end":{"line":114,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1425¿CallExpression¿¿1596¿¿¿¿{"start":{"line":114,"column":9},"end":{"line":114,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1426¿MemberExpression¿¿1596¿¿¿¿{"start":{"line":114,"column":9},"end":{"line":114,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1427¿Identifier¿¿1596¿cp¿¿¿{"start":{"line":114,"column":9},"end":{"line":114,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1428¿Identifier¿¿1596¿exec¿¿¿{"start":{"line":114,"column":12},"end":{"line":114,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1429¿Identifier¿¿1596¿v146¿¿¿¿¿Identifier
1430¿VariableDeclarator¿¿1596¿v148¿¿¿{"start":{"line":114,"column":9},"end":{"line":114,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1431¿CallExpression¿¿1596¿¿¿¿{"start":{"line":114,"column":9},"end":{"line":114,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1432¿MemberExpression¿¿1596¿¿¿¿{"start":{"line":114,"column":9},"end":{"line":114,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1433¿Identifier¿¿1596¿v147¿¿¿¿¿Identifier
1434¿Identifier¿¿1596¿then¿¿¿{"start":{"line":114,"column":38},"end":{"line":114,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1435¿Identifier¿¿1596¿parseOne¿¿¿{"start":{"line":114,"column":43},"end":{"line":114,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1436¿ReturnStatement¿¿1596¿¿¿¿{"start":{"line":114,"column":2},"end":{"line":114,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿ReturnStatement
1437¿Identifier¿¿1596¿v148¿¿¿¿¿Identifier
1438¿BlockStatement¿¿1596¿¿¿¿{"start":{"line":113,"column":26},"end":{"line":115,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1439¿VariableDeclarator¿¿1564¿parseOne¿¿¿{"start":{"line":120,"column":0},"end":{"line":139,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1440¿FunctionExpression¿¿1564¿anon¿¿¿{"start":{"line":120,"column":0},"end":{"line":139,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿FunctionExpression
1441¿Identifier¿¿0¿data¿¿¿{"start":{"line":120,"column":19},"end":{"line":120,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1442¿VariableDeclarator¿¿1598¿v149¿¿¿{"start":{"line":121,"column":6},"end":{"line":121,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1443¿UnaryExpression¿!¿1598¿¿¿¿{"start":{"line":121,"column":6},"end":{"line":121,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿UnaryExpression
1444¿Identifier¿¿1598¿data¿¿¿{"start":{"line":121,"column":7},"end":{"line":121,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1445¿VariableDeclarator¿¿1598¿v150¿¿¿{"start":{"line":121,"column":16},"end":{"line":121,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1446¿MemberExpression¿computed¿1598¿¿¿¿{"start":{"line":121,"column":16},"end":{"line":121,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1447¿Identifier¿¿1598¿data¿¿¿{"start":{"line":121,"column":16},"end":{"line":121,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1448¿Literal¿number¿1598¿¿0¿¿{"start":{"line":121,"column":21},"end":{"line":121,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Literal
1449¿VariableDeclarator¿¿1598¿v151¿¿¿{"start":{"line":121,"column":15},"end":{"line":121,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1450¿UnaryExpression¿!¿1598¿¿¿¿{"start":{"line":121,"column":15},"end":{"line":121,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿UnaryExpression
1451¿Identifier¿¿1598¿v150¿¿¿¿¿Identifier
1452¿VariableDeclarator¿¿1598¿v152¿¿¿{"start":{"line":121,"column":6},"end":{"line":121,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1453¿LogicalExpression¿||¿1598¿¿¿¿{"start":{"line":121,"column":6},"end":{"line":121,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿LogicalExpression
1454¿Identifier¿¿1598¿v149¿¿¿¿¿Identifier
1455¿Identifier¿¿1598¿v151¿¿¿¿¿Identifier
1456¿IfStatement¿¿1598¿¿¿¿{"start":{"line":121,"column":2},"end":{"line":123,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿IfStatement
1457¿Identifier¿¿1598¿v152¿¿¿¿¿Identifier
1458¿ReturnStatement¿¿1598¿¿¿¿{"start":{"line":122,"column":4},"end":{"line":122,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿ReturnStatement
1459¿BlockStatement¿¿1598¿¿¿¿{"start":{"line":121,"column":25},"end":{"line":123,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1460¿VariableDeclarator¿¿1598¿v153¿¿¿{"start":{"line":125,"column":6},"end":{"line":125,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1461¿MemberExpression¿¿1598¿¿¿¿{"start":{"line":125,"column":6},"end":{"line":125,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1462¿Identifier¿¿1598¿process¿¿¿{"start":{"line":125,"column":6},"end":{"line":125,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1463¿Identifier¿¿1598¿platform¿¿¿{"start":{"line":125,"column":14},"end":{"line":125,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1464¿VariableDeclarator¿¿1598¿v154¿¿¿{"start":{"line":125,"column":6},"end":{"line":125,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1465¿CallExpression¿¿1598¿¿¿¿{"start":{"line":125,"column":6},"end":{"line":125,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1466¿MemberExpression¿¿1598¿¿¿¿{"start":{"line":125,"column":6},"end":{"line":125,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1467¿Identifier¿¿1598¿v153¿¿¿¿¿Identifier
1468¿Identifier¿¿1598¿includes¿¿¿{"start":{"line":125,"column":23},"end":{"line":125,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1469¿Literal¿string¿1598¿¿'linux'¿¿{"start":{"line":125,"column":32},"end":{"line":125,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Literal
1470¿IfStatement¿¿1598¿¿¿¿{"start":{"line":125,"column":2},"end":{"line":136,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿IfStatement
1471¿Identifier¿¿1598¿v154¿¿¿¿¿Identifier
1472¿VariableDeclarator¿¿1598¿v155¿¿¿{"start":{"line":127,"column":8},"end":{"line":127,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1473¿MemberExpression¿computed¿1598¿¿¿¿{"start":{"line":127,"column":8},"end":{"line":127,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1474¿Identifier¿¿1598¿data¿¿¿{"start":{"line":127,"column":8},"end":{"line":127,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1475¿Literal¿number¿1598¿¿0¿¿{"start":{"line":127,"column":13},"end":{"line":127,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Literal
1476¿VariableDeclarator¿¿1598¿v156¿¿¿{"start":{"line":127,"column":8},"end":{"line":127,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1477¿CallExpression¿¿1598¿¿¿¿{"start":{"line":127,"column":8},"end":{"line":127,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1478¿MemberExpression¿¿1598¿¿¿¿{"start":{"line":127,"column":8},"end":{"line":127,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1479¿Identifier¿¿1598¿v155¿¿¿¿¿Identifier
1480¿Identifier¿¿1598¿indexOf¿¿¿{"start":{"line":127,"column":16},"end":{"line":127,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1481¿Literal¿string¿1598¿¿'no entry'¿¿{"start":{"line":127,"column":24},"end":{"line":127,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Literal
1482¿VariableDeclarator¿¿1598¿v157¿¿¿{"start":{"line":127,"column":8},"end":{"line":127,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1483¿BinaryExpression¿>=¿1598¿¿¿¿{"start":{"line":127,"column":8},"end":{"line":127,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿BinaryExpression
1484¿Identifier¿¿1598¿v156¿¿¿¿¿Identifier
