Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
778¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":162,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Program
1201¿CallExpression¿¿1355¿¿¿¿{"start":{"line":136,"column":21},"end":{"line":136,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿CallExpression
1202¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":136,"column":21},"end":{"line":136,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿MemberExpression
1203¿Identifier¿¿1355¿yaml¿¿¿{"start":{"line":136,"column":21},"end":{"line":136,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1204¿Identifier¿¿1355¿safeDump¿¿¿{"start":{"line":136,"column":26},"end":{"line":136,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1205¿Identifier¿¿1355¿data¿¿¿{"start":{"line":136,"column":35},"end":{"line":136,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1206¿VariableDeclarator¿¿1355¿v114¿¿¿{"start":{"line":136,"column":42},"end":{"line":138,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1207¿ArrowFunctionExpression¿¿1355¿¿¿¿{"start":{"line":136,"column":42},"end":{"line":138,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ArrowFunctionExpression
1208¿IfStatement¿¿1357¿¿¿¿{"start":{"line":137,"column":4},"end":{"line":137,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿IfStatement
1209¿Identifier¿¿1357¿cb¿¿¿{"start":{"line":137,"column":8},"end":{"line":137,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1210¿VariableDeclarator¿¿1357¿v113¿¿¿{"start":{"line":137,"column":12},"end":{"line":137,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1211¿CallExpression¿¿1357¿¿¿¿{"start":{"line":137,"column":12},"end":{"line":137,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿CallExpression
1212¿Identifier¿¿1357¿cb¿¿¿{"start":{"line":137,"column":12},"end":{"line":137,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1213¿ExpressionStatement¿¿1357¿¿¿¿{"start":{"line":137,"column":12},"end":{"line":137,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ExpressionStatement
1214¿Identifier¿¿1357¿v113¿¿¿¿¿Identifier
1215¿BlockStatement¿¿1357¿¿¿¿¿¿BlockStatement
1216¿BlockStatement¿¿1357¿¿¿¿{"start":{"line":136,"column":48},"end":{"line":138,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿BlockStatement
1217¿VariableDeclarator¿¿1355¿v115¿¿¿{"start":{"line":136,"column":2},"end":{"line":138,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1218¿CallExpression¿¿1355¿¿¿¿{"start":{"line":136,"column":2},"end":{"line":138,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿CallExpression
1219¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":136,"column":2},"end":{"line":136,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿MemberExpression
1220¿Identifier¿¿1355¿fs¿¿¿{"start":{"line":136,"column":2},"end":{"line":136,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1221¿Identifier¿¿1355¿writeFile¿¿¿{"start":{"line":136,"column":5},"end":{"line":136,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1222¿Identifier¿¿1355¿file¿¿¿{"start":{"line":136,"column":15},"end":{"line":136,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1223¿Identifier¿¿1355¿v112¿¿¿¿¿Identifier
1224¿Identifier¿¿1355¿v114¿¿¿¿¿Identifier
1225¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":136,"column":2},"end":{"line":138,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ExpressionStatement
1226¿Identifier¿¿1355¿v115¿¿¿¿¿Identifier
1227¿BlockStatement¿¿1355¿¿¿¿{"start":{"line":135,"column":39},"end":{"line":139,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿BlockStatement
1228¿VariableDeclarator¿exported¿1322¿writeYamlFileSync¿¿¿{"start":{"line":146,"column":0},"end":{"line":148,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1229¿FunctionExpression¿¿1322¿anon¿¿¿{"start":{"line":146,"column":0},"end":{"line":148,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿FunctionExpression
1230¿Identifier¿¿0¿file¿¿¿{"start":{"line":146,"column":27},"end":{"line":146,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1231¿Identifier¿¿0¿data¿¿¿{"start":{"line":146,"column":33},"end":{"line":146,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1232¿VariableDeclarator¿¿1360¿v116¿¿¿{"start":{"line":147,"column":25},"end":{"line":147,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1233¿CallExpression¿¿1360¿¿¿¿{"start":{"line":147,"column":25},"end":{"line":147,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿CallExpression
1234¿MemberExpression¿¿1360¿¿¿¿{"start":{"line":147,"column":25},"end":{"line":147,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿MemberExpression
1235¿Identifier¿¿1360¿yaml¿¿¿{"start":{"line":147,"column":25},"end":{"line":147,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1236¿Identifier¿¿1360¿safeDump¿¿¿{"start":{"line":147,"column":30},"end":{"line":147,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1237¿Identifier¿¿1360¿data¿¿¿{"start":{"line":147,"column":39},"end":{"line":147,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1238¿VariableDeclarator¿¿1360¿v117¿¿¿{"start":{"line":147,"column":2},"end":{"line":147,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1239¿CallExpression¿¿1360¿¿¿¿{"start":{"line":147,"column":2},"end":{"line":147,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿CallExpression
1240¿MemberExpression¿¿1360¿¿¿¿{"start":{"line":147,"column":2},"end":{"line":147,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿MemberExpression
1241¿Identifier¿¿1360¿fs¿¿¿{"start":{"line":147,"column":2},"end":{"line":147,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1242¿Identifier¿¿1360¿writeFileSync¿¿¿{"start":{"line":147,"column":5},"end":{"line":147,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1243¿Identifier¿¿1360¿file¿¿¿{"start":{"line":147,"column":19},"end":{"line":147,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1244¿Identifier¿¿1360¿v116¿¿¿¿¿Identifier
1245¿ExpressionStatement¿¿1360¿¿¿¿{"start":{"line":147,"column":2},"end":{"line":147,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ExpressionStatement
1246¿Identifier¿¿1360¿v117¿¿¿¿¿Identifier
1247¿BlockStatement¿¿1360¿¿¿¿{"start":{"line":146,"column":39},"end":{"line":148,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿BlockStatement
1248¿VariableDeclarator¿¿1322¿v118¿¿¿{"start":{"line":150,"column":17},"end":{"line":162,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1249¿ObjectExpression¿¿1322¿¿¿¿¿¿ObjectExpression
1250¿ExpressionStatement¿¿1322¿¿¿¿{"start":{"line":150,"column":17},"end":{"line":162,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ExpressionStatement
1251¿AssignmentExpression¿=¿1322¿¿¿¿{"start":{"line":150,"column":17},"end":{"line":162,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿AssignmentExpression
1252¿MemberExpression¿¿1322¿¿¿¿{"start":{"line":150,"column":17},"end":{"line":162,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿MemberExpression
1253¿Identifier¿¿1322¿v118¿¿¿¿¿Identifier
1254¿Identifier¿¿1322¿sh¿¿¿{"start":{"line":151,"column":2},"end":{"line":151,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1255¿Identifier¿¿1322¿sh¿¿¿{"start":{"line":151,"column":2},"end":{"line":151,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1256¿ExpressionStatement¿¿1322¿¿¿¿{"start":{"line":150,"column":17},"end":{"line":162,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ExpressionStatement
1257¿AssignmentExpression¿=¿1322¿¿¿¿{"start":{"line":150,"column":17},"end":{"line":162,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿AssignmentExpression
1258¿MemberExpression¿¿1322¿¿¿¿{"start":{"line":150,"column":17},"end":{"line":162,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿MemberExpression
1259¿Identifier¿¿1322¿v118¿¿¿¿¿Identifier
1260¿Identifier¿¿1322¿flattenArray¿¿¿{"start":{"line":152,"column":2},"end":{"line":152,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1261¿Identifier¿¿1322¿flattenArray¿¿¿{"start":{"line":152,"column":2},"end":{"line":152,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1262¿ExpressionStatement¿¿1322¿¿¿¿{"start":{"line":150,"column":17},"end":{"line":162,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ExpressionStatement
1263¿AssignmentExpression¿=¿1322¿¿¿¿{"start":{"line":150,"column":17},"end":{"line":162,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿AssignmentExpression
1264¿MemberExpression¿¿1322¿¿¿¿{"start":{"line":150,"column":17},"end":{"line":162,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿MemberExpression
1265¿Identifier¿¿1322¿v118¿¿¿¿¿Identifier
1266¿Identifier¿¿1322¿uniqueArray¿¿¿{"start":{"line":153,"column":2},"end":{"line":153,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1267¿Identifier¿¿1322¿uniqueArray¿¿¿{"start":{"line":153,"column":2},"end":{"line":153,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1268¿ExpressionStatement¿¿1322¿¿¿¿{"start":{"line":150,"column":17},"end":{"line":162,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ExpressionStatement
1269¿AssignmentExpression¿=¿1322¿¿¿¿{"start":{"line":150,"column":17},"end":{"line":162,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿AssignmentExpression
1270¿MemberExpression¿¿1322¿¿¿¿{"start":{"line":150,"column":17},"end":{"line":162,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿MemberExpression
1271¿Identifier¿¿1322¿v118¿¿¿¿¿Identifier
1272¿Identifier¿¿1322¿error¿¿¿{"start":{"line":154,"column":2},"end":{"line":154,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1273¿Identifier¿¿1322¿error¿¿¿{"start":{"line":154,"column":2},"end":{"line":154,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1274¿ExpressionStatement¿¿1322¿¿¿¿{"start":{"line":150,"column":17},"end":{"line":162,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ExpressionStatement
1275¿AssignmentExpression¿=¿1322¿¿¿¿{"start":{"line":150,"column":17},"end":{"line":162,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿AssignmentExpression
1276¿MemberExpression¿¿1322¿¿¿¿{"start":{"line":150,"column":17},"end":{"line":162,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿MemberExpression
1277¿Identifier¿¿1322¿v118¿¿¿¿¿Identifier
1278¿Identifier¿¿1322¿merge¿¿¿{"start":{"line":155,"column":2},"end":{"line":155,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1279¿Identifier¿¿1322¿merge¿¿¿{"start":{"line":155,"column":2},"end":{"line":155,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1280¿ExpressionStatement¿¿1322¿¿¿¿{"start":{"line":150,"column":17},"end":{"line":162,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ExpressionStatement
1281¿AssignmentExpression¿=¿1322¿¿¿¿{"start":{"line":150,"column":17},"end":{"line":162,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿AssignmentExpression
1282¿MemberExpression¿¿1322¿¿¿¿{"start":{"line":150,"column":17},"end":{"line":162,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿MemberExpression
1283¿Identifier¿¿1322¿v118¿¿¿¿¿Identifier
1284¿Identifier¿¿1322¿fromYaml¿¿¿{"start":{"line":156,"column":2},"end":{"line":156,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1285¿Identifier¿¿1322¿fromYaml¿¿¿{"start":{"line":156,"column":2},"end":{"line":156,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1286¿ExpressionStatement¿¿1322¿¿¿¿{"start":{"line":150,"column":17},"end":{"line":162,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ExpressionStatement
1287¿AssignmentExpression¿=¿1322¿¿¿¿{"start":{"line":150,"column":17},"end":{"line":162,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿AssignmentExpression
1288¿MemberExpression¿¿1322¿¿¿¿{"start":{"line":150,"column":17},"end":{"line":162,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿MemberExpression
1289¿Identifier¿¿1322¿v118¿¿¿¿¿Identifier
1290¿Identifier¿¿1322¿toYaml¿¿¿{"start":{"line":157,"column":2},"end":{"line":157,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1291¿Identifier¿¿1322¿toYaml¿¿¿{"start":{"line":157,"column":2},"end":{"line":157,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1292¿ExpressionStatement¿¿1322¿¿¿¿{"start":{"line":150,"column":17},"end":{"line":162,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ExpressionStatement
1293¿AssignmentExpression¿=¿1322¿¿¿¿{"start":{"line":150,"column":17},"end":{"line":162,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿AssignmentExpression
1294¿MemberExpression¿¿1322¿¿¿¿{"start":{"line":150,"column":17},"end":{"line":162,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿MemberExpression
1295¿Identifier¿¿1322¿v118¿¿¿¿¿Identifier
1296¿Identifier¿¿1322¿readYamlFile¿¿¿{"start":{"line":158,"column":2},"end":{"line":158,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1297¿Identifier¿¿1322¿readYamlFile¿¿¿{"start":{"line":158,"column":2},"end":{"line":158,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1298¿ExpressionStatement¿¿1322¿¿¿¿{"start":{"line":150,"column":17},"end":{"line":162,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ExpressionStatement
1299¿AssignmentExpression¿=¿1322¿¿¿¿{"start":{"line":150,"column":17},"end":{"line":162,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿AssignmentExpression
1300¿MemberExpression¿¿1322¿¿¿¿{"start":{"line":150,"column":17},"end":{"line":162,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿MemberExpression
1301¿Identifier¿¿1322¿v118¿¿¿¿¿Identifier
1302¿Identifier¿¿1322¿readYamlFileSync¿¿¿{"start":{"line":159,"column":2},"end":{"line":159,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1303¿Identifier¿¿1322¿readYamlFileSync¿¿¿{"start":{"line":159,"column":2},"end":{"line":159,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1304¿ExpressionStatement¿¿1322¿¿¿¿{"start":{"line":150,"column":17},"end":{"line":162,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ExpressionStatement
1305¿AssignmentExpression¿=¿1322¿¿¿¿{"start":{"line":150,"column":17},"end":{"line":162,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿AssignmentExpression
1306¿MemberExpression¿¿1322¿¿¿¿{"start":{"line":150,"column":17},"end":{"line":162,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿MemberExpression
1307¿Identifier¿¿1322¿v118¿¿¿¿¿Identifier
1308¿Identifier¿¿1322¿writeYamlFile¿¿¿{"start":{"line":160,"column":2},"end":{"line":160,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1309¿Identifier¿¿1322¿writeYamlFile¿¿¿{"start":{"line":160,"column":2},"end":{"line":160,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1310¿ExpressionStatement¿¿1322¿¿¿¿{"start":{"line":150,"column":17},"end":{"line":162,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ExpressionStatement
1311¿AssignmentExpression¿=¿1322¿¿¿¿{"start":{"line":150,"column":17},"end":{"line":162,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿AssignmentExpression
1312¿MemberExpression¿¿1322¿¿¿¿{"start":{"line":150,"column":17},"end":{"line":162,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿MemberExpression
1313¿Identifier¿¿1322¿v118¿¿¿¿¿Identifier
1314¿Identifier¿¿1322¿writeYamlFileSync¿¿¿{"start":{"line":161,"column":2},"end":{"line":161,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1315¿Identifier¿¿1322¿writeYamlFileSync¿¿¿{"start":{"line":161,"column":2},"end":{"line":161,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1316¿ExpressionStatement¿¿1322¿¿¿¿{"start":{"line":150,"column":0},"end":{"line":162,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ExpressionStatement
1317¿AssignmentExpression¿=¿1322¿¿¿¿{"start":{"line":150,"column":0},"end":{"line":162,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿AssignmentExpression
1318¿MemberExpression¿¿1322¿¿¿¿{"start":{"line":150,"column":0},"end":{"line":150,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿MemberExpression
1319¿Identifier¿¿1322¿module¿¿¿{"start":{"line":150,"column":0},"end":{"line":150,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1320¿Identifier¿¿1322¿exports¿¿¿{"start":{"line":150,"column":7},"end":{"line":150,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1321¿Identifier¿¿1322¿v118¿¿¿¿¿Identifier
1322¿CFG_F_START¿¿1322¿__main__¿¿¿¿¿CFG_F_START
1323¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1324¿CFG_F_START¿¿1324¿806_anon¿¿¿¿¿CFG_F_START
1325¿CFG_F_END¿¿0¿806_anon¿¿¿¿¿CFG_F_END
1326¿CFG_F_START¿¿1326¿838_anon¿¿¿¿¿CFG_F_START
1327¿CFG_F_END¿¿0¿838_anon¿¿¿¿¿CFG_F_END
1328¿CFG_F_START¿¿1328¿871_anon¿¿¿¿¿CFG_F_START
1329¿CFG_F_END¿¿0¿871_anon¿¿¿¿¿CFG_F_END
1330¿CFG_F_START¿¿1330¿896_anon¿¿¿¿¿CFG_F_START
1331¿CFG_F_END¿¿0¿896_anon¿¿¿¿¿CFG_F_END
1332¿CFG_IF_END¿¿0¿913¿¿¿¿¿CFG_IF_END
1333¿CFG_IF_END¿¿0¿904¿¿¿¿¿CFG_IF_END
1334¿CFG_IF_END¿¿0¿902¿¿¿¿¿CFG_IF_END
1335¿CFG_IF_END¿¿0¿982¿¿¿¿¿CFG_IF_END
1336¿CFG_F_START¿¿1336¿1002_anon¿¿¿¿¿CFG_F_START
1337¿CFG_F_END¿¿0¿1002_anon¿¿¿¿¿CFG_F_END
1338¿CFG_F_START¿¿1338¿1023_anon¿¿¿¿¿CFG_F_START
1339¿CFG_F_END¿¿0¿1023_anon¿¿¿¿¿CFG_F_END
1340¿CFG_IF_END¿¿0¿1061¿¿¿¿¿CFG_IF_END
1341¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
1342¿CFG_F_START¿¿1342¿1100_anon¿¿¿¿¿CFG_F_START
1343¿CFG_F_END¿¿0¿1100_anon¿¿¿¿¿CFG_F_END
1344¿CFG_F_START¿¿1344¿1116_anon¿¿¿¿¿CFG_F_START
1345¿CFG_F_END¿¿0¿1116_anon¿¿¿¿¿CFG_F_END
1346¿CFG_F_START¿¿1346¿1128_anon¿¿¿¿¿CFG_F_START
1347¿CFG_F_END¿¿0¿1128_anon¿¿¿¿¿CFG_F_END
1348¿CFG_F_START¿¿1348¿1140_anon¿¿¿¿¿CFG_F_START
1349¿CFG_F_END¿¿0¿1140_anon¿¿¿¿¿CFG_F_END
1350¿CFG_F_START¿¿1350¿1144_anon¿¿¿¿¿CFG_F_START
1351¿CFG_F_END¿¿0¿1144_anon¿¿¿¿¿CFG_F_END
1352¿CFG_IF_END¿¿0¿1147¿¿¿¿¿CFG_IF_END
1353¿CFG_F_START¿¿1353¿1177_anon¿¿¿¿¿CFG_F_START
1354¿CFG_F_END¿¿0¿1177_anon¿¿¿¿¿CFG_F_END
1355¿CFG_F_START¿¿1355¿1196_anon¿¿¿¿¿CFG_F_START
1356¿CFG_F_END¿¿0¿1196_anon¿¿¿¿¿CFG_F_END
1357¿CFG_F_START¿¿1357¿1207_anon¿¿¿¿¿CFG_F_START
1358¿CFG_F_END¿¿0¿1207_anon¿¿¿¿¿CFG_F_END
1359¿CFG_IF_END¿¿0¿1208¿¿¿¿¿CFG_IF_END
1360¿CFG_F_START¿¿1360¿1229_anon¿¿¿¿¿CFG_F_START
1361¿CFG_F_END¿¿0¿1229_anon¿¿¿¿¿CFG_F_END
1362¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1363¿PDG_CALL¿¿1322¿1322.CALL->require-o181¿¿¿¿¿PDG_CALL
1364¿PDG_OBJECT¿¿0¿1322.v60-o182¿¿¿¿¿PDG_OBJECT
1365¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1366¿PDG_OBJECT¿¿0¿1322.v60.exec-o183¿¿¿¿¿PDG_OBJECT
1367¿PDG_CALL¿¿1322¿1322.CALL->require-o184¿¿¿¿¿PDG_CALL
1368¿PDG_OBJECT¿¿0¿1322.merge-o185¿¿¿¿¿PDG_OBJECT
1369¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1370¿PDG_CALL¿¿1322¿1322.CALL->require-o186¿¿¿¿¿PDG_CALL
1371¿PDG_OBJECT¿¿0¿1322.notifier-o187¿¿¿¿¿PDG_OBJECT
1372¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1373¿PDG_CALL¿¿1322¿1322.CALL->require-o188¿¿¿¿¿PDG_CALL
