Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1085¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":209,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Program
1484¿Identifier¿¿1913¿$type¿¿¿{"start":{"line":125,"column":29},"end":{"line":125,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1485¿VariableDeclarator¿¿1913¿v135¿¿¿{"start":{"line":125,"column":24},"end":{"line":125,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1486¿MemberExpression¿¿1913¿¿¿¿{"start":{"line":125,"column":24},"end":{"line":125,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1487¿Identifier¿¿1913¿v134¿¿¿¿¿Identifier
1488¿Identifier¿¿1913¿name¿¿¿{"start":{"line":125,"column":35},"end":{"line":125,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1489¿VariableDeclarator¿¿1913¿v136¿¿¿{"start":{"line":125,"column":24},"end":{"line":125,"column":52},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1490¿BinaryExpression¿!==¿1913¿¿¿¿{"start":{"line":125,"column":24},"end":{"line":125,"column":52},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿BinaryExpression
1491¿Identifier¿¿1913¿v135¿¿¿¿¿Identifier
1492¿Identifier¿¿1913¿typeName¿¿¿{"start":{"line":125,"column":44},"end":{"line":125,"column":52},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1493¿VariableDeclarator¿¿1913¿v137¿¿¿{"start":{"line":125,"column":12},"end":{"line":125,"column":52},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1494¿LogicalExpression¿&&¿1913¿¿¿¿{"start":{"line":125,"column":12},"end":{"line":125,"column":52},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿LogicalExpression
1495¿Identifier¿¿1913¿typeName¿¿¿{"start":{"line":125,"column":12},"end":{"line":125,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1496¿Identifier¿¿1913¿v136¿¿¿¿¿Identifier
1497¿IfStatement¿¿1913¿¿¿¿{"start":{"line":125,"column":8},"end":{"line":129,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿IfStatement
1498¿Identifier¿¿1913¿v137¿¿¿¿¿Identifier
1499¿VariableDeclarator¿¿1913¿v138¿¿¿{"start":{"line":126,"column":12},"end":{"line":126,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1500¿MemberExpression¿¿1913¿¿¿¿{"start":{"line":126,"column":12},"end":{"line":126,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1501¿Identifier¿¿1913¿util¿¿¿{"start":{"line":126,"column":12},"end":{"line":126,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1502¿Identifier¿¿1913¿decorateRoot¿¿¿{"start":{"line":126,"column":17},"end":{"line":126,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1503¿VariableDeclarator¿¿1913¿v139¿¿¿{"start":{"line":126,"column":37},"end":{"line":126,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1504¿MemberExpression¿¿1913¿¿¿¿{"start":{"line":126,"column":37},"end":{"line":126,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1505¿Identifier¿¿1913¿ctor¿¿¿{"start":{"line":126,"column":37},"end":{"line":126,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1506¿Identifier¿¿1913¿$type¿¿¿{"start":{"line":126,"column":42},"end":{"line":126,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1507¿VariableDeclarator¿¿1913¿v140¿¿¿{"start":{"line":126,"column":12},"end":{"line":126,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1508¿CallExpression¿¿1913¿¿¿¿{"start":{"line":126,"column":12},"end":{"line":126,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿CallExpression
1509¿MemberExpression¿¿1913¿¿¿¿{"start":{"line":126,"column":12},"end":{"line":126,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1510¿Identifier¿¿1913¿v138¿¿¿¿¿Identifier
1511¿Identifier¿¿1913¿remove¿¿¿{"start":{"line":126,"column":30},"end":{"line":126,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1512¿Identifier¿¿1913¿v139¿¿¿¿¿Identifier
1513¿ExpressionStatement¿¿1913¿¿¿¿{"start":{"line":126,"column":12},"end":{"line":126,"column":49},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿ExpressionStatement
1514¿Identifier¿¿1913¿v140¿¿¿¿¿Identifier
1515¿VariableDeclarator¿¿1913¿v141¿¿¿{"start":{"line":127,"column":12},"end":{"line":127,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1516¿MemberExpression¿¿1913¿¿¿¿{"start":{"line":127,"column":12},"end":{"line":127,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1517¿Identifier¿¿1913¿ctor¿¿¿{"start":{"line":127,"column":12},"end":{"line":127,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1518¿Identifier¿¿1913¿$type¿¿¿{"start":{"line":127,"column":17},"end":{"line":127,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1519¿ExpressionStatement¿¿1913¿¿¿¿{"start":{"line":127,"column":12},"end":{"line":127,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿ExpressionStatement
1520¿AssignmentExpression¿=¿1913¿¿¿¿{"start":{"line":127,"column":12},"end":{"line":127,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿AssignmentExpression
1521¿MemberExpression¿¿1913¿¿¿¿{"start":{"line":127,"column":12},"end":{"line":127,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1522¿Identifier¿¿1913¿v141¿¿¿¿¿Identifier
1523¿Identifier¿¿1913¿name¿¿¿{"start":{"line":127,"column":23},"end":{"line":127,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1524¿Identifier¿¿1913¿typeName¿¿¿{"start":{"line":127,"column":30},"end":{"line":127,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1525¿VariableDeclarator¿¿1913¿v142¿¿¿{"start":{"line":128,"column":12},"end":{"line":128,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1526¿MemberExpression¿¿1913¿¿¿¿{"start":{"line":128,"column":12},"end":{"line":128,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1527¿Identifier¿¿1913¿util¿¿¿{"start":{"line":128,"column":12},"end":{"line":128,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1528¿Identifier¿¿1913¿decorateRoot¿¿¿{"start":{"line":128,"column":17},"end":{"line":128,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1529¿VariableDeclarator¿¿1913¿v143¿¿¿{"start":{"line":128,"column":34},"end":{"line":128,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1530¿MemberExpression¿¿1913¿¿¿¿{"start":{"line":128,"column":34},"end":{"line":128,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1531¿Identifier¿¿1913¿ctor¿¿¿{"start":{"line":128,"column":34},"end":{"line":128,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1532¿Identifier¿¿1913¿$type¿¿¿{"start":{"line":128,"column":39},"end":{"line":128,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1533¿VariableDeclarator¿¿1913¿v144¿¿¿{"start":{"line":128,"column":12},"end":{"line":128,"column":45},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1534¿CallExpression¿¿1913¿¿¿¿{"start":{"line":128,"column":12},"end":{"line":128,"column":45},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿CallExpression
1535¿MemberExpression¿¿1913¿¿¿¿{"start":{"line":128,"column":12},"end":{"line":128,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1536¿Identifier¿¿1913¿v142¿¿¿¿¿Identifier
1537¿Identifier¿¿1913¿add¿¿¿{"start":{"line":128,"column":30},"end":{"line":128,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1538¿Identifier¿¿1913¿v143¿¿¿¿¿Identifier
1539¿ExpressionStatement¿¿1913¿¿¿¿{"start":{"line":128,"column":12},"end":{"line":128,"column":46},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿ExpressionStatement
1540¿Identifier¿¿1913¿v144¿¿¿¿¿Identifier
1541¿BlockStatement¿¿1913¿¿¿¿{"start":{"line":125,"column":54},"end":{"line":129,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿BlockStatement
1542¿VariableDeclarator¿¿1913¿v145¿¿¿{"start":{"line":130,"column":15},"end":{"line":130,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1543¿MemberExpression¿¿1913¿¿¿¿{"start":{"line":130,"column":15},"end":{"line":130,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1544¿Identifier¿¿1913¿ctor¿¿¿{"start":{"line":130,"column":15},"end":{"line":130,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1545¿Identifier¿¿1913¿$type¿¿¿{"start":{"line":130,"column":20},"end":{"line":130,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1546¿ReturnStatement¿¿1913¿¿¿¿{"start":{"line":130,"column":8},"end":{"line":130,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿ReturnStatement
1547¿Identifier¿¿1913¿v145¿¿¿¿¿Identifier
1548¿BlockStatement¿¿1913¿¿¿¿{"start":{"line":124,"column":20},"end":{"line":131,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿BlockStatement
1549¿VariableDeclarator¿¿1913¿v146¿¿¿{"start":{"line":134,"column":8},"end":{"line":134,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1550¿UnaryExpression¿!¿1913¿¿¿¿{"start":{"line":134,"column":8},"end":{"line":134,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿UnaryExpression
1551¿Identifier¿¿1913¿Type¿¿¿{"start":{"line":134,"column":9},"end":{"line":134,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1552¿IfStatement¿¿1913¿¿¿¿{"start":{"line":134,"column":4},"end":{"line":135,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿IfStatement
1553¿Identifier¿¿1913¿v146¿¿¿¿¿Identifier
1554¿ExpressionStatement¿¿1913¿¿¿¿{"start":{"line":135,"column":8},"end":{"line":135,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿ExpressionStatement
1555¿AssignmentExpression¿=¿1913¿¿¿¿{"start":{"line":135,"column":8},"end":{"line":135,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿AssignmentExpression
1556¿Identifier¿¿1913¿Type¿¿¿{"start":{"line":135,"column":8},"end":{"line":135,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1557¿CallExpression¿¿1913¿¿¿¿{"start":{"line":135,"column":15},"end":{"line":135,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿CallExpression
1558¿Identifier¿¿1913¿require¿¿¿{"start":{"line":135,"column":15},"end":{"line":135,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1559¿Literal¿string¿1913¿¿'./type'¿¿{"start":{"line":135,"column":23},"end":{"line":135,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Literal
1560¿BlockStatement¿¿1913¿¿¿¿¿¿BlockStatement
1561¿VariableDeclarator¿¿1913¿v147¿¿¿{"start":{"line":137,"column":36},"end":{"line":137,"column":45},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1562¿MemberExpression¿¿1913¿¿¿¿{"start":{"line":137,"column":36},"end":{"line":137,"column":45},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1563¿Identifier¿¿1913¿ctor¿¿¿{"start":{"line":137,"column":36},"end":{"line":137,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1564¿Identifier¿¿1913¿name¿¿¿{"start":{"line":137,"column":41},"end":{"line":137,"column":45},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1565¿VariableDeclarator¿¿1913¿v148¿¿¿{"start":{"line":137,"column":24},"end":{"line":137,"column":45},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1566¿LogicalExpression¿||¿1913¿¿¿¿{"start":{"line":137,"column":24},"end":{"line":137,"column":45},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿LogicalExpression
1567¿Identifier¿¿1913¿typeName¿¿¿{"start":{"line":137,"column":24},"end":{"line":137,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1568¿Identifier¿¿1913¿v147¿¿¿¿¿Identifier
1569¿VariableDeclarator¿¿1913¿type¿¿¿{"start":{"line":137,"column":8},"end":{"line":137,"column":46},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1570¿NewExpression¿¿1913¿¿¿¿{"start":{"line":137,"column":15},"end":{"line":137,"column":46},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿NewExpression
1571¿Identifier¿¿1913¿Type¿¿¿{"start":{"line":137,"column":19},"end":{"line":137,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1572¿Identifier¿¿1913¿v148¿¿¿¿¿Identifier
1573¿VariableDeclarator¿¿1913¿v149¿¿¿{"start":{"line":138,"column":4},"end":{"line":138,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1574¿MemberExpression¿¿1913¿¿¿¿{"start":{"line":138,"column":4},"end":{"line":138,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1575¿Identifier¿¿1913¿util¿¿¿{"start":{"line":138,"column":4},"end":{"line":138,"column":8},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1576¿Identifier¿¿1913¿decorateRoot¿¿¿{"start":{"line":138,"column":9},"end":{"line":138,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1577¿VariableDeclarator¿¿1913¿v150¿¿¿{"start":{"line":138,"column":4},"end":{"line":138,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1578¿CallExpression¿¿1913¿¿¿¿{"start":{"line":138,"column":4},"end":{"line":138,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿CallExpression
1579¿MemberExpression¿¿1913¿¿¿¿{"start":{"line":138,"column":4},"end":{"line":138,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1580¿Identifier¿¿1913¿v149¿¿¿¿¿Identifier
1581¿Identifier¿¿1913¿add¿¿¿{"start":{"line":138,"column":22},"end":{"line":138,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1582¿Identifier¿¿1913¿type¿¿¿{"start":{"line":138,"column":26},"end":{"line":138,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1583¿ExpressionStatement¿¿1913¿¿¿¿{"start":{"line":138,"column":4},"end":{"line":138,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿ExpressionStatement
1584¿Identifier¿¿1913¿v150¿¿¿¿¿Identifier
1585¿ExpressionStatement¿¿1913¿¿¿¿{"start":{"line":139,"column":4},"end":{"line":139,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿ExpressionStatement
1586¿AssignmentExpression¿=¿1913¿¿¿¿{"start":{"line":139,"column":4},"end":{"line":139,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿AssignmentExpression
1587¿MemberExpression¿¿1913¿¿¿¿{"start":{"line":139,"column":4},"end":{"line":139,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1588¿Identifier¿¿1913¿type¿¿¿{"start":{"line":139,"column":4},"end":{"line":139,"column":8},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1589¿Identifier¿¿1913¿ctor¿¿¿{"start":{"line":139,"column":9},"end":{"line":139,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1590¿Identifier¿¿1913¿ctor¿¿¿{"start":{"line":139,"column":16},"end":{"line":139,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1591¿VariableDeclarator¿¿1913¿v151¿¿¿{"start":{"line":140,"column":41},"end":{"line":140,"column":75},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1592¿ObjectExpression¿¿1913¿¿¿¿{"start":{"line":140,"column":41},"end":{"line":140,"column":75},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿ObjectExpression
1593¿Property¿¿1913¿¿¿¿{"start":{"line":140,"column":43},"end":{"line":140,"column":54},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Property
1594¿Identifier¿¿1913¿value¿¿¿{"start":{"line":140,"column":43},"end":{"line":140,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1595¿Identifier¿¿1913¿type¿¿¿{"start":{"line":140,"column":50},"end":{"line":140,"column":54},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1596¿Property¿¿1913¿¿¿¿{"start":{"line":140,"column":56},"end":{"line":140,"column":73},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Property
1597¿Identifier¿¿1913¿enumerable¿¿¿{"start":{"line":140,"column":56},"end":{"line":140,"column":66},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1598¿Literal¿boolean¿1913¿¿false¿¿{"start":{"line":140,"column":68},"end":{"line":140,"column":73},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Literal
1599¿VariableDeclarator¿¿1913¿v152¿¿¿{"start":{"line":140,"column":4},"end":{"line":140,"column":76},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1600¿CallExpression¿¿1913¿¿¿¿{"start":{"line":140,"column":4},"end":{"line":140,"column":76},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿CallExpression
1601¿MemberExpression¿¿1913¿¿¿¿{"start":{"line":140,"column":4},"end":{"line":140,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1602¿Identifier¿¿1913¿Object¿¿¿{"start":{"line":140,"column":4},"end":{"line":140,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1603¿Identifier¿¿1913¿defineProperty¿¿¿{"start":{"line":140,"column":11},"end":{"line":140,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1604¿Identifier¿¿1913¿ctor¿¿¿{"start":{"line":140,"column":26},"end":{"line":140,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1605¿Literal¿string¿1913¿¿'$type'¿¿{"start":{"line":140,"column":32},"end":{"line":140,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Literal
1606¿Identifier¿¿1913¿v151¿¿¿¿¿Identifier
1607¿ExpressionStatement¿¿1913¿¿¿¿{"start":{"line":140,"column":4},"end":{"line":140,"column":77},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿ExpressionStatement
1608¿Identifier¿¿1913¿v152¿¿¿¿¿Identifier
1609¿VariableDeclarator¿¿1913¿v153¿¿¿{"start":{"line":141,"column":26},"end":{"line":141,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1610¿MemberExpression¿¿1913¿¿¿¿{"start":{"line":141,"column":26},"end":{"line":141,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1611¿Identifier¿¿1913¿ctor¿¿¿{"start":{"line":141,"column":26},"end":{"line":141,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1612¿Identifier¿¿1913¿prototype¿¿¿{"start":{"line":141,"column":31},"end":{"line":141,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1613¿VariableDeclarator¿¿1913¿v154¿¿¿{"start":{"line":141,"column":51},"end":{"line":141,"column":85},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1614¿ObjectExpression¿¿1913¿¿¿¿{"start":{"line":141,"column":51},"end":{"line":141,"column":85},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿ObjectExpression
1615¿Property¿¿1913¿¿¿¿{"start":{"line":141,"column":53},"end":{"line":141,"column":64},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Property
1616¿Identifier¿¿1913¿value¿¿¿{"start":{"line":141,"column":53},"end":{"line":141,"column":58},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1617¿Identifier¿¿1913¿type¿¿¿{"start":{"line":141,"column":60},"end":{"line":141,"column":64},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1618¿Property¿¿1913¿¿¿¿{"start":{"line":141,"column":66},"end":{"line":141,"column":83},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Property
1619¿Identifier¿¿1913¿enumerable¿¿¿{"start":{"line":141,"column":66},"end":{"line":141,"column":76},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
