Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
700¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":126,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Program
1118¿Identifier¿¿1222¿commandName¿¿¿{"start":{"line":104,"column":20},"end":{"line":104,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1119¿Identifier¿¿1222¿v127¿¿¿¿¿Identifier
1120¿ExpressionStatement¿¿1222¿¿¿¿{"start":{"line":104,"column":6},"end":{"line":110,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿ExpressionStatement
1121¿Identifier¿¿1222¿v128¿¿¿¿¿Identifier
1122¿BlockStatement¿¿1222¿¿¿¿{"start":{"line":103,"column":48},"end":{"line":111,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BlockStatement
1123¿VariableDeclarator¿¿1220¿v130¿¿¿{"start":{"line":103,"column":11},"end":{"line":111,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
1124¿NewExpression¿¿1220¿¿¿¿{"start":{"line":103,"column":11},"end":{"line":111,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿NewExpression
1125¿Identifier¿¿1220¿Promise¿¿¿{"start":{"line":103,"column":15},"end":{"line":103,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1126¿Identifier¿¿1220¿v129¿¿¿¿¿Identifier
1127¿ReturnStatement¿¿1220¿¿¿¿{"start":{"line":103,"column":4},"end":{"line":111,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿ReturnStatement
1128¿Identifier¿¿1220¿v130¿¿¿¿¿Identifier
1129¿BlockStatement¿¿1220¿¿¿¿{"start":{"line":102,"column":51},"end":{"line":112,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BlockStatement
1130¿IfStatement¿¿1220¿¿¿¿{"start":{"line":113,"column":2},"end":{"line":117,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿IfStatement
1131¿Identifier¿¿1220¿isUsingWindows¿¿¿{"start":{"line":113,"column":6},"end":{"line":113,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1132¿VariableDeclarator¿¿1220¿v131¿¿¿{"start":{"line":114,"column":4},"end":{"line":114,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
1133¿CallExpression¿¿1220¿¿¿¿{"start":{"line":114,"column":4},"end":{"line":114,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿CallExpression
1134¿Identifier¿¿1220¿commandExistsWindows¿¿¿{"start":{"line":114,"column":4},"end":{"line":114,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1135¿Identifier¿¿1220¿commandName¿¿¿{"start":{"line":114,"column":25},"end":{"line":114,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1136¿Identifier¿¿1220¿callback¿¿¿{"start":{"line":114,"column":38},"end":{"line":114,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1137¿ExpressionStatement¿¿1220¿¿¿¿{"start":{"line":114,"column":4},"end":{"line":114,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿ExpressionStatement
1138¿Identifier¿¿1220¿v131¿¿¿¿¿Identifier
1139¿BlockStatement¿¿1220¿¿¿¿{"start":{"line":113,"column":22},"end":{"line":115,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BlockStatement
1140¿VariableDeclarator¿¿1220¿v132¿¿¿{"start":{"line":116,"column":4},"end":{"line":116,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
1141¿CallExpression¿¿1220¿¿¿¿{"start":{"line":116,"column":4},"end":{"line":116,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿CallExpression
1142¿Identifier¿¿1220¿commandExistsUnix¿¿¿{"start":{"line":116,"column":4},"end":{"line":116,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1143¿Identifier¿¿1220¿commandName¿¿¿{"start":{"line":116,"column":22},"end":{"line":116,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1144¿Identifier¿¿1220¿callback¿¿¿{"start":{"line":116,"column":35},"end":{"line":116,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1145¿ExpressionStatement¿¿1220¿¿¿¿{"start":{"line":116,"column":4},"end":{"line":116,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿ExpressionStatement
1146¿Identifier¿¿1220¿v132¿¿¿¿¿Identifier
1147¿BlockStatement¿¿1220¿¿¿¿{"start":{"line":115,"column":9},"end":{"line":117,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BlockStatement
1148¿BlockStatement¿¿1220¿¿¿¿{"start":{"line":101,"column":63},"end":{"line":118,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BlockStatement
1149¿ExpressionStatement¿¿1185¿¿¿¿{"start":{"line":101,"column":0},"end":{"line":118,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿ExpressionStatement
1150¿AssignmentExpression¿=¿1185¿¿¿¿{"start":{"line":101,"column":0},"end":{"line":118,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿AssignmentExpression
1151¿MemberExpression¿¿1185¿¿¿¿{"start":{"line":101,"column":0},"end":{"line":101,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿MemberExpression
1152¿Identifier¿¿1185¿module¿¿¿{"start":{"line":101,"column":0},"end":{"line":101,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1153¿Identifier¿¿1185¿exports¿¿¿{"start":{"line":101,"column":7},"end":{"line":101,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1154¿Identifier¿¿1185¿commandExists¿¿¿¿¿Identifier
1155¿VariableDeclarator¿¿1185¿v133¿¿¿{"start":{"line":120,"column":0},"end":{"line":120,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
1156¿MemberExpression¿¿1185¿¿¿¿{"start":{"line":120,"column":0},"end":{"line":120,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿MemberExpression
1157¿Identifier¿¿1185¿module¿¿¿{"start":{"line":120,"column":0},"end":{"line":120,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1158¿Identifier¿¿1185¿exports¿¿¿{"start":{"line":120,"column":7},"end":{"line":120,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1159¿VariableDeclarator¿exported¿1185¿v136¿¿¿{"start":{"line":120,"column":0},"end":{"line":126,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
1160¿FunctionExpression¿¿1185¿anon¿¿¿{"start":{"line":120,"column":22},"end":{"line":126,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿FunctionExpression
1161¿Identifier¿¿0¿commandName¿¿¿{"start":{"line":120,"column":31},"end":{"line":120,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1162¿IfStatement¿¿1229¿¿¿¿{"start":{"line":121,"column":2},"end":{"line":125,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿IfStatement
1163¿Identifier¿¿1229¿isUsingWindows¿¿¿{"start":{"line":121,"column":6},"end":{"line":121,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1164¿VariableDeclarator¿¿1229¿v134¿¿¿{"start":{"line":122,"column":11},"end":{"line":122,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
1165¿CallExpression¿¿1229¿¿¿¿{"start":{"line":122,"column":11},"end":{"line":122,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿CallExpression
1166¿Identifier¿¿1229¿commandExistsWindowsSync¿¿¿{"start":{"line":122,"column":11},"end":{"line":122,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1167¿Identifier¿¿1229¿commandName¿¿¿{"start":{"line":122,"column":36},"end":{"line":122,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1168¿ReturnStatement¿¿1229¿¿¿¿{"start":{"line":122,"column":4},"end":{"line":122,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿ReturnStatement
1169¿Identifier¿¿1229¿v134¿¿¿¿¿Identifier
1170¿BlockStatement¿¿1229¿¿¿¿{"start":{"line":121,"column":22},"end":{"line":123,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BlockStatement
1171¿VariableDeclarator¿¿1229¿v135¿¿¿{"start":{"line":124,"column":11},"end":{"line":124,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
1172¿CallExpression¿¿1229¿¿¿¿{"start":{"line":124,"column":11},"end":{"line":124,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿CallExpression
1173¿Identifier¿¿1229¿commandExistsUnixSync¿¿¿{"start":{"line":124,"column":11},"end":{"line":124,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1174¿Identifier¿¿1229¿commandName¿¿¿{"start":{"line":124,"column":33},"end":{"line":124,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1175¿ReturnStatement¿¿1229¿¿¿¿{"start":{"line":124,"column":4},"end":{"line":124,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿ReturnStatement
1176¿Identifier¿¿1229¿v135¿¿¿¿¿Identifier
1177¿BlockStatement¿¿1229¿¿¿¿{"start":{"line":123,"column":9},"end":{"line":125,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BlockStatement
1178¿BlockStatement¿¿1229¿¿¿¿{"start":{"line":120,"column":44},"end":{"line":126,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BlockStatement
1179¿ExpressionStatement¿¿1185¿¿¿¿{"start":{"line":120,"column":0},"end":{"line":126,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿ExpressionStatement
1180¿AssignmentExpression¿=¿1185¿¿¿¿{"start":{"line":120,"column":0},"end":{"line":126,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿AssignmentExpression
1181¿MemberExpression¿¿1185¿¿¿¿{"start":{"line":120,"column":0},"end":{"line":120,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿MemberExpression
1182¿Identifier¿¿1185¿v133¿¿¿¿¿Identifier
1183¿Identifier¿¿1185¿sync¿¿¿{"start":{"line":120,"column":15},"end":{"line":120,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
1184¿Identifier¿¿1185¿v136¿¿¿¿¿Identifier
1185¿CFG_F_START¿¿1185¿__main__¿¿¿¿¿CFG_F_START
1186¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1187¿CFG_F_START¿¿1187¿748_anon¿¿¿¿¿CFG_F_START
1188¿CFG_F_END¿¿0¿748_anon¿¿¿¿¿CFG_F_END
1189¿CFG_F_START¿¿1189¿756_anon¿¿¿¿¿CFG_F_START
1190¿CFG_F_END¿¿0¿756_anon¿¿¿¿¿CFG_F_END
1191¿CFG_F_START¿¿1191¿778_anon¿¿¿¿¿CFG_F_START
1192¿CFG_F_END¿¿0¿778_anon¿¿¿¿¿CFG_F_END
1193¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1194¿CFG_F_START¿¿1194¿802_anon¿¿¿¿¿CFG_F_START
1195¿CFG_F_END¿¿0¿802_anon¿¿¿¿¿CFG_F_END
1196¿CFG_F_START¿¿1196¿818_anon¿¿¿¿¿CFG_F_START
1197¿CFG_F_END¿¿0¿818_anon¿¿¿¿¿CFG_F_END
1198¿CFG_F_START¿¿1198¿841_anon¿¿¿¿¿CFG_F_START
1199¿CFG_F_END¿¿0¿841_anon¿¿¿¿¿CFG_F_END
1200¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1201¿CFG_F_START¿¿1201¿873_anon¿¿¿¿¿CFG_F_START
1202¿CFG_F_END¿¿0¿873_anon¿¿¿¿¿CFG_F_END
1203¿CFG_F_START¿¿1203¿877_anon¿¿¿¿¿CFG_F_START
1204¿CFG_F_END¿¿0¿877_anon¿¿¿¿¿CFG_F_END
1205¿CFG_F_START¿¿1205¿905_anon¿¿¿¿¿CFG_F_START
1206¿CFG_F_END¿¿0¿905_anon¿¿¿¿¿CFG_F_END
1207¿CFG_IF_END¿¿0¿882¿¿¿¿¿CFG_IF_END
1208¿CFG_F_START¿¿1208¿947_anon¿¿¿¿¿CFG_F_START
1209¿CFG_F_END¿¿0¿947_anon¿¿¿¿¿CFG_F_END
1210¿CFG_F_START¿¿1210¿955_anon¿¿¿¿¿CFG_F_START
1211¿CFG_F_END¿¿0¿955_anon¿¿¿¿¿CFG_F_END
1212¿CFG_IF_END¿¿0¿961¿¿¿¿¿CFG_IF_END
1213¿CFG_F_START¿¿1213¿987_anon¿¿¿¿¿CFG_F_START
1214¿CFG_F_END¿¿0¿987_anon¿¿¿¿¿CFG_F_END
1215¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1216¿CFG_IF_END¿¿0¿993¿¿¿¿¿CFG_IF_END
1217¿CFG_F_START¿¿1217¿1043_anon¿¿¿¿¿CFG_F_START
1218¿CFG_F_END¿¿0¿1043_anon¿¿¿¿¿CFG_F_END
1219¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1220¿CFG_F_START¿¿1220¿1071_anon¿¿¿¿¿CFG_F_START
1221¿CFG_F_END¿¿0¿1071_anon¿¿¿¿¿CFG_F_END
1222¿CFG_F_START¿¿1222¿1091_anon¿¿¿¿¿CFG_F_START
1223¿CFG_F_END¿¿0¿1091_anon¿¿¿¿¿CFG_F_END
1224¿CFG_F_START¿¿1224¿1095_anon¿¿¿¿¿CFG_F_START
1225¿CFG_F_END¿¿0¿1095_anon¿¿¿¿¿CFG_F_END
1226¿CFG_IF_END¿¿0¿1098¿¿¿¿¿CFG_IF_END
1227¿CFG_IF_END¿¿0¿1088¿¿¿¿¿CFG_IF_END
1228¿CFG_IF_END¿¿0¿1130¿¿¿¿¿CFG_IF_END
1229¿CFG_F_START¿¿1229¿1160_anon¿¿¿¿¿CFG_F_START
1230¿CFG_F_END¿¿0¿1160_anon¿¿¿¿¿CFG_F_END
1231¿CFG_IF_END¿¿0¿1162¿¿¿¿¿CFG_IF_END
1232¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1233¿PDG_CALL¿¿1185¿1185.CALL->require-o161¿¿¿¿¿PDG_CALL
1234¿PDG_OBJECT¿¿0¿1185.v69-o162¿¿¿¿¿PDG_OBJECT
1235¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1236¿PDG_OBJECT¿¿0¿1185.v69.exec-o163¿¿¿¿¿PDG_OBJECT
1237¿PDG_CALL¿¿1185¿1185.CALL->require-o164¿¿¿¿¿PDG_CALL
1238¿PDG_OBJECT¿¿0¿1185.v70-o165¿¿¿¿¿PDG_OBJECT
1239¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1240¿PDG_OBJECT¿¿0¿1185.v70.execSync-o166¿¿¿¿¿PDG_OBJECT
1241¿PDG_CALL¿¿1185¿1185.CALL->require-o167¿¿¿¿¿PDG_CALL
1242¿PDG_OBJECT¿¿0¿1185.fs-o168¿¿¿¿¿PDG_OBJECT
1243¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1244¿PDG_OBJECT¿¿0¿1185.fs.access-o169¿¿¿¿¿PDG_OBJECT
1245¿PDG_OBJECT¿¿0¿1185.fs.accessSync-o170¿¿¿¿¿PDG_OBJECT
1246¿PDG_OBJECT¿¿0¿1185.fs.constants-o171¿¿¿¿¿PDG_OBJECT
1247¿PDG_OBJECT¿¿0¿1185.process-o172¿¿¿¿¿PDG_OBJECT
1248¿PDG_OBJECT¿¿0¿1185.process.platform-o173¿¿¿¿¿PDG_OBJECT
1249¿PDG_OBJECT¿¿0¿1185.isUsingWindows-o174¿¿¿¿¿PDG_OBJECT
1250¿PDG_OBJECT¿¿0¿1187.this-o175¿¿¿¿¿PDG_OBJECT
1251¿PDG_OBJECT¿¿0¿1187.commandName-o176¿¿¿¿¿PDG_OBJECT
1252¿PDG_OBJECT¿¿0¿1187.callback-o177¿¿¿¿¿PDG_OBJECT
1253¿PDG_OBJECT¿¿0¿1185.fileNotExists-o178¿¿¿¿¿PDG_OBJECT
1254¿PDG_OBJECT¿¿0¿1191.this-o179¿¿¿¿¿PDG_OBJECT
1255¿PDG_OBJECT¿¿0¿1191.commandName-o180¿¿¿¿¿PDG_OBJECT
1256¿PDG_OBJECT¿¿0¿1185.fileNotExistsSync-o181¿¿¿¿¿PDG_OBJECT
1257¿PDG_OBJECT¿¿0¿1194.this-o182¿¿¿¿¿PDG_OBJECT
1258¿PDG_OBJECT¿¿0¿1194.commandName-o183¿¿¿¿¿PDG_OBJECT
1259¿PDG_OBJECT¿¿0¿1194.callback-o184¿¿¿¿¿PDG_OBJECT
1260¿PDG_OBJECT¿¿0¿1185.localExecutable-o185¿¿¿¿¿PDG_OBJECT
1261¿PDG_OBJECT¿¿0¿1198.this-o186¿¿¿¿¿PDG_OBJECT
1262¿PDG_OBJECT¿¿0¿1198.commandName-o187¿¿¿¿¿PDG_OBJECT
1263¿PDG_OBJECT¿¿0¿1185.localExecutableSync-o188¿¿¿¿¿PDG_OBJECT
1264¿PDG_OBJECT¿¿0¿1201.this-o189¿¿¿¿¿PDG_OBJECT
1265¿PDG_OBJECT¿¿0¿1201.commandName-o190¿¿¿¿¿PDG_OBJECT
1266¿PDG_OBJECT¿¿0¿1201.callback-o191¿¿¿¿¿PDG_OBJECT
1267¿PDG_OBJECT¿¿0¿1185.commandExistsUnix-o192¿¿¿¿¿PDG_OBJECT
1268¿PDG_OBJECT¿¿0¿1208.this-o193¿¿¿¿¿PDG_OBJECT
1269¿PDG_OBJECT¿¿0¿1208.commandName-o194¿¿¿¿¿PDG_OBJECT
1270¿PDG_OBJECT¿¿0¿1208.callback-o195¿¿¿¿¿PDG_OBJECT
1271¿PDG_OBJECT¿¿0¿1185.commandExistsWindows-o196¿¿¿¿¿PDG_OBJECT
1272¿PDG_OBJECT¿¿0¿1213.this-o197¿¿¿¿¿PDG_OBJECT
1273¿PDG_OBJECT¿¿0¿1213.commandName-o198¿¿¿¿¿PDG_OBJECT
1274¿PDG_OBJECT¿¿0¿1185.commandExistsUnixSync-o199¿¿¿¿¿PDG_OBJECT
1275¿PDG_OBJECT¿¿0¿1217.this-o200¿¿¿¿¿PDG_OBJECT
1276¿PDG_OBJECT¿¿0¿1217.commandName-o201¿¿¿¿¿PDG_OBJECT
1277¿PDG_OBJECT¿¿0¿1217.callback-o202¿¿¿¿¿PDG_OBJECT
1278¿PDG_OBJECT¿¿0¿1185.commandExistsWindowsSync-o203¿¿¿¿¿PDG_OBJECT
1279¿PDG_OBJECT¿¿0¿1220.this-o204¿¿¿¿¿PDG_OBJECT
1280¿PDG_OBJECT¿¿0¿1220.commandName-o205¿¿¿¿¿PDG_OBJECT
1281¿PDG_OBJECT¿¿0¿1220.callback-o206¿¿¿¿¿PDG_OBJECT
1282¿PDG_OBJECT¿¿0¿1185.commandExists-o207¿¿¿¿¿PDG_OBJECT
1283¿PDG_OBJECT¿¿0¿1185.module-o208¿¿¿¿¿PDG_OBJECT
1284¿PDG_OBJECT¿¿0¿1185.module.exports-o209¿¿¿¿¿PDG_OBJECT
1285¿PDG_OBJECT¿¿0¿1229.this-o210¿¿¿¿¿PDG_OBJECT
1286¿PDG_OBJECT¿¿0¿1229.commandName-o211¿¿¿¿¿PDG_OBJECT
1287¿PDG_OBJECT¿¿0¿1185.v136-o212¿¿¿¿¿PDG_OBJECT
1288¿PDG_OBJECT¿¿0¿1185.v133-o213¿¿¿¿¿PDG_OBJECT
1289¿PDG_OBJECT¿¿0¿1185.v133.sync-o214¿¿¿¿¿PDG_OBJECT
1290¿PDG_OBJECT¿¿0¿1187.constants.F_OK-o215¿¿¿¿¿PDG_OBJECT
1291¿PDG_OBJECT¿¿0¿1189.this-o216¿¿¿¿¿PDG_OBJECT
1292¿PDG_OBJECT¿¿0¿1189.err-o217¿¿¿¿¿PDG_OBJECT
1293¿PDG_OBJECT¿¿0¿1187.v76-o218¿¿¿¿¿PDG_OBJECT
1294¿PDG_CALL¿¿1187¿1187.CALL->access-o219¿¿¿¿¿PDG_CALL
1295¿PDG_OBJECT¿¿0¿1187.v77-o220¿¿¿¿¿PDG_OBJECT
1296¿PDG_CALL¿¿1189¿1189.CALL->callback-o221¿¿¿¿¿PDG_CALL
1297¿PDG_OBJECT¿¿0¿1189.v75-o222¿¿¿¿¿PDG_OBJECT
1298¿PDG_CALL¿¿1191¿1191.CALL->accessSync-o223¿¿¿¿¿PDG_CALL
1299¿PDG_OBJECT¿¿0¿1191.v79-o224¿¿¿¿¿PDG_OBJECT
1300¿PDG_RETURN¿¿0¿1191.RET_OBJ-o225¿¿¿¿¿PDG_RETURN
1301¿PDG_RETURN¿¿0¿1191.RET_OBJ-o226¿¿¿¿¿PDG_RETURN
1302¿PDG_OBJECT¿¿0¿1194.constants.X_OK-o227¿¿¿¿¿PDG_OBJECT
1303¿PDG_OBJECT¿¿0¿1194.v82-o228¿¿¿¿¿PDG_OBJECT
1304¿PDG_OBJECT¿¿0¿1196.this-o229¿¿¿¿¿PDG_OBJECT
1305¿PDG_OBJECT¿¿0¿1196.err-o230¿¿¿¿¿PDG_OBJECT
1306¿PDG_OBJECT¿¿0¿1194.v85-o231¿¿¿¿¿PDG_OBJECT
1307¿PDG_CALL¿¿1194¿1194.CALL->access-o232¿¿¿¿¿PDG_CALL
1308¿PDG_OBJECT¿¿0¿1194.v86-o233¿¿¿¿¿PDG_OBJECT
1309¿PDG_CALL¿¿1196¿1196.CALL->callback-o234¿¿¿¿¿PDG_CALL
1310¿PDG_OBJECT¿¿0¿1196.v84-o235¿¿¿¿¿PDG_OBJECT
1311¿PDG_OBJECT¿¿0¿1198.v89-o236¿¿¿¿¿PDG_OBJECT
1312¿PDG_CALL¿¿1198¿1198.CALL->accessSync-o237¿¿¿¿¿PDG_CALL
1313¿PDG_OBJECT¿¿0¿1198.v90-o238¿¿¿¿¿PDG_OBJECT
1314¿PDG_RETURN¿¿0¿1198.RET_OBJ-o239¿¿¿¿¿PDG_RETURN
1315¿PDG_RETURN¿¿0¿1198.RET_OBJ-o240¿¿¿¿¿PDG_RETURN
1316¿PDG_OBJECT¿¿0¿1203.this-o241¿¿¿¿¿PDG_OBJECT
1317¿PDG_OBJECT¿¿0¿1203.isFile-o242¿¿¿¿¿PDG_OBJECT
1318¿PDG_OBJECT¿¿0¿1201.v102-o243¿¿¿¿¿PDG_OBJECT
1319¿PDG_CALL¿¿1201¿1201.CALL->fileNotExists-o244¿¿¿¿¿PDG_CALL
1320¿PDG_OBJECT¿¿0¿1201.v103-o245¿¿¿¿¿PDG_OBJECT
1321¿PDG_OBJECT¿¿0¿1203.v92-o246¿¿¿¿¿PDG_OBJECT
1322¿PDG_OBJECT¿¿0¿1203.v93-o247¿¿¿¿¿PDG_OBJECT
1323¿PDG_OBJECT¿¿0¿1203.v94-o248¿¿¿¿¿PDG_OBJECT
1324¿PDG_OBJECT¿¿0¿1203.v95-o249¿¿¿¿¿PDG_OBJECT
1325¿PDG_OBJECT¿¿0¿1203.v96-o250¿¿¿¿¿PDG_OBJECT
1326¿PDG_OBJECT¿¿0¿1205.this-o251¿¿¿¿¿PDG_OBJECT
1327¿PDG_OBJECT¿¿0¿1205.error-o252¿¿¿¿¿PDG_OBJECT
1328¿PDG_OBJECT¿¿0¿1205.stdout-o253¿¿¿¿¿PDG_OBJECT
1329¿PDG_OBJECT¿¿0¿1205.stderr-o254¿¿¿¿¿PDG_OBJECT
1330¿PDG_OBJECT¿¿0¿1203.v100-o255¿¿¿¿¿PDG_OBJECT
1331¿PDG_CALL¿¿1203¿1203.CALL->exec-o256¿¿¿¿¿PDG_CALL
1332¿PDG_OBJECT¿¿0¿1203.child-o257¿¿¿¿¿PDG_OBJECT
1333¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
1334¿PDG_CALL¿¿1203¿1203.CALL->localExecutable-o258¿¿¿¿¿PDG_CALL
1335¿PDG_OBJECT¿¿0¿1203.v101-o259¿¿¿¿¿PDG_OBJECT
1336¿PDG_CALL¿¿1205¿1205.CALL->callback-o260¿¿¿¿¿PDG_CALL
1337¿PDG_OBJECT¿¿0¿1205.v99-o261¿¿¿¿¿PDG_OBJECT
1338¿PDG_OBJECT¿¿0¿1208.v104-o262¿¿¿¿¿PDG_OBJECT
1339¿PDG_OBJECT¿¿0¿1210.this-o263¿¿¿¿¿PDG_OBJECT
1340¿PDG_OBJECT¿¿0¿1210.error-o264¿¿¿¿¿PDG_OBJECT
1341¿PDG_OBJECT¿¿0¿1208.v108-o265¿¿¿¿¿PDG_OBJECT
