Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
900¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":124,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Program
1323¿MemberExpression¿¿1579¿¿¿¿{"start":{"line":72,"column":2},"end":{"line":72,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1324¿Identifier¿¿1579¿stream¿¿¿{"start":{"line":72,"column":2},"end":{"line":72,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1325¿Identifier¿¿1579¿on¿¿¿{"start":{"line":72,"column":9},"end":{"line":72,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1326¿Literal¿string¿1579¿¿'open'¿¿{"start":{"line":72,"column":12},"end":{"line":72,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Literal
1327¿Identifier¿¿1579¿v112¿¿¿¿¿Identifier
1328¿ExpressionStatement¿¿1579¿¿¿¿{"start":{"line":72,"column":2},"end":{"line":75,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ExpressionStatement
1329¿Identifier¿¿1579¿v113¿¿¿¿¿Identifier
1330¿VariableDeclarator¿¿1579¿v115¿¿¿{"start":{"line":77,"column":21},"end":{"line":79,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1331¿FunctionExpression¿¿1579¿anon¿¿¿{"start":{"line":77,"column":21},"end":{"line":79,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿FunctionExpression
1332¿VariableDeclarator¿¿1585¿v114¿¿¿{"start":{"line":78,"column":3},"end":{"line":78,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1333¿CallExpression¿¿1585¿¿¿¿{"start":{"line":78,"column":3},"end":{"line":78,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿CallExpression
1334¿MemberExpression¿¿1585¿¿¿¿{"start":{"line":78,"column":3},"end":{"line":78,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1335¿Identifier¿¿1585¿response¿¿¿{"start":{"line":78,"column":3},"end":{"line":78,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1336¿Identifier¿¿1585¿end¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1337¿ExpressionStatement¿¿1585¿¿¿¿{"start":{"line":78,"column":3},"end":{"line":78,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ExpressionStatement
1338¿Identifier¿¿1585¿v114¿¿¿¿¿Identifier
1339¿BlockStatement¿¿1585¿¿¿¿{"start":{"line":77,"column":33},"end":{"line":79,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿BlockStatement
1340¿VariableDeclarator¿¿1579¿v116¿¿¿{"start":{"line":77,"column":2},"end":{"line":79,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1341¿CallExpression¿¿1579¿¿¿¿{"start":{"line":77,"column":2},"end":{"line":79,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿CallExpression
1342¿MemberExpression¿¿1579¿¿¿¿{"start":{"line":77,"column":2},"end":{"line":77,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1343¿Identifier¿¿1579¿stream¿¿¿{"start":{"line":77,"column":2},"end":{"line":77,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1344¿Identifier¿¿1579¿on¿¿¿{"start":{"line":77,"column":9},"end":{"line":77,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1345¿Literal¿string¿1579¿¿'close'¿¿{"start":{"line":77,"column":12},"end":{"line":77,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Literal
1346¿Identifier¿¿1579¿v115¿¿¿¿¿Identifier
1347¿ExpressionStatement¿¿1579¿¿¿¿{"start":{"line":77,"column":2},"end":{"line":79,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ExpressionStatement
1348¿Identifier¿¿1579¿v116¿¿¿¿¿Identifier
1349¿VariableDeclarator¿¿1579¿v117¿¿¿{"start":{"line":81,"column":2},"end":{"line":81,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1350¿CallExpression¿¿1579¿¿¿¿{"start":{"line":81,"column":2},"end":{"line":81,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿CallExpression
1351¿MemberExpression¿¿1579¿¿¿¿{"start":{"line":81,"column":2},"end":{"line":81,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1352¿Identifier¿¿1579¿stream¿¿¿{"start":{"line":81,"column":2},"end":{"line":81,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1353¿Identifier¿¿1579¿pipe¿¿¿{"start":{"line":81,"column":9},"end":{"line":81,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1354¿Identifier¿¿1579¿response¿¿¿{"start":{"line":81,"column":14},"end":{"line":81,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1355¿ExpressionStatement¿¿1579¿¿¿¿{"start":{"line":81,"column":2},"end":{"line":81,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ExpressionStatement
1356¿Identifier¿¿1579¿v117¿¿¿¿¿Identifier
1357¿BlockStatement¿¿1579¿¿¿¿{"start":{"line":59,"column":24},"end":{"line":82,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿BlockStatement
1358¿VariableDeclarator¿¿1579¿header¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1359¿CallExpression¿¿1579¿¿¿¿{"start":{"line":83,"column":17},"end":{"line":83,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿CallExpression
1360¿MemberExpression¿¿1579¿¿¿¿{"start":{"line":83,"column":17},"end":{"line":83,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1361¿Identifier¿¿1579¿Utility¿¿¿{"start":{"line":83,"column":17},"end":{"line":83,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1362¿Identifier¿¿1579¿createHeader¿¿¿{"start":{"line":83,"column":25},"end":{"line":83,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1363¿Identifier¿¿1579¿data¿¿¿{"start":{"line":83,"column":38},"end":{"line":83,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1364¿VariableDeclarator¿¿1579¿v118¿¿¿{"start":{"line":85,"column":6},"end":{"line":85,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1365¿MemberExpression¿¿1579¿¿¿¿{"start":{"line":85,"column":6},"end":{"line":85,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1366¿Identifier¿¿1579¿data¿¿¿{"start":{"line":85,"column":6},"end":{"line":85,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1367¿Identifier¿¿1579¿code¿¿¿{"start":{"line":85,"column":11},"end":{"line":85,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1368¿VariableDeclarator¿¿1579¿v119¿¿¿{"start":{"line":85,"column":6},"end":{"line":85,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1369¿BinaryExpression¿===¿1579¿¿¿¿{"start":{"line":85,"column":6},"end":{"line":85,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿BinaryExpression
1370¿Identifier¿¿1579¿v118¿¿¿¿¿Identifier
1371¿Literal¿number¿1579¿¿301¿¿{"start":{"line":85,"column":20},"end":{"line":85,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Literal
1372¿IfStatement¿¿1579¿¿¿¿{"start":{"line":85,"column":2},"end":{"line":87,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿IfStatement
1373¿Identifier¿¿1579¿v119¿¿¿¿¿Identifier
1374¿VariableDeclarator¿¿1579¿v120¿¿¿{"start":{"line":86,"column":3},"end":{"line":86,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1375¿MemberExpression¿¿1579¿¿¿¿{"start":{"line":86,"column":21},"end":{"line":86,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1376¿Identifier¿¿1579¿data¿¿¿{"start":{"line":86,"column":21},"end":{"line":86,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1377¿Identifier¿¿1579¿path¿¿¿{"start":{"line":86,"column":26},"end":{"line":86,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1378¿ExpressionStatement¿¿1579¿¿¿¿{"start":{"line":86,"column":3},"end":{"line":86,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ExpressionStatement
1379¿AssignmentExpression¿=¿1579¿¿¿¿{"start":{"line":86,"column":3},"end":{"line":86,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿AssignmentExpression
1380¿MemberExpression¿¿1579¿¿¿¿{"start":{"line":86,"column":3},"end":{"line":86,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1381¿Identifier¿¿1579¿header¿¿¿{"start":{"line":86,"column":3},"end":{"line":86,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1382¿Identifier¿¿1579¿Location¿¿¿{"start":{"line":86,"column":10},"end":{"line":86,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1383¿Identifier¿¿1579¿v120¿¿¿¿¿Identifier
1384¿BlockStatement¿¿1579¿¿¿¿{"start":{"line":85,"column":25},"end":{"line":87,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿BlockStatement
1385¿VariableDeclarator¿¿1579¿v121¿¿¿{"start":{"line":89,"column":38},"end":{"line":89,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1386¿MemberExpression¿¿1579¿¿¿¿{"start":{"line":89,"column":38},"end":{"line":89,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1387¿Identifier¿¿1579¿data¿¿¿{"start":{"line":89,"column":38},"end":{"line":89,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1388¿Identifier¿¿1579¿code¿¿¿{"start":{"line":89,"column":43},"end":{"line":89,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1389¿VariableDeclarator¿¿1579¿result¿¿¿{"start":{"line":89,"column":8},"end":{"line":89,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1390¿CallExpression¿¿1579¿¿¿¿{"start":{"line":89,"column":17},"end":{"line":89,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿CallExpression
1391¿MemberExpression¿¿1579¿¿¿¿{"start":{"line":89,"column":17},"end":{"line":89,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1392¿Identifier¿¿1579¿Utility¿¿¿{"start":{"line":89,"column":17},"end":{"line":89,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1393¿Identifier¿¿1579¿statusString¿¿¿{"start":{"line":89,"column":25},"end":{"line":89,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1394¿Identifier¿¿1579¿v121¿¿¿¿¿Identifier
1395¿VariableDeclarator¿¿1579¿v122¿¿¿{"start":{"line":91,"column":21},"end":{"line":91,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1396¿MemberExpression¿¿1579¿¿¿¿{"start":{"line":91,"column":21},"end":{"line":91,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1397¿Identifier¿¿1579¿data¿¿¿{"start":{"line":91,"column":21},"end":{"line":91,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1398¿Identifier¿¿1579¿code¿¿¿{"start":{"line":91,"column":26},"end":{"line":91,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1399¿VariableDeclarator¿¿1579¿v123¿¿¿{"start":{"line":91,"column":2},"end":{"line":91,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1400¿CallExpression¿¿1579¿¿¿¿{"start":{"line":91,"column":2},"end":{"line":91,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿CallExpression
1401¿MemberExpression¿¿1579¿¿¿¿{"start":{"line":91,"column":2},"end":{"line":91,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1402¿Identifier¿¿1579¿response¿¿¿{"start":{"line":91,"column":2},"end":{"line":91,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1403¿Identifier¿¿1579¿writeHead¿¿¿{"start":{"line":91,"column":11},"end":{"line":91,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1404¿Identifier¿¿1579¿v122¿¿¿¿¿Identifier
1405¿Identifier¿¿1579¿header¿¿¿{"start":{"line":91,"column":32},"end":{"line":91,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1406¿ExpressionStatement¿¿1579¿¿¿¿{"start":{"line":91,"column":2},"end":{"line":91,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ExpressionStatement
1407¿Identifier¿¿1579¿v123¿¿¿¿¿Identifier
1408¿VariableDeclarator¿¿1579¿v124¿¿¿{"start":{"line":92,"column":2},"end":{"line":92,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1409¿CallExpression¿¿1579¿¿¿¿{"start":{"line":92,"column":2},"end":{"line":92,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿CallExpression
1410¿MemberExpression¿¿1579¿¿¿¿{"start":{"line":92,"column":2},"end":{"line":92,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1411¿Identifier¿¿1579¿response¿¿¿{"start":{"line":92,"column":2},"end":{"line":92,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1412¿Identifier¿¿1579¿end¿¿¿{"start":{"line":92,"column":11},"end":{"line":92,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1413¿Identifier¿¿1579¿result¿¿¿{"start":{"line":92,"column":15},"end":{"line":92,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1414¿ExpressionStatement¿¿1579¿¿¿¿{"start":{"line":92,"column":2},"end":{"line":92,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ExpressionStatement
1415¿Identifier¿¿1579¿v124¿¿¿¿¿Identifier
1416¿BlockStatement¿¿1579¿¿¿¿{"start":{"line":82,"column":8},"end":{"line":93,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿BlockStatement
1417¿BlockStatement¿¿1579¿¿¿¿{"start":{"line":56,"column":68},"end":{"line":95,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿BlockStatement
1418¿ExpressionStatement¿¿1572¿¿¿¿{"start":{"line":56,"column":0},"end":{"line":95,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ExpressionStatement
1419¿AssignmentExpression¿=¿1572¿¿¿¿{"start":{"line":56,"column":0},"end":{"line":95,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿AssignmentExpression
1420¿MemberExpression¿¿1572¿¿¿¿{"start":{"line":56,"column":0},"end":{"line":56,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1421¿Identifier¿¿1572¿v102¿¿¿¿¿Identifier
1422¿Identifier¿¿1572¿request¿¿¿{"start":{"line":56,"column":17},"end":{"line":56,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1423¿Identifier¿¿1572¿v125¿¿¿¿¿Identifier
1424¿VariableDeclarator¿¿1572¿v126¿¿¿{"start":{"line":97,"column":0},"end":{"line":97,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1425¿MemberExpression¿¿1572¿¿¿¿{"start":{"line":97,"column":0},"end":{"line":97,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1426¿Identifier¿¿1572¿Server¿¿¿{"start":{"line":97,"column":0},"end":{"line":97,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1427¿Identifier¿¿1572¿prototype¿¿¿{"start":{"line":97,"column":7},"end":{"line":97,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1428¿VariableDeclarator¿¿1572¿v138¿¿¿{"start":{"line":97,"column":0},"end":{"line":111,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1429¿FunctionExpression¿¿1572¿anon¿¿¿{"start":{"line":97,"column":24},"end":{"line":111,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿FunctionExpression
1430¿VariableDeclarator¿¿1589¿self¿¿¿{"start":{"line":98,"column":7},"end":{"line":98,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1431¿ThisExpression¿¿1589¿¿¿¿{"start":{"line":98,"column":14},"end":{"line":98,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ThisExpression
1432¿VariableDeclarator¿¿1589¿v136¿¿¿{"start":{"line":99,"column":20},"end":{"line":110,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1433¿FunctionExpression¿¿1589¿anon¿¿¿{"start":{"line":99,"column":20},"end":{"line":110,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿FunctionExpression
1434¿Identifier¿¿0¿resolve¿¿¿{"start":{"line":99,"column":30},"end":{"line":99,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1435¿Identifier¿¿0¿reject¿¿¿{"start":{"line":99,"column":39},"end":{"line":99,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1436¿VariableDeclarator¿¿1591¿v127¿¿¿{"start":{"line":100,"column":29},"end":{"line":100,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1437¿MemberExpression¿¿1591¿¿¿¿{"start":{"line":100,"column":29},"end":{"line":100,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1438¿Identifier¿¿1591¿self¿¿¿{"start":{"line":100,"column":29},"end":{"line":100,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1439¿Identifier¿¿1591¿port¿¿¿{"start":{"line":100,"column":34},"end":{"line":100,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1440¿VariableDeclarator¿¿1591¿v128¿¿¿{"start":{"line":100,"column":46},"end":{"line":100,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1441¿MemberExpression¿¿1591¿¿¿¿{"start":{"line":100,"column":46},"end":{"line":100,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1442¿Identifier¿¿1591¿self¿¿¿{"start":{"line":100,"column":46},"end":{"line":100,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1443¿Identifier¿¿1591¿host¿¿¿{"start":{"line":100,"column":51},"end":{"line":100,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1444¿VariableDeclarator¿¿1591¿v129¿¿¿{"start":{"line":100,"column":21},"end":{"line":100,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1445¿ObjectExpression¿¿1591¿¿¿¿{"start":{"line":100,"column":21},"end":{"line":100,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ObjectExpression
1446¿Property¿¿1591¿¿¿¿{"start":{"line":100,"column":23},"end":{"line":100,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Property
1447¿Identifier¿¿1591¿port¿¿¿{"start":{"line":100,"column":23},"end":{"line":100,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1448¿Identifier¿¿1591¿v127¿¿¿¿¿Identifier
1449¿Property¿¿1591¿¿¿¿{"start":{"line":100,"column":40},"end":{"line":100,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Property
1450¿Identifier¿¿1591¿host¿¿¿{"start":{"line":100,"column":40},"end":{"line":100,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1451¿Identifier¿¿1591¿v128¿¿¿¿¿Identifier
1452¿VariableDeclarator¿¿1591¿v134¿¿¿{"start":{"line":100,"column":59},"end":{"line":109,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1453¿FunctionExpression¿¿1591¿anon¿¿¿{"start":{"line":100,"column":59},"end":{"line":109,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿FunctionExpression
1454¿VariableDeclarator¿¿1593¿address¿¿¿{"start":{"line":101,"column":9},"end":{"line":101,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1455¿CallExpression¿¿1593¿¿¿¿{"start":{"line":101,"column":19},"end":{"line":101,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿CallExpression
1456¿MemberExpression¿¿1593¿¿¿¿{"start":{"line":101,"column":19},"end":{"line":101,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1457¿Identifier¿¿1593¿self¿¿¿{"start":{"line":101,"column":19},"end":{"line":101,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1458¿Identifier¿¿1593¿address¿¿¿{"start":{"line":101,"column":24},"end":{"line":101,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1459¿VariableDeclarator¿¿1593¿v130¿¿¿{"start":{"line":103,"column":3},"end":{"line":103,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1460¿MemberExpression¿¿1593¿¿¿¿{"start":{"line":103,"column":15},"end":{"line":103,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1461¿Identifier¿¿1593¿address¿¿¿{"start":{"line":103,"column":15},"end":{"line":103,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1462¿Identifier¿¿1593¿port¿¿¿{"start":{"line":103,"column":23},"end":{"line":103,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1463¿ExpressionStatement¿¿1593¿¿¿¿{"start":{"line":103,"column":3},"end":{"line":103,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ExpressionStatement
1464¿AssignmentExpression¿=¿1593¿¿¿¿{"start":{"line":103,"column":3},"end":{"line":103,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿AssignmentExpression
1465¿MemberExpression¿¿1593¿¿¿¿{"start":{"line":103,"column":3},"end":{"line":103,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1466¿Identifier¿¿1593¿self¿¿¿{"start":{"line":103,"column":3},"end":{"line":103,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
