Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
6836¿Program¿¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":766,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Program
11730¿Identifier¿¿indexOf¿¿¿{"start":{"line":708,"column":33},"end":{"line":708,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11731¿Identifier¿¿v¿¿¿{"start":{"line":708,"column":41},"end":{"line":708,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11732¿VariableDeclarator¿¿v1548¿¿¿¿¿VariableDeclarator
11733¿UnaryExpression¿-¿¿¿¿{"start":{"line":708,"column":48},"end":{"line":708,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿UnaryExpression
11734¿Literal¿number¿¿1¿¿{"start":{"line":708,"column":49},"end":{"line":708,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Literal
11735¿VariableDeclarator¿¿v1549¿¿¿¿¿VariableDeclarator
11736¿BinaryExpression¿!==¿¿¿¿{"start":{"line":708,"column":17},"end":{"line":708,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿BinaryExpression
11737¿Identifier¿¿v1547¿¿¿¿¿Identifier
11738¿Identifier¿¿v1548¿¿¿¿¿Identifier
11739¿ReturnStatement¿¿¿¿¿{"start":{"line":708,"column":10},"end":{"line":708,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ReturnStatement
11740¿Identifier¿¿v1549¿¿¿¿¿Identifier
11741¿BlockStatement¿¿¿¿¿{"start":{"line":707,"column":59},"end":{"line":709,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿BlockStatement
11742¿VariableDeclarator¿¿intersect¿¿¿{"start":{"line":707,"column":12},"end":{"line":709,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿VariableDeclarator
11743¿CallExpression¿¿¿¿¿{"start":{"line":707,"column":24},"end":{"line":709,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
11744¿MemberExpression¿¿¿¿¿{"start":{"line":707,"column":24},"end":{"line":707,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
11745¿Identifier¿¿v1545¿¿¿¿¿Identifier
11746¿Identifier¿¿filter¿¿¿{"start":{"line":707,"column":39},"end":{"line":707,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11747¿Identifier¿¿v1550¿¿¿¿¿Identifier
11748¿VariableDeclarator¿¿v1551¿¿¿¿¿VariableDeclarator
11749¿MemberExpression¿¿¿¿¿{"start":{"line":711,"column":12},"end":{"line":711,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
11750¿Identifier¿¿intersect¿¿¿{"start":{"line":711,"column":12},"end":{"line":711,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11751¿Identifier¿¿length¿¿¿{"start":{"line":711,"column":22},"end":{"line":711,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11752¿IfStatement¿¿¿¿¿{"start":{"line":711,"column":8},"end":{"line":716,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿IfStatement
11753¿Identifier¿¿v1551¿¿¿¿¿Identifier
11754¿VariableDeclarator¿¿v1552¿¿¿¿¿VariableDeclarator
11755¿MemberExpression¿computed¿¿¿¿{"start":{"line":712,"column":27},"end":{"line":712,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
11756¿Identifier¿¿aliasArrays¿¿¿{"start":{"line":712,"column":27},"end":{"line":712,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11757¿Identifier¿¿i¿¿¿{"start":{"line":712,"column":39},"end":{"line":712,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11758¿VariableDeclarator¿¿v1553¿¿¿¿¿VariableDeclarator
11759¿MemberExpression¿computed¿¿¿¿{"start":{"line":712,"column":49},"end":{"line":712,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
11760¿Identifier¿¿aliasArrays¿¿¿{"start":{"line":712,"column":49},"end":{"line":712,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11761¿Identifier¿¿ii¿¿¿{"start":{"line":712,"column":61},"end":{"line":712,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11762¿VariableDeclarator¿¿v1554¿¿¿¿¿VariableDeclarator
11763¿CallExpression¿¿¿¿¿{"start":{"line":712,"column":27},"end":{"line":712,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
11764¿MemberExpression¿¿¿¿¿{"start":{"line":712,"column":27},"end":{"line":712,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
11765¿Identifier¿¿v1552¿¿¿¿¿Identifier
11766¿Identifier¿¿concat¿¿¿{"start":{"line":712,"column":42},"end":{"line":712,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11767¿Identifier¿¿v1553¿¿¿¿¿Identifier
11768¿ExpressionStatement¿¿¿¿¿{"start":{"line":712,"column":10},"end":{"line":712,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
11769¿AssignmentExpression¿=¿¿¿¿{"start":{"line":712,"column":10},"end":{"line":712,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿AssignmentExpression
11770¿MemberExpression¿computed¿¿¿¿{"start":{"line":712,"column":10},"end":{"line":712,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
11771¿Identifier¿¿aliasArrays¿¿¿{"start":{"line":712,"column":10},"end":{"line":712,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11772¿Identifier¿¿i¿¿¿{"start":{"line":712,"column":22},"end":{"line":712,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11773¿Identifier¿¿v1554¿¿¿¿¿Identifier
11774¿VariableDeclarator¿¿v1555¿¿¿¿¿VariableDeclarator
11775¿CallExpression¿¿¿¿¿{"start":{"line":713,"column":10},"end":{"line":713,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
11776¿MemberExpression¿¿¿¿¿{"start":{"line":713,"column":10},"end":{"line":713,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
11777¿Identifier¿¿aliasArrays¿¿¿{"start":{"line":713,"column":10},"end":{"line":713,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11778¿Identifier¿¿splice¿¿¿{"start":{"line":713,"column":22},"end":{"line":713,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11779¿Identifier¿¿ii¿¿¿{"start":{"line":713,"column":29},"end":{"line":713,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11780¿Literal¿number¿¿1¿¿{"start":{"line":713,"column":33},"end":{"line":713,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Literal
11781¿ExpressionStatement¿¿¿¿¿{"start":{"line":713,"column":10},"end":{"line":713,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
11782¿Identifier¿¿v1555¿¿¿¿¿Identifier
11783¿ExpressionStatement¿¿¿¿¿{"start":{"line":714,"column":10},"end":{"line":714,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
11784¿AssignmentExpression¿=¿¿¿¿{"start":{"line":714,"column":10},"end":{"line":714,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿AssignmentExpression
11785¿Identifier¿¿change¿¿¿{"start":{"line":714,"column":10},"end":{"line":714,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11786¿Literal¿boolean¿¿true¿¿{"start":{"line":714,"column":19},"end":{"line":714,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Literal
11787¿BreakStatement¿¿¿¿¿{"start":{"line":715,"column":10},"end":{"line":715,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿BreakStatement
11788¿BlockStatement¿¿¿¿¿{"start":{"line":711,"column":30},"end":{"line":716,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿BlockStatement
11789¿VariableDeclarator¿¿v1544¿¿¿¿¿VariableDeclarator
11790¿UpdateExpression¿¿¿¿¿{"start":{"line":706,"column":52},"end":{"line":706,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿UpdateExpression
11791¿Identifier¿¿ii¿¿¿{"start":{"line":706,"column":52},"end":{"line":706,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11792¿ExpressionStatement¿¿¿¿¿{"start":{"line":706,"column":6},"end":{"line":717,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
11793¿AssignmentExpression¿=¿¿¿¿{"start":{"line":706,"column":6},"end":{"line":717,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿AssignmentExpression
11794¿Identifier¿¿v1543¿¿¿{"start":{"line":706,"column":6},"end":{"line":717,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11795¿BinaryExpression¿<¿¿¿¿{"start":{"line":706,"column":27},"end":{"line":706,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿BinaryExpression
11796¿Identifier¿¿ii¿¿¿{"start":{"line":706,"column":27},"end":{"line":706,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11797¿Identifier¿¿v1542¿¿¿¿¿Identifier
11798¿BlockStatement¿¿¿¿¿¿¿BlockStatement
11799¿VariableDeclarator¿¿v1541¿¿¿¿¿VariableDeclarator
11800¿UpdateExpression¿¿¿¿¿{"start":{"line":705,"column":44},"end":{"line":705,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿UpdateExpression
11801¿Identifier¿¿i¿¿¿{"start":{"line":705,"column":44},"end":{"line":705,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11802¿ExpressionStatement¿¿¿¿¿{"start":{"line":705,"column":4},"end":{"line":718,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
11803¿AssignmentExpression¿=¿¿¿¿{"start":{"line":705,"column":4},"end":{"line":718,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿AssignmentExpression
11804¿Identifier¿¿v1540¿¿¿{"start":{"line":705,"column":4},"end":{"line":718,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11805¿BinaryExpression¿<¿¿¿¿{"start":{"line":705,"column":20},"end":{"line":705,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿BinaryExpression
11806¿Identifier¿¿i¿¿¿{"start":{"line":705,"column":20},"end":{"line":705,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11807¿Identifier¿¿v1539¿¿¿¿¿Identifier
11808¿BlockStatement¿¿¿¿¿¿¿BlockStatement
11809¿BlockStatement¿¿¿¿¿{"start":{"line":703,"column":17},"end":{"line":719,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿BlockStatement
11810¿VariableDeclarator¿¿v1560¿¿¿¿¿VariableDeclarator
11811¿FunctionExpression¿¿anon¿¿¿{"start":{"line":723,"column":22},"end":{"line":728,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿FunctionExpression
11812¿Identifier¿¿aliasArray¿¿¿{"start":{"line":723,"column":32},"end":{"line":723,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11813¿VariableDeclarator¿¿v1558¿¿¿¿¿VariableDeclarator
11814¿FunctionExpression¿¿anon¿¿¿{"start":{"line":724,"column":35},"end":{"line":726,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿FunctionExpression
11815¿Identifier¿¿v¿¿¿{"start":{"line":724,"column":45},"end":{"line":724,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11816¿Identifier¿¿i¿¿¿{"start":{"line":724,"column":48},"end":{"line":724,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11817¿Identifier¿¿self¿¿¿{"start":{"line":724,"column":51},"end":{"line":724,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11818¿VariableDeclarator¿¿v1556¿¿¿¿¿VariableDeclarator
11819¿CallExpression¿¿¿¿¿{"start":{"line":725,"column":13},"end":{"line":725,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
11820¿MemberExpression¿¿¿¿¿{"start":{"line":725,"column":13},"end":{"line":725,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
11821¿Identifier¿¿self¿¿¿{"start":{"line":725,"column":13},"end":{"line":725,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11822¿Identifier¿¿indexOf¿¿¿{"start":{"line":725,"column":18},"end":{"line":725,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11823¿Identifier¿¿v¿¿¿{"start":{"line":725,"column":26},"end":{"line":725,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11824¿VariableDeclarator¿¿v1557¿¿¿¿¿VariableDeclarator
11825¿BinaryExpression¿===¿¿¿¿{"start":{"line":725,"column":13},"end":{"line":725,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿BinaryExpression
11826¿Identifier¿¿v1556¿¿¿¿¿Identifier
11827¿Identifier¿¿i¿¿¿{"start":{"line":725,"column":33},"end":{"line":725,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11828¿ReturnStatement¿¿¿¿¿{"start":{"line":725,"column":6},"end":{"line":725,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ReturnStatement
11829¿Identifier¿¿v1557¿¿¿¿¿Identifier
11830¿BlockStatement¿¿¿¿¿{"start":{"line":724,"column":57},"end":{"line":726,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿BlockStatement
11831¿ExpressionStatement¿¿¿¿¿{"start":{"line":724,"column":4},"end":{"line":726,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
11832¿AssignmentExpression¿=¿¿¿¿{"start":{"line":724,"column":4},"end":{"line":726,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿AssignmentExpression
11833¿Identifier¿¿aliasArray¿¿¿{"start":{"line":724,"column":4},"end":{"line":724,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11834¿CallExpression¿¿¿¿¿{"start":{"line":724,"column":17},"end":{"line":726,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
11835¿MemberExpression¿¿¿¿¿{"start":{"line":724,"column":17},"end":{"line":724,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
11836¿Identifier¿¿aliasArray¿¿¿{"start":{"line":724,"column":17},"end":{"line":724,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11837¿Identifier¿¿filter¿¿¿{"start":{"line":724,"column":28},"end":{"line":724,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11838¿Identifier¿¿v1558¿¿¿¿¿Identifier
11839¿VariableDeclarator¿¿v1559¿¿¿¿¿VariableDeclarator
11840¿CallExpression¿¿¿¿¿{"start":{"line":727,"column":13},"end":{"line":727,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
11841¿MemberExpression¿¿¿¿¿{"start":{"line":727,"column":13},"end":{"line":727,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
11842¿Identifier¿¿aliasArray¿¿¿{"start":{"line":727,"column":13},"end":{"line":727,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11843¿Identifier¿¿pop¿¿¿{"start":{"line":727,"column":24},"end":{"line":727,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11844¿ExpressionStatement¿¿¿¿¿{"start":{"line":727,"column":4},"end":{"line":727,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
11845¿AssignmentExpression¿=¿¿¿¿{"start":{"line":727,"column":4},"end":{"line":727,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿AssignmentExpression
11846¿MemberExpression¿computed¿¿¿¿{"start":{"line":727,"column":4},"end":{"line":727,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
11847¿Identifier¿¿combined¿¿¿{"start":{"line":727,"column":4},"end":{"line":727,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11848¿Identifier¿¿v1559¿¿¿¿¿Identifier
11849¿Identifier¿¿aliasArray¿¿¿{"start":{"line":727,"column":33},"end":{"line":727,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11850¿BlockStatement¿¿¿¿¿{"start":{"line":723,"column":44},"end":{"line":728,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿BlockStatement
11851¿VariableDeclarator¿¿v1561¿¿¿¿¿VariableDeclarator
11852¿CallExpression¿¿¿¿¿{"start":{"line":723,"column":2},"end":{"line":728,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
11853¿MemberExpression¿¿¿¿¿{"start":{"line":723,"column":2},"end":{"line":723,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
11854¿Identifier¿¿aliasArrays¿¿¿{"start":{"line":723,"column":2},"end":{"line":723,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11855¿Identifier¿¿forEach¿¿¿{"start":{"line":723,"column":14},"end":{"line":723,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11856¿Identifier¿¿v1560¿¿¿¿¿Identifier
11857¿ExpressionStatement¿¿¿¿¿{"start":{"line":723,"column":2},"end":{"line":728,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
11858¿Identifier¿¿v1561¿¿¿¿¿Identifier
11859¿ReturnStatement¿¿¿¿¿{"start":{"line":730,"column":2},"end":{"line":730,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ReturnStatement
11860¿Identifier¿¿combined¿¿¿{"start":{"line":730,"column":9},"end":{"line":730,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11861¿BlockStatement¿¿¿¿¿{"start":{"line":688,"column":34},"end":{"line":731,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿BlockStatement
11862¿VariableDeclarator¿¿assign¿¿¿¿¿VariableDeclarator
11863¿FunctionExpression¿¿anon¿¿¿{"start":{"line":733,"column":0},"end":{"line":745,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿FunctionExpression
11864¿Identifier¿¿defaults¿¿¿{"start":{"line":733,"column":17},"end":{"line":733,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11865¿Identifier¿¿configuration¿¿¿{"start":{"line":733,"column":27},"end":{"line":733,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11866¿VariableDeclarator¿¿o¿¿¿{"start":{"line":734,"column":6},"end":{"line":734,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿VariableDeclarator
11867¿ObjectExpression¿¿¿¿¿¿¿ObjectExpression
11868¿VariableDeclarator¿¿v1562¿¿¿¿¿VariableDeclarator
11869¿ObjectExpression¿¿¿¿¿{"start":{"line":735,"column":35},"end":{"line":735,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ObjectExpression
11870¿ExpressionStatement¿¿¿¿¿{"start":{"line":735,"column":2},"end":{"line":735,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
11871¿AssignmentExpression¿=¿¿¿¿{"start":{"line":735,"column":2},"end":{"line":735,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿AssignmentExpression
11872¿Identifier¿¿configuration¿¿¿{"start":{"line":735,"column":2},"end":{"line":735,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11873¿LogicalExpression¿||¿¿¿¿{"start":{"line":735,"column":18},"end":{"line":735,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿LogicalExpression
11874¿Identifier¿¿configuration¿¿¿{"start":{"line":735,"column":18},"end":{"line":735,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11875¿Identifier¿¿v1562¿¿¿¿¿Identifier
11876¿VariableDeclarator¿¿v1563¿¿¿¿¿VariableDeclarator
11877¿CallExpression¿¿¿¿¿{"start":{"line":737,"column":2},"end":{"line":737,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
11878¿MemberExpression¿¿¿¿¿{"start":{"line":737,"column":2},"end":{"line":737,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
11879¿Identifier¿¿Object¿¿¿{"start":{"line":737,"column":2},"end":{"line":737,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11880¿Identifier¿¿keys¿¿¿{"start":{"line":737,"column":9},"end":{"line":737,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11881¿Identifier¿¿defaults¿¿¿{"start":{"line":737,"column":14},"end":{"line":737,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11882¿VariableDeclarator¿¿v1565¿¿¿¿¿VariableDeclarator
11883¿FunctionExpression¿¿anon¿¿¿{"start":{"line":737,"column":32},"end":{"line":739,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿FunctionExpression
11884¿Identifier¿¿k¿¿¿{"start":{"line":737,"column":42},"end":{"line":737,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11885¿VariableDeclarator¿¿v1564¿¿¿¿¿VariableDeclarator
11886¿MemberExpression¿computed¿¿¿¿{"start":{"line":738,"column":11},"end":{"line":738,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
11887¿Identifier¿¿defaults¿¿¿{"start":{"line":738,"column":11},"end":{"line":738,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11888¿Identifier¿¿k¿¿¿{"start":{"line":738,"column":20},"end":{"line":738,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
11889¿ExpressionStatement¿¿¿¿¿{"start":{"line":738,"column":4},"end":{"line":738,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
