Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
732¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":139,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Program
1160¿Identifier¿¿1259¿use¿¿¿{"start":{"line":112,"column":4},"end":{"line":112,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1161¿Literal¿string¿1259¿¿'/'¿¿{"start":{"line":112,"column":8},"end":{"line":112,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Literal
1162¿Identifier¿¿1259¿v122¿¿¿¿¿Identifier
1163¿ExpressionStatement¿¿1259¿¿¿¿{"start":{"line":112,"column":0},"end":{"line":116,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿ExpressionStatement
1164¿Identifier¿¿1259¿v123¿¿¿¿¿Identifier
1165¿VariableDeclarator¿¿1259¿server¿¿¿{"start":{"line":118,"column":6},"end":{"line":118,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
1166¿CallExpression¿¿1259¿¿¿¿{"start":{"line":118,"column":15},"end":{"line":118,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿CallExpression
1167¿MemberExpression¿¿1259¿¿¿¿{"start":{"line":118,"column":15},"end":{"line":118,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿MemberExpression
1168¿Identifier¿¿1259¿http¿¿¿{"start":{"line":118,"column":15},"end":{"line":118,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1169¿Identifier¿¿1259¿createServer¿¿¿{"start":{"line":118,"column":20},"end":{"line":118,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1170¿Identifier¿¿1259¿app¿¿¿{"start":{"line":118,"column":33},"end":{"line":118,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1171¿VariableDeclarator¿¿1259¿v127¿¿¿{"start":{"line":120,"column":25},"end":{"line":122,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
1172¿ArrowFunctionExpression¿¿1259¿¿¿¿{"start":{"line":120,"column":25},"end":{"line":122,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿ArrowFunctionExpression
1173¿VariableDeclarator¿¿1289¿v124¿¿¿{"start":{"line":121,"column":32},"end":{"line":121,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
1174¿MemberExpression¿¿1289¿¿¿¿{"start":{"line":121,"column":32},"end":{"line":121,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿MemberExpression
1175¿Identifier¿¿1289¿server¿¿¿{"start":{"line":121,"column":32},"end":{"line":121,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1176¿Identifier¿¿1289¿port¿¿¿{"start":{"line":121,"column":39},"end":{"line":121,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1177¿VariableDeclarator¿¿1289¿v125¿¿¿{"start":{"line":121,"column":16},"end":{"line":121,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
1178¿TemplateLiteral¿¿1289¿¿¿¿{"start":{"line":121,"column":16},"end":{"line":121,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿TemplateLiteral
1179¿Identifier¿¿1289¿v124¿¿¿¿¿Identifier
1180¿VariableDeclarator¿¿1289¿v126¿¿¿{"start":{"line":121,"column":4},"end":{"line":121,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
1181¿CallExpression¿¿1289¿¿¿¿{"start":{"line":121,"column":4},"end":{"line":121,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿CallExpression
1182¿MemberExpression¿¿1289¿¿¿¿{"start":{"line":121,"column":4},"end":{"line":121,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿MemberExpression
1183¿Identifier¿¿1289¿console¿¿¿{"start":{"line":121,"column":4},"end":{"line":121,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1184¿Identifier¿¿1289¿log¿¿¿{"start":{"line":121,"column":12},"end":{"line":121,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1185¿Identifier¿¿1289¿v125¿¿¿¿¿Identifier
1186¿ExpressionStatement¿¿1289¿¿¿¿{"start":{"line":121,"column":4},"end":{"line":121,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿ExpressionStatement
1187¿Identifier¿¿1289¿v126¿¿¿¿¿Identifier
1188¿BlockStatement¿¿1289¿¿¿¿{"start":{"line":120,"column":31},"end":{"line":122,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿BlockStatement
1189¿VariableDeclarator¿¿1259¿v128¿¿¿{"start":{"line":120,"column":0},"end":{"line":122,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
1190¿CallExpression¿¿1259¿¿¿¿{"start":{"line":120,"column":0},"end":{"line":122,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿CallExpression
1191¿MemberExpression¿¿1259¿¿¿¿{"start":{"line":120,"column":0},"end":{"line":120,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿MemberExpression
1192¿Identifier¿¿1259¿server¿¿¿{"start":{"line":120,"column":0},"end":{"line":120,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1193¿Identifier¿¿1259¿once¿¿¿{"start":{"line":120,"column":7},"end":{"line":120,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1194¿Literal¿string¿1259¿¿'listening'¿¿{"start":{"line":120,"column":12},"end":{"line":120,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Literal
1195¿Identifier¿¿1259¿v127¿¿¿¿¿Identifier
1196¿ExpressionStatement¿¿1259¿¿¿¿{"start":{"line":120,"column":0},"end":{"line":122,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿ExpressionStatement
1197¿Identifier¿¿1259¿v128¿¿¿¿¿Identifier
1198¿VariableDeclarator¿¿1259¿findPort¿¿¿{"start":{"line":124,"column":0},"end":{"line":136,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
1199¿FunctionExpression¿¿1259¿anon¿¿¿{"start":{"line":124,"column":0},"end":{"line":136,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿FunctionExpression
1200¿Identifier¿¿0¿port¿¿¿{"start":{"line":124,"column":18},"end":{"line":124,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1201¿VariableDeclarator¿¿1291¿v133¿¿¿{"start":{"line":125,"column":25},"end":{"line":131,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
1202¿ArrowFunctionExpression¿¿1291¿¿¿¿{"start":{"line":125,"column":25},"end":{"line":131,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿ArrowFunctionExpression
1203¿Identifier¿¿0¿err¿¿¿{"start":{"line":125,"column":26},"end":{"line":125,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1204¿VariableDeclarator¿¿1293¿v129¿¿¿{"start":{"line":126,"column":12},"end":{"line":126,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
1205¿MemberExpression¿¿1293¿¿¿¿{"start":{"line":126,"column":12},"end":{"line":126,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿MemberExpression
1206¿Identifier¿¿1293¿err¿¿¿{"start":{"line":126,"column":12},"end":{"line":126,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1207¿Identifier¿¿1293¿code¿¿¿{"start":{"line":126,"column":16},"end":{"line":126,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1208¿VariableDeclarator¿¿1293¿v130¿¿¿{"start":{"line":126,"column":12},"end":{"line":126,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
1209¿BinaryExpression¿===¿1293¿¿¿¿{"start":{"line":126,"column":12},"end":{"line":126,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿BinaryExpression
1210¿Identifier¿¿1293¿v129¿¿¿¿¿Identifier
1211¿Literal¿string¿1293¿¿'EADDRINUSE'¿¿{"start":{"line":126,"column":25},"end":{"line":126,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Literal
1212¿IfStatement¿¿1293¿¿¿¿{"start":{"line":126,"column":8},"end":{"line":130,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿IfStatement
1213¿Identifier¿¿1293¿v130¿¿¿¿¿Identifier
1214¿VariableDeclarator¿¿1293¿v131¿¿¿{"start":{"line":127,"column":28},"end":{"line":127,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
1215¿BinaryExpression¿+¿1293¿¿¿¿{"start":{"line":127,"column":28},"end":{"line":127,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿BinaryExpression
1216¿Identifier¿¿1293¿port¿¿¿{"start":{"line":127,"column":28},"end":{"line":127,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1217¿Literal¿number¿1293¿¿1¿¿{"start":{"line":127,"column":35},"end":{"line":127,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Literal
1218¿VariableDeclarator¿¿1293¿v132¿¿¿{"start":{"line":127,"column":19},"end":{"line":127,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
1219¿CallExpression¿¿1293¿¿¿¿{"start":{"line":127,"column":19},"end":{"line":127,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿CallExpression
1220¿Identifier¿¿1293¿findPort¿¿¿{"start":{"line":127,"column":19},"end":{"line":127,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1221¿Identifier¿¿1293¿v131¿¿¿¿¿Identifier
1222¿ReturnStatement¿¿1293¿¿¿¿{"start":{"line":127,"column":12},"end":{"line":127,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿ReturnStatement
1223¿Identifier¿¿1293¿v132¿¿¿¿¿Identifier
1224¿BlockStatement¿¿1293¿¿¿¿{"start":{"line":126,"column":39},"end":{"line":128,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿BlockStatement
1225¿ThrowStatement¿¿1293¿¿¿¿{"start":{"line":129,"column":12},"end":{"line":129,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿ThrowStatement
1226¿Identifier¿¿1293¿err¿¿¿{"start":{"line":129,"column":18},"end":{"line":129,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1227¿BlockStatement¿¿1293¿¿¿¿{"start":{"line":128,"column":15},"end":{"line":130,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿BlockStatement
1228¿BlockStatement¿¿1293¿¿¿¿{"start":{"line":125,"column":34},"end":{"line":131,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿BlockStatement
1229¿VariableDeclarator¿¿1291¿v134¿¿¿{"start":{"line":125,"column":4},"end":{"line":131,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
1230¿CallExpression¿¿1291¿¿¿¿{"start":{"line":125,"column":4},"end":{"line":131,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿CallExpression
1231¿MemberExpression¿¿1291¿¿¿¿{"start":{"line":125,"column":4},"end":{"line":125,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿MemberExpression
1232¿Identifier¿¿1291¿server¿¿¿{"start":{"line":125,"column":4},"end":{"line":125,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1233¿Identifier¿¿1291¿once¿¿¿{"start":{"line":125,"column":11},"end":{"line":125,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1234¿Literal¿string¿1291¿¿'error'¿¿{"start":{"line":125,"column":16},"end":{"line":125,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Literal
1235¿Identifier¿¿1291¿v133¿¿¿¿¿Identifier
1236¿ExpressionStatement¿¿1291¿¿¿¿{"start":{"line":125,"column":4},"end":{"line":131,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿ExpressionStatement
1237¿Identifier¿¿1291¿v134¿¿¿¿¿Identifier
1238¿ExpressionStatement¿¿1291¿¿¿¿{"start":{"line":133,"column":4},"end":{"line":133,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿ExpressionStatement
1239¿AssignmentExpression¿=¿1291¿¿¿¿{"start":{"line":133,"column":4},"end":{"line":133,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿AssignmentExpression
1240¿MemberExpression¿¿1291¿¿¿¿{"start":{"line":133,"column":4},"end":{"line":133,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿MemberExpression
1241¿Identifier¿¿1291¿server¿¿¿{"start":{"line":133,"column":4},"end":{"line":133,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1242¿Identifier¿¿1291¿port¿¿¿{"start":{"line":133,"column":11},"end":{"line":133,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1243¿Identifier¿¿1291¿port¿¿¿{"start":{"line":133,"column":18},"end":{"line":133,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1244¿VariableDeclarator¿¿1291¿v135¿¿¿{"start":{"line":134,"column":4},"end":{"line":134,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
1245¿CallExpression¿¿1291¿¿¿¿{"start":{"line":134,"column":4},"end":{"line":134,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿CallExpression
1246¿MemberExpression¿¿1291¿¿¿¿{"start":{"line":134,"column":4},"end":{"line":134,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿MemberExpression
1247¿Identifier¿¿1291¿server¿¿¿{"start":{"line":134,"column":4},"end":{"line":134,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1248¿Identifier¿¿1291¿listen¿¿¿{"start":{"line":134,"column":11},"end":{"line":134,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1249¿Identifier¿¿1291¿port¿¿¿{"start":{"line":134,"column":18},"end":{"line":134,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1250¿ExpressionStatement¿¿1291¿¿¿¿{"start":{"line":134,"column":4},"end":{"line":134,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿ExpressionStatement
1251¿Identifier¿¿1291¿v135¿¿¿¿¿Identifier
1252¿BlockStatement¿¿1291¿¿¿¿{"start":{"line":124,"column":24},"end":{"line":136,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿BlockStatement
1253¿VariableDeclarator¿¿1259¿v136¿¿¿{"start":{"line":139,"column":0},"end":{"line":139,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
1254¿CallExpression¿¿1259¿¿¿¿{"start":{"line":139,"column":0},"end":{"line":139,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿CallExpression
1255¿Identifier¿¿1259¿findPort¿¿¿{"start":{"line":139,"column":0},"end":{"line":139,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1256¿Literal¿number¿1259¿¿8080¿¿{"start":{"line":139,"column":9},"end":{"line":139,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Literal
1257¿ExpressionStatement¿¿1259¿¿¿¿{"start":{"line":139,"column":0},"end":{"line":139,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿ExpressionStatement
1258¿Identifier¿¿1259¿v136¿¿¿¿¿Identifier
1259¿CFG_F_START¿¿1259¿__main__¿¿¿¿¿CFG_F_START
1260¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1261¿CFG_IF_END¿¿0¿800¿¿¿¿¿CFG_IF_END
1262¿CFG_F_START¿¿1262¿822_anon¿¿¿¿¿CFG_F_START
1263¿CFG_F_END¿¿0¿822_anon¿¿¿¿¿CFG_F_END
1264¿CFG_F_START¿¿1264¿835_anon¿¿¿¿¿CFG_F_START
1265¿CFG_F_END¿¿0¿835_anon¿¿¿¿¿CFG_F_END
1266¿CFG_F_START¿¿1266¿853_anon¿¿¿¿¿CFG_F_START
1267¿CFG_F_END¿¿0¿853_anon¿¿¿¿¿CFG_F_END
1268¿CFG_F_START¿¿1268¿878_anon¿¿¿¿¿CFG_F_START
1269¿CFG_F_END¿¿0¿878_anon¿¿¿¿¿CFG_F_END
1270¿CFG_IF_END¿¿0¿856¿¿¿¿¿CFG_IF_END
1271¿CFG_IF_END¿¿0¿850¿¿¿¿¿CFG_IF_END
1272¿CFG_F_START¿¿1272¿960_anon¿¿¿¿¿CFG_F_START
1273¿CFG_F_END¿¿0¿960_anon¿¿¿¿¿CFG_F_END
1274¿CFG_F_START¿¿1274¿965_anon¿¿¿¿¿CFG_F_START
1275¿CFG_F_END¿¿0¿965_anon¿¿¿¿¿CFG_F_END
1276¿CFG_F_START¿¿1276¿994_anon¿¿¿¿¿CFG_F_START
1277¿CFG_F_END¿¿0¿994_anon¿¿¿¿¿CFG_F_END
1278¿CFG_IF_END¿¿0¿1009¿¿¿¿¿CFG_IF_END
1279¿CFG_IF_END¿¿0¿984¿¿¿¿¿CFG_IF_END
1280¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1281¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1282¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1283¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1284¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1285¿CFG_SWITCH_END¿¿0¿¿¿¿¿¿CFG_SWITCH_END
1286¿CFG_IF_END¿¿0¿968¿¿¿¿¿CFG_IF_END
1287¿CFG_F_START¿¿1287¿1133_anon¿¿¿¿¿CFG_F_START
1288¿CFG_F_END¿¿0¿1133_anon¿¿¿¿¿CFG_F_END
1289¿CFG_F_START¿¿1289¿1172_anon¿¿¿¿¿CFG_F_START
1290¿CFG_F_END¿¿0¿1172_anon¿¿¿¿¿CFG_F_END
1291¿CFG_F_START¿¿1291¿1199_anon¿¿¿¿¿CFG_F_START
1292¿CFG_F_END¿¿0¿1199_anon¿¿¿¿¿CFG_F_END
1293¿CFG_F_START¿¿1293¿1202_anon¿¿¿¿¿CFG_F_START
1294¿CFG_F_END¿¿0¿1202_anon¿¿¿¿¿CFG_F_END
1295¿CFG_IF_END¿¿0¿1212¿¿¿¿¿CFG_IF_END
1296¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1297¿PDG_CALL¿¿1259¿1259.CALL->require-o162¿¿¿¿¿PDG_CALL
1298¿PDG_OBJECT¿¿0¿1259.express-o163¿¿¿¿¿PDG_OBJECT
1299¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1300¿PDG_CALL¿¿1259¿1259.CALL->require-o164¿¿¿¿¿PDG_CALL
1301¿PDG_OBJECT¿¿0¿1259.fs-o165¿¿¿¿¿PDG_OBJECT
1302¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1303¿PDG_CALL¿¿1259¿1259.CALL->require-o166¿¿¿¿¿PDG_CALL
1304¿PDG_OBJECT¿¿0¿1259.path-o167¿¿¿¿¿PDG_OBJECT
1305¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1306¿PDG_CALL¿¿1259¿1259.CALL->require-o168¿¿¿¿¿PDG_CALL
1307¿PDG_OBJECT¿¿0¿1259.http-o169¿¿¿¿¿PDG_OBJECT
1308¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1309¿PDG_CALL¿¿1259¿1259.CALL->require-o170¿¿¿¿¿PDG_CALL
1310¿PDG_OBJECT¿¿0¿1259.commander-o171¿¿¿¿¿PDG_OBJECT
1311¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1312¿PDG_CALL¿¿1259¿1259.CALL->express-o172¿¿¿¿¿PDG_CALL
1313¿PDG_OBJECT¿¿0¿1259.app-o173¿¿¿¿¿PDG_OBJECT
1314¿PDG_CALL¿¿1259¿1259.CALL->commander.version-o174¿¿¿¿¿PDG_CALL
1315¿PDG_OBJECT¿¿0¿1259.v69-o175¿¿¿¿¿PDG_OBJECT
1316¿PDG_CALL¿¿1259¿1259.CALL->v69.usage-o176¿¿¿¿¿PDG_CALL
1317¿PDG_OBJECT¿¿0¿1259.v70-o177¿¿¿¿¿PDG_OBJECT
1318¿PDG_CALL¿¿1259¿1259.CALL->v70.option-o178¿¿¿¿¿PDG_CALL
1319¿PDG_OBJECT¿¿0¿1259.v71-o179¿¿¿¿¿PDG_OBJECT
1320¿PDG_OBJECT¿¿0¿1259.process-o180¿¿¿¿¿PDG_OBJECT
1321¿PDG_OBJECT¿¿0¿1259.process.argv-o181¿¿¿¿¿PDG_OBJECT
1322¿PDG_CALL¿¿1259¿1259.CALL->v71.parse-o182¿¿¿¿¿PDG_CALL
1323¿PDG_OBJECT¿¿0¿1259.v73-o183¿¿¿¿¿PDG_OBJECT
1324¿PDG_CALL¿¿1259¿1259.CALL->process.cwd-o184¿¿¿¿¿PDG_CALL
1325¿PDG_OBJECT¿¿0¿1259.dir-o185¿¿¿¿¿PDG_OBJECT
1326¿PDG_OBJECT¿¿0¿1259.commander.args-o186¿¿¿¿¿PDG_OBJECT
1327¿PDG_OBJECT¿¿0¿1259.v74.length-o187¿¿¿¿¿PDG_OBJECT
1328¿PDG_OBJECT¿¿0¿1259.v76.0-o188¿¿¿¿¿PDG_OBJECT
1329¿PDG_OBJECT¿¿0¿1259.commander.autoIndex-o189¿¿¿¿¿PDG_OBJECT
1330¿PDG_OBJECT¿¿0¿1259.autoIndex-o190¿¿¿¿¿PDG_OBJECT
1331¿PDG_OBJECT¿¿0¿1262.this-o191¿¿¿¿¿PDG_OBJECT
1332¿PDG_OBJECT¿¿0¿1262.filePath-o192¿¿¿¿¿PDG_OBJECT
1333¿PDG_OBJECT¿¿0¿1262.res-o193¿¿¿¿¿PDG_OBJECT
1334¿PDG_OBJECT¿¿0¿1259.showDirOrErr-o194¿¿¿¿¿PDG_OBJECT
1335¿PDG_OBJECT¿¿0¿1272.this-o195¿¿¿¿¿PDG_OBJECT
1336¿PDG_OBJECT¿¿0¿1272.filePath-o196¿¿¿¿¿PDG_OBJECT
1337¿PDG_OBJECT¿¿0¿1272.req-o197¿¿¿¿¿PDG_OBJECT
1338¿PDG_OBJECT¿¿0¿1272.res-o198¿¿¿¿¿PDG_OBJECT
1339¿PDG_OBJECT¿¿0¿1259.processFile-o199¿¿¿¿¿PDG_OBJECT
1340¿PDG_OBJECT¿¿0¿1287.this-o200¿¿¿¿¿PDG_OBJECT
1341¿PDG_OBJECT¿¿0¿1287.req-o201¿¿¿¿¿PDG_OBJECT
1342¿PDG_OBJECT¿¿0¿1287.res-o202¿¿¿¿¿PDG_OBJECT
1343¿PDG_OBJECT¿¿0¿1259.v122-o203¿¿¿¿¿PDG_OBJECT
1344¿PDG_CALL¿¿1259¿1259.CALL->app.use-o204¿¿¿¿¿PDG_CALL
1345¿PDG_OBJECT¿¿0¿1259.v123-o205¿¿¿¿¿PDG_OBJECT
1346¿PDG_CALL¿¿1259¿1259.CALL->http.createServer-o206¿¿¿¿¿PDG_CALL
1347¿PDG_OBJECT¿¿0¿1259.server-o207¿¿¿¿¿PDG_OBJECT
1348¿PDG_OBJECT¿¿0¿1289.this-o208¿¿¿¿¿PDG_OBJECT
1349¿PDG_OBJECT¿¿0¿1259.v127-o209¿¿¿¿¿PDG_OBJECT
1350¿PDG_CALL¿¿1259¿1259.CALL->server.once-o210¿¿¿¿¿PDG_CALL
1351¿PDG_OBJECT¿¿0¿1259.v128-o211¿¿¿¿¿PDG_OBJECT
1352¿PDG_OBJECT¿¿0¿1291.this-o212¿¿¿¿¿PDG_OBJECT
1353¿PDG_OBJECT¿¿0¿1291.port-o213¿¿¿¿¿PDG_OBJECT
