Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
766¿Program¿¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":123,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Program
1317¿BlockStatement¿¿¿¿¿{"start":{"line":110,"column":22},"end":{"line":116,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿BlockStatement
1318¿ReturnStatement¿¿¿¿¿{"start":{"line":117,"column":4},"end":{"line":117,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿ReturnStatement
1319¿Literal¿boolean¿¿false¿¿{"start":{"line":117,"column":11},"end":{"line":117,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Literal
1320¿BlockStatement¿¿¿¿¿{"start":{"line":116,"column":10},"end":{"line":118,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿BlockStatement
1321¿VariableDeclarator¿¿v163¿¿¿¿¿VariableDeclarator
1322¿UpdateExpression¿¿¿¿¿{"start":{"line":109,"column":40},"end":{"line":109,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿UpdateExpression
1323¿Identifier¿¿i¿¿¿{"start":{"line":109,"column":40},"end":{"line":109,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1324¿ExpressionStatement¿¿¿¿¿{"start":{"line":109,"column":2},"end":{"line":119,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿ExpressionStatement
1325¿AssignmentExpression¿=¿¿¿¿{"start":{"line":109,"column":2},"end":{"line":119,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿AssignmentExpression
1326¿Identifier¿¿v162¿¿¿{"start":{"line":109,"column":2},"end":{"line":119,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1327¿BinaryExpression¿<¿¿¿¿{"start":{"line":109,"column":18},"end":{"line":109,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿BinaryExpression
1328¿Identifier¿¿i¿¿¿{"start":{"line":109,"column":18},"end":{"line":109,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1329¿Identifier¿¿v161¿¿¿¿¿Identifier
1330¿BlockStatement¿¿¿¿¿¿¿BlockStatement
1331¿ReturnStatement¿¿¿¿¿{"start":{"line":121,"column":2},"end":{"line":121,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿ReturnStatement
1332¿Literal¿boolean¿¿true¿¿{"start":{"line":121,"column":9},"end":{"line":121,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Literal
1333¿BlockStatement¿¿¿¿¿{"start":{"line":102,"column":19},"end":{"line":122,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿BlockStatement
1334¿VariableDeclarator¿¿v170¿¿¿¿¿VariableDeclarator
1335¿ObjectExpression¿¿¿¿¿¿¿ObjectExpression
1336¿ExpressionStatement¿¿¿¿¿{"start":{"line":22,"column":17},"end":{"line":123,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿ExpressionStatement
1337¿AssignmentExpression¿=¿¿¿¿{"start":{"line":22,"column":17},"end":{"line":123,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿AssignmentExpression
1338¿MemberExpression¿¿¿¿¿{"start":{"line":22,"column":17},"end":{"line":123,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿MemberExpression
1339¿Identifier¿¿v170¿¿¿¿¿Identifier
1340¿Identifier¿¿get¿¿¿{"start":{"line":23,"column":1},"end":{"line":23,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1341¿Identifier¿¿v123¿¿¿¿¿Identifier
1342¿ExpressionStatement¿¿¿¿¿{"start":{"line":22,"column":17},"end":{"line":123,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿ExpressionStatement
1343¿AssignmentExpression¿=¿¿¿¿{"start":{"line":22,"column":17},"end":{"line":123,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿AssignmentExpression
1344¿MemberExpression¿¿¿¿¿{"start":{"line":22,"column":17},"end":{"line":123,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿MemberExpression
1345¿Identifier¿¿v170¿¿¿¿¿Identifier
1346¿Identifier¿¿set¿¿¿{"start":{"line":54,"column":1},"end":{"line":54,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1347¿Identifier¿¿v139¿¿¿¿¿Identifier
1348¿ExpressionStatement¿¿¿¿¿{"start":{"line":22,"column":17},"end":{"line":123,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿ExpressionStatement
1349¿AssignmentExpression¿=¿¿¿¿{"start":{"line":22,"column":17},"end":{"line":123,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿AssignmentExpression
1350¿MemberExpression¿¿¿¿¿{"start":{"line":22,"column":17},"end":{"line":123,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿MemberExpression
1351¿Identifier¿¿v170¿¿¿¿¿Identifier
1352¿Identifier¿¿delete¿¿¿{"start":{"line":79,"column":1},"end":{"line":79,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1353¿Identifier¿¿v155¿¿¿¿¿Identifier
1354¿ExpressionStatement¿¿¿¿¿{"start":{"line":22,"column":17},"end":{"line":123,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿ExpressionStatement
1355¿AssignmentExpression¿=¿¿¿¿{"start":{"line":22,"column":17},"end":{"line":123,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿AssignmentExpression
1356¿MemberExpression¿¿¿¿¿{"start":{"line":22,"column":17},"end":{"line":123,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿MemberExpression
1357¿Identifier¿¿v170¿¿¿¿¿Identifier
1358¿Identifier¿¿has¿¿¿{"start":{"line":102,"column":1},"end":{"line":102,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1359¿Identifier¿¿v169¿¿¿¿¿Identifier
1360¿ExpressionStatement¿¿¿¿¿{"start":{"line":22,"column":0},"end":{"line":123,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿ExpressionStatement
1361¿AssignmentExpression¿=¿¿¿¿{"start":{"line":22,"column":0},"end":{"line":123,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿AssignmentExpression
1362¿MemberExpression¿¿¿¿¿{"start":{"line":22,"column":0},"end":{"line":22,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿MemberExpression
1363¿Identifier¿¿module¿¿¿{"start":{"line":22,"column":0},"end":{"line":22,"column":6},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1364¿Identifier¿¿exports¿¿¿{"start":{"line":22,"column":7},"end":{"line":22,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1365¿Identifier¿¿v170¿¿¿¿¿Identifier
1366¿CFG_F_START¿¿__main__¿¿¿¿¿CFG_F_START
1367¿CFG_F_END¿¿__main__¿¿¿¿¿CFG_F_END
1368¿CFG_F_START¿¿774_anon¿¿¿¿¿CFG_F_START
1369¿CFG_F_END¿¿774_anon¿¿¿¿¿CFG_F_END
1370¿CFG_WHILE_END¿¿¿¿¿¿¿CFG_WHILE_END
1371¿CFG_WHILE_END¿¿¿¿¿¿¿CFG_WHILE_END
1372¿CFG_F_START¿¿888_anon¿¿¿¿¿CFG_F_START
1373¿CFG_F_END¿¿888_anon¿¿¿¿¿CFG_F_END
1374¿CFG_IF_END¿¿917¿¿¿¿¿CFG_IF_END
1375¿CFG_IF_END¿¿910¿¿¿¿¿CFG_IF_END
1376¿CFG_IF_END¿¿970¿¿¿¿¿CFG_IF_END
1377¿CFG_IF_END¿¿1011¿¿¿¿¿CFG_IF_END
1378¿CFG_IF_END¿¿997¿¿¿¿¿CFG_IF_END
1379¿CFG_WHILE_END¿¿¿¿¿¿¿CFG_WHILE_END
1380¿CFG_F_START¿¿1032_anon¿¿¿¿¿CFG_F_START
1381¿CFG_F_END¿¿1032_anon¿¿¿¿¿CFG_F_END
1382¿CFG_IF_END¿¿1054¿¿¿¿¿CFG_IF_END
1383¿CFG_IF_END¿¿1092¿¿¿¿¿CFG_IF_END
1384¿CFG_IF_END¿¿1115¿¿¿¿¿CFG_IF_END
1385¿CFG_WHILE_END¿¿¿¿¿¿¿CFG_WHILE_END
1386¿CFG_F_START¿¿1144_anon¿¿¿¿¿CFG_F_START
1387¿CFG_F_END¿¿1144_anon¿¿¿¿¿CFG_F_END
1388¿CFG_IF_END¿¿1165¿¿¿¿¿CFG_IF_END
1389¿CFG_IF_END¿¿1201¿¿¿¿¿CFG_IF_END
1390¿CFG_IF_END¿¿1227¿¿¿¿¿CFG_IF_END
1391¿CFG_WHILE_END¿¿¿¿¿¿¿CFG_WHILE_END
1392¿CFG_F_START¿¿1243_anon¿¿¿¿¿CFG_F_START
1393¿CFG_F_END¿¿1243_anon¿¿¿¿¿CFG_F_END
1394¿CFG_IF_END¿¿1264¿¿¿¿¿CFG_IF_END
1395¿CFG_IF_END¿¿1302¿¿¿¿¿CFG_IF_END
1396¿CFG_IF_END¿¿1289¿¿¿¿¿CFG_IF_END
1397¿CFG_WHILE_END¿¿¿¿¿¿¿CFG_WHILE_END
1398¿TAINT_SOURCE¿¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1399¿PDG_CALL¿¿1366.CALL->require-o133¿¿¿¿¿PDG_CALL
1400¿PDG_OBJECT¿¿1366.isObj-o134¿¿¿¿¿PDG_OBJECT
1401¿TAINT_SINK¿¿require¿¿¿¿¿TAINT_SINK
1402¿PDG_OBJECT¿¿1368.this-o135¿¿¿¿¿PDG_OBJECT
1403¿PDG_OBJECT¿¿1368.path-o136¿¿¿¿¿PDG_OBJECT
1404¿PDG_OBJECT¿¿1366.getPathSegments-o137¿¿¿¿¿PDG_OBJECT
1405¿PDG_OBJECT¿¿1372.this-o138¿¿¿¿¿PDG_OBJECT
1406¿PDG_OBJECT¿¿1372.object-o139¿¿¿¿¿PDG_OBJECT
1407¿PDG_OBJECT¿¿1372.path-o140¿¿¿¿¿PDG_OBJECT
1408¿PDG_OBJECT¿¿1372.value-o141¿¿¿¿¿PDG_OBJECT
1409¿PDG_OBJECT¿¿1366.v123-o142¿¿¿¿¿PDG_OBJECT
1410¿PDG_OBJECT¿¿1380.this-o143¿¿¿¿¿PDG_OBJECT
1411¿PDG_OBJECT¿¿1380.object-o144¿¿¿¿¿PDG_OBJECT
1412¿PDG_OBJECT¿¿1380.path-o145¿¿¿¿¿PDG_OBJECT
1413¿PDG_OBJECT¿¿1380.value-o146¿¿¿¿¿PDG_OBJECT
1414¿PDG_OBJECT¿¿1366.v139-o147¿¿¿¿¿PDG_OBJECT
1415¿PDG_OBJECT¿¿1386.this-o148¿¿¿¿¿PDG_OBJECT
1416¿PDG_OBJECT¿¿1386.object-o149¿¿¿¿¿PDG_OBJECT
1417¿PDG_OBJECT¿¿1386.path-o150¿¿¿¿¿PDG_OBJECT
1418¿PDG_OBJECT¿¿1366.v155-o151¿¿¿¿¿PDG_OBJECT
1419¿PDG_OBJECT¿¿1392.this-o152¿¿¿¿¿PDG_OBJECT
1420¿PDG_OBJECT¿¿1392.object-o153¿¿¿¿¿PDG_OBJECT
1421¿PDG_OBJECT¿¿1392.path-o154¿¿¿¿¿PDG_OBJECT
1422¿PDG_OBJECT¿¿1366.v169-o155¿¿¿¿¿PDG_OBJECT
1423¿PDG_OBJECT¿¿1366.v170-o156¿¿¿¿¿PDG_OBJECT
1424¿PDG_OBJECT¿¿1366.v170-o157¿¿¿¿¿PDG_OBJECT
1425¿PDG_OBJECT¿¿1366.v170.get-o158¿¿¿¿¿PDG_OBJECT
1426¿PDG_OBJECT¿¿1366.v170-o159¿¿¿¿¿PDG_OBJECT
1427¿PDG_OBJECT¿¿1366.v170.set-o160¿¿¿¿¿PDG_OBJECT
1428¿PDG_OBJECT¿¿1366.v170-o161¿¿¿¿¿PDG_OBJECT
1429¿PDG_OBJECT¿¿1366.v170.delete-o162¿¿¿¿¿PDG_OBJECT
1430¿PDG_OBJECT¿¿1366.v170-o163¿¿¿¿¿PDG_OBJECT
1431¿PDG_OBJECT¿¿1366.v170.has-o164¿¿¿¿¿PDG_OBJECT
1432¿PDG_OBJECT¿¿1366.module-o165¿¿¿¿¿PDG_OBJECT
1433¿PDG_OBJECT¿¿1366.module.exports-o166¿¿¿¿¿PDG_OBJECT
1434¿PDG_CALL¿¿1368.CALL->path.split-o167¿¿¿¿¿PDG_CALL
1435¿PDG_OBJECT¿¿1368.pathArray-o168¿¿¿¿¿PDG_OBJECT
1436¿PDG_OBJECT¿¿1368.parts-o169¿¿¿¿¿PDG_OBJECT
1437¿PDG_OBJECT¿¿1368.pathArray.length-o170¿¿¿¿¿PDG_OBJECT
1438¿PDG_OBJECT¿¿1368.v87-o171¿¿¿¿¿PDG_OBJECT
1439¿PDG_OBJECT¿¿1368.pathArray.*-o172¿¿¿¿¿PDG_OBJECT
1440¿PDG_OBJECT¿¿1368.p.length-o173¿¿¿¿¿PDG_OBJECT
1441¿PDG_OBJECT¿¿1368.v90-o174¿¿¿¿¿PDG_OBJECT
1442¿PDG_OBJECT¿¿1368.p.*-o175¿¿¿¿¿PDG_OBJECT
1443¿PDG_OBJECT¿¿1368.v92-o176¿¿¿¿¿PDG_OBJECT
1444¿PDG_OBJECT¿¿1368.v93-o177¿¿¿¿¿PDG_OBJECT
1445¿PDG_OBJECT¿¿1368.v95-o178¿¿¿¿¿PDG_OBJECT
1446¿PDG_OBJECT¿¿1368.v96-o179¿¿¿¿¿PDG_OBJECT
1447¿PDG_CALL¿¿1368.CALL->p.slice-o180¿¿¿¿¿PDG_CALL
1448¿PDG_OBJECT¿¿1368.v98-o181¿¿¿¿¿PDG_OBJECT
1449¿PDG_OBJECT¿¿1368.p-o182¿¿¿¿¿PDG_OBJECT
1450¿PDG_OBJECT¿¿1368.v96-o183¿¿¿¿¿PDG_OBJECT
1451¿PDG_CALL¿¿1368.CALL->parts.push-o184¿¿¿¿¿PDG_CALL
1452¿PDG_OBJECT¿¿1368.v100-o185¿¿¿¿¿PDG_OBJECT
1453¿PDG_OBJECT¿¿1368.v87-o186¿¿¿¿¿PDG_OBJECT
1454¿PDG_RETURN¿¿1368.RET_OBJ-o187¿¿¿¿¿PDG_RETURN
1455¿PDG_CALL¿¿1372.CALL->isObj-o188¿¿¿¿¿PDG_CALL
1456¿PDG_OBJECT¿¿1372.v101-o189¿¿¿¿¿PDG_OBJECT
1457¿PDG_OBJECT¿¿1372.v104-o190¿¿¿¿¿PDG_OBJECT
1458¿PDG_OBJECT¿¿1372.v106-o191¿¿¿¿¿PDG_OBJECT
1459¿PDG_OBJECT¿¿1372.v107-o192¿¿¿¿¿PDG_OBJECT
1460¿PDG_RETURN¿¿1372.RET_OBJ-o193¿¿¿¿¿PDG_RETURN
1461¿PDG_CALL¿¿1372.CALL->getPathSegments-o194¿¿¿¿¿PDG_CALL
1462¿PDG_OBJECT¿¿1372.pathArray-o195¿¿¿¿¿PDG_OBJECT
1463¿PDG_OBJECT¿¿1372.pathArray.length-o196¿¿¿¿¿PDG_OBJECT
1464¿PDG_OBJECT¿¿1372.v109-o197¿¿¿¿¿PDG_OBJECT
1465¿PDG_OBJECT¿¿1372.Object-o198¿¿¿¿¿PDG_OBJECT
1466¿PDG_OBJECT¿¿1372.Object.prototype-o199¿¿¿¿¿PDG_OBJECT
1467¿PDG_OBJECT¿¿1372.v111.propertyIsEnumerable-o200¿¿¿¿¿PDG_OBJECT
1468¿PDG_OBJECT¿¿1372.pathArray.*-o201¿¿¿¿¿PDG_OBJECT
1469¿PDG_CALL¿¿1372.CALL->v112.call-o202¿¿¿¿¿PDG_CALL
1470¿PDG_OBJECT¿¿1372.v114-o203¿¿¿¿¿PDG_OBJECT
1471¿PDG_RETURN¿¿1372.RET_OBJ-o204¿¿¿¿¿PDG_RETURN
1472¿PDG_OBJECT¿¿1372.object.*-o205¿¿¿¿¿PDG_OBJECT
1473¿PDG_OBJECT¿¿1372.v117-o206¿¿¿¿¿PDG_OBJECT
1474¿PDG_OBJECT¿¿1372.v118-o207¿¿¿¿¿PDG_OBJECT
1475¿PDG_OBJECT¿¿1372.v121-o208¿¿¿¿¿PDG_OBJECT
1476¿PDG_OBJECT¿¿1372.v122-o209¿¿¿¿¿PDG_OBJECT
1477¿PDG_RETURN¿¿1372.RET_OBJ-o210¿¿¿¿¿PDG_RETURN
1478¿PDG_OBJECT¿¿1372.v109-o211¿¿¿¿¿PDG_OBJECT
1479¿PDG_RETURN¿¿1372.RET_OBJ-o212¿¿¿¿¿PDG_RETURN
1480¿PDG_CALL¿¿1380.CALL->isObj-o213¿¿¿¿¿PDG_CALL
1481¿PDG_OBJECT¿¿1380.v124-o214¿¿¿¿¿PDG_OBJECT
1482¿PDG_OBJECT¿¿1380.v127-o215¿¿¿¿¿PDG_OBJECT
1483¿PDG_RETURN¿¿1380.RET_OBJ-o216¿¿¿¿¿PDG_RETURN
1484¿PDG_CALL¿¿1380.CALL->getPathSegments-o217¿¿¿¿¿PDG_CALL
1485¿PDG_OBJECT¿¿1380.pathArray-o218¿¿¿¿¿PDG_OBJECT
1486¿PDG_OBJECT¿¿1380.pathArray.length-o219¿¿¿¿¿PDG_OBJECT
1487¿PDG_OBJECT¿¿1380.v130-o220¿¿¿¿¿PDG_OBJECT
1488¿PDG_OBJECT¿¿1380.pathArray.*-o221¿¿¿¿¿PDG_OBJECT
1489¿PDG_OBJECT¿¿1380.object.*-o222¿¿¿¿¿PDG_OBJECT
1490¿PDG_CALL¿¿1380.CALL->isObj-o223¿¿¿¿¿PDG_CALL
1491¿PDG_OBJECT¿¿1380.v133-o224¿¿¿¿¿PDG_OBJECT
1492¿PDG_OBJECT¿¿1380.v135-o225¿¿¿¿¿PDG_OBJECT
1493¿PDG_OBJECT¿¿1380.object-o226¿¿¿¿¿PDG_OBJECT
1494¿PDG_OBJECT¿¿1380.object.*-o227¿¿¿¿¿PDG_OBJECT
1495¿PDG_OBJECT¿¿1380.v137-o228¿¿¿¿¿PDG_OBJECT
1496¿PDG_OBJECT¿¿1380.v138-o229¿¿¿¿¿PDG_OBJECT
1497¿PDG_OBJECT¿¿1380.object-o230¿¿¿¿¿PDG_OBJECT
1498¿PDG_OBJECT¿¿1380.object.*-o231¿¿¿¿¿PDG_OBJECT
1499¿PDG_OBJECT¿¿1380.v130-o232¿¿¿¿¿PDG_OBJECT
1500¿PDG_RETURN¿¿1380.RET_OBJ-o233¿¿¿¿¿PDG_RETURN
1501¿PDG_CALL¿¿1386.CALL->isObj-o234¿¿¿¿¿PDG_CALL
1502¿PDG_OBJECT¿¿1386.v140-o235¿¿¿¿¿PDG_OBJECT
1503¿PDG_OBJECT¿¿1386.v143-o236¿¿¿¿¿PDG_OBJECT
1504¿PDG_CALL¿¿1386.CALL->getPathSegments-o237¿¿¿¿¿PDG_CALL
1505¿PDG_OBJECT¿¿1386.pathArray-o238¿¿¿¿¿PDG_OBJECT
1506¿PDG_OBJECT¿¿1386.pathArray.length-o239¿¿¿¿¿PDG_OBJECT
1507¿PDG_OBJECT¿¿1386.v146-o240¿¿¿¿¿PDG_OBJECT
1508¿PDG_OBJECT¿¿1386.pathArray.*-o241¿¿¿¿¿PDG_OBJECT
1509¿PDG_OBJECT¿¿1386.v149-o242¿¿¿¿¿PDG_OBJECT
1510¿PDG_OBJECT¿¿1386.v150-o243¿¿¿¿¿PDG_OBJECT
1511¿PDG_OBJECT¿¿1386.object.*-o244¿¿¿¿¿PDG_OBJECT
1512¿PDG_CALL¿¿1386.CALL->isObj-o245¿¿¿¿¿PDG_CALL
1513¿PDG_OBJECT¿¿1386.v153-o246¿¿¿¿¿PDG_OBJECT
1514¿PDG_OBJECT¿¿1386.v146-o247¿¿¿¿¿PDG_OBJECT
1515¿PDG_CALL¿¿1392.CALL->isObj-o248¿¿¿¿¿PDG_CALL
1516¿PDG_OBJECT¿¿1392.v156-o249¿¿¿¿¿PDG_OBJECT
1517¿PDG_OBJECT¿¿1392.v159-o250¿¿¿¿¿PDG_OBJECT
1518¿PDG_RETURN¿¿1392.RET_OBJ-o251¿¿¿¿¿PDG_RETURN
1519¿PDG_CALL¿¿1392.CALL->getPathSegments-o252¿¿¿¿¿PDG_CALL
1520¿PDG_OBJECT¿¿1392.pathArray-o253¿¿¿¿¿PDG_OBJECT
1521¿PDG_OBJECT¿¿1392.pathArray.length-o254¿¿¿¿¿PDG_OBJECT
1522¿PDG_OBJECT¿¿1392.v162-o255¿¿¿¿¿PDG_OBJECT
1523¿PDG_CALL¿¿1392.CALL->isObj-o256¿¿¿¿¿PDG_CALL
1524¿PDG_OBJECT¿¿1392.v164-o257¿¿¿¿¿PDG_OBJECT
1525¿PDG_OBJECT¿¿1392.pathArray.*-o258¿¿¿¿¿PDG_OBJECT
1526¿PDG_OBJECT¿¿1392.v166-o259¿¿¿¿¿PDG_OBJECT
1527¿PDG_RETURN¿¿1392.RET_OBJ-o260¿¿¿¿¿PDG_RETURN
1528¿PDG_OBJECT¿¿1392.object.*-o261¿¿¿¿¿PDG_OBJECT
1529¿PDG_RETURN¿¿1392.RET_OBJ-o262¿¿¿¿¿PDG_RETURN
1530¿PDG_OBJECT¿¿1392.v162-o263¿¿¿¿¿PDG_OBJECT
1531¿PDG_RETURN¿¿1392.RET_OBJ-o264¿¿¿¿¿PDG_RETURN
